dates,satname,nzd0441-0000,nzd0441-0001,nzd0441-0002,nzd0441-0033,nzd0441-0034,nzd0441-0035,nzd0441-0036,nzd0441-0037,nzd0441-0038,nzd0441-0039,nzd0441-0040,nzd0441-0041,nzd0441-0042,nzd0441-0043,nzd0441-0044,nzd0441-0045,nzd0441-0046,nzd0441-0047,nzd0441-0048,nzd0441-0049,nzd0441-0050,nzd0441-0051,nzd0441-0052,nzd0441-0053,nzd0441-0054,nzd0441-0055,nzd0441-0056,nzd0441-0057,nzd0441-0058,nzd0441-0059,nzd0441-0060,nzd0441-0061,nzd0441-0062,nzd0441-0063,nzd0441-0064,nzd0441-0065,nzd0441-0066,nzd0441-0067,nzd0441-0068,nzd0441-0069,nzd0441-0070,nzd0441-0071,nzd0441-0072,nzd0441-0073,nzd0441-0074,nzd0441-0075,nzd0441-0076,nzd0441-0077,nzd0441-0078,nzd0441-0079,nzd0441-0080,nzd0441-0081,nzd0441-0082,nzd0441-0083,nzd0441-0084,nzd0441-0085,nzd0441-0086,nzd0441-0087,nzd0441-0088,nzd0441-0089,nzd0441-0090,nzd0441-0091,nzd0441-0092,nzd0441-0093,nzd0441-0094,nzd0441-0014,nzd0441-0015,nzd0441-0016,nzd0441-0017,nzd0441-0018,nzd0441-0019,nzd0441-0020,nzd0441-0021,nzd0441-0022,nzd0441-0023,nzd0441-0024,nzd0441-0003,nzd0441-0004,nzd0441-0005,nzd0441-0006,nzd0441-0012,nzd0441-0013,nzd0441-0025,nzd0441-0026,nzd0441-0027,nzd0441-0028,nzd0441-0030,nzd0441-0031,nzd0441-0032,nzd0441-0095,nzd0441-0096,nzd0441-0097,nzd0441-0098,nzd0441-0099,nzd0441-0100,nzd0441-0101,nzd0441-0102,nzd0441-0007,nzd0441-0029,nzd0441-0008,nzd0441-0009,nzd0441-0010,nzd0441-0011
2000-12-16 22:16:35.253000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.69,223.21,229.81,218.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-01 22:16:33.637000,L7,,,,,,241.18,247.14,242.03,230.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.66,232.52,235.79,205.60,193.39,225.96,222.38,232.66,220.06,218.17,209.91,200.06,193.33,217.56,215.01,188.56,218.17,187.16,181.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-10 22:10:27.647000,L7,213.52,192.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.96,200.88,209.27,237.92,,,239.27,227.57,168.47,241.57,224.42,219.75,199.16,181.33,192.25,175.20,,,,,174.64,226.17,216.39,222.68,216.55,214.65,203.64,190.20,181.80,169.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-26 22:10:30.842000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.59,199.60,196.47,234.54,171.93,,,,,,,211.94,188.68,237.10,203.39,200.79,184.66,,224.43,210.28,219.00,203.91,168.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-18 22:16:35.003000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.37,204.93,224.61,162.24,,,,,,228.92,219.55,229.65,216.70,,,,,214.11,201.08,223.91,186.75,179.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-27 22:10:18.214000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.50,227.33,207.60,198.00,197.10,229.95,217.95,226.92,220.21,212.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-15 22:10:15.982000,L7,,,,,,,251.76,219.70,240.48,248.98,223.86,,,,,,,,,,,,,,,,,,,,,,225.50,182.03,188.79,223.80,200.79,,,,,,,177.29,195.24,233.77,236.66,237.31,213.92,208.57,229.35,222.49,231.01,222.43,218.24,208.99,207.36,168.59,182.01,215.09,212.28,210.83,187.67,189.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:08:38.716000,L7,,,,,,229.47,240.84,236.91,231.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.19,232.40,222.09,219.64,186.98,199.10,226.19,218.99,224.09,216.01,209.77,204.81,199.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-20 22:15:01.686000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.80,237.71,208.93,214.73,241.19,214.29,216.21,246.15,226.61,244.86,215.44,178.93,248.43,192.31,238.93,220.35,193.01,191.56,,228.02,216.73,234.05,215.94,176.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-29 22:08:45.213000,L7,,,,,,232.71,245.95,242.05,235.67,241.94,211.72,,,,,,,,,,,,,,,,,,,,,,,,193.29,232.01,224.15,191.39,236.74,220.52,,,,212.97,206.81,242.36,232.96,238.97,203.51,198.34,228.73,216.10,232.05,218.60,213.30,208.74,200.53,198.43,227.06,236.65,239.00,230.40,226.88,184.90,164.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-05 22:15:01.569000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.11,227.86,193.47,202.08,228.66,,,201.66,235.38,219.27,207.92,227.92,213.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-14 22:08:53.179000,L7,,,,,,249.36,251.78,245.96,240.56,251.43,235.92,235.87,,,,170.81,181.33,186.09,199.20,196.45,196.29,187.19,,,,,,201.68,215.31,220.01,216.36,187.24,224.95,219.08,213.49,231.25,225.85,209.85,239.94,223.19,,,182.71,224.06,209.55,238.79,224.99,236.61,215.14,204.49,235.50,225.34,234.63,226.55,223.71,215.16,210.71,207.82,219.80,228.67,230.26,228.29,228.85,195.08,166.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-09 22:15:05.816000,L7,,,,,,239.00,249.48,239.65,,,,,,,,,,,199.60,196.07,200.60,185.11,,,,,222.03,208.78,224.99,220.49,201.49,233.44,229.45,215.90,233.68,242.28,222.60,244.07,240.48,219.79,238.10,214.04,235.60,247.06,206.06,238.27,223.60,220.66,181.61,179.81,235.96,218.23,234.81,219.26,176.54,206.76,215.51,211.06,220.61,207.62,237.25,187.78,187.02,180.00,164.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-03 22:08:45.014000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.23,226.78,188.08,227.72,236.40,,,,,,,180.87,230.17,213.09,238.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:07:38.359000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,196.18,219.63,219.83,200.41,213.44,225.00,230.98,225.78,234.50,234.66,221.68,218.13,223.02,210.72,235.72,195.33,221.05,237.94,194.55,237.96,225.15,197.79,,179.45,169.27,207.82,218.25,204.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-28 22:07:46.304000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,213.94,210.15,225.76,217.31,202.60,227.46,227.47,227.04,220.73,236.23,219.23,211.07,233.50,217.57,234.39,210.43,194.63,240.45,192.10,234.36,191.32,190.51,186.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:08:20.096000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.59,216.04,192.33,201.05,215.94,193.05,213.78,237.79,231.28,223.06,224.88,241.72,218.38,234.48,203.23,167.33,225.47,196.04,240.45,223.77,234.87,197.58,,231.00,219.33,229.88,218.52,213.16,215.47,201.81,190.47,185.46,188.84,181.99,186.31,181.53,180.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07 22:14:28.836000,L7,,,,,184.21,244.49,248.57,239.55,237.86,248.66,229.73,,,,,,,,,,,,,,,,188.67,217.18,226.04,223.21,206.31,229.88,232.21,226.05,228.08,238.94,226.29,216.33,238.28,222.85,234.92,,,218.28,209.95,239.53,239.89,240.23,204.49,207.84,234.38,216.02,237.38,229.00,226.08,218.62,217.76,220.25,225.16,233.85,233.56,214.19,213.86,194.80,175.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-01 22:08:33.805000,L7,,,,,,,246.39,237.39,233.42,219.06,,,,,,,,,,,,,,,,,,,,,,,189.53,212.81,217.61,216.59,218.72,208.19,239.52,223.11,,,,217.23,228.71,243.68,236.53,235.71,191.89,196.74,227.60,215.69,240.22,218.03,214.45,207.64,196.92,189.81,180.70,193.65,183.44,208.26,182.55,178.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:14:55.747000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.13,215.82,222.14,239.09,,,,,,,,,,,,,,186.92,230.28,218.17,230.82,221.21,,,212.10,174.81,175.99,193.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-11 22:03:03.501000,L5,,,,182.20,238.52,243.86,241.23,241.46,233.22,233.03,230.70,223.87,219.18,198.61,166.06,,,,,,,,,,,,,,,,,,208.99,199.74,204.55,207.59,198.54,191.03,210.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.79,167.30,178.61,195.62,198.09,199.14,188.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,,,,166.51,234.08,241.38,222.91,235.45,236.02,238.31,234.11,226.85,219.31,215.89,189.23,164.68,,,,,,,,,,,,,,,,,,,,,,,,,217.48,204.13,218.88,229.83,233.39,235.12,231.99,231.40,212.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27 22:03:21.662000,L5,,,,,,,165.68,203.64,201.23,201.82,208.80,200.82,172.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,221.72,209.33,195.97,301.25,286.14,278.47,277.13,278.31,275.36,276.68,273.72,274.82,261.19,256.36,264.64,257.89,262.00,271.24,260.72,263.42,257.79,265.79,282.43,285.95,288.34,297.55,303.35,294.91,321.34,311.94,318.86,312.95,318.63,325.53,322.18,317.68,305.67,309.47,308.52,310.25,342.59,307.85,305.24,326.94,309.37,320.70,315.66,322.82,355.00,318.24,313.85,304.65,314.40,299.93,306.63,309.42,306.45,318.92,331.90,325.38,329.76,335.01,338.19,353.26,335.95,180.38,185.15,183.38,193.39,200.76,210.60,222.53,233.68,241.70,245.34,237.03,178.82,175.97,177.06,164.52,166.43,175.60,230.31,238.81,246.16,238.02,174.88,226.78,290.49,355.35,335.14,192.76,197.32,196.92,222.83,228.75,338.43,,,,,,
2004-01-18 22:04:57.325000,L5,,,,279.63,275.77,251.87,230.71,227.40,226.49,225.38,230.95,228.00,223.48,219.71,204.57,200.69,203.51,208.88,218.99,220.64,225.29,236.13,234.68,238.21,234.19,211.89,220.86,224.11,230.40,233.56,237.47,229.95,248.89,253.09,255.61,253.56,257.67,250.13,259.46,269.33,240.74,237.77,234.49,244.30,244.42,255.16,252.95,247.31,269.56,266.72,272.50,262.26,266.70,269.23,267.00,249.99,251.58,248.54,248.16,255.47,256.48,257.78,263.87,261.84,269.31,,,,170.53,174.66,186.16,194.71,205.31,210.40,220.33,211.18,,,,,,,188.25,,,,,,214.65,262.09,237.18,,,,,,,,,,,,
2004-01-27 21:58:50.060000,L5,187.34,169.49,161.20,274.63,271.78,259.64,239.08,235.80,236.02,240.55,236.42,233.97,231.63,222.85,200.85,196.64,186.91,200.49,205.70,210.54,221.10,225.10,227.78,230.59,228.27,215.58,222.96,230.38,225.96,231.50,231.40,232.29,239.84,231.84,229.76,219.02,212.64,207.51,199.20,222.50,,,202.14,204.75,225.79,218.19,227.71,230.41,234.25,249.43,258.12,256.49,260.35,263.81,263.08,259.16,258.88,249.27,232.75,226.06,243.03,243.31,239.90,235.85,230.14,164.71,165.42,167.56,176.13,179.85,193.25,200.88,215.19,221.97,221.02,212.29,,,,,,,186.43,,,,,,198.49,210.86,,,,,,,,,,,,,
2004-02-19 22:05:07.713000,L5,,,,256.96,257.59,243.55,219.42,210.43,218.03,218.78,223.06,211.52,210.28,218.04,203.06,196.93,191.98,200.49,205.86,206.85,212.70,224.93,230.54,222.22,219.34,198.55,208.83,209.79,216.14,225.71,221.96,229.85,231.43,211.46,226.90,235.97,236.84,226.74,239.10,235.54,225.92,225.42,224.58,223.38,229.67,223.01,250.59,253.28,250.65,254.63,260.94,255.59,258.70,247.62,250.34,245.07,248.18,242.86,237.23,242.39,247.78,252.90,250.46,249.80,245.49,,,,,,,,,,,,,,,,,,,,,,,,194.60,238.42,,,,,,,,,,,,,
2004-05-18 22:00:38.480000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.84,221.83,206.46,211.55,210.45,204.46,212.51,218.68,214.94,213.48,196.66,183.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.57,197.37,199.88,203.02,200.84,201.39,210.11,169.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,171.67,186.72,185.69,200.66,199.78,196.41,203.74,202.93,209.07,201.51,204.88,201.69,211.92,207.40,204.90,199.06,201.96,208.73,217.33,214.37,217.82,223.46,214.47,215.49,216.02,216.62,209.73,214.41,201.94,183.61,,,171.51,183.97,193.98,197.16,193.38,200.07,196.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-09 22:04:22.371000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.03,197.02,204.09,194.62,205.30,197.70,197.23,196.44,185.76,197.65,189.84,195.91,194.89,210.77,210.58,217.82,223.61,214.08,211.95,214.19,206.04,203.20,206.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,210.91,194.54,179.60,218.82,260.43,272.83,278.35,276.27,251.94,232.14,244.83,254.99,258.63,257.15,256.58,247.23,254.78,247.32,265.37,263.38,281.30,275.73,285.19,301.18,294.51,297.48,299.20,295.38,308.22,279.72,309.78,325.47,317.18,317.32,302.76,323.35,335.55,328.19,345.57,343.40,336.44,319.83,315.51,326.97,322.88,328.31,325.67,323.33,340.79,331.93,339.97,340.36,330.49,343.22,325.87,326.44,339.97,320.74,344.38,338.91,346.67,347.20,347.42,362.13,343.21,183.76,183.36,181.87,184.00,188.87,197.66,206.93,216.35,225.12,225.82,219.67,176.19,176.16,179.03,169.00,172.74,178.71,214.63,220.60,232.56,222.19,200.37,,169.71,363.28,339.53,362.98,385.69,389.10,362.97,259.46,324.51,168.39,229.90,,,,
2005-02-14 22:06:33.160000,L5,206.20,178.64,171.95,172.23,229.31,234.08,228.88,213.53,209.09,212.41,213.91,204.91,191.12,186.67,201.03,206.31,202.02,219.55,221.44,219.19,212.36,220.97,219.33,227.77,219.97,200.66,211.71,210.47,238.97,242.33,246.05,249.76,253.57,247.04,248.77,247.32,234.77,226.86,234.65,243.05,235.96,231.02,233.57,256.88,259.88,262.94,265.56,265.40,258.22,264.46,258.72,244.86,247.42,249.40,246.93,246.50,245.88,245.00,253.41,264.82,264.91,262.22,258.37,255.35,252.36,,170.04,174.86,169.68,178.09,180.76,197.37,210.13,217.30,217.37,209.30,166.13,161.29,,,,,188.20,,,,,,,235.46,209.48,,,,,,,,,,,,
2005-02-21 22:12:51.062000,L5,202.44,186.03,178.53,261.40,263.45,260.31,261.66,262.56,257.01,241.86,241.50,247.52,256.42,243.79,234.18,231.61,221.07,228.81,234.04,241.68,244.20,262.88,269.78,280.72,296.76,313.16,295.71,,,,,423.72,510.51,343.43,342.51,303.53,305.53,302.10,306.10,296.52,288.99,283.36,283.45,278.46,289.17,297.85,293.23,309.12,323.38,308.81,317.38,289.65,291.21,292.10,296.21,295.19,307.68,315.33,322.29,310.88,323.57,314.67,327.38,316.11,308.27,183.20,183.56,178.54,387.93,341.93,309.22,420.99,444.96,447.01,232.59,311.21,175.44,171.23,176.11,167.78,166.75,171.68,306.28,225.42,222.21,237.21,245.62,,243.81,302.03,311.75,287.01,338.44,396.47,437.77,394.63,411.35,166.13,233.89,163.07,,,
2005-04-10 22:13:16.111000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.18,213.89,222.82,225.18,217.28,209.87,216.07,212.04,218.13,223.23,224.26,217.06,219.16,217.53,209.06,220.03,218.39,216.09,216.06,209.67,206.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-09 22:07:58.986000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.21,212.30,200.50,209.80,202.53,208.65,218.44,223.22,216.79,218.37,196.85,200.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,210.85,186.98,171.82,215.35,236.53,236.61,225.01,215.62,223.68,223.90,218.56,210.09,196.01,193.45,201.96,209.65,208.42,216.81,225.00,229.68,235.66,246.92,239.82,254.31,240.75,226.20,241.46,248.58,250.56,247.50,243.63,249.67,254.38,252.41,254.43,251.15,251.86,262.91,264.70,265.35,267.57,252.76,259.22,262.07,264.98,260.50,265.02,263.57,260.16,260.45,257.39,263.27,263.25,271.77,266.65,265.98,266.41,261.16,265.43,258.99,261.91,260.99,262.53,257.80,253.74,179.15,178.01,177.54,173.30,183.98,188.15,199.93,215.05,218.21,218.80,210.00,170.68,167.77,166.29,159.99,169.38,171.54,201.98,204.62,201.44,,,,,248.38,237.49,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,213.72,200.47,183.62,238.06,246.36,238.45,248.72,238.61,237.78,256.74,239.74,233.34,235.19,239.17,244.43,241.85,261.87,238.32,250.94,243.88,248.22,251.67,249.41,247.19,257.98,252.69,261.60,291.30,314.60,276.54,308.94,307.39,322.69,281.94,311.20,324.54,306.87,300.36,324.07,309.50,313.38,283.78,304.19,308.54,307.47,313.66,302.95,317.51,332.11,310.08,322.48,329.15,292.51,327.16,340.31,327.74,350.00,331.62,365.08,341.49,344.53,336.27,362.59,336.60,372.82,179.87,180.42,173.27,177.16,182.21,187.33,205.50,216.30,226.94,220.74,214.99,175.77,169.11,177.51,168.89,175.54,187.40,212.17,223.30,228.27,240.80,237.50,226.65,184.78,368.07,171.68,216.94,230.67,238.31,247.28,209.06,190.34,166.07,236.54,,,,
2006-01-23 22:16:11.550000,L5,190.74,169.58,159.65,190.33,203.03,210.51,200.04,194.73,198.12,205.96,205.66,196.75,183.55,183.39,194.71,205.80,203.57,212.42,215.63,219.93,224.44,228.51,231.71,223.93,223.00,214.20,221.31,222.11,232.58,235.00,239.06,246.48,252.02,246.15,248.28,251.00,249.27,246.99,258.21,256.06,248.93,245.18,244.69,247.01,253.72,254.29,265.49,263.75,257.30,260.17,264.09,266.90,261.41,266.08,255.52,254.31,253.19,249.07,243.04,254.02,253.95,253.17,250.42,250.01,247.02,,,,,164.07,174.88,186.48,198.57,209.31,207.69,196.65,160.31,,,,,,184.29,,,,,,,244.87,,,,,,,,,,,,,
2006-02-08 22:16:33.840000,L5,208.19,191.47,178.45,199.74,232.94,251.35,230.99,232.90,243.13,238.37,253.33,238.79,240.14,248.53,231.51,252.90,271.79,273.91,280.09,289.54,285.01,265.89,289.05,297.02,306.69,318.09,314.69,329.42,324.36,313.10,272.27,317.52,323.87,318.80,304.60,334.64,328.34,334.97,337.08,342.27,331.50,335.12,361.32,330.74,343.84,330.03,343.02,425.97,439.14,444.29,404.39,484.21,503.39,490.37,346.89,349.77,346.21,355.49,361.05,378.19,387.85,368.04,392.37,372.14,371.19,,172.12,169.97,171.84,181.34,187.64,199.92,210.93,217.00,219.53,222.10,182.53,177.00,169.32,162.79,,,208.41,215.41,226.97,218.86,209.47,214.22,170.32,365.69,167.19,215.55,222.07,229.69,237.68,237.12,192.72,,207.29,,,,
