dates,satname,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034,nzd0477-0011,nzd0477-0012,nzd0477-0013
2000-06-25 22:06:19.852000,L7,,,,,,,,,,317.96,345.00,299.03,320.62,327.93,332.46,337.51,344.92,344.97,348.42,342.13,344.33,371.05,360.71,366.69,360.45,293.45,308.85,346.11,366.00,339.67,360.60,344.90,305.56,358.73,321.81
2000-07-27 22:05:24.302000,L7,,,,,,,,,,303.95,308.87,304.34,305.60,319.16,318.60,313.00,311.51,290.28,298.68,297.26,305.83,304.79,302.03,300.91,299.50,284.95,,,,276.61,314.28,344.70,309.44,307.53,302.45
2000-07-27 22:05:48.258000,L7,327.60,311.62,353.91,353.07,366.30,350.91,356.29,367.08,366.44,364.59,365.82,370.93,382.06,384.05,349.98,337.50,331.49,351.48,361.05,375.55,373.84,333.26,,,,388.88,371.86,365.83,351.95,341.69,355.14,369.01,363.97,365.49,371.31
2000-08-03 22:11:31.842000,L7,405.27,385.20,383.91,376.40,363.50,356.34,367.91,330.14,393.97,384.97,396.24,383.83,381.81,383.59,321.84,394.64,385.33,336.06,363.99,364.54,368.30,339.06,331.87,342.46,336.43,333.09,339.20,360.56,338.77,331.40,346.43,335.36,381.40,380.28,390.14
2000-08-12 22:05:17.927000,L7,,,329.78,343.33,314.12,273.75,327.63,332.90,336.16,346.76,364.58,366.15,374.50,322.19,332.82,388.85,376.96,377.55,383.24,388.01,388.86,385.72,330.98,338.27,329.96,375.76,376.60,368.73,350.84,352.92,365.07,373.48,384.19,381.07,362.14
2000-08-12 22:05:41.803000,L7,,,353.11,366.25,341.74,312.58,349.05,360.60,361.51,368.68,353.71,335.85,332.05,387.62,354.67,,,,,,,350.38,339.73,354.26,349.62,340.03,381.58,382.49,355.59,354.18,354.16,362.62,333.19,340.57,331.83
2000-09-20 22:10:50.972000,L7,,,,,,,,,,,291.04,284.02,298.39,319.06,322.42,312.57,309.88,302.38,305.53,302.09,305.58,306.75,280.54,298.93,303.28,276.19,,,,,,323.49,293.02,293.40,294.66
2000-12-18 22:04:37.758000,L7,365.06,353.03,343.90,340.26,338.64,351.52,352.49,354.27,359.58,371.06,365.39,366.71,375.00,372.61,367.37,358.32,368.85,368.24,353.29,354.01,363.95,357.82,364.99,366.68,361.10,355.76,364.08,369.31,336.75,344.08,367.71,323.36,354.33,362.32,353.56
2000-12-18 22:05:01.704000,L7,366.02,355.42,345.14,341.75,339.90,353.41,353.51,355.87,361.07,372.73,367.05,369.03,377.24,374.43,371.80,361.74,370.46,368.25,354.07,355.07,364.49,357.93,365.17,367.03,361.75,358.41,366.35,370.47,341.85,348.08,370.73,371.33,370.28,364.61,355.63
2001-01-03 22:04:36.218000,L7,333.25,343.56,348.15,320.69,352.44,346.64,289.79,303.64,304.64,297.97,294.60,378.74,377.97,365.40,311.47,359.68,362.01,352.93,345.51,334.44,356.74,332.24,327.44,331.92,319.12,333.91,329.67,327.51,315.92,316.70,347.32,355.79,297.68,294.73,374.70
2001-01-03 22:05:00.181000,L7,,344.01,346.92,341.59,350.77,344.15,,303.49,304.72,297.89,293.87,378.89,377.62,394.80,368.04,394.07,387.48,384.95,369.62,362.98,390.93,369.55,352.57,356.48,359.86,338.64,351.44,351.39,335.67,330.29,340.78,351.09,297.65,294.23,374.01
2001-02-20 22:04:36.568000,L7,339.59,289.07,294.01,294.76,292.90,302.05,303.20,298.63,302.87,298.88,296.50,292.84,296.89,309.05,308.14,306.18,302.88,293.26,296.97,294.27,296.92,297.48,290.46,295.90,301.38,283.93,254.95,292.42,287.33,286.58,341.90,357.27,296.81,292.40,293.61
2001-02-20 22:05:00.525000,L7,325.36,286.73,290.48,291.22,288.10,297.98,300.67,295.74,300.97,294.97,293.72,287.92,292.47,305.17,305.60,300.60,299.12,289.29,293.83,290.66,291.67,291.53,285.79,288.10,296.81,,,,,,,,291.42,286.66,289.16
2001-04-09 22:04:17.927000,L7,335.95,369.06,374.41,,,,338.55,344.44,372.28,331.41,369.16,392.53,361.47,385.65,382.23,339.86,331.92,305.65,386.90,356.22,393.66,384.03,392.25,324.58,297.99,328.84,274.89,370.18,351.62,356.53,367.79,382.91,363.30,371.51,362.29
2001-04-09 22:04:41.882000,L7,382.72,375.46,382.52,,,,337.56,344.24,334.27,330.17,370.47,360.64,357.97,355.74,312.13,341.11,329.52,,,,,,,378.90,373.37,376.07,384.68,374.40,355.88,361.80,373.08,398.71,363.30,371.31,328.29
2001-06-28 22:03:32.813000,L7,311.25,285.14,306.34,303.51,299.49,313.01,307.99,308.34,298.81,302.02,,,,317.08,315.60,314.36,311.23,296.86,301.54,298.27,303.73,301.21,,,,,,,,,,,,,
2001-06-28 22:03:56.771000,L7,310.30,289.04,304.49,312.79,297.83,309.33,305.20,308.81,300.73,303.08,,,,315.59,314.41,312.27,308.43,298.09,298.53,296.86,303.25,299.33,,,,,,,,,,,,,
2001-07-14 22:03:33.580000,L7,322.37,295.96,302.76,304.39,302.96,309.80,303.81,310.69,307.87,299.96,292.59,302.17,310.42,316.92,316.44,310.57,310.57,300.01,299.54,297.91,307.39,309.64,274.25,280.04,300.08,285.10,,,,,,,,381.70,385.07
2001-07-14 22:03:57.537000,L7,316.59,296.11,301.96,299.72,300.14,308.21,301.66,304.73,305.73,300.01,291.35,300.92,307.57,315.46,315.22,309.35,374.55,369.29,363.97,350.41,305.49,305.61,298.92,276.97,299.58,267.07,,,,,,,,,
2001-08-15 22:03:02.378000,L7,,,,,,,,304.87,307.21,303.27,290.15,293.70,,,,,,,,,,,,,,,,,,,,,299.10,293.26,291.87
2002-03-11 22:03:07.402000,L7,335.74,320.05,338.69,337.11,344.79,340.79,342.17,349.82,326.79,323.65,320.66,341.73,354.79,358.53,356.61,356.78,368.64,342.39,357.69,347.49,346.40,348.19,349.34,354.54,353.20,342.62,344.15,347.14,332.62,327.87,337.67,378.42,318.47,344.97,325.69
2002-04-12 22:03:01.345000,L7,295.83,283.17,291.12,290.26,288.07,304.61,302.43,297.82,303.35,292.33,274.83,294.00,289.63,311.04,310.66,305.33,303.88,299.40,302.57,296.87,299.09,283.73,281.95,285.82,291.31,,,,,,,,296.15,292.46,290.38
2002-05-14 22:03:19.418000,L7,326.73,309.33,301.67,321.00,347.36,359.23,361.12,,,,,383.76,383.61,375.88,386.09,379.39,373.68,383.98,387.96,382.14,391.16,367.41,366.22,370.73,363.32,367.31,361.70,371.12,354.88,346.24,366.20,389.43,,368.97,372.29
2002-05-30 22:02:49.483000,L7,,,,,,,,,,,,,,314.13,319.13,317.99,308.82,310.56,300.95,293.94,286.48,,,,,,,,,,,,,,
2002-06-15 22:02:43.613000,L7,311.55,299.58,290.79,291.60,286.66,300.33,305.60,334.14,335.34,315.97,312.96,305.16,309.83,349.12,327.84,314.46,312.78,314.78,326.20,313.15,356.13,304.45,282.25,295.49,304.00,298.17,335.81,296.93,302.62,316.77,303.36,335.81,305.41,312.81,307.17
2002-07-01 22:02:38.940000,L7,,,,,,,,315.30,316.45,310.31,380.25,304.26,,,312.09,312.96,311.54,286.73,308.67,313.05,353.72,359.34,376.99,281.28,314.29,306.41,,,,324.89,327.02,338.48,377.89,368.85,313.91
2002-11-22 22:02:21.568000,L7,,347.00,341.24,336.64,267.58,280.87,285.90,297.72,298.70,293.39,289.16,337.01,339.78,279.58,279.73,281.65,277.90,272.48,282.69,273.77,358.99,372.96,360.92,356.16,360.94,356.33,360.12,361.92,345.52,350.25,362.44,,347.17,340.90,331.01
2002-12-08 22:02:27.564000,L7,339.86,284.54,287.55,286.04,285.02,293.68,298.24,299.88,302.81,298.80,293.18,292.01,287.14,,,,,,,,388.99,380.15,365.77,,,,,300.76,307.20,296.35,334.29,350.39,296.63,293.27,289.23
2002-12-24 22:02:33.044000,L7,348.16,282.70,287.97,287.49,287.85,296.17,295.19,299.52,301.14,297.56,295.96,294.76,288.17,373.00,374.65,364.51,386.70,357.54,,,290.19,373.48,384.35,353.57,303.70,285.52,344.97,341.42,302.64,290.48,341.51,361.51,299.16,297.63,296.17
2003-09-14 21:51:42.461000,L5,344.36,325.92,321.55,320.75,322.15,327.86,328.04,336.53,335.05,337.53,336.12,330.02,337.37,335.24,337.07,331.18,326.76,326.79,323.36,321.77,334.92,331.65,334.35,340.51,345.52,329.88,324.09,336.03,324.43,318.72,337.41,364.33,335.89,331.09,332.31
2003-10-16 21:52:08.058000,L5,343.66,323.18,315.74,307.22,300.76,,,,,,,308.86,331.15,319.87,330.53,,,,,,313.86,314.74,323.18,335.93,337.19,324.15,315.46,332.66,320.62,306.32,322.57,364.87,,,
2003-11-17 21:52:33.290000,L5,346.80,331.09,320.81,328.12,321.69,339.44,336.46,330.37,331.92,327.72,325.48,333.91,348.48,348.74,354.77,347.85,347.53,341.34,318.83,315.01,320.64,323.67,320.45,327.53,324.96,339.21,328.40,345.02,330.89,330.54,333.11,364.82,325.34,321.70,321.25
2003-11-17 21:52:57.120000,L5,,,,,,,,,,,,,,344.42,349.59,342.97,342.48,338.41,315.18,311.19,315.76,318.92,314.92,323.85,320.30,335.53,324.55,340.22,326.96,325.43,331.28,364.50,,,
2004-01-20 21:53:24.777000,L5,,,,,,,,,324.50,327.46,326.46,310.48,307.46,309.73,317.05,310.00,310.37,307.45,318.70,315.05,322.47,313.94,318.84,321.57,317.87,285.54,284.47,297.57,301.27,296.57,315.87,350.79,329.61,325.75,319.41
2004-04-25 21:54:11.287000,L5,339.04,333.27,341.31,338.76,335.81,348.22,343.94,359.79,372.42,363.67,356.57,325.59,334.08,318.35,293.78,,,,,,,,,,,,,,,298.32,325.33,333.73,361.36,344.74,331.31
2004-05-27 21:55:06.972000,L5,306.76,288.82,296.70,293.30,300.22,312.09,297.61,319.89,302.13,307.43,307.37,303.78,295.85,310.27,292.47,293.04,288.54,291.24,293.82,294.13,300.52,,,,,,,,,,,,307.41,305.81,308.32
2004-06-12 21:55:35.599000,L5,319.93,305.74,309.81,308.22,293.64,309.07,294.31,328.51,322.11,318.72,327.97,317.25,315.33,319.86,307.44,312.03,308.35,297.86,305.52,289.06,316.52,311.62,310.32,319.63,318.23,303.20,,,,,,,313.31,316.48,313.36
2004-06-12 21:55:59.429000,L5,321.77,307.36,312.36,308.40,300.22,313.41,312.20,331.28,325.60,323.91,327.42,319.52,318.94,325.29,318.38,316.77,316.23,314.30,315.17,301.15,321.03,315.88,317.03,323.13,323.91,306.81,,,,,,,317.22,319.26,315.84
2004-06-28 21:56:04.477000,L5,324.19,313.20,320.07,316.51,317.51,319.95,320.59,333.16,331.19,331.65,329.78,324.79,322.70,317.30,,,,,,311.09,310.94,322.55,321.70,330.60,329.96,319.31,,,,,,,325.07,326.10,324.70
2004-06-28 21:56:28.308000,L5,,,,,310.06,317.22,317.12,329.71,328.13,326.59,326.25,321.76,317.65,305.00,,,,,,,306.62,320.29,317.42,324.98,324.23,315.14,,,,,,,321.89,322.62,321.17
2004-07-30 21:56:51.838000,L5,332.87,317.80,328.48,323.03,326.31,336.45,329.14,342.27,334.13,336.75,333.94,326.94,325.90,286.59,285.77,288.42,286.87,280.20,283.77,285.48,329.84,324.76,329.09,337.34,339.07,321.13,317.48,327.84,322.30,309.66,329.27,359.77,330.52,327.72,331.20
2004-07-30 21:57:15.668000,L5,,,,321.06,321.97,334.07,326.70,339.38,332.45,334.30,331.54,326.78,322.33,323.52,329.66,321.38,312.03,324.23,291.07,313.42,326.06,320.65,327.44,334.25,337.86,320.13,,,,,,,330.24,327.29,328.37
2004-08-15 21:57:13.549000,L5,333.59,312.43,309.31,311.79,316.22,329.23,320.97,338.42,336.45,332.57,332.18,323.90,324.16,313.30,327.14,,,,,,322.08,323.70,324.22,333.56,327.68,313.49,301.22,315.79,312.33,316.55,319.60,357.43,328.77,327.49,325.71
2004-08-15 21:57:37.379000,L5,331.62,311.04,309.31,312.08,316.53,329.23,322.76,337.34,337.71,332.47,332.18,323.71,324.17,,,,,,,315.28,321.28,325.56,325.27,333.12,329.62,314.81,300.35,319.02,313.46,316.77,322.74,359.45,329.91,327.87,325.83
2004-10-18 21:58:47.729000,L5,333.48,314.03,315.36,315.96,316.18,326.80,321.73,335.47,338.92,336.15,334.06,322.40,317.55,306.67,,,,,,300.70,321.87,325.05,324.04,331.50,334.48,321.13,298.11,316.81,304.85,299.90,321.86,358.19,330.22,328.71,326.43
2004-10-18 21:59:11.702000,L5,,,,,,,,,,335.56,332.97,321.99,316.58,310.01,,,,,,286.54,320.97,324.47,322.81,330.80,332.76,320.51,297.11,316.57,303.24,299.52,323.29,360.03,329.44,328.23,324.65
2005-01-13 22:06:28.954000,L5,305.68,287.08,283.08,274.51,282.75,288.46,,,,,,291.55,297.75,306.68,308.69,303.47,302.00,,,,,,,,,,,287.51,268.97,274.55,310.52,353.57,,,
2005-02-07 22:01:03.020000,L5,,,,,,,,,,,,339.24,341.46,346.52,349.75,346.42,323.34,320.13,319.45,318.30,320.50,325.35,325.52,360.38,355.43,345.85,339.57,367.06,339.37,346.02,354.28,368.41,,,
2005-02-14 22:06:57.276000,L5,,,,,,,,,,,,,284.11,324.16,334.50,332.27,326.44,,,,,,,,,320.52,327.62,343.14,327.23,334.24,334.00,306.58,,,
2005-02-23 22:00:55.316000,L5,309.91,308.10,301.96,293.78,301.34,307.51,311.17,323.91,324.03,324.65,314.32,302.55,312.84,309.58,316.05,312.73,311.89,310.42,297.62,303.55,318.07,320.61,317.98,325.80,329.98,314.21,306.90,316.57,306.24,303.54,320.01,364.88,,,
2005-03-11 22:01:07.710000,L5,333.94,314.85,315.99,312.66,311.98,322.71,321.46,334.83,331.33,328.78,322.17,307.48,294.17,,,,,,,,,,,,,,,,,277.78,298.38,353.88,316.55,311.94,309.13
2005-03-11 22:01:31.683000,L5,,,,,,,,,,,,320.00,317.69,314.06,322.62,320.86,324.65,315.02,322.42,313.05,328.42,322.65,324.36,328.91,330.02,309.85,299.75,312.57,291.97,296.20,317.85,365.59,,324.56,322.25
2005-04-12 22:01:18.889000,L5,333.08,319.64,323.81,317.36,317.54,321.52,322.94,336.36,332.53,331.67,326.96,328.10,322.84,,,,318.47,319.64,306.63,308.12,316.38,323.12,321.02,332.43,334.23,319.21,314.89,325.90,315.95,312.42,320.87,354.58,326.89,328.97,325.61
2005-04-12 22:01:42.862000,L5,,,,,,,,,,,,,,,,,,,,,306.52,317.56,312.62,325.46,327.06,312.60,302.48,315.22,307.04,299.68,309.56,346.03,,,
2005-05-05 22:07:37.767000,L5,,313.59,317.70,314.94,315.87,324.26,319.83,333.55,329.98,324.88,322.45,312.16,313.92,303.87,314.72,,,,,,,,,,,,293.45,310.45,298.94,291.46,313.49,349.48,321.84,320.22,313.71
2005-09-19 22:02:44.739000,L5,,,,,,,,,333.75,330.86,326.21,328.06,329.19,321.89,334.87,318.25,323.75,,,311.43,320.11,321.22,319.10,327.02,337.22,323.04,315.85,331.78,322.91,313.02,331.50,375.71,325.81,319.17,329.53
2005-10-05 22:02:17.195000,L5,339.55,323.86,327.02,325.23,323.62,334.72,332.89,343.54,339.46,329.83,322.78,320.72,325.81,288.66,287.70,285.37,284.60,278.84,292.95,283.87,322.15,324.62,322.86,329.56,332.98,319.18,312.30,330.82,321.00,316.38,330.80,367.96,325.46,321.81,321.57
2005-10-05 22:02:41.026000,L5,,,,323.04,320.56,332.72,329.84,340.40,338.08,327.35,320.62,316.84,323.33,291.99,334.47,319.72,292.84,303.56,319.40,307.41,315.04,322.47,318.06,326.97,328.95,316.77,305.63,325.37,317.37,310.88,325.20,363.39,320.67,317.07,318.30
2005-11-06 22:02:22.875000,L5,332.81,306.56,312.98,309.82,312.41,320.07,319.77,347.75,347.73,341.67,332.15,,,,,,,,,,332.27,332.35,333.46,338.99,336.23,306.48,294.87,316.81,304.77,300.24,317.31,363.34,331.77,326.40,319.86
2005-11-06 22:02:46.848000,L5,,,,,,,,,355.81,351.43,343.69,322.34,325.39,327.14,332.80,328.70,322.60,321.62,332.42,336.70,341.72,343.67,341.15,349.50,345.13,317.96,312.84,329.04,316.07,311.25,333.87,372.55,343.71,341.77,339.14
2006-02-01 22:10:37.799000,L5,332.65,315.88,322.57,321.98,325.08,331.00,328.85,,,,,,,,,,,,,,,,,,,,309.97,323.81,315.38,308.24,333.51,369.06,,,
2006-02-26 22:04:59.098000,L5,323.73,305.68,342.37,298.12,301.48,307.45,308.59,316.45,317.01,316.72,320.30,325.67,325.83,,,,,,,,311.26,314.12,324.86,329.28,330.29,313.43,303.10,316.47,311.45,296.12,307.22,351.49,330.71,327.96,326.97
2006-02-26 22:05:22.928000,L5,320.20,301.16,332.64,295.59,297.66,304.72,306.93,314.28,314.34,315.23,318.59,323.65,323.03,,,,,,,,309.54,311.79,323.29,327.44,328.61,312.60,302.45,314.62,308.24,294.59,306.14,347.83,328.78,325.29,324.52
2006-05-17 22:06:21.807000,L5,305.62,300.36,293.70,288.02,293.65,300.65,296.27,299.34,311.33,312.01,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-05 22:07:31.136000,L5,305.57,285.33,298.04,290.48,293.79,304.22,299.79,307.00,305.31,297.42,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-21 22:07:43.467000,L5,335.89,320.66,326.15,325.07,328.31,333.82,331.23,332.52,328.08,325.02,318.72,310.09,324.39,336.54,338.41,331.37,332.50,329.40,325.36,312.92,315.88,315.53,310.82,325.93,323.86,316.73,316.83,325.75,321.07,316.05,329.72,366.68,,,
2006-08-21 22:08:07.440000,L5,,,,,,,,,,,,,,336.05,338.65,331.72,333.51,330.22,325.73,314.50,317.64,315.19,311.48,326.98,325.75,317.06,318.98,329.75,322.76,318.30,337.90,370.81,,,
2006-10-24 22:08:26.357000,L5,340.95,324.91,330.76,327.10,329.71,336.72,329.36,335.73,325.94,330.08,322.11,321.92,329.81,329.79,330.01,327.55,323.55,323.97,,,,317.26,309.72,319.62,321.73,317.03,313.89,300.38,305.17,314.79,326.62,353.18,320.96,311.87,314.92
2006-12-11 22:09:16.015000,L5,,,,,,,,,,,,,,,,,,,,,,,348.07,351.14,353.50,345.45,343.34,337.96,323.62,327.70,360.41,385.34,,,
2007-02-13 22:09:11.063000,L5,310.54,293.07,298.99,298.47,295.08,309.14,308.16,325.03,331.35,329.05,318.80,,,,,,,,,,,,,,,,,299.63,296.98,294.66,299.66,350.23,316.96,,
2007-09-09 22:07:21.190000,L5,337.99,319.09,322.25,319.86,318.41,325.79,320.23,333.49,317.13,,,,,,,,,,,299.26,312.56,315.59,320.05,331.11,336.40,321.07,313.79,325.80,320.27,307.31,334.19,370.16,,,
2007-09-16 22:13:28.554000,L5,327.51,309.55,312.16,309.94,311.04,318.95,327.01,344.92,323.09,,,,,,,,,,,,326.43,328.57,329.70,339.30,345.30,306.98,300.51,313.88,308.07,303.28,329.39,362.31,,,
2008-02-16 22:04:45.714000,L5,316.79,303.89,314.25,307.90,312.40,320.42,308.41,324.86,312.05,317.13,312.25,,,,,,,,,,,,,,,,293.50,316.76,309.28,305.52,314.86,352.72,,,
2008-10-29 21:57:48.288000,L5,331.79,314.05,317.45,314.40,327.01,329.45,329.56,339.10,333.13,333.42,329.91,,,,,,,,,314.36,329.41,327.45,315.46,324.74,324.44,312.17,307.39,320.77,309.17,317.21,331.31,377.29,,,
2008-11-14 21:57:28.308000,L5,331.11,314.40,319.77,319.34,315.52,326.34,329.99,337.72,336.18,332.04,330.37,314.11,322.41,319.60,327.17,317.96,321.25,317.36,321.04,318.81,318.83,320.73,320.37,329.81,320.91,309.51,301.95,318.62,310.15,304.97,320.93,371.58,326.59,325.72,312.75
2008-11-14 21:57:52.281000,L5,330.73,314.24,319.06,318.94,314.97,326.12,328.76,336.74,336.00,331.63,329.96,313.57,321.56,319.29,326.22,317.91,321.05,317.19,321.25,316.42,317.58,320.44,319.78,329.34,319.75,309.51,299.98,318.50,309.08,304.12,320.72,371.08,325.80,325.56,312.18
2009-01-01 21:58:55.309000,L5,361.71,347.74,352.58,347.09,345.02,351.91,358.54,366.88,364.52,362.11,359.32,367.23,369.10,372.17,371.39,373.25,365.75,359.48,351.87,344.12,346.50,342.00,351.09,358.62,357.41,357.11,361.32,362.88,356.35,348.20,357.34,383.74,369.77,366.93,361.99
2009-01-17 21:59:20.568000,L5,351.42,340.56,342.83,339.80,341.22,350.92,346.81,350.41,348.05,346.21,344.47,351.60,353.22,359.94,356.48,356.16,349.81,354.87,336.31,335.85,340.44,333.07,334.18,338.97,340.70,344.33,343.30,348.07,334.43,334.76,348.20,382.82,348.40,343.67,343.45
2009-01-17 21:59:44.398000,L5,,,,,,,,,,,,,353.05,359.05,356.12,356.47,349.40,355.28,335.46,334.41,339.96,332.92,334.34,338.13,340.00,343.60,342.91,347.95,334.19,334.72,350.16,383.66,,,
2010-02-05 22:05:29.575000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,304.38,307.27,307.22,307.29,305.06,337.59,,,
2010-12-22 22:04:05.307000,L5,336.29,327.11,324.17,321.77,333.02,337.55,320.53,333.92,337.71,338.40,333.50,343.89,337.21,350.90,349.64,347.43,347.55,341.60,331.66,333.39,330.55,325.19,324.49,298.20,290.19,288.67,,,,,,,334.14,331.88,338.69
2010-12-22 22:04:29.137000,L5,,,,,,,,,,,,,327.11,340.56,341.74,337.21,339.96,331.78,325.51,323.80,321.34,315.64,312.53,286.71,273.74,272.32,,,,,,,,,
2011-01-07 22:04:08.243000,L5,,,,,,,,,,,,,,,286.10,275.23,288.47,289.34,292.28,278.25,285.42,277.20,284.22,,,,,,,,,,,,
2011-02-08 22:04:11.186000,L5,336.10,316.82,322.42,315.71,319.60,329.40,328.03,335.26,338.62,341.82,334.65,331.63,322.39,327.45,332.20,327.65,328.15,321.62,320.30,324.82,335.02,333.29,336.26,338.93,338.80,326.98,320.25,327.44,317.21,310.01,331.79,360.67,336.63,331.80,330.96
2011-02-08 22:04:35.159000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,287.33,302.99,292.09,287.51,306.43,346.66,,,
2011-03-12 22:04:07.249000,L5,338.25,326.64,334.43,326.57,329.31,336.05,330.44,340.05,340.78,338.27,332.82,325.36,329.55,338.00,339.67,340.53,339.17,332.22,328.39,323.33,328.33,328.78,327.61,334.33,334.08,324.45,325.52,337.16,321.93,318.77,333.39,368.43,331.24,329.53,325.75
2011-03-12 22:04:31.079000,L5,,,,,,,,,,,331.48,323.67,326.95,334.02,337.09,337.37,337.80,329.26,326.77,321.50,325.90,327.23,325.99,332.77,332.12,321.50,324.72,335.05,320.95,316.88,333.55,367.84,328.36,327.72,322.09
2011-03-28 22:04:02.070000,L5,379.70,371.27,368.33,360.01,366.13,370.07,382.21,381.18,381.38,377.17,374.16,371.35,381.80,384.40,391.75,387.08,385.28,379.40,375.64,374.53,375.43,373.22,376.67,385.11,384.10,382.18,382.12,387.62,372.46,371.57,372.89,395.80,381.15,376.34,368.47
2013-05-11 22:22:18.973000,L8,326.21,294.96,294.93,291.02,289.18,301.58,300.47,307.93,304.30,301.00,286.17,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05 22:16:15.001000,L8,341.02,304.65,300.47,300.19,315.26,323.65,317.12,335.94,321.23,324.99,320.89,311.42,310.49,319.56,318.57,318.38,320.98,311.51,303.91,304.01,316.38,321.79,324.02,353.30,351.07,358.56,327.53,350.44,342.58,337.82,358.23,373.74,310.43,314.90,305.27
2013-06-05 22:16:38.960000,L8,,,,,293.26,305.51,304.48,312.69,303.69,299.99,291.69,,,,,,,,,,,,,,,,,,,284.57,318.13,349.09,,,
2013-06-28 22:22:20.943000,L8,,,,,283.66,286.32,295.30,302.16,274.41,281.82,264.46,,,,,,,,,,,,,,,,,,,,,,,,
