dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2023-06-18 22:04:57.703000,L9,,190.48,196.90,212.62,216.56,215.78,183.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.53,214.01,,224.92,232.22,238.98,249.24,256.31,257.93,254.32,255.73,255.33,252.37,253.90,251.94,252.98,250.81,245.44,249.56,252.63,249.71,251.96,252.42,249.34,243.39,249.48,246.26,246.38,244.21,243.63,245.15,243.79,244.80,245.95,240.45,237.74,231.06,228.82,222.79,209.94,226.34,229.62,233.42,237.60,244.71,235.63,233.21,192.36,182.32,,,181.80,184.42,207.32,224.31,230.33,234.95,237.60,239.02,236.01,229.49,227.74,225.16,229.25,227.99,225.98,225.06,224.25,227.73,225.77,210.07,202.92
2023-06-25 22:11:08.216000,L9,223.18,225.29,241.56,262.87,253.67,238.28,242.36,239.41,230.77,226.32,245.01,244.83,232.25,236.59,244.87,261.99,261.90,265.48,275.66,260.74,268.32,259.88,252.83,254.03,250.28,245.59,256.65,262.65,253.42,266.08,247.65,237.85,241.21,260.93,254.35,253.07,241.87,240.15,237.27,239.01,251.46,236.86,229.97,210.61,211.20,207.59,217.37,246.13,257.68,261.62,262.10,269.09,275.84,287.22,299.76,302.51,297.58,289.64,292.35,292.48,291.55,297.28,294.91,283.41,278.52,278.50,281.88,293.98,294.39,276.00,266.36,281.75,336.51,289.16,291.38,281.92,277.56,282.81,281.30,276.07,347.26,314.51,331.95,326.71,267.78,262.61,253.11,247.99,261.28,310.20,339.42,332.31,286.04,312.24,317.64,232.62,207.38,191.39,211.14,254.33,263.54,259.87,263.02,243.05,248.50,330.92,300.47,315.49,296.34,302.36,305.92,297.15,334.04,285.48,306.16,315.32,349.33,407.36,211.61
2023-07-27 22:11:26.959000,L9,,189.43,199.83,213.18,219.67,218.45,173.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.90,213.72,,230.63,234.30,240.71,252.98,260.89,257.34,254.81,256.94,257.71,255.41,255.08,255.23,255.83,252.42,245.89,251.44,253.74,252.99,257.63,254.87,245.24,245.71,251.45,251.50,248.14,245.50,238.60,247.59,242.43,247.38,249.95,244.59,239.27,236.12,231.80,227.35,214.58,230.30,230.79,238.19,240.71,244.15,239.27,234.14,190.22,175.03,,,185.71,177.25,202.99,225.17,233.87,237.99,245.04,245.45,240.91,235.10,227.22,228.72,231.92,231.63,227.12,227.28,229.61,231.71,226.46,209.74,207.32
2023-08-05 22:05:23.191000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.61,228.99,238.80,247.14,255.06,255.87,251.39,253.62,251.71,252.32,252.98,250.15,252.23,250.35,245.68,250.84,250.71,249.48,251.33,251.51,244.45,241.58,248.09,245.56,246.29,241.53,241.14,244.97,241.29,244.35,243.91,239.21,236.23,231.99,226.69,219.97,200.00,225.14,227.54,231.18,235.46,241.24,231.96,226.13,187.45,173.06,,183.44,183.32,179.64,206.75,222.51,223.63,228.76,236.90,238.13,234.06,228.19,222.73,224.10,188.10,225.27,221.43,222.63,223.72,224.31,220.00,206.33,201.24
2023-08-21 22:05:28.170000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.61,231.84,238.39,248.35,257.60,256.24,258.04,255.13,251.86,254.10,253.39,248.00,248.18,243.32,236.25,239.81,249.52,250.24,254.36,249.39,243.53,243.11,245.93,246.21,237.92,213.03,229.21,243.29,242.48,244.41,248.20,237.18,235.73,231.48,223.37,214.28,207.93,223.12,229.07,234.11,237.63,242.14,231.53,228.92,194.52,174.07,,,,177.63,203.16,220.06,227.77,230.21,236.30,240.96,234.28,229.13,224.31,222.40,227.68,226.55,224.44,222.20,222.93,224.20,223.08,205.49,202.86
2023-08-28 22:11:44.258000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.25,229.57,238.89,249.78,255.27,254.69,255.38,254.80,253.33,254.08,253.80,252.20,252.44,251.04,246.28,249.01,250.87,250.19,253.39,251.64,244.32,241.71,247.05,243.50,241.88,242.48,240.16,242.20,242.42,243.45,246.29,239.31,236.43,232.70,226.38,221.67,190.78,223.21,228.30,233.67,237.06,240.42,233.82,227.70,191.72,170.24,,,,176.19,196.66,219.59,224.93,231.40,234.63,237.70,234.17,228.63,222.16,224.11,227.01,225.16,222.95,223.03,221.33,225.85,224.28,206.42,204.54
2023-09-05 22:11:46.771000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.75,220.93,235.68,244.92,252.12,254.37,251.97,254.10,252.49,252.90,252.83,252.63,254.27,251.35,247.67,249.10,251.12,250.62,252.90,251.89,245.90,246.13,249.11,251.17,247.78,245.72,242.55,244.34,243.71,245.06,246.84,242.92,238.41,232.48,229.35,223.96,207.49,227.77,232.91,247.69,241.19,241.94,242.74,228.83,193.90,173.14,,,,176.49,204.97,221.71,229.73,229.94,236.14,241.22,232.95,228.58,226.50,223.12,228.32,219.47,221.37,220.81,227.00,223.29,219.34,196.60,201.67
2023-09-13 22:11:53.459000,L9,,,,,,242.28,267.21,248.32,321.50,468.23,514.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.16,290.70,309.57,,,,,,,,,222.14,226.30,237.92,246.64,256.54,254.00,284.52,354.41,486.30,253.63,251.68,250.15,254.62,,469.39,458.74,478.87,278.52,313.81,250.42,242.64,242.53,245.37,246.69,244.53,241.17,225.39,241.06,238.21,238.48,244.12,237.54,230.45,227.72,216.30,213.05,187.10,222.10,226.27,231.33,231.69,233.57,225.95,214.55,185.54,,,,,,,,219.00,223.76,235.13,235.83,232.17,227.97,219.35,222.50,225.52,224.58,219.52,216.23,218.93,219.96,220.93,208.02,201.71
2023-10-07 22:11:57.146000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.85,425.60,220.49,221.79,235.88,248.78,256.63,257.44,258.13,256.44,253.74,254.46,255.27,261.36,257.42,251.42,246.08,249.83,250.13,250.78,253.05,252.28,244.46,249.40,230.54,215.60,249.93,230.18,237.89,190.06,,,243.51,236.22,218.02,220.07,215.03,185.42,,212.09,212.65,209.02,190.58,227.62,232.07,227.50,187.78,169.78,,,,,,,223.76,227.99,233.19,238.35,233.18,229.42,221.66,223.60,226.41,225.09,221.27,221.60,221.57,224.45,222.94,209.38,204.61
2023-10-16 22:05:47.555000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.14,223.25,236.75,247.35,253.86,255.47,254.91,253.23,250.02,250.35,251.00,248.33,251.80,247.41,239.32,204.10,,,,,,,,,,,,,,,,,,,487.47,,,,,,,,,,525.28,,,277.89,282.34,337.94,,,,,,,,,,,316.79,315.29,345.36,365.88,294.52,450.78,484.04,205.66,200.14
2023-11-08 22:11:57.030000,L8,374.55,373.24,,285.78,324.81,318.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.39,229.78,176.88,226.23,,,,,,,,,,,,,374.01,384.46,473.43,546.10,,,,,,341.07,,,,,,,,,,192.63,224.72,226.10,226.05,228.70,232.45,236.06,230.72,184.89,,,,,,,,336.27,305.83,319.40,363.47,344.72,356.04,375.88,292.73,344.98,448.79,466.81,503.84,,,,,
2023-11-09 22:05:48.886000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.18,221.36,221.89,237.86,249.62,256.51,257.37,253.10,254.61,251.48,254.04,255.26,252.37,251.52,250.33,245.85,250.17,252.08,249.43,249.44,250.62,242.95,243.11,246.05,245.68,244.05,241.36,236.52,245.53,243.17,242.85,246.32,240.89,237.64,232.17,225.78,218.91,196.36,227.59,228.86,230.93,231.07,235.43,235.13,229.74,191.38,173.45,,,,,194.23,209.39,221.82,227.26,233.98,239.47,234.12,222.78,216.49,221.24,225.88,224.78,219.97,224.44,221.70,227.40,224.38,212.59,206.67
2023-11-24 22:12:03.999000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.25,255.43,256.66,253.57,247.61,248.76,246.03,248.88,250.81,247.60,247.64,245.70,240.38,245.01,247.39,245.72,239.49,244.37,238.39,237.42,238.67,240.54,238.75,233.04,228.24,240.65,236.63,237.77,241.72,234.44,230.77,225.82,220.12,209.30,184.54,218.39,220.84,218.40,223.98,228.28,227.51,218.10,182.94,,,,,,,,,,,,,,,223.09,224.94,214.87,195.50,209.60,215.88,220.38,220.48,207.29,199.50
2023-11-25 22:05:56.641000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.65,220.14,237.38,247.55,255.33,256.69,256.33,254.06,250.02,,204.90,266.64,254.13,249.02,245.73,246.15,256.79,249.87,248.82,250.03,242.07,243.22,245.58,246.18,244.54,235.85,230.65,244.95,242.50,244.76,247.66,239.47,,,,,,,,,,,,,,,,,,,,,,220.32,230.47,235.12,227.30,227.97,208.10,,236.22,214.80,228.30,233.04,223.48,225.24,224.01,211.06,203.41
2023-12-27 22:05:57.973000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16,224.12,231.07,241.71,253.45,258.05,258.64,260.01,257.25,255.31,257.56,255.73,257.89,255.22,253.60,248.82,253.25,255.82,253.63,253.58,252.63,249.94,251.31,250.67,250.24,248.60,246.65,244.76,250.77,247.90,248.48,251.68,246.38,242.35,236.91,233.05,226.55,212.46,233.05,230.88,234.81,238.48,244.17,244.39,235.91,193.41,176.14,,,,,215.54,228.25,232.65,235.75,241.76,242.51,236.01,226.34,218.57,,229.86,229.90,228.35,229.90,227.30,229.87,228.92,215.86,208.21
2024-01-03 22:12:03.955000,L9,,186.92,197.99,212.66,217.06,217.00,174.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.33,229.69,241.41,250.07,256.93,258.87,257.63,255.39,256.78,257.42,254.33,257.22,254.94,252.05,247.63,252.74,253.65,252.25,252.21,254.00,250.15,247.55,249.60,248.23,246.97,244.23,244.64,249.56,246.40,246.28,248.94,244.71,240.35,234.76,229.65,224.06,204.04,230.69,231.03,231.55,236.22,242.16,244.12,231.81,193.15,,186.79,181.28,179.01,,208.86,225.97,231.28,233.82,241.05,242.65,236.48,228.59,224.41,224.29,229.46,228.91,225.50,226.05,227.83,230.50,227.04,215.04,208.11
2024-01-11 22:11:56.446000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.38,227.60,239.28,249.08,258.08,277.59,257.31,258.88,255.46,256.66,257.17,263.90,257.10,295.82,257.21,252.42,252.98,251.03,249.33,249.86,247.45,245.24,247.61,245.88,243.57,241.55,227.93,247.39,243.48,244.29,247.11,240.41,237.35,232.52,226.65,219.92,201.89,227.42,228.52,226.57,231.72,239.32,237.15,229.29,189.41,,,,,,209.92,222.61,225.84,231.02,239.29,240.01,234.71,226.13,219.46,221.73,226.62,226.04,220.16,225.60,224.26,226.76,225.81,211.87,204.35
2024-01-12 22:05:54.962000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.26,220.34,228.97,243.31,252.80,257.65,259.62,255.36,255.36,256.52,257.46,257.64,256.63,254.79,253.96,247.82,253.02,256.12,251.93,250.61,252.78,248.31,249.09,249.76,247.88,244.22,243.79,231.96,249.01,245.28,244.65,248.61,240.44,240.64,233.75,227.81,223.48,207.10,230.54,229.86,231.30,233.86,241.75,238.38,224.78,193.72,176.36,,,,178.18,210.90,222.79,228.27,231.91,239.45,242.72,237.12,226.79,221.92,222.60,228.01,227.25,226.76,227.42,225.41,229.34,228.07,215.37,208.26
2024-01-28 22:05:54.259000,L9,,,,,,,,,,,,,,,507.61,410.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.86,222.89,358.14,351.50,345.95,,208.08,238.06,344.74,231.16,398.55,384.39,396.51,390.07,475.02,247.76,249.48,249.84,250.07,250.46,249.90,246.11,249.71,252.60,249.83,203.44,520.97,,,,,,,,,,,,339.36,530.68,,,166.73,201.75,224.50,225.88,226.90,228.84,233.02,231.03,221.68,185.48,173.17,,,,,,,,172.83,236.08,228.43,,,,,197.16,223.39,213.87,227.58,194.25,217.06,217.63,206.22,197.45
2024-02-04 22:12:07.739000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.50,213.12,233.71,242.17,250.13,252.65,251.09,258.30,250.64,250.45,251.54,249.07,251.50,246.01,244.30,249.48,254.87,248.43,238.09,248.25,241.98,240.75,242.36,242.60,240.61,236.86,231.89,242.79,239.86,239.07,244.34,238.52,273.05,,,,,,,,,,,,,,,,,232.84,253.00,211.78,211.24,,353.17,319.49,,,,,,181.76,222.75,223.82,213.96,239.85,244.68,424.63,446.16
2024-02-05 22:05:44.082000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.85,224.11,236.54,247.63,253.43,254.49,252.97,252.62,248.58,252.52,252.44,249.46,250.58,248.23,243.88,246.65,250.68,247.90,248.41,247.36,244.66,243.31,243.85,244.22,242.16,240.70,236.85,244.37,241.62,241.54,244.63,237.94,237.96,230.80,225.31,218.88,201.60,225.10,226.44,228.39,230.94,236.26,237.82,227.38,181.67,,,,,,208.93,219.84,224.11,228.86,235.70,237.69,231.30,221.52,219.27,221.38,225.73,225.86,224.14,224.05,223.07,224.17,225.20,208.82,203.38
2024-02-12 22:11:54.234000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.92,287.57,,,,,,,,,248.95,250.95,246.29,247.64,286.75,240.77,247.17,252.63,248.73,243.79,246.36,243.30,241.30,243.49,244.06,239.92,225.31,223.07,244.06,237.46,241.77,242.41,221.77,197.24,446.67,,,,,218.12,214.19,217.75,225.35,216.81,213.38,183.27,171.91,,,,440.10,491.22,,,,478.63,462.57,538.55,529.57,489.12,498.28,269.14,380.03,345.83,433.44,447.43,474.11,222.39,209.30,204.07
2024-02-13 22:05:53.993000,L9,,184.16,201.82,210.44,216.01,214.20,186.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.52,218.48,224.33,237.42,246.61,253.76,255.77,252.29,254.33,253.18,255.73,254.10,253.95,252.07,250.33,245.89,250.36,253.04,249.84,248.69,251.14,245.84,245.74,244.95,243.95,242.63,241.31,238.05,245.69,243.34,242.90,245.96,238.67,237.25,231.85,227.39,222.23,205.56,225.56,227.73,230.42,231.74,235.64,237.18,223.80,192.32,173.68,,,,,211.60,221.54,225.70,230.57,236.73,238.21,234.56,225.61,218.93,223.43,225.15,226.26,220.53,223.99,223.09,228.00,225.17,211.26,205.18
2024-02-20 22:11:56.095000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.18,222.81,237.88,247.68,255.25,253.68,250.94,252.25,250.64,253.43,252.76,253.48,252.62,248.94,247.15,250.48,252.44,249.88,247.24,525.09,458.39,241.93,239.97,237.81,237.00,222.44,235.96,245.33,239.36,246.68,243.97,234.11,229.69,229.24,220.59,215.49,189.36,276.96,391.71,415.24,475.98,501.34,238.34,231.67,184.40,173.86,,,,,314.16,313.12,314.45,233.54,236.80,239.81,236.54,225.48,221.77,222.92,229.17,226.53,226.06,225.02,224.52,227.37,225.07,209.75,203.49
2024-02-21 22:05:41.519000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.04,224.77,237.67,247.66,255.06,252.56,252.09,251.28,250.76,254.92,253.14,252.62,252.65,249.40,246.59,249.03,252.10,248.67,248.88,250.79,246.25,242.93,245.18,244.01,241.32,241.62,235.16,244.07,243.29,241.94,245.62,238.25,238.17,232.70,226.68,220.52,203.90,225.26,226.98,229.06,232.24,238.69,239.07,229.91,184.09,171.18,,,,,209.51,222.40,225.57,231.24,236.51,239.42,234.27,223.59,219.81,222.10,228.63,225.82,223.11,224.56,222.27,225.92,224.50,210.35,202.93
2024-02-28 22:11:48.245000,L8,,189.76,199.68,209.72,216.10,215.50,172.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.78,225.88,238.17,248.18,255.63,253.86,251.90,253.59,250.75,252.12,253.27,252.85,252.40,249.21,246.38,250.32,250.15,248.83,248.37,251.89,244.81,245.10,246.43,245.25,242.14,242.69,234.20,245.86,242.51,243.19,246.26,239.61,238.92,234.08,227.85,221.34,200.84,227.10,227.26,230.28,234.32,238.18,239.60,230.24,184.29,,,,,,211.00,224.12,228.41,234.54,239.86,239.75,235.15,226.80,219.39,222.68,227.57,224.63,222.46,224.93,223.84,225.86,224.97,209.35,201.28
2024-02-29 22:05:47.517000,L9,,,,,,,,,,,,,,,,,,,459.59,445.14,483.31,,,,319.13,495.71,,396.39,461.47,468.81,,,,,,,,,,,,,,,,,,,,,220.78,225.29,238.52,246.81,254.47,253.86,253.08,252.28,250.57,253.21,254.35,252.07,253.13,249.52,246.40,250.51,251.85,249.46,248.20,250.24,247.79,243.33,246.66,243.66,241.36,242.13,227.76,246.78,240.70,240.73,244.95,238.66,238.76,231.95,227.30,221.33,203.90,226.54,227.80,230.36,233.38,238.49,237.23,227.86,187.45,170.76,,,,,210.09,223.37,226.83,232.24,249.42,240.36,234.66,226.24,220.50,221.35,226.55,226.99,226.32,238.53,229.29,227.81,226.14,208.83,198.86
2024-03-07 22:12:00.069000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.36,227.61,240.44,249.29,258.19,252.15,254.03,250.56,252.60,249.71,254.74,252.17,382.71,450.21,460.40,301.43,253.05,248.40,249.39,251.54,245.84,247.22,246.23,244.63,242.14,241.24,237.36,245.52,240.17,243.21,247.20,239.69,239.91,432.09,367.24,497.09,203.39,227.67,227.82,230.54,234.20,239.61,239.18,229.38,184.43,170.84,,,,,210.49,225.58,230.74,236.12,242.03,242.28,237.52,227.79,222.57,224.96,230.57,230.18,227.17,226.00,528.66,478.24,437.71,448.84,419.85
2024-03-08 22:05:29.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.64,506.01,536.44,198.66,197.96,243.23,252.79,249.93,246.22,251.04,251.12,248.30,248.01,247.24,242.59,247.16,284.18,248.30,243.24,243.23,240.86,238.01,237.74,288.13,412.28,434.74,398.42,412.13,215.00,238.51,240.50,231.91,230.70,226.16,220.86,213.31,189.79,223.26,223.93,221.16,229.70,233.78,228.81,218.73,184.00,,,,,,205.86,217.82,221.49,228.22,244.18,249.67,252.23,216.71,208.24,216.06,219.05,223.97,219.86,221.67,221.93,223.92,223.51,207.06,200.54
2024-03-15 22:11:37.973000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.17,326.39,,,,,,,,,,,,,,,,,,,,,,,,,447.02,504.31,,,,,,,,,,368.53,528.11,,,,,,,,,,,,,,,179.01,219.25,196.71,211.39,190.25,,,,
2024-03-16 22:05:47.569000,L9,300.41,324.08,176.11,229.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.07,243.87,252.50,251.48,244.62,249.11,250.33,249.66,251.33,249.55,539.08,473.89,503.24,498.54,415.87,431.40,298.20,475.18,530.47,542.96,420.69,445.09,360.63,420.32,479.84,499.40,545.93,508.54,246.63,238.08,249.86,242.83,235.50,222.65,208.50,228.08,231.94,234.49,233.59,237.26,238.01,228.97,191.77,170.95,,,,177.18,210.13,219.20,226.11,231.66,237.67,240.90,236.63,226.70,222.29,224.82,230.31,228.67,224.79,224.09,224.84,229.21,226.57,210.09,207.14
2024-03-24 22:05:18.113000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.40,286.95,344.30,424.90,458.75,488.84,515.60,496.73,,,,,,,,,,,
2024-04-08 22:11:47.225000,L9,,192.26,200.74,214.10,222.89,220.98,191.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.18,222.73,229.96,240.99,248.10,256.99,257.79,254.75,255.19,253.98,256.28,253.65,296.13,293.15,279.71,285.91,289.32,291.13,284.46,286.59,255.23,250.79,252.59,254.20,248.24,246.26,243.65,238.41,243.31,245.19,246.65,254.75,241.85,240.32,233.21,228.02,220.74,213.18,227.12,229.12,231.73,233.38,234.39,232.05,227.92,184.47,,,,,,204.26,214.25,220.54,233.54,239.74,244.30,237.57,228.73,227.63,224.07,231.13,231.00,226.44,225.55,227.26,230.04,226.45,211.94,209.83
2024-04-16 22:11:19.307000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.96,225.40,238.02,248.13,257.07,310.37,248.04,251.48,252.26,253.24,255.74,244.93,422.85,490.57,527.28,241.42,247.04,240.38,236.23,212.73,230.45,233.48,223.60,231.66,237.84,241.19,230.58,242.22,241.46,244.59,244.55,241.22,238.56,231.81,226.63,220.29,203.80,224.94,227.40,228.12,232.51,236.76,238.30,229.53,181.91,,,,,,212.15,221.88,227.34,234.82,240.24,241.31,235.39,225.97,216.93,225.17,229.73,229.44,225.15,225.94,225.47,229.22,225.36,209.00,204.31
2024-05-02 22:11:08.519000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.63,229.67,240.00,248.45,258.03,257.38,255.75,254.64,255.06,255.77,254.69,254.49,252.78,252.07,245.63,249.71,252.80,250.90,251.29,252.51,246.70,247.20,248.01,245.96,243.76,241.80,239.86,245.10,243.89,243.68,250.64,244.32,238.13,233.54,228.78,223.43,214.72,226.89,230.70,232.11,234.03,245.81,237.28,228.87,188.78,170.44,,,,,210.64,223.70,233.00,235.40,241.71,244.20,237.45,229.57,225.28,226.06,232.05,230.89,227.29,226.67,228.64,230.09,226.29,210.45,204.84
2024-05-10 22:11:24.784000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.52,226.82,238.96,247.53,254.86,256.44,252.55,253.42,253.39,254.49,255.45,252.83,252.88,250.54,246.93,249.05,251.97,248.15,250.28,250.96,246.68,243.81,248.00,243.66,244.31,243.69,227.63,241.87,242.06,244.38,245.78,240.83,237.98,232.45,227.87,221.60,207.81,226.72,227.78,231.00,232.35,236.02,238.63,228.88,186.67,173.07,,,,,211.96,222.51,230.12,234.37,238.65,241.92,235.15,226.60,220.95,223.97,229.23,226.78,223.82,226.03,223.15,226.83,224.40,207.68,202.95
2024-05-11 22:04:51.948000,L8,,184.38,196.16,207.47,209.91,205.52,177.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.28,226.74,238.00,245.73,255.59,253.38,252.17,251.52,250.66,252.67,251.19,249.63,250.32,247.05,243.67,244.88,249.83,247.55,246.49,248.84,243.42,242.78,245.46,242.89,241.19,240.06,231.88,242.73,242.12,242.05,244.41,238.09,237.71,230.91,225.52,219.57,205.38,224.26,225.40,226.78,230.59,234.13,236.55,229.08,184.52,172.70,,,,,209.68,221.75,226.35,231.41,238.16,238.20,232.50,223.26,219.70,222.08,227.01,225.46,221.44,222.57,220.50,221.96,222.08,206.39,199.64
2024-05-18 22:10:55.940000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.45,229.74,237.69,247.43,255.55,254.97,253.55,253.20,250.57,253.88,252.30,251.03,251.44,249.88,244.41,247.33,250.31,248.57,248.25,249.50,245.03,243.71,248.06,244.63,243.07,241.94,233.38,243.47,242.70,245.78,246.18,240.72,238.14,231.93,228.31,219.50,210.90,225.63,228.32,227.83,232.90,236.57,237.42,230.85,184.28,,,,,,209.75,225.02,230.61,234.06,241.72,241.23,235.97,226.48,223.75,223.46,229.91,228.27,223.27,225.17,225.72,225.13,224.49,208.35,201.46
2024-05-26 22:11:12.218000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.03,230.66,241.31,250.84,256.60,257.89,259.25,255.40,256.28,257.75,256.20,254.85,255.41,251.69,247.75,250.54,254.12,251.09,255.87,251.64,249.05,249.96,249.90,247.47,246.26,244.38,240.20,247.12,243.85,246.68,247.37,242.94,240.69,233.39,230.39,222.38,210.97,229.12,231.59,234.31,234.88,242.38,240.99,231.64,194.50,174.97,,,,182.86,213.93,226.73,239.62,242.74,248.24,249.62,241.74,229.62,226.72,229.69,235.15,245.23,382.00,388.28,325.96,321.58,336.37,394.03,537.83
