dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0067,nzd0367-0068,nzd0367-0072,nzd0367-0073,nzd0367-0066,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,satname
2003-02-26 22:02:04+00:00,402.7,427.37,375.9066666666667,387.22,391.58666666666664,410.54999999999995,393.765,378.90999999999997,365.71000000000004,339.8,294.365,285.79999999999995,,257.08,327.82,253.53,320.87,,197.03,266.51,218.39499999999998,224.4,239.08333333333334,235.64666666666668,223.66666666666666,232.99333333333334,229.65333333333334,219.29666666666665,228.04,239.09,248.33666666666667,247.82666666666668,202.32,198.05,205.885,216.95,212.27,,,,,293.66,184.7,224.905,269.305,298.935,219.7,228.86,222.76,178.01,203.72,196.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-03-05 22:08:19+00:00,402.7,427.37,371.9575,380.135,391.58666666666664,410.54999999999995,393.765,378.90999999999997,365.71000000000004,339.8,281.12666666666667,269.77,225.94,247.0533333333333,287.0933333333333,221.975,330.42,,197.03,282.83500000000004,211.08666666666667,220.80333333333337,233.16750000000002,229.03,223.03,230.8725,228.155,219.8,227.485,235.15,239.015,237.0075,194.85999999999999,198.05,205.885,216.95,212.27,,,,,293.66,181.39333333333335,223.09333333333333,267.6366666666667,298.8333333333333,219.7,228.86,222.76,178.01,203.72,196.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-03-21 22:08:15+00:00,402.7,427.37,369.216,376.03000000000003,382.885,388.08,368.6266666666667,378.90999999999997,341.49,317.16,275.02750000000003,263.47249999999997,228.35,242.745,266.98,214.96333333333334,279.0833333333333,,189.91333333333333,250.6966666666667,209.405,217.325,229.856,226.144,222.64600000000002,228.73000000000002,225.93200000000002,219.75799999999998,225.608,232.148,232.45999999999998,229.288,191.49,198.05,205.885,216.95,212.27,,,,,293.66,181.215,222.65,267.8525,298.7875,219.7,228.86,222.76,178.01,203.72,196.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-07-28 21:50:04+00:00,387.59,363.16,366.60600000000005,373.10800000000006,380.6275,378.6933333333333,355.43,364.355,331.23,307.8566666666666,268.815,262.4,237.5666666666667,243.07,249.8175,217.83249999999998,262.575,191.65,193.21,233.79333333333332,212.618,220.602,225.752,216.204,227.04000000000002,229.17399999999998,226.93800000000002,224.706,226.35399999999998,225.098,223.35999999999999,218.18599999999998,196.348,185.055,176.44,,,,,,,,179.09666666666666,220.78,267.5066666666667,300.0866666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-08-29 21:50:38+00:00,381.2,361.8,369.49,372.0825,380.47666666666663,366.71000000000004,341.50333333333333,335.25,313.28,292.4866666666667,271.565,259.03000000000003,240.225,240.185,221.29749999999999,208.0925,232.4025,181.835,191.25333333333333,225.7675,208.91000000000003,220.29250000000002,226.4275,220.0725,230.3975,234.31,233.6375,231.66500000000002,231.5275,230.35500000000002,220.68,212.565,196.4625,172.06,,,,,,,,,177.73000000000002,220.395,266.40000000000003,298.64000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-09-14 21:50:54+00:00,380.41,361.51,374.735,379.52250000000004,382.655,369.45000000000005,344.09,333.1166666666667,314.4975,294.21,279.2025,266.295,246.8625,244.69,228.5775,213.72750000000002,198.5525,181.12333333333333,193.51,202.15750000000003,213.22750000000002,223.27249999999998,230.415,224.5775,233.3025,238.85999999999999,238.825,235.2475,234.64,233.5725,225.2725,215.89,202.7725,172.06,,,,,,,,,180.68,221.32,268.5,298.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-10-23 21:57:36+00:00,380.41,361.51,380.23,386.16,391.28,378.22,351.20500000000004,331.0025,318.5075,299.045,283.8225,270.765,250.76000000000002,247.865,232.5775,216.2475,204.195,177.3775,197.28249999999997,205.4075,213.35250000000002,226.63000000000002,231.97499999999997,226.17999999999998,233.375,241.255,241.965,236.8625,236.115,234.0525,229.425,220.245,208.96,172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-11-17 21:51:45+00:00,380.41,358.02750000000003,377.64,386.25,389.35249999999996,374.03,348.95,327.75,315.744,296.296,281.36199999999997,267.846,249.346,244.61200000000002,230.08,213.606,201.59,174.71800000000002,194.77799999999996,202.798,210.57,224.08200000000002,228.84399999999997,223.788,230.64600000000002,239.05,239.35,234.58800000000002,233.77400000000003,231.78400000000002,227.4,218.48200000000003,205.904,172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-03 21:51:55+00:00,373.8875,355.418,374.146,383.33,385.618,370.964,346.0233333333333,325.05833333333334,312.8233333333333,293.65833333333336,278.9216666666667,265.22499999999997,248.09666666666666,242.37833333333333,227.37333333333333,213.39666666666668,200.61833333333334,173.46166666666667,193.96,202.865,210.04833333333332,223.92999999999998,226.99499999999998,222.51833333333332,229.13666666666666,236.92166666666665,237.57666666666668,233.20000000000002,231.97833333333335,230.07333333333335,226.08,217.15,205.655,172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-10 21:58:05+00:00,369.13599999999997,353.00333333333333,373.0083333333334,381.91166666666663,383.3383333333333,368.2366666666667,344.09142857142854,324.27000000000004,311.2114285714286,292.62142857142857,277.8157142857143,264.28000000000003,247.44285714285715,241.76285714285717,226.24142857142857,212.54857142857142,199.19,172.25571428571428,193.05571428571426,202.26714285714283,208.71285714285713,222.81,225.49857142857144,221.43714285714285,227.7671428571429,236.22285714285712,237.1142857142857,232.49857142857144,231.06571428571428,229.35857142857142,225.43428571428572,216.32142857142858,205.19285714285715,172.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-04-25 21:53:23+00:00,364.69666666666666,348.64250000000004,370.1775,382.5275,380.9425,365.6,341.315,320.9125,307.1125,290.21,275.4625,260.65250000000003,247.23,238.11,224.03750000000002,212.2225,197.98000000000002,171.5525,191.25,202.73,208.02749999999997,221.36499999999998,222.47250000000003,220.4925,225.9325,235.2825,235.16,231.55,229.3775,228.375,225.155,216.4325,204.82750000000001,177.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-05-18 22:00:14+00:00,368.6475,352.0475,372.77000000000004,384.02,383.53,369.985,345.79999999999995,325.45750000000004,310.335,293.9575,280.39,263.6,250.9075,242.51,228.66,216.9425,203.2575,176.4475,196.685,207.33249999999998,213.9275,226.6875,227.6175,225.95499999999998,231.29000000000002,240.1325,239.39,236.9025,232.19,233.575,228.6225,221.265,210.3075,177.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-06-12 21:54:47+00:00,385.07,361.14,381.7950000000001,394.805,395.75,383.32,359.655,335.345,320.78999999999996,304.47999999999996,291.8299999999999,271.83500000000004,259.13,250.37999999999997,240.675,223.97999999999996,213.325,186.795,204.61999999999998,213.72499999999997,223.78500000000003,233.745,238.10000000000002,236.34999999999997,242.01000000000005,236.88333333333333,247.25499999999997,246.53000000000003,240.08499999999998,229.00333333333333,236.725,231.61,217.20000000000005,177.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-11-10 22:04:35+00:00,370.925,359.24,374.33500000000004,385.115,386.53,372.90999999999997,351.185,325.85,313.455,294.07500000000005,283.015,263.105,251.94,243.08499999999998,230.185,214.75,205.1,174.02499999999998,201.125,205.4,216.105,232.19,232.76999999999998,231.67000000000002,236.01,233.48333333333332,242.25,242.43,234.885,226.23666666666668,229.40499999999997,225.89999999999998,206.62,177.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-02-23 22:00:07+00:00,362.035,352.125,368.46500000000003,381.475,383.03499999999997,371.77,348.32,323.27,308.79999999999995,290.275,274.65999999999997,259.515,244.935,239.655,223.195,208.34500000000003,198.86,165.07,195.59,201.4,209.99,227.95999999999998,229.85,227.345,232.66500000000002,240.82999999999998,237.5,234.37,232.37,231.35000000000002,224.01999999999998,216.55,198.96499999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-02 22:06:24+00:00,365.21000000000004,351.99666666666667,369.6066666666666,384.89000000000004,385.28999999999996,374.9433333333333,353.73,326.3066666666667,310.49333333333334,292.47,277.5133333333333,261.38,247.99,241.77666666666667,226.95333333333335,209.9,200.5233333333333,170.0,197.04999999999998,203.81000000000003,212.15,227.41666666666666,231.80666666666664,228.57666666666668,233.86666666666667,240.49666666666667,238.10333333333332,234.74333333333334,233.25,231.35666666666668,225.07000000000002,217.26,201.95333333333335,168.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-11 22:00:19+00:00,366.22,353.1975,370.7125,384.095,387.0575,375.79,354.4325,325.5375,311.10749999999996,292.47,278.1875,261.11,247.565,241.565,227.7525,209.495,200.70499999999998,170.3325,196.41750000000002,203.81000000000003,212.1175,226.54500000000002,231.0975,228.2375,233.8475,241.3375,238.055,234.7225,232.9175,231.75,225.0125,217.335,200.92,168.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-18 22:06:34+00:00,365.948,354.106,371.498,384.018,388.286,375.73,354.744,325.184,311.65,293.09000000000003,277.724,261.204,247.7,241.782,227.474,209.956,200.702,171.316,196.55599999999998,203.81000000000003,211.996,227.48600000000002,230.936,228.32600000000002,234.548,242.196,238.086,235.112,233.08200000000002,232.36399999999998,224.89600000000002,217.0,200.528,168.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-27 22:00:27+00:00,365.77833333333336,353.67833333333334,372.155,384.8666666666666,388.34,376.27,355.08166666666665,325.71999999999997,311.3233333333333,293.6366666666667,277.51500000000004,261.43666666666667,247.26833333333332,241.61833333333334,227.62333333333333,210.40166666666667,200.84333333333333,172.16,196.385,204.0,211.9283333333333,227.17999999999998,230.97166666666666,227.53666666666666,233.415,241.45333333333335,237.86,234.33166666666668,232.52833333333334,231.34166666666667,223.4,215.9333333333333,200.26,168.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-12 22:00:30+00:00,367.05285714285714,354.50714285714287,373.06,386.4157142857143,388.88142857142856,377.44571428571425,355.7042857142857,327.2114285714286,311.7057142857143,294.9742857142857,278.1642857142857,262.7214285714286,247.84285714285716,243.01142857142855,228.24714285714285,211.71714285714285,202.68714285714285,174.27285714285716,198.6057142857143,206.8,213.95428571428573,228.3814285714286,231.88857142857142,228.79,234.16,241.5957142857143,237.81857142857143,234.0614285714286,232.43428571428572,231.3942857142857,223.4842857142857,216.00714285714284,201.75571428571428,174.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-05-05 22:06:49+00:00,367.05285714285714,354.50714285714287,373.06,380.46125,384.57,377.44571428571425,355.7042857142857,327.2114285714286,311.7057142857143,291.1125,273.94875,262.7214285714286,243.505,238.1925,223.715,208.1475,198.36875,174.27285714285716,198.6057142857143,206.8,213.95428571428573,228.3814285714286,231.88857142857142,228.79,234.16,241.5957142857143,237.81857142857143,234.0614285714286,232.43428571428572,231.3942857142857,223.4842857142857,216.00714285714284,201.75571428571428,174.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-06-15 22:00:58+00:00,368.00333333333333,354.0450000000001,373.8316666666667,377.78874999999994,385.3457142857143,379.21666666666664,353.2442857142857,324.9685714285714,312.1016666666667,286.31,271.28875,263.46666666666664,241.19625,235.32875,220.40875,204.58625,195.21875,175.92,199.08166666666668,202.808,211.10142857142858,223.59285714285716,227.79857142857142,229.04333333333332,234.70999999999995,237.01285714285717,237.67333333333332,227.91142857142856,228.46857142857138,230.64333333333332,223.125,215.16833333333332,202.4416666666667,174.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-09-10 22:07:43+00:00,369.35,356.78000000000003,375.8,375.22999999999996,382.6,380.02,352.448,325.726,313.315,284.26166666666666,268.85833333333335,264.46999999999997,238.34833333333333,231.835,216.71,201.25799999999998,191.37000000000003,179.52666666666667,201.5233333333333,200.87999999999997,210.154,222.206,226.656,229.52666666666664,234.57666666666663,234.0325,237.50333333333333,223.61249999999998,225.42999999999998,230.92,221.44666666666663,214.23666666666665,202.87,180.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-09-19 22:01:32+00:00,371.9975,359.13500000000005,377.38,375.22333333333336,381.88199999999995,380.1725,353.48400000000004,327.882,317.0075,286.995,271.2066666666667,266.525,241.05166666666665,233.57666666666668,217.59833333333336,201.692,192.26399999999998,181.26,202.63,203.15749999999997,210.814,222.74200000000002,228.63000000000002,231.4466666666667,235.82000000000002,235.6125,240.87666666666667,225.6175,227.12,233.17666666666665,224.10999999999999,219.3133333333333,206.46333333333334,177.53500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-01-25 22:03:29+00:00,372.59999999999997,360.2366666666667,376.45,384.3733333333333,387.63000000000005,378.28,360.90333333333336,333.3733333333334,322.36999999999995,301.64000000000004,284.3566666666667,264.19666666666666,252.26999999999998,244.47,228.15333333333334,212.265,205.16,176.92,197.635,207.45499999999998,212.86333333333334,228.40333333333334,235.92333333333332,231.43,238.74,249.065,248.33,244.69,237.2,238.92000000000002,230.245,226.39,205.885,174.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-02-17 22:10:10+00:00,372.59999999999997,358.8875,376.31,384.44,387.89000000000004,377.87,360.54249999999996,332.3775,321.79499999999996,302.3625,283.415,264.73,250.94,245.0,228.35999999999999,213.29666666666665,203.54,177.52666666666664,195.65333333333334,206.97,212.01,228.71,235.98499999999999,231.01666666666665,237.34333333333333,248.65,248.33,244.69,236.17,237.88,229.96333333333334,224.29666666666665,205.00333333333333,172.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-06-25 22:12:20+00:00,369.44,343.91333333333336,374.82500000000005,372.1133333333333,378.1166666666666,377.13,359.11999999999995,328.87,321.41999999999996,300.185,281.45500000000004,262.925,247.0,244.615,227.76999999999998,212.95999999999998,201.92,176.06499999999997,193.26500000000001,205.45999999999998,210.43499999999997,218.34333333333333,226.6533333333333,220.92,225.36666666666667,236.16333333333333,211.78,211.02,226.55333333333337,226.86333333333332,219.73666666666668,209.62666666666667,202.635,169.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-08-21 22:06:55+00:00,386.85,343.95,383.89,373.155,378.28499999999997,403.29,387.48,356.71,339.71,329.97,318.56,295.44,292.72,265.78,244.78,229.24,220.1,189.79,214.37,222.7,236.69,224.01999999999998,210.62,229.175,230.78,241.83,234.47000000000003,242.32999999999998,248.77499999999998,234.70499999999998,222.23000000000002,217.63,221.8,186.68,163.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-08-28 22:13:11+00:00,370.055,344.67333333333335,368.66999999999996,371.1766666666667,374.29333333333335,381.875,371.71500000000003,345.345,331.855,319.58000000000004,310.03999999999996,288.895,284.45500000000004,272.275,245.60500000000002,223.28,214.675,192.11,206.72,216.61,236.69,232.13333333333333,210.62,232.39,234.70000000000002,245.71,238.79666666666665,245.65666666666667,255.54666666666665,238.08333333333334,226.96666666666667,222.24333333333334,214.38,181.3,163.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
