dates,satname,nzd0012-0000,nzd0012-0001,nzd0012-0002,nzd0012-0003,nzd0012-0004,nzd0012-0005,nzd0012-0006,nzd0012-0007,nzd0012-0008,nzd0012-0009,nzd0012-0010,nzd0012-0011,nzd0012-0012,nzd0012-0013,nzd0012-0015,nzd0012-0016,nzd0012-0017,nzd0012-0018,nzd0012-0019,nzd0012-0020,nzd0012-0021,nzd0012-0022,nzd0012-0023,nzd0012-0024,nzd0012-0014,nzd0012-0025
2023-11-15 22:17:47.856000,L8,341.09,362.37,367.03,359.44,351.74,325.93,338.31,342.89,344.89,349.09,352.80,347.75,,,,,,,,,,,,,,
2024-01-10 22:17:52.010000,L9,339.32,361.94,370.68,356.17,344.77,329.98,339.09,341.60,348.52,348.12,354.57,345.31,,,,,,,,,,,,,,
2024-02-11 22:17:53.113000,L9,338.85,359.38,363.85,358.14,346.27,324.54,339.19,339.99,346.22,346.56,349.74,346.36,,,,,,,,,,,,,,
2024-02-19 22:17:39.652000,L8,337.21,357.91,372.31,355.38,344.32,,,,,,,,,,,,,,,,,,,,,
2024-03-30 22:17:36.478000,L9,338.86,354.07,381.16,350.69,340.13,321.15,332.26,337.94,340.02,348.73,350.42,,,,,,,,,,,,,,,
2024-04-07 22:17:11.830000,L8,335.36,354.80,367.14,350.12,343.54,320.03,334.18,337.17,341.52,345.97,347.20,342.82,,,,,,,,,,,,,,
2024-04-15 22:17:28.257000,L9,343.83,358.59,425.98,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23 22:17:03.194000,L8,335.80,357.56,368.52,349.14,343.03,321.87,335.71,341.01,342.94,345.01,350.70,342.30,,,,,,,,,,,,,,
2024-05-01 22:17:11.831000,L9,341.83,361.30,380.28,355.06,349.36,323.72,335.65,341.84,344.69,345.91,348.74,,,,,,,,,,,,,,,
2024-05-09 22:16:51.826000,L8,340.00,357.72,363.88,351.93,345.78,320.10,334.84,337.43,341.83,344.30,344.64,,,,,,,,,,,,,,,
2024-05-17 22:17:03.987000,L9,339.08,356.29,368.13,348.06,347.34,321.71,334.19,340.61,341.91,346.54,345.12,342.64,,,,,,,,,,,,,,
2024-06-26 22:16:52.651000,L8,353.19,359.28,373.31,351.42,354.40,320.97,336.66,343.76,343.41,348.26,347.62,344.42,,,,,,,,,,,,,,
2024-08-05 22:17:06.640000,L9,325.58,334.21,341.11,327.24,328.35,,,,,,,,,,,,,,,,,,,,,
2024-08-21 22:17:19.711000,L9,343.32,353.84,365.67,349.24,347.15,319.69,337.70,342.17,342.57,345.43,352.18,,,,,,,,,,,,,,,
2024-08-29 22:17:21.978000,L8,344.41,356.48,366.71,349.78,346.74,321.79,336.89,340.26,343.80,344.37,348.44,342.11,,,,,,,,,,,,,,
2024-11-01 22:17:31.195000,L8,338.50,354.82,366.19,348.67,342.42,325.88,338.34,341.76,343.00,347.46,350.05,345.32,,,,,,,,,,,,,,
2024-11-17 22:17:38.841000,L8,340.71,357.82,366.37,355.63,342.94,325.73,336.81,340.68,342.58,345.76,348.71,345.02,,,,,,,,,,,,,,
2024-11-25 22:17:51.900000,L9,336.19,355.23,363.01,349.94,345.37,,,,,,,,,,,,,,,,,,,,,
2024-12-03 22:17:45.212000,L8,338.13,357.12,363.96,350.50,343.98,329.99,337.15,343.22,343.20,348.07,349.41,346.25,,,,,,,,,,,,,,
2025-01-12 22:17:45.559000,L9,340.44,358.48,363.99,350.53,342.50,327.95,336.82,343.54,343.59,347.30,350.54,346.43,,,,,,,,,,,,,,
2025-01-28 22:17:42.532000,L9,340.99,355.23,370.35,351.20,341.51,324.59,336.09,341.32,343.46,344.82,352.02,344.95,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,338.48,359.19,365.54,351.09,343.70,328.15,335.10,341.51,342.21,345.62,349.02,343.17,,,,,,,,,,,,,,
2025-03-25 22:17:16.100000,L8,329.61,347.56,357.75,342.02,330.51,,,,,,,,,,,,,,,,,,,,,
2025-05-04 22:17:17.676000,L9,341.38,358.56,367.23,355.52,348.27,320.26,337.62,340.91,344.79,342.89,349.55,341.78,,,,,,,,,,,,,,
2025-05-20 22:17:06.544000,L9,343.73,359.26,373.24,356.27,346.50,319.25,335.62,340.25,342.29,344.58,349.35,343.65,,,,,,,,,,,,,,
2025-06-05 22:17:00.261000,L9,342.66,356.36,375.43,355.93,354.38,320.71,334.01,339.15,344.63,345.94,350.57,343.79,,,,,,,,,,,,,,
2025-07-23 22:17:27.519000,L9,341.30,359.27,368.58,357.68,352.39,320.90,334.92,343.87,341.80,348.81,348.27,343.03,,,,,,,,,,,,,,
2025-07-31 22:17:29.909000,L8,342.98,356.57,365.94,357.67,351.47,319.87,337.55,335.58,342.27,348.14,344.41,339.22,,,,,,,,,,,,,,
2025-08-08 22:17:36.495000,L9,318.42,336.27,334.89,336.43,329.40,,,,,,,,,,,,,,,,,,,,,
2025-10-19 22:17:50.450000,L8,339.84,361.31,362.11,353.96,353.49,321.21,335.98,341.27,342.91,343.78,349.03,344.02,,,,,,,,,,,,,,
2025-11-04 22:17:53.875000,L8,344.64,358.87,362.61,352.96,352.95,324.60,336.30,340.71,341.56,344.16,348.88,344.59,,,,,,,,,,,,,,
