dates,satname,nzd0544-0000,nzd0544-0001,nzd0544-0002,nzd0544-0003,nzd0544-0004,nzd0544-0005,nzd0544-0006,nzd0544-0007,nzd0544-0008,nzd0544-0009,nzd0544-0010,nzd0544-0011,nzd0544-0012,nzd0544-0013,nzd0544-0014,nzd0544-0015,nzd0544-0016,nzd0544-0017,nzd0544-0018,nzd0544-0019,nzd0544-0020,nzd0544-0021,nzd0544-0022,nzd0544-0023,nzd0544-0024,nzd0544-0025,nzd0544-0026,nzd0544-0027,nzd0544-0028,nzd0544-0029,nzd0544-0030,nzd0544-0031,nzd0544-0032,nzd0544-0033,nzd0544-0034,nzd0544-0035,nzd0544-0036,nzd0544-0037,nzd0544-0038,nzd0544-0039,nzd0544-0040,nzd0544-0041,nzd0544-0042,nzd0544-0043,nzd0544-0044,nzd0544-0045,nzd0544-0046,nzd0544-0047,nzd0544-0048,nzd0544-0049,nzd0544-0050
2006-07-27 22:13:58.731000,L5,,302.65,291.81,269.60,238.97,270.46,265.91,266.89,268.43,257.91,254.61,240.64,287.90,260.46,288.34,300.16,297.88,311.83,303.61,306.33,170.10,273.27,300.57,301.57,,265.21,284.95,279.59,233.35,246.77,259.67,261.55,315.15,277.66,252.69,152.58,229.34,243.21,297.10,222.88,283.85,262.55,279.95,202.01,282.47,,,,,,
2006-08-05 22:07:55.109000,L5,,,197.07,260.66,239.56,274.18,269.30,268.87,259.43,278.55,263.70,234.88,258.47,204.84,285.55,294.91,288.99,303.05,300.92,304.48,293.40,257.92,301.50,301.38,250.00,265.18,290.79,272.15,284.93,293.08,213.47,198.04,311.50,287.32,228.55,233.62,224.80,236.49,221.19,303.16,303.32,285.94,268.63,218.54,263.48,198.78,199.84,247.81,249.88,224.48,241.01
2006-08-28 22:14:23.601000,L5,,,205.43,260.25,240.81,268.32,270.76,286.83,275.23,241.18,261.63,252.59,282.32,268.15,298.69,292.13,301.18,310.85,298.17,304.05,282.76,286.24,305.29,306.41,267.32,288.14,288.94,243.42,299.80,293.04,271.92,296.44,266.05,297.86,254.59,239.18,235.84,263.65,293.21,302.42,192.01,181.12,248.43,278.26,217.36,188.13,195.60,212.47,253.44,215.69,231.66
2006-09-06 22:08:43.357000,L5,351.30,338.91,342.53,330.82,319.30,335.02,340.60,347.60,347.18,357.26,348.27,350.80,341.77,351.56,343.76,344.76,343.45,347.11,342.74,350.54,346.22,334.43,348.01,343.15,332.34,334.45,342.25,353.17,365.88,361.29,359.64,367.99,369.63,358.86,352.12,360.12,358.96,369.90,367.24,363.09,365.95,366.35,374.05,383.06,374.07,359.18,338.89,329.44,335.55,327.37,312.06
2006-09-13 22:14:35.259000,L5,,,213.51,248.61,238.32,269.46,269.43,275.78,268.75,239.16,243.81,259.92,280.96,264.97,293.90,298.68,300.92,308.35,293.56,302.82,281.75,278.93,288.12,288.13,250.21,266.99,282.06,262.10,277.09,208.75,161.53,269.20,290.27,261.56,246.20,244.80,231.29,244.53,287.11,302.78,,,187.75,211.63,231.32,216.35,238.69,237.87,253.70,287.82,270.82
2006-10-08 22:08:40.914000,L5,,,204.86,166.29,244.86,270.59,276.19,287.64,282.36,243.47,288.22,277.74,285.88,299.08,302.39,307.20,307.62,297.20,269.22,298.45,296.20,,,,,,,,301.63,307.10,307.35,312.71,321.17,304.50,286.21,277.72,300.87,285.56,312.19,317.01,318.44,319.28,324.56,327.09,330.08,315.80,299.65,290.28,246.73,291.20,269.40
2007-02-04 22:15:45.266000,L5,,,,,,,,315.99,320.94,344.83,313.07,219.66,201.87,268.13,340.29,337.52,324.89,339.57,338.77,346.47,350.92,340.63,353.05,346.83,342.47,334.95,342.13,355.44,368.53,364.66,363.89,369.45,370.23,359.45,351.38,362.58,360.46,370.46,366.10,362.94,367.25,366.74,370.25,376.61,373.35,353.65,343.66,331.10,332.28,330.24,313.53
2007-09-09 22:07:45.163000,L5,,,209.72,259.32,244.00,272.91,279.23,285.63,262.35,276.72,297.94,260.86,269.70,278.43,294.78,301.02,298.32,309.78,294.44,304.52,292.00,275.63,309.40,304.76,261.16,279.35,287.67,279.31,300.71,214.86,198.50,198.60,187.18,302.12,272.29,252.40,262.02,262.21,299.74,306.96,315.04,304.93,317.89,298.33,307.38,302.89,280.35,252.30,250.37,289.29,264.03
2007-10-02 22:13:42.645000,L5,345.14,340.18,333.38,321.58,313.29,327.68,332.59,334.34,340.70,343.31,340.14,332.43,331.98,341.32,335.51,337.63,336.44,339.17,330.62,339.28,324.56,318.96,335.84,332.85,317.58,323.58,328.62,333.02,347.34,339.45,339.97,343.20,350.01,338.66,325.82,334.83,336.22,343.22,344.42,343.35,346.73,348.08,335.49,346.87,183.25,,,,,290.02,298.30
2008-12-23 22:05:16.170000,L5,413.79,350.48,348.82,341.98,326.19,341.76,353.18,356.10,360.31,360.70,353.47,348.66,341.09,352.87,349.08,344.20,344.74,348.04,343.68,350.13,345.55,340.51,351.55,341.77,330.16,329.50,336.39,349.83,364.73,359.62,359.04,362.79,364.82,353.47,347.04,352.49,354.06,365.36,355.96,354.38,356.94,360.47,367.64,372.12,370.44,347.70,327.14,314.20,319.62,324.68,312.16
2009-01-17 21:59:44.398000,L5,411.49,340.69,346.89,337.66,332.98,333.88,354.66,356.73,361.02,356.31,333.25,330.93,311.24,328.84,328.25,343.64,352.99,343.32,338.12,343.12,341.85,335.91,345.05,339.80,325.40,327.29,333.51,345.34,358.32,353.32,353.08,355.20,359.16,347.99,339.99,349.64,353.02,361.40,353.95,353.60,353.75,357.76,364.20,367.47,366.22,347.67,330.13,317.32,323.32,319.05,309.42
2010-02-05 22:05:29.575000,L5,409.59,349.55,349.65,340.76,327.45,348.15,350.94,357.60,362.75,362.01,359.32,353.17,348.82,354.43,349.79,345.76,346.72,351.38,345.45,354.34,348.19,343.01,352.66,343.25,335.91,332.29,340.37,351.34,368.40,364.01,358.07,362.03,362.39,351.21,346.01,357.84,358.47,362.50,358.65,359.08,358.32,362.85,368.00,374.07,373.78,353.28,333.81,322.73,329.57,328.61,317.28
2010-10-26 22:10:38.745000,L5,326.39,319.30,315.99,314.74,307.29,307.55,317.98,325.98,330.62,324.29,323.82,315.07,308.47,319.75,318.07,311.17,312.45,312.21,307.83,312.02,311.79,304.39,313.43,309.02,295.60,297.21,303.46,310.58,327.81,322.94,325.77,334.72,334.22,322.49,320.09,339.00,339.65,340.44,340.13,333.96,335.88,338.78,342.98,355.45,354.42,325.66,304.09,277.94,290.97,288.79,277.81
2011-02-08 22:04:35.159000,L5,,,,,,,,,,,,,,,292.60,301.49,299.47,306.65,297.62,296.10,293.83,282.46,181.27,199.03,205.38,246.50,286.79,293.74,304.83,272.74,,,322.78,294.11,202.02,305.44,305.12,314.50,319.26,312.12,316.69,272.88,263.11,,,298.98,273.41,259.56,262.89,278.26,263.30
2011-03-12 22:04:31.079000,L5,,254.75,300.63,291.94,259.61,262.96,262.23,295.44,287.61,301.53,235.20,222.93,277.52,284.67,295.22,296.37,283.27,277.23,285.75,302.20,293.63,270.00,298.34,298.06,154.96,233.11,224.23,198.98,296.98,296.16,292.07,291.60,307.97,278.21,261.75,259.81,286.05,281.26,303.66,309.75,309.50,295.28,302.23,307.60,309.97,295.17,277.03,257.85,255.38,271.71,254.85
2013-05-11 22:22:42.945000,L8,,296.23,264.16,275.03,242.81,243.86,272.29,236.30,260.38,229.38,241.79,231.20,244.42,241.89,263.01,215.76,182.51,171.15,165.17,183.00,185.17,252.51,287.65,293.73,180.39,250.58,270.97,196.56,,,,244.87,258.34,264.44,227.20,225.90,226.77,236.83,219.84,140.44,172.86,175.44,253.25,215.68,266.00,198.74,203.22,234.54,230.91,238.09,196.24
2013-07-23 22:16:34.633000,L8,,,203.32,226.62,238.85,251.45,274.03,258.54,267.77,243.10,241.25,235.00,249.37,251.97,265.10,296.86,278.96,304.28,295.14,302.68,288.04,253.06,293.95,296.56,238.13,249.73,268.59,249.10,284.08,268.76,256.08,248.43,268.66,280.19,229.52,226.70,235.35,244.24,292.16,284.70,288.57,224.48,267.42,224.10,276.48,204.31,256.75,243.24,241.19,246.61,228.50
2013-09-25 22:16:28.938000,L8,379.82,341.33,327.25,319.88,308.00,327.18,339.65,347.01,351.11,347.17,343.72,342.48,340.35,334.81,334.70,330.87,330.44,331.17,327.61,335.04,333.39,331.28,329.07,329.97,304.82,304.49,317.27,323.68,344.09,342.95,335.22,343.56,343.95,329.41,321.40,330.88,329.00,336.75,337.84,330.27,329.43,330.73,339.61,344.17,342.59,319.73,300.23,282.58,288.51,290.53,277.69
2013-10-02 22:22:40.460000,L8,393.00,326.69,325.48,317.29,304.32,319.07,333.38,340.67,342.14,335.88,332.17,327.59,325.71,325.46,327.66,327.49,322.51,327.98,321.80,325.98,319.74,322.27,322.11,313.95,299.78,298.91,307.51,318.68,339.23,333.25,332.47,336.46,331.72,323.84,317.74,327.53,326.80,331.14,333.19,327.72,327.95,329.82,336.84,343.24,342.51,319.09,297.64,279.61,286.52,288.54,276.44
2013-10-18 22:22:37.411000,L8,207.43,294.46,244.25,277.86,256.16,258.80,270.94,263.60,259.50,255.54,244.11,218.18,235.02,255.78,263.77,286.22,281.64,286.26,284.80,280.20,283.12,248.47,280.17,284.71,249.53,250.86,274.98,233.77,201.73,195.38,137.70,,,,214.11,220.39,207.16,229.48,219.10,276.23,251.50,240.23,261.34,278.51,264.21,229.78,226.70,226.37,222.99,255.27,232.09
2013-10-27 22:16:19.549000,L8,323.51,309.01,151.43,,,,,,178.94,279.06,326.74,321.07,317.95,314.81,317.14,313.46,311.51,315.34,310.07,309.38,316.21,311.57,310.08,300.19,,280.27,297.75,311.31,329.03,316.05,315.03,320.97,323.39,315.79,290.20,,,,271.37,275.39,312.25,317.61,320.20,328.83,322.92,301.48,284.28,270.03,289.50,285.52,270.34
2013-11-12 22:16:19.914000,L8,393.91,317.85,325.18,314.27,305.11,317.75,334.73,343.81,347.75,337.56,331.83,321.84,317.20,321.40,320.06,319.33,313.51,318.56,316.32,315.93,312.78,308.83,313.59,308.88,295.72,294.73,302.95,314.55,333.35,325.23,323.88,327.86,327.02,319.64,311.78,324.89,326.27,328.71,328.44,322.47,323.00,326.95,331.21,337.98,336.14,311.06,295.45,278.07,282.96,284.09,271.74
2014-02-23 22:21:32.043000,L8,379.63,341.59,381.48,346.27,328.87,338.98,372.30,379.95,395.60,384.23,383.97,372.85,367.94,364.70,360.67,352.53,349.84,350.31,354.67,357.52,351.60,358.23,351.60,344.49,342.47,332.22,346.92,368.98,384.17,378.06,381.16,385.51,369.90,378.92,365.47,377.19,372.61,372.76,371.77,367.49,376.77,381.68,390.35,394.49,391.18,374.42,362.76,343.40,339.96,331.49,320.42
2014-03-11 22:21:19.920000,L8,376.58,345.42,323.38,311.21,299.15,312.42,326.24,336.85,338.43,332.28,328.40,321.67,318.30,319.12,318.48,312.85,310.75,318.17,316.37,315.59,313.82,308.81,313.05,308.15,292.92,292.77,303.71,314.04,334.11,325.24,324.92,329.93,328.70,321.30,315.40,328.33,325.41,327.36,326.64,323.34,323.87,326.74,332.89,339.36,336.81,310.10,293.82,277.22,282.28,283.63,271.38
2014-03-20 22:15:01.497000,L8,376.83,353.44,323.30,314.38,301.80,326.98,333.35,341.08,343.34,334.00,329.44,323.36,320.98,321.18,320.30,321.94,317.39,324.72,322.32,321.33,317.04,310.42,314.91,310.39,297.97,298.82,305.82,315.95,336.63,329.96,327.44,332.46,331.10,325.16,317.77,330.63,327.36,329.59,331.04,326.66,326.81,328.68,336.87,342.05,340.22,316.47,296.83,281.04,285.58,286.41,274.29
2014-03-20 22:15:25.455000,L8,376.91,352.98,322.41,313.34,300.97,326.34,332.94,341.07,341.75,333.51,328.80,322.49,320.31,320.29,319.56,320.70,315.50,323.77,321.33,320.34,316.21,309.97,314.44,309.62,297.06,297.19,305.23,315.06,336.12,328.60,326.80,331.51,330.43,324.09,317.02,329.92,326.44,328.18,329.46,325.82,326.05,327.89,336.00,341.22,339.24,315.07,295.67,279.63,284.38,285.52,273.16
2014-04-21 22:14:29.865000,L8,382.00,332.10,325.00,315.12,298.99,320.88,328.49,337.17,333.96,332.92,330.03,329.06,323.57,322.39,328.90,321.03,321.94,325.94,323.48,322.12,317.89,317.88,319.68,313.42,301.57,299.83,315.44,320.46,338.30,332.39,330.94,336.15,335.63,328.76,319.46,331.05,328.67,332.20,332.75,327.19,328.49,330.41,340.27,345.92,342.25,320.89,302.14,283.55,289.21,291.74,277.22
2014-04-21 22:14:53.828000,L8,382.24,332.01,325.09,315.23,299.38,321.07,328.67,337.43,334.11,333.04,330.14,329.09,323.76,322.53,328.77,321.40,321.96,325.90,323.70,322.10,318.02,318.00,319.74,314.06,301.69,299.92,315.55,320.54,338.34,332.42,330.94,336.32,335.63,328.96,319.56,331.13,328.70,332.05,332.84,327.33,328.56,330.58,340.44,346.12,342.22,320.97,302.19,283.30,289.13,291.63,277.24
2014-07-17 22:20:39.943000,L8,,,197.60,228.73,240.10,245.71,264.48,252.29,262.29,248.08,232.48,227.87,246.65,244.93,262.79,292.56,283.63,293.46,295.49,301.65,288.76,254.21,285.68,289.39,184.54,172.22,262.09,181.53,,246.06,259.95,261.88,242.39,256.41,221.85,,226.17,232.25,217.62,285.86,167.42,170.09,249.94,208.77,247.85,199.78,204.40,240.64,234.41,243.78,181.24
2014-08-02 22:20:46.799000,L8,395.34,330.08,330.91,310.55,295.74,323.89,323.05,335.93,335.27,334.08,332.13,335.26,326.99,323.88,332.97,324.21,327.07,327.81,325.07,325.81,323.81,317.02,320.21,316.55,302.86,298.29,314.74,320.42,337.72,329.08,329.46,334.70,332.94,330.12,318.19,329.52,325.86,331.44,333.47,327.85,329.65,332.39,341.36,348.03,343.17,321.18,305.02,285.21,291.42,294.39,278.78
2014-08-18 22:20:51.886000,L8,,294.07,314.21,274.46,250.32,262.22,276.79,301.57,308.04,272.72,281.24,262.86,270.85,273.82,270.17,299.66,291.70,304.50,298.06,301.08,296.09,263.29,295.08,297.97,253.99,261.95,280.23,276.40,290.88,277.18,272.42,266.47,286.77,282.02,252.47,229.19,284.32,244.92,306.02,295.09,244.00,175.23,276.45,222.98,286.73,206.69,251.33,244.45,238.24,252.04,238.69
2014-09-19 22:20:54.477000,L8,389.03,379.75,379.82,357.66,373.30,387.76,390.82,396.18,400.22,397.17,394.09,382.46,380.69,359.68,347.81,349.29,339.08,342.94,334.06,360.70,362.61,361.52,367.32,365.28,341.94,332.87,339.88,354.25,378.44,372.79,372.48,352.05,357.60,331.14,344.64,367.18,362.92,356.49,363.14,365.46,368.35,366.51,369.71,480.50,491.71,496.19,500.69,343.92,347.41,331.29,320.03
2014-09-28 22:14:44.621000,L8,373.07,335.57,325.92,314.51,302.64,316.57,331.83,340.50,344.77,342.54,340.78,328.97,328.55,331.65,331.25,328.53,322.17,326.92,325.53,324.10,317.84,315.55,321.13,315.96,300.63,303.72,315.63,323.79,340.42,336.38,330.18,333.24,329.62,324.04,315.54,329.24,326.01,327.23,329.55,325.82,326.44,328.40,336.17,341.36,338.39,314.44,297.33,281.34,286.38,286.73,275.22
2014-09-28 22:15:08.593000,L8,394.85,336.00,325.56,314.58,302.89,316.72,332.23,340.71,344.98,342.88,340.93,329.05,328.80,331.95,331.43,328.75,322.11,326.94,325.68,324.35,317.85,315.36,321.24,315.66,300.65,303.99,315.64,324.07,340.62,336.80,330.31,333.20,329.49,323.75,315.40,329.22,325.90,327.02,329.07,325.63,326.25,328.10,335.90,341.13,338.36,313.94,296.84,281.01,285.87,286.23,275.11
2014-10-30 22:15:10.547000,L8,395.62,369.61,342.00,333.44,325.27,365.58,373.46,381.81,396.59,386.66,371.87,365.02,362.57,358.27,354.39,347.83,345.31,353.08,364.98,361.08,359.17,363.24,358.22,343.61,328.79,329.83,333.87,353.23,364.00,358.78,354.33,367.58,359.92,340.19,338.94,352.40,358.22,365.89,364.97,357.86,358.01,356.01,365.15,386.48,384.59,355.90,340.34,330.30,328.95,326.53,311.30
2014-11-06 22:21:01.126000,L8,393.31,314.95,322.88,313.67,302.17,323.15,335.94,345.14,351.74,345.39,341.72,326.47,326.23,327.92,329.80,318.19,309.69,315.13,313.21,312.39,312.38,308.69,313.27,309.16,299.49,300.99,304.15,316.30,335.76,326.40,324.17,326.51,324.68,317.48,311.49,329.58,325.07,327.65,325.62,322.55,322.79,325.28,329.29,338.24,335.25,309.28,295.25,277.65,282.85,283.02,271.13
2014-11-15 22:14:49.314000,L8,463.98,460.38,475.67,517.75,449.27,364.83,374.88,401.44,381.86,368.09,359.80,355.26,356.83,354.20,351.26,352.11,355.55,351.65,358.39,359.08,365.41,373.77,370.04,347.29,328.88,327.78,342.90,356.03,375.12,370.25,369.73,435.57,393.29,352.68,338.55,354.04,359.01,368.27,377.42,414.80,393.35,390.79,372.56,433.18,437.89,422.53,404.73,434.26,482.87,497.59,
