dates,satname,nzd0415-0000,nzd0415-0001,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0002,nzd0415-0003,nzd0415-0045,nzd0415-0046,nzd0415-0047,nzd0415-0110,nzd0415-0111,nzd0415-0041,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0019,nzd0415-0020,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0053,nzd0415-0054,nzd0415-0055,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0099,nzd0415-0059,nzd0415-0028,nzd0415-0029,nzd0415-0004,nzd0415-0092,nzd0415-0005,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0021,nzd0415-0022,nzd0415-0091,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0097,nzd0415-0098,nzd0415-0060,nzd0415-0072,nzd0415-0064,nzd0415-0065,nzd0415-0024,nzd0415-0025,nzd0415-0026,nzd0415-0085,nzd0415-0086,nzd0415-0027,nzd0415-0012,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0039,nzd0415-0040,nzd0415-0073,nzd0415-0074,nzd0415-0023,nzd0415-0096,nzd0415-0006,nzd0415-0007,nzd0415-0008,nzd0415-0017,nzd0415-0109,nzd0415-0084,nzd0415-0106,nzd0415-0083,nzd0415-0033,nzd0415-0034,nzd0415-0048,nzd0415-0049,nzd0415-0107,nzd0415-0108
2020-12-17 22:14:09.173000,L8,369.56,380.09,352.81,355.03,314.51,376.54,387.11,,,,,,,,,,,267.73,350.69,,,,,392.33,382.19,383.71,392.08,377.48,372.12,390.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.31,,,,,,315.41,,,,389.07,370.11,350.52,351.89,,,,,,,,,,,,,,383.61,299.13,,,,,,,,,,,,,,
2021-03-16 22:07:27.743000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.28,289.01,328.33,338.80,294.87,391.26,378.44,381.18,318.97,,,,,,,,,,,,,,,,,,,,,357.45,400.04,357.07,,,,,,,,,,,,299.35,,,,,,378.20,382.21,,,,,,,,,305.89,370.14,,,,,,,,393.37,,310.60,,,,,,
2021-04-08 22:13:32.676000,L8,370.09,394.28,,,,400.49,398.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.45,338.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.64,372.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19 22:07:16.079000,L8,344.43,392.80,,,,394.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26 22:13:30.863000,L8,349.58,392.35,344.34,329.94,,394.72,399.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:13:43.316000,L8,340.89,391.96,,,,379.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.55,300.78,300.05,,,,272.43,,,,,,,,,,,,,,,,,,,376.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22 22:07:36.760000,L8,342.00,389.61,,,,392.00,390.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23 22:07:49.080000,L8,,,351.63,,,,,,,,,,,,,,,,,347.17,380.28,,,,,,,,,,,,,,,,,,,,,,349.96,320.14,313.83,,,,,,,,,,,,,,,,,,,,,351.69,392.02,,,,,,,,,,,,,,,,,,,,,,,,,,,390.10,,,,,,,,,,,,,,,
2021-09-24 22:07:56.691000,L8,348.73,385.82,,,,396.85,389.38,,,,,,,,,,,,,359.89,380.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.10,,,,,,,,,,,,,,,,,,,,,,,,,,,380.97,,,,,,,,,,,,,,,
2021-10-17 22:14:14.411000,L8,369.17,388.93,,,,399.81,396.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.74,,,,,,,,,,,,340.82,352.94,,,,,,,,,,,,,,388.77,,,,,,,,,,,,,,,
2021-12-21 22:07:55.088000,L9,368.14,375.26,,,,369.39,380.46,,,,,,,,,,,,,,,,,393.96,381.85,388.97,389.63,378.78,376.69,388.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.66,,,,,,,,,,387.46,378.06,326.52,349.22,,,,,,,,,,,,,,378.99,,,,,,,,,,,,,,,
2022-01-13 22:14:02.543000,L9,,,,,,,,,,,,,,,,,321.52,329.12,348.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:51.275000,L8,355.84,378.53,354.30,349.19,,376.65,388.09,,,,,,,,,,361.66,379.28,356.21,,,,,392.76,384.22,392.66,386.68,379.82,377.25,390.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.03,,,,,,,390.58,328.37,,,,,,,,,385.45,375.26,359.07,340.53,,,,,,,,,,,,,,381.36,,,,,,,,,,,,,,,
2022-01-21 22:13:59.698000,L8,369.63,380.64,,,,377.16,380.07,,,,,,,,,,354.80,375.99,,,,,,,381.47,395.64,389.32,379.89,378.61,389.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.71,,,,,,,381.53,319.20,,,,,,,,,,377.88,335.68,372.06,,,,,,,,,,,,,,373.68,,,,,,,,,,,,,,,
2022-01-30 22:07:46.196000,L8,369.64,379.46,,,,378.56,386.47,,,,,,,,,,364.71,377.97,,,,,,,382.12,393.88,387.16,379.43,377.55,388.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.03,,,,,,,,315.05,,,,,,,,,383.16,375.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:14:00.847000,L9,352.73,380.78,,,,357.15,388.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.49,328.27,344.84,,,,,,,,,,,,,,274.67,,382.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 22:13:49.799000,L9,350.76,385.12,,,,395.09,395.76,,,,,,,,,,346.63,376.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11 22:07:39.629000,L9,,,,,,,,,,,,,,,,,,,,355.96,360.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.09,390.98,,,,,,,,,,,,,,,,,,,,,,,,,,,381.61,,,,,,,,,,,,,,,
2022-03-26 22:13:35.624000,L8,,,281.46,293.08,383.26,,,,,,,,,,,,,,,368.45,378.12,289.03,332.44,396.59,,,,,,,,,,,,,,,,,,,,,270.37,,,,,,,,,,,331.18,,,,,,,,,,,,,,,,,,,306.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 22:07:30.258000,L9,331.16,379.51,,,,345.48,375.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:07:22.893000,L9,351.18,395.68,,,,394.61,393.91,,,,,,,,,,,,,,372.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.46,397.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05 22:13:30.904000,L9,347.29,397.71,,,,396.17,395.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21 22:13:19.392000,L9,347.78,397.22,,,,395.84,399.50,,,,,,,,,,,,,,,,,,,,,,,,,,,289.09,326.35,327.77,292.58,278.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22 22:07:34.435000,L8,346.89,393.54,,,,378.68,394.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.81,,,,,,,,,,,,,,,,,,,,,,,,,,,389.07,,,,,,,,,,,,,,,
2022-06-07 22:07:43.386000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.76,389.10,316.17,353.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.75,385.32,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14 22:13:58.959000,L8,334.15,387.00,,,,377.77,393.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30 22:14:03.422000,L8,335.17,387.74,,,,376.10,388.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,320.66,306.50,320.40,341.39,,325.80,,,,,,,,,,,,,,,,,,,273.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01 22:07:30.281000,L9,333.20,387.73,,,,352.79,392.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.70,315.09,280.23,325.32,351.78,,307.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17 22:07:29.165000,L9,346.63,384.27,,,,366.39,379.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.99,326.19,,,,,,,,,,,,
2022-08-02 22:07:43.151000,L9,344.50,393.36,,,,389.01,393.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.98,309.41,325.03,328.11,348.47,,308.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:08:10.171000,L8,347.12,390.57,,,,395.54,394.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.92,,,,,,,,,,,,,,,,,,,,,,,,,,,384.06,,,,,,,,,,,,,,,
2022-10-20 22:14:23.524000,L8,357.54,386.54,351.73,,,388.85,389.87,,,,,,,,,,,,,,339.80,,,397.90,377.24,389.77,386.92,384.42,379.60,,,,,,,,,,,,,,345.48,323.50,345.17,,,,,,,,,,,,,,,,,,,,,331.62,389.07,,,,,,,,,,389.43,386.58,,,,,,,,,,,,,,,,384.32,,,,,,,,,,,,,,,
2022-10-21 22:08:05.375000,L9,371.94,386.26,,,,395.90,393.20,,,,,,,,,,326.97,366.50,,355.99,353.24,,,397.51,383.77,392.26,386.86,385.77,380.09,388.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.85,,,,,,369.27,391.47,,,,,,,,,,387.06,390.26,,,,,,,,,,,,,,,,387.53,,,,,,,,,,,,,,,
2022-11-14 22:08:11.017000,L8,376.46,386.81,,,,396.65,394.52,,,,,,,,,,,,,,,,394.73,398.77,386.21,394.69,391.91,383.33,379.17,391.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.22,386.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:08:01.921000,L9,372.46,380.59,359.76,,,377.63,383.93,,,,,,,,,,,,,,,,,391.89,383.25,388.64,388.54,380.85,376.55,387.36,,,,,,,,,,,,,,321.27,346.47,,,,,,,,,,,,,,,,,,,,,,390.81,,,,,,,,,,387.01,376.91,360.51,335.93,,,,,,,,,,,,,,378.83,,,,,,,,,,,,,,,
2022-12-31 22:14:15.729000,L9,367.23,380.08,357.33,,,360.98,383.66,,,,,,,,,,336.14,350.15,,,,,,391.87,382.80,383.92,387.35,379.13,374.44,388.38,,,,,,,,,,,,,344.33,322.49,344.55,,,,,,,,,,,,,,,316.83,,,,,,,388.30,306.03,286.44,308.15,311.55,,,,,,389.03,369.50,339.09,371.58,,,,,,,,,,,,,,377.63,,378.55,355.90,273.05,,,,,,,,,,,
2023-01-08 22:14:12.220000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.82,375.57,373.25,373.94,369.20,329.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09 22:14:08.825000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.28,334.28,358.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 22:14:13.328000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,380.86,353.45,376.32,375.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.81,,,,,,,,,,,,338.65,355.66,,,,,,,,,,,,,,379.34,,,,,,,,,,,,,,,
2023-02-18 22:07:49.813000,L8,372.71,378.33,,,,378.98,317.98,,,,,,,,,,,,,360.86,353.89,,,,383.43,396.43,384.97,380.42,383.57,387.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.16,359.13,389.75,,,,,371.75,,,,,383.19,389.35,,,,,,,,,,,,,,,,,,,,,380.76,,,,,,,,,,
2023-03-05 22:14:01.213000,L9,,,,,,,,,,,,,,,,,358.94,382.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:07:38.056000,L8,373.66,389.28,,,,397.82,395.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.65,,,,,,305.30,,,,,,,,,,,,,,,,,,341.54,366.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 22:13:46.937000,L8,348.28,371.37,,,,359.54,400.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:07:47.070000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.31,342.76,,,,367.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:07:28.676000,L8,374.97,387.59,,,,395.32,393.77,,,,,,,,,,,,,355.30,363.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.67,392.76,,,,,,,,,,,,,,,,,,,,,,,,,,,381.12,,,,,,,,,,,,,,,
2023-04-15 22:07:28.766000,L9,354.32,393.47,,,,395.24,394.20,,,,308.62,287.35,,,,,,,,,361.63,,,,,,,,,,,,,,,,376.39,388.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.93,396.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.47,,,,,,,,,
2023-04-22 22:13:38.957000,L9,365.89,397.13,,,,399.99,395.20,,,,,,,,,,,,,,375.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.20,398.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23 22:07:09.009000,L8,352.18,392.08,,,,383.61,389.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.88,331.41,376.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.55,377.12,,,,,,,,,,,,,,,,,,396.21,,,,,,,,
2023-05-01 22:07:20.041000,L9,350.40,396.60,,,,395.75,397.76,,,,,,,,,,,,,,,,,,,,,,,,,,,284.23,331.60,325.06,326.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16 22:13:04.149000,L8,,387.87,,,,383.32,,,,,,,,,,,,,,,365.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.04,393.89,,,,,,,,,,,,,,,,,,,,,,,,,,,382.70,,,,,,,,,,,,,,,
2023-05-24 22:13:16.990000,L9,347.41,388.89,,,,299.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 22:13:07.090000,L8,343.73,388.08,,,,379.86,395.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 22:07:05.702000,L9,,,,,,,,,,,358.97,345.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09 22:13:12.691000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.44,346.91,376.15,274.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.08,333.36,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10 22:07:03.713000,L8,338.42,383.49,,,,369.94,380.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03 22:13:27.236000,L8,350.57,398.58,,,,395.27,402.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04 22:07:09.507000,L9,344.74,391.31,,,,380.22,398.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05 22:07:22.990000,L9,348.18,389.33,,,,379.84,390.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12 22:13:35.189000,L9,345.14,395.55,,,,384.05,396.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.42,,,,,,,,,,,,,,,,,,,,,,300.53,,,,,,,,,,,,,,
2023-08-13 22:07:31.903000,L8,344.75,392.25,,,,374.61,393.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-20 22:13:47.344000,L8,,,271.59,304.40,286.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.31,,,,,,,,,,,,,,,,,,,389.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28 22:13:44.064000,L9,,,,,,,,,,,,,,,,,,,,,367.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.37,394.23,,,,,,,,,,,,,,,,,,,,,,,,,,,380.36,,,,,,,,,,,,,,,
2023-08-29 22:07:37.978000,L8,349.07,392.83,,,,383.58,396.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06 22:07:38.576000,L9,349.82,386.61,,,,374.14,391.34,,,,,,,,,,,,,,355.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.88,392.30,,,,,,,,,,,,,,,,,,,,,,,,,,,375.62,,,,,,,,,,,,,,,
2023-10-08 22:07:46.156000,L9,,,355.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.47,323.81,354.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:51.936000,L9,,,,,,,,,,,,,,,,,,,,,,,404.74,398.52,388.60,396.65,393.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.79,394.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:07:48.684000,L9,377.09,387.10,,,,375.43,389.96,,,,,,,,,,,,,,,,,,384.63,390.23,386.74,383.18,376.13,391.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-17 22:07:51.092000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.97,361.78,,,,
2023-11-24 22:14:03.793000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.92,388.01,335.44,290.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.07,358.43,,,,,,,,,,,,,,,,,,362.51,,360.53,,,,,,
2023-12-10 22:13:57.195000,L8,378.66,386.65,,,,376.07,384.73,,,,,,,,,,,,,,,,305.33,394.38,386.72,388.91,391.38,384.55,383.56,392.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.83,384.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 22:14:08.900000,L9,,,,,,,,,,,,,,,,,347.23,,,,,,,,381.41,387.08,388.11,382.07,380.37,389.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.02,,,,,,,389.83,367.99,,,,,,,,,,,335.64,,,,,,,,,,,,,,,381.22,,,,,,,,,,,,,,,
2023-12-19 22:07:51.036000,L8,375.00,382.43,,,,373.69,389.45,,,,,,,,,,,,,,,,299.87,392.33,384.40,388.30,387.15,380.41,379.37,390.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.46,377.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-03 22:14:03.745000,L9,375.64,379.75,,,,373.97,385.48,,,,,,,,,,,,,,,,,391.17,385.81,389.40,389.12,380.12,382.83,390.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.30,,,,,,,,,,390.19,377.66,333.14,355.23,,,,,,,,,,,,,,380.73,,,,,,,,,,,,,,,
2024-02-04 22:14:07.520000,L9,,,,,,,,,,,,,,,,,,,,,,,,,343.35,,382.99,378.63,377.55,,,,,,,344.73,295.58,394.43,374.71,383.88,,,376.34,350.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.57,383.32,,,,356.21,381.29,,,,,,,,,,,,,,,,,,,,333.23,,,,,,
2024-02-12 22:13:54.015000,L8,377.91,388.04,,,,381.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21 22:07:41.296000,L8,376.36,383.25,,378.40,379.96,377.93,,,,,,,,,,,,,,,,344.77,,397.40,,,,,,387.97,,,,,,,,,,,,,370.54,347.62,,,,342.10,,,,,,,,349.07,,,,,,358.69,399.24,355.72,,,,,,,,,,,293.87,339.83,387.49,,368.42,337.11,,,,,,,,,,,,308.31,368.82,377.07,,,,,,,,,,,,,,,
2024-02-29 22:07:47.311000,L9,373.54,386.54,,,,381.18,,,,,,,,,,,,,,,,,,397.34,,,,,,370.60,,,,,,,,,,,,384.37,,,,,,,,,,,,,,,,,,371.60,,,,,,,,337.68,,,,,,,,338.60,385.15,,,,,,,,,,,,,,,303.09,362.88,,,,,,,,,,,,,,,,
2024-03-15 22:13:37.754000,L8,371.68,390.29,,,,388.03,395.14,,,,,,,,,,,,,,,,,401.20,,,,,,,286.05,275.40,,,,,,,370.22,336.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.90,391.41,,,,,324.26,378.90,,,,,,,,,313.59,377.42,,,,,,,,,,,,,,,,
2024-04-17 22:07:27.643000,L9,354.79,384.87,,,,378.77,379.86,,,,293.52,382.93,,,,,,,,,,,,403.03,370.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00,394.80,,,,,,,,,,,,,,,,,,,,,,311.30,,,,,,,,,
2024-04-25 22:07:04.127000,L8,351.70,391.52,,,,375.10,397.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02 22:13:08.296000,L8,349.64,387.65,,,,374.07,390.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.17,,,,,,,,,,,,,,,,,,,,,,381.05,,,,,,,,,,,,,,
2024-05-03 22:07:13.830000,L9,347.86,386.45,,,,373.23,389.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 22:13:24.566000,L9,352.93,390.14,,,,376.94,394.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
