dates,satname,nzd0539-0000,nzd0539-0002,nzd0539-0003,nzd0539-0004,nzd0539-0006,nzd0539-0007,nzd0539-0008,nzd0539-0009,nzd0539-0010,nzd0539-0011,nzd0539-0012,nzd0539-0013,nzd0539-0014,nzd0539-0015,nzd0539-0016,nzd0539-0017,nzd0539-0018,nzd0539-0019,nzd0539-0020,nzd0539-0021,nzd0539-0022,nzd0539-0023,nzd0539-0024,nzd0539-0025,nzd0539-0026,nzd0539-0027,nzd0539-0028,nzd0539-0029,nzd0539-0030,nzd0539-0031,nzd0539-0032,nzd0539-0033,nzd0539-0034,nzd0539-0035,nzd0539-0036,nzd0539-0037,nzd0539-0038,nzd0539-0039,nzd0539-0040,nzd0539-0041,nzd0539-0042,nzd0539-0043,nzd0539-0044,nzd0539-0045,nzd0539-0046,nzd0539-0047,nzd0539-0048,nzd0539-0049,nzd0539-0050,nzd0539-0051,nzd0539-0052,nzd0539-0053,nzd0539-0054,nzd0539-0055,nzd0539-0056,nzd0539-0057,nzd0539-0058,nzd0539-0059,nzd0539-0060,nzd0539-0061,nzd0539-0062,nzd0539-0063,nzd0539-0064,nzd0539-0065,nzd0539-0066,nzd0539-0067,nzd0539-0068,nzd0539-0069,nzd0539-0070,nzd0539-0071,nzd0539-0072,nzd0539-0073,nzd0539-0074,nzd0539-0075,nzd0539-0076,nzd0539-0077,nzd0539-0078,nzd0539-0079,nzd0539-0080,nzd0539-0081,nzd0539-0082,nzd0539-0083,nzd0539-0084,nzd0539-0113,nzd0539-0114,nzd0539-0115,nzd0539-0116,nzd0539-0117,nzd0539-0118,nzd0539-0119,nzd0539-0120,nzd0539-0121,nzd0539-0122,nzd0539-0123,nzd0539-0124,nzd0539-0125,nzd0539-0126,nzd0539-0127,nzd0539-0128,nzd0539-0129,nzd0539-0130,nzd0539-0131,nzd0539-0132,nzd0539-0133,nzd0539-0134,nzd0539-0135,nzd0539-0136,nzd0539-0137,nzd0539-0138,nzd0539-0005,nzd0539-0085,nzd0539-0086,nzd0539-0087,nzd0539-0088,nzd0539-0089,nzd0539-0090,nzd0539-0091,nzd0539-0092,nzd0539-0093,nzd0539-0094,nzd0539-0095,nzd0539-0096,nzd0539-0097,nzd0539-0098,nzd0539-0099,nzd0539-0100,nzd0539-0101,nzd0539-0102,nzd0539-0103,nzd0539-0104,nzd0539-0105,nzd0539-0106,nzd0539-0107,nzd0539-0108,nzd0539-0109,nzd0539-0110,nzd0539-0111,nzd0539-0112,nzd0539-0001
2000-09-20 22:11:14.930000,L7,,,,,,,,,,,,,,,,,,,,523.29,529.65,519.60,504.36,492.69,483.35,480.95,468.57,462.90,456.39,453.10,472.66,451.42,452.91,455.71,465.14,462.19,424.05,417.74,415.17,415.55,400.65,418.34,423.47,440.07,437.15,403.95,425.14,410.80,424.57,407.93,407.03,389.61,392.67,396.66,391.76,397.06,390.44,387.37,368.92,375.01,366.88,365.60,366.39,366.75,367.72,366.22,370.85,368.58,360.42,365.51,362.43,372.98,381.35,363.53,380.92,366.38,385.44,379.01,374.31,378.32,396.53,377.37,384.06,340.63,435.14,441.79,,,,,,,,,,,,,,,,,,,,,,,,,401.47,413.02,394.31,402.66,404.57,414.40,421.74,418.48,428.18,403.06,439.91,425.21,435.52,418.80,384.32,379.13,394.96,385.87,509.21,500.23,493.53,496.45,485.76,485.47,480.17,447.09,383.36,382.03,
2000-09-27 22:17:24.534000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.43,514.11,495.94,490.32,481.84,482.45,480.24,477.87,477.36,474.14,497.17,482.19,506.40,486.99,442.16,434.37,462.32,411.98,442.90,412.84,413.01,384.58,390.95,376.20,364.99,364.16,355.79,342.07,335.79,328.34,324.20,322.32,304.49,304.97,321.71,300.18,290.32,294.75,292.78,288.45,315.81,276.56,268.45,306.51,,404.79,349.12,328.04,322.20,,379.05,293.47,365.45,339.80,303.13,272.03,216.52,325.01,273.83,180.67,467.62,253.72,228.85,230.92,,,204.27,223.57,203.54,195.03,,273.46,272.62,231.28,245.37,235.21,220.99,198.59,193.41,189.40,208.37,380.65,352.44,385.17,344.65,,,,333.43,493.40,460.13,462.81,515.38,442.49,427.21,426.94,231.75,202.19,193.52,
2000-10-29 22:17:19.582000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.53,496.61,491.52,463.12,461.89,442.09,469.59,401.24,397.83,410.11,417.15,407.65,374.62,379.90,373.54,394.93,368.43,352.54,362.63,356.95,371.34,345.33,352.85,342.03,353.44,362.00,365.77,344.44,346.73,374.32,321.35,324.88,286.26,,317.00,341.27,,326.67,308.17,350.23,286.02,254.58,297.64,260.18,355.30,372.65,374.67,373.10,370.61,390.37,327.63,,285.56,285.05,,,341.00,317.48,326.27,315.44,295.90,280.79,266.82,255.34,263.94,261.90,256.33,240.35,223.40,211.43,192.23,190.75,194.02,180.10,472.01,442.31,465.02,415.96,476.32,299.45,426.04,435.74,374.27,362.20,
2001-02-11 22:11:12.788000,L7,,,,,,,,,,,,,,,,,,,490.10,492.93,504.48,474.00,,,,,539.80,473.39,454.01,442.76,442.33,443.73,386.09,432.26,438.07,435.29,419.87,412.34,408.63,396.99,367.08,363.96,368.83,489.39,371.78,352.06,292.39,326.72,373.11,433.03,433.73,431.15,427.73,431.81,430.81,415.83,411.32,403.19,402.90,394.87,390.69,399.38,386.63,380.63,385.24,387.66,374.03,375.92,378.77,377.16,381.67,387.72,391.85,390.85,390.80,391.74,392.14,391.06,395.73,395.21,390.37,399.37,396.20,,442.84,467.42,447.15,,316.10,387.73,375.37,528.40,327.45,321.28,331.98,323.81,331.11,355.15,532.67,350.41,326.79,406.71,,,,,,,335.71,,391.19,410.87,437.75,416.04,359.71,409.35,411.76,346.69,475.46,485.40,336.20,327.08,345.96,338.46,358.38,320.52,315.32,295.38,259.94,242.41,350.11,320.99,490.46,355.76,436.70,484.63,508.75,480.59,
2001-03-06 22:17:18.578000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.43,506.40,497.26,490.69,478.08,467.28,474.50,468.17,460.89,467.25,454.57,460.34,457.55,447.12,450.08,442.36,433.83,429.26,420.78,409.01,404.29,389.45,381.70,373.32,372.47,359.65,354.24,352.07,337.47,333.56,318.29,321.77,309.00,308.85,305.00,296.03,295.47,304.19,294.68,294.48,290.77,290.80,286.71,265.79,263.93,257.77,247.85,283.55,278.05,269.53,268.49,289.46,390.40,321.12,258.64,366.82,352.47,398.00,310.00,315.47,,386.58,434.14,,,,,,,,,,386.46,,241.61,227.53,212.90,199.95,194.16,188.88,186.36,174.40,163.14,161.70,159.57,155.03,,,,,,,,,,,,,,345.37,284.18,276.06,
2001-03-22 22:17:09.568000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.92,515.28,519.40,514.82,514.04,506.74,518.08,515.37,515.92,498.56,507.95,508.15,486.58,479.12,450.18,437.19,412.39,411.25,414.55,399.40,378.71,386.64,372.08,357.74,349.90,343.81,334.29,333.56,343.24,319.32,331.79,320.16,355.63,328.51,316.38,313.71,310.30,308.01,305.48,284.53,278.62,273.50,186.12,145.57,153.44,283.41,225.67,181.68,,,,,,,,,,204.83,234.38,303.34,,,,,,,,,,266.69,251.00,238.84,231.02,214.76,205.26,202.02,192.33,311.37,329.20,327.83,314.22,165.03,280.16,272.25,281.00,286.14,278.33,233.33,334.05,302.27,291.38,280.94,282.16,296.57,305.90,282.64,287.47,
2001-04-07 22:17:01.469000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.98,514.76,503.15,490.47,489.19,490.46,487.54,488.17,487.15,485.98,479.61,475.43,479.10,466.27,468.69,455.66,452.78,437.44,432.49,412.33,404.65,400.68,400.91,384.67,374.57,369.12,362.75,357.28,346.80,334.27,331.23,324.55,317.74,310.76,305.68,309.98,301.57,301.24,301.30,295.53,294.42,293.29,498.31,477.69,518.41,459.95,,400.42,332.44,262.49,308.42,232.97,350.88,237.00,238.63,306.61,330.35,258.73,185.39,,,,342.14,301.78,344.77,281.29,305.74,,,,,,,488.89,493.88,469.12,245.68,229.45,241.40,415.82,479.29,486.03,507.45,443.10,497.25,498.60,420.11,170.89,159.26,,,475.32,,,,446.21,409.74,323.27,,,,
2001-04-16 22:10:54.636000,L7,390.77,,,465.49,473.04,,,,,,,,,,,,,508.10,466.50,473.22,470.76,468.64,473.56,471.54,459.02,453.04,453.23,446.95,441.95,440.81,433.21,440.76,426.79,430.24,427.48,428.31,419.75,413.29,405.50,401.30,385.40,404.18,400.95,403.96,406.01,403.01,412.04,414.46,408.26,410.68,418.59,421.61,417.77,415.50,405.47,403.05,394.98,395.77,391.87,391.83,390.72,376.59,374.91,381.85,374.80,365.25,364.11,368.25,365.01,373.03,375.43,370.90,383.19,388.32,381.32,391.26,378.31,395.86,410.45,410.05,398.99,387.54,375.52,529.32,479.15,515.14,298.77,307.35,311.69,314.74,323.38,327.42,326.26,334.71,334.37,344.81,352.82,365.87,374.65,391.99,391.86,380.10,378.91,386.27,372.21,359.43,361.67,379.08,377.23,472.29,367.29,383.37,358.73,363.64,336.73,374.33,340.07,335.62,339.26,334.82,347.80,339.93,360.07,370.93,333.95,347.99,356.50,363.75,345.16,333.36,338.35,261.36,311.75,251.67,288.47,287.90,285.91,538.44,
2001-07-05 22:10:09.496000,L7,508.26,514.11,,462.10,475.77,,,,,,,,,,515.91,509.69,491.41,483.32,436.57,425.97,443.61,449.73,463.50,453.82,429.85,447.21,438.15,441.49,430.88,434.76,435.03,430.40,417.96,424.22,401.14,395.49,387.36,393.62,360.64,355.81,378.37,353.73,360.17,396.97,375.47,388.41,376.61,389.38,393.33,374.57,378.01,399.52,383.63,389.73,386.22,384.62,386.27,372.43,370.24,370.14,368.57,372.47,363.90,362.98,353.02,358.58,359.97,354.85,355.91,354.21,351.40,351.30,349.68,357.39,351.17,345.59,348.58,374.28,385.92,359.22,348.26,346.53,361.93,265.34,282.05,285.90,288.71,306.37,301.53,300.57,287.63,289.29,296.74,312.50,328.62,327.30,331.23,334.98,364.02,373.48,356.25,361.80,332.84,353.72,348.14,322.96,352.65,343.65,357.72,468.79,378.37,417.06,336.83,331.79,297.80,317.50,310.53,296.40,297.50,302.75,303.80,324.67,323.01,288.03,274.60,293.38,359.89,338.31,346.96,321.57,287.70,239.80,203.64,228.58,223.03,256.91,270.64,283.52,492.06
2001-11-01 22:15:17.839000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.93,516.97,506.60,504.04,492.00,493.40,494.38,490.60,488.24,486.87,485.06,484.04,478.44,477.48,476.20,463.73,460.14,448.54,433.29,424.90,413.67,411.89,407.03,400.26,390.28,382.84,372.93,362.09,358.91,343.09,339.45,334.85,328.36,321.54,319.49,316.30,313.45,304.47,252.01,251.62,285.76,287.86,284.03,292.90,280.03,267.98,320.44,254.13,231.78,421.64,304.14,295.52,202.14,195.12,502.31,380.71,367.90,320.81,228.40,531.69,451.93,356.95,263.86,212.07,343.26,313.93,238.01,234.07,352.66,257.01,,348.47,,266.68,268.02,261.75,255.71,235.04,230.41,213.98,215.48,200.85,191.28,189.02,180.39,168.90,173.61,171.00,476.40,437.00,291.73,417.28,422.59,255.58,349.58,404.67,249.80,225.28,211.69,214.35,198.74,
2001-11-26 22:09:21.320000,L7,,,,,,,,,,,,,,,,,,521.62,486.22,487.19,479.34,476.69,471.81,469.16,468.81,469.73,460.60,456.85,450.61,451.93,444.29,447.16,437.87,445.44,441.59,434.81,431.37,416.11,412.13,408.01,402.18,411.91,422.26,425.94,431.44,435.94,438.87,447.64,444.41,445.37,445.94,450.78,450.59,441.05,437.63,434.57,433.72,414.78,408.05,410.49,407.35,406.08,402.71,391.10,400.25,396.96,392.46,391.25,389.82,395.08,390.34,397.41,405.41,407.05,424.71,424.70,420.25,427.03,427.53,431.55,431.12,426.00,427.17,347.40,344.65,347.19,359.01,354.80,351.58,355.53,362.93,408.54,350.94,357.29,368.26,373.88,383.12,392.48,407.76,417.57,415.50,416.80,406.82,399.09,395.26,372.64,393.93,402.63,396.21,,421.99,418.53,418.03,415.82,413.68,409.19,347.21,360.69,357.70,340.66,396.35,394.60,399.17,388.46,395.25,385.74,384.17,372.69,369.85,370.20,365.79,362.85,388.93,396.39,384.64,380.60,344.45,352.69,
2001-12-19 22:15:37.819000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.09,516.79,510.04,507.38,496.92,477.38,243.78,233.24,230.34,229.33,238.43,230.81,256.13,239.01,240.49,237.00,245.46,220.65,213.86,217.63,224.37,232.13,241.80,242.22,226.67,217.27,209.57,206.80,191.15,189.14,193.26,194.49,,467.93,466.21,448.14,441.93,429.37,431.94,411.49,398.85,399.19,395.12,384.61,381.11,372.94,368.47,366.05,352.53,341.11,337.53,335.75,327.71,315.47,306.63,302.50,300.74,318.06,275.78,269.66,262.37,
2002-02-14 22:09:41.178000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.37,394.66,518.82,405.89,,,,,,,,,,,,,,,,,523.22,507.93,515.22,509.24,512.07,484.45,509.05,495.75,506.57,498.79,506.76,507.40,483.61,412.17,361.28,391.04,505.81,504.66,378.91,390.26,392.93,395.31,395.38,391.89,391.95,386.56,462.58,,317.14,325.19,331.06,313.44,326.18,,,,,,,,,,,,,,395.44,495.10,420.18,492.73,498.01,372.18,,391.81,391.72,,,405.98,373.67,249.39,462.10,460.78,471.51,419.24,386.23,409.78,406.41,463.73,447.88,353.84,472.86,468.98,,,,,,,451.07,435.11,441.05,
2002-03-25 22:15:47.156000,L7,316.26,470.69,473.80,453.03,491.33,436.98,300.95,,,,385.70,381.11,346.49,296.49,,,,,228.74,300.96,297.90,277.82,400.54,,,,,,,,,,,,,345.61,332.06,399.15,419.92,354.28,228.36,210.54,,,,,,186.62,161.74,320.99,338.39,479.92,471.06,461.35,452.25,440.58,423.72,488.92,494.11,478.02,461.36,459.54,375.88,391.41,501.49,,,520.00,457.71,510.83,449.84,438.87,439.67,306.65,309.08,311.05,303.54,301.33,321.67,309.54,284.51,361.48,470.50,,,,,,,,,,,,,,,,,,,,,,,,,366.28,364.06,352.27,319.27,502.58,255.98,230.33,367.96,421.98,385.36,451.60,371.12,302.16,259.07,268.33,258.44,,,,,,,,,,,,,,,,502.68
2002-07-31 22:15:11.713000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.66,496.31,498.20,505.42,478.65,497.43,479.40,492.89,496.39,509.01,500.07,497.45,458.38,467.68,447.66,445.33,419.86,407.43,394.69,451.29,388.47,374.81,371.66,363.54,358.28,338.36,344.35,343.00,329.57,387.19,388.14,350.62,310.84,318.18,356.69,304.21,310.71,290.65,299.60,284.48,279.72,271.85,266.88,317.73,270.61,334.77,356.60,332.18,,,303.24,308.23,365.06,377.21,361.40,343.21,291.09,321.95,272.60,328.34,299.33,306.92,340.23,326.67,306.18,290.35,,,,,253.39,232.62,234.31,223.38,224.51,213.41,230.83,196.81,195.79,181.57,173.53,414.35,478.92,436.18,434.17,,,,,,,,,349.86,338.29,320.21,358.75,347.09,
2002-10-03 22:14:41.164000,L7,,208.34,262.91,221.32,,,,,,,,,,486.15,437.11,503.26,476.46,441.42,390.72,409.44,429.19,405.71,470.04,,,368.58,357.62,331.15,271.90,271.83,329.21,364.96,,,,,,,363.65,380.57,358.53,330.57,320.29,292.36,268.63,319.80,362.65,348.55,357.77,270.14,184.76,348.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.35
