dates,satname,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0022,nzd0016-0023,nzd0016-0021,nzd0016-0055,nzd0016-0056,nzd0016-0057
2024-01-10 22:17:52.010000,L9,397.52,419.64,410.01,397.12,390.41,389.14,375.66,339.12,341.71,380.35,370.50,332.16,325.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-18 22:17:42.241000,L8,397.37,422.32,411.79,402.99,394.40,393.10,382.30,375.84,349.71,381.65,374.18,344.10,366.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-03 22:17:41.059000,L8,399.32,421.30,410.94,393.76,390.35,390.10,377.43,357.38,344.25,380.85,371.31,334.28,363.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11 22:17:53.113000,L9,395.51,420.04,410.07,392.11,389.14,388.64,372.09,316.92,341.92,378.27,370.00,331.26,336.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19 22:17:39.652000,L8,394.43,418.70,408.75,392.60,388.33,388.11,371.21,338.21,343.00,376.64,369.00,332.01,359.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30 22:17:36.478000,L9,394.47,415.34,409.30,390.77,383.94,378.38,355.43,363.15,348.42,385.53,372.18,343.71,334.94,323.77,376.60,371.25,335.08,362.36,368.39,346.33,371.86,367.32,364.22,366.07,361.91,364.73,370.89,365.50,375.94,350.41,337.62,,,,,,,,,,353.01,328.42,315.46,334.43,335.94,,,,,,,,321.67,326.56,372.50,,,
2024-04-15 22:17:28.257000,L9,400.21,424.20,413.04,403.95,395.07,394.01,382.53,365.14,347.23,387.67,375.48,337.48,369.43,375.58,326.06,320.02,298.95,357.76,316.75,333.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23 22:17:03.194000,L8,397.11,419.22,408.77,396.86,389.63,389.69,375.40,342.13,344.11,378.25,370.50,333.73,361.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01 22:17:11.831000,L9,397.75,421.04,411.67,398.54,391.97,392.45,379.64,363.86,342.50,382.87,373.50,339.51,368.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 22:16:51.826000,L8,393.46,417.62,409.31,393.66,385.01,384.75,366.54,336.66,339.15,375.42,369.98,334.27,364.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17 22:17:03.987000,L9,401.11,420.24,411.08,397.22,394.27,397.57,384.51,373.07,353.07,392.84,379.51,346.02,374.04,380.96,385.86,371.47,359.09,355.45,363.22,353.89,332.36,316.64,363.35,365.97,355.95,362.44,364.19,359.59,,,,,,,,,,,,,352.14,334.27,314.55,342.39,337.88,334.68,,,325.51,335.96,352.49,354.35,317.82,,347.88,341.44,,
2024-06-18 22:16:43.968000,L9,399.43,423.43,413.07,405.55,396.31,398.88,388.38,380.04,344.14,393.61,381.11,348.62,374.53,379.21,386.04,369.31,354.65,359.74,365.89,364.87,367.10,364.83,358.93,357.52,355.66,360.18,366.41,365.45,358.78,340.91,,,,,,,,,,,,,,,,,,,,,,,324.82,355.29,372.74,,,
2024-06-26 22:16:52.651000,L8,395.83,418.72,410.34,400.14,389.63,394.26,376.51,342.68,342.94,380.14,374.48,335.42,366.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12 22:17:00.992000,L8,394.64,419.65,411.06,397.11,391.49,395.32,380.43,372.18,342.86,386.17,373.64,338.10,371.82,374.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05 22:17:06.640000,L9,403.10,423.54,417.44,409.50,398.71,403.39,388.27,378.37,363.86,397.29,386.82,347.78,375.78,377.83,383.69,369.15,362.51,364.51,362.53,364.24,363.78,357.32,357.04,363.04,355.73,345.93,,,,,,,,,,,,,,,,,,,,,,,,,,,358.80,347.42,354.71,,,
2024-08-21 22:17:19.711000,L9,392.16,417.43,409.16,394.86,386.77,390.78,366.81,346.59,339.10,378.56,371.17,333.40,329.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29 22:17:21.978000,L8,399.27,420.57,411.95,402.12,391.35,397.09,380.97,366.17,343.61,388.09,377.78,337.08,371.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22 22:17:21.161000,L9,401.57,425.75,418.90,404.62,,,,,398.64,367.29,389.09,349.50,383.30,377.60,378.65,374.38,331.62,,,,,,,,,,,348.01,400.34,348.71,327.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01 22:17:31.195000,L8,395.93,418.97,409.32,393.12,390.38,391.06,372.33,352.30,340.95,380.15,370.81,333.38,363.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:17:38.841000,L8,396.22,419.51,408.74,397.32,389.18,389.05,370.49,350.29,342.20,377.12,370.23,331.74,356.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 22:17:45.212000,L8,394.90,416.91,407.59,392.99,388.36,389.39,371.44,350.39,342.36,381.24,370.45,332.17,355.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 22:17:45.559000,L9,396.46,418.35,409.20,393.01,389.35,389.94,373.85,350.50,337.85,374.62,369.17,334.07,361.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28 22:17:42.532000,L9,363.11,,,373.62,388.16,368.77,377.19,,315.34,373.16,372.68,332.02,361.93,326.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05 22:17:39.822000,L8,446.38,450.70,412.00,396.69,393.87,397.78,382.24,375.10,346.55,387.72,374.43,338.53,371.10,369.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 22:17:39.455000,L9,400.07,422.62,412.00,399.37,392.69,390.61,377.66,355.46,341.84,378.03,370.92,335.99,361.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,399.57,420.67,410.52,400.03,392.21,393.53,380.55,357.34,342.02,385.61,372.82,334.56,367.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:17:16.100000,L8,397.32,418.73,410.12,394.73,390.20,393.57,380.21,360.44,340.25,385.21,372.34,336.40,369.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04 22:17:17.676000,L9,394.64,420.26,409.49,394.74,390.88,390.96,374.26,352.31,339.48,378.96,369.73,332.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 22:16:59.753000,L8,393.80,416.60,408.10,394.68,387.63,387.67,372.56,348.47,335.46,375.08,367.53,330.80,361.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 22:17:06.544000,L9,397.33,419.93,410.18,397.54,391.77,394.39,381.29,367.98,343.41,379.86,373.95,335.20,370.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 22:17:00.261000,L9,403.29,422.89,413.02,401.45,395.76,399.23,385.94,373.54,347.35,396.01,375.01,337.68,383.02,378.04,382.59,365.72,,,,,340.23,363.74,356.27,361.49,354.62,362.65,366.27,359.89,352.50,351.79,361.83,352.45,322.66,,,324.27,342.90,359.01,363.75,358.62,349.52,313.69,315.40,340.49,338.49,337.20,321.09,317.66,330.03,342.65,350.98,357.07,319.81,322.90,345.89,369.44,402.66,
2025-06-21 22:17:14.951000,L9,400.38,420.41,412.22,398.39,392.61,397.84,383.97,374.30,343.44,386.46,375.01,338.76,372.21,374.88,363.19,365.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23 22:17:27.519000,L9,397.37,419.95,409.57,396.90,391.29,393.64,381.83,356.46,342.12,392.71,374.00,333.67,369.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.46,326.64,,,,330.97,,
2025-07-31 22:17:29.909000,L8,396.17,419.09,410.40,394.66,389.53,377.09,371.29,346.28,341.18,386.32,372.88,334.64,364.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08 22:17:36.495000,L9,396.11,416.79,408.41,395.89,389.08,390.74,371.48,348.02,342.86,386.85,377.18,334.79,369.93,375.39,379.08,366.63,327.56,351.14,,,,320.77,355.94,356.67,353.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.95,,,,
2025-08-16 22:17:38.702000,L8,403.18,425.08,413.00,406.47,396.86,400.67,379.87,373.68,344.35,379.92,385.85,338.72,365.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-24 22:17:43.028000,L9,399.78,420.87,413.47,400.93,391.32,394.45,383.99,371.74,341.41,376.36,372.26,332.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 22:17:49.249000,L8,257.63,312.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-19 22:17:50.450000,L8,395.05,417.23,409.00,397.36,389.19,393.25,376.71,364.62,342.89,382.24,373.22,331.89,363.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 22:17:53.875000,L8,393.78,417.70,408.04,395.54,389.24,391.14,375.48,352.90,340.56,380.06,371.40,330.82,357.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
