dates,satname,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0022,nzd0016-0023,nzd0016-0021,nzd0016-0055,nzd0016-0056,nzd0016-0057
2002-06-22 22:06:03.573000,L7,,439.60,412.40,407.45,383.74,387.76,377.37,356.28,343.50,370.60,368.11,393.98,,,,,,,,,,,350.28,427.96,374.03,407.26,424.48,383.52,322.06,354.73,,,,,,,,,,,,413.12,409.34,407.29,399.43,410.12,,,,,,,,,,,,
2002-07-24 22:05:50.655000,L7,456.77,450.88,410.91,395.64,385.17,384.85,377.18,351.41,340.30,372.25,371.42,339.56,,,,,,,,,,406.83,413.46,409.04,403.75,420.74,,,,,,,,,374.91,407.58,404.37,404.36,426.50,,425.15,412.59,404.60,395.36,395.39,401.05,372.01,365.95,371.08,407.30,400.50,400.72,410.22,398.86,,393.70,377.04,376.23
2002-08-09 22:05:46.029000,L7,,,,,,,,415.69,337.44,374.17,366.27,337.36,360.48,402.22,402.93,403.44,394.49,387.38,396.13,404.54,414.75,410.99,411.58,413.21,403.63,407.39,410.99,398.68,404.94,401.88,403.07,405.59,394.95,392.77,,390.74,399.62,412.70,409.45,411.56,413.37,377.92,392.37,,,,,,,,,,409.08,409.02,423.79,,,
2002-10-28 22:05:22.323000,L7,454.63,447.19,402.09,391.24,382.36,388.74,359.94,339.94,307.87,348.56,354.67,316.97,,,,,,,,,,418.79,407.03,408.97,406.99,415.69,419.38,405.29,412.17,410.29,412.55,419.43,419.32,416.16,419.05,419.60,426.41,,,,,,397.26,396.08,398.62,395.03,385.71,372.61,384.29,408.45,422.25,421.49,,,,425.74,423.45,408.75
2002-11-13 22:05:30.425000,L7,455.97,454.45,398.97,393.90,381.03,377.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.70,406.53,412.05,394.23,,382.98,405.26,,,,401.12,398.88,406.43
2002-12-31 22:05:56.221000,L7,459.71,455.99,408.17,393.08,381.86,377.85,360.36,320.02,303.74,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16 22:06:02.914000,L7,459.36,418.91,407.92,393.80,382.57,373.09,359.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.11,399.53,398.77,392.10,385.72,380.50,387.31,438.93,422.21,418.76,,,,408.77,408.18,385.86
2003-04-06 22:06:21.012000,L7,454.64,446.16,410.88,395.59,385.38,386.92,374.36,355.98,398.83,378.64,367.76,324.53,358.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.47,406.15,407.33,408.06,402.18,388.35,373.51,383.72,415.19,403.71,404.96,406.78,,,,389.05,379.94,362.13
2003-05-08 22:06:20.773000,L7,,,414.51,410.13,384.86,387.19,373.68,363.06,358.15,375.49,417.67,403.60,413.28,406.89,390.62,405.04,386.27,397.71,389.99,401.57,409.93,403.15,417.22,407.89,380.97,399.76,413.12,408.52,406.03,,390.90,386.94,391.98,401.23,394.14,385.08,306.23,,,,,,,418.42,408.17,386.58,384.74,419.77,411.88,420.59,415.82,418.51,403.99,395.86,422.67,375.44,,
2003-05-24 22:06:17.162000,L7,460.13,457.53,411.71,397.80,383.68,386.87,375.57,353.67,344.18,378.30,371.21,339.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.37,406.28,393.26,385.17,378.27,389.33,410.22,429.52,406.82,,,,423.39,396.29,378.59
2004-05-18 21:58:14.785000,L5,428.66,443.19,,426.56,410.70,403.19,387.82,374.65,346.40,375.76,370.72,351.86,359.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-06 22:00:22.463000,L5,422.27,439.90,409.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-13 22:03:41.143000,L5,421.08,428.56,414.62,405.88,392.15,387.99,388.45,371.48,350.30,377.77,382.26,354.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-14 22:04:09.465000,L5,436.46,451.31,,,423.12,408.10,380.86,356.44,341.93,360.83,359.77,337.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-03 22:04:40.528000,L5,432.90,439.55,417.96,413.16,399.94,388.19,371.12,356.50,349.38,371.29,348.77,356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-19 22:04:43.597000,L5,,,,422.11,409.84,402.15,398.37,369.45,354.19,378.07,380.30,343.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-25 22:05:41.221000,L5,431.14,443.92,424.48,411.13,344.00,332.77,341.79,339.30,312.97,,,,,,,,,,,338.92,296.11,343.91,,,,,348.82,358.26,358.57,346.20,330.71,,,,,,,,,,,,,,,,306.31,320.35,321.76,339.65,312.26,352.13,340.78,333.05,365.61,336.55,318.32,319.87
2005-09-26 22:05:42.687000,L5,,,,419.46,392.62,388.75,382.55,361.80,347.27,371.59,376.19,356.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-13 22:05:57.059000,L5,,,,,,,320.99,394.96,361.90,388.64,390.10,360.87,356.24,351.05,334.16,338.47,340.15,354.09,356.04,352.93,350.97,338.86,346.50,340.64,339.71,347.30,356.47,356.88,356.89,348.03,346.87,,,,,,,,,,,,,,,,,,,,,,338.32,327.95,374.23,,,
2006-02-17 22:08:11.136000,L5,427.20,438.06,427.53,414.44,405.84,393.13,380.76,358.25,338.16,363.29,357.71,343.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-06 22:09:08.139000,L5,397.55,422.26,402.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-08 22:09:38.251000,L5,429.22,445.92,,421.22,407.64,400.02,388.37,379.95,350.79,375.38,371.73,354.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-25 22:10:20.606000,L5,430.44,446.83,,425.29,408.99,397.43,391.26,375.50,353.12,377.50,377.78,348.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-12 22:10:59.603000,L5,433.66,444.24,,422.22,409.43,407.23,389.15,374.87,358.96,384.36,382.61,356.16,356.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-13 22:11:23.474000,L5,,,,,407.97,411.15,400.65,381.66,369.93,401.26,397.86,370.61,379.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-29 22:11:34.525000,L5,426.97,445.34,,424.38,412.84,406.82,403.45,385.03,354.24,382.71,377.07,357.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-02 22:12:34.352000,L5,369.40,387.22,371.18,360.05,355.94,352.10,341.62,312.44,307.64,343.21,323.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-03 22:12:49.248000,L5,342.69,361.58,348.80,341.26,319.69,321.94,309.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-19 22:12:30.924000,L5,353.73,382.82,374.22,321.42,325.29,,,413.60,391.33,416.15,410.46,377.71,296.18,,366.80,374.30,366.60,348.08,346.83,358.88,399.33,383.99,387.01,396.05,395.45,401.07,414.27,400.15,396.66,382.96,331.85,,,,,,,383.03,381.38,385.75,353.39,,,,,,,,,,,,387.03,380.90,399.17,,,
2007-10-02 22:10:31.289000,L5,425.94,450.49,,426.93,416.96,406.78,400.01,376.58,357.19,378.48,374.60,347.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-21 22:01:05.982000,L5,423.70,440.36,428.19,416.74,406.16,399.39,387.47,366.68,356.60,375.22,366.15,345.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:02:55.057000,L5,430.92,448.78,422.81,416.58,399.94,399.43,382.61,364.21,360.47,364.67,378.88,352.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27 22:08:26.527000,L5,428.47,443.66,429.72,412.25,402.60,393.84,381.26,359.23,346.34,353.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12 22:08:30.110000,L5,369.98,423.46,390.08,399.92,409.44,407.76,405.34,388.77,369.49,382.61,365.90,370.67,366.91,,329.66,346.48,309.82,351.28,345.19,334.65,,338.75,350.71,352.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.60,323.10,351.76,,,
2010-11-27 22:07:24.215000,L5,,,,423.55,408.47,395.98,380.69,371.92,350.62,372.37,369.64,362.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14 22:07:31.728000,L5,427.45,443.15,,416.64,406.66,401.22,385.13,372.07,356.99,367.67,366.07,353.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15 22:07:34.670000,L5,421.22,445.82,,422.85,417.31,414.03,382.59,357.83,342.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-11 22:06:09.236000,L5,428.93,444.44,,420.21,406.98,403.70,386.03,370.82,352.32,379.04,382.08,354.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25 22:19:21.025000,L8,405.33,423.85,410.34,396.03,389.51,388.43,374.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11 22:19:31.249000,L8,400.41,420.40,407.21,394.48,387.41,388.09,372.30,313.37,338.39,380.04,370.58,323.60,366.30,,,,,,,,,363.43,358.87,361.66,355.87,368.21,327.73,349.32,360.34,331.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28 22:19:33.252000,L8,408.15,422.90,411.28,403.48,388.64,390.76,380.08,349.57,342.60,383.26,375.13,330.14,370.56,349.91,,,343.19,355.55,362.77,361.89,346.41,369.54,364.35,364.82,363.70,375.92,377.78,364.98,363.02,360.27,364.25,360.39,355.68,,,,,,,,,,,,,,,,,,,,323.25,,376.30,,,
2013-07-14 22:19:34.707000,L8,410.39,425.68,411.90,398.70,391.46,392.36,381.54,369.19,346.13,383.62,375.16,335.81,369.64,351.72,376.89,366.04,338.22,355.72,360.86,361.55,346.46,367.80,364.64,365.39,364.95,375.84,374.80,366.73,364.02,369.20,360.91,360.09,355.84,,,,,,,,,311.02,311.53,358.03,349.52,348.12,,,,,,,321.33,358.95,375.87,,,
2013-08-31 22:19:38.558000,L8,401.38,421.95,409.61,395.39,386.58,388.41,375.05,342.01,337.46,380.22,372.35,328.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.16,331.93,,,,335.42,,
2013-10-02 22:19:28.820000,L8,410.64,429.03,415.60,401.75,394.17,395.32,385.06,373.23,349.15,388.57,383.77,354.12,369.99,363.31,378.22,369.36,350.75,349.23,,,,,,,,,,,,,,,,,,,,,,,,342.60,322.70,351.94,349.81,350.92,326.52,327.70,333.84,352.59,358.72,352.99,,,,351.68,344.29,334.71
2013-10-18 22:19:25.762000,L8,400.54,417.65,405.70,393.58,384.76,385.94,368.44,311.72,336.59,375.26,368.89,325.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06 22:18:54.881000,L8,344.05,350.07,388.16,356.10,368.24,384.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07 22:18:33.391000,L8,438.92,445.49,409.14,394.76,389.35,382.10,377.54,351.77,340.13,378.10,,,,,,,,,,,,363.72,356.82,359.52,356.29,362.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.10,,,,
2014-02-23 22:18:20.398000,L8,439.07,444.88,406.48,393.84,386.58,387.05,373.22,355.01,338.02,377.91,369.33,325.80,358.98,323.24,,325.88,327.73,347.95,343.61,337.43,,368.27,363.40,363.27,357.19,,368.77,349.02,353.03,326.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27 22:17:50.001000,L8,439.62,456.92,407.14,398.00,389.22,387.35,374.33,355.40,340.75,378.66,369.83,325.14,361.11,,,,323.40,350.57,359.30,,,365.21,360.15,364.42,360.65,365.64,,,,,,,,,,,,,,,,,,,,,,,,,344.50,326.79,,,,,,
2014-04-12 22:17:37.464000,L8,396.07,421.48,408.79,396.43,389.84,389.95,375.86,354.17,341.47,378.97,372.10,324.03,366.13,328.77,,306.08,327.79,352.66,319.87,,,322.87,362.15,362.54,335.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-14 22:17:08.923000,L8,394.26,419.33,409.38,396.65,384.07,,,338.26,343.38,355.29,368.39,333.96,366.40,,,,,,,,,331.22,354.31,360.62,356.11,,322.70,341.60,342.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,398.71,419.60,411.52,400.49,387.31,389.10,377.65,355.47,342.19,378.33,371.62,333.26,369.38,,,,,,,,,365.06,357.90,360.30,359.23,345.93,355.08,347.33,342.69,339.45,,,,,,,,,,,,,,,,,,,328.16,345.23,351.50,343.80,,,,346.14,,
2014-07-17 22:17:28.260000,L8,397.46,417.89,409.00,401.54,383.56,387.27,375.76,352.58,325.08,375.00,368.28,321.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19 22:17:42.798000,L8,398.30,421.34,412.34,399.73,390.87,390.85,378.78,364.22,339.31,377.56,370.69,328.78,355.91,,,,,,,,,335.95,342.70,351.20,352.67,365.08,348.72,340.90,355.07,346.29,324.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25 22:17:32.812000,L8,395.27,419.14,406.98,392.06,381.03,386.97,372.00,314.96,325.71,372.10,366.42,320.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26 22:17:23.009000,L8,394.57,416.60,407.02,394.06,386.03,385.43,371.49,311.67,325.64,345.30,364.87,322.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02 22:16:44.532000,L8,,,,,353.85,387.03,377.03,362.46,306.89,377.89,366.14,323.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20 22:17:10.706000,L8,397.90,423.83,411.85,397.56,393.03,391.39,382.72,371.23,342.21,380.69,375.06,342.76,377.59,374.47,387.23,372.18,354.76,357.42,366.02,365.31,374.99,367.78,368.11,369.00,368.65,377.64,378.08,373.06,373.72,375.39,366.64,360.25,361.59,324.89,,327.60,352.85,359.54,374.14,367.95,374.74,356.51,353.22,351.44,349.04,341.69,,,,,358.27,353.99,322.58,359.61,377.13,355.77,344.93,336.47
2015-08-05 22:17:13.094000,L8,391.68,419.69,409.05,394.17,387.33,388.22,377.35,312.66,336.05,377.17,371.18,327.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08 22:17:36.852000,L8,397.67,421.98,408.08,402.89,376.37,385.03,372.62,351.24,309.35,377.15,366.91,341.37,362.58,327.89,384.74,366.78,344.28,353.91,368.56,373.14,375.74,376.21,369.17,371.46,366.46,369.08,366.81,362.89,371.14,360.58,365.05,314.71,353.64,330.14,338.09,325.93,345.39,363.51,360.43,348.74,368.41,345.58,315.40,,,,318.47,325.76,336.38,344.91,354.37,356.21,328.28,360.46,381.06,354.43,346.04,
2015-10-24 22:17:40.820000,L8,451.75,449.06,412.08,396.69,396.20,392.67,382.18,371.43,345.77,384.53,374.10,338.04,373.97,372.26,384.15,372.25,345.37,350.55,361.02,366.29,375.45,368.58,359.65,364.39,363.70,370.19,371.26,363.38,363.63,361.63,357.39,358.88,359.39,330.89,,323.75,334.48,357.37,362.48,311.30,370.58,315.42,316.43,351.25,348.99,,,,,,,,320.66,319.91,379.33,,,
2015-12-11 22:17:42.627000,L8,396.89,419.45,408.97,394.88,390.49,390.01,377.62,368.15,342.68,381.12,371.62,329.92,359.35,326.88,,,325.68,320.06,338.12,332.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27 22:17:43.409000,L8,396.30,420.63,409.52,393.93,391.72,391.19,379.08,369.85,342.13,380.69,372.47,328.52,362.33,329.50,,295.72,332.34,350.63,322.57,331.76,339.62,365.46,362.12,367.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.75,317.95,340.12,,,
