dates,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0003,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0015,nzd0267-0016,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0021,nzd0267-0022
2022-07-03 21:53:56+00:00,233.12,,171.9,152.98333333333332,177.31142857142854,214.03428571428572,238.9042857142857,262.7857142857143,258.56666666666666,256.486,270.6983333333333,256.01800000000003,252.498,274.31,275.67199999999997,262.14199999999994,267.225,268.87399999999997,247.398,226.72600000000003,210.265,235.82,274.3125
2022-08-04 21:54:10+00:00,233.12,,171.9,152.98333333333332,177.32285714285715,219.60833333333332,241.515,264.31333333333333,260.365,258.902,267.908,256.122,251.958,273.448,274.1975,259.51249999999993,270.1825,271.15,249.35,227.292,212.10750000000002,238.4466666666667,276.4066666666667
2022-08-20 21:54:17+00:00,233.12,,171.9,152.98333333333332,177.32285714285715,221.1885714285714,241.12999999999997,263.99571428571426,259.93285714285713,258.97499999999997,267.6666666666667,255.6916666666667,250.23333333333335,273.0783333333333,273.36800000000005,260.34,270.914,270.96166666666664,248.90666666666667,226.74333333333334,211.286,236.37,275.43
2022-10-23 21:54:31+00:00,,,,150.42,170.51999999999998,219.78166666666667,239.47666666666666,262.62833333333333,257.61499999999995,259.89666666666665,267.9316666666667,255.3983333333333,249.37666666666667,272.6766666666667,273.558,261.69999999999993,272.81,271.73333333333335,249.30499999999998,226.63833333333332,207.55599999999998,233.39749999999998,275.67333333333335
2022-10-31 21:54:43+00:00,,,,149.7,171.30599999999998,219.98333333333335,239.74666666666667,263.07666666666665,257.81,260.64166666666665,268.38,255.17333333333332,248.68500000000003,271.035,275.21000000000004,263.7416666666666,274.9766666666667,271.69666666666666,248.95166666666668,226.73499999999999,209.0633333333333,234.07599999999996,275.67333333333335
2022-11-24 21:54:31+00:00,,,,149.7,171.30599999999998,219.46142857142857,239.75571428571428,262.8228571428571,256.84,260.01,268.0642857142857,255.25142857142856,248.35142857142858,270.4557142857143,274.1614285714286,262.7542857142857,274.69714285714286,271.59285714285716,248.50571428571428,226.27714285714288,208.35999999999999,232.64666666666665,273.735
2023-01-19 21:54:22+00:00,,,,149.7,173.57666666666668,217.48833333333332,238.765,262.4216666666667,256.41999999999996,258.78833333333336,267.445,256.37333333333333,248.335,269.62333333333333,272.2416666666667,263.2633333333333,275.7816666666667,271.19,248.53,225.93333333333337,207.28166666666667,228.70999999999998,266.34000000000003
2023-02-04 21:54:26+00:00,,,,149.7,174.53,214.02,237.13833333333332,261.40000000000003,254.96,257.1483333333333,265.995,255.96666666666667,247.27166666666668,268.4166666666667,270.6416666666667,262.43833333333333,273.9816666666666,269.25500000000005,247.47166666666666,225.3216666666667,206.51166666666666,228.548,264.51250000000005
2023-02-20 21:54:13+00:00,,,,149.7,175.1825,210.5233333333333,237.23666666666668,261.48999999999995,254.81166666666664,256.74333333333334,266.335,257.1116666666667,249.85666666666665,268.07166666666666,271.2416666666667,262.8066666666667,274.38,269.7766666666667,247.71,226.18166666666664,207.92333333333332,228.15,264.9225
2023-02-28 21:54:20+00:00,,,,149.7,175.1825,214.31285714285715,237.23666666666668,261.48999999999995,254.81166666666664,256.74333333333334,266.335,257.1116666666667,249.85666666666665,268.07166666666666,271.2416666666667,262.8066666666667,274.38,269.7766666666667,247.71,226.18166666666664,207.92333333333332,228.15,264.9225
2023-05-11 21:53:22+00:00,271.2,,,154.09,177.46,213.33200000000002,235.69750000000002,260.195,252.38,253.53250000000003,264.9575,256.07500000000005,248.24499999999998,267.015,268.81499999999994,259.475,271.345,266.96500000000003,245.85750000000002,224.48749999999998,210.0375,226.70000000000002,264.9225
2023-05-27 21:53:23+00:00,271.2,,,154.09,175.73749999999998,214.68400000000003,236.4325,261.2275,254.66750000000002,255.2425,266.97249999999997,256.1925,247.89499999999998,268.735,270.1975,260.4675,270.805,266.84000000000003,246.3475,224.8275,210.79,229.935,266.22
2023-07-14 21:53:46+00:00,271.2,,,154.09,175.04199999999997,216.3466666666667,238.07,261.86,255.57,256.764,268.694,256.576,252.086,273.64,270.1975,260.4675,273.554,269.488,252.712,225.71999999999997,211.17,236.41,266.22
2023-07-30 21:53:54+00:00,271.2,,,154.09,175.41333333333333,220.89833333333334,241.748,264.452,258.43,261.65,272.21000000000004,258.52799999999996,257.23199999999997,275.35499999999996,271.56666666666666,261.83666666666664,280.37,276.004,254.8125,228.964,211.89999999999998,239.9325,268.76000000000005
2023-08-31 21:54:04+00:00,271.2,,,154.09,175.828,225.555,245.92749999999998,267.5325,261.71000000000004,267.125,276.4225,259.5075,261.8825,281.29,275.945,260.8,285.72749999999996,282.98,263.63000000000005,229.9875,211.46,241.5225,277.81
2023-10-18 21:54:12+00:00,271.2,,,154.09,175.07166666666663,223.796,245.33199999999997,267.004,261.12800000000004,266.242,274.858,259.08000000000004,259.52599999999995,278.58,274.88,263.8499999999999,284.522,282.23400000000004,259.7425,228.868,210.9075,238.436,275.81
2023-11-11 21:54:15+00:00,,,,,173.54666666666665,223.38,245.4333333333333,266.8233333333333,261.2766666666667,266.3566666666667,274.3966666666667,260.2633333333333,259.87666666666667,278.546,276.4525,270.71,285.2383333333333,282.8283333333333,260.12,228.868,212.6,238.38833333333332,275.81
2023-11-27 21:54:23+00:00,,,,,172.63833333333332,222.025,245.20666666666668,266.22499999999997,260.42833333333334,265.665,273.0683333333333,260.185,260.17,278.082,275.5425,272.68333333333334,286.43666666666667,283.9216666666667,260.122,228.67999999999998,212.48000000000002,238.59333333333333,274.8433333333333
2023-12-13 21:54:22+00:00,,,,,173.02857142857144,220.70000000000002,244.47714285714284,265.5385714285714,259.8357142857143,264.49142857142857,272.2042857142857,259.65857142857146,258.4971428571429,276.6083333333333,274.514,271.1525,285.49,283.05571428571426,258.77000000000004,228.4483333333333,211.6833333333333,237.5842857142857,275.205
2024-01-06 21:54:09+00:00,,,,,173.3875,219.99,244.06625,265.19375,259.54499999999996,264.0525,271.98125,260.24375,257.79125,275.8171428571428,274.56666666666666,269.822,284.17125,281.81125,257.43,228.56999999999996,212.03428571428572,236.79625,274.48
2024-02-07 21:54:10+00:00,,,,,172.77142857142857,217.06714285714287,242.32285714285715,263.9714285714286,258.09,261.61857142857144,269.35857142857145,260.0728571428571,253.03,272.4485714285714,273.90999999999997,268.4916666666666,279.4485714285714,278.7457142857143,253.19714285714284,226.26666666666665,212.03571428571428,231.78142857142853,273.5833333333333
2024-02-15 21:54:18+00:00,,,,,172.85500000000002,216.35,241.73375,263.48125,257.49375,260.655,268.94625,259.82625,252.09875,271.98375000000004,273.24375,267.4242857142857,278.02375,277.70625,252.16625,226.0742857142857,211.59125,231.415,273.14142857142855
2024-02-23 21:54:07+00:00,,,,,173.0366666666667,215.67555555555555,241.1988888888889,262.9533333333333,256.80555555555554,260.0022222222222,268.28222222222223,259.18,252.18555555555557,270.74444444444447,272.51444444444445,265.99,276.56444444444446,276.2911111111111,251.04555555555555,225.9175,210.89111111111112,230.3455555555555,271.97625
2024-04-03 21:54:04+00:00,,,,,172.59875000000002,214.465,240.55124999999998,262.13875,256.84666666666664,260.2988888888889,268.14000000000004,259.04125,250.76875,271.1311111111111,273.0922222222223,265.99,275.64125,274.61875,249.30999999999997,225.73,210.435,229.85625,270.4714285714286
2024-04-27 21:53:28+00:00,,,,,173.17624999999998,214.42375,240.2725,261.87,256.7788888888889,260.0177777777778,267.8933333333333,258.66625,250.57250000000002,270.9533333333333,273.18,265.3075,274.30625,273.53125,249.45875,226.09285714285716,210.42249999999999,230.505,270.2314285714286
2024-05-05 21:53:40+00:00,,,,,173.66666666666666,214.3122222222222,240.06888888888886,261.82222222222225,256.64300000000003,259.603,267.64099999999996,257.9177777777778,249.68555555555557,270.20099999999996,272.724,264.6633333333333,273.3544444444444,272.86555555555555,248.5677777777778,225.89125,210.01222222222222,229.9488888888889,268.8175
2024-05-29 21:53:06+00:00,248.6,241.91,,,174.93285714285716,217.20000000000002,241.5025,263.37125000000003,258.16555555555556,261.56777777777774,269.32222222222225,259.72875,248.4042857142857,269.0075,272.03875,261.54571428571427,270.4742857142857,272.62625,246.8114285714286,226.16857142857143,209.17,228.31285714285715,268.61857142857144
2024-06-14 21:53:11+00:00,248.6,241.91,,,175.01714285714283,218.8725,241.99375,264.16375,258.8511111111111,262.7111111111111,269.93222222222226,260.48375000000004,249.8942857142857,270.7625,272.27285714285716,260.71,268.91833333333335,272.94,248.03571428571428,225.98166666666668,209.415,233.23714285714286,267.34
2024-07-24 21:53:29+00:00,248.6,241.91,,149.96,174.88428571428568,219.94,242.10857142857142,264.3614285714286,259.01874999999995,264.0877777777778,270.77777777777777,261.04875,251.41285714285715,273.6475,273.56142857142856,263.26833333333326,267.714,274.3475,250.43714285714285,225.31800000000004,208.46999999999997,233.56333333333336,266.492
2024-09-02 21:53:56+00:00,248.6,241.91,,149.96,175.39600000000002,222.99833333333333,244.0,266.46,261.56166666666667,267.1257142857143,272.57428571428574,262.50666666666666,251.68800000000002,276.6816666666667,277.04200000000003,267.63,270.32,277.065,253.052,225.34666666666666,207.67333333333332,240.20499999999998,264.525
2024-10-04 21:53:56+00:00,248.6,241.91,,149.96,175.535,222.2957142857143,243.9766666666667,266.56166666666667,261.355,266.0128571428572,272.36,264.5057142857143,252.9283333333333,275.7083333333333,277.8,270.61199999999997,274.7925,277.1642857142857,252.90333333333334,227.3925,207.67333333333332,240.20499999999998,264.525
2024-10-12 21:54:03+00:00,248.6,241.91,,149.96,175.39285714285714,220.74375,242.93857142857146,265.7442857142857,260.57714285714286,264.79875000000004,271.44624999999996,263.48625,252.80285714285714,274.6228571428572,277.1816666666667,269.1033333333333,274.242,276.47375,252.07,226.712,207.1775,236.29000000000002,264.75
2024-10-20 21:54:09+00:00,248.6,241.91,,149.96,175.02,219.52444444444444,242.11625,265.2425,259.845,263.90777777777777,270.5777777777778,262.6066666666667,251.91,273.86,276.82,268.2114285714286,273.41,275.3977777777778,251.30124999999998,226.14333333333335,206.76399999999998,234.77999999999997,264.70000000000005
2025-02-09 21:54:06+00:00,,,,,173.676,210.25,237.42600000000002,261.87,255.81599999999997,257.168,265.42600000000004,260.532,249.416,269.06399999999996,275.548,266.53999999999996,274.166,270.658,247.458,225.68400000000003,206.8675,229.3125,264.87500000000006
2025-02-25 21:53:55+00:00,,,,,173.09166666666667,208.14166666666665,236.08,260.915,254.74666666666667,255.67833333333337,264.485,259.27833333333336,246.875,267.28833333333336,273.5833333333333,264.3933333333333,272.22666666666663,269.34833333333336,245.95833333333334,224.57000000000002,206.408,228.44,262.1133333333333
2025-03-13 21:53:52+00:00,,,,,173.08666666666667,206.93666666666664,235.25333333333333,260.73833333333334,254.5016666666667,255.3133333333333,263.77666666666664,258.83666666666664,245.9,266.15166666666664,272.3183333333333,262.31333333333333,270.80333333333334,268.7266666666667,245.17666666666665,225.01500000000001,208.142,227.484,263.02
2025-03-21 21:53:56+00:00,,,,,173.17857142857142,208.69,236.30857142857144,261.96285714285716,255.95000000000002,257.08,265.2214285714286,258.83666666666664,248.6042857142857,266.15166666666664,274.07428571428574,262.31333333333333,273.47999999999996,271.2371428571429,247.32285714285715,227.9414285714286,211.70833333333334,227.484,263.02
2025-04-06 21:53:55+00:00,,,,,172.3542857142857,207.30571428571426,234.86714285714285,260.8985714285715,254.7542857142857,256.0642857142857,263.70714285714286,255.02666666666667,245.91857142857143,264.575,271.11857142857144,258.03999999999996,270.4871428571429,269.81428571428575,246.15,226.56428571428572,211.41857142857143,227.41166666666666,261.916
