dates,satname,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0015,nzd0421-0051
2019-07-08 22:13:44.519000,L8,,,,,,,,281.37,300.98,287.73,284.11,282.88,300.42,278.32,259.58,,,,,,306.55,343.90,321.03,343.80,341.69,331.71,326.15,325.84,323.02,318.65,315.82,300.78,303.16,288.26,287.67,287.85,293.11,287.57,299.56,294.31,299.64,298.79,305.08,300.87,299.22,301.32,310.82,344.11,,,,
2019-07-17 22:07:34.929000,L8,,,,,,,,266.28,228.44,258.38,255.49,260.92,273.10,249.47,,,,,,,,,,,,,,304.63,320.63,318.63,,,,,,,,,,,,,,,,,,,,,,
2019-07-24 22:13:48.790000,L8,,,,,,,,218.88,246.97,266.60,252.89,251.42,261.66,238.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:41.830000,L8,,,,,,,,227.76,258.75,273.86,261.36,264.30,268.05,255.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.40,281.51,211.55,,,,,,
2019-08-18 22:07:47.079000,L8,297.33,314.01,333.42,304.09,295.18,311.14,340.53,,,,352.44,353.82,313.70,357.43,323.62,338.91,359.89,366.69,368.44,371.61,366.29,361.12,336.00,366.61,360.75,354.35,351.37,349.72,347.59,343.62,341.31,343.35,342.16,334.34,328.66,338.11,331.55,337.87,329.74,327.92,335.35,333.86,329.58,328.93,327.45,336.42,,384.46,373.55,364.24,313.31,357.88
2019-10-05 22:08:00.157000,L8,271.77,226.51,276.23,280.67,272.97,258.13,218.43,286.35,269.03,264.78,245.98,258.20,268.15,244.13,,,,,,,,,,,,,,,,,,,250.50,262.82,262.55,256.72,252.21,261.01,220.60,280.46,273.56,275.67,223.70,280.34,286.16,293.90,283.72,,,331.08,,331.00
2019-10-21 22:08:01.720000,L8,263.10,234.71,277.19,276.70,262.89,252.83,228.42,219.56,274.77,258.27,246.85,257.44,268.20,242.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.70,280.39,233.23,276.51,,,329.84,,335.60
2019-10-28 22:14:12.392000,L8,285.23,267.93,349.62,297.80,284.85,311.98,,,,355.45,341.84,312.89,294.34,303.64,280.83,312.31,354.10,350.74,352.94,352.77,323.71,331.82,327.93,357.98,354.42,347.65,366.06,355.27,345.15,343.41,325.90,318.51,313.42,297.56,303.35,293.41,321.76,292.98,312.99,303.23,295.66,,,,,,,,,,306.73,
2019-11-13 22:14:09.911000,L8,,,,,,,,287.51,282.56,261.36,240.15,259.04,272.32,244.16,,,,,,,303.38,305.67,307.80,293.93,319.26,,,,,,,282.14,286.19,273.29,278.86,273.78,275.67,271.78,233.51,,,,,,,,299.32,340.55,331.72,333.74,,336.63
2019-12-08 22:07:56.574000,L8,272.05,262.29,298.83,276.85,262.41,294.67,253.49,306.44,304.63,264.86,256.66,262.22,277.38,246.74,262.31,302.02,336.66,342.62,338.70,334.95,316.10,320.45,323.36,345.24,345.59,329.27,,344.68,329.96,326.91,311.71,301.64,302.81,295.15,296.35,290.58,295.07,286.21,282.06,291.73,291.14,303.13,292.90,304.95,305.84,330.21,333.17,344.33,355.23,347.04,302.67,355.60
2020-01-09 22:07:49.551000,L8,261.00,254.65,292.00,268.73,250.19,254.87,245.08,305.69,300.03,253.96,246.29,252.94,268.99,241.45,,,338.24,340.16,342.79,337.15,311.78,310.90,310.43,337.28,335.10,,,,,,250.69,294.92,298.20,278.48,288.63,283.24,,,,286.88,285.77,285.80,282.95,294.69,296.28,300.36,282.87,333.30,347.46,340.24,,353.87
2020-01-16 22:13:58.827000,L8,269.13,270.75,291.71,277.22,265.84,294.66,256.65,308.45,303.27,265.36,258.86,260.98,275.19,247.44,257.53,301.39,338.88,339.94,340.63,338.34,316.61,320.97,318.50,340.23,339.01,323.83,,330.52,323.37,317.64,310.85,301.38,304.48,290.95,296.66,289.34,294.30,283.21,280.02,292.74,290.60,296.27,294.26,298.59,299.70,306.31,299.80,346.93,347.14,343.25,299.30,342.83
2020-02-10 22:07:40.719000,L8,265.99,259.75,300.89,277.43,260.02,250.31,,,,,,,,,,295.52,344.21,347.43,351.87,348.07,317.15,314.01,317.96,342.02,341.00,,,321.92,326.25,324.60,256.40,301.92,305.04,254.64,293.38,290.50,293.94,279.24,302.81,290.85,287.83,287.32,287.45,293.90,298.78,332.07,366.22,,,,298.61,
2020-03-04 22:13:44.849000,L8,,268.74,295.68,289.31,280.16,294.40,247.32,312.30,307.32,272.08,302.96,311.85,276.04,305.77,,312.05,345.21,348.17,346.26,269.27,323.68,334.56,322.84,344.11,359.06,325.06,,,,,252.71,308.30,311.21,295.25,296.93,291.14,294.33,286.24,294.64,294.42,293.90,292.87,303.90,317.69,304.05,327.56,336.86,,,,297.76,
2020-03-13 22:07:30.028000,L8,,261.47,296.12,292.17,279.85,243.19,,,,,,,,,,304.56,339.28,341.94,343.15,344.05,321.54,323.20,318.77,343.85,344.36,,,341.60,326.13,320.76,305.57,301.72,304.72,251.41,291.55,289.43,289.93,278.96,283.35,289.99,286.84,291.16,290.79,309.33,300.82,316.08,354.69,,,,290.95,
2020-04-21 22:13:21.609000,L8,,,,,,,,266.82,229.56,266.91,251.03,262.66,266.45,249.38,,,,,,,,,,,,,,,,,,,247.42,264.05,260.34,246.52,254.96,220.39,,,,,,279.77,287.71,232.59,277.39,,,,,
2020-05-07 22:13:12.399000,L8,,,351.88,303.98,283.77,284.59,230.10,298.20,299.44,286.01,283.42,287.68,295.01,298.83,,,,,,,318.41,347.38,321.28,347.96,344.37,322.26,260.64,331.78,328.70,326.78,315.01,310.43,306.35,292.70,293.14,288.88,296.51,281.44,287.34,312.05,296.95,326.96,320.65,332.16,,,329.30,299.49,354.61,343.32,,369.60
2020-05-16 22:07:03.451000,L8,,,304.39,302.34,282.25,279.46,224.15,297.73,303.55,282.70,276.10,282.54,289.81,278.69,,,,,,,330.73,343.24,321.30,351.61,342.45,322.11,262.30,332.66,330.08,326.03,317.59,309.49,306.65,295.19,292.63,288.99,293.97,282.19,318.01,315.02,299.23,319.11,311.10,317.84,326.42,339.79,322.37,322.26,353.19,344.91,,370.06
2020-06-01 22:07:08.444000,L8,,,,,,,,221.54,227.84,254.01,245.31,259.76,265.04,246.51,,,,,,,,,,,,,,,,,,,279.37,272.35,261.42,246.79,243.60,216.65,,,,,,,,,,,,,,
2020-06-08 22:13:23.822000,L8,,,,,,,,281.78,302.85,286.34,278.55,283.43,303.34,276.52,326.60,,,,,,326.78,356.50,322.55,345.09,343.60,323.64,349.30,339.36,340.94,349.54,329.01,328.65,336.20,309.29,291.48,288.36,331.15,283.15,320.33,319.20,318.27,324.43,313.18,316.21,321.10,330.22,,,,,,
2020-07-10 22:13:39.526000,L8,,,,,,,,248.04,275.10,272.24,265.14,268.14,280.64,256.64,,,,,,,,,,,,,,276.90,315.59,,,294.86,295.06,281.99,273.42,268.33,247.90,221.09,,274.10,277.13,278.20,282.16,275.78,288.31,300.11,,,,,,
2020-07-26 22:13:44.447000,L8,,,,,,,,225.90,281.93,271.19,255.73,251.02,259.82,250.19,,,,,,,,,,,,,,,,,,,285.35,274.99,269.54,249.33,250.35,218.87,,236.39,225.07,272.02,215.47,,,,,,,,,
2020-08-04 22:07:35.564000,L8,277.22,255.04,357.73,307.97,293.73,296.85,325.17,,,,,,,,,,,,,,,,365.41,367.06,369.08,368.40,369.10,364.64,364.15,360.55,357.14,358.71,,,,,,,,,,,,,,,,416.54,363.69,361.59,,
2020-08-27 22:13:56.166000,L8,,,272.69,284.48,275.31,272.32,,212.54,225.85,270.77,257.13,265.22,267.53,247.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.71,271.75,234.72,278.50,,,,,
2020-09-21 22:07:54.687000,L8,290.49,285.98,308.83,302.46,294.97,329.20,332.95,331.58,333.33,330.53,334.62,335.96,335.56,338.81,341.47,337.45,349.88,351.59,355.38,354.26,345.63,357.18,358.85,356.30,351.17,346.83,341.82,344.08,341.96,338.22,328.51,327.69,332.07,327.41,327.67,323.18,335.13,317.17,321.18,319.84,320.77,318.81,317.25,315.34,324.30,,,,,,337.13,
2020-10-23 22:07:57.902000,L8,267.99,251.74,282.42,268.07,265.07,258.78,245.19,297.02,284.39,259.85,254.65,258.57,270.13,244.23,,,,,,,310.94,303.76,310.61,328.63,331.10,,,322.51,320.35,314.95,300.83,293.50,291.31,271.15,283.09,277.94,285.40,271.31,222.26,281.67,280.45,281.99,281.85,284.26,289.24,295.32,288.70,336.64,334.44,334.92,,337.10
2020-12-17 22:14:09.173000,L8,,,,,,,,295.61,283.25,248.14,239.53,252.39,270.45,,,,,,,,,,,,,,,,,,,,,,,,,,,279.61,275.60,221.02,,281.65,286.26,290.20,298.01,340.32,328.08,332.39,,328.82
2021-02-12 22:07:43.180000,L8,273.04,264.90,302.70,277.59,264.37,287.53,282.62,312.23,304.99,268.80,302.49,321.48,288.10,284.55,272.94,306.63,353.62,359.30,352.48,344.14,316.32,332.84,334.90,352.08,353.82,340.66,342.02,348.57,349.11,346.65,347.67,313.00,331.13,302.49,311.50,300.44,314.80,309.79,321.37,315.78,315.01,320.67,320.70,323.84,,,,,,,304.31,
2021-02-19 22:13:51.730000,L8,272.98,262.85,288.42,283.66,271.81,294.25,247.22,304.30,301.08,265.70,263.70,262.51,280.43,299.61,,300.27,342.86,342.45,343.78,345.67,316.99,321.08,322.38,349.21,344.78,331.35,,335.59,327.21,320.55,307.10,298.68,299.73,290.09,291.74,285.66,290.62,282.46,276.12,289.53,289.28,290.31,289.69,293.55,296.70,303.36,301.38,346.94,343.10,339.18,299.54,351.72
2021-03-07 22:13:44.194000,L8,292.39,298.52,315.13,307.42,324.67,341.46,338.57,348.65,342.61,339.83,339.23,350.90,350.09,354.20,340.77,344.60,357.36,360.91,364.23,368.06,346.88,359.83,353.35,356.92,354.35,351.65,349.06,347.72,385.57,346.47,338.10,334.02,332.95,334.14,336.72,322.44,329.02,,,,,,,,,,,,,,342.68,
2021-03-16 22:07:27.743000,L8,,266.04,288.55,287.23,279.53,265.62,223.88,305.43,299.92,269.60,267.25,262.05,269.39,265.33,,302.72,341.25,340.81,342.21,338.71,324.42,314.16,322.38,346.39,348.87,324.30,,,,,251.81,300.85,302.17,291.04,291.53,287.19,292.10,282.52,285.10,290.32,288.84,291.39,289.02,295.06,300.55,307.92,281.27,322.69,355.99,355.05,287.65,356.19
2021-04-08 22:13:32.676000,L8,292.44,268.30,314.62,299.38,328.86,340.29,300.78,324.41,312.73,268.94,273.66,326.60,321.38,300.76,303.21,,,,,,,,344.41,347.92,359.32,354.82,339.57,357.22,372.14,347.12,351.68,327.26,318.27,296.39,331.86,297.10,323.19,310.35,315.59,328.56,319.67,321.91,306.00,329.41,,,,,,,281.21,
2021-04-17 22:07:18.077000,L8,,255.35,290.51,295.71,279.54,281.19,,300.07,300.65,277.84,292.39,275.61,267.95,305.57,,,,,,,326.66,335.60,322.09,340.38,339.31,328.75,,328.72,324.23,323.03,257.56,305.48,304.62,287.59,286.68,283.44,290.50,281.36,277.14,288.81,292.99,291.18,293.40,294.16,300.72,313.65,249.17,,,,,
2021-05-03 22:07:08.587000,L8,,,293.75,299.76,274.76,270.39,,298.69,299.29,275.08,292.03,270.60,262.84,265.25,,,,,,,328.26,336.38,319.04,340.71,334.42,317.26,,,,,257.24,307.16,303.55,285.15,290.06,280.73,,,281.38,286.69,289.60,289.50,291.60,,,,,,,,,
2021-05-19 22:07:16.079000,L8,,,,,,,,281.51,293.69,269.40,264.76,269.57,264.07,246.77,,,,,,,303.75,335.80,300.27,333.29,337.97,,,,,,245.57,301.32,303.88,281.29,267.02,278.15,248.95,,,,,,,293.25,300.55,312.09,,,,,,
2021-05-26 22:13:30.863000,L8,,,346.00,304.12,280.60,277.19,,285.69,298.56,283.44,274.90,279.36,293.54,268.66,322.79,,,,,,307.30,351.21,318.05,342.32,341.21,323.94,328.47,324.19,329.19,326.52,322.38,308.18,313.02,294.08,290.72,283.87,290.48,265.87,333.17,333.64,322.94,330.25,328.48,336.15,,,,,,,,
2021-07-13 22:13:43.316000,L8,,,,,,,,228.28,277.25,269.53,261.09,258.67,270.56,249.14,,,,,,,249.17,333.12,304.97,311.05,307.49,,,,,,,296.91,294.55,278.20,268.06,266.28,251.52,231.32,,279.60,279.27,277.75,282.16,278.98,292.78,301.18,,,,,,
2021-07-22 22:07:36.760000,L8,,,,,,,,296.31,302.99,281.88,278.27,281.98,293.27,276.76,,,,,,,327.02,343.81,318.49,341.49,340.15,328.12,262.11,329.78,328.19,325.64,254.12,319.88,310.91,295.07,281.37,289.61,299.73,282.26,311.07,298.12,296.04,310.96,324.97,329.94,333.06,328.50,,,,,,
2021-08-14 22:13:57.461000,L8,,220.30,294.66,295.39,288.50,286.38,235.96,307.82,303.24,285.45,298.41,285.91,296.44,308.78,246.27,325.28,327.76,334.79,336.90,338.40,325.80,342.74,321.48,334.06,339.04,323.63,325.41,319.14,324.98,323.01,254.44,306.58,313.35,290.92,286.53,288.26,302.09,281.82,315.81,309.01,309.98,302.00,303.21,298.74,313.68,318.80,306.93,337.73,354.37,349.48,,351.91
2021-08-23 22:07:49.080000,L8,284.40,283.06,335.00,300.37,294.95,293.83,284.28,307.16,306.25,283.01,306.68,288.35,295.50,307.82,274.19,318.52,335.06,339.35,339.97,342.45,326.18,344.62,323.72,338.60,337.62,320.91,261.04,,,,262.10,317.50,306.36,293.53,292.18,290.60,292.61,284.67,293.82,299.25,293.42,312.84,318.47,322.76,329.54,335.73,,,,,304.64,
2021-09-24 22:07:56.691000,L8,290.67,304.26,315.44,304.23,295.45,341.58,,,,,355.86,355.46,353.70,352.05,350.35,353.13,357.53,357.76,364.93,365.13,369.73,375.11,373.81,365.93,360.37,350.33,353.29,352.20,352.64,349.61,346.15,344.77,340.92,343.37,327.35,330.46,326.30,325.44,328.75,330.49,331.84,327.02,324.42,326.67,,,,,,,351.28,
2021-10-17 22:14:14.411000,L8,279.67,262.82,305.81,292.16,281.31,293.53,260.26,311.17,304.29,277.67,298.27,283.70,294.38,283.50,280.05,311.08,341.79,340.95,339.75,338.47,318.24,328.05,325.79,340.64,345.56,323.90,263.67,340.17,333.71,327.93,315.66,305.15,303.57,293.81,295.45,291.85,304.16,293.32,284.16,299.12,291.59,307.33,296.14,312.33,309.99,327.39,363.95,351.08,354.58,355.79,303.18,356.32
2021-11-18 22:14:08.574000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.65,269.71,245.83,294.42,325.44,,325.53,,320.47
2021-12-20 22:14:08.024000,L8,265.33,246.20,286.35,271.29,261.45,272.08,241.57,297.95,287.29,258.60,254.85,259.21,276.66,246.85,248.69,287.37,330.44,333.37,330.67,330.40,315.57,314.02,318.16,332.98,336.18,320.39,,324.89,320.87,316.52,304.50,298.28,293.72,277.80,277.58,278.12,262.37,280.80,274.98,288.40,284.25,280.21,282.39,290.28,294.92,299.92,311.87,347.17,351.24,347.26,299.76,351.42
2021-12-21 22:07:55.088000,L9,267.32,260.59,287.93,273.63,259.48,258.57,249.10,301.53,290.22,258.32,255.18,259.36,273.00,245.40,246.17,300.81,331.83,335.71,332.68,334.71,317.00,315.23,318.54,333.94,336.25,324.03,,331.60,321.53,316.64,306.57,302.09,298.72,278.61,288.38,285.32,282.92,282.18,277.66,289.14,286.48,287.38,289.11,296.33,298.43,308.92,303.25,344.30,354.07,347.76,299.04,353.73
2021-12-29 22:07:53.106000,L8,275.51,267.56,289.00,279.87,266.40,293.10,248.94,304.04,298.99,267.81,272.30,278.41,283.68,302.16,264.55,303.55,336.33,337.43,338.29,333.55,319.77,322.13,325.87,337.21,344.36,325.66,,329.94,325.84,319.37,310.07,304.38,301.06,287.95,287.71,288.37,292.64,285.70,286.83,291.30,287.60,286.08,292.12,296.42,300.79,329.24,360.72,344.52,352.18,358.62,304.85,361.27
2022-01-13 22:14:02.543000,L9,273.39,265.88,291.68,281.36,270.29,290.26,257.12,301.82,296.21,265.37,298.96,305.23,284.18,300.38,263.31,302.82,341.68,334.58,334.55,333.09,318.80,318.70,324.37,335.35,339.68,322.78,,330.49,324.36,318.17,306.28,300.10,301.26,286.88,289.60,285.92,285.80,284.39,284.79,291.00,288.19,288.18,288.78,295.08,298.35,328.40,319.71,348.36,350.97,347.71,299.58,355.09
2022-01-14 22:07:51.275000,L8,276.26,267.05,311.54,285.30,269.33,298.34,256.56,310.06,302.81,265.41,305.20,273.58,284.85,307.09,264.17,305.94,350.76,343.73,343.00,340.15,321.09,321.52,327.49,340.46,360.11,329.71,355.69,353.13,347.11,345.75,314.10,306.42,301.81,277.52,292.69,292.12,237.67,,,,,,,,337.83,332.49,,,,,304.10,
2022-01-21 22:13:59.698000,L8,273.38,260.32,291.31,279.18,269.76,284.41,254.24,301.06,291.63,262.45,266.94,267.07,283.45,299.51,264.77,300.35,339.85,336.98,336.76,332.39,315.50,315.95,322.39,336.03,344.11,317.71,,329.18,327.25,318.21,307.35,296.83,298.63,283.17,285.26,280.74,281.41,281.53,277.09,289.87,285.81,285.55,288.24,293.66,297.33,307.09,337.61,347.52,355.03,349.24,296.62,352.43
2022-01-30 22:07:46.196000,L8,289.09,336.49,344.62,300.00,290.28,340.24,336.43,344.09,341.18,343.67,345.55,350.06,352.97,349.38,345.56,350.86,356.81,359.15,356.62,361.26,347.66,369.30,367.52,367.03,367.88,353.89,359.88,361.01,356.41,356.99,351.53,345.40,342.33,350.65,341.34,334.74,331.71,323.46,324.52,327.76,323.35,333.13,334.72,,,,,421.69,365.87,363.20,305.67,370.69
2022-02-14 22:14:00.847000,L9,283.31,275.20,343.29,290.12,285.46,297.14,258.17,316.33,303.73,276.61,303.36,307.43,294.66,308.31,278.55,311.89,346.05,343.43,343.90,338.32,323.64,332.20,332.46,345.55,349.82,325.37,265.82,345.42,331.10,326.10,318.68,305.66,304.81,292.68,288.97,286.88,295.69,291.82,296.71,311.32,322.49,293.57,293.08,326.26,327.97,312.45,371.40,404.68,349.07,352.43,305.78,365.61
2022-03-02 22:13:49.799000,L9,288.36,334.33,363.42,300.07,288.33,306.78,317.01,335.78,332.50,287.88,322.02,326.30,297.93,312.56,280.29,321.86,356.50,353.01,353.34,350.33,329.85,341.51,330.48,357.94,360.37,333.63,347.93,352.28,345.45,338.77,344.77,313.79,310.84,299.85,297.73,293.75,324.79,298.47,298.44,327.26,323.24,329.07,332.93,333.35,,,,,,,301.78,
2022-03-11 22:07:39.629000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.90,255.02,248.90,245.05,238.12,235.05,,,,,,263.31,283.34,235.95,278.44,,,,,
2022-03-26 22:13:35.624000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.23,291.06,275.65,277.21,256.14,253.69,274.53,212.93,,,,,,286.71,295.17,298.34,322.06,338.08,331.05,,334.92
2022-04-12 22:07:30.258000,L9,293.60,283.21,318.86,298.66,290.39,300.65,304.85,313.35,310.31,288.31,309.39,292.57,296.88,308.46,280.59,316.48,336.60,340.34,341.82,341.47,328.22,338.69,327.00,342.94,342.43,327.94,325.45,333.58,329.94,325.99,319.28,313.01,305.73,302.80,303.30,294.30,302.45,295.29,286.93,311.49,308.41,305.16,300.19,306.44,316.52,328.74,,,,,295.11,
2022-04-27 22:13:34.343000,L8,,,,,,,,221.80,286.87,276.01,267.11,269.94,273.85,253.12,,,,,,,,,,,,,,,,,,,,,,,,,,278.46,235.09,272.38,219.28,,,,,,,,,
2022-04-28 22:07:22.893000,L9,281.38,267.17,339.09,303.36,286.02,283.24,247.19,311.41,311.23,285.40,311.20,312.31,295.79,309.82,274.00,322.66,338.49,342.84,343.57,340.91,330.03,342.53,328.25,345.00,344.82,331.00,325.61,339.04,332.00,328.66,321.58,310.43,306.44,297.13,297.38,292.06,299.66,288.02,291.22,297.72,296.29,304.60,300.99,326.93,310.99,337.31,,,,,,
2022-05-05 22:13:30.904000,L9,,,,,,,,216.84,271.02,272.87,262.61,265.22,271.32,256.64,,,,,,,,,,,,,,,,,,,278.01,265.10,269.82,249.78,244.72,,,,,,,265.95,283.07,291.18,281.38,,,,,
2022-05-21 22:13:19.392000,L9,282.84,261.04,300.71,302.11,290.95,292.82,232.99,306.09,319.03,302.06,303.86,306.49,309.77,307.39,311.14,320.52,323.94,333.46,336.66,341.51,330.30,342.56,328.91,338.65,341.15,327.24,328.32,337.96,331.06,324.85,318.57,307.24,309.69,307.03,296.29,291.77,295.62,293.54,296.09,298.02,288.23,293.30,295.34,294.92,306.61,314.13,317.43,353.79,348.64,345.83,307.78,345.71
2022-05-22 22:07:34.435000,L8,,,,,,,,228.59,249.50,265.08,259.36,260.92,266.02,245.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07 22:07:43.386000,L8,256.67,226.46,302.53,301.88,284.75,280.96,220.88,292.77,304.30,287.51,277.35,283.99,304.49,281.95,322.65,326.90,329.41,340.85,340.51,345.48,268.14,349.28,326.07,345.58,347.00,331.88,265.07,336.89,333.89,328.15,326.81,315.81,313.55,303.53,296.69,294.61,308.49,288.29,309.07,302.64,301.00,315.91,312.45,322.41,322.19,325.97,,,,,,
2022-06-14 22:13:58.959000,L8,,,,,,,,242.23,277.93,272.93,260.61,268.35,282.93,245.94,,,,,,,,,,,,,,,,,,294.51,286.82,278.31,270.29,249.10,241.65,229.76,,244.93,270.89,274.57,211.75,264.49,285.27,296.86,288.61,,,,,
2022-06-30 22:14:03.422000,L8,,,,,,,,289.32,304.70,291.85,296.91,287.63,308.78,274.09,315.36,,318.85,342.73,348.43,351.82,332.38,354.72,324.54,337.63,354.18,328.90,331.76,335.65,339.26,347.87,325.36,334.44,325.45,337.00,296.09,288.44,320.79,288.25,310.66,313.32,317.63,326.67,319.55,326.52,326.58,330.96,,,,,,
2022-07-01 22:07:30.281000,L9,,,,,,,,221.51,227.51,265.67,256.13,257.10,268.34,242.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17 22:07:29.165000,L9,,,,,,,,,,,,362.59,354.83,351.67,344.04,347.62,352.59,376.38,358.97,362.85,355.87,364.23,363.95,364.76,354.61,360.37,349.82,356.91,359.14,347.47,337.32,339.02,341.96,332.92,338.33,327.29,330.39,329.12,326.82,322.39,322.65,325.65,320.94,317.14,321.65,,,,,,348.81,
2022-08-02 22:07:43.151000,L9,272.20,238.30,314.47,304.14,290.91,287.08,277.15,328.30,338.42,294.96,306.32,291.31,312.99,308.78,342.41,338.89,357.42,357.67,356.22,357.95,340.97,361.42,329.23,367.10,358.89,349.17,352.75,352.15,349.53,344.81,337.52,336.32,336.89,337.12,337.43,330.76,331.22,331.34,330.40,329.54,327.38,323.81,327.42,327.11,333.39,,,,,,307.40,
2022-08-09 22:13:58.278000,L9,,,,,,,,,221.44,262.09,256.19,268.52,272.41,252.27,,,,,,,,,,,,,,,,,,293.99,275.26,274.82,261.21,256.00,249.53,240.94,,273.62,270.73,270.96,217.75,267.76,283.36,242.77,282.80,272.51,333.93,323.64,,351.66
2022-08-26 22:08:10.171000,L8,286.77,275.82,332.91,295.97,285.38,290.35,235.07,312.40,307.40,282.45,293.99,283.01,297.74,308.68,263.38,321.08,340.57,346.24,344.23,269.76,331.60,339.07,328.59,346.17,344.59,330.70,318.05,340.01,336.94,328.29,323.97,312.59,307.43,301.12,301.57,294.37,304.15,297.15,308.13,315.34,309.99,317.47,304.79,318.50,317.63,333.54,,,,,,
2022-09-03 22:07:51.912000,L9,283.68,275.17,303.10,299.96,293.79,298.96,323.13,330.45,324.85,296.07,309.58,300.67,302.48,318.24,335.04,333.69,345.04,349.30,347.44,349.52,339.86,353.88,329.30,356.11,353.99,340.89,340.26,343.97,341.23,334.55,322.66,325.66,317.51,318.64,321.22,322.02,322.92,318.77,317.43,312.51,317.90,313.63,308.18,318.82,321.57,339.15,,,,,307.45,
2022-10-20 22:14:23.524000,L8,,,,,,,,,,,,,,,,,,,,,305.15,302.97,309.30,295.99,301.31,,,278.23,314.29,298.86,300.22,284.07,280.83,,,,,,,,,,229.26,272.93,285.87,294.52,300.83,342.71,333.42,334.25,,344.81
2022-10-21 22:08:05.375000,L9,280.68,266.78,298.88,291.47,280.48,266.01,256.69,309.13,302.06,272.71,263.42,270.16,285.79,261.77,263.41,307.47,338.65,347.31,343.88,342.50,326.60,325.77,323.32,340.50,341.47,329.06,,331.34,330.28,322.76,320.34,304.92,305.42,296.25,298.40,293.66,296.29,286.41,286.86,297.45,292.50,306.78,301.85,304.06,311.02,317.95,356.69,349.99,363.99,357.60,300.87,354.13
2022-10-29 22:08:16.390000,L8,309.17,307.17,316.54,314.26,318.18,335.92,337.45,335.35,340.47,337.19,339.77,340.99,340.60,337.55,342.39,341.58,349.88,357.29,352.30,356.72,357.01,365.58,362.62,358.43,355.94,352.65,343.80,346.85,339.48,334.73,329.87,327.99,335.71,330.00,328.80,326.27,324.88,324.31,326.48,321.34,324.19,325.92,322.83,323.16,326.41,336.94,370.60,379.10,374.94,366.98,343.76,369.80
2022-11-13 22:14:16.991000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.99,324.78,315.06,315.78,298.58,300.42,301.43,310.57,296.16,314.18,303.71,308.74,305.66,310.88,312.00,309.95,302.83,305.72,311.37,344.90,360.39,348.59,359.34,,345.87
2022-11-14 22:08:11.017000,L8,271.47,258.50,290.39,277.95,261.67,243.12,250.70,303.99,298.81,263.54,258.40,261.95,278.52,247.85,255.93,300.93,334.85,341.66,337.76,337.73,320.62,318.90,319.51,333.44,332.86,320.36,,329.07,325.25,313.94,312.46,299.10,299.83,292.56,295.43,288.70,291.07,282.21,279.71,290.12,287.48,299.41,293.78,299.49,301.21,309.95,303.58,348.14,353.89,351.19,301.11,347.45
2022-11-22 22:08:05.589000,L9,272.22,255.97,293.83,279.70,264.51,241.47,243.77,305.99,302.05,266.67,261.91,264.09,281.52,252.92,259.90,303.39,336.55,340.64,338.39,337.80,317.54,320.26,322.39,334.00,334.92,323.33,,326.01,325.37,316.61,314.22,301.85,302.36,296.16,297.75,291.02,292.61,282.37,282.57,293.20,298.27,289.64,289.56,296.29,299.61,327.82,305.77,344.94,351.27,354.01,302.53,356.90
2022-12-24 22:08:01.921000,L9,255.72,240.96,278.14,252.93,246.61,245.10,220.97,,,,,,,,,,,,,,,,,,,,,,,,,,246.16,259.67,251.21,240.90,242.52,238.22,217.89,,,,,276.88,279.42,229.65,,,,,,
2022-12-31 22:14:15.729000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.13,265.20,252.71,217.00,235.34,226.54,,,,,,,,,,,,,,
