dates,satname,nzd0318-0000,nzd0318-0001,nzd0318-0002,nzd0318-0003,nzd0318-0004,nzd0318-0005,nzd0318-0006,nzd0318-0007,nzd0318-0008,nzd0318-0009,nzd0318-0010,nzd0318-0011,nzd0318-0012,nzd0318-0013,nzd0318-0014,nzd0318-0015,nzd0318-0016,nzd0318-0017,nzd0318-0018,nzd0318-0019,nzd0318-0020,nzd0318-0021,nzd0318-0022,nzd0318-0023,nzd0318-0024,nzd0318-0025,nzd0318-0026,nzd0318-0027,nzd0318-0028,nzd0318-0029,nzd0318-0030,nzd0318-0031,nzd0318-0032,nzd0318-0033,nzd0318-0034,nzd0318-0035,nzd0318-0036
2000-05-08 22:05:09.063000,L7,421.21,394.66,314.04,296.81,341.28,333.01,301.84,301.38,297.13,313.20,335.98,304.93,367.83,335.96,458.07,456.36,467.93,458.00,456.63,465.79,466.92,468.36,457.18,415.60,441.15,462.09,475.89,498.84,490.19,511.12,254.76,177.58,462.66,460.34,462.47,467.72,485.82
2000-05-15 22:11:18.345000,L7,,,,,,,,,,216.99,265.61,420.84,347.21,311.57,417.12,462.62,467.59,463.96,384.64,371.44,481.63,489.95,475.89,467.22,455.69,473.06,473.39,467.50,516.39,506.77,497.09,502.10,517.37,,,,
2000-05-24 22:04:58.537000,L7,386.37,373.75,344.86,326.67,332.15,347.97,353.30,359.18,360.85,350.44,330.29,335.62,360.84,357.84,345.54,347.10,362.23,362.89,357.17,329.78,301.67,347.78,371.71,402.51,376.00,442.29,428.93,483.08,493.28,350.62,343.31,468.37,471.01,272.37,263.92,252.36,471.71
2000-08-03 22:10:19.936000,L7,383.07,353.18,354.38,296.02,280.43,296.57,313.95,312.26,309.10,292.10,452.02,434.91,483.11,412.26,301.25,287.21,275.99,285.38,295.89,304.86,285.28,292.01,441.60,408.30,445.39,451.23,454.49,471.14,430.95,434.63,413.26,360.04,455.07,414.72,231.59,217.60,207.82
2000-08-12 22:04:05.961000,L7,485.88,432.01,432.72,486.65,341.35,355.49,371.41,342.74,450.19,463.11,466.26,429.91,426.93,,226.96,230.96,432.94,432.44,447.97,448.93,314.91,337.16,339.73,329.50,338.53,338.93,343.68,350.21,343.87,294.01,227.55,173.52,,,,,
2000-09-13 22:03:38.044000,L7,322.12,321.73,281.55,303.26,284.40,293.04,300.77,297.45,293.99,237.01,232.72,508.89,490.88,325.90,256.62,243.17,214.11,183.24,,,476.71,509.38,504.61,511.75,515.64,327.31,319.13,307.81,227.91,287.82,293.31,394.75,462.21,249.30,205.88,338.27,368.28
2000-09-20 22:09:39.085000,L7,477.69,513.76,512.60,409.81,416.91,405.72,397.65,411.22,413.07,400.38,401.50,413.07,412.32,439.35,430.06,436.21,442.66,474.44,429.08,418.33,426.96,485.17,488.28,482.82,484.19,412.68,448.12,475.48,462.73,470.58,456.48,469.50,482.63,357.40,349.34,338.33,347.08
2000-10-15 22:03:08.086000,L7,526.16,507.55,466.81,511.20,355.73,342.41,358.52,366.50,220.57,234.42,224.31,261.37,273.81,252.32,248.75,238.21,211.69,,,,,186.58,287.87,275.16,266.90,291.60,267.63,254.65,238.25,266.71,191.64,269.33,222.44,179.67,195.94,184.52,
2000-10-31 22:03:22.696000,L7,333.41,325.46,318.66,297.66,270.42,280.06,293.19,321.46,316.35,308.89,268.16,282.35,314.57,338.69,333.75,297.82,323.51,285.10,293.00,275.27,457.76,470.77,469.64,485.57,481.80,419.68,458.52,467.24,468.04,455.40,428.65,350.21,354.57,358.66,288.79,310.76,217.35
2001-01-03 22:03:24.303000,L7,451.31,474.89,474.17,410.05,406.84,418.88,388.30,424.77,453.17,451.56,456.01,442.96,444.96,461.18,367.99,448.28,450.70,456.84,473.34,467.96,465.31,457.60,455.02,454.71,461.64,456.29,469.86,314.31,332.67,344.98,305.40,291.44,233.73,211.64,199.48,186.67,182.21
2001-01-19 22:03:31.103000,L7,337.51,328.10,309.99,317.61,284.63,309.58,320.53,324.41,321.60,323.28,306.28,288.67,331.82,333.53,328.62,296.02,310.49,315.53,325.72,311.10,306.10,338.96,350.53,352.41,353.95,364.26,360.15,351.28,349.80,277.63,300.17,282.81,231.64,201.77,191.05,179.47,445.34
2001-02-20 22:03:24.667000,L7,327.24,338.58,306.87,314.57,305.93,333.25,344.41,347.07,331.92,271.60,219.47,299.85,329.77,329.85,329.25,329.29,329.42,336.84,320.34,264.28,198.23,244.34,230.06,345.72,351.41,342.40,291.99,321.39,365.83,342.69,349.03,368.03,,,,,
2001-03-31 22:09:19.667000,L7,307.72,286.35,275.19,246.28,245.95,235.41,229.77,197.98,,,,,,,,213.83,258.70,306.21,351.47,301.38,258.88,292.67,322.86,357.35,396.17,522.78,522.65,497.21,514.87,522.88,531.14,535.79,519.77,511.99,494.22,510.40,526.96
2001-05-27 22:02:48.377000,L7,388.56,395.49,377.11,323.84,284.30,300.76,311.37,326.60,324.00,341.39,291.38,265.99,314.94,366.47,300.69,292.77,297.21,320.61,299.81,301.41,280.75,308.15,344.05,357.01,349.90,488.43,493.97,474.58,472.41,478.84,494.52,501.26,500.40,476.11,476.36,474.56,381.89
2001-06-19 22:08:41.548000,L7,,,,,212.09,237.39,225.64,225.19,186.93,417.21,414.01,420.04,409.20,,394.23,418.93,445.24,436.30,431.27,,,,406.76,350.16,408.50,398.01,,,,,,,,,,,
2001-07-14 22:02:21.695000,L7,364.45,347.87,306.07,303.68,323.03,313.20,308.37,312.08,326.91,314.45,360.36,389.81,368.88,319.40,313.64,310.38,342.73,307.82,348.43,321.17,275.40,314.63,317.27,375.62,402.46,429.44,408.53,335.88,342.79,335.50,333.96,329.53,332.28,331.85,322.43,320.90,326.78
2001-08-15 22:01:50.547000,L7,555.75,409.40,240.17,512.22,524.00,538.10,418.95,,319.67,518.39,529.47,395.77,448.08,459.34,515.59,470.37,484.17,508.15,444.01,542.23,514.19,461.67,262.95,216.06,,245.44,259.99,233.87,221.93,226.73,193.89,524.37,422.65,487.07,443.04,432.55,470.69
2001-08-31 22:01:41.241000,L7,325.31,352.24,329.08,410.10,259.11,373.12,405.65,420.58,391.31,322.88,362.85,256.82,293.07,366.50,353.69,286.60,377.82,413.30,417.59,380.17,259.43,282.70,383.91,337.57,313.94,316.36,334.48,343.89,397.00,246.06,255.97,222.81,197.89,373.70,210.49,190.20,194.87
2001-10-02 22:01:16.521000,L7,340.18,334.72,292.58,306.65,262.47,290.41,389.57,359.10,343.29,296.73,280.62,262.75,284.34,292.56,294.03,288.20,287.39,292.96,295.06,282.84,278.25,284.32,320.15,370.30,340.15,329.41,362.03,366.36,367.70,347.62,378.81,357.21,349.11,347.15,335.52,328.24,332.66
2001-11-03 22:01:22.838000,L7,259.17,244.99,244.27,231.81,219.69,513.59,521.78,549.32,203.22,212.37,207.54,245.19,255.71,198.36,,,,,,,,,282.37,267.69,256.53,234.42,223.78,292.12,267.42,299.34,304.46,290.96,269.31,233.60,201.51,179.61,
2002-01-22 22:01:52.791000,L7,334.28,305.43,264.81,278.79,271.33,341.34,340.51,339.45,338.21,327.77,329.43,323.77,359.43,302.39,316.63,331.67,316.93,319.08,490.45,,515.96,493.14,484.10,478.16,516.94,483.00,378.32,341.88,379.03,373.50,336.58,538.13,479.28,440.22,487.95,349.01,544.79
2002-02-07 22:01:54.032000,L7,346.63,345.83,345.96,345.52,356.99,358.07,359.69,371.06,359.85,351.31,350.18,350.31,350.97,349.42,366.82,365.29,357.26,369.82,365.79,367.61,364.27,357.62,365.82,362.94,348.17,353.39,363.38,364.22,371.49,364.95,357.38,355.58,311.37,298.63,296.88,299.29,303.48
2002-03-11 22:01:55.664000,L7,316.48,316.92,295.85,298.97,284.10,309.33,330.86,323.73,314.10,318.25,305.60,321.91,314.54,340.60,324.49,325.26,319.07,310.72,325.81,323.11,326.08,229.96,227.00,240.64,210.01,228.05,325.18,338.41,219.47,289.13,343.32,,,,,,
2002-03-27 22:01:49.448000,L7,260.19,286.00,293.36,306.49,281.37,326.59,332.84,324.64,351.28,313.12,302.67,305.34,310.06,281.12,237.61,209.63,,,,,220.05,227.22,250.90,293.37,285.95,300.01,354.80,459.81,527.19,,321.65,477.35,466.88,439.18,431.01,372.63,215.87
2002-05-14 22:01:43.334000,L7,309.96,407.24,450.23,484.20,398.08,415.11,462.52,463.70,470.47,463.99,344.34,264.95,301.86,250.85,216.67,,,399.66,276.64,266.09,228.83,353.85,217.39,387.11,384.43,260.88,302.14,288.84,269.82,440.34,255.18,222.91,193.24,238.36,210.55,193.48,192.89
2002-05-30 22:01:37.827000,L7,367.85,383.47,357.76,308.46,306.78,324.90,313.43,317.15,303.50,316.83,313.11,256.13,338.28,313.05,319.37,301.11,300.74,317.34,318.80,303.68,288.30,291.15,315.17,328.44,331.99,350.75,345.54,359.17,375.31,350.86,376.96,345.86,345.52,354.15,345.75,339.96,344.41
2002-08-02 22:01:13.191000,L7,356.61,350.35,364.37,359.88,326.20,329.99,346.52,329.26,321.40,351.88,338.26,342.07,422.25,382.02,406.69,444.47,427.61,426.31,382.83,312.13,305.81,341.04,384.74,396.57,435.48,445.00,443.11,449.32,353.07,340.17,348.17,336.27,384.63,369.06,359.11,349.54,368.78
2002-08-18 22:01:09.559000,L7,530.90,488.21,509.77,290.76,501.32,527.66,534.18,528.20,512.82,294.38,259.83,258.87,285.62,365.58,334.94,381.29,387.92,403.80,301.01,517.04,544.16,548.68,300.53,340.30,321.06,362.98,373.19,374.86,381.54,304.89,303.12,311.34,309.52,271.78,224.99,215.56,192.56
2002-10-05 22:00:43.353000,L7,320.05,315.24,344.08,367.05,366.55,340.31,352.25,318.44,329.68,324.24,340.10,345.87,271.26,326.58,334.65,371.96,390.38,374.37,368.48,324.42,381.45,398.95,351.15,330.74,335.29,330.91,332.13,371.73,409.02,380.76,386.83,310.27,,,,,
2002-10-21 22:00:48.324000,L7,305.22,302.00,266.75,259.78,250.73,256.45,244.65,236.33,198.63,206.77,201.64,242.01,252.09,197.60,,,,,,,,,249.33,260.41,249.05,232.05,231.67,255.67,229.87,252.71,294.34,284.07,,,,,
2003-01-25 22:01:30.681000,L7,387.42,383.24,354.07,333.93,318.46,326.58,295.92,316.17,311.79,325.35,328.71,296.26,348.52,323.53,314.80,318.46,384.79,386.56,392.52,354.63,322.85,350.41,366.15,382.35,376.52,395.66,389.06,393.35,413.81,404.30,354.57,399.30,403.96,384.62,367.87,291.28,404.15
2003-03-21 22:07:51.717000,L7,,,,172.60,234.47,283.40,336.66,363.60,354.54,363.41,351.63,335.77,356.09,356.03,353.01,360.66,407.83,406.27,407.00,404.35,411.32,407.95,396.06,390.99,395.40,,,,,,,,,,,,
2003-04-15 22:01:45.971000,L7,329.22,334.00,320.45,318.22,324.37,330.56,340.35,338.55,333.94,342.76,321.64,305.91,321.62,337.79,343.19,342.08,343.34,353.47,359.16,370.71,370.61,378.68,373.89,370.63,364.47,359.71,369.41,373.75,374.78,375.06,376.11,374.16,368.67,368.55,357.04,353.11,363.06
2003-08-13 21:49:56.757000,L5,303.45,298.67,270.85,257.71,251.54,255.24,238.07,261.65,188.74,191.03,184.27,236.00,259.90,197.89,,,,,,,,,278.71,262.70,243.16,242.57,224.50,272.60,249.22,219.72,283.10,268.57,239.82,229.04,203.20,,
2003-08-29 21:50:14.179000,L5,310.65,298.37,272.37,262.46,256.63,260.83,242.20,267.19,191.58,200.27,186.71,245.37,259.45,197.62,,,,,,,,,279.83,263.71,247.05,230.00,213.21,268.75,248.08,223.34,188.61,269.18,243.12,228.26,203.07,,
2003-10-16 21:50:55.996000,L5,314.30,301.23,272.25,262.37,260.39,263.52,238.95,228.94,183.16,,,,,,,,,,,,,,272.04,255.10,235.85,224.41,205.64,263.07,250.41,223.11,192.42,209.30,247.55,230.92,206.65,178.11,
2004-01-04 21:51:46.048000,L5,299.76,290.12,263.70,252.48,247.78,260.07,239.69,268.61,195.66,192.59,188.74,257.40,260.27,189.16,,,,,,,,275.38,288.23,273.73,256.52,238.91,228.35,265.84,241.18,219.80,281.22,266.93,239.84,225.07,203.58,,
2004-01-27 21:58:02.115000,L5,290.00,277.33,251.66,231.93,223.89,227.90,199.19,201.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-09 21:52:31.725000,L5,314.94,305.90,276.77,270.19,260.54,274.70,259.79,286.13,197.25,211.19,195.05,245.33,268.65,248.43,248.63,226.85,199.90,,266.49,273.59,218.65,176.60,287.58,275.90,254.07,250.52,242.50,277.04,256.38,267.03,298.93,284.06,256.60,240.38,213.69,185.92,
2004-06-12 21:54:23.537000,L5,280.91,281.27,251.60,238.55,227.64,212.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:55:18.989000,L5,298.63,293.58,264.82,253.56,244.78,249.69,223.15,230.88,187.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:56:01.630000,L5,298.81,296.21,267.93,257.63,253.42,260.92,239.71,255.15,193.48,178.29,185.49,237.56,257.74,200.12,240.69,223.60,202.22,,,,,,274.37,264.68,247.71,230.56,221.11,272.51,249.02,223.78,187.87,268.10,239.44,225.07,203.05,180.18,
2004-10-02 21:57:14.880000,L5,308.93,298.76,268.03,256.85,253.14,259.63,243.06,241.20,194.47,182.36,184.19,255.07,257.04,191.15,,,,,,,,261.99,285.48,267.59,249.05,229.71,219.03,267.29,241.65,215.06,183.10,266.19,179.75,220.27,198.99,,
2005-01-29 22:05:29.709000,L5,321.55,311.19,300.86,273.11,263.37,272.99,263.67,275.74,193.22,192.46,352.09,389.19,303.10,287.75,258.42,231.95,203.62,,267.41,253.43,205.37,274.46,276.81,270.59,,,,,,,,,,273.01,225.99,209.51,202.76
2005-02-14 22:05:45.214000,L5,,,,266.26,259.94,267.87,254.38,278.28,192.54,192.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 21:59:43.397000,L5,300.95,288.91,267.85,258.37,251.12,259.84,234.45,265.16,186.27,,,,,,,,,,,,,273.84,283.71,269.22,247.13,232.65,227.33,267.75,243.99,216.49,184.54,266.40,240.69,226.16,203.08,,
2005-03-11 21:59:55.791000,L5,305.32,294.61,271.96,263.51,252.84,264.61,244.02,270.83,187.13,,,,,,,,,,,,,269.16,277.97,268.83,243.20,238.20,237.89,272.93,248.85,229.91,192.79,273.79,251.37,233.32,206.85,178.64,
2005-03-27 22:00:03.252000,L5,272.93,276.85,260.01,251.87,246.40,247.16,225.16,224.76,186.12,,,,,,,,,,,,,,278.00,263.80,242.78,229.93,223.65,266.40,240.37,214.28,178.09,,,,,,
2005-04-28 22:00:11.734000,L5,296.22,285.43,263.29,252.59,245.72,245.33,208.92,213.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-05 22:06:25.562000,L5,291.91,286.44,261.17,248.92,241.58,241.93,202.02,205.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-30 22:00:27.276000,L5,317.22,313.00,281.33,275.68,261.53,282.84,284.62,307.47,311.08,253.82,249.62,262.19,276.52,257.31,255.72,240.56,211.65,274.77,285.36,277.14,247.00,220.28,293.08,288.05,270.71,251.58,273.01,286.39,261.10,245.74,299.25,285.14,258.42,252.12,221.26,197.71,
2005-06-15 22:00:34.314000,L5,314.41,315.26,281.91,267.69,257.99,270.84,258.11,286.65,194.26,238.66,,240.71,268.14,225.14,253.62,234.13,209.23,266.26,275.04,277.00,247.26,273.97,289.90,278.56,265.66,251.94,254.18,285.85,260.47,263.64,298.43,287.18,257.02,239.50,209.48,188.32,
2005-09-19 22:01:08.704000,L5,306.44,291.92,269.36,258.13,252.98,253.94,225.84,240.20,188.70,,,,,,,,,,,,,262.21,277.26,265.96,245.34,231.50,223.35,268.31,244.03,220.05,189.02,254.74,237.99,224.51,199.27,,
2005-10-05 22:01:05.133000,L5,,,,,,,,,,,,,,,,,,,,,,260.87,278.41,263.09,249.18,236.11,228.08,272.06,246.97,230.23,198.33,276.64,249.84,240.68,211.76,184.59,
2005-11-22 22:01:34.747000,L5,315.24,298.60,273.45,256.69,247.34,254.17,225.82,252.15,182.05,,,,,,,,,,,,,263.54,276.56,263.25,243.29,241.11,234.31,273.26,248.76,229.78,195.10,172.99,256.85,225.37,201.52,,
2006-02-10 22:03:27.081000,L5,291.71,281.46,260.65,253.60,243.92,247.87,211.48,215.95,,,,,,,,,,,,,,,274.82,259.33,187.86,209.52,209.73,206.83,232.18,213.46,179.34,,,,,,
2006-02-26 22:03:47.179000,L5,302.58,288.88,264.75,258.22,249.71,250.97,211.69,211.39,,,,,,,,,,,,,,,265.05,248.69,222.25,,,,,,,263.76,236.68,223.97,197.93,,
2006-05-17 22:05:09.745000,L5,319.56,312.70,284.21,272.36,261.62,271.83,255.76,287.88,198.57,180.32,178.08,254.14,267.94,245.58,261.65,235.25,212.61,,,,,284.27,284.97,279.10,269.36,262.38,260.41,286.30,260.90,252.66,305.16,285.64,254.32,242.26,215.31,187.91,
2006-06-25 22:11:56.212000,L5,,,,,,,,,,,,,,,,,,,,,,,280.64,273.54,257.68,243.09,241.98,280.18,253.86,,,,,,,,
2006-08-21 22:06:31.405000,L5,299.96,292.06,272.69,259.13,256.40,267.03,243.64,271.98,197.88,178.79,,,,,,,,,,,,269.29,281.71,275.60,260.90,241.26,239.19,272.10,251.47,228.32,283.45,273.28,243.69,231.24,212.34,187.84,
2006-08-28 22:12:47.566000,L5,303.14,300.42,274.49,258.78,261.81,274.82,239.47,277.69,198.48,181.96,,,,,,,,,,,,275.99,286.45,276.28,256.66,248.11,229.87,270.52,243.79,227.01,190.17,,,,,,
2006-09-22 22:06:54.827000,L5,311.65,295.92,272.44,262.33,257.19,260.72,230.33,253.28,189.98,,,,,,,,,,,,,,272.16,259.45,239.85,223.87,214.75,206.62,235.99,217.24,289.76,270.24,249.41,231.44,204.94,179.41,
2006-10-24 22:07:14.438000,L5,301.70,291.52,266.96,259.04,252.60,261.03,227.65,267.84,192.59,,,,,,,,,,,,,272.02,285.28,271.23,254.28,238.44,231.18,270.49,242.70,218.87,189.64,271.43,244.51,230.02,203.59,,
2006-12-11 22:08:04.096000,L5,305.41,296.69,269.86,258.92,250.65,270.78,243.95,275.91,195.59,176.08,,,,,,,,,,,,273.64,287.36,281.78,267.28,249.90,249.00,283.66,254.12,285.99,315.62,270.64,248.51,234.91,212.12,180.96,
2007-09-09 22:06:09.271000,L5,300.72,290.88,269.65,260.77,255.87,265.56,223.67,260.76,190.56,,,,,,,,,,,,,246.44,282.32,270.54,246.82,225.10,216.13,205.37,236.14,218.36,186.75,266.87,241.44,225.59,202.70,182.09,
2007-10-02 22:12:06.896000,L5,309.30,303.84,277.90,270.50,263.42,276.23,247.95,274.73,200.34,180.89,,,,,,,,,,,,284.02,203.20,259.92,241.36,226.65,219.64,264.59,239.65,223.75,191.61,277.13,256.28,240.71,216.14,187.82,
2008-10-29 21:56:36.227000,L5,,196.82,240.53,208.31,215.21,220.54,183.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:04:30.805000,L5,303.32,289.62,263.32,256.04,251.03,251.26,204.13,,,,,,,,,,,,,,,,,,,,,,,,,264.00,239.30,227.63,201.29,,
2009-02-02 21:58:34.187000,L5,292.12,279.60,257.84,248.51,240.60,243.00,194.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-18 21:58:58.554000,L5,312.74,296.27,272.97,264.57,255.38,264.98,256.91,265.51,,,,,,,,,,249.64,198.37,260.69,210.84,279.71,281.25,270.48,244.88,239.72,233.52,266.76,243.39,216.71,195.81,271.93,253.29,237.94,207.91,179.83,
2010-02-05 22:03:53.684000,L5,296.91,282.00,260.44,243.04,241.43,250.73,206.00,179.23,,,,,,,,,,,,,,,266.87,256.02,235.32,224.51,220.89,257.64,237.53,214.85,181.87,266.75,244.12,221.98,196.26,,
2010-02-21 22:03:56.549000,L5,296.73,282.19,257.98,247.67,240.49,237.47,190.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03 22:03:04.727000,L5,269.22,240.47,226.62,216.41,228.85,195.52,,,,,,,,,,,,,,,,248.95,237.97,217.13,195.56,183.67,,,,251.24,245.94,219.79,205.59,178.93,,,
2010-10-10 22:09:11.852000,L5,315.92,302.72,279.24,272.70,264.96,276.21,238.71,273.71,183.03,,,,,,,,,,,,,276.82,276.66,266.47,246.86,228.48,221.12,260.05,229.07,217.06,188.79,283.75,252.75,240.45,212.08,186.50,
2010-11-04 22:02:50.090000,L5,299.60,284.15,261.06,254.52,246.31,257.17,212.18,253.55,,,,,,,,,,,,,,,271.74,262.45,239.87,218.38,217.86,206.17,223.10,210.22,280.35,263.30,232.61,220.11,194.23,,
2011-01-07 22:02:56.182000,L5,309.06,297.90,274.78,266.98,260.37,274.93,269.06,274.89,184.94,,,,,,262.45,254.86,250.18,272.17,256.76,265.83,227.41,181.22,196.06,271.94,255.27,246.96,245.88,273.32,242.65,274.01,293.13,277.80,255.09,238.93,212.69,181.54,
2011-01-23 22:02:56.734000,L5,307.54,292.40,266.97,258.70,248.30,264.35,250.51,268.29,,,,,,,,,,,,,,274.15,279.72,266.76,253.08,233.78,232.40,266.85,238.28,222.57,190.37,273.02,244.67,230.18,204.53,,
2011-02-15 22:09:10.419000,L5,307.07,297.46,273.58,265.25,256.32,263.79,224.63,263.36,,,,,,,,,,,,,,277.03,277.18,265.49,244.16,233.23,231.05,265.16,245.56,233.93,295.39,278.78,257.95,239.89,212.52,183.79,
2011-03-12 22:02:55.330000,L5,308.36,295.42,274.29,269.38,253.78,269.51,268.87,276.38,181.36,,,,,,258.42,255.19,260.57,272.93,274.45,273.87,221.67,183.54,285.64,275.26,258.60,250.43,243.91,277.46,249.49,264.38,292.73,277.36,254.83,240.15,213.49,183.59,
2011-03-28 22:02:50.009000,L5,303.63,293.79,269.93,265.34,256.17,266.48,258.92,272.09,178.19,,,,,,,,,,,,,279.50,284.11,274.24,251.49,233.27,231.59,272.79,241.71,227.91,186.57,270.55,246.92,234.94,209.30,182.56,
2013-05-11 22:21:07.084000,L8,318.38,308.47,278.94,270.60,252.73,269.76,271.89,283.83,268.98,,,,,273.95,272.07,192.33,235.69,283.33,272.83,282.09,263.82,211.49,186.32,289.71,263.79,267.53,300.03,292.33,264.52,286.36,229.96,284.51,267.77,248.97,222.78,199.34,183.50
2013-06-05 22:15:03.120000,L8,321.76,309.51,275.94,267.90,254.12,270.24,276.21,286.33,277.26,246.29,191.13,257.81,270.28,202.03,270.73,270.83,244.78,281.84,272.06,281.99,263.04,291.50,292.17,291.68,269.84,267.12,299.43,292.40,266.27,229.13,199.88,287.34,267.51,249.33,223.03,199.30,182.22
2013-07-14 22:21:10.534000,L8,322.21,318.44,287.16,278.35,256.32,280.21,280.00,289.34,281.53,260.15,241.41,260.67,272.88,275.62,273.48,271.79,285.57,291.87,299.99,290.47,282.42,293.12,297.83,296.88,284.11,270.72,304.27,294.17,272.68,295.96,312.53,292.68,273.15,296.92,229.54,205.43,186.95
2013-09-16 22:21:09.463000,L8,310.28,296.39,269.21,266.40,248.39,268.13,240.28,283.82,181.23,,,,,,263.13,258.89,190.11,,264.42,282.26,259.97,287.36,289.56,285.80,270.93,258.05,245.29,286.31,255.94,227.64,197.58,282.64,264.63,244.36,219.01,195.14,
2013-09-25 22:14:53.099000,L8,316.41,301.11,273.02,266.58,247.74,268.40,268.13,282.83,260.72,242.47,,,,264.14,262.31,261.69,231.23,270.79,266.51,276.24,261.88,294.92,294.97,292.76,278.34,260.15,298.01,288.74,258.17,296.54,307.34,289.68,267.65,252.88,222.10,200.39,
2013-10-18 22:21:01.576000,L8,331.15,306.35,280.21,273.04,254.32,314.08,276.39,289.27,260.99,247.43,196.89,260.45,271.82,268.99,265.63,263.65,282.94,284.73,268.28,282.49,258.29,292.04,293.44,290.21,275.28,266.25,303.23,289.48,258.04,298.96,307.94,289.52,267.34,246.32,220.14,193.81,188.24
