dates,satname,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
2005-03-27 22:00:03.252000,L5,344.58,318.06,287.47,287.28,275.62,266.09,233.23,291.84,276.28,288.50,303.19,312.17,316.79,322.89,312.68,301.49,297.33,289.71,303.52,340.48,346.30,322.76,292.87,321.77
2005-04-28 22:00:11.734000,L5,235.93,249.96,251.10,258.90,250.85,244.02,184.32,257.14,233.12,226.28,,260.76,275.94,290.06,278.30,262.09,253.28,242.10,260.72,309.71,320.99,220.48,251.69,287.16
2005-05-05 22:06:25.562000,L5,262.03,240.39,265.78,263.83,252.39,247.84,160.51,,,,,247.10,281.84,287.86,282.43,265.23,253.32,238.35,262.38,313.68,318.70,222.84,242.65,294.02
2005-05-30 22:00:27.276000,L5,326.82,275.84,275.56,275.90,263.18,254.40,,263.52,249.94,256.93,265.05,283.77,286.51,305.67,294.89,277.51,269.20,261.79,269.62,322.65,333.99,241.56,260.95,299.10
2005-06-15 22:00:34.314000,L5,314.35,238.98,269.66,268.56,253.70,250.88,,,,,,267.96,286.76,297.51,289.69,274.97,264.35,260.83,264.37,315.45,330.01,241.66,250.76,290.43
2005-09-10 22:07:19.674000,L5,,215.28,251.65,255.96,249.55,235.87,,,178.95,266.34,280.26,293.94,300.79,310.95,296.44,280.44,271.27,258.05,269.52,318.16,323.27,309.87,,
2005-09-19 22:01:08.704000,L5,355.35,337.12,306.37,304.00,304.34,290.76,257.07,296.09,292.47,305.14,308.08,318.97,326.74,325.66,317.35,304.13,296.76,290.78,299.80,339.41,346.38,343.20,297.80,324.70
2005-10-05 22:01:05.133000,L5,315.26,268.57,258.85,254.57,246.54,234.97,179.46,,,,197.38,280.27,278.20,284.54,276.97,259.31,251.05,237.35,268.07,305.81,308.55,230.68,263.80,296.60
2005-11-22 22:01:34.747000,L5,335.79,313.82,276.61,273.99,261.22,255.96,225.25,285.43,275.16,294.96,309.32,318.23,326.10,330.95,315.23,301.50,297.64,283.05,294.17,339.64,342.94,326.60,281.59,317.05
2006-02-10 22:03:27.081000,L5,,,,,190.35,230.99,191.35,259.85,240.75,254.36,,266.04,273.79,294.87,278.09,262.40,246.71,237.60,258.27,303.94,310.86,208.01,254.80,289.27
2006-02-26 22:03:47.179000,L5,339.59,311.81,286.74,287.28,263.50,254.55,228.98,283.71,271.36,287.10,302.25,306.13,323.22,325.60,311.87,300.03,296.09,288.41,307.01,338.97,341.40,312.29,288.77,315.94
2006-05-17 22:05:09.745000,L5,226.18,246.48,262.90,269.87,247.40,242.73,188.58,254.31,201.88,189.82,259.41,262.64,285.92,308.56,298.26,274.51,261.61,245.61,250.74,268.41,308.57,212.98,,
2006-06-25 22:11:56.212000,L5,237.26,244.79,266.76,268.36,251.54,240.44,,,,,,,251.14,296.10,291.78,267.04,258.34,235.07,261.98,322.68,330.00,218.76,248.42,290.54
2006-08-21 22:06:31.405000,L5,225.29,243.27,259.09,265.10,247.04,241.64,,254.91,214.99,238.95,,,275.11,283.60,276.03,262.50,248.40,232.55,247.79,306.29,319.81,219.91,263.69,298.08
2006-08-28 22:12:47.566000,L5,315.02,250.70,260.07,262.48,246.30,240.53,191.68,256.57,229.65,229.27,,266.14,273.57,283.31,279.64,257.67,250.44,232.90,257.95,315.97,327.00,230.73,268.83,296.43
2006-09-22 22:06:54.827000,L5,211.17,239.05,255.12,256.02,241.35,235.12,166.78,246.23,,,,,267.50,278.87,264.04,260.42,254.45,239.27,262.08,306.29,312.16,222.51,266.05,290.77
2006-10-24 22:07:14.438000,L5,353.89,341.86,312.69,327.23,327.64,339.90,305.72,317.27,297.29,313.23,323.23,326.95,321.68,326.34,312.09,300.37,296.19,292.85,305.19,345.51,355.98,350.24,306.08,331.79
2006-10-31 22:13:29.135000,L5,292.75,214.96,230.56,235.39,219.44,208.66,,,,,,,,,,,,,,,,,,
2006-12-11 22:08:04.096000,L5,342.84,317.33,283.73,284.09,267.43,255.41,238.41,273.14,267.42,286.93,299.66,310.98,318.40,333.48,324.14,304.15,300.96,290.38,314.23,389.55,382.98,380.58,293.86,341.69
2007-09-09 22:06:09.271000,L5,360.26,344.33,327.60,308.89,325.88,323.10,255.85,305.48,298.25,310.78,315.76,318.94,324.59,331.42,318.21,303.70,301.38,293.23,307.16,347.48,355.98,339.08,312.56,329.27
2007-10-02 22:12:06.896000,L5,308.48,237.55,248.55,249.51,237.97,221.64,,,,,,,,272.65,267.92,192.94,245.21,233.99,259.38,304.18,301.81,226.18,262.94,290.61
2008-10-29 21:56:36.227000,L5,343.14,323.21,288.27,289.85,274.73,265.59,252.69,298.33,283.71,289.19,295.48,307.95,311.86,319.54,308.61,285.63,286.63,292.26,308.55,342.09,347.08,320.53,299.07,320.66
2009-01-24 22:04:30.805000,L5,343.17,308.67,284.89,286.01,269.35,260.45,243.38,293.08,276.83,295.10,304.80,313.64,321.15,325.20,311.29,297.81,295.02,285.70,299.95,335.55,334.95,325.91,283.04,309.18
2009-02-02 21:58:34.187000,L5,211.55,237.41,260.16,255.73,246.01,231.47,189.90,240.64,222.83,235.57,234.94,217.92,267.60,271.94,207.56,205.17,189.68,235.69,252.96,300.72,305.18,205.73,242.53,274.91
2010-02-21 22:03:56.549000,L5,338.42,314.14,283.15,283.51,266.53,259.98,239.08,286.31,269.32,286.95,299.00,311.47,319.93,329.13,318.78,301.61,295.13,286.83,304.84,338.65,338.36,324.87,281.15,314.14
2010-10-03 22:03:04.727000,L5,272.26,215.81,223.06,209.92,203.68,,230.48,219.87,240.65,253.89,265.79,275.15,291.36,279.28,257.04,251.41,246.90,265.57,303.09,305.82,297.34,259.42,227.81,255.50
2010-10-10 22:09:11.852000,L5,215.29,241.22,258.23,256.33,245.71,227.84,177.95,245.89,232.40,249.11,258.50,273.59,277.87,292.60,289.64,270.67,261.53,250.40,272.44,316.31,313.80,232.89,263.39,296.47
2010-11-04 22:02:50.090000,L5,387.80,378.42,373.59,372.70,381.07,367.66,337.08,306.32,301.33,313.95,328.66,339.32,362.73,352.47,339.80,329.09,388.62,338.10,320.82,359.88,384.69,365.36,321.46,336.09
2011-01-07 22:02:56.182000,L5,204.26,232.50,254.26,252.67,244.85,227.57,199.45,242.87,230.19,230.43,241.48,220.99,264.94,267.19,,249.27,236.86,231.66,252.56,294.24,300.13,191.71,228.18,271.59
2011-01-23 22:02:56.734000,L5,338.31,314.26,283.70,287.76,269.68,262.17,240.02,284.64,276.18,291.53,303.44,310.49,319.12,324.71,313.50,294.05,290.07,280.33,298.43,335.50,346.50,332.29,285.96,320.32
2011-02-15 22:09:10.419000,L5,338.07,318.80,281.99,283.55,266.74,260.21,235.26,286.30,267.63,288.22,299.83,316.50,323.46,326.13,316.97,298.13,295.98,287.78,307.67,334.15,337.92,324.52,279.97,310.36
2011-03-12 22:02:55.330000,L5,342.68,320.47,286.08,289.51,273.46,264.32,244.42,289.01,271.63,293.35,302.83,313.52,317.81,328.47,317.25,296.00,290.04,281.47,296.35,337.75,343.04,326.22,290.01,322.62
2011-03-28 22:02:50.009000,L5,302.55,234.75,263.01,263.64,254.32,242.36,200.26,252.95,238.64,243.74,247.97,257.20,272.68,265.68,261.58,252.96,235.22,226.10,253.76,303.99,303.92,215.05,241.37,281.05
2013-05-11 22:21:07.084000,L8,328.23,236.97,266.72,267.10,257.78,240.56,,,259.31,259.42,268.57,254.66,,,,,,249.43,265.32,321.67,327.63,,,
2013-06-05 22:15:03.120000,L8,331.36,242.53,262.88,267.02,254.06,252.83,,270.50,253.74,267.21,271.54,259.30,228.34,303.98,267.61,284.75,207.47,254.88,271.15,321.20,327.07,228.72,265.96,297.92
2013-07-07 22:15:00.081000,L8,333.50,,,253.43,251.22,236.31,,,261.77,280.29,289.63,,,,302.19,291.12,286.82,268.22,291.54,327.91,333.36,243.12,272.07,313.41
2013-07-14 22:21:10.534000,L8,354.20,333.16,309.58,297.46,298.91,293.23,259.77,300.95,289.33,306.52,313.42,328.50,332.75,344.40,332.03,310.21,305.79,301.80,313.62,393.43,407.86,407.75,308.56,333.62
2013-07-23 22:14:58.777000,L8,,225.44,260.86,264.80,253.03,247.01,193.86,268.39,258.36,280.89,259.33,281.06,303.69,315.01,295.00,281.26,269.11,262.67,287.38,323.77,328.83,234.73,270.33,310.29
2013-09-16 22:21:09.463000,L8,342.63,298.61,292.36,295.88,288.08,265.70,248.46,292.43,278.54,301.28,308.62,321.83,326.30,335.10,324.28,300.94,301.43,291.33,309.38,347.78,389.33,381.28,294.85,325.60
2013-09-25 22:14:53.099000,L8,338.39,302.91,298.31,297.73,280.60,261.94,232.79,292.18,278.48,298.39,312.12,322.00,329.22,347.56,329.33,303.52,303.13,291.51,310.78,382.02,396.15,383.27,296.05,334.99
2013-10-18 22:21:01.576000,L8,347.94,328.04,327.75,300.89,286.06,261.90,237.30,296.06,288.73,308.68,318.44,329.68,336.15,336.82,325.77,307.77,316.18,312.60,317.08,353.44,367.33,376.39,301.67,326.57
2013-11-03 22:20:56.205000,L8,376.73,373.63,357.44,360.70,378.91,356.39,370.10,351.08,320.39,324.66,341.23,345.26,374.87,372.49,342.96,330.93,329.89,358.96,366.02,411.19,406.65,412.01,337.56,366.16
2013-11-19 22:20:49.563000,L8,353.77,348.27,353.59,344.05,341.21,300.41,293.41,298.92,291.02,308.86,323.80,327.42,333.56,337.81,335.48,308.70,320.44,298.60,315.59,352.86,370.57,354.64,307.28,335.68
2013-11-28 22:14:37.848000,L8,354.22,344.45,335.78,343.66,368.93,382.19,364.03,365.16,326.32,323.27,348.59,347.05,353.86,357.82,351.79,339.93,342.95,342.39,371.57,389.89,388.93,389.80,349.17,362.04
2013-12-14 22:14:33.459000,L8,371.63,360.91,359.11,366.90,376.51,374.33,379.29,327.51,318.99,321.04,325.49,332.91,354.06,344.56,349.70,320.02,348.20,313.94,377.24,387.61,383.70,389.07,350.37,359.35
2013-12-21 22:20:39.177000,L8,335.36,295.98,287.67,277.50,271.62,267.17,233.04,287.31,283.09,299.95,313.66,318.46,333.24,329.67,316.98,298.76,304.39,286.53,339.68,340.84,376.99,386.22,296.32,323.52
2013-12-30 22:14:25.215000,L8,360.90,350.01,341.56,351.90,356.58,363.74,358.42,364.68,360.16,315.36,327.86,334.63,334.40,347.09,328.18,326.23,338.63,319.01,325.41,384.76,377.29,393.97,346.11,347.64
2014-01-22 22:20:19.626000,L8,337.98,305.31,293.65,298.72,277.92,271.78,226.94,301.69,273.82,302.77,311.59,316.69,324.87,328.76,321.41,299.01,301.26,290.26,306.99,341.58,357.29,321.92,313.00,357.84
2014-02-23 22:19:56.208000,L8,333.86,296.83,297.94,297.87,292.32,286.89,291.88,302.48,275.03,306.40,313.92,316.14,320.64,326.25,317.34,298.58,294.33,287.56,306.06,339.94,348.17,320.89,291.65,321.49
2014-03-20 22:13:25.653000,L8,315.61,236.73,259.22,261.12,248.94,235.71,209.06,266.56,259.30,272.01,261.11,223.10,276.48,272.49,,277.74,187.07,219.36,240.82,310.75,317.86,191.85,250.40,279.65
2014-04-21 22:12:54.038000,L8,346.87,304.48,285.57,298.68,288.04,278.76,259.26,306.81,282.71,309.54,315.06,326.67,328.01,332.57,321.61,305.92,303.64,296.87,310.24,349.82,355.25,357.79,310.97,329.08
2014-05-14 22:18:44.733000,L8,327.53,238.01,265.45,266.61,257.69,245.79,,,261.92,277.25,257.20,229.86,,,242.92,287.03,,177.64,244.53,322.55,328.17,210.15,262.08,303.37
2014-07-17 22:19:04.091000,L8,327.48,240.35,268.93,271.34,261.92,248.64,,274.62,260.86,280.68,267.39,259.07,265.66,301.42,272.60,285.94,272.86,207.26,256.06,325.77,330.27,233.14,266.52,304.13
2014-07-26 22:12:55.043000,L8,328.64,244.70,265.08,268.53,256.10,244.87,,275.19,259.70,279.97,267.92,270.70,287.54,307.06,295.37,288.51,213.72,259.96,273.59,324.45,328.72,223.27,270.87,303.87
2014-08-11 22:13:03.844000,L8,,,,,,,,,239.04,281.31,290.22,300.92,300.18,316.66,300.73,287.85,279.00,268.77,248.45,277.42,,,194.62,270.94
2014-08-27 22:13:05.288000,L8,338.68,277.52,288.43,279.66,272.72,272.03,248.80,290.61,276.23,293.78,313.54,318.25,328.30,334.37,323.12,300.69,294.41,287.46,304.72,343.28,348.05,327.44,290.34,321.70
2014-09-28 22:13:08.778000,L8,337.74,302.29,293.65,298.99,301.58,268.89,247.60,292.51,281.97,300.65,309.46,338.89,357.05,338.12,337.92,299.26,298.56,291.83,311.99,390.02,394.92,395.78,373.38,325.98
2014-10-14 22:13:14.573000,L8,337.03,292.12,293.62,293.76,274.00,272.55,247.53,287.98,280.01,300.10,322.58,324.34,335.93,353.10,351.93,302.81,302.85,290.17,316.02,373.69,394.58,393.17,310.94,328.65
2014-10-21 22:19:25.564000,L8,361.00,354.47,346.67,357.02,366.02,375.94,378.22,401.79,364.33,405.90,367.81,372.50,367.62,359.84,344.14,386.02,412.10,399.48,433.77,445.55,457.28,452.12,363.80,452.78
2014-11-06 22:19:25.282000,L8,347.17,343.86,333.84,335.45,339.09,340.55,341.60,330.69,330.72,319.52,334.04,334.77,336.99,336.71,329.62,309.22,315.34,311.55,326.64,365.29,362.67,333.41,320.09,346.76
2014-11-15 22:13:13.466000,L8,340.35,293.76,292.15,293.18,276.95,278.07,285.12,301.65,279.79,299.56,313.08,326.31,328.97,354.17,340.20,305.15,305.03,293.84,317.69,402.78,396.74,391.82,306.66,343.11
2015-01-02 22:13:02.831000,L8,,,,,,,,,,283.30,290.29,296.74,290.15,309.10,298.11,277.30,277.72,264.80,287.06,319.91,324.56,235.07,270.08,302.23
2015-01-09 22:19:14.700000,L8,332.56,281.52,291.90,295.82,275.31,270.12,260.60,289.41,278.74,296.71,314.18,316.89,324.22,326.35,315.40,294.60,297.26,287.21,307.93,341.43,379.29,379.11,290.91,324.52
2015-01-25 22:19:08.635000,L8,337.00,292.74,288.11,287.65,284.15,279.45,288.86,301.78,277.90,303.55,309.41,316.56,323.98,327.04,315.28,298.29,298.65,290.84,308.19,339.83,353.56,320.73,296.00,326.77
2015-02-10 22:19:02.830000,L8,331.14,281.20,283.13,280.22,275.80,270.08,273.88,291.41,271.32,294.97,310.11,314.93,320.49,323.38,314.06,297.42,296.30,288.81,305.37,337.31,340.72,322.80,292.08,321.70
2015-02-19 22:12:49.582000,L8,338.15,325.34,313.09,322.30,336.93,377.48,345.47,343.55,353.00,350.62,388.36,346.77,338.80,332.46,355.36,319.89,321.76,379.94,338.41,364.44,369.94,359.23,320.24,336.80
2015-02-26 22:18:58.832000,L8,337.95,293.68,288.11,284.75,287.69,279.97,295.10,297.47,297.27,311.15,311.41,316.82,322.89,326.78,319.69,299.79,297.97,290.13,306.89,338.27,339.74,322.00,293.76,325.01
2015-03-07 22:12:42.077000,L8,319.05,233.78,258.18,260.84,249.57,235.65,206.70,262.19,258.55,278.63,282.94,272.75,301.86,306.60,292.62,273.82,215.64,255.55,265.64,310.60,317.89,209.03,257.72,289.69
2015-03-30 22:18:37.685000,L8,210.49,237.56,258.50,261.03,250.32,231.99,190.30,253.60,255.27,274.70,265.77,244.91,259.13,282.75,290.15,276.25,203.84,252.76,259.57,311.32,318.91,198.91,253.32,279.18
2015-04-15 22:18:34.670000,L8,366.41,378.08,348.10,349.94,356.81,360.20,359.95,433.51,432.36,375.40,376.14,426.55,440.96,419.44,392.26,411.54,415.94,412.77,423.01,435.37,418.68,411.34,393.61,450.56
2015-05-17 22:18:13.391000,L8,327.23,237.23,264.31,267.38,255.15,245.44,,273.88,263.35,281.59,291.75,292.65,308.39,316.98,307.01,289.88,284.11,257.89,274.62,325.42,328.72,236.37,269.90,307.70
2015-05-26 22:12:05.002000,L8,325.39,238.71,262.80,266.65,253.10,244.96,,272.55,261.38,281.29,290.11,279.83,305.15,305.00,298.98,288.84,276.19,255.53,269.61,321.18,328.34,236.38,263.71,302.83
2015-06-27 22:12:22.174000,L8,264.95,243.41,264.00,269.81,256.19,249.69,,276.70,262.21,283.96,293.23,298.64,308.14,314.67,303.58,291.86,280.94,263.84,281.88,325.57,331.25,237.69,271.43,307.65
2015-07-20 22:18:46.533000,L8,214.02,229.27,260.91,264.99,252.60,244.21,,,258.26,279.04,272.52,275.11,297.77,301.70,295.61,283.81,267.72,255.61,267.54,316.75,326.60,220.91,259.59,278.79
2015-08-05 22:18:48.929000,L8,346.56,309.99,298.45,288.93,279.29,282.30,271.86,299.89,285.19,300.59,332.25,336.74,339.78,360.80,347.59,316.40,305.64,302.20,314.54,417.88,415.84,418.48,297.18,357.10
2015-10-24 22:19:16.646000,L8,358.09,345.03,348.33,358.09,359.63,349.98,346.27,338.31,319.03,319.84,329.60,375.87,360.21,536.15,542.36,475.73,456.41,516.26,488.37,410.87,401.72,396.37,376.30,385.86
2015-12-20 22:13:09.373000,L8,338.98,289.02,288.68,291.00,291.11,266.43,258.91,287.17,275.92,300.63,312.24,318.86,326.30,331.83,320.90,303.89,303.22,291.29,308.41,337.34,340.95,311.02,297.91,337.27
2015-12-27 22:19:19.236000,L8,339.07,302.29,300.92,308.60,317.01,335.56,336.76,302.97,284.84,304.01,312.61,321.56,326.79,330.93,321.41,306.41,308.91,301.35,327.24,369.72,373.45,358.15,308.24,330.59
