dates,satname,nzd0282-0000,nzd0282-0001,nzd0282-0002,nzd0282-0003,nzd0282-0004,nzd0282-0005,nzd0282-0006,nzd0282-0007,nzd0282-0008,nzd0282-0009,nzd0282-0010,nzd0282-0011,nzd0282-0012,nzd0282-0013,nzd0282-0014,nzd0282-0015,nzd0282-0016,nzd0282-0017,nzd0282-0018,nzd0282-0019,nzd0282-0020,nzd0282-0021,nzd0282-0022,nzd0282-0023,nzd0282-0024,nzd0282-0025,nzd0282-0026,nzd0282-0027,nzd0282-0028,nzd0282-0029,nzd0282-0030,nzd0282-0031,nzd0282-0032,nzd0282-0033,nzd0282-0034,nzd0282-0035,nzd0282-0036,nzd0282-0037,nzd0282-0038,nzd0282-0039,nzd0282-0040,nzd0282-0041,nzd0282-0042,nzd0282-0043,nzd0282-0044,nzd0282-0045,nzd0282-0046,nzd0282-0047,nzd0282-0048,nzd0282-0049,nzd0282-0050,nzd0282-0051,nzd0282-0052,nzd0282-0053,nzd0282-0054,nzd0282-0055,nzd0282-0056,nzd0282-0057,nzd0282-0058,nzd0282-0059,nzd0282-0060,nzd0282-0061,nzd0282-0062,nzd0282-0063,nzd0282-0064,nzd0282-0065,nzd0282-0066,nzd0282-0067,nzd0282-0068,nzd0282-0069,nzd0282-0070,nzd0282-0071,nzd0282-0072,nzd0282-0073,nzd0282-0074,nzd0282-0075,nzd0282-0076,nzd0282-0077,nzd0282-0078,nzd0282-0081,nzd0282-0082,nzd0282-0083,nzd0282-0086,nzd0282-0087,nzd0282-0088,nzd0282-0089,nzd0282-0090,nzd0282-0091,nzd0282-0094,nzd0282-0095,nzd0282-0096,nzd0282-0097,nzd0282-0098,nzd0282-0099,nzd0282-0100,nzd0282-0101,nzd0282-0102,nzd0282-0103,nzd0282-0104,nzd0282-0105,nzd0282-0106,nzd0282-0107,nzd0282-0108,nzd0282-0109,nzd0282-0110,nzd0282-0111,nzd0282-0112,nzd0282-0113,nzd0282-0114,nzd0282-0115,nzd0282-0116,nzd0282-0117,nzd0282-0118,nzd0282-0119,nzd0282-0120,nzd0282-0121,nzd0282-0122,nzd0282-0123,nzd0282-0124,nzd0282-0125,nzd0282-0126,nzd0282-0127,nzd0282-0128,nzd0282-0129,nzd0282-0130,nzd0282-0131,nzd0282-0132,nzd0282-0133,nzd0282-0134,nzd0282-0135,nzd0282-0136,nzd0282-0137,nzd0282-0138,nzd0282-0139,nzd0282-0140,nzd0282-0141,nzd0282-0142,nzd0282-0143,nzd0282-0144,nzd0282-0145,nzd0282-0146,nzd0282-0147,nzd0282-0148,nzd0282-0149,nzd0282-0150,nzd0282-0151,nzd0282-0152,nzd0282-0153,nzd0282-0154,nzd0282-0155,nzd0282-0156,nzd0282-0157,nzd0282-0158,nzd0282-0159,nzd0282-0160,nzd0282-0161,nzd0282-0162,nzd0282-0163,nzd0282-0164,nzd0282-0165,nzd0282-0166,nzd0282-0167,nzd0282-0092,nzd0282-0085,nzd0282-0093,nzd0282-0079,nzd0282-0080,nzd0282-0084
2023-09-15 22:00:20.114000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.93,309.57,306.21,323.61,311.33,314.03,314.90,315.52,314.06,313.42,305.11,319.65,308.84,240.96,,,,,,301.95,339.44,340.17,340.36,347.80,358.31,385.51,388.22,374.15,374.47,375.28,,289.15,359.91,315.79,316.55,331.61,318.03,317.48,316.55,303.22,299.12,289.48,319.28,315.02,306.70,307.18,302.06,317.03,311.28,307.88,314.07,317.96,318.35,317.92,318.78,319.34,329.25,329.63,330.80,328.95,335.49,343.83,334.40,328.71,334.97,311.28,328.48,328.24,322.41,310.10,313.12,309.78,316.03,317.88,309.41,309.05,312.41,304.73,302.06,295.16,302.71,297.95,304.29,304.30,304.56,303.17,300.93,318.84,331.94,333.07,316.16,328.99,334.37,331.09,342.44,333.36,337.48,342.93,348.81,341.01,327.17,335.70,337.78,318.17,366.21,341.94,,328.06,326.63,345.68
2023-09-16 21:54:08.428000,L8,354.53,352.80,359.24,354.92,352.12,350.43,348.31,347.29,352.14,348.04,347.70,342.85,349.38,355.84,358.61,367.90,361.07,366.57,376.06,404.54,392.33,354.67,356.55,393.27,398.82,343.96,340.77,400.20,396.74,390.72,336.61,336.02,335.08,339.22,340.73,353.63,348.35,361.51,350.15,398.99,392.35,379.06,392.81,392.90,386.81,395.18,356.11,349.18,341.51,342.78,345.11,346.72,337.71,339.18,341.28,331.51,332.99,329.08,331.09,332.05,324.36,326.29,325.48,320.82,325.22,333.27,334.77,330.18,331.37,334.51,325.34,326.00,317.09,226.33,251.95,326.08,251.01,339.73,344.39,352.39,355.57,366.28,376.18,384.36,401.86,391.87,391.40,392.12,327.34,363.97,373.60,339.63,332.98,348.59,346.32,341.14,335.17,322.22,319.41,315.29,316.65,314.88,325.10,325.04,332.97,354.21,369.00,377.54,328.04,329.26,335.05,335.90,335.67,339.13,336.54,344.53,353.43,360.94,357.60,357.15,352.87,345.59,342.91,331.49,331.72,333.12,334.99,330.79,328.83,330.47,329.86,322.90,325.97,322.63,326.68,325.98,324.47,321.68,318.97,321.74,320.81,322.61,327.46,329.41,331.92,336.57,338.24,345.26,360.17,345.97,367.13,370.44,342.17,349.08,348.99,353.71,350.69,351.76,356.42,358.55,347.28,372.22,398.09,369.60,374.81,346.13,348.27,370.57
2023-10-09 22:00:24.593000,L8,,,,,,,,,,,,,,,,,,,,,,,,333.14,318.33,307.17,304.57,310.80,305.43,313.23,321.17,303.99,322.93,313.15,315.87,320.64,313.12,327.61,320.62,322.35,287.84,292.09,279.50,275.52,287.03,282.26,281.53,278.05,163.59,185.00,198.31,199.52,202.90,203.47,202.43,201.99,196.91,193.45,184.50,171.02,156.65,313.48,319.94,316.23,313.35,313.61,302.94,320.32,299.95,268.69,265.30,,,,,,,,,,,,,,,,,,,,,,,,172.54,220.19,234.36,249.78,263.96,262.49,275.45,279.08,279.84,277.55,311.31,311.21,309.70,307.15,280.22,306.69,300.44,313.51,288.35,285.37,323.65,327.86,339.54,348.62,343.43,336.75,341.74,336.69,317.81,314.64,313.53,315.54,305.24,306.87,311.76,308.19,311.52,312.80,311.53,309.13,308.57,289.32,307.96,300.72,310.15,302.31,308.04,315.70,315.44,287.55,284.76,327.28,288.93,289.16,300.03,322.61,298.78,320.30,322.82,331.36,330.92,296.13,305.76,313.90,347.59,331.31,330.08,317.87,,,,,,
2023-10-18 21:54:12.973000,L8,458.38,443.28,467.11,475.31,451.10,425.95,424.00,428.04,438.09,421.42,426.01,436.58,475.63,434.20,463.41,447.59,457.89,444.96,419.53,418.27,426.15,427.80,433.11,448.85,429.90,439.81,420.00,404.10,412.35,386.02,393.98,398.36,393.89,402.80,394.76,404.48,404.11,395.78,445.31,404.64,413.57,417.17,421.67,425.30,412.81,403.69,412.97,409.35,417.10,405.89,391.74,408.53,397.59,399.96,401.49,392.91,402.37,394.80,398.71,398.59,388.19,403.03,392.84,383.68,391.94,386.94,404.60,389.14,396.59,392.00,402.02,383.63,335.79,387.65,394.33,402.70,403.72,403.09,413.71,400.46,393.75,407.32,393.33,401.27,384.95,360.82,358.20,415.01,425.98,515.93,526.17,471.97,457.54,426.10,398.73,435.85,453.08,447.19,418.58,385.68,376.22,373.85,378.39,377.64,371.31,378.10,382.99,382.08,384.40,375.85,379.43,380.44,358.64,342.98,348.13,382.72,397.98,392.70,391.42,397.58,387.94,389.28,383.18,379.42,376.65,339.17,344.94,329.98,333.93,325.31,362.21,359.14,356.02,346.34,327.97,339.08,357.83,363.55,362.37,355.16,351.98,363.25,356.16,362.54,369.28,340.47,347.14,337.54,337.19,336.05,342.63,343.46,379.88,378.43,349.28,348.98,352.23,348.53,357.49,353.23,347.84,363.80,416.93,407.24,430.30,403.49,401.38,411.11
2023-11-03 21:54:16.690000,L8,335.30,338.28,340.46,349.84,343.95,345.06,339.83,335.86,333.03,326.98,326.77,337.36,332.22,338.11,357.03,352.04,404.38,428.52,382.56,333.96,307.13,309.00,167.24,209.73,308.24,283.72,287.82,288.43,295.01,317.89,309.67,296.22,315.33,313.20,313.89,317.56,316.67,320.46,321.18,319.67,288.57,293.91,285.59,272.88,284.23,280.72,276.71,276.63,163.11,185.10,199.52,202.07,203.70,202.61,204.18,202.82,196.48,192.96,184.49,169.59,156.16,316.36,320.60,321.63,317.00,312.93,314.73,280.03,274.00,258.64,239.17,,,,,,,,,,,,,,,,,,,,,,,,174.54,218.73,249.90,246.58,266.12,265.61,280.37,283.20,289.38,282.54,283.33,286.27,280.36,290.18,272.30,268.10,300.12,286.49,292.27,284.79,313.69,325.61,334.97,329.71,336.83,334.96,333.89,322.68,328.06,320.46,286.78,314.86,296.27,420.69,466.72,423.10,400.79,327.17,319.89,337.03,233.10,284.54,351.86,286.70,308.92,292.90,299.97,320.00,295.26,412.82,303.76,273.06,278.22,266.39,253.32,264.29,207.19,248.51,305.57,311.89,311.34,330.74,541.90,494.68,521.06,474.91,408.32,345.01,,,,,,
2023-11-11 21:54:15.194000,L9,328.45,340.41,340.41,341.10,336.20,341.19,341.55,326.50,328.05,330.08,338.06,338.36,334.23,338.35,348.46,349.05,344.88,343.35,346.51,336.34,344.95,343.59,184.67,335.42,326.06,328.62,321.78,325.27,325.90,332.19,333.02,329.11,324.30,326.29,326.41,326.02,323.93,325.12,323.00,325.46,286.77,292.14,282.06,274.37,281.38,279.26,283.47,274.30,279.39,301.17,327.42,331.57,331.44,321.50,324.47,324.23,320.38,315.97,316.56,318.85,318.64,319.20,321.24,317.62,314.36,312.11,315.45,218.74,303.99,276.38,283.54,275.48,,,,,,,,,,,,,,,,,,,,,,358.29,349.51,354.18,345.39,336.27,322.72,267.99,279.62,283.73,288.19,287.66,282.14,291.92,283.52,274.50,271.57,267.37,289.86,285.15,330.61,323.92,324.61,328.20,340.80,353.33,354.67,348.48,371.91,387.61,409.26,327.48,314.90,316.03,316.93,287.99,310.19,311.17,319.16,314.49,298.51,275.76,306.69,289.88,310.79,316.16,307.64,305.24,304.22,318.84,293.99,311.16,278.45,333.52,331.75,336.71,307.56,322.02,280.87,326.21,326.55,332.42,330.05,332.06,332.78,339.32,347.31,344.89,332.51,333.85,,,,,,
2023-11-26 22:00:29.850000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.16,328.89,332.41,326.83,329.53,325.48,322.53,329.13,321.07,327.78,285.42,291.66,280.80,270.50,277.63,273.38,270.12,268.97,160.52,181.96,198.68,199.73,203.53,203.28,202.95,206.24,197.93,194.74,185.31,170.83,161.21,169.97,179.00,152.76,312.43,309.08,319.12,315.48,281.82,267.90,238.46,,,,,,,,,,,,,,,,,,,,,,,,166.25,342.84,347.42,333.91,328.42,265.81,278.14,281.00,280.42,278.54,281.67,281.39,270.23,272.77,271.38,265.30,267.14,282.65,290.24,276.72,338.58,340.66,339.36,350.70,336.67,338.59,331.51,325.05,328.47,322.92,313.30,309.60,314.91,310.43,313.11,312.54,311.38,324.39,297.45,326.73,319.98,315.01,297.50,304.44,311.65,302.35,304.23,312.88,316.35,307.22,319.45,314.71,284.65,330.19,325.69,314.59,313.68,324.18,331.23,332.29,337.96,334.52,344.38,342.42,345.72,342.39,340.37,334.87,,,,,,
2023-11-27 21:54:23.229000,L9,322.48,320.89,337.41,348.88,337.05,341.58,341.92,338.32,343.26,343.63,340.46,337.53,345.76,348.52,346.95,352.85,342.57,340.42,345.16,337.57,251.71,340.24,333.81,337.68,326.01,334.08,334.17,328.82,333.24,334.86,338.39,333.43,332.04,337.65,330.46,324.12,327.91,329.57,328.26,335.82,328.23,328.81,281.32,272.76,285.35,279.04,282.00,276.16,161.58,181.57,197.29,199.67,201.86,203.95,201.86,207.24,197.68,195.06,185.90,169.04,162.38,168.70,180.29,154.45,317.32,315.30,324.23,317.76,317.01,268.43,290.79,,,,,,,319.80,337.42,,,,,,,,,,,,,,,359.57,349.07,352.14,347.43,334.84,333.19,325.31,282.21,283.65,281.11,285.86,280.18,282.47,281.21,272.23,271.00,263.94,287.57,282.47,291.49,294.66,338.08,339.14,339.98,343.17,345.42,340.05,338.98,337.40,335.03,326.72,326.59,324.19,315.33,310.94,320.82,315.62,322.79,316.97,300.48,318.14,322.78,314.28,323.21,317.24,313.69,300.85,304.04,308.70,316.23,321.62,322.58,327.10,278.72,290.96,321.34,321.62,329.64,324.49,325.34,321.67,339.58,335.34,331.57,341.76,335.77,342.47,337.64,327.47,,,,338.16,317.12,
2023-12-13 21:54:22.355000,L9,416.20,420.34,416.52,413.59,419.06,418.87,413.59,417.89,413.56,410.11,417.43,414.68,416.98,423.46,421.64,417.28,415.16,421.73,451.24,423.87,420.84,419.85,424.67,422.22,412.33,441.33,473.23,481.46,400.79,410.55,399.44,393.63,411.03,413.58,412.56,413.76,408.85,397.62,422.93,405.43,394.21,405.05,404.06,409.32,454.86,403.72,392.85,401.98,392.86,428.82,453.96,445.15,412.18,392.02,397.61,391.04,396.95,387.38,390.98,394.02,386.45,382.76,381.78,391.01,375.92,396.05,392.63,386.26,394.91,387.94,406.12,411.02,388.19,390.55,389.23,395.59,388.79,397.04,412.61,209.38,393.39,401.33,386.34,411.01,,313.23,346.03,335.86,395.98,362.26,,387.29,398.74,391.38,386.42,392.04,405.41,394.07,387.76,378.68,392.42,390.68,375.07,361.85,369.84,356.26,372.02,369.43,359.61,372.47,370.85,378.89,380.63,378.95,376.52,380.10,363.01,391.22,394.89,398.68,393.49,394.23,389.61,374.27,382.22,370.07,355.38,374.63,358.10,360.74,372.41,373.62,366.33,363.73,368.84,365.92,331.97,360.89,336.98,352.95,337.17,361.48,375.45,365.23,371.88,377.48,372.79,361.45,356.21,357.82,361.50,372.43,381.03,377.63,381.27,385.84,382.44,389.36,375.50,383.52,381.41,376.37,339.30,390.65,396.32,397.86,394.44,387.54
2023-12-20 22:00:35.660000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.01,283.55,276.53,277.08,281.94,278.79,289.65,323.43,322.56,313.89,291.26,293.06,294.95,317.71,320.42,310.46,315.81,311.07,166.60,305.37,282.62,263.57,290.62,293.34,280.11,,,,,275.87,285.95,,,,,,,,,,,,,,,,178.99,215.05,229.47,237.64,271.59,268.66,278.59,279.47,279.57,286.38,281.16,277.86,273.01,271.22,264.63,263.06,263.76,283.18,288.68,294.94,314.77,319.33,338.81,348.53,342.42,334.80,330.33,311.01,319.12,317.49,277.28,283.13,291.39,289.14,321.17,304.07,298.70,305.80,288.55,283.50,288.38,275.87,286.73,277.68,306.47,283.19,300.67,305.26,284.03,291.52,286.36,287.42,282.55,291.17,296.74,297.77,278.19,301.25,293.69,286.98,306.61,309.85,304.07,309.89,308.62,315.32,300.45,302.92,,,,279.91,264.16,
2024-01-06 21:54:09.654000,L8,263.32,343.80,337.60,337.07,343.26,338.74,330.35,323.89,326.89,339.10,339.00,342.41,334.21,338.35,329.48,338.23,341.26,343.11,346.49,334.73,,,,328.49,327.03,333.21,328.83,327.50,329.27,322.02,325.97,327.98,330.59,326.59,329.57,325.17,327.02,328.37,321.75,320.96,282.50,290.12,279.38,267.54,273.99,271.72,266.97,269.22,266.53,280.67,272.80,269.43,278.23,271.98,,323.51,303.09,311.87,,,,221.04,266.87,297.86,301.49,312.50,325.63,315.05,261.72,248.10,184.91,,,,,,,,,,,,,,,,,,,,,,,,181.61,217.34,234.42,234.26,269.04,262.42,253.29,274.46,268.56,265.57,273.03,267.82,257.28,266.38,259.48,259.35,262.60,280.16,285.57,290.48,322.69,316.46,337.64,350.54,343.34,336.12,326.00,318.61,328.39,312.28,271.17,266.99,298.23,285.80,320.27,306.62,315.62,315.11,290.30,277.79,285.58,273.93,307.98,274.03,312.70,308.57,292.64,317.71,315.61,294.04,286.58,312.89,319.81,307.26,314.13,304.87,274.50,320.23,327.44,332.09,324.86,330.50,302.58,339.88,339.55,340.80,315.65,330.60,,,,,,
2024-01-13 22:00:23.000000,L8,,,,,,,,,,,,,,442.49,422.51,406.92,389.53,395.56,386.58,395.39,396.11,383.23,352.14,350.64,364.83,355.85,355.04,404.50,375.28,372.99,380.81,367.29,386.46,387.15,395.61,385.68,390.30,390.88,356.87,381.94,384.91,350.22,376.76,390.11,392.52,383.38,382.32,390.21,385.79,348.31,344.13,352.20,338.61,343.69,364.91,340.80,337.24,356.88,331.85,338.03,345.43,333.84,336.49,335.91,335.58,337.15,337.90,332.74,335.04,336.16,327.27,329.38,332.55,333.12,327.27,340.54,343.62,348.11,338.28,238.44,238.83,327.31,328.95,333.37,295.59,,,284.51,,,,387.48,387.41,382.04,368.11,362.06,355.59,369.36,352.49,351.56,348.40,340.43,337.25,337.09,336.17,333.61,332.24,329.99,328.27,324.73,334.02,336.17,334.19,338.34,334.74,345.51,358.41,358.16,358.98,362.12,359.08,353.88,340.15,337.10,331.84,332.67,333.20,333.09,329.87,331.62,331.72,335.98,330.69,328.21,333.42,324.56,322.27,321.43,318.71,323.32,326.43,323.56,327.08,357.68,325.09,332.10,332.03,336.08,336.76,331.39,334.80,337.73,341.63,339.77,345.50,343.61,348.47,348.59,352.45,347.25,342.98,341.50,305.79,323.65,329.38,239.02,330.14,292.96
2024-01-22 21:54:08.036000,L8,,,,,,,,,,533.85,458.83,507.92,473.94,340.54,351.22,346.78,336.57,326.73,307.54,,,,,,,,,,,,,,,,268.87,283.22,289.15,350.50,355.81,299.17,280.24,290.54,277.36,260.86,393.31,298.45,271.54,264.64,254.64,274.12,,,,,,324.92,274.42,270.52,253.63,232.09,244.75,176.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.48,172.67,180.82,184.99,188.00,187.97,189.87,191.97,198.14,200.29,228.67,234.78,227.38,254.35,251.41,256.48,249.83,268.46,281.95,282.81,307.26,313.23,292.43,298.66,306.53,270.82,308.57,292.09,307.59,285.85,269.26,251.92,278.67,274.77,315.60,287.85,292.19,289.60,279.11,268.41,282.17,272.51,284.65,272.95,306.23,281.01,284.83,287.23,286.94,288.56,277.95,282.84,279.32,290.49,294.94,326.16,335.24,338.94,293.08,294.54,313.79,416.87,358.97,427.05,306.00,377.28,423.62,357.30,,,,,,
2024-02-06 22:00:34.132000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.34,200.29,200.61,200.41,193.91,191.61,181.69,166.72,152.08,318.89,309.06,325.15,324.22,326.59,329.73,294.89,280.83,259.04,279.35,257.92,285.77,294.33,,,284.84,281.38,286.02,269.19,,,,,,,,,,,,,,358.74,348.56,329.43,347.49,357.01,353.19,343.86,340.32,333.65,314.70,265.48,281.29,273.34,269.59,272.25,272.86,262.90,262.30,282.82,288.62,294.54,314.90,340.94,341.52,354.11,349.88,347.87,345.43,307.73,342.02,335.39,276.39,286.25,291.58,289.52,323.24,326.37,321.79,307.24,296.38,286.12,293.55,285.66,308.94,314.01,309.40,304.82,293.13,307.58,315.11,305.86,292.71,290.90,323.27,293.75,309.91,302.63,281.23,337.19,310.44,292.67,341.00,345.63,344.19,314.56,310.98,316.66,308.90,308.13,,,,279.33,267.91,
2024-02-07 21:54:10.708000,L8,350.11,344.90,342.73,348.78,345.54,337.06,339.55,338.42,348.68,347.06,349.92,349.87,347.32,355.92,354.32,353.41,357.64,357.12,354.84,351.68,351.27,345.93,335.35,333.26,326.46,306.08,324.74,328.64,320.10,320.62,323.64,334.34,335.37,336.72,338.90,345.92,338.32,332.41,342.88,338.33,332.43,293.73,283.74,273.75,278.98,277.34,269.87,270.37,157.90,179.90,195.55,197.14,201.26,199.82,200.95,201.20,194.01,191.28,180.69,167.46,153.02,319.16,322.96,324.65,329.86,325.93,331.18,328.02,331.72,262.23,280.53,286.43,290.62,291.90,,,,288.90,284.22,271.95,,,,,,,,,,,,,,,172.06,187.25,220.81,222.73,207.17,250.03,248.72,261.45,259.76,256.93,265.85,264.77,262.58,265.70,261.82,263.77,284.28,283.73,291.10,294.54,317.33,341.79,343.01,350.14,348.23,347.89,336.30,338.01,327.13,328.46,329.55,332.74,331.55,327.57,322.20,322.68,331.69,314.40,293.60,285.04,293.21,285.55,320.20,278.01,310.95,315.55,310.97,315.19,294.40,325.43,291.04,286.67,321.71,335.26,326.87,326.64,329.60,332.60,327.34,331.65,336.85,335.88,339.96,347.10,340.45,340.76,338.86,330.81,,,,280.93,273.89,
2024-02-14 22:00:19.314000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.78,326.16,329.05,318.89,340.81,332.00,314.74,324.19,333.48,316.45,318.01,334.87,283.99,290.88,278.31,267.19,271.91,269.39,260.38,266.25,158.08,184.03,198.67,199.19,204.73,202.45,202.74,204.09,196.68,192.78,183.45,166.21,153.71,318.70,320.30,322.68,322.92,312.66,177.18,281.41,274.80,256.10,276.86,284.59,284.38,,,,,,283.28,261.58,,,,,,,,,,,,,,,173.09,219.78,233.51,236.16,267.17,264.39,253.87,271.99,267.71,262.99,279.60,270.29,264.95,270.04,267.07,262.01,262.02,280.48,286.65,293.61,319.56,328.54,339.61,316.13,341.55,286.68,325.28,306.53,308.76,307.59,274.75,280.85,291.90,305.69,317.11,309.75,314.98,311.73,295.45,285.12,291.66,282.72,299.81,282.47,308.47,294.22,295.67,306.25,295.26,302.94,289.13,289.35,285.42,294.95,301.49,317.55,280.45,302.16,297.58,291.90,313.05,308.46,305.19,313.99,311.23,325.48,319.22,330.15,,,,277.32,263.80,
2024-02-15 21:54:18.336000,L9,355.08,350.34,346.76,347.28,372.60,390.66,339.65,375.90,355.13,354.36,346.12,337.92,333.80,343.70,348.92,362.35,366.96,362.49,357.37,350.69,344.26,329.10,194.21,340.11,345.41,334.28,333.42,336.31,327.07,330.87,376.52,362.95,344.99,323.77,319.92,331.55,327.46,323.62,340.18,335.16,288.22,332.28,341.96,345.98,337.12,275.97,263.72,268.01,156.74,179.21,193.93,194.38,196.87,194.48,193.21,196.29,189.20,176.39,168.47,160.43,147.88,303.55,304.03,308.97,312.90,312.66,315.35,317.22,285.71,265.08,282.19,289.64,286.68,318.78,292.94,287.12,287.12,264.52,327.02,259.23,,,,,,,,,,,,,,,178.43,221.50,250.64,249.40,270.44,273.06,281.40,278.11,280.52,283.47,283.66,275.04,271.20,276.51,274.34,266.46,290.99,287.73,292.26,327.85,322.39,331.86,342.79,350.12,345.68,335.48,327.42,312.90,323.69,326.99,278.92,321.90,309.44,313.37,322.94,318.04,319.46,320.67,316.31,291.85,303.28,312.05,304.47,302.25,315.26,321.26,326.35,312.99,316.58,322.86,308.42,326.20,324.53,331.79,342.00,333.28,292.01,304.94,321.02,301.80,338.72,336.85,330.35,339.75,335.44,338.08,336.16,327.30,,,,295.24,275.29,
2024-02-23 21:54:07.048000,L8,323.16,411.58,413.07,372.43,419.14,418.43,332.53,322.16,319.90,329.32,330.79,336.11,342.61,341.58,340.17,335.20,341.38,343.21,345.27,324.83,330.64,345.05,179.61,338.55,329.90,289.65,286.79,290.80,318.73,325.79,325.63,313.49,318.13,313.31,327.08,334.52,323.76,330.31,318.75,332.25,325.30,294.28,278.17,270.11,277.30,273.80,265.66,267.82,266.82,282.98,275.95,269.98,278.86,273.01,283.94,327.66,325.68,327.37,315.34,288.44,318.13,305.82,316.11,316.36,325.85,326.21,329.74,301.53,278.28,257.31,278.74,285.76,257.28,292.44,,,,277.69,284.61,,,,,,,,,,,,,,388.41,359.77,182.57,224.06,234.20,243.82,272.96,271.41,273.51,277.32,274.48,277.19,281.55,272.71,271.59,271.78,270.48,263.74,285.02,284.03,287.95,292.47,328.29,338.37,324.91,346.59,344.00,350.80,343.35,341.43,334.04,330.63,332.30,309.54,314.57,309.72,318.51,326.42,317.21,318.37,295.70,285.00,293.59,284.53,310.78,313.81,315.57,316.08,312.87,322.43,314.24,312.82,318.11,319.59,284.57,329.10,311.40,321.36,278.89,332.90,333.93,320.88,340.05,340.29,305.50,313.58,341.45,342.74,340.85,334.35,,,,280.21,263.88,
2024-03-01 22:00:12.744000,L8,,,,,,,,,,,,,,,,,,,,,,,,407.26,403.91,408.23,401.57,392.36,389.34,383.72,399.81,350.08,360.17,352.30,337.10,356.21,358.55,350.41,388.69,390.42,391.74,388.37,401.74,396.87,350.93,365.62,353.45,363.58,356.43,340.95,392.67,393.00,398.41,393.76,401.82,383.49,374.32,330.63,325.19,313.14,327.57,324.75,322.52,325.82,371.39,378.56,389.92,381.66,382.01,381.07,335.79,346.65,376.09,384.78,378.09,374.76,377.92,380.95,380.95,371.76,362.26,383.55,396.48,397.81,390.42,385.22,368.27,361.34,356.85,447.29,512.82,524.10,445.48,230.69,194.18,373.90,391.97,436.28,395.15,417.36,417.76,424.47,381.75,385.85,391.89,379.39,381.56,380.09,379.41,376.42,382.64,382.72,383.46,383.48,394.46,396.86,465.31,431.58,395.23,400.37,397.35,389.84,377.66,375.09,376.94,363.53,362.24,369.24,373.76,375.51,373.15,378.84,357.95,368.50,373.39,371.48,361.27,365.07,354.80,354.47,361.03,368.14,361.99,363.47,382.66,381.35,381.39,381.21,376.90,335.89,363.05,370.81,380.73,375.46,370.97,378.12,371.69,389.18,372.08,375.46,362.58,354.78,320.27,387.28,326.30,372.88,382.29,383.94
2024-03-09 22:00:26.085000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.73,341.04,328.87,335.24,321.09,334.14,329.32,333.36,324.78,316.16,320.56,317.72,321.13,322.98,321.58,326.44,322.28,167.83,215.55,235.27,196.08,172.52,256.17,257.65,269.65,269.82,419.19,407.02,399.07,323.83,310.96,311.04,,,,,315.97,324.16,326.22,,,,345.25,403.90,387.83,354.62,299.01,335.00,316.48,315.63,313.08,317.00,309.27,334.08,324.77,328.17,328.63,325.33,322.79,332.53,328.64,332.41,334.55,329.09,332.56,341.35,342.38,348.45,352.49,361.96,356.31,342.48,339.69,337.34,343.43,335.39,329.04,327.76,321.71,325.97,325.21,327.36,331.85,325.80,319.31,325.05,328.94,328.65,320.39,318.15,312.13,306.29,324.05,323.10,329.12,327.82,333.31,327.84,341.64,346.51,336.79,332.58,337.90,334.49,335.14,338.63,343.19,358.48,358.76,354.10,359.70,356.88,350.61,326.09,,325.99,304.41,297.32,
2024-03-10 21:53:55.670000,L8,352.37,350.26,341.31,336.54,336.89,337.49,348.11,348.49,350.13,345.08,338.03,336.69,344.14,346.97,353.50,344.29,342.96,344.68,342.24,341.06,348.97,345.42,332.74,338.21,325.33,331.08,323.45,324.86,311.09,328.65,327.13,333.35,336.08,325.08,331.60,326.22,322.81,330.15,328.85,327.91,329.31,330.08,325.30,338.86,345.50,334.85,338.16,335.69,327.49,327.95,329.33,330.96,332.58,318.26,325.59,323.11,323.86,327.47,314.66,317.36,319.37,323.35,325.85,321.24,325.84,317.40,318.37,322.65,328.72,293.60,286.30,323.78,324.38,311.45,,313.66,330.53,333.02,322.49,,,,,,325.95,328.86,311.89,277.82,,,,374.31,401.70,373.15,350.00,333.43,335.30,347.09,315.30,312.19,314.36,301.32,331.35,328.83,331.17,329.15,327.58,326.09,323.65,320.98,324.36,321.77,330.14,332.84,333.93,338.80,350.46,351.72,339.34,343.60,344.05,334.45,336.86,330.24,324.61,318.11,323.19,321.79,328.92,328.12,327.72,332.70,332.38,321.40,316.79,317.53,328.12,332.62,328.95,336.64,332.98,333.99,335.35,334.71,332.77,334.66,335.18,337.01,338.39,339.26,340.59,345.90,339.18,337.86,342.63,338.88,345.72,350.57,345.72,350.82,352.57,350.31,314.44,,320.60,334.70,279.03,
