dates,nzd0282-0000,nzd0282-0001,nzd0282-0002,nzd0282-0003,nzd0282-0004,nzd0282-0005,nzd0282-0006,nzd0282-0007,nzd0282-0008,nzd0282-0009,nzd0282-0010,nzd0282-0011,nzd0282-0012,nzd0282-0013,nzd0282-0014,nzd0282-0015,nzd0282-0016,nzd0282-0017,nzd0282-0022,nzd0282-0023,nzd0282-0024,nzd0282-0025,nzd0282-0026,nzd0282-0027,nzd0282-0028,nzd0282-0029,nzd0282-0030,nzd0282-0031,nzd0282-0032,nzd0282-0033,nzd0282-0034,nzd0282-0035,nzd0282-0036,nzd0282-0046,nzd0282-0047,nzd0282-0048,nzd0282-0049,nzd0282-0050,nzd0282-0051,nzd0282-0052,nzd0282-0053,nzd0282-0054,nzd0282-0055,nzd0282-0056,nzd0282-0057,nzd0282-0058,nzd0282-0059,nzd0282-0060,nzd0282-0061,nzd0282-0062,nzd0282-0063,nzd0282-0064,nzd0282-0065,nzd0282-0066,nzd0282-0067,nzd0282-0068,nzd0282-0069,nzd0282-0070,nzd0282-0096,nzd0282-0097,nzd0282-0098,nzd0282-0099,nzd0282-0108,nzd0282-0109,nzd0282-0110,nzd0282-0111,nzd0282-0112,nzd0282-0113,nzd0282-0114,nzd0282-0115,nzd0282-0116,nzd0282-0117,nzd0282-0118,nzd0282-0119,nzd0282-0120,nzd0282-0121,nzd0282-0122,nzd0282-0123,nzd0282-0124,nzd0282-0125,nzd0282-0126,nzd0282-0132,nzd0282-0133,nzd0282-0134,nzd0282-0135,nzd0282-0136,nzd0282-0137,nzd0282-0138,nzd0282-0139,nzd0282-0144,nzd0282-0145,nzd0282-0146,nzd0282-0147,nzd0282-0148,nzd0282-0149,nzd0282-0150,nzd0282-0151,nzd0282-0152,nzd0282-0153,nzd0282-0154,nzd0282-0155,nzd0282-0156,nzd0282-0157,nzd0282-0158,nzd0282-0159,nzd0282-0160,nzd0282-0161,nzd0282-0162,nzd0282-0163,nzd0282-0164,nzd0282-0165,nzd0282-0166,nzd0282-0167,nzd0282-0018,nzd0282-0037,nzd0282-0038,nzd0282-0039,nzd0282-0040,nzd0282-0041,nzd0282-0042,nzd0282-0043,nzd0282-0044,nzd0282-0045,nzd0282-0084,nzd0282-0085,nzd0282-0086,nzd0282-0087,nzd0282-0088,nzd0282-0089,nzd0282-0090,nzd0282-0091,nzd0282-0101,nzd0282-0102,nzd0282-0103,nzd0282-0104,nzd0282-0105,nzd0282-0106,nzd0282-0107,nzd0282-0127,nzd0282-0128,nzd0282-0129,nzd0282-0130,nzd0282-0131,nzd0282-0140,nzd0282-0141,nzd0282-0142,nzd0282-0143,nzd0282-0019,nzd0282-0020,nzd0282-0021,nzd0282-0071,nzd0282-0072,nzd0282-0073,nzd0282-0074,nzd0282-0100,nzd0282-0075,nzd0282-0076,nzd0282-0077,nzd0282-0092,nzd0282-0093,nzd0282-0094,nzd0282-0095,nzd0282-0078,nzd0282-0079,nzd0282-0080,nzd0282-0081,nzd0282-0083,nzd0282-0082,satname
2018-12-07 21:53:57+00:00,330.15250000000003,337.434,339.4316666666667,325.6575,337.4325,335.76666666666665,339.59,331.175,337.9,332.31500000000005,341.65,341.805,336.56,349.27,348.6566666666667,348.75666666666666,347.07666666666665,346.50250000000005,334.9114285714286,336.71571428571434,328.716,314.805,316.3175,314.99,324.2833333333333,325.9525,324.78333333333336,326.78333333333336,331.975,311.562,323.51,327.225,324.5833333333333,273.778,278.276,278.104,281.574,282.878,281.96,286.68600000000004,286.68666666666667,281.3566666666666,293.546,292.26000000000005,298.83666666666664,288.928,294.32,287.3125,287.925,298.2083333333333,313.04428571428576,306.76,311.25333333333333,311.01714285714286,307.6716666666667,282.186,286.48749999999995,345.95,368.48,361.16,342.92499999999995,,283.39428571428573,275.7542857142857,278.46999999999997,285.20666666666665,275.67600000000004,280.456,274.512,277.936,293.84666666666664,284.008,304.2866666666667,301.74333333333334,321.75166666666667,326.64399999999995,336.175,340.54333333333335,338.83,331.575,344.33,311.27666666666664,322.11,323.83599999999996,323.935,319.0425,315.3575,301.18999999999994,282.205,311.18,309.19,312.135,314.945,305.32500000000005,308.72333333333336,300.51750000000004,306.395,306.41333333333336,312.4875,316.5525,316.10249999999996,304.4266666666667,319.6925,288.11,313.07666666666665,325.01750000000004,317.61333333333334,329.08666666666664,325.24666666666667,334.83,327.48749999999995,324.8233333333333,319.6983333333333,342.958,327.85,320.81666666666666,310.02250000000004,286.34000000000003,286.082,281.8075,270.9583333333333,286.37166666666667,278.3066666666667,300.47,,,,,,305.55,,,328.375,341.28,278.082,270.864,275.7633333333333,282.2014285714286,336.48333333333335,339.84,326.29333333333335,309.5333333333333,323.6325,310.5625,292.7266666666667,317.26,315.1325,344.92333333333335,336.59666666666664,348.0075,346.93,,,338.55,343.86,317.96,345.90999999999997,343.425,,326.96500000000003,339.34000000000003,,345.58,342.42,313.93,341.655,315.04999999999995,330.99,L8
2018-12-14 22:00:07+00:00,330.15250000000003,337.434,339.68857142857144,329.03000000000003,338.33000000000004,334.705,340.5275,333.42,337.17999999999995,330.14000000000004,338.435,340.3533333333333,340.4166666666667,349.19,347.165,346.825,345.06,346.584,334.9114285714286,336.35625,326.5,311.444,314.96,310.45500000000004,323.85,324.146,321.025,325.66,329.71999999999997,314.895,324.0366666666667,327.2633333333333,323.025,272.3833333333334,277.3983333333333,276.175,281.5783333333334,283.86833333333334,281.055,287.7716666666667,286.3442857142857,280.51,294.09,292.7916666666667,298.55,289.81,294.1516666666667,288.678,288.34000000000003,298.4642857142857,311.81,306.8228571428572,310.39,311.42625,306.4871428571428,279.43833333333333,286.48749999999995,345.95,368.48,361.16,342.92499999999995,,282.8225,275.72375,278.5325,284.92571428571426,275.47833333333335,279.81333333333333,273.40166666666664,277.7083333333333,292.57571428571424,283.58833333333337,302.8914285714286,301.74333333333334,320.6114285714286,327.025,338.03714285714284,338.35714285714283,336.1625,333.438,341.115,308.5275,318.24,324.4916666666666,322.534,316.284,317.95,299.686,283.602,311.56,306.688,313.38199999999995,315.754,303.49,306.265,298.668,309.8766666666666,311.4175,310.21400000000006,314.294,313.796,299.16,317.682,288.56,308.5625,324.4,314.4475,324.42,329.78499999999997,335.316,329.584,326.73285714285714,319.6983333333333,338.955,326.10999999999996,319.32,306.784,285.242,285.1383333333333,280.44,269.74285714285713,285.35571428571427,277.0257142857143,300.47,,,,,,305.55,,,328.375,341.28,278.87333333333333,270.64166666666665,275.96,282.14750000000004,331.5375,339.456,330.65250000000003,309.23,326.682,308.59000000000003,291.0375,315.39,310.528,344.92333333333335,336.59666666666664,348.0075,346.93,,,338.55,343.86,317.96,345.90999999999997,343.425,,326.96500000000003,339.34000000000003,,345.58,342.42,313.93,341.655,315.04999999999995,330.99,L8
2018-12-30 22:00:07+00:00,319.23749999999995,338.52750000000003,341.90142857142854,330.62,338.08166666666665,333.858,338.342,332.5725,336.50333333333333,329.43,336.0566666666667,339.835,340.3225,348.894,347.038,346.15999999999997,344.03000000000003,345.67333333333335,334.9114285714286,336.11555555555555,324.3757142857143,307.99,317.0316666666667,306.944,323.14,325.934,322.40999999999997,326.238,330.7725,320.07,324.3425,327.455,324.04,271.355,277.20666666666665,276.27666666666664,282.0266666666667,286.95666666666665,281.9066666666667,291.09666666666664,287.80285714285714,281.13571428571424,297.64166666666665,294.2683333333334,300.2885714285714,292.43666666666667,297.12333333333333,291.998,289.314,300.8985714285714,312.95750000000004,308.38428571428574,310.74000000000007,312.95625,305.5,279.17285714285714,286.48749999999995,345.95,368.48,361.16,342.92499999999995,,282.52,276.6,279.0625,285.2157142857143,275.8383333333333,280.11833333333334,273.74666666666667,278.4266666666667,293.58142857142855,284.34833333333336,302.6114285714285,300.05,322.3,329.1266666666667,339.89,338.13571428571424,334.88,333.67,339.11,307.31,315.365,327.3066666666667,320.1416666666667,314.395,316.30333333333334,299.21,288.066,312.935,304.87166666666667,310.95166666666665,316.59666666666664,303.095,306.16999999999996,298.42,307.06,307.93199999999996,308.47333333333336,314.7283333333333,312.77166666666665,297.37600000000003,315.97,291.19,306.944,324.41,314.36800000000005,321.378,331.944,333.47166666666664,328.57166666666666,325.17,319.60571428571427,338.9166666666667,324.3975,318.404,305.3616666666667,284.65833333333336,284.6357142857143,279.84999999999997,269.4657142857143,285.15999999999997,277.09714285714284,300.47,,,,,,305.55,,,328.375,341.28,280.63666666666666,271.4833333333333,276.9271428571429,283.29625,328.994,338.7583333333333,332.844,308.986,324.28833333333336,307.0133333333333,290.562,313.92999999999995,307.1433333333334,347.17,336.59666666666664,348.0075,346.93,,,338.55,343.86,317.96,345.90999999999997,343.425,,326.96500000000003,339.34000000000003,,345.58,342.42,313.93,341.655,315.04999999999995,330.99,L8
2019-03-04 21:59:54+00:00,313.21,340.835,342.755,339.8933333333333,337.402,333.858,338.342,332.5725,336.50333333333333,329.43,336.0566666666667,339.835,340.32,349.0575,347.038,346.15999999999997,344.405,344.936,332.74000000000007,336.895,323.13166666666666,311.0314285714286,319.4114285714286,306.944,323.14,325.65199999999993,322.48833333333334,326.52333333333337,330.606,325.0783333333333,326.236,327.455,324.04,270.404,276.55,275.74199999999996,281.77200000000005,287.952,281.86800000000005,292.916,288.8233333333333,281.92,298.27799999999996,294.662,302.11999999999995,293.38800000000003,304.57666666666665,293.53,289.02500000000003,302.675,310.15500000000003,309.98500000000007,311.55333333333334,315.52500000000003,299.79,269.41749999999996,266.43333333333334,344.73,363.64,366.745,349.3233333333333,,284.645,277.2516666666667,280.09,285.264,275.328,279.47200000000004,272.69,278.296,294.95666666666665,292.67,303.2283333333333,301.38800000000003,324.9583333333333,333.8433333333333,341.044,337.08500000000004,337.0083333333333,343.1133333333333,339.5683333333333,307.31,315.365,327.3066666666667,320.1416666666667,314.395,315.38800000000003,299.5875,291.3275,312.935,302.82399999999996,310.588,317.27,305.218,309.47,300.934,307.06,305.67999999999995,305.09800000000007,311.59499999999997,305.385,286.6675,315.97,291.19,306.944,324.41,314.36800000000005,321.378,331.944,333.47166666666664,328.31,323.37500000000006,320.89399999999995,336.242,324.798,320.72166666666664,314.18333333333334,291.965,290.5828571428571,279.84999999999997,268.5566666666667,284.90166666666664,276.62333333333333,300.94000000000005,315.6,,,,,,,,327.24,352.91,281.552,271.44399999999996,279.10200000000003,286.5883333333333,331.205,337.994,332.844,308.986,324.28833333333336,307.0133333333333,290.562,313.92999999999995,307.1433333333334,348.16,329.115,346.47749999999996,,,,338.55,356.13,330.825,343.79,338.22,,309.26,339.34000000000003,,,310.96,313.93,342.94,313.77,332.83,L8
2019-05-23 21:59:54+00:00,298.05999999999995,344.11,341.28999999999996,342.4025,341.18666666666667,333.8933333333333,340.53000000000003,334.13666666666666,336.50333333333333,331.3333333333333,333.26000000000005,339.9,344.085,350.31333333333333,346.8766666666667,347.94,344.28499999999997,347.5333333333333,342.21,334.015,324.9666666666667,314.6025000000001,328.81000000000006,308.9866666666667,323.72333333333336,325.23499999999996,321.83500000000004,327.07000000000005,331.19,333.8633333333333,328.05333333333334,327.92,322.49,268.00333333333333,274.71,270.43666666666667,281.49333333333334,283.3966666666667,279.21,289.05,288.37,283.44,295.43666666666667,294.00333333333333,304.37,290.15000000000003,298.06,286.88666666666666,298.50333333333333,314.3675,311.5225,310.83,311.24249999999995,313.3725,291.4166666666667,271.64,267.95,344.73,363.64,366.745,360.605,,286.375,276.3125,279.735,283.05333333333334,274.9266666666667,279.3533333333333,272.28333333333336,277.87,296.2075,304.895,311.925,299.02,327.415,330.784,345.65,339.438,338.9375,335.628,339.625,301.36,313.23333333333335,326.8933333333334,320.2766666666667,313.4433333333333,318.19499999999994,295.33666666666664,285.44666666666666,314.69,308.2225,307.0575,320.5325,302.65749999999997,307.412,298.66499999999996,303.8433333333333,310.2099999999999,313.36,315.0933333333333,313.75,282.52333333333337,317.06,294.27,312.0466666666667,327.33,319.46000000000004,322.6,342.74,336.55333333333334,330.73999999999995,328.7275,321.36,333.32666666666665,323.99,322.1775,314.7525,297.8033333333333,295.1325,281.1933333333333,268.515,285.08,275.7375,301.41,315.6,,,,,,,,327.24,352.91,280.31666666666666,269.74333333333334,276.1266666666667,287.32,332.5175,341.43333333333334,342.2866666666667,308.16499999999996,331.80333333333334,310.43,287.31499999999994,313.2366666666666,303.8766666666667,348.16,329.115,343.2049999999999,,,,338.55,356.13,330.825,343.79,338.22,,,351.31,,,310.96,,342.94,,332.83,L8
2019-06-08 22:00:02+00:00,281.25,348.5,338.55999999999995,342.3999999999999,339.38,330.995,336.47,333.96999999999997,335.805,326.54499999999996,333.26000000000005,337.86499999999995,344.085,348.33000000000004,344.61,342.265,341.7333333333333,344.01499999999993,,334.015,313.525,306.00000000000006,323.5366666666667,294.875,321.42500000000007,323.19,320.1933333333333,326.2633333333334,329.6933333333333,333.8633333333333,328.05333333333334,327.68499999999995,323.225,271.265,276.5,273.5525,294.64,296.8725,290.59000000000003,299.555,291.27,286.195,302.03999999999996,297.8825,296.89750000000004,296.08000000000004,300.714,294.8725,305.48,312.4175,303.3875,306.4175,302.87249999999995,305.13,299.6825,269.9266666666667,262.7,344.73,350.805,360.705,362.12,350.73,283.395,282.88,283.8775,290.14250000000004,282.9,282.93,281.685,287.61,290.48249999999996,308.898,309.2825,298.7033333333333,321.385,326.226,342.33,334.035,335.18666666666667,331.72499999999997,334.8066666666667,301.36,301.875,324.31,312.55500000000006,305.0999999999999,318.19499999999994,297.205,283.4775,314.69,301.2166666666667,301.9925,314.615,292.4,302.33,291.1366666666666,305.0125,310.2099999999999,310.135,317.5425,315.61,282.52333333333337,308.5250000000001,291.5733333333333,297.745,323.195,309.50000000000006,314.0066666666667,341.99,330.755,330.73999999999995,326.75,319.4666666666667,327.235,322.7633333333333,320.6266666666666,307.95,297.8033333333333,295.3733333333333,275.93499999999995,268.615,284.3225,275.205,303.24,304.655,,289.16,305.1,319.48,306.1,,352.57,343.61,323.81,292.805,282.1,280.7925,288.59,325.9266666666667,336.595,342.67,308.16499999999996,325.6,299.91499999999996,279.14000000000004,308.93499999999995,291.1650000000001,,345.05,343.6,,,,,353.1,335.03499999999997,327.43,310.54,,,,346.95,322.41,307.42499999999995,321.86,317.3,304.31,318.31,L8
2019-06-17 21:53:54+00:00,281.25,348.5,335.89,342.34,336.84,330.47,329.6,330.03,335.15,327.3,331.3,338.28,340.04,347.71,346.53,343.5,343.0949999999999,341.12,340.9,334.19,311.63,310.0000000000001,330.5400000000001,292.9,320.3,324.3633333333333,325.415,328.25,331.935,335.01499999999993,329.535,328.03,328.1,273.21666666666664,277.66333333333336,287.9275,309.1325,308.975,295.2766666666667,309.39,293.59666666666664,289.7833333333333,303.7833333333333,307.315,296.9200000000001,303.46500000000003,302.565,295.1166666666667,316.8075,320.5175,311.64,312.53999999999996,310.475,310.77000000000004,299.7833333333333,292.04333333333335,264.685,301.5,350.42333333333335,357.80999999999995,362.12,350.73,287.48,290.005,285.5133333333333,292.4433333333334,285.7033333333333,285.04,289.2925,291.29,292.32666666666665,315.75,314.2033333333334,298.7033333333333,323.92333333333335,325.55,340.03666666666663,336.9666666666667,338.69999999999993,328.66999999999996,336.475,302.44,300.99,320.85,308.18,304.95,308.07,299.4675,279.47,317.06,303.485,296.53333333333336,313.1566666666667,290.525,303.4766666666667,291.06999999999994,301.07,293.99,311.355,321.6366666666667,319.29,282.105,307.41,292.63,300.47,324.46,314.05,315.80000000000007,340.58,324.25,323.51,322.93666666666667,319.4666666666667,340.44,322.83000000000004,323.525,315.01,313.93,310.58,276.9,285.03749999999997,286.01,277.16,303.24,304.655,,289.16,305.1,319.48,306.1,,352.57,334.425,319.51,304.74,293.00750000000005,289.7,296.025,330.53999999999996,335.27,341.61,308.01,312.32,299.13,275.725,308.09,290.22,344.78,345.05,347.62,,,,,353.1,335.03499999999997,327.43,310.54,,,,346.95,322.41,307.42499999999995,321.86,317.3,304.31,318.31,L8
2019-07-10 22:00:11+00:00,,348.5,,346.11,,,,,,,,,,,,,346.28,,340.65999999999997,333.42,,329.28,333.69,,,322.59999999999997,322.88,327.95,329.94,336.83,333.81,,,279.7966666666667,279.06,292.94666666666666,323.145,319.65250000000003,314.3733333333333,318.545,306.47999999999996,307.94,310.91333333333336,312.925,305.36333333333334,306.2825,307.1175,311.1766666666667,326.4075,324.685,318.08500000000004,317.6575,312.42333333333335,317.485,304.5,297.0833333333333,270.17333333333335,284.81,340.5775,357.80999999999995,356.325,352.07500000000005,298.5825,301.85249999999996,288.54999999999995,296.7900000000001,290.33,300.10999999999996,301.69,304.26,294.43999999999994,324.23,322.1166666666667,304.945,329.23,328.17,337.43666666666667,339.18333333333334,347.65,325.5899999999999,341.86,,,,,,,301.4533333333333,274.82000000000005,,311.18,295.83,309.33,279.93,302.32,284.96,301.13333333333327,,316.3275,324.00500000000005,325.11,273.97,,286.18,,,,322.39,,,,327.28999999999996,322.3333333333333,345.35,296.695,332.31,331.77,330.025,325.06,,298.3575,305.56,279.235,303.24,304.655,,289.16,305.1,319.48,306.1,,352.57,340.63000000000005,327.79333333333335,319.3625,309.255,302.8225,307.0225,342.26,,,,,,262.79,,,344.68499999999995,346.44,347.62,,,,334.41,344.41,333.4866666666667,332.40999999999997,322.13,,,317.75,345.355,322.41,307.42499999999995,321.86,317.3,304.31,318.31,L8
2019-07-26 22:00:16+00:00,,348.5,,346.11,,,,,,,,,,,,,346.28,,337.51,331.865,315.16,329.28,333.69,,,322.68,322.88,327.95,329.94,336.83,333.81,,,281.065,279.06,305.95,328.09399999999994,322.488,311.6775,321.012,314.72249999999997,315.1175,310.91333333333336,317.16400000000004,305.36333333333334,304.594,307.1175,317.5475,324.594,323.586,320.252,320.416,312.42333333333335,317.485,304.5,294.1425,270.9475,276.635,336.604,350.9675,356.325,347.90000000000003,298.5825,301.85249999999996,286.60999999999996,296.7900000000001,290.33,300.10999999999996,301.69,304.26,294.43999999999994,324.23,322.1166666666667,309.3,327.71500000000003,328.17,337.43666666666667,339.18333333333334,345.21,325.5899999999999,341.86,,,,,,,301.4533333333333,274.82000000000005,,307.53499999999997,298.7575,310.12,279.93,302.32,284.96,301.13333333333327,,316.3275,324.00500000000005,325.11,273.97,,286.18,,,,322.39,,,,327.28999999999996,324.4375,345.58500000000004,288.1666666666667,332.31,324.37,327.88666666666666,312.93666666666667,249.44,296.334,304.7775,281.23333333333335,308.59666666666664,303.81666666666666,,289.16,305.1,319.48,306.1,,352.57,341.63,330.77,322.76,309.255,302.8225,307.0225,342.26,,,,,,262.79,,,340.68,344.06666666666666,342.7133333333333,,,,334.41,344.41,331.96,332.40999999999997,322.13,,,317.75,346.58666666666664,322.41,307.42499999999995,333.04,329.055,304.31,324.16499999999996,L8
2019-08-04 21:54:09+00:00,,342.945,339.73,346.11,,,,,,,,,,,,,346.28,,337.51,331.83,315.16,308.635,333.69,,,322.68,322.88,327.95,329.94,336.83,333.81,,,281.065,279.06,312.52,330.435,324.435,311.6775,323.5083333333333,310.842,319.078,315.8325,319.75333333333333,309.4725,307.34166666666664,310.90999999999997,319.412,324.594,324.26166666666666,320.5416666666667,321.1766666666667,312.42333333333335,317.485,311.645,294.1425,270.9475,276.635,336.94166666666666,348.032,349.6666666666667,345.9,303.998,306.98400000000004,286.255,308.6366666666667,290.33,306.315,305.12399999999997,307.3425,294.43999999999994,323.56399999999996,322.1166666666667,311.075,327.71500000000003,328.17,339.7925,339.18333333333334,345.21,325.5899999999999,341.86,,,,,,,301.4533333333333,275.59250000000003,,307.53499999999997,298.7575,309.775,279.93,302.32,284.96,301.13333333333327,329.91,316.3275,324.00500000000005,325.11,273.97,,286.18,325.42,,,322.39,,,,327.28999999999996,324.682,345.58500000000004,288.1666666666667,332.31,324.37,326.695,316.02750000000003,249.44,296.334,304.7775,281.23333333333335,308.59666666666664,303.81666666666666,,289.16,305.1,319.48,306.1,,347.06,340.62,330.77,322.76,309.255,309.078,307.0225,342.26,,,,,,262.79,,,340.68,344.06666666666666,342.475,,,,334.41,344.47,331.96,332.40999999999997,322.13,,,317.75,329.59749999999997,322.41,307.42499999999995,333.04,329.055,304.31,324.16499999999996,L8
2019-08-27 22:00:26+00:00,,342.945,339.73,346.11,,,,,,,,,,,,,346.28,,337.51,331.83,315.16,308.635,333.69,,,322.68,322.88,327.95,329.94,336.83,333.81,,,281.065,279.06,312.52,330.435,324.435,311.6775,323.5083333333333,310.842,319.078,315.8325,319.75333333333333,309.4725,307.34166666666664,310.90999999999997,321.7033333333333,326.59,324.26166666666666,320.5416666666667,321.1766666666667,312.42333333333335,317.485,311.645,294.1425,270.9475,276.635,337.7314285714286,351.0733333333333,349.6666666666667,345.9,303.998,311.49833333333333,286.255,308.6366666666667,290.33,306.315,305.12399999999997,307.3425,294.43999999999994,323.56399999999996,322.1166666666667,311.075,330.024,328.17,339.7925,339.18333333333334,345.21,325.5899999999999,341.86,,,,,,,301.4533333333333,275.59250000000003,,307.53499999999997,298.7575,309.775,279.93,302.32,284.96,301.13333333333327,329.91,316.3275,324.00500000000005,325.11,273.97,,286.18,325.42,,,322.39,,,,327.28999999999996,324.682,345.58500000000004,290.2925,332.31,326.99333333333334,326.695,316.02750000000003,249.44,296.334,304.7775,281.23333333333335,308.3125,303.81666666666666,318.33,289.16,305.1,319.48,306.1,,347.06,340.62,330.77,322.76,309.255,309.078,307.0225,342.26,,,,,,262.79,,,340.68,344.06666666666666,344.514,,,,334.41,344.47,331.96,332.40999999999997,322.13,,,317.75,323.634,322.41,307.42499999999995,333.04,329.055,304.31,324.16499999999996,L8
2019-10-07 21:54:27+00:00,290.51,338.075,338.57000000000005,339.13,335.14,322.36,345.76,343.98,339.13,313.75,320.67,323.04,,331.19,336.81,344.54,347.54,348.1,336.565,331.805,313.32500000000005,292.41499999999996,302.88,310.55,316.48,320.6566666666667,316.34,327.74,328.03,318.49,325.12,317.76,308.05,280.076,278.90333333333336,307.20666666666665,324.61571428571426,319.2085714285714,305.89399999999995,318.15285714285716,306.68333333333334,318.3933333333334,315.744,316.78000000000003,306.52,305.65857142857146,302.682,318.15714285714284,321.65999999999997,321.3314285714286,318.9857142857143,317.18,311.4325,314.802,308.736,290.428,270.738,252.61,334.21999999999997,346.822,343.44,345.9,300.58166666666665,306.78142857142853,284.818,302.46250000000003,285.76,301.01599999999996,299.4433333333333,301.252,291.12333333333333,313.842,314.815,307.31399999999996,326.8966666666667,325.605,340.656,340.9166666666667,341.5,318.43,342.68,326.97,329.41,321.54,311.38,313.23,322.25,300.745,276.902,319.43,312.69666666666666,301.06,311.25,300.77,287.765,297.82,300.59499999999997,311.24,312.72200000000004,326.7633333333333,325.2033333333333,283.53,328.41,286.17,312.005,321.76,338.95,322.39,,,,327.28999999999996,325.675,345.58500000000004,291.095,318.09,318.0266666666667,316.0375,306.33750000000003,263.905,293.37666666666667,301.224,280.79,310.6133333333333,297.925,318.33,289.16,305.1,319.48,306.1,,347.06,340.62,330.77,316.6666666666667,309.255,304.68833333333333,302.96,334.88,333.59,330.06,323.79,328.1,306.74,279.935,325.75,292.79,340.68,343.57500000000005,344.74249999999995,,,,334.41,344.47,328.04999999999995,332.40999999999997,322.13,,,317.75,323.634,322.41,303.89,333.04,329.055,304.31,324.16499999999996,L8
2020-01-11 21:54:15+00:00,282.995,338.075,337.1366666666667,337.21000000000004,332.79999999999995,334.4,345.83500000000004,341.58000000000004,337.805,321.775,330.8,329.595,348.78,339.735,346.255,346.105,342.65,347.875,330.1433333333334,332.935,311.93333333333334,291.1566666666667,302.88,310.55,322.82500000000005,325.02666666666664,323.95,330.31,327.095,325.03499999999997,322.365,318.935,317.33500000000004,274.31666666666666,274.745,307.17,315.3625,309.12,286.84,308.325,298.7425,316.15500000000003,314.8433333333333,315.0625,302.21,300.88,300.1166666666667,316.038,307.1425,311.22249999999997,316.35,311.5125,304.04499999999996,305.9,307.34666666666664,280.44499999999994,271.58500000000004,250.37000000000003,333.9366666666666,344.33666666666676,336.35,339.7249999999999,295.67,302.915,279.6125,297.7233333333333,273.3,291.99,284.8066666666667,286.8866666666667,280.635,295.28,292.57500000000005,302.62,321.5525,329.395,344.11666666666673,341.735,333.8633333333333,332.29,334.105,311.82000000000005,316.345,312.4,311.38,306.24,322.25,293.185,283.13,315.425,305.6766666666667,304.44666666666666,312.05499999999995,310.165,297.51,301.47,295.68,303.54333333333335,298.28499999999997,322.845,313.46,290.715,316.88,290.46500000000003,307.3533333333333,322.29999999999995,325.14,306.74,,,,306.77,323.63,342.09000000000003,305.1075,315.58,313.57500000000005,304.4675,295.095,269.19666666666666,275.9866666666666,288.8933333333334,277.84,313.385,302.14,318.33,,,,,,341.55,340.6049999999999,339.7,299.67,,295.67333333333335,282.935,324.88,330.985,335.57,329.015,327.365,299.49,289.155,318.14,290.62,332.67,339.32,342.4433333333333,,,,,344.59,327.38,,,,,,309.15333333333336,,,344.22,340.81,,330.02,L8
2020-01-27 21:54:11+00:00,282.995,338.075,338.745,336.37333333333333,335.0466666666667,336.0133333333333,345.47333333333336,340.3766666666667,338.2266666666667,325.87,330.38000000000005,332.52666666666664,343.475,338.8,349.84666666666664,349.4533333333334,345.2166666666667,344.34,332.43,336.6325,319.72999999999996,302.59,323.325,324.16499999999996,326.65000000000003,328.55333333333334,326.6166666666666,328.0,326.59999999999997,327.10999999999996,326.31333333333333,325.6033333333333,322.0266666666667,266.61999999999995,272.65333333333336,286.71,297.7975,292.85,275.26,293.5625,281.395,301.1225,310.6825,304.905,298.8275,297.9575,295.895,304.88800000000003,299.015,304.6525,308.0925,303.425,301.99,305.68,303.795,275.57,269.9,248.63,340.54999999999995,351.2850000000001,336.35,339.9,291.2325,296.9,276.6975,292.56499999999994,272.56,287.08500000000004,280.4325,282.9275,279.23,291.905,292.3066666666667,293.1625,316.85,334.22333333333336,344.5425,344.39000000000004,336.75,335.6566666666667,330.09666666666664,308.81666666666666,315.3966666666667,316.31,304.06,303.8833333333334,320.155,291.1666666666667,283.9275,314.3866666666667,307.06666666666666,307.26,312.48,313.5833333333333,296.99666666666667,297.7733333333333,294.0933333333333,299.26,297.6566666666667,319.90000000000003,309.2033333333333,289.45,313.8666666666667,292.46,306.0125,325.14666666666665,327.24666666666667,306.33000000000004,308.55,314.99,319.18,305.86,317.75,337.39,318.615,316.68,311.57500000000005,294.15,293.34749999999997,277.94,266.5466666666667,280.84,271.9266666666667,307.46,,318.33,,,,,,341.55,336.58,,280.73,,290.075,281.2866666666667,321.18,325.5566666666667,324.8066666666667,324.09999999999997,322.66333333333336,297.3666666666667,287.00666666666666,311.78,288.84666666666664,,,347.215,,,,,344.59,,,,,,,289.20500000000004,,,,,,,L8
