dates,nzd0529-0000,nzd0529-0001,nzd0529-0002,nzd0529-0003,nzd0529-0004,nzd0529-0005,nzd0529-0006,nzd0529-0007,nzd0529-0008,nzd0529-0009,nzd0529-0010,nzd0529-0011,nzd0529-0012,nzd0529-0013,nzd0529-0014,nzd0529-0015,nzd0529-0016,nzd0529-0017,nzd0529-0018,nzd0529-0019,nzd0529-0020,nzd0529-0021,nzd0529-0022,nzd0529-0023,nzd0529-0024,nzd0529-0025,nzd0529-0026,nzd0529-0027,nzd0529-0028,nzd0529-0029,nzd0529-0030,nzd0529-0031,nzd0529-0032,nzd0529-0033,nzd0529-0034,nzd0529-0035,nzd0529-0036,nzd0529-0037
2004-05-02 22:00:57+00:00,,,307.35999999999996,322.0233333333333,328.52666666666664,328.005,,,268.8833333333333,294.3833333333333,303.26666666666665,297.91,308.1566666666667,308.43,348.31333333333333,352.59666666666664,361.2166666666667,363.61999999999995,365.78,367.97666666666663,365.655,368.35999999999996,,,,352.8,359.9433333333334,359.42,361.775,353.73333333333335,355.51666666666665,347.95,337.18,319.77666666666664,306.38999999999993,297.95666666666665,336.21,353.57
2004-07-30 21:57:15+00:00,,,323.52,321.76,328.9,327.34,,,268.05,277.11,290.56,283.755,295.07,301.315,344.38,332.88,343.96500000000003,361.12,349.85,353.5,346.77,353.815,346.48,335.57,331.14,,345.28,344.27,330.65,340.47,338.79999999999995,337.16999999999996,325.09000000000003,310.96000000000004,302.63,297.66,336.21,346.57
2005-01-13 22:06:52+00:00,,,296.62,312.13,314.24,331.85,,,273.57,278.52,288.78999999999996,286.265,299.275,304.885,,315.62,328.31,,335.62,340.66,346.77,341.24,346.48,335.57,331.14,,334.09,344.27,330.65,328.56,326.82,327.52,312.3,301.81,,299.33,327.15,341.65999999999997
2005-02-14 22:07:21+00:00,,,293.96500000000003,312.985,313.75,331.85,,,268.595,288.765,297.88,298.905,311.595,317.135,349.1,355.09,363.18,,,359.78,359.93,357.31,358.07,354.91,352.16,345.29,345.66,360.24,361.22,354.16,354.14,350.46,342.12,,,299.33,337.72,345.77
2005-06-22 22:08:22+00:00,,319.53,293.96500000000003,325.4066666666667,319.37,331.85,,,271.81333333333333,289.0466666666667,298.38,296.2633333333333,311.7366666666667,316.62333333333333,349.94,355.09,363.18,,,359.78,359.93,357.31,358.07,354.91,352.16,345.29,351.225,360.67,357.8,353.895,350.555,353.98,345.405,342.4,318.39,302.825,340.46666666666664,352.8533333333333
2005-08-09 22:08:46+00:00,,318.03499999999997,271.73,332.4166666666667,322.58,328.88,292.01,,268.88000000000005,287.42,295.4633333333333,291.9433333333333,306.4533333333333,311.8066666666667,350.1166666666666,353.635,363.86,368.94,367.92,359.78,359.93,357.31,358.07,354.91,352.16,345.29,351.225,360.67,357.8,349.6433333333334,349.2133333333333,351.01,343.1433333333334,343.16999999999996,324.99,306.775,348.1466666666667,361.60999999999996
2005-08-25 22:08:52+00:00,,308.65333333333336,279.485,341.70500000000004,326.93666666666667,331.895,292.01,,271.69666666666666,294.65333333333336,297.60999999999996,290.99666666666667,306.92333333333335,317.8833333333334,350.62499999999994,352.18,364.54,368.94,367.92,,,,,,,,356.79,361.1,354.38,347.385,348.2366666666667,350.96666666666664,343.1033333333333,343.29333333333335,327.0333333333333,306.59,342.75666666666666,366.69
2005-09-10 22:08:55+00:00,,308.65333333333336,290.8533333333333,336.6466666666667,327.015,331.895,294.17499999999995,,269.745,291.20500000000004,295.86,291.1475,305.0875,315.8625,348.2966666666666,351.775,364.54,368.94,367.92,,,,,,,,356.79,361.1,354.38,347.57,349.3675,351.22749999999996,342.72,342.35,327.47749999999996,305.925,343.87,365.8725
2005-11-13 22:09:08+00:00,,308.65333333333336,290.8533333333333,335.645,327.912,331.75,298.13666666666666,,271.23199999999997,289.764,296.088,290.28599999999994,304.116,313.27200000000005,346.71500000000003,352.3966666666667,364.54,368.94,367.92,,,,,,,,356.79,361.1,354.38,347.57,349.3675,350.904,342.368,341.046,327.28599999999994,306.23,345.44,366.358
2006-02-17 22:11:22+00:00,,289.89,310.205,329.5849999999999,328.35999999999996,333.04,307.8433333333333,319.23,280.775,289.7866666666667,296.1433333333334,290.9533333333333,303.58666666666664,315.1566666666667,342.80500000000006,352.505,,,,,,,,,,,,,,347.94,351.985,350.65000000000003,341.51,339.63000000000005,328.8166666666666,305.86666666666673,343.68333333333334,364.9166666666667
2006-04-22 22:12:36+00:00,,308.66,339.14,339.11,333.41999999999996,333.6166666666667,314.72333333333336,319.23,289.3666666666666,295.095,304.16499999999996,292.66999999999996,316.6,306.77,347.405,354.67499999999995,361.51,363.71,,368.25,,,370.58,369.62,,,,,,,,349.44,343.525,338.62,329.32,305.685,347.34000000000003,363.90999999999997
2006-07-27 22:13:58+00:00,,326.96500000000003,347.0849999999999,343.485,340.57,334.695,323.99333333333334,329.005,295.4599999999999,318.445,322.91999999999996,314.47,342.225,328.38,352.84,355.71,361.51,363.71,,368.25,,,370.58,369.62,,,,,,,,349.27,346.09,341.41,332.12,317.75,342.96,359.52
2006-08-05 22:07:55+00:00,,321.75,340.2933333333333,339.7133333333333,336.98,334.7866666666667,321.995,329.005,285.2433333333333,313.27666666666664,318.6933333333333,311.9533333333333,336.25,320.95666666666665,347.54499999999996,354.16999999999996,360.41999999999996,362.365,366.78,366.89,366.98,361.69,367.40999999999997,363.55,366.24,358.59,356.98,365.45,357.73,350.52,352.41,349.53499999999997,348.03999999999996,341.41,332.985,313.3433333333333,344.26,359.28
2006-08-28 22:14:23+00:00,,326.3,339.15999999999997,338.5675,335.5,335.49666666666667,322.3375,331.145,272.885,316.7425,317.13,308.8325,336.08750000000003,323.255,347.54499999999996,357.8533333333333,360.41999999999996,362.365,366.78,366.89,366.98,361.69,367.8633333333333,363.66333333333336,366.82500000000005,363.40999999999997,360.69500000000005,367.015,359.36,351.13,353.125,354.78,348.03999999999996,341.41,338.61333333333334,316.6375,350.74,359.28
2006-09-13 22:14:35+00:00,,326.3,334.15599999999995,335.304,335.5,334.1325,321.284,331.145,268.98333333333335,311.82,316.956,307.886,332.42400000000004,321.62600000000003,350.5466666666666,358.21,362.79333333333335,362.365,366.78,366.89,366.98,361.69,367.8633333333333,363.66333333333336,366.82500000000005,363.40999999999997,358.6466666666667,367.015,359.36,353.91,353.125,354.78,348.03999999999996,344.33500000000004,337.065,316.508,349.53,356.93
2006-10-08 22:08:40+00:00,,325.716,332.68666666666667,335.95166666666665,336.384,334.1325,320.87166666666667,325.13,278.6475,311.70666666666665,315.87666666666667,308.01500000000004,331.8016666666667,320.53333333333336,349.8675,358.312,363.8225,362.365,366.78,366.89,366.98,361.69,367.8633333333333,363.66333333333336,366.82500000000005,363.40999999999997,358.6466666666667,367.015,359.36,353.91,353.125,354.78,348.03999999999996,344.33500000000004,333.592,316.68333333333334,349.264,356.93
2007-09-09 22:07:45+00:00,,344.59,353.84,348.68,344.56,349.65,334.15,342.01,337.63,344.12,326.08,328.08,345.23,338.19,,,,,,,,,,,,,,,,,,323.11,304.48,305.35,290.33,301.01,,
2008-12-23 22:05:16+00:00,,344.81,339.02,,341.47,338.18,332.84,344.04,338.28,340.71,325.65,,,,,,,,,,,,,,,,,,,,340.74,332.61,321.28,304.19,,306.25,344.4,350.45
2010-10-26 22:10:38+00:00,,348.15,337.92,340.13,340.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.77,283.92,292.6,,
2010-12-22 22:04:29+00:00,,348.15,337.92,340.13,340.22,,,,357.04,356.22,347.5,350.6,,,,,,,,,,,,,,,,,,,,,,295.77,294.03,292.6,,
2013-07-07 22:16:35+00:00,,,,313.13,310.79,315.13,323.04,321.53,313.69,320.47,312.85,306.9,305.7,297.72,327.9,,,,,,,,,,,,,315.06,,307.71,304.72,294.79,292.68,271.73,253.29,255.73,247.73,256.28
2013-08-31 22:22:50+00:00,,323.56,313.4,312.25,314.07500000000005,320.725,323.04,329.585,323.59000000000003,329.46000000000004,322.035,317.79499999999996,316.98,301.44000000000005,333.995,341.88,343.94,346.78,348.2,343.33,340.49,337.18,334.43,332.39,332.79,331.53,329.59,322.18,330.9,317.5,312.66,303.605,300.375,277.755,260.96,260.795,257.195,262.53499999999997
2013-10-02 22:22:40+00:00,,323.56,316.335,315.43333333333334,316.74333333333334,323.6933333333333,323.04,329.585,323.59000000000003,329.46000000000004,322.035,317.79499999999996,316.98,302.93333333333334,335.0333333333333,341.88,344.33000000000004,346.78,348.2,343.515,341.03999999999996,337.18,335.445,334.2,334.94,332.48,331.91999999999996,322.18,330.9,317.5,312.66,307.74333333333334,304.43,281.88666666666666,265.57666666666665,264.3966666666667,262.47333333333336,266.12666666666667
2013-11-03 22:22:32+00:00,,323.24,315.63666666666666,316.33,317.2075,325.2325,330.875,333.7233333333333,329.48,334.59666666666664,327.2366666666667,323.3433333333333,323.11999999999995,309.9225,335.0333333333333,341.88,344.33000000000004,346.78,348.2,343.515,341.03999999999996,337.18,335.445,334.2,334.94,332.48,331.91999999999996,322.18,330.9,317.5,312.66,310.1425,304.43,284.125,267.4675,265.6,264.5025,267.72
2014-04-21 22:14:29+00:00,,322.92,316.43,321.275,318.6,328.77,337.96,341.14,341.26,344.87,337.64,334.44,335.4,330.89,,,,,,,,,,,,,,,,,,316.7,313.61,288.52,272.975,269.91999999999996,270.89,273.16999999999996
2014-07-17 22:20:39+00:00,,299.34,321.605,325.05999999999995,323.13,327.69,339.265,339.79999999999995,339.16,332.98,322.71,321.36,,317.78,336.15,,,,,,,,339.06,333.45,333.49,330.79,335.22,331.3,334.37,333.39,325.95,316.46000000000004,312.755,284.48,268.08000000000004,265.905,266.46000000000004,269.42499999999995
2014-08-02 22:20:46+00:00,,300.475,322.3566666666666,326.01666666666665,324.925,328.59000000000003,340.1433333333333,339.8833333333333,338.355,332.275,323.395,323.05,331.62,319.38,335.79499999999996,,,,,,,,339.385,334.78499999999997,334.57,332.4,336.105,331.355,334.27,334.1,326.565,316.92333333333335,313.2966666666667,284.53666666666663,267.2166666666667,264.9166666666667,265.35333333333335,268.9533333333333
2014-08-18 22:20:51+00:00,,300.19666666666666,322.3975,325.97749999999996,324.5933333333333,328.59000000000003,340.1625,341.0475,338.5,332.3433333333333,323.48333333333335,322.69666666666666,330.0,318.93333333333334,335.62666666666667,340.38,341.0,343.6,350.26,343.76,338.59,339.08,336.84,331.44,328.6033333333333,325.43333333333334,334.59666666666664,329.60333333333335,334.27,336.45,325.43,316.0125,310.2725,283.29999999999995,266.59250000000003,264.9325,265.095,269.28999999999996
2014-09-19 22:20:54+00:00,,298.78499999999997,321.856,324.942,323.64,328.3833333333334,339.826,341.0475,338.70000000000005,332.3475,323.34000000000003,322.775,330.37,319.8225,335.1,340.71500000000003,341.28,343.07500000000005,350.26,342.205,336.03999999999996,337.12,333.9275,327.6825,323.7175,318.7525,332.09000000000003,323.815,329.5733333333333,333.10749999999996,324.62,314.79,308.082,283.16999999999996,266.6,265.56,265.778,270.156
2015-05-01 22:20:00+00:00,,310.86,319.79,324.94,324.56,332.77,348.23,347.85,,335.76,331.85,331.73,,,,,,,,,,,,,,,,,,,,,,295.01,276.04,275.18,275.83,278.96
2015-06-27 22:13:58+00:00,,316.515,319.79,324.94,322.38,330.995,346.675,347.08500000000004,340.15,332.065,327.935,327.52,,325.64,332.2,331.23,331.42,324.18,330.85,315.44,326.07,318.32,316.55,285.29,289.48,285.25,284.66,292.86,284.92,,,,,282.485,270.235,275.355,276.03499999999997,279.265
2015-07-04 22:20:14+00:00,,319.86333333333334,318.935,316.90999999999997,321.6033333333333,331.6666666666667,345.7866666666667,345.3833333333334,338.08,329.51,326.12333333333333,326.1933333333333,325.76,327.68,328.935,332.42,331.31,322.67,330.245,315.32,322.395,317.025,317.36,289.38,291.12,288.245,284.625,289.695,286.98,293.7,288.01,276.55,263.89,277.56,268.13000000000005,275.78666666666663,275.25666666666666,277.41333333333336
2015-07-29 22:14:13+00:00,,319.86333333333334,318.935,316.90999999999997,321.6033333333333,331.6666666666667,345.7866666666667,345.3833333333334,338.08,329.51,326.12333333333333,326.1933333333333,325.76,309.91333333333336,317.0733333333333,323.1366666666667,319.58666666666664,313.3933333333334,321.53333333333336,305.35999999999996,311.25,317.025,317.36,289.38,291.12,288.245,274.42333333333335,282.00333333333333,278.61333333333334,293.7,288.01,276.55,263.89,277.56,268.13000000000005,275.78666666666663,275.25666666666666,277.41333333333336
2015-08-21 22:20:33+00:00,,313.605,318.0733333333333,312.51,320.595,330.15,344.615,343.33000000000004,336.9433333333333,327.5425,324.5775,324.1075,322.58,311.025,318.14750000000004,325.13,321.885,315.45,323.2175,307.4175,313.04,316.25333333333333,317.31,287.93333333333334,289.69,285.3966666666667,276.0375,283.3175,280.28,291.41999999999996,287.34000000000003,275.08000000000004,263.78999999999996,275.79999999999995,266.9725,273.3325,272.53999999999996,275.48749999999995
2016-03-16 22:20:36+00:00,,292.45,316.24,314.64,317.61,333.91,345.28,343.91,342.71,333.37,330.44,331.77,332.65,335.18,333.36,339.63,,324.94,336.38,,,,,288.36,287.6,285.41,284.44,286.24,278.69,294.45,290.31,282.12,279.88,277.14,268.56,272.89,274.32,278.69
2016-05-12 22:14:08+00:00,,298.975,317.105,315.19,318.8,336.31500000000005,346.59,344.3,342.53999999999996,331.435,328.97,330.46500000000003,332.65,335.18,333.36,339.63,,326.145,336.38,327.31,,,,290.23,288.27,285.44000000000005,285.025,286.195,279.39,294.525,289.53,281.28,277.21500000000003,277.505,268.435,273.315,274.78,279.41999999999996
2016-06-04 22:20:28+00:00,,303.84666666666664,318.45,316.1066666666666,319.3566666666667,337.2966666666667,347.2733333333333,344.92,342.75666666666666,330.5466666666667,328.47,329.51,333.225,335.18,333.36,339.63,,326.145,336.38,327.31,,,,289.9533333333333,287.5733333333333,285.5466666666667,284.97333333333336,286.35999999999996,279.75666666666666,294.77666666666664,290.3966666666667,280.06,276.2033333333333,277.6766666666667,268.49666666666667,273.49,275.84666666666664,280.19
2016-09-08 22:21:00+00:00,,307.2925,319.1925,315.5125,319.755,337.4925,347.2733333333333,344.92,342.75666666666666,319.775,323.14250000000004,323.43,318.57666666666665,308.5,333.36,339.63,,320.09,336.38,327.31,,,296.67,290.0375,285.77,285.1975,285.06,287.3975,280.3675,295.095,291.435,277.78,274.455,279.58,268.52,274.2425,275.665,279.5075
2017-04-04 22:20:20+00:00,,309.08,318.71,,318.04,335.96,344.45,343.05,343.2,320.55,321.85,314.08,298.03,275.9,298.89,312.31,317.77,303.98,,296.43,,306.67,,284.37,279.85,280.51,281.85,284.64,280.81,291.95,289.15,281.53,276.97,275.36,267.21,271.4,274.4,279.71
2017-04-20 22:20:11+00:00,,312.765,318.41999999999996,314.42,318.59000000000003,336.145,345.14,343.05,344.015,319.88,321.47,312.52,298.89,275.61,299.28,309.735,315.455,303.98,,295.45000000000005,,302.845,,283.21000000000004,279.70000000000005,280.0,281.865,284.52,280.55,292.24,289.35,281.025,276.70500000000004,274.95500000000004,266.735,271.07,274.435,279.52
2017-05-06 22:20:07+00:00,,309.5133333333333,318.1433333333333,314.33000000000004,318.46,336.09666666666664,345.32,342.65,343.1266666666667,319.8,321.00333333333333,311.0733333333333,297.13666666666666,274.77666666666664,299.1166666666667,309.0566666666667,315.455,303.055,,295.07,,301.06666666666666,306.26,282.5133333333333,279.4066666666667,279.42333333333335,281.40000000000003,284.2366666666667,280.11,291.93333333333334,288.9533333333333,280.34999999999997,276.5466666666667,274.67333333333335,266.7633333333333,270.7233333333333,274.1933333333333,279.36999999999995
2017-06-07 22:20:26+00:00,,309.5133333333333,318.1433333333333,314.33000000000004,318.46,336.09666666666664,345.32,342.65,343.1266666666667,319.8,321.00333333333333,311.0733333333333,297.13666666666666,274.77666666666664,299.1166666666667,309.0566666666667,295.8666666666666,289.09999999999997,272.77,286.6925,265.82,301.06666666666666,306.26,282.5133333333333,279.4066666666667,279.42333333333335,281.40000000000003,284.2366666666667,280.11,291.93333333333334,288.9533333333333,280.34999999999997,276.5466666666667,268.4775,266.7633333333333,270.7233333333333,267.7175,279.36999999999995
2017-07-09 22:20:35+00:00,,302.02,309.4425,308.96000000000004,312.555,331.6775,346.6925,344.72,343.1266666666667,320.175,321.52,311.255,293.5725,276.475,299.0975,309.1825,295.8666666666666,289.09999999999997,272.77,289.302,265.82,299.845,295.83,283.3325,278.475,281.40999999999997,281.5075,284.8825,280.675,293.205,290.0025,278.645,274.8175,268.4775,265.19,269.4575,268.01,278.68
2017-08-03 22:14:35+00:00,,302.02,309.4425,308.96000000000004,312.555,331.6775,346.6925,328.4,326.40999999999997,312.758,317.962,307.99,288.464,274.992,296.31000000000006,306.838,296.0375,290.08,287.92499999999995,289.5133333333333,278.145,296.81,289.16333333333336,282.036,274.232,279.68,279.11199999999997,282.738,277.52200000000005,289.202,286.36199999999997,272.128,269.47400000000005,264.62600000000003,260.964,267.26599999999996,266.9216666666667,275.082
2017-09-27 22:21:00+00:00,,302.02,309.4425,308.96000000000004,312.555,331.6775,346.6925,328.4,305.052,304.52833333333336,318.0216666666667,308.1483333333333,286.88,275.77,297.385,306.838,296.0375,290.08,287.92499999999995,289.5133333333333,278.145,296.81,287.6925,281.75166666666667,274.5216666666667,279.44,278.8966666666667,282.6466666666667,277.4683333333333,289.195,286.625,272.905,269.24,266.4483333333333,261.1116666666667,267.42833333333334,267.05571428571426,274.87833333333333
2017-11-30 22:20:56+00:00,,279.54,283.34,298.22,294.84,318.42,350.81,314.15,247.94,289.2566666666667,315.04,305.2233333333333,276.62333333333333,276.7633333333333,295.6533333333333,303.51,291.07666666666665,289.62666666666667,299.16333333333336,287.5925,283.6666666666667,292.31,282.355,281.5675,272.535,280.885,278.1875,283.015,278.0575,289.3875,286.8675,270.5525,267.15749999999997,263.315,259.43,266.505,264.634,273.0775
2018-02-27 22:14:19+00:00,,,,,,,,,219.62,263.38,318.32,308.94,278.96,279.66,302.76,313.5,318.15999999999997,313.845,320.29999999999995,299.74,293.395,291.585,281.66,279.43333333333334,276.67,279.3533333333333,279.2766666666667,283.22999999999996,281.71333333333337,294.31666666666666,290.9166666666667,282.12000000000006,276.59999999999997,276.5,266.4166666666667,269.65,271.95,276.5366666666667
2018-03-06 22:20:26+00:00,,,,,,,,,219.62,256.375,291.33500000000004,300.13,297.265,278.42,302.76,314.85,318.57,314.23333333333335,320.1266666666666,301.91333333333336,294.17,292.30333333333334,281.605,280.1875,278.6,279.7925,280.81,284.005,283.4375,296.3175,293.3225,286.16,280.83,277.115,267.645,269.53999999999996,272.475,276.39750000000004
2018-04-16 22:13:54+00:00,,,268.53,291.3,258.76,,,,230.21,269.725,269.03,296.36,313.14,277.91499999999996,,314.85,318.57,314.23333333333335,320.1266666666666,301.91333333333336,294.3375,292.30333333333334,280.735,279.53000000000003,279.4475,279.53499999999997,281.03,284.125,285.02250000000004,298.9875,295.39750000000004,290.2175,285.09499999999997,277.6333333333333,269.5766666666666,269.9733333333333,274.0133333333334,278.27750000000003
2018-07-12 22:19:56+00:00,,,268.53,291.3,258.76,,,,247.19,266.2133333333333,267.62,295.15000000000003,302.9533333333333,278.0233333333333,300.83,314.85,317.86,314.015,319.36999999999995,301.54,294.715,290.34,277.9475,278.73,274.895,275.86,277.165,280.4525,280.855,296.5475,293.32500000000005,287.8275,283.0825,277.155,268.69499999999994,268.15,272.84000000000003,277.32000000000005
2018-07-21 22:13:49+00:00,,,268.53,291.3,258.76,,,,252.8166666666667,265.335,265.7025,293.8225,302.0825,276.8425,300.77,313.31666666666666,317.86,309.6266666666666,314.05333333333334,299.15250000000003,293.816,289.6425,276.75,277.798,272.70799999999997,274.834,275.36600000000004,278.838,278.672,295.006,290.94,285.32399999999996,280.548,274.78999999999996,264.3633333333333,266.34999999999997,270.78333333333336,276.105
2018-08-29 22:20:19+00:00,,,268.53,291.3,258.76,,,,252.8166666666667,265.506,265.764,293.434,302.196,276.084,300.60999999999996,313.225,319.39,307.92999999999995,311.6,297.9075,294.576,289.7825,276.86800000000005,278.604,272.81,275.43600000000004,275.45,279.24399999999997,278.428,295.45799999999997,291.442,285.554,282.71799999999996,275.84999999999997,264.2033333333333,266.75333333333333,269.3433333333333,275.5875
2018-09-07 22:14:12+00:00,,,271.38,290.02,267.87,,,,256.3275,267.87,265.414,293.246,298.8525,275.108,300.585,310.25,,300.85,303.42,295.1233333333334,294.29,288.645,276.13599999999997,277.636,270.476,274.754,273.944,278.28,276.928,294.126,289.688,283.238,280.81399999999996,276.43666666666667,263.19,266.85999999999996,267.03333333333336,275.54999999999995
2018-09-30 22:20:31+00:00,,,271.38,290.02,267.87,,,,250.48000000000002,265.8733333333333,265.1533333333333,290.64833333333337,293.854,275.2416666666667,300.585,310.25,,300.85,303.42,293.94,294.29,288.416,276.27833333333336,277.5833333333333,271.1383333333333,275.28333333333336,274.7416666666667,279.035,277.8833333333334,294.43833333333333,290.24333333333334,284.01666666666665,281.65333333333336,277.92,265.0375,268.79499999999996,269.06500000000005,276.5
2018-11-10 22:14:32+00:00,,,274.23,288.74,276.98,,,,253.962,259.9633333333333,263.37333333333333,286.73499999999996,286.642,275.0866666666667,301.216,311.44,313.72,304.5,305.315,294.164,293.34000000000003,288.415,276.0933333333333,277.75,270.3066666666667,275.67333333333335,275.2333333333333,279.3883333333333,278.22833333333335,294.03833333333336,289.7683333333333,283.02500000000003,282.035,277.92,267.12399999999997,270.322,271.064,276.94599999999997
2018-12-28 22:14:29+00:00,,,274.23,288.74,276.98,,,,253.962,259.9633333333333,263.37333333333333,286.73499999999996,286.642,275.0866666666667,301.216,312.6666666666667,316.4,307.93333333333334,308.81666666666666,294.1116666666667,292.574,288.27714285714285,276.36285714285714,277.80285714285714,270.46999999999997,276.00428571428574,275.6842857142857,279.97714285714284,278.8914285714286,294.54857142857145,290.21999999999997,283.02500000000003,282.035,277.92,267.12399999999997,270.322,271.064,276.94599999999997
