dates,satname,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047
2003-02-01 22:09:21.746000,L7,346.32,338.24,324.40,332.68,331.51,335.56,329.03,325.72,324.32,335.81,330.19,319.04,319.07,332.93,328.64,315.97,319.65,330.57,334.24,333.68,378.33,343.38,377.15,278.38,291.87,286.41,298.45,294.94,291.55,292.23,299.82,292.89,297.00,301.70,297.54,295.12,293.15,300.80,370.09,352.16,366.72,366.22,364.56,373.67,307.25,356.68,277.74,356.23
2003-08-13 21:51:32.649000,L5,278.54,267.98,276.92,261.30,256.82,257.94,259.87,263.88,258.25,258.84,257.86,266.58,264.99,265.93,263.76,265.57,265.26,278.82,284.52,272.25,248.93,253.67,290.13,298.03,306.77,319.37,325.45,323.66,318.60,318.62,318.92,317.92,314.27,317.99,320.77,320.49,315.84,321.96,320.82,317.69,309.16,307.43,310.36,,,,,
2003-08-29 21:51:49.928000,L5,279.02,274.43,270.27,271.46,257.67,262.38,254.43,262.54,270.50,258.70,266.59,264.64,270.47,269.19,267.92,270.01,270.11,283.94,283.45,275.75,256.51,253.68,290.04,295.33,300.59,319.06,327.74,322.69,318.20,318.83,318.80,315.94,312.33,317.83,317.42,318.30,316.26,318.53,316.24,315.74,310.46,303.97,310.92,,,,,
2003-10-07 21:58:35.519000,L5,304.31,301.74,303.94,299.36,295.76,297.69,299.21,307.57,302.23,300.72,301.74,299.42,303.16,304.26,300.85,304.27,308.58,310.42,308.73,307.43,290.29,273.50,319.31,325.37,335.33,339.19,340.10,330.17,323.08,329.93,330.34,332.55,337.40,341.00,345.18,337.42,339.33,340.96,341.06,338.20,335.50,334.33,338.27,345.43,344.16,328.28,322.27,320.15
2003-11-17 21:52:57.120000,L5,285.94,290.98,300.66,293.46,293.30,292.89,293.79,295.73,297.41,292.78,297.55,294.67,296.02,300.03,292.20,298.23,301.33,304.22,300.93,299.72,273.72,263.83,314.42,311.86,322.05,316.21,,,,,,,321.45,329.78,327.80,326.52,326.18,329.88,328.68,327.68,322.47,328.16,330.34,343.60,338.56,322.59,,
2003-12-26 21:59:30.091000,L5,318.46,317.43,312.05,312.91,305.58,305.16,307.33,315.29,312.19,312.36,311.60,309.32,315.97,316.08,316.72,317.81,314.60,321.07,316.59,321.40,302.04,315.93,330.77,338.37,344.31,344.63,341.88,338.19,339.19,344.83,343.11,339.19,342.34,337.16,339.28,348.33,346.92,,,,,,,,,,,
2004-01-27 21:59:38.149000,L5,,268.78,280.04,269.85,271.38,272.02,277.57,277.76,277.91,266.18,273.44,280.96,280.18,285.02,281.95,281.37,287.06,289.18,287.04,277.95,252.28,,296.46,304.03,310.24,310.43,311.66,313.95,312.97,311.46,315.34,304.54,304.53,312.93,305.24,310.34,311.26,321.25,317.70,318.42,313.10,313.22,314.77,310.15,,,,
2004-03-31 21:59:59.745000,L5,275.38,269.21,279.40,269.85,263.17,269.72,274.93,271.70,279.96,264.85,275.07,277.46,277.07,280.38,273.40,278.72,286.36,290.14,286.01,277.83,255.17,252.13,297.27,305.24,313.80,321.12,323.41,322.41,320.09,314.78,320.41,317.51,314.76,321.47,320.73,320.13,320.92,323.89,321.84,321.33,312.28,313.94,272.13,310.34,,,,
2004-04-25 21:54:35.260000,L5,278.34,272.37,273.10,266.29,258.95,266.23,266.92,273.23,266.57,265.59,269.97,274.52,276.06,274.34,269.26,262.44,272.14,293.35,285.32,281.82,253.93,254.47,295.89,303.94,316.77,321.63,323.81,323.83,321.22,323.42,324.76,323.39,315.76,322.71,322.11,321.27,319.19,324.31,322.92,318.05,312.32,305.57,311.28,,,,,
2004-05-18 22:01:26.569000,L5,280.40,281.70,268.75,273.03,261.02,260.64,265.43,268.28,265.43,263.64,262.60,267.57,269.93,270.92,262.21,266.70,272.13,292.84,283.34,270.51,259.94,255.23,296.74,304.14,310.23,326.92,332.62,328.77,328.56,329.34,326.91,326.05,322.67,330.77,329.04,325.89,323.23,328.05,327.01,320.10,310.19,311.22,317.92,299.03,,,,
2004-06-12 21:55:59.429000,L5,,,,,,,,247.02,247.48,244.07,239.87,245.67,249.71,239.21,246.16,245.99,248.19,248.75,256.35,244.85,,,,,,309.97,311.61,313.33,310.23,301.24,297.98,,,277.56,312.58,314.35,300.20,301.97,293.42,293.25,257.74,,,,,,,
2004-07-30 21:57:15.668000,L5,279.93,274.14,275.10,264.23,262.77,263.73,261.59,267.88,263.73,266.33,261.67,267.51,269.59,272.39,265.76,267.71,269.37,290.09,291.29,280.40,255.00,255.71,300.48,308.65,315.28,325.88,329.46,326.18,324.78,322.85,324.51,325.77,322.94,330.01,324.31,325.00,324.89,328.33,326.18,322.80,313.91,308.67,318.50,,,,,
2004-10-18 21:59:11.702000,L5,279.29,270.88,279.46,275.44,270.69,277.75,276.11,281.95,283.21,272.54,281.73,276.70,280.88,283.93,278.42,280.77,286.86,292.17,291.28,284.36,264.64,253.85,302.20,310.42,310.49,324.47,326.05,324.31,321.61,325.72,325.32,318.48,322.72,326.82,327.55,323.79,325.67,328.45,328.74,323.10,313.56,313.22,311.94,,,,,
2004-11-10 22:05:47.634000,L5,273.14,270.25,282.88,274.47,271.85,279.92,284.54,284.83,283.22,273.46,279.56,283.16,284.12,286.88,280.01,283.17,294.19,294.18,292.24,282.51,249.27,253.64,305.82,307.60,313.65,322.12,308.27,317.26,312.53,314.71,317.52,306.97,314.35,320.53,318.45,318.77,317.77,323.45,319.93,319.73,308.64,309.63,305.62,298.37,,,,
2005-01-13 22:06:52.927000,L5,272.10,272.27,268.91,272.70,262.12,268.45,269.47,276.82,273.39,270.55,269.81,269.33,276.22,277.60,277.22,272.39,275.77,288.47,280.21,278.56,253.15,,290.07,297.00,307.41,316.17,309.78,313.20,313.58,314.04,317.50,305.58,319.18,321.70,317.78,318.63,321.25,325.41,322.01,321.98,314.17,313.92,314.43,,,,,
2005-01-22 22:00:50.292000,L5,277.95,280.28,286.51,279.48,280.24,279.06,281.81,283.30,282.70,277.02,282.86,280.88,285.88,285.50,283.91,284.45,285.30,298.07,289.98,288.28,263.92,250.46,300.41,307.73,315.25,318.48,321.55,315.53,320.67,325.20,326.94,318.51,325.04,328.23,327.28,325.05,329.95,334.36,330.71,327.23,318.76,321.88,322.05,321.33,,,,
2005-02-14 22:07:21.106000,L5,312.41,307.07,307.05,310.75,304.88,306.73,315.01,313.12,314.69,308.91,308.29,307.96,309.32,316.77,308.75,311.76,313.67,318.91,315.62,316.34,308.26,288.81,324.71,335.35,341.32,339.41,342.82,341.53,344.64,344.54,343.77,341.91,344.39,347.86,343.31,342.65,348.81,353.77,351.24,350.77,346.19,343.42,343.09,351.87,350.25,327.54,320.89,320.54
2005-03-11 22:01:31.683000,L5,281.05,276.12,283.48,273.75,273.06,279.48,279.49,282.80,280.78,276.85,285.74,280.13,284.69,284.94,282.25,282.98,289.38,296.81,291.52,288.91,268.69,251.53,302.62,307.97,316.25,318.60,315.29,316.56,317.24,318.68,320.75,316.01,321.09,329.66,327.46,323.20,325.89,329.09,326.96,324.33,316.28,317.85,317.35,298.60,,,,
2005-06-15 22:02:10.206000,L5,280.97,279.26,272.61,267.95,260.10,264.89,261.95,276.23,263.51,263.14,261.79,266.82,264.31,263.79,262.48,264.53,272.66,283.41,283.54,276.33,261.13,257.28,298.09,305.80,314.55,326.24,325.95,325.66,325.87,331.01,329.76,327.44,321.54,327.66,328.25,326.39,322.41,330.18,323.47,301.26,,,,,,,,
2005-06-22 22:08:22.866000,L5,279.73,277.22,278.50,275.92,257.33,265.16,267.29,264.56,270.60,262.16,271.37,260.45,268.91,267.78,265.92,266.26,267.58,281.70,287.89,285.22,260.40,256.86,302.05,308.70,320.68,324.00,323.98,325.59,328.48,327.32,327.53,321.13,328.70,332.77,332.33,330.53,327.72,326.66,328.88,317.08,314.73,308.77,318.59,,,,,
2005-08-09 22:08:46.932000,L5,279.60,278.40,280.45,273.85,264.98,268.39,273.46,265.69,279.29,262.70,279.85,278.49,273.08,272.26,269.71,271.99,281.88,295.73,285.83,290.86,266.02,252.64,298.40,308.72,313.24,317.53,323.45,322.78,321.63,319.12,321.14,317.61,321.03,323.51,325.81,327.66,329.90,330.53,331.13,324.82,315.59,316.73,319.21,,,,,
2005-08-25 22:08:52.862000,L5,279.32,275.64,275.84,276.39,264.00,269.64,272.27,273.87,278.23,261.68,275.74,277.98,277.47,275.34,273.47,281.05,288.12,298.03,292.00,288.02,262.85,255.66,301.05,308.52,317.24,323.67,325.81,324.29,325.16,325.48,325.48,320.01,324.06,329.91,329.39,325.20,326.28,330.77,327.50,321.56,315.44,316.18,314.15,,,,,
2005-09-10 22:08:55.708000,L5,285.13,284.49,285.02,282.43,277.20,281.77,280.87,282.47,286.45,275.41,289.40,281.98,284.88,288.82,280.37,286.22,294.51,299.52,296.37,293.45,273.60,258.86,305.19,312.64,317.90,322.30,327.54,324.33,323.79,324.62,324.43,323.69,323.36,331.82,329.64,327.29,329.84,332.52,332.20,326.81,319.56,320.38,321.17,,,,,
2005-10-05 22:02:41.026000,L5,270.15,267.29,273.20,266.18,267.07,269.51,273.07,269.19,276.81,262.87,274.71,276.59,274.68,281.50,271.58,277.09,286.52,292.47,282.78,275.64,,,,,,307.02,284.59,304.48,314.09,317.58,316.92,309.07,318.76,319.41,319.70,318.72,319.61,325.49,319.61,313.72,306.03,302.79,,,,,,
2005-11-06 22:02:46.848000,L5,306.32,314.17,310.50,310.17,302.30,305.15,311.86,309.19,313.34,307.72,308.86,312.43,307.26,311.55,306.48,311.29,312.49,316.47,312.63,312.75,302.34,277.72,323.93,334.17,338.93,336.71,340.46,342.67,347.88,345.73,346.54,343.31,350.42,352.26,347.57,346.61,352.03,357.62,353.05,349.82,347.63,349.00,348.29,351.72,345.08,321.50,319.22,320.83
2005-11-13 22:09:08.414000,L5,272.21,271.87,287.30,276.91,281.76,286.21,285.32,285.89,286.44,285.54,284.11,290.27,288.83,290.77,285.63,287.04,298.99,296.89,294.17,292.20,267.81,252.34,302.32,308.28,314.74,314.49,306.05,314.25,313.85,317.99,317.61,308.55,315.38,320.10,319.55,318.54,318.84,325.33,322.37,322.20,319.72,320.08,323.23,297.41,,,,
2006-02-17 22:11:22.491000,L5,310.15,310.60,315.25,311.11,307.36,308.91,312.03,307.45,310.54,306.16,306.29,303.33,307.01,316.32,306.12,313.51,313.82,313.52,314.78,314.16,308.93,293.38,327.89,336.98,339.50,340.21,337.80,336.57,342.84,340.08,348.03,339.62,342.50,348.38,344.92,342.15,349.43,353.54,351.13,348.42,343.32,345.38,352.25,342.61,343.62,,275.14,326.17
2006-02-26 22:05:22.928000,L5,273.56,270.53,286.30,285.50,279.78,288.24,277.50,285.59,288.59,280.13,288.34,283.99,287.58,288.65,286.03,287.00,287.77,295.10,293.27,285.19,274.27,252.02,302.21,309.42,313.21,314.13,308.07,313.31,313.19,314.62,316.71,305.79,311.60,319.40,319.83,318.65,327.94,329.78,329.26,323.03,321.95,322.27,323.97,,,,,
2006-03-14 22:05:42.635000,L5,272.26,277.36,277.75,275.42,266.52,272.11,274.37,276.02,278.61,271.60,275.30,277.84,280.50,283.14,280.38,281.39,281.41,291.57,283.51,285.31,260.06,,295.29,303.11,310.45,304.30,290.83,309.68,312.43,315.28,315.20,307.41,310.92,316.79,313.85,317.03,314.94,325.94,324.16,320.03,315.96,317.02,317.78,307.24,,,,
2006-04-15 22:06:18.610000,L5,274.82,276.09,274.47,269.92,261.27,269.22,271.42,261.75,280.01,270.64,274.81,272.54,277.23,277.12,279.39,276.50,278.07,291.40,290.37,283.77,263.04,252.27,300.79,307.25,315.03,318.24,314.84,320.16,320.20,322.05,320.14,314.32,317.77,321.94,321.70,319.75,319.12,325.36,322.85,316.76,313.35,313.03,314.74,314.71,,,,
2006-07-27 22:13:58.731000,L5,278.12,272.67,277.11,264.17,262.21,260.72,264.89,263.90,263.25,261.59,268.58,259.70,270.88,269.69,266.36,272.56,269.30,286.12,292.18,275.29,257.74,255.78,298.66,305.30,312.56,319.27,317.07,321.66,320.73,324.47,323.59,317.23,323.25,325.38,326.86,325.37,319.58,327.46,324.97,321.19,312.58,312.28,320.42,,,,,
2006-08-05 22:07:55.109000,L5,274.50,266.93,269.20,260.11,256.37,253.21,253.65,262.66,258.96,259.59,259.30,256.32,262.63,261.92,264.34,267.15,263.78,276.08,287.18,273.40,250.24,251.25,291.16,301.11,289.65,316.73,308.87,318.50,318.07,316.48,315.82,306.19,313.66,317.77,321.05,320.14,316.65,320.34,312.82,310.35,304.53,288.27,,,,,,
2006-08-28 22:14:23.601000,L5,275.20,273.85,279.87,269.04,266.21,270.25,273.08,271.03,277.01,267.27,271.23,259.66,263.59,267.92,273.92,282.72,286.70,289.25,292.32,282.06,258.05,258.51,295.24,301.46,312.55,315.90,311.28,318.94,319.17,319.96,320.95,313.63,314.80,318.87,320.40,320.89,317.46,321.74,325.11,323.28,320.30,319.65,324.14,321.78,323.38,269.80,,
2006-09-13 22:14:35.259000,L5,281.74,284.63,279.19,280.81,272.30,278.50,272.22,278.40,273.60,276.47,273.32,260.10,256.56,259.90,272.88,280.15,288.46,287.97,291.66,287.06,273.32,254.40,298.20,303.92,312.04,318.31,313.23,321.60,319.38,321.49,322.22,319.17,324.20,326.42,327.84,325.61,328.15,330.28,329.15,324.18,316.86,321.13,324.78,328.25,321.43,310.49,,
2006-10-08 22:08:40.914000,L5,276.51,280.46,275.61,277.62,268.05,278.41,278.61,275.12,278.89,266.78,269.99,252.29,248.65,248.95,274.20,276.99,281.27,286.93,286.56,283.98,255.98,,296.12,299.85,304.23,314.06,307.62,316.04,316.18,318.56,317.71,311.08,320.36,324.31,323.37,321.08,324.18,325.85,322.75,319.59,316.55,318.32,322.35,,,,,
2006-10-31 22:15:04.884000,L5,264.04,260.14,277.01,271.65,268.23,284.00,276.84,281.69,275.05,277.91,268.60,254.93,247.42,282.76,278.13,282.54,289.52,290.01,287.89,281.75,248.26,249.30,304.58,309.18,,271.74,289.28,316.37,323.19,318.58,313.74,301.80,309.32,316.66,314.65,313.96,314.63,319.23,316.79,315.00,312.40,312.26,261.43,307.74,,,,
2007-01-03 22:15:37.058000,L5,402.82,305.23,309.04,308.09,302.55,302.15,306.89,306.48,309.16,303.41,305.01,280.68,291.76,313.43,306.16,312.87,312.86,314.58,312.81,313.30,302.60,293.98,324.14,335.38,336.76,336.58,327.66,334.76,343.98,343.22,340.22,335.75,340.55,346.51,345.05,334.89,338.56,342.47,344.46,339.40,339.84,337.13,342.08,344.51,345.06,327.55,315.05,312.45
2008-11-14 21:57:52.281000,L5,277.36,280.41,280.95,282.29,277.81,282.47,288.52,284.55,284.00,276.32,275.91,252.63,254.84,286.97,282.97,275.77,276.49,293.20,293.21,290.07,278.84,253.96,304.56,305.13,305.96,309.83,292.94,294.53,306.59,306.04,306.53,290.53,307.61,314.91,308.24,299.99,297.38,303.83,298.78,300.56,307.36,313.64,313.24,302.11,,,,
2008-12-23 22:05:16.170000,L5,279.57,285.67,292.11,287.86,286.35,289.33,291.18,293.55,289.02,287.05,281.52,260.71,275.79,290.49,287.45,286.99,295.51,296.49,294.47,291.26,282.49,254.50,303.15,307.96,316.30,304.07,296.54,296.25,301.32,302.26,300.18,289.27,,,,,,,,,,,,,,,,
2009-01-17 21:59:44.398000,L5,276.97,281.34,280.99,280.16,277.51,281.13,284.63,280.00,283.04,279.03,270.85,257.34,271.52,283.67,280.35,282.32,282.06,291.25,284.60,285.11,256.71,,293.57,299.39,295.83,301.56,295.26,293.64,294.57,297.09,294.72,285.80,294.28,308.48,300.18,293.95,286.77,298.53,294.36,298.37,305.69,311.72,312.63,,,,,
2010-02-05 22:05:29.575000,L5,272.94,279.33,281.47,285.44,279.91,284.84,284.89,284.42,283.81,281.89,280.52,284.88,289.40,287.82,281.79,283.09,276.90,279.82,291.85,286.16,267.80,,297.27,301.79,300.68,303.02,292.85,291.26,301.68,303.33,293.31,280.91,292.66,312.46,308.65,296.96,292.99,304.26,294.57,301.33,309.67,314.23,258.25,321.59,299.11,,,
2010-10-26 22:10:38.745000,L5,313.07,313.07,309.60,313.19,305.33,310.76,315.28,314.33,314.18,307.65,312.04,315.70,316.28,315.97,310.60,311.15,310.91,311.54,315.63,323.18,310.48,305.11,325.01,331.26,338.72,338.25,332.77,332.11,335.52,338.58,325.02,316.90,335.06,344.10,338.86,330.94,329.41,341.66,328.93,326.50,335.93,338.23,343.04,349.14,351.90,330.47,329.39,319.02
2010-11-27 22:10:35.713000,L5,282.19,273.13,278.82,283.23,272.92,282.96,280.71,282.87,282.81,276.98,285.51,280.41,288.26,284.26,280.67,280.46,277.72,274.61,284.49,289.59,273.46,,300.49,304.52,303.51,309.42,297.43,300.87,305.35,303.81,296.62,272.11,307.63,314.38,309.15,306.53,303.19,315.67,296.38,312.28,303.98,311.39,311.22,297.99,,,,
2010-12-22 22:04:29.137000,L5,277.03,279.14,288.59,290.40,283.43,290.47,287.92,286.42,290.39,285.19,293.96,288.13,290.93,290.79,285.88,287.96,281.17,288.49,291.34,289.80,276.77,250.69,292.69,302.81,302.90,305.30,293.94,294.85,298.53,301.01,295.20,278.26,296.67,312.14,305.42,297.85,291.23,305.82,301.57,306.32,316.18,322.95,322.85,,,,,
2011-02-08 22:04:35.159000,L5,300.44,298.84,303.49,303.45,300.37,300.74,300.02,305.26,301.11,302.96,301.37,298.55,300.94,305.35,302.38,303.61,300.84,302.56,304.32,304.31,299.28,278.41,318.28,310.40,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:04:31.079000,L5,279.19,276.02,279.73,276.37,268.64,276.20,275.83,277.35,273.47,272.98,277.18,270.37,275.84,278.02,277.39,278.47,278.19,282.35,280.99,283.30,258.70,251.58,285.54,297.52,296.68,309.17,302.47,300.14,306.87,308.45,303.57,283.79,301.79,314.64,311.41,306.38,301.10,311.19,302.35,304.98,309.77,314.44,312.62,,,,,
2013-05-11 22:22:42.945000,L8,277.96,280.20,273.31,270.27,261.98,263.69,260.91,259.86,256.81,261.21,263.43,263.49,261.60,259.94,256.76,261.01,263.21,266.95,273.26,282.50,277.76,250.37,280.93,282.46,295.88,298.55,301.78,297.03,298.09,299.38,292.26,270.40,292.35,299.14,295.79,290.03,289.82,295.88,299.92,291.18,299.35,298.96,304.08,306.04,309.54,,,
2013-06-05 22:16:38.960000,L8,285.26,279.90,272.99,266.40,261.38,259.96,262.00,257.95,259.78,259.59,259.89,263.09,260.79,259.87,256.33,257.65,262.90,262.60,273.89,283.25,270.75,265.43,283.84,285.27,299.67,301.89,303.95,299.99,303.77,300.44,298.57,302.70,303.20,303.91,299.62,292.51,293.00,298.48,305.39,296.14,300.51,295.34,302.82,308.64,319.92,309.17,,
2013-06-28 22:22:44.910000,L8,288.82,280.81,272.46,268.45,262.53,263.20,263.39,259.13,261.29,260.18,262.31,263.06,262.21,259.92,255.76,256.07,261.61,266.36,277.68,281.50,267.21,260.96,282.68,284.90,300.07,303.57,304.00,302.32,305.95,303.76,299.13,302.17,302.69,305.13,299.38,293.27,293.65,299.46,306.38,296.88,299.81,297.88,306.54,309.29,279.11,,,
2013-07-23 22:16:34.633000,L8,284.22,278.36,268.17,266.37,256.87,258.28,260.65,257.92,255.95,254.25,260.24,258.17,259.45,256.52,253.85,256.16,254.36,266.57,279.23,277.34,272.58,256.55,282.36,281.16,297.18,300.23,302.55,297.35,298.89,299.08,290.69,288.06,294.35,298.67,296.22,288.88,289.03,294.44,299.66,293.30,298.63,295.12,303.78,308.13,312.58,,,
2013-08-08 22:16:37.441000,L8,302.58,287.65,281.83,284.94,282.21,284.94,287.84,284.79,280.66,277.85,282.98,274.22,278.74,274.32,274.86,280.28,278.94,276.18,286.04,291.40,289.56,281.58,288.87,291.42,303.39,306.90,308.11,303.58,307.82,305.87,302.41,305.13,302.98,306.58,304.76,301.02,298.83,302.65,308.89,301.46,304.27,303.91,308.27,311.16,317.80,314.36,281.78,
