dates,nzd0119-0000,nzd0119-0001,nzd0119-0002,nzd0119-0003,nzd0119-0004,nzd0119-0005,nzd0119-0006,nzd0119-0007,nzd0119-0008,nzd0119-0009,nzd0119-0010,nzd0119-0011,nzd0119-0012,nzd0119-0013,nzd0119-0014,nzd0119-0015,nzd0119-0016,nzd0119-0017,nzd0119-0018,nzd0119-0019,nzd0119-0020,nzd0119-0021,nzd0119-0022,nzd0119-0023,nzd0119-0024,nzd0119-0025,nzd0119-0026,nzd0119-0027,nzd0119-0028,nzd0119-0029,nzd0119-0030,nzd0119-0031,nzd0119-0032,nzd0119-0033,nzd0119-0034,nzd0119-0035,nzd0119-0036,nzd0119-0037,nzd0119-0038,nzd0119-0039,nzd0119-0040,nzd0119-0041,nzd0119-0042,nzd0119-0043,nzd0119-0044,nzd0119-0045,nzd0119-0046,nzd0119-0047,nzd0119-0048,nzd0119-0049,nzd0119-0050,nzd0119-0051,nzd0119-0052,nzd0119-0053,nzd0119-0054,nzd0119-0055,nzd0119-0056,nzd0119-0057,nzd0119-0058,nzd0119-0059,nzd0119-0060,nzd0119-0061,nzd0119-0062,nzd0119-0063,nzd0119-0064,nzd0119-0065,nzd0119-0066,nzd0119-0067,nzd0119-0068,nzd0119-0069,nzd0119-0070,nzd0119-0071,nzd0119-0072,nzd0119-0073,nzd0119-0074,nzd0119-0075,nzd0119-0076,nzd0119-0077,nzd0119-0078,nzd0119-0079,nzd0119-0080,nzd0119-0081,nzd0119-0082,nzd0119-0083,nzd0119-0084,nzd0119-0085,nzd0119-0086,nzd0119-0087,nzd0119-0088,nzd0119-0089,nzd0119-0090,nzd0119-0091,nzd0119-0092,nzd0119-0093,nzd0119-0094,nzd0119-0095,nzd0119-0096,nzd0119-0097,nzd0119-0098,nzd0119-0099,nzd0119-0100,nzd0119-0101,nzd0119-0102,nzd0119-0103,nzd0119-0104,nzd0119-0105,nzd0119-0106,nzd0119-0107,nzd0119-0108,nzd0119-0109,nzd0119-0110,nzd0119-0111,nzd0119-0112,nzd0119-0113,nzd0119-0114,nzd0119-0115,nzd0119-0116,nzd0119-0117,nzd0119-0118,nzd0119-0119,nzd0119-0120,nzd0119-0121,nzd0119-0122,nzd0119-0123,nzd0119-0124,nzd0119-0125,nzd0119-0126,nzd0119-0127,nzd0119-0128,nzd0119-0129,nzd0119-0130,nzd0119-0131,nzd0119-0132,nzd0119-0133,nzd0119-0134,nzd0119-0135,nzd0119-0136,nzd0119-0137,nzd0119-0138,nzd0119-0139,nzd0119-0140,nzd0119-0141,nzd0119-0142,nzd0119-0143,nzd0119-0144,nzd0119-0145,nzd0119-0146,nzd0119-0147,nzd0119-0148,nzd0119-0149,nzd0119-0150,nzd0119-0151,nzd0119-0152,nzd0119-0153,nzd0119-0154,nzd0119-0155,nzd0119-0156,nzd0119-0157,nzd0119-0158,nzd0119-0159,nzd0119-0160,nzd0119-0161,nzd0119-0162,nzd0119-0163,nzd0119-0164,nzd0119-0165,nzd0119-0166,nzd0119-0167,nzd0119-0168,nzd0119-0169,nzd0119-0170,nzd0119-0171,nzd0119-0172
2013-04-11 22:07:51+00:00,,,,,,,,,,,,,,,,,248.5,242.46,235.19,,,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-06-05 22:13:51+00:00,,,,218.49,182.95,,193.28,200.73,202.71,201.41,200.0,200.29,199.8,194.09,185.22,189.46,219.05,214.16000000000003,209.435,,,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-06-21 22:13:43+00:00,,,,220.19,183.445,176.11,193.475,201.55,204.135,201.765,202.70999999999998,201.43,200.32,194.45,188.155,189.23000000000002,209.09,205.35666666666668,201.0566666666667,178.36,171.09,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-06-30 22:07:36+00:00,,,,219.22,183.96666666666667,171.22500000000002,192.18999999999997,200.7266666666667,203.01666666666665,201.68999999999997,202.49333333333334,201.01999999999998,199.35333333333332,193.45333333333335,187.6966666666667,188.71333333333334,203.975,200.0575,196.3825,178.155,171.09,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-07-07 22:13:48+00:00,,,,218.2975,188.595,172.86666666666667,192.2025,200.765,203.85250000000002,202.1175,202.39,201.4975,199.5375,193.675,187.155,188.41500000000002,203.975,200.0575,196.3825,178.155,171.09,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-08-08 22:13:49+00:00,,,,219.394,187.682,171.175,192.676,200.976,203.89600000000002,202.092,202.72,201.708,199.622,194.154,187.686,188.504,201.472,197.786,194.26000000000002,178.87333333333333,171.785,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2013-09-02 22:07:40+00:00,,,,219.85833333333335,188.54999999999998,170.576,192.17333333333332,200.32666666666668,203.11333333333334,201.48000000000002,201.99833333333333,201.31833333333336,198.98666666666668,193.84333333333333,187.905,188.36666666666667,199.33833333333334,195.3033333333333,192.14166666666668,178.155,171.785,238.33,221.07,217.64,209.18,210.63,217.68,229.55,231.05,238.06,235.02,249.32,248.1,,237.59,236.3,225.59,218.74,215.98,216.56,219.06,220.75,248.63,235.45,217.08,220.6,223.15,221.83,225.91,222.0,209.88,209.29,207.27,209.66,216.85,254.15,229.12,228.09,233.55,218.64,,214.88,215.2,209.92,217.37,215.76,224.0,223.35,222.12,228.38,218.33,213.62,205.33,201.32,205.65,204.68,203.39,196.63,,,,195.04,211.17,,,211.98,200.52,210.66,213.63,210.02,213.56,214.08,212.8,215.93,215.62,210.42,209.1,219.35,212.72,204.35,208.86,203.82,202.82,209.21,207.39,212.85,209.7,204.74,201.64,201.58,207.54,206.78,203.16,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.76,209.92,200.6,196.17,,,,,,,,,,,,,196.87,196.64,187.09,186.48,,,,,,,,257.49,
2014-01-24 22:06:45+00:00,,,,221.08,191.33333333333334,170.10666666666665,192.25666666666666,199.98000000000002,203.07666666666668,201.43666666666664,201.62666666666667,201.76333333333332,198.75,195.59333333333333,190.15,189.07000000000002,190.59333333333333,186.5233333333333,184.60333333333335,178.51,172.39999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:33+00:00,,,,216.70333333333335,191.16666666666666,172.11,190.96666666666667,198.57333333333335,201.97,200.94666666666663,199.9466666666667,200.67,197.59666666666666,194.71,189.78333333333333,188.38,189.47333333333333,185.11666666666665,183.46333333333337,176.87333333333333,172.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16 22:12:38+00:00,,,361.1,215.455,189.1975,171.57000000000002,191.6825,199.0075,201.7725,200.445,199.54250000000002,200.7425,197.495,194.47,189.575,187.64749999999998,189.47333333333333,185.11666666666665,183.46333333333337,176.87333333333333,172.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:13+00:00,,,361.1,213.21333333333334,187.96666666666667,173.265,192.35666666666668,199.64999999999998,202.63000000000002,201.12,199.9266666666667,201.20000000000002,198.0566666666667,195.19666666666663,189.76666666666665,187.63666666666663,189.875,186.22999999999996,184.42000000000002,177.31,172.32,214.1,206.96,218.92,213.18,215.6,210.0,217.94,204.44,211.48,221.48,258.98,253.31,,220.32,245.73,215.81,211.08,213.43,202.53,210.22,214.02,224.28,209.91,204.62,211.46,206.25,204.02,209.74,219.03,,,,247.56,261.41,261.35,,,,204.08,,199.82,204.38,194.35,193.54,201.99,207.97,211.95,198.29,195.29,202.42,245.11,236.95,233.66,202.6,231.97,,,,316.33,280.2,174.13,,,,181.75,184.83,184.51,180.26,204.84,216.95,220.43,210.21,198.94,191.99,230.73,198.94,200.99,207.31,200.95,202.18,201.43,,198.16,186.23,190.19,197.69,205.33,205.0,196.69,201.99,189.01,204.66,192.76,183.93,191.19,181.26,,,,,,,,,,,,,,191.59,186.74,,,270.71,,,,,,,213.2,,,242.8,206.06,204.32,194.48,,298.64,265.09,262.04,,,,,,,,,,,,,,240.19,268.75,281.41,275.66,266.01,,,
2014-04-05 22:11:58+00:00,,,361.1,213.21333333333334,187.96666666666667,173.265,192.35666666666668,199.64999999999998,202.63000000000002,201.12,199.9266666666667,201.20000000000002,198.0566666666667,195.19666666666663,189.76666666666665,187.63666666666663,189.875,186.22999999999996,184.42000000000002,177.31,172.32,214.1,206.96,218.92,217.875,215.6,202.16,217.94,204.44,211.48,221.48,258.98,253.31,,219.93,231.575,218.345,209.715,213.43,202.53,237.99,214.02,224.28,209.91,204.62,229.775,206.25,204.02,209.74,222.225,,206.44,,247.56,246.59500000000003,270.36,,,211.14,204.08,,199.82,204.38,200.60500000000002,202.565,213.26,219.595,211.95,200.33999999999997,209.01999999999998,202.42,245.11,236.95,233.66,202.6,231.97,,224.69,272.68,314.365,280.2,174.13,,,,181.75,184.83,203.235,180.26,204.84,208.195,220.43,210.21,198.94,191.99,250.03499999999997,198.94,200.99,207.31,216.13,202.18,202.94,202.5,199.10500000000002,186.23,190.19,197.69,212.015,209.485,197.445,216.815,189.01,213.1,192.76,183.93,191.19,181.26,297.46,235.89,201.9,245.16,246.69,196.25,,270.51,257.21,244.48,,242.71,243.17,195.88,201.505,264.4,196.09,233.39,178.47,,,264.66,,,213.2,,209.59,261.57,207.48000000000002,203.635,194.48,257.6,270.84,225.70499999999998,262.04,,,,,,,299.49,,200.32,217.36,207.07,246.67,284.0,259.855,268.75,288.83000000000004,279.66,266.01,,,
2014-04-21 22:11:42+00:00,,,361.1,213.21333333333334,186.745,174.77666666666664,193.69,200.8225,203.56750000000002,201.84,201.4225,202.49,198.78250000000003,195.67,190.57,189.35499999999996,190.54666666666665,187.48333333333335,185.10666666666665,178.49333333333334,172.865,214.1,206.96,218.92,217.875,215.6,202.16,217.94,204.44,211.48,221.48,258.98,253.31,,219.93,231.575,218.345,209.715,213.43,202.53,237.99,214.02,224.28,209.91,204.62,229.775,206.25,204.02,209.74,222.225,,206.44,,247.56,246.59500000000003,270.36,,,211.14,204.08,,199.82,204.38,200.60500000000002,202.565,213.26,219.595,211.95,200.33999999999997,209.01999999999998,202.42,245.11,236.95,233.66,202.6,231.97,,224.69,272.68,314.365,280.2,174.13,,,,181.75,184.83,203.235,180.26,204.84,208.195,220.43,210.21,198.94,191.99,250.03499999999997,198.94,200.99,207.31,216.13,202.18,202.94,202.5,199.10500000000002,186.23,190.19,197.69,212.015,209.485,197.445,216.815,189.01,213.1,192.76,183.93,191.19,181.26,297.46,235.89,201.9,245.16,246.69,196.25,,270.51,257.21,244.48,,242.71,243.17,195.88,201.505,264.4,196.09,233.39,178.47,,,264.66,,,213.2,,209.59,261.57,207.48000000000002,203.635,194.48,257.6,270.84,225.70499999999998,262.04,,,,,,,299.49,,200.32,217.36,207.07,246.67,284.0,259.855,268.75,288.83000000000004,279.66,266.01,,,
2014-04-30 22:05:22+00:00,,,361.1,215.2425,189.586,176.39,193.91400000000002,200.774,203.53000000000003,201.94,201.844,202.53000000000003,198.94,195.492,190.82999999999998,190.02799999999996,190.4075,187.3075,184.89499999999998,178.695,172.14,214.1,206.96,218.92,217.875,215.6,202.16,217.94,204.44,211.48,221.48,258.98,253.31,,219.93,231.575,218.345,209.715,213.43,202.53,237.99,214.02,224.28,209.91,204.62,229.775,206.25,204.02,209.74,222.225,,206.44,,247.56,246.59500000000003,270.36,,,211.14,204.08,,199.82,204.38,200.60500000000002,202.565,213.26,219.595,211.95,200.33999999999997,209.01999999999998,202.42,245.11,236.95,233.66,202.6,231.97,,224.69,272.68,314.365,280.2,174.13,,,,181.75,184.83,203.235,180.26,204.84,208.195,220.43,210.21,198.94,191.99,250.03499999999997,198.94,200.99,207.31,216.13,202.18,202.94,202.5,199.10500000000002,186.23,190.19,197.69,212.015,209.485,197.445,216.815,189.01,213.1,192.76,183.93,191.19,181.26,297.46,235.89,201.9,245.16,246.69,196.25,,270.51,257.21,244.48,,242.71,243.17,195.88,201.505,264.4,196.09,233.39,178.47,,,264.66,,,213.2,,209.59,261.57,207.48000000000002,203.635,194.48,257.6,270.84,225.70499999999998,262.04,,,,,,,299.49,,200.32,217.36,207.07,246.67,284.0,259.855,268.75,288.83000000000004,279.66,266.01,,,
2014-06-17 22:05:20+00:00,,,361.1,215.2425,189.586,176.39,193.91400000000002,200.774,203.53000000000003,201.94,201.844,202.53000000000003,198.94,195.492,190.82999999999998,190.02799999999996,198.07,187.3075,192.76799999999997,186.42000000000002,182.305,208.39499999999998,210.03500000000003,209.43,212.3166666666667,207.05,203.04333333333332,205.535,203.55,205.26,216.56,243.21,243.23000000000002,212.72,223.56333333333336,227.64,227.36333333333334,209.16,214.875,207.775,234.49666666666667,217.51,228.67000000000002,209.91,204.62,229.775,206.25,204.02,209.74,222.225,,206.44,201.26,247.56,246.59500000000003,270.36,,,211.14,204.08,,199.82,204.38,200.60500000000002,202.565,213.26,219.595,211.95,198.16333333333333,202.48000000000002,197.445,245.11,212.78,233.66,199.04,213.70999999999998,176.3,224.69,272.68,314.365,280.2,174.13,,,,181.75,184.83,203.235,179.245,196.5,200.94666666666663,202.325,196.66000000000003,193.70999999999998,191.835,231.38666666666666,198.615,202.005,203.36,206.8166666666667,197.95499999999998,201.64666666666668,199.39499999999998,196.42333333333332,192.21499999999997,195.44,193.8,205.67333333333332,203.16666666666666,195.50333333333333,209.88333333333333,195.225,206.16333333333333,196.385,181.10000000000002,187.35,182.635,297.46,211.035,192.43,245.16,246.69,196.25,,270.51,257.21,244.48,,242.71,217.19,194.26666666666665,194.71666666666667,218.14,196.09,233.39,178.47,,,264.66,,,213.2,,202.21,261.57,206.04,201.67,191.61,220.36,270.84,225.70499999999998,262.04,,,,,,,299.49,,200.32,217.36,207.07,246.67,284.0,259.855,268.75,288.83000000000004,279.66,266.01,,,
2014-08-04 22:05:38+00:00,,,361.1,218.98250000000002,186.11999999999998,176.50666666666666,192.98999999999998,200.116,202.126,200.888,200.482,201.73000000000002,197.808,194.06,189.124,188.10399999999998,199.675,187.08333333333334,194.33749999999998,188.22,185.63333333333335,208.39499999999998,210.03500000000003,209.43,212.3166666666667,207.05,203.04333333333332,205.535,203.55,205.26,216.56,243.21,243.23000000000002,212.72,223.56333333333336,227.64,227.36333333333334,209.16,214.875,207.775,234.49666666666667,217.51,228.67000000000002,209.91,204.62,229.775,206.25,204.02,209.74,222.225,,206.44,201.26,247.56,246.59500000000003,270.36,,,211.14,204.08,,199.82,204.38,200.60500000000002,202.565,213.26,219.595,211.95,198.16333333333333,202.48000000000002,197.445,245.11,212.78,233.66,199.04,213.70999999999998,176.3,224.69,272.68,314.365,280.2,174.13,,,,181.75,184.83,203.235,179.245,196.5,200.94666666666663,202.325,196.66000000000003,193.70999999999998,191.835,231.38666666666666,198.615,202.005,203.36,206.8166666666667,197.95499999999998,201.64666666666668,199.39499999999998,196.42333333333332,192.21499999999997,195.44,193.8,205.67333333333332,203.16666666666666,195.50333333333333,209.88333333333333,195.225,206.16333333333333,196.385,181.10000000000002,187.35,182.635,297.46,211.035,192.43,245.16,246.69,196.25,,270.51,257.21,244.48,,242.71,217.19,194.26666666666665,194.71666666666667,218.14,196.09,233.39,178.47,,,264.66,,,213.2,,202.21,261.57,206.04,201.67,191.61,220.36,270.84,225.70499999999998,262.04,,,,,,,299.49,,200.32,217.36,207.07,246.67,284.0,259.855,268.75,288.83000000000004,279.66,266.01,,,
2014-10-07 22:05:49+00:00,,,,230.36666666666667,190.4625,178.13666666666666,193.825,200.9325,203.52999999999997,201.4675,201.57,202.6225,198.92,195.16,191.22,191.49499999999998,201.4375,188.8066666666667,195.2575,189.35500000000002,182.4925,202.69,213.11,199.94,201.2,198.5,204.81,193.13,202.66,199.04,211.64,227.44,233.15,212.72,230.83,219.77,245.4,208.05,216.32,213.02,227.51,221.0,233.06,,,,,,,,,,201.26,,,,,,,,,,,,,,,,193.81,189.4,192.47,,188.61,,195.48,195.45,176.3,,,,,,,,,,,,178.23,188.16,186.45,184.22,183.11,188.48,191.68,194.09,198.29,203.02,199.41,188.19,193.73,199.06,196.29,191.06,198.2,200.69,189.91,192.99,190.53,191.62,196.02,201.44,192.29,200.01,178.27,183.51,184.01,,186.18,182.96,,,,,,,,,,191.21,191.04,181.14,171.88,,,,,,,,,,,194.83,,203.16,197.74,188.74,183.12,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:05:52+00:00,,,,246.34333333333333,207.1966666666667,175.38,210.40666666666664,213.94666666666663,217.57666666666668,214.94999999999996,214.08,215.4333333333333,212.25,211.4,203.57333333333335,205.34333333333333,221.92,189.65,211.8066666666667,204.70000000000002,198.7266666666667,206.345,207.05,204.29,201.58499999999998,197.95,199.01,194.97,202.435,200.07999999999998,212.40499999999997,227.34,228.685,211.39,220.43,214.02,224.70499999999998,198.09,202.755,211.055,213.44,216.14,221.445,210.26,202.25,,197.04,194.3,193.1,190.78,197.68,192.43,194.82999999999998,,194.1,192.16,200.44,196.81,200.56,198.59,191.65,189.78,169.74,,183.39,205.83,,193.2,196.64,186.17000000000002,197.39499999999998,,187.07,,189.855,185.58499999999998,182.375,198.87,184.95,189.16,174.41,178.79,,,,,182.08,183.03,186.77499999999998,190.36,189.17,187.775,186.155,190.13,192.22,195.63000000000002,198.255,203.245,203.925,192.20999999999998,192.76,196.55,193.08999999999997,193.12,193.64,196.09,198.87,196.125,192.525,192.57,195.63,197.995,192.73,194.415,178.685,190.655,190.815,,186.18,182.96,,,,,,,,,,191.21,191.04,181.14,171.88,,,,,,,,,,,187.15,,197.14999999999998,194.595,186.075,183.12,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:12:00+00:00,,,,243.3075,207.29500000000002,194.82999999999998,211.6275,216.14,217.7475,216.54999999999998,213.4525,214.1775,210.5975,211.0775,200.7825,209.4675,219.81,207.815,208.1125,202.9,197.4925,197.28,198.35,196.67666666666665,192.01666666666665,197.95,199.01,194.97,194.04,195.03,205.1833333333333,217.67666666666665,216.0233333333333,202.4,207.67999999999998,214.02,224.70499999999998,198.09,202.755,211.055,213.44,216.14,221.445,210.26,202.25,,197.04,194.3,193.1,190.78,197.68,192.43,194.82999999999998,,194.1,192.16,200.44,196.81,200.56,198.59,191.65,189.78,169.74,,183.39,205.83,,193.2,196.64,186.17000000000002,197.39499999999998,,187.07,,189.855,185.58499999999998,182.375,198.87,184.95,189.16,174.41,178.79,,,,,182.08,183.03,186.77499999999998,190.36,189.17,187.775,186.155,190.13,192.22,195.63000000000002,198.255,203.245,203.925,192.20999999999998,192.76,196.55,193.08999999999997,193.12,193.64,196.09,198.87,196.125,192.525,192.57,195.63,197.995,192.73,197.85333333333332,178.685,190.655,190.815,259.15,188.875,182.96,193.67,,193.16,,,,,,,191.21,191.04,181.14,171.88,,,,,,,,,,,187.15,,197.14999999999998,194.595,186.075,183.12,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:24+00:00,,,,240.125,212.39,194.82999999999998,213.635,216.6875,219.5325,217.435,215.005,215.55,212.35,212.6725,204.545,212.52749999999997,210.7625,207.815,198.3975,193.45749999999998,187.39,194.57500000000002,190.96999999999997,195.045,187.42499999999998,197.4,193.21,196.81,189.73000000000002,193.02500000000003,201.95499999999998,212.795,207.45999999999998,197.24,196.10499999999996,208.27,204.01,188.13,189.19,209.09,199.37,211.28,209.83,210.26,202.25,,197.04,194.3,193.1,190.78,197.68,192.43,188.4,,194.1,192.16,200.44,196.81,200.56,198.59,191.65,189.78,169.74,,183.39,205.83,,193.2,199.47,182.94,202.32,,185.53,,184.23,175.72,188.45,198.87,184.95,189.16,174.41,178.79,,,,,182.08,183.03,195.32,192.56,191.89,191.33,189.2,191.78,192.76,197.17,198.22,203.47,208.44,196.23,191.79,194.04,189.89,195.18,189.08,191.49,207.83,199.26,194.52,193.52,195.24,194.55,193.17,196.77499999999998,179.1,197.8,197.62,259.15,191.57,,193.67,,193.16,,,,,,,,,,,,,,,,,,,,,179.47,,191.14,191.45,183.41,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24 22:11:08+00:00,,,,240.99,217.16333333333333,214.28,219.88666666666666,221.89666666666668,224.23666666666668,222.95000000000002,219.60666666666665,220.04333333333338,216.35666666666668,217.7266666666667,207.08666666666667,217.47,215.96666666666667,229.91,202.51999999999998,197.96333333333334,192.16333333333333,194.57500000000002,190.96999999999997,195.045,211.77999999999997,231.84500000000003,193.21,196.81,189.73000000000002,193.02500000000003,201.95499999999998,227.12666666666667,207.45999999999998,206.9033333333333,206.88,209.835,211.605,203.76999999999998,201.35500000000002,209.09,199.37,212.25,242.53,210.26,228.22,261.99,197.04,194.3,193.1,190.78,197.68,192.85500000000002,188.4,,194.1,195.58499999999998,204.755,198.435,199.88,198.59,191.65,189.78,169.74,,183.39,205.83,,193.2,199.47,182.94,202.32,,203.715,234.68,184.23,175.72,188.45,198.87,185.3,186.1,175.45499999999998,205.86,,241.62,232.71,185.82,184.305,186.005,207.45999999999998,192.56,220.67,191.33,189.2,191.78,192.76,197.17,198.22,203.47,208.44,202.515,191.79,194.04,189.89,195.18,189.08,191.49,207.83,199.26,194.52,193.52,195.24,216.72,193.17,196.77499999999998,179.1,208.175,200.675,221.96499999999997,185.485,234.55,189.88,,211.79500000000002,,286.01,242.71,232.62,228.98,,199.1,,,,,,,,,,,,,,187.135,,195.97,192.52499999999998,187.02499999999998,212.02,203.01,181.58,181.27,,,325.96,316.65,283.3,312.02,276.43,314.26,,,,,,,,,,,,,
