dates,satname,nzd0179-0000,nzd0179-0002,nzd0179-0003,nzd0179-0004,nzd0179-0005,nzd0179-0006,nzd0179-0007,nzd0179-0014,nzd0179-0015,nzd0179-0016,nzd0179-0017,nzd0179-0018,nzd0179-0019,nzd0179-0001,nzd0179-0008,nzd0179-0020,nzd0179-0021,nzd0179-0022,nzd0179-0023,nzd0179-0024,nzd0179-0025,nzd0179-0026,nzd0179-0027,nzd0179-0028,nzd0179-0029,nzd0179-0009,nzd0179-0010,nzd0179-0011,nzd0179-0012,nzd0179-0013
2005-01-15 21:52:09.437000,L5,324.30,320.50,305.20,305.75,317.42,319.26,318.12,305.24,309.56,309.66,311.80,308.69,306.36,321.69,318.32,307.23,313.41,301.15,303.06,309.73,312.02,317.22,317.23,323.04,326.28,323.44,323.24,311.88,307.44,304.77
2005-02-16 21:52:37.927000,L5,,,,,,,,,,,,281.31,277.14,,,284.75,287.37,280.73,284.70,285.85,296.62,303.44,299.26,345.68,362.11,,,,,
2005-04-21 21:52:46.920000,L5,,,,,,,,,,,,,,,,,,278.54,275.25,284.48,294.13,293.39,292.45,301.90,308.42,,,,,
2005-04-21 21:53:10.893000,L5,,,,,,,,,,,,,,,,,,277.23,273.74,284.03,292.46,292.49,289.59,299.67,307.56,,,,,
2005-05-07 21:52:53.005000,L5,121.08,101.11,,,,,,,,,,,,74.80,,,,,,,,,,,,,,,,
2005-05-23 21:53:00.685000,L5,43.64,35.59,48.27,,29.67,59.46,106.82,,,,,,,17.13,,,,,,,,,,,,,,,,
2005-06-08 21:53:09.034000,L5,,35.76,105.44,50.37,54.53,125.31,87.40,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:53:33.007000,L5,,37.01,105.71,84.65,53.16,126.04,88.70,,,,,,,74.33,,,,,,,,,,,,,,,,
2005-10-30 21:53:39.558000,L5,,266.11,273.21,282.90,291.41,291.95,288.85,279.79,287.60,289.19,290.76,288.94,278.29,,290.66,287.37,282.27,280.07,276.15,286.38,291.35,289.70,286.23,296.91,302.55,297.00,,,,279.78
2005-10-30 21:54:03.531000,L5,,267.41,274.24,284.13,292.91,292.63,290.70,281.26,288.50,290.56,290.95,290.28,279.39,,290.88,289.23,283.61,281.48,276.81,287.87,292.29,290.46,287.68,298.82,304.32,297.52,,,,281.04
2006-02-19 21:56:15.936000,L5,312.28,313.60,309.99,320.99,327.51,325.85,329.22,308.69,316.56,312.97,314.97,313.25,315.74,308.21,331.29,311.45,315.77,310.81,308.64,311.38,311.16,316.68,314.69,321.58,328.67,328.95,322.25,310.96,312.70,307.84
2006-02-19 21:56:39.909000,L5,312.28,315.84,310.95,322.09,329.60,328.31,330.57,310.88,318.92,313.29,317.21,313.84,317.69,310.40,332.63,311.38,317.99,313.76,310.61,313.98,312.60,318.50,315.99,322.51,330.30,331.06,324.41,312.52,312.99,309.99
2006-04-08 21:57:12.628000,L5,,,,,,,,,,,,279.80,276.25,,,277.77,285.76,274.63,278.95,285.43,292.55,287.45,282.25,294.96,302.10,,,,,
2006-04-08 21:57:36.601000,L5,,,,,,,,,,,,280.10,276.56,,,277.99,285.25,274.99,278.25,285.70,292.46,287.91,282.45,295.25,303.03,,,,,
2006-06-27 21:58:24.681000,L5,59.08,51.81,71.92,217.96,46.50,51.41,97.93,,,,,,,147.39,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,,48.35,55.21,214.31,210.08,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:58:38.362000,L5,42.21,68.71,98.37,,35.99,33.05,159.83,,,,,,,18.30,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,,6.34,71.99,,151.74,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:10.387000,L5,,,,,,,,,,,287.69,290.16,282.24,,,284.94,288.78,284.10,285.81,287.72,294.19,295.71,298.80,308.65,305.46,,,,,
2008-12-25 21:50:34.359000,L5,231.24,,,,,,,,,286.23,291.05,292.73,284.61,,,287.36,291.12,285.74,286.66,290.32,296.08,297.75,300.27,310.23,308.27,,,,,
2009-11-26 21:56:28.873000,L5,,,,,,,,,,,,,,,,,,280.37,283.95,284.22,295.68,290.12,294.95,307.20,311.40,,,,,
2010-12-31 21:55:32.560000,L5,,,,,,,,,,,289.67,290.75,283.22,,,288.55,289.14,286.65,291.06,290.83,299.65,295.40,301.86,314.39,312.50,,,,,
2010-12-31 21:55:56.533000,L5,,,,,,,,,,,,290.24,284.89,,,289.11,290.68,286.99,292.15,292.36,301.08,296.61,301.95,314.38,314.48,,,,,
2011-02-17 21:55:37.006000,L5,235.11,,,,,,,281.90,287.31,289.65,293.98,288.32,288.67,,,288.78,289.64,283.34,289.16,294.35,299.22,294.13,296.39,304.89,314.18,,,,,285.71
2011-02-17 21:56:00.979000,L5,,,,,,,,,,,,,,,,,,275.31,282.81,286.16,292.72,287.91,287.56,296.07,304.83,,,,,
2013-04-11 22:07:51.092000,L8,,,,196.38,212.83,117.33,113.56,,,,288.16,290.72,278.14,,,285.77,288.50,279.54,,,,,,,,,,,,
2013-04-11 22:08:15.067000,L8,,,,195.91,213.27,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:07:59.284000,L8,263.83,282.49,292.33,293.27,301.93,301.93,302.58,293.96,300.87,305.30,303.76,301.22,299.28,281.08,299.63,299.17,298.98,292.31,290.33,295.79,299.88,292.55,295.36,305.60,311.32,306.57,303.27,301.67,291.77,293.38
2013-05-29 22:07:41.466000,L8,,53.23,46.12,44.82,58.36,53.87,82.82,,,,,,,28.03,94.72,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,,164.90,106.05,74.99,152.60,49.69,80.03,,,,,,,110.13,91.22,,,,,,,,,,19.28,,,,,
2013-06-30 22:07:36.163000,L8,,135.88,110.60,,,32.65,68.84,,,,,,,102.55,94.06,,,,,,,,,,,,,,,
2013-06-30 22:08:00.117000,L8,,136.23,110.61,,,32.87,69.07,,,,,,,102.26,94.41,,,,,,,,,,,,,,,
2013-07-16 22:07:36.609000,L8,,61.25,104.35,77.60,125.45,118.92,122.21,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,40.71,64.62,102.02,112.75,43.93,117.91,109.38,,,,,,,8.59,,,,,,,,,,,,,,,,
2013-09-02 22:07:40.639000,L8,,45.90,88.21,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,,45.61,88.49,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20 22:07:26.886000,L8,,,31.63,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,94.51,,,73.66,154.30,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,144.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:33.299000,L8,143.41,,,85.59,152.44,76.29,75.56,,,,,,,,90.45,,,,,,,,,,,,,,,
2014-03-29 22:06:15.961000,L8,,,57.48,93.26,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:05:22.578000,L8,,,,196.11,154.18,120.60,125.40,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:05:46.536000,L8,,,,196.84,121.00,119.67,123.98,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:05:09.831000,L8,,37.48,107.42,39.47,125.38,120.17,123.97,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:05:38.545000,L8,,41.61,100.66,45.28,19.51,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:05:42.763000,L8,69.36,155.92,61.74,194.04,114.77,118.35,115.14,,,,,,,106.74,,,,,,,,,,,,,,,,
2014-08-20 22:06:06.726000,L8,90.13,156.16,61.44,194.38,59.51,118.35,114.78,,,,,,,88.59,,,,,,,,,,,,,,,,
2014-10-07 22:05:49.968000,L8,,97.56,,,,,,283.91,290.13,291.48,293.07,299.05,288.66,152.73,315.18,287.21,,,,,,,,,,309.48,296.42,287.18,283.37,278.75
2014-11-08 22:05:52.173000,L8,,,58.80,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:24.487000,L8,246.82,271.20,275.28,283.09,292.37,292.46,292.66,287.23,290.29,296.33,296.69,298.06,294.46,,293.54,291.40,295.40,283.57,282.41,289.13,,,,,,298.93,297.32,292.21,287.64,283.78
2015-02-28 22:05:48.437000,L8,247.72,271.55,276.02,283.21,292.46,292.47,292.89,287.27,289.92,296.10,296.01,297.64,294.17,,293.48,289.95,294.89,283.18,281.86,288.78,,,,,,299.14,297.32,292.46,287.40,283.51
2015-03-16 22:05:13.611000,L8,251.02,275.61,282.06,289.92,296.53,298.36,292.90,289.33,297.90,297.81,304.75,303.89,298.02,268.57,297.44,299.85,299.13,289.98,287.73,292.44,,,,,,303.80,299.24,290.50,288.96,286.97
2015-05-19 22:04:40.718000,L8,,,,,49.25,57.62,82.37,,,,,,,,96.22,,,,,,,,,,,,,,,
2015-05-19 22:05:04.672000,L8,,185.69,,,21.11,56.64,81.28,,,,,,,112.28,95.40,,,,,,,,,,,,,,,
2015-06-04 22:04:48.656000,L8,81.15,52.84,,,,33.52,81.13,,,,,,,26.34,90.22,,,,,,,,,,,,,,,
2015-06-04 22:05:12.611000,L8,,43.35,107.06,172.97,167.42,119.12,113.87,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:05:13.606000,L8,149.66,115.70,,,,,,,,,,,,49.59,,,,,,,,,,,,,,,,
2015-07-22 22:05:37.569000,L8,73.48,58.32,113.53,173.93,167.08,33.30,87.39,,,,,,,,92.82,,,,,,,,,,,,,,,
2015-08-23 22:05:24.610000,L8,79.52,56.80,107.11,42.42,124.66,119.23,116.39,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:05:48.569000,L8,,55.23,106.14,38.50,124.08,118.60,115.52,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:05:43.801000,L8,,,14.96,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:06:07.756000,L8,340.42,313.01,314.43,317.96,318.88,328.00,317.79,304.48,315.24,312.86,314.75,313.73,305.82,310.80,326.03,305.65,307.08,298.06,297.55,302.36,306.02,312.69,335.74,,,323.14,322.24,316.14,309.60,309.79
2015-12-13 22:05:45.605000,L8,271.28,286.44,294.22,295.40,304.87,303.20,306.26,294.81,301.46,306.35,303.54,303.83,300.73,282.62,304.64,297.77,299.56,290.79,287.82,294.69,299.38,296.13,298.37,297.17,311.28,311.08,306.60,302.81,296.01,294.06
2016-03-02 22:05:31.567000,L8,61.87,,,,,107.43,,,,,,,,139.92,,,,,,,,,,,,,,,,
2016-03-02 22:05:55.525000,L8,67.24,,,,,,,,,,,,,131.28,,,,,,,,,,,,,,,,
2016-04-03 22:05:16.685000,L8,35.10,,,,,,,,,,,,,148.51,,,,,,,,,,,,,,,,
2016-04-19 22:05:11.034000,L8,,,,83.94,127.85,119.29,118.21,,,,,,,,172.23,,,,,,,,,,,,,,,
2016-05-21 22:05:14.459000,L8,,,109.34,53.15,125.75,119.03,83.29,,,,,,,,94.78,,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,,,3.85,51.02,199.88,116.70,112.08,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:06:01.938000,L8,,,79.61,149.98,155.96,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:05:51.530000,L8,,,,211.75,127.98,65.82,121.93,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,,,,211.74,165.56,119.10,122.14,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:05:57.250000,L8,,,146.87,83.77,119.28,113.91,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,,,34.87,31.70,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28 22:05:59.220000,L8,,,,,,,,,283.52,286.05,289.98,290.03,282.35,,,281.61,281.45,,,,,,,,,,,,,
2017-01-16 22:05:47.126000,L8,305.90,318.88,319.83,313.95,340.30,326.02,340.98,308.24,306.20,312.67,313.63,309.75,304.68,323.51,324.80,306.37,306.70,298.43,299.03,297.01,304.27,304.42,305.16,314.10,306.96,332.47,319.43,316.54,312.28,306.98
2017-01-16 22:06:11.085000,L8,304.88,317.74,319.32,314.47,338.99,326.63,334.46,306.31,305.80,312.42,311.04,308.88,303.60,318.83,324.57,305.47,305.31,297.09,298.30,295.85,303.60,302.93,302.86,312.55,305.33,327.18,318.92,315.52,312.08,305.27
2017-02-01 22:05:40.248000,L8,,,110.51,90.93,164.67,95.12,153.39,,,,,,,,,,,,,,,,,,14.91,,,,,
2017-03-05 22:05:27.019000,L8,,,,148.08,162.96,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:05:50.977000,L8,,,,204.30,163.45,117.31,119.47,,,,284.45,285.89,276.66,,,274.04,278.10,274.37,,,,,,,,,,,,
2017-04-06 22:05:10.007000,L8,,,78.97,86.90,124.21,117.02,115.48,,,,,,,,91.35,,,,,,,,,,,,,,,
2017-04-06 22:05:33.966000,L8,31.26,39.84,,,,,,,,,,,,54.58,,,,,,,,,,,,,,,,
2017-05-24 22:05:10.453000,L8,152.35,6.42,,78.50,50.72,38.10,,,,,,,,111.19,,,,,,,,,,,,,,,,
2017-05-24 22:05:34.407000,L8,,40.07,57.23,80.48,151.20,118.15,80.63,,,,,,,48.03,89.96,,,,,,,,,,,,,,,
2017-06-09 22:05:42.375000,L8,237.28,,,,,288.15,292.31,283.27,279.62,,,,,265.22,294.24,,,,,,,,,,,296.68,297.07,288.00,284.85,282.00
2017-06-25 22:05:23.687000,L8,,46.65,110.52,54.42,127.76,116.89,119.11,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:05:47.638000,L8,,45.14,108.54,53.96,127.03,116.07,117.66,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11 22:05:26.464000,L8,,56.77,111.57,151.88,164.12,116.30,116.52,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11 22:05:50.423000,L8,,,,,165.61,116.64,118.69,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12 22:06:04.307000,L8,,152.52,84.83,46.71,,,,283.41,290.65,292.65,291.06,294.45,289.26,106.25,,298.48,330.74,,,,,,,,,,,,,275.24
2017-08-28 22:05:44.051000,L8,,189.19,104.69,123.41,127.74,116.00,112.13,,,,,,,145.23,,,,,,,,,,,,,,,,
2017-08-28 22:06:08.010000,L8,,187.68,107.86,156.51,164.29,118.01,114.02,,,,,,,149.66,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,241.61,274.89,279.29,284.88,293.63,293.95,295.20,289.88,295.71,298.23,301.03,300.33,294.29,268.26,296.18,294.85,295.84,282.82,282.16,291.36,299.71,297.99,305.64,303.60,305.86,297.52,294.59,292.09,290.82,284.33
2017-12-02 22:05:46.939000,L8,,,,,,,113.55,,,,,,,,103.30,,,,,,,,,,,,,,,
2017-12-02 22:06:10.894000,L8,,,,,,,115.43,,,,,,,,132.60,,,,,,,,,,,,,,,
2018-03-08 22:05:15.942000,L8,,,103.63,39.30,,40.45,117.48,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08 22:05:39.901000,L8,,,0.55,3.51,,117.71,149.77,,,,,,,,91.36,,,,,,,,,,,,,,,
2018-04-25 22:04:50.953000,L8,,,102.23,36.07,,99.09,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:05:14.903000,L8,,,,84.82,164.19,96.58,126.08,,,,,,,,163.90,,,,,,,,,,,,,,,
2018-05-27 22:04:28.824000,L8,149.73,130.30,,113.52,158.75,112.13,,,,,,,,91.11,,,,,,,,,,,,,,,,
2018-06-28 22:04:40.307000,L8,,187.44,109.64,54.46,128.50,111.51,114.53,,,,,,,109.20,,,,,,,,,,,,,,,,
2018-06-28 22:05:04.262000,L8,,58.19,115.98,150.19,157.68,117.26,84.93,,,,,,,,92.01,,,,,,,,,,,,,,,
2018-08-31 22:05:11.322000,L8,,54.28,106.28,53.94,,112.49,115.76,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:35.273000,L8,,68.03,112.32,203.00,171.39,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:05:23.291000,L8,,37.30,95.15,52.60,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:05:47.245000,L8,,36.45,95.03,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:05:29.751000,L8,,38.90,98.59,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:05:53.709000,L8,,36.42,98.09,40.79,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:05:33.462000,L8,,170.00,33.43,,,,,,,,,,,86.71,,,,,,,,,,,,,,,,
2018-11-03 22:05:57.421000,L8,,40.06,11.19,,,,,,,,,,,113.11,,,,,,,,,,,,,,,,
2018-11-19 22:05:34.273000,L8,86.61,134.65,,,,,,,,,,,,84.20,,,,,,,,,,,,,,,,
2019-01-06 22:05:29.894000,L8,,,,,,,,282.51,283.06,289.99,295.29,291.36,286.53,,,283.22,281.26,277.25,,,,,,,,,,,,
2019-01-06 22:05:53.844000,L8,236.24,,,,,,,282.85,283.65,290.72,296.05,291.87,287.32,260.26,,285.14,282.21,277.36,,,,,,,,,,,,
2019-01-22 22:05:26.296000,L8,318.77,312.69,308.85,310.34,320.85,322.34,314.51,304.46,306.60,308.57,312.16,309.83,304.23,311.98,319.84,304.81,304.50,295.34,297.96,294.58,305.45,305.65,307.78,296.44,304.29,317.52,315.96,308.36,307.18,302.63
2019-01-22 22:05:50.255000,L8,319.01,312.80,308.74,311.10,317.87,322.40,314.80,303.54,306.01,307.33,311.23,309.33,303.52,311.37,319.69,304.01,303.83,294.42,296.63,293.89,304.96,304.82,306.59,295.96,303.34,315.49,315.28,307.83,306.80,302.49
2019-03-11 22:05:38.980000,L8,367.20,286.47,286.86,295.54,298.02,300.30,298.12,287.87,292.82,294.85,300.53,298.27,290.14,282.03,299.63,296.31,296.44,284.84,277.09,281.92,297.89,287.23,297.12,288.15,296.86,301.80,303.32,290.96,292.63,283.79
