dates,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032,nzd0252-0021,nzd0252-0022,nzd0252-0020,satname
2017-12-02 22:06:34+00:00,299.21,303.98,317.34,331.095,331.96500000000003,323.67999999999995,322.58000000000004,299.89,307.635,288.02,281.61,295.1,299.795,303.26,321.66,316.75,287.18,293.29,280.28,262.79,272.86,309.78,,324.21,329.59,319.9,314.66,300.83,308.91,319.85,214.33,204.41,,L8
2018-03-08 22:06:03+00:00,299.21,303.98,314.98,324.24,325.58,315.58666666666664,313.5366666666667,297.36,298.87666666666667,283.77,277.08000000000004,291.53,294.3066666666667,290.135,294.135,294.89,270.045,279.44,275.41999999999996,255.65500000000003,263.505,295.29999999999995,,324.21,323.9,288.9,281.92,300.83,308.91,319.85,206.135,197.91,,L8
2018-03-24 22:05:56+00:00,286.08,292.84000000000003,304.50333333333333,318.34,317.1875,306.4225,304.7825,287.74666666666667,298.87666666666667,283.77,277.08000000000004,291.53,294.3066666666667,290.135,294.135,294.89,270.045,279.44,275.41999999999996,255.65500000000003,263.505,295.29999999999995,,324.21,323.9,288.9,281.92,300.83,308.91,319.85,206.135,197.91,,L8
2018-11-19 22:06:22+00:00,255.85,274.72,283.98,287.64,287.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-12-21 22:06:18+00:00,255.85,273.77,289.675,301.49,290.445,279.86,291.81,273.17,254.66,265.03,244.77,,,,,,,,,,,,,,,,,,,,,,,L8
2019-02-07 22:06:11+00:00,249.11,268.3333333333333,284.99666666666667,301.1066666666666,288.32666666666665,285.245,283.245,270.65999999999997,254.66,265.03,244.77,,,,,,,,,,,,,,,,,,,,,,,L8
2020-01-25 22:06:33+00:00,255.92,276.09,285.58,300.22,294.58,288.0,289.72,285.74,256.43,258.8,244.98,,,,,,,,,,,270.34,315.95,310.98,297.7,254.69,,,,,,,,L8
2022-02-23 22:06:32+00:00,,300.91,,,,,,,279.36,283.4,,,,,270.59,273.91,,265.89,273.73,251.06,263.07,286.09,327.66,325.14,315.92,294.29,286.22,288.63,306.11,295.53,249.61,195.15,,L9
2022-03-27 22:06:22+00:00,,300.91,,,,,299.88,,279.36,283.4,267.14,280.81,,,264.66999999999996,273.91,239.82,262.775,271.315,247.96,261.09000000000003,282.74,327.66,324.82,314.51,294.29,286.22,288.63,306.11,295.53,247.38,191.805,231.97,L9
2022-08-10 22:06:56+00:00,,296.35,253.57,,,,299.88,,279.36,283.4,267.14,280.81,,,264.66999999999996,273.91,239.82,262.775,271.315,247.96,261.09000000000003,282.74,327.66,324.82,314.51,294.29,286.22,288.63,306.11,295.53,247.38,191.805,231.97,L8
2023-03-30 22:06:23+00:00,289.39,289.99,296.99,310.06,290.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2023-04-07 22:06:04+00:00,284.695,278.25,286.94,310.06,290.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2023-07-28 22:06:14+00:00,288.17,274.1166666666667,286.94,310.06,290.5,,284.44,258.04,247.88,269.76,247.41,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L8
2023-08-29 22:06:26+00:00,290.305,280.7225,272.8,310.06,290.5,,284.44,258.04,247.88,269.76,247.41,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L8
2023-10-08 22:06:34+00:00,289.0133333333333,281.8566666666667,263.585,289.98,290.26,276.46,279.755,261.37,250.26,262.065,245.87,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L9
2023-11-09 22:06:36+00:00,286.005,278.9275,270.9533333333333,289.225,288.995,274.105,277.2833333333333,262.48,250.52999999999997,260.03000000000003,244.4,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L9
2023-11-25 22:06:44+00:00,281.272,276.356,273.94,288.9566666666667,288.58666666666664,274.105,277.2833333333333,262.48,250.52999999999997,260.03000000000003,244.4,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L9
2024-01-12 22:06:42+00:00,277.31,272.885,273.196,288.32000000000005,286.895,274.105,277.2833333333333,262.48,250.52999999999997,260.03000000000003,244.4,,,,,,,,,,253.94,277.56,,,,,,,,,,,,L9
2024-11-27 22:06:42+00:00,294.81,,308.48,311.67,307.09,293.68,296.64,284.07,276.27,274.73,,312.97,271.4,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,284.55,326.36,321.36,309.39,288.93,285.57,287.3,304.43,303.43,,,,L9
2025-01-06 22:06:30+00:00,277.34000000000003,265.04,296.1,302.75,296.83,293.68,296.64,284.07,276.27,274.73,,312.97,271.4,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,284.55,326.36,321.36,309.39,288.93,285.57,287.3,304.43,303.43,,,,L8
2025-04-04 22:06:15+00:00,275.29333333333335,266.85,288.80333333333334,301.6133333333333,295.4733333333333,287.055,288.265,284.07,276.27,274.73,,312.97,271.4,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,284.55,326.36,321.36,309.39,288.93,285.57,287.3,304.43,303.43,,,,L9
2025-04-12 22:06:00+00:00,281.85249999999996,278.37000000000006,294.31,301.6133333333333,295.4733333333333,287.055,288.265,284.07,276.27,274.73,,312.97,271.4,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,284.55,326.36,321.36,309.39,288.93,285.57,287.3,304.43,303.43,,,,L8
2025-04-28 22:05:51+00:00,283.61199999999997,280.6225,295.23,305.23249999999996,295.4733333333333,287.055,288.265,284.07,276.27,274.73,,312.97,271.4,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,295.82500000000005,323.84000000000003,321.37,317.055,288.93,285.57,287.3,304.43,303.43,,,,L8
2025-08-10 22:06:28+00:00,289.6825,289.26750000000004,294.65000000000003,307.7149999999999,292.76,280.43,279.89,,,,,,,,,,,,,,,307.1,323.53499999999997,319.565,324.72,,,,,,,,,L9
2025-08-26 22:06:33+00:00,291.94399999999996,293.446,294.65000000000003,307.7149999999999,292.76,278.56,279.89,312.83,,,,,267.91,260.28,,,,,,,,307.1,323.53499999999997,319.565,324.72,,,,,,,,,L9
2025-09-19 22:06:39+00:00,295.2733333333333,296.0316666666667,290.0825,307.7149999999999,292.76,278.56,279.89,312.83,,,,,267.91,260.28,,,,,,,,307.1,323.53499999999997,319.565,324.72,,,,,,,,,L8
2025-11-06 22:06:43+00:00,302.75333333333333,306.24666666666667,277.845,289.09,295.83,276.69,,312.83,,,,,267.91,260.28,,,,,,,,,325.75,317.75,,,,,,,,,,L8
