dates,satname,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032,nzd0252-0021,nzd0252-0022,nzd0252-0020
2017-11-16 22:06:40.336000,L8,324.97,335.90,336.48,344.25,345.69,338.65,337.62,336.67,325.13,341.04,334.61,323.01,309.24,357.66,370.38,329.02,315.63,298.98,303.37,313.66,329.50,323.49,331.72,338.44,366.76,333.52,323.22,377.16,331.43,353.74,311.53,315.28,321.72
2017-12-02 22:06:34.857000,L8,299.21,303.98,317.34,317.94,318.24,308.71,307.54,299.89,290.14,288.02,281.61,295.10,290.35,303.26,321.66,316.75,287.18,293.29,280.28,262.79,272.86,309.78,325.72,324.21,329.59,319.90,314.66,300.83,308.91,319.85,214.33,204.41,
2018-03-08 22:06:03.851000,L8,350.13,345.98,312.62,310.53,312.81,299.40,295.45,294.83,281.36,279.52,272.55,287.96,283.33,277.01,266.61,273.03,252.91,265.59,270.56,248.52,254.15,280.82,325.19,323.59,318.21,257.90,249.18,364.65,362.95,366.24,197.94,191.41,
2018-03-24 22:05:56.183000,L8,272.95,281.70,283.55,300.64,292.01,278.93,278.52,268.52,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19 22:06:22.186000,L8,255.85,274.72,283.98,287.64,287.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:06:18.644000,L8,297.00,272.82,295.37,315.34,292.93,279.86,291.81,273.17,254.66,265.03,244.77,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:11.622000,L8,242.37,257.46,275.64,300.34,284.09,290.63,274.68,268.15,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:06:15.849000,L8,299.39,296.93,300.13,,,,,,,,297.60,308.72,306.99,270.12,288.57,281.07,298.04,308.16,314.50,291.49,266.71,306.92,321.27,277.22,364.96,350.46,368.07,338.06,327.16,313.09,189.76,234.08,289.10
2019-11-22 22:06:45.051000,L8,333.89,338.48,364.53,379.96,384.00,373.16,379.25,319.71,,,,,,384.21,360.00,345.22,356.60,350.51,341.91,,,,368.13,381.22,376.41,353.91,349.68,341.14,370.67,,,,
2020-01-25 22:06:33.527000,L8,255.92,276.09,285.58,300.22,294.58,288.00,289.72,285.74,256.43,258.80,244.98,,,,,,,,,,,270.34,315.95,310.98,297.70,254.69,,,,,,,
2022-01-22 22:06:42.172000,L9,304.35,307.01,310.19,314.42,313.03,302.10,297.32,300.29,275.96,274.76,269.16,280.98,266.88,273.37,277.67,273.47,257.68,265.68,268.38,247.49,248.05,281.57,333.91,324.59,313.43,297.42,287.60,290.55,302.67,303.00,198.36,196.98,
2022-01-30 22:06:34.320000,L8,241.87,257.87,277.72,293.99,291.20,275.77,268.13,273.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:06:32.050000,L9,327.89,300.91,364.12,407.89,402.23,385.79,372.58,375.22,279.36,283.40,356.33,360.19,347.55,345.77,270.59,273.91,257.28,265.89,273.73,251.06,263.07,286.09,327.66,325.14,315.92,294.29,286.22,288.63,306.11,295.53,249.61,195.15,235.18
2022-03-27 22:06:22.460000,L9,315.87,319.56,317.89,375.36,382.27,365.20,299.88,345.54,353.44,358.59,267.14,280.81,321.56,335.26,258.75,,239.82,259.66,268.90,244.86,259.11,279.39,325.98,324.50,313.10,,,,,,245.15,188.46,231.97
2022-08-10 22:06:56.211000,L8,292.46,291.79,253.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:06:46.770000,L9,314.48,329.82,328.47,311.99,314.28,306.57,301.07,291.74,283.46,286.90,278.10,288.20,335.77,316.70,311.04,292.66,,,,,,368.67,333.99,324.41,329.21,317.70,291.63,290.26,363.42,330.39,,,
2022-12-24 22:06:50.044000,L9,275.95,262.10,280.79,277.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:42.340000,L8,260.72,264.48,282.47,286.18,287.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:06:23.236000,L9,289.39,289.99,296.99,310.06,290.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 22:06:04.212000,L8,280.00,266.51,276.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 22:06:14.924000,L8,295.12,265.85,267.45,305.76,304.90,285.41,284.44,258.04,247.88,269.76,247.41,347.78,,,,,,,,,253.94,277.56,318.96,314.69,269.03,,258.19,259.65,274.81,267.96,,,
2023-08-29 22:06:26.093000,L8,296.71,300.54,244.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:06:34.267000,L9,275.21,279.18,282.65,289.98,290.26,276.46,275.07,264.70,252.64,254.37,244.33,,,,,,,,,,,,,,,,,,,,,,
2023-11-01 22:06:38.922000,L8,297.45,331.58,340.31,307.98,316.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:06:36.795000,L9,276.98,270.14,285.69,288.47,287.73,271.75,272.34,264.70,251.07,255.96,241.46,,,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:06:44.562000,L9,262.34,266.07,282.90,288.42,287.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 22:06:42.879000,L9,257.50,255.53,270.22,286.41,281.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11 22:06:27.642000,L9,280.87,274.79,289.56,296.74,297.18,283.88,279.11,275.58,263.46,265.66,253.14,261.41,,,,,,,,,,,,,,,,,,,,,
2024-11-27 22:06:42.405000,L9,294.81,308.04,308.48,311.67,307.09,293.68,296.64,284.07,276.27,274.73,317.54,312.97,271.40,266.21,265.05,264.52,244.11,263.19,268.17,239.77,259.84,284.55,326.36,321.36,309.39,288.93,285.57,287.30,304.43,303.43,,,
2024-12-05 22:06:33.321000,L8,308.43,307.27,330.34,322.03,320.15,312.20,323.75,306.97,292.67,290.40,323.88,324.85,339.17,350.51,347.95,282.44,264.62,278.06,284.74,259.00,276.46,351.07,333.81,327.71,318.72,310.26,309.76,,,,190.70,206.97,218.69
2025-01-06 22:06:30.529000,L8,259.87,265.04,283.72,293.83,286.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04 22:06:15.881000,L9,271.20,268.66,274.21,299.34,292.76,280.43,279.89,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:06:00.386000,L8,301.53,301.41,310.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 22:05:51.078000,L8,290.65,287.38,298.91,316.09,,,,,,,,,,,,,,,,,,307.10,321.32,321.38,324.72,,,,,,,,
2025-08-10 22:06:28.221000,L9,295.35,299.62,,,,,,,,,,,,,,,,,,,,261.73,325.75,317.75,,,,,,,,,
2025-08-26 22:06:33.318000,L9,300.99,310.16,317.53,348.23,,276.69,324.47,312.83,328.17,,,317.20,267.91,260.28,,,,,,,334.24,361.19,363.59,350.75,,328.99,337.07,340.04,361.97,355.86,,,
2025-09-19 22:06:39.287000,L8,311.92,308.96,276.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:43.857000,L8,259.07,262.95,279.31,289.09,295.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-14 22:06:48.423000,L9,328.86,337.62,330.99,313.56,311.55,298.09,310.52,280.32,284.28,327.33,284.40,321.66,335.95,300.04,290.08,273.36,251.11,292.81,261.82,251.72,260.19,331.23,316.43,336.41,355.33,344.66,295.84,302.51,324.52,315.55,282.29,241.46,257.71
