dates,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058,satname
2023-08-28 22:11:44+00:00,,,,264.0133333333333,223.7375,266.015,264.596,249.408,339.42,261.9266666666667,259.62833333333333,195.10399999999998,265.935,256.8825,251.64749999999998,254.2783333333333,226.35000000000002,255.55428571428573,214.04285714285714,207.5914285714286,182.98166666666668,181.38,262.3257142857143,222.03625000000002,242.79285714285714,284.93375,294.0875,243.43166666666664,291.935,291.87874999999997,287.0157142857143,279.65,295.835,296.065,300.45000000000005,295.57375,294.05625,295.16125,297.6975,298.875,301.0125,298.18,293.05,294.0,291.745,294.05125,298.24375000000003,297.085,296.095,298.3225,301.29125,296.3375,288.665,285.65749999999997,290.15,288.815,271.13625,271.16375,263.83625,L9
2024-03-15 22:11:37+00:00,,,,,,,,,,,,201.84,257.4,250.59,231.63,242.58,252.46,252.26,210.52,207.13,180.6,182.83,265.26,219.55,243.86,265.66,289.51,240.08,289.87,291.31,281.2,269.63,291.66,292.74,298.37,291.83,292.55,293.51,294.73,297.99,300.23,295.92,290.75,294.32,288.27,,,,,,,,,,,,,,,L8
2024-05-02 22:11:08+00:00,,,,,,262.47,266.69,251.03,,260.21,262.89,238.03500000000003,257.4,250.59,231.63,242.58,252.46,252.26,210.52,207.13,180.6,182.83,267.005,219.55,243.86,276.98,292.32,240.08,292.28499999999997,292.075,286.66999999999996,280.255,294.09000000000003,295.155,300.795,294.52,295.505,295.325,297.68,299.93,301.48,297.71000000000004,294.275,294.53999999999996,292.405,297.25,300.72,297.68,296.42,300.05,304.92,301.18,293.18,291.38,297.15,297.96,289.55,279.33,273.98,L8
2024-05-10 22:11:24+00:00,347.54,,286.54,,,262.47,266.69,251.03,,260.615,260.985,249.58,266.57,255.03000000000003,231.63,242.58,255.74,255.49,210.52,209.59,182.995,186.66000000000003,267.5233333333333,221.47,247.16000000000003,281.1233333333334,292.78,240.08,292.74,292.39,287.17333333333335,282.26,294.75,295.54,301.25333333333333,295.3933333333333,295.39000000000004,295.5566666666667,298.15000000000003,299.9533333333333,301.18666666666667,297.56666666666666,294.16,295.0566666666667,292.19,296.515,299.33500000000004,297.45000000000005,295.18,300.05,302.875,299.67,290.72,287.53499999999997,304.075,292.92499999999995,286.175,277.24,271.21000000000004,L9
2024-05-18 22:10:55+00:00,356.65,,298.20500000000004,,,262.47,266.69,251.03,,259.3733333333333,258.6033333333333,248.06500000000003,266.57,255.03000000000003,231.63,242.58,255.74,255.49,213.425,209.24,182.02666666666664,187.35333333333335,266.005,221.64,248.34666666666666,282.96000000000004,293.105,242.95,292.03499999999997,292.06,287.2625,282.8425,294.5725,294.8075,300.89250000000004,295.3925,294.4825,295.3725,297.525,299.25,300.53000000000003,297.275,292.9575,294.48249999999996,291.5925,295.2133333333333,298.82666666666665,296.74,295.62,298.79333333333335,302.0,298.96333333333337,289.78333333333336,286.74666666666667,301.34666666666664,293.20666666666665,285.39000000000004,276.77666666666664,270.57666666666665,L8
2024-06-11 22:11:06+00:00,356.65,,298.20500000000004,,,262.47,266.69,251.03,,257.5125,257.515,248.06500000000003,266.48333333333335,253.8066666666667,218.35,242.555,255.74,256.17333333333335,214.64666666666668,210.4925,183.075,188.005,265.504,221.89749999999998,245.0225,279.65600000000006,293.094,243.76666666666665,291.754,291.698,286.338,281.918,294.74,294.87399999999997,300.72200000000004,295.474,294.76,295.168,297.614,299.308,300.37600000000003,297.36199999999997,293.06800000000004,294.804,291.756,295.0775,298.89,297.16,295.345,298.7,301.9525,298.4225,289.495,286.2475,298.6475,291.94,284.1925,276.145,269.0475,L9
2024-06-27 22:10:53+00:00,356.65,,298.20500000000004,,,262.47,266.69,251.03,,257.5125,257.515,248.06500000000003,267.885,254.15500000000003,212.89666666666668,245.04333333333332,255.20333333333335,256.0375,215.2425,210.70999999999998,183.6,188.674,264.62166666666667,223.206,245.638,280.565,292.8016666666667,244.71,291.445,291.5783333333333,286.62666666666667,281.1483333333333,294.81333333333333,295.0683333333333,300.37333333333333,295.26666666666665,294.0883333333333,295.045,297.38,298.82666666666665,300.27333333333337,297.20166666666665,292.8,294.5466666666667,292.15000000000003,294.76599999999996,298.488,297.17600000000004,295.054,298.464,301.396,298.056,289.342,286.06399999999996,296.992,291.23999999999995,283.194,275.748,268.286,L9
2024-08-06 22:11:21+00:00,356.65,,298.20500000000004,,,262.47,266.69,251.03,,258.664,257.486,251.2,268.678,257.706,212.89666666666668,252.7225,254.525,256.56,215.946,210.70999999999998,183.6,189.88666666666666,264.11857142857144,226.515,245.638,281.56428571428575,292.8071428571429,245.724,291.19142857142856,291.56714285714287,286.84999999999997,281.51714285714286,294.82142857142856,294.8257142857143,300.3914285714286,295.28285714285715,293.63142857142856,295.07142857142856,297.55,298.60571428571427,300.0,297.03142857142853,292.56142857142856,294.3342857142857,292.4414285714286,294.5216666666667,298.3616666666667,296.925,295.005,298.15000000000003,301.01666666666665,297.535,289.12166666666667,285.93333333333334,295.305,290.6666666666667,282.3283333333333,275.33,267.705,L8
2024-09-23 22:11:42+00:00,365.28000000000003,,298.20500000000004,,,262.47,266.69,251.03,,258.3616666666667,256.9833333333333,262.13,270.448,260.08200000000005,203.53000000000003,260.22249999999997,255.21333333333334,257.198,217.3025,211.605,184.35,191.29799999999997,263.92833333333334,227.908,246.0825,284.215,293.3566666666667,247.13499999999996,291.41999999999996,291.7285714285714,288.03714285714284,283.8071428571428,295.21,295.2114285714286,300.87,295.7557142857143,293.8342857142857,295.47285714285715,298.1528571428571,298.8671428571429,299.9785714285714,297.4485714285714,292.73857142857145,294.3342857142857,292.9714285714286,294.87142857142857,298.28428571428566,296.9114285714286,295.10857142857145,298.17285714285714,301.0457142857143,297.56714285714287,289.34857142857146,285.88714285714286,294.63428571428574,290.50857142857143,282.1457142857143,275.09857142857146,273.93285714285713,L8
2024-11-18 22:11:59+00:00,382.54,,,,,280.85,216.79,306.15,315.29,257.3500000000001,255.36333333333332,260.11499999999995,269.125,260.235,203.53000000000003,260.22249999999997,253.31,256.8175,217.62666666666667,212.91499999999996,185.96,192.41999999999996,261.6033333333333,231.39,241.57500000000002,279.7033333333333,292.41,247.5733333333333,298.124,297.51599999999996,295.462,289.708,299.528,300.816,306.322,301.168,298.452,300.68199999999996,302.284,304.49,304.43199999999996,301.66999999999996,298.672,300.852,299.56600000000003,300.16600000000005,302.952,299.506,300.768,303.92199999999997,305.528,300.854,293.52000000000004,290.27,292.846,292.38800000000003,283.216,277.14,278.052,L9
2024-12-28 22:11:50+00:00,382.54,,,,,280.85,216.79,306.15,315.29,260.06000000000006,255.91999999999996,260.11499999999995,264.91,262.64,227.26,263.9533333333333,255.08,254.61999999999998,213.3,206.79,176.5,184.305,263.775,230.67000000000002,244.83,273.29499999999996,290.43499999999995,246.315,299.6275,299.2875,294.3775,290.64,299.95,301.65999999999997,307.39750000000004,301.99,298.9325,302.2425,302.24,305.975,305.91999999999996,302.60749999999996,299.70000000000005,302.245,300.6275,301.6725,304.3375,299.69,302.5025,305.1625,307.175,301.63750000000005,294.87,291.6275,292.73249999999996,293.65,284.375,277.19,280.58,L8
2025-01-05 22:11:55+00:00,382.54,,,,,280.85,216.79,306.15,315.29,243.28666666666666,255.81333333333336,264.68666666666667,266.0375,262.6825,227.26,260.9925,257.79,254.86499999999998,213.65666666666667,209.57999999999998,177.95999999999998,182.20666666666668,264.1666666666667,227.03666666666666,248.325,271.96666666666664,293.14,246.91666666666666,297.986,297.964,293.38800000000003,288.60600000000005,299.11199999999997,300.822,306.552,300.87600000000003,297.966,301.58000000000004,301.40999999999997,304.904,305.09,301.98999999999995,298.444,300.906,299.77,300.41400000000004,302.78000000000003,297.8,299.946,302.71,304.42400000000004,299.53000000000003,294.46999999999997,289.682,293.294,293.122,283.692,276.7,277.36199999999997,L9
