dates,satname,nzd0362-0004,nzd0362-0005,nzd0362-0055,nzd0362-0056,nzd0362-0075,nzd0362-0076,nzd0362-0077,nzd0362-0078,nzd0362-0079,nzd0362-0007,nzd0362-0008,nzd0362-0043,nzd0362-0044,nzd0362-0045,nzd0362-0068,nzd0362-0069,nzd0362-0070,nzd0362-0071,nzd0362-0072,nzd0362-0073,nzd0362-0074,nzd0362-0080,nzd0362-0081,nzd0362-0082,nzd0362-0083,nzd0362-0084,nzd0362-0085,nzd0362-0086,nzd0362-0087,nzd0362-0088,nzd0362-0009,nzd0362-0010,nzd0362-0089,nzd0362-0090,nzd0362-0091,nzd0362-0092,nzd0362-0093,nzd0362-0050,nzd0362-0051,nzd0362-0052,nzd0362-0053,nzd0362-0013,nzd0362-0014,nzd0362-0030,nzd0362-0031,nzd0362-0032,nzd0362-0033,nzd0362-0034,nzd0362-0060,nzd0362-0061,nzd0362-0062,nzd0362-0063,nzd0362-0064,nzd0362-0065,nzd0362-0066,nzd0362-0067,nzd0362-0011,nzd0362-0017,nzd0362-0018,nzd0362-0023,nzd0362-0024,nzd0362-0057,nzd0362-0058,nzd0362-0015,nzd0362-0046,nzd0362-0047,nzd0362-0012,nzd0362-0016,nzd0362-0094,nzd0362-0095,nzd0362-0096,nzd0362-0097,nzd0362-0098,nzd0362-0099,nzd0362-0020,nzd0362-0021,nzd0362-0022,nzd0362-0025,nzd0362-0035,nzd0362-0026,nzd0362-0028,nzd0362-0029,nzd0362-0036,nzd0362-0037,nzd0362-0038,nzd0362-0054,nzd0362-0059,nzd0362-0104,nzd0362-0105,nzd0362-0106,nzd0362-0100,nzd0362-0101,nzd0362-0102,nzd0362-0103,nzd0362-0107,nzd0362-0108,nzd0362-0109,nzd0362-0110,nzd0362-0111,nzd0362-0112,nzd0362-0113,nzd0362-0114,nzd0362-0116,nzd0362-0117,nzd0362-0118,nzd0362-0115,nzd0362-0119,nzd0362-0120,nzd0362-0121,nzd0362-0129,nzd0362-0130,nzd0362-0131
2000-05-01 21:59:30.586000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,405.38,386.68,378.32,353.06,348.76,,,362.60,336.21,329.67,319.04,314.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.63,303.69,313.37,300.32,295.64,295.06,,,,,,,,,,,,,,279.32,270.39,,271.98,276.68,272.47,286.63,,,,,,,,,,,,,,,,,,
2000-05-17 21:59:19.400000,L7,,,,,386.59,361.03,368.78,352.65,353.29,,388.09,,,,,,,,,,,330.56,322.04,307.47,,,,,,,367.30,373.94,,,,,,332.98,320.57,316.68,378.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:03.789000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,384.97,370.43,344.32,333.51,,,330.34,331.45,320.11,346.13,326.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.17,289.82,276.27,286.15,292.82,269.06,,,,,,,,,,,,,,,,,275.70,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:58:20.584000,L7,,,,,348.25,340.83,329.40,338.53,300.74,,,,,,,,,,,,,,,,,,,,,,430.03,424.63,,,,,,322.49,318.19,388.55,,,,,,,,,,,,,,,,,365.35,421.94,361.94,399.09,383.57,337.47,386.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,,,,,358.56,370.08,355.14,358.33,337.97,,418.38,,,,353.11,329.51,340.86,,,,,327.44,312.59,308.80,286.09,,,,,,413.88,,,,,,,,,,,409.85,420.96,435.72,341.38,386.28,407.84,371.77,405.75,415.13,418.55,394.60,390.48,393.57,383.64,339.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-25 21:57:34.931000,L7,,,,,,,,397.87,387.61,,,,,,,,,,,,,376.27,372.25,378.22,380.76,372.32,365.93,344.41,340.02,328.00,,,332.62,320.09,304.13,307.06,321.16,,,,,,,,,,,,,,,,,,,,,432.77,,,,,,312.36,,,,382.43,292.08,281.91,274.02,281.74,274.61,258.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:57:36.803000,L7,,,,,376.74,371.04,358.01,348.60,342.62,,,,,,399.74,391.01,393.45,406.15,380.55,365.27,,352.74,346.16,335.65,329.65,336.78,327.54,321.39,312.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.72,372.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,,,,,382.36,377.38,363.01,349.61,353.71,,,402.53,412.74,,405.79,398.91,402.26,406.85,377.69,361.64,,357.45,337.32,303.81,335.09,338.68,330.27,324.47,319.03,313.59,350.29,363.39,302.74,,,,,,,,,,360.97,,355.24,366.08,419.61,371.04,,,,,,,,,405.16,,,,,,,403.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:56:52.440000,L7,,,,,,377.14,364.03,359.09,362.92,,,,,,415.53,400.69,393.79,386.51,371.69,359.13,,368.74,342.28,334.76,325.37,340.49,332.55,328.18,323.56,309.60,,,,,,,,,,,,,,,355.95,340.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,,,,,381.04,370.63,356.23,340.88,341.20,,,373.31,403.17,,,405.08,396.40,384.50,373.89,372.75,,363.30,362.00,361.20,343.88,334.00,363.33,336.49,315.86,315.55,,,,,,,,,,,,,,,,,,443.38,,,,,,,,,,,,395.21,410.52,,,,,,,,,,,,,,,,343.80,416.25,426.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:56:12.984000,L7,,,,,381.26,363.32,320.73,296.70,304.47,,,,,,399.03,396.54,392.54,357.41,358.28,,,333.21,313.06,319.88,328.53,319.60,319.80,318.46,314.69,308.86,,398.58,,,,,,,,,,,,,,,,,,,,,,,,,379.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,,,,,,,,381.83,,,,,,409.74,395.74,381.98,365.31,365.78,350.86,,381.87,363.17,377.01,372.35,371.92,371.30,332.44,328.29,320.43,,,308.39,,295.32,331.94,324.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.86,306.90,300.24,282.83,270.38,262.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:55:40.572000,L7,,,,,,,,,,,,,,,,,,,,,,,398.10,394.97,390.31,381.55,371.54,369.21,376.93,364.03,,,340.99,345.35,324.60,335.32,314.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.36,309.07,296.91,291.50,293.85,266.91,,,,,,,,,,,,,,,,,270.65,,,,,,,,,,,,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,379.95,378.48,372.41,316.34,360.32,360.25,357.14,347.21,336.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.54,414.35,412.21,,,411.52,417.25,396.24,388.00,382.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.02,362.63,357.90,350.47,342.33,327.65,,,,,,,,,,,,,,307.23,309.42,301.40,327.51,312.51,317.52,296.75,291.14,276.12,274.89,269.25,268.45,276.04,264.95,257.39,,,,251.19,,,,,,
2002-01-15 21:55:59.365000,L7,,,,,,,,,399.21,,,,,,,,,,,,,391.50,382.84,386.34,386.81,379.07,370.56,369.54,361.09,369.02,,,356.98,352.05,338.12,337.78,337.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.53,310.53,301.22,295.63,285.21,272.42,,,,,,,,,,,,,,,,,273.45,267.19,,,,,,,,,,,,,,,,,,,,
2002-03-04 21:56:09.860000,L7,,,,,,,,,,,,,,,,,,,,,,,395.53,383.85,395.97,379.71,374.26,361.40,358.26,348.17,,,340.29,334.92,334.55,332.21,330.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.57,319.64,294.12,292.57,281.40,267.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-07 21:56:03.729000,L7,,,,,379.47,374.83,351.06,352.79,352.66,,,,,,404.19,396.03,383.45,371.61,360.56,343.00,,338.64,377.37,291.67,369.84,326.48,336.72,320.21,324.89,306.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:55:12.096000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.62,390.89,381.28,366.57,356.71,344.30,,,,,,,,,,,,,,349.49,319.95,325.06,338.63,334.58,333.38,330.70,318.18,302.33,291.20,281.46,284.02,288.55,304.92,263.69,258.43,,,264.62,,,,,,
2002-09-12 21:55:07.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.57,411.63,,,406.01,386.57,384.42,384.20,375.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.25,362.40,348.51,330.45,345.15,315.83,,,,,,,,,,,,,,296.82,298.46,292.91,339.13,312.42,309.24,299.86,294.86,303.62,276.04,276.32,254.25,256.07,246.24,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.24,362.23,,,,,,,,,,,,,,,,,393.17,,311.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:34.113000,L7,,,,,399.32,,,369.92,368.41,,,,,,401.66,392.82,394.69,410.68,371.64,353.43,363.71,336.96,341.84,377.85,373.83,352.20,331.57,317.69,314.87,,,,,,,,,,,,,,,,,,,,,,,,,,,415.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,,,,,386.93,,,383.01,362.85,,,,,,400.50,393.14,390.49,388.55,372.54,350.22,315.79,326.71,342.01,335.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.55,426.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.14,418.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,,,,,,383.08,367.59,365.24,394.53,,,,,,414.25,400.88,396.30,389.23,373.84,359.18,,366.14,372.16,351.67,360.40,350.18,348.84,336.43,347.76,325.20,,,311.19,,,,,,,,,,,,,,,,,,,416.53,425.61,391.80,397.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.70,390.42,435.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:43:45.776000,L5,,,,,,398.59,386.94,377.51,377.90,,,,,,405.39,393.49,389.92,386.77,376.96,367.54,,373.57,363.72,364.14,352.12,347.32,346.67,339.92,330.47,321.19,,,317.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,,,,,,395.44,387.14,363.00,350.16,,,,,,383.14,340.28,353.11,386.74,374.50,370.15,386.31,338.60,333.00,322.92,,338.52,338.77,331.09,323.22,316.45,,,302.90,,,,,,,,,,,,,,,,,,,,426.21,416.27,409.45,398.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,,,,,,,,,,,,,,,,,,,,,,,,,387.94,387.40,378.19,381.44,379.23,379.11,,,375.80,369.34,369.63,362.14,355.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.62,337.86,327.53,323.85,294.29,286.64,,,,,,,,,,,,,,286.57,279.46,267.47,284.08,279.67,274.37,288.26,262.95,,,,,,,,,,,,,,,,,
2004-05-04 21:47:27.968000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,414.41,407.51,404.46,401.34,395.99,,,388.96,383.80,372.55,363.61,358.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.38,340.68,339.48,334.47,329.52,312.26,,,,,,,,,,,,,,,,,298.66,,,,,,,,,,,,346.96,314.36,356.85,,,,,,,
2004-05-20 21:47:56.357000,L5,,,,,,,,,,,,,,,404.50,391.13,364.36,383.18,381.64,366.66,,,,,274.50,350.68,341.50,334.78,328.26,317.16,,,313.45,,,,,,,,,,,,,,,,,,,,,,,419.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,,,,,399.59,391.09,380.62,363.23,,,,,,404.15,387.12,390.05,395.26,382.30,367.38,,316.28,294.40,293.58,356.43,358.96,348.27,341.03,330.74,320.82,,,319.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:49:21.098000,L5,,,,,374.63,357.58,367.62,357.53,302.06,,,,,,,,,,,,,283.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:45.084000,L5,,,,,397.41,385.64,391.16,371.99,356.29,,,,,,386.10,400.57,391.13,376.57,367.51,372.00,334.60,357.74,358.02,345.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.44,365.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:50:29.935000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,408.84,399.59,402.14,399.65,,,396.41,395.68,390.14,378.02,378.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.33,353.85,340.01,343.22,331.33,315.76,,,,,,,,,,,,,,301.20,281.45,285.46,311.53,310.33,301.23,297.47,275.83,274.78,271.70,257.69,253.36,253.45,257.18,251.38,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,415.57,405.38,405.51,402.17,396.53,,,387.26,381.15,374.46,368.46,372.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.06,346.57,352.63,347.17,323.02,305.85,,,,,,,,,,,,,,283.63,281.21,274.18,300.40,302.19,296.48,288.75,282.35,275.32,263.37,251.00,,,,,,,,,,,,,,
2004-11-12 21:52:15.232000,L5,,,,,,,,,,,,,,,,,,,,,,,,400.07,397.75,394.54,371.76,365.12,355.09,352.53,,,341.82,332.93,329.23,346.32,340.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.51,321.04,303.61,299.54,291.83,269.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,,,,,400.62,394.87,372.41,359.89,355.40,,,,,,376.44,364.53,371.95,404.06,381.06,372.98,383.51,349.73,343.31,337.80,344.69,353.62,347.61,337.09,328.37,319.71,,,313.28,,,,,,,,,,,,,,,,,,,,419.20,418.21,412.57,392.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,,,,,398.45,383.88,376.08,364.21,356.46,,,,,,395.95,390.21,404.20,411.62,393.17,369.21,389.45,339.20,316.74,304.00,350.31,352.23,340.82,336.55,327.29,318.55,,,302.93,,,,,,,,,,,,,,,,,,,,,,,414.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,409.95,400.93,396.09,402.36,394.31,,,390.72,380.13,375.61,367.79,360.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.82,343.25,332.76,329.84,318.57,311.01,,,,,,,,,,,,,,290.08,282.20,276.62,299.19,297.92,293.10,294.61,268.92,,,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.52,406.49,395.35,,,393.83,382.21,382.39,375.52,367.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.73,364.37,344.65,335.89,319.92,314.79,,,,,,,,,,,,,,297.26,282.91,282.53,312.59,305.61,297.65,296.00,267.23,264.55,265.99,257.57,246.02,,,,,,,,,,,,,
2005-05-23 21:54:36.577000,L5,,,,,399.67,398.65,384.53,381.90,373.91,,,,,,412.16,391.40,372.25,361.49,363.14,351.42,,371.39,364.92,354.63,361.27,353.13,345.49,339.04,329.02,322.10,,,312.75,304.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:44.925000,L5,,,,,,400.47,386.81,376.66,371.72,,,,,,408.66,395.15,374.11,379.59,379.76,369.97,,372.04,367.16,358.07,359.26,354.55,349.71,342.18,333.81,325.96,,,319.56,302.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-10 21:54:55.488000,L5,,,,,,395.60,389.68,370.20,373.30,,,,,,415.60,400.80,407.69,399.30,387.15,373.34,,368.90,361.38,366.08,365.24,365.17,355.49,348.64,341.73,324.87,,,317.95,311.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:55:20.007000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,397.41,397.90,398.75,408.12,400.00,,,395.47,403.47,388.73,379.51,368.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.56,338.25,324.91,325.86,316.18,301.87,,,,,,,,,,,,,,279.30,281.53,288.40,301.16,307.26,298.10,290.77,276.85,265.60,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,,,,,,,,,,,,,,,,,,,,,,407.16,405.09,399.35,386.58,387.16,379.82,384.66,,,362.66,369.38,350.95,354.97,349.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.03,330.46,323.69,315.15,297.32,283.31,,,,,,,,,,,,,,,,,293.61,278.33,281.79,,,,,,,,,,,,,,,,,,,
2005-10-30 21:55:15.307000,L5,,,,,381.02,372.95,369.47,380.80,371.65,,,,,,336.93,340.14,,,,,,294.24,,,351.99,356.39,327.57,319.45,309.48,,,,,,,,,,,,,,,,,,,,,,,,422.73,421.52,396.73,352.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,416.38,412.43,413.30,407.25,405.88,,,397.00,392.29,387.18,384.73,377.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.13,359.78,354.72,344.14,328.08,320.40,,,,,,,,,,,,,,302.58,302.32,306.88,298.50,305.26,302.22,302.96,303.34,288.37,283.16,263.28,258.47,249.04,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,320.21,305.57,,401.76,384.61,373.12,365.52,,,,,,413.92,403.43,395.28,386.19,386.64,378.54,,372.38,368.18,363.64,359.88,357.96,349.37,343.86,338.43,326.94,,,319.99,,,,,,,312.11,365.82,,,,,,,,,,,,,,,,,,,,,312.58,339.00,,,,,,,,,,,,,,,,,,,,,,,341.88,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,394.43,390.33,381.25,373.52,373.97,,,,,,402.23,387.57,390.31,406.26,368.81,359.82,359.22,370.82,362.40,359.30,355.05,354.23,344.16,321.99,316.09,,,,,,,,,,,,,,,,,,,,,,,,422.94,415.73,418.25,412.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:02:04.371000,L5,,,,,,404.54,391.33,380.59,365.52,,,,,,391.06,388.15,399.87,408.00,394.34,384.85,400.24,355.21,351.37,349.80,344.94,347.10,343.63,341.38,335.27,324.11,,,322.79,313.21,308.43,308.69,291.49,,,,,,,,,,,,,,,,,,425.91,418.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
