dates,satname,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0021,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045
2001-01-14 21:44:33.150000,L7,,,,,,,,,,,,,312.10,321.38,329.27,300.05,321.00,298.53,292.17,345.68,327.30,305.76,315.61,305.75,322.53,332.51,340.57,343.66,346.23,336.37,331.60,321.52,335.85,326.71,,323.25,317.82,310.20,313.56,267.39,272.78,327.12,343.95,341.52,323.32,291.82
2001-04-04 21:43:43.008000,L7,343.54,342.56,339.22,338.30,340.45,350.86,347.29,365.00,368.75,374.67,386.36,360.48,360.88,371.37,355.22,316.94,350.30,349.90,358.87,395.84,,359.58,336.13,344.35,356.33,340.70,350.48,354.75,357.81,354.59,364.73,339.50,348.39,342.88,386.39,333.38,324.45,321.83,326.43,329.48,337.72,360.21,354.18,353.28,347.98,376.05
2001-04-04 21:44:06.948000,L7,343.93,342.82,338.51,336.57,340.09,350.51,345.35,362.85,367.72,365.85,386.20,359.94,357.93,365.01,353.12,315.19,349.30,348.87,361.24,394.77,402.49,354.72,335.22,341.02,353.25,340.03,347.94,353.36,356.25,352.64,362.49,338.25,346.39,340.75,388.92,331.29,323.60,320.55,325.41,328.72,336.16,359.62,352.66,352.34,346.58,373.81
2001-04-20 21:43:46.702000,L7,320.86,333.04,336.17,328.98,337.06,342.59,348.53,368.29,367.42,382.59,367.11,364.60,360.95,369.57,353.90,308.41,358.54,361.76,373.80,403.51,,372.85,356.98,350.67,357.46,346.77,362.87,364.40,370.16,356.75,369.41,367.95,362.23,363.50,,347.12,329.57,326.54,334.44,337.63,339.20,378.96,358.24,356.37,376.16,347.25
2001-04-20 21:44:10.657000,L7,,,,,,,,363.40,362.82,375.00,363.54,359.18,357.23,365.33,350.92,301.55,355.88,359.73,371.89,397.91,402.63,369.52,355.19,349.53,357.14,347.82,361.56,359.72,369.41,355.05,368.85,368.63,362.64,366.66,378.83,346.00,329.63,326.32,333.94,337.91,338.76,378.98,358.76,355.04,348.44,382.11
2001-05-22 21:43:30.869000,L7,,338.42,340.49,337.15,346.54,353.69,358.15,370.40,369.40,381.86,,397.33,399.82,399.67,351.46,308.86,385.69,385.16,409.20,,,,,348.26,358.18,362.45,362.77,369.35,363.99,358.47,362.92,354.60,,,,,,,,,,,,,,
2001-05-22 21:43:54.652000,L7,,362.52,360.16,356.59,366.33,371.61,375.07,390.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25 21:42:54.824000,L7,,328.77,330.89,330.80,329.66,333.73,337.80,347.48,351.34,359.35,367.23,375.82,354.01,356.27,341.21,278.51,346.47,355.87,375.79,386.24,375.41,385.32,389.24,342.25,341.00,340.63,341.95,352.94,350.44,361.17,361.83,343.84,355.05,354.51,380.37,356.01,376.22,,,,,,,,,
2001-07-25 21:43:18.753000,L7,,,,,,,338.16,348.32,352.79,360.23,368.74,378.95,354.30,361.08,341.15,279.78,348.62,361.85,377.75,385.99,378.45,385.57,389.59,380.35,340.58,340.17,341.96,351.63,350.90,361.55,366.37,369.93,,,380.52,,,,,,,,,,,
2001-08-10 21:42:36.562000,L7,,322.51,322.46,321.65,330.02,332.20,342.69,356.33,365.24,358.08,359.80,347.57,350.56,354.51,345.34,283.81,339.65,348.41,348.77,386.99,377.16,370.82,375.64,339.88,346.54,336.64,343.39,352.57,353.05,352.59,357.85,349.25,356.12,349.84,379.75,341.04,327.56,328.30,334.32,329.93,341.81,353.99,351.65,,,
2001-08-10 21:43:00.495000,L7,,316.32,318.06,317.87,325.89,328.68,339.89,354.10,365.11,356.91,352.53,345.11,349.72,353.95,344.14,283.65,339.60,348.98,372.83,387.21,377.95,371.25,376.80,345.18,345.44,338.37,345.23,354.47,354.82,355.79,358.86,352.23,357.84,352.84,379.83,342.90,328.35,330.52,335.81,331.35,342.99,358.07,353.04,,,
2001-08-26 21:42:25.671000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.21,379.97,,374.09,369.18,353.08,365.46,,,,,,,
2001-09-11 21:42:14.303000,L7,326.56,315.96,310.92,324.16,324.75,334.79,334.76,355.47,350.23,357.01,357.28,350.71,348.65,352.42,341.56,311.05,344.03,352.87,357.14,388.43,369.38,353.34,337.17,328.38,340.81,340.88,352.70,354.19,353.16,343.16,336.82,340.40,352.97,354.83,373.69,350.98,328.80,328.02,328.61,338.79,337.26,345.33,351.45,346.68,312.63,
2001-09-11 21:42:38.257000,L7,,,,326.21,325.77,332.83,338.07,355.29,351.76,357.03,357.89,350.87,348.73,351.67,342.37,309.94,343.92,353.01,356.75,388.22,369.05,353.55,335.51,327.31,340.11,341.55,352.95,353.92,352.43,343.97,339.08,345.70,353.04,354.81,380.77,351.33,330.06,330.08,328.77,340.28,338.26,347.67,352.09,348.11,338.02,
2001-09-27 21:42:05.338000,L7,,,,,,,,,,,,,,,,,,,,,,374.69,378.98,,,,,,373.03,384.25,352.39,344.76,354.51,347.81,371.49,341.58,329.91,324.74,330.28,337.30,371.09,348.41,357.63,380.44,374.87,
2001-09-27 21:42:29.269000,L7,,,,,,,,,,,,,,,,,385.38,378.14,392.19,389.46,,375.22,379.44,,,,,,373.21,384.60,352.10,344.46,353.97,348.46,371.79,340.94,329.60,324.19,329.09,372.35,371.47,366.00,357.35,379.58,375.53,
2001-10-13 21:41:51.963000,L7,353.58,337.99,310.61,331.41,326.20,321.84,322.90,337.25,332.80,347.68,341.57,350.50,346.79,343.37,365.02,320.16,337.93,343.98,337.65,371.19,363.08,349.86,329.55,332.37,339.10,334.28,340.02,350.06,345.80,349.39,342.63,333.88,341.04,339.85,349.83,336.21,317.52,315.90,318.92,323.67,326.56,338.54,347.79,345.60,330.41,329.74
2001-10-13 21:42:15.922000,L7,,,,,,,320.97,338.28,332.13,348.77,338.11,350.07,346.32,342.80,360.84,317.17,336.72,342.67,336.56,370.74,362.13,346.88,329.34,328.68,337.86,333.35,339.47,349.20,344.79,348.61,342.01,331.21,339.87,338.52,345.24,331.53,316.90,313.54,317.71,322.24,325.40,337.39,347.04,343.72,329.55,328.40
2001-10-29 21:41:57.341000,L7,,,,,,,,,,,,,,,,,360.75,377.17,374.77,386.11,393.44,373.84,380.68,377.69,377.47,381.88,382.40,376.92,392.23,382.84,354.61,345.52,358.77,389.86,361.66,366.27,366.74,353.82,362.45,,,,,,,
2001-10-29 21:42:21.289000,L7,,,,,,,,,,,,,,,,,384.67,380.49,363.51,386.12,393.64,373.66,379.98,382.11,376.61,348.83,384.63,376.96,391.36,382.17,354.65,349.30,359.14,352.26,383.90,365.09,366.32,360.71,362.47,,,,,,,
2002-01-17 21:42:52.816000,L7,,,,,,,,,,,,,,,,,370.67,373.67,378.75,385.32,378.59,375.34,379.19,372.78,367.96,380.46,387.28,391.07,377.66,381.35,372.77,340.85,346.83,336.83,380.13,333.50,327.51,326.10,330.89,339.49,340.73,349.69,357.92,382.79,375.20,366.29
2002-02-18 21:42:30.251000,L7,364.03,337.17,331.60,336.91,336.75,328.47,308.78,326.69,318.46,361.48,333.10,337.25,321.12,335.57,352.30,297.40,326.35,333.02,337.61,356.87,361.65,342.35,320.20,320.27,338.25,321.59,339.37,307.21,334.31,336.89,328.74,319.77,338.52,328.37,337.42,324.62,315.26,304.31,314.05,279.05,323.07,326.00,342.79,334.21,334.34,334.65
2002-02-18 21:42:54.191000,L7,,,,,,,,314.36,310.17,319.79,313.23,333.01,292.07,322.91,331.39,,,306.28,296.33,343.45,326.39,330.15,316.21,315.02,327.73,,,301.69,329.18,333.48,324.30,311.62,333.98,323.48,329.53,320.38,311.75,298.21,310.86,273.70,265.32,,,328.50,329.52,329.80
2002-04-07 21:42:28.931000,L7,348.14,317.18,320.77,353.54,349.43,367.65,359.77,363.13,372.07,333.15,326.04,342.49,329.58,328.52,358.91,312.21,346.21,346.90,346.62,364.31,369.58,346.55,328.55,391.61,380.70,379.97,401.84,313.97,333.38,319.27,327.00,314.37,340.91,331.65,353.46,324.75,319.91,310.13,321.83,322.56,332.31,338.61,351.54,337.45,336.54,333.33
2002-04-07 21:42:52.870000,L7,348.26,317.27,320.74,338.00,349.93,331.64,359.63,364.88,354.78,333.08,326.09,341.98,329.35,328.42,358.92,317.16,346.49,346.83,346.76,363.06,367.22,345.78,325.77,388.54,376.87,380.29,402.44,313.62,332.01,319.07,327.09,314.52,340.03,329.94,353.01,322.88,318.53,310.44,320.02,323.18,331.30,337.00,350.74,327.93,335.44,331.30
2002-08-29 21:41:39.340000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.76,303.08,,251.96,290.17,288.15,300.66,,,,,,,
2002-09-14 21:41:31.043000,L7,,325.77,326.68,319.38,322.03,335.99,356.59,365.37,319.24,363.91,340.02,344.18,343.43,344.18,321.98,283.15,329.55,345.20,342.16,384.81,367.43,348.24,326.07,333.97,333.32,321.42,325.09,313.58,330.80,327.89,333.49,325.11,341.96,333.27,347.06,332.95,319.29,332.57,325.93,343.53,330.07,350.27,345.84,,,307.15
2002-09-14 21:41:55.072000,L7,,,,,,,,,306.44,360.90,372.30,337.21,335.66,330.16,310.36,,324.32,340.08,334.09,383.98,363.87,342.35,318.26,327.72,330.68,313.63,312.88,300.29,322.16,321.60,327.06,317.64,338.03,326.66,340.27,326.86,312.46,326.93,314.61,330.52,324.82,343.26,339.63,341.37,329.68,301.66
2002-11-01 21:41:54.382000,L7,,,,,,,,,,,,,,,,,,,,,,,,396.37,391.63,398.82,394.39,395.98,390.95,387.53,,,,,,,,,,,,373.64,381.98,373.17,366.45,
2003-01-20 21:42:09.421000,L7,,,329.86,327.31,333.30,317.87,341.01,348.89,350.84,351.92,361.08,371.70,385.11,383.93,363.94,,,,,,,351.66,366.62,327.75,,367.68,359.08,377.81,410.23,372.99,338.28,351.49,365.35,367.42,369.64,363.08,346.74,341.81,345.88,344.76,333.38,,,,,
2003-01-20 21:42:33.373000,L7,,,,,,,339.63,344.86,349.23,,357.15,370.03,383.28,378.94,358.86,,,,,,,371.22,364.52,361.40,,366.61,355.95,376.29,409.82,372.15,341.99,350.50,359.17,363.74,366.77,356.48,340.05,336.50,344.41,342.28,346.14,,,,,
2003-02-05 21:42:41.878000,L7,334.41,262.18,308.22,298.52,,,,,,,,,,,,,,,,,,,,,,,296.63,301.55,313.03,279.97,293.88,310.50,305.01,311.03,,263.46,,,,,,,,,,
2003-02-21 21:42:20.469000,L7,,,,,,,,,,377.53,371.51,374.81,346.06,351.76,410.68,,,,,,,,,,,365.53,369.79,361.66,357.21,349.75,,,,359.47,,333.23,336.94,,,,,,,,,
2003-02-21 21:42:44.547000,L7,,,,,,,,347.87,322.57,377.59,344.88,369.67,342.23,350.13,412.59,,,,,,,,,,,365.96,369.83,362.37,356.87,349.66,,,,360.01,,353.83,337.11,,,,,,355.17,353.56,344.36,349.85
2003-04-26 21:42:25.606000,L7,328.73,324.81,322.63,324.59,326.23,337.90,340.21,351.83,352.75,357.44,351.66,351.94,360.58,354.82,345.01,283.64,347.46,354.61,359.67,398.57,369.86,352.74,341.98,333.00,320.97,326.74,335.03,339.56,338.59,322.60,341.60,337.92,345.56,352.78,382.71,337.31,348.81,327.65,332.80,330.10,334.55,347.51,352.41,369.61,365.00,377.87
2003-05-12 21:42:48.091000,L7,,329.84,327.16,329.05,332.29,342.73,343.05,358.41,350.88,364.59,355.08,353.53,357.26,352.99,349.04,299.23,348.16,361.05,364.53,398.37,385.52,359.06,347.54,334.90,327.43,333.35,332.68,349.06,351.87,335.60,356.40,353.88,357.89,374.20,376.83,348.68,346.28,343.15,351.21,359.60,359.80,361.23,371.38,372.63,382.40,378.22
2003-05-28 21:42:22.600000,L7,,332.52,333.63,330.66,344.76,371.39,372.40,391.77,,,,,,390.26,368.30,318.07,375.78,404.68,,,,,,399.18,355.83,355.64,392.01,,,,,,,,,,,,,343.88,345.62,392.40,354.78,361.44,,
2003-05-28 21:42:46.560000,L7,,,,,,,,,,,,,,389.23,368.01,325.88,395.33,,,,,,,384.47,358.68,357.49,389.68,,,,,,,,,,,,,343.52,344.82,389.12,384.24,,,
2003-07-23 21:30:38.185000,L5,,,,,,,,,,,,,,,,,,,,,,,,285.05,300.60,304.56,301.78,303.62,313.28,284.48,278.02,,,,,,,,,,,,300.08,325.62,304.73,280.80
2003-09-25 21:31:19.142000,L5,379.53,364.70,363.68,365.14,360.16,361.93,371.88,383.97,380.63,,385.80,390.41,393.49,385.36,376.20,340.58,375.26,385.54,390.93,408.36,,,380.06,371.75,378.19,346.50,369.71,394.67,370.41,375.24,,,,,,,,,,,,,,,,
2003-09-25 21:31:42.973000,L5,,,,,,,,,,,,,,,,,,,,,,,381.08,373.87,380.89,349.71,374.52,400.99,383.97,375.43,,,,,,,,,,,,,,,,
2003-11-28 21:32:10.197000,L5,369.41,359.54,358.73,353.56,352.66,357.80,358.27,369.04,350.95,359.63,372.06,367.14,364.77,364.81,372.37,321.69,383.12,385.97,393.09,401.06,386.01,369.08,356.17,343.74,337.01,344.25,364.39,372.16,388.57,369.88,379.14,380.49,369.08,370.52,372.26,359.12,351.29,350.34,355.46,360.73,380.42,,,,,
2003-11-28 21:32:34.027000,L5,,,,,,,,,,,,,,,,,374.62,376.89,385.57,395.06,381.31,363.92,350.46,335.08,332.17,337.56,355.96,365.85,367.07,363.14,372.77,373.01,361.86,363.02,367.49,348.45,342.69,342.80,347.01,352.95,371.78,378.04,386.52,384.55,380.48,375.12
2003-12-30 21:32:24.694000,L5,363.80,339.01,336.27,334.48,330.37,333.89,343.18,357.39,349.52,369.87,369.06,368.46,362.81,348.41,342.61,299.45,342.95,350.10,347.88,385.72,383.55,371.57,355.16,341.80,326.61,331.25,331.72,342.81,349.32,339.27,350.14,359.61,357.98,364.22,373.18,349.90,345.90,343.72,341.45,349.02,350.24,359.90,369.50,369.30,367.07,370.50
2003-12-30 21:32:48.382000,L5,,,,,,,,,346.84,367.68,367.21,366.42,360.94,345.87,341.41,298.80,340.16,346.97,343.76,383.14,379.82,368.50,354.17,339.41,325.99,329.26,329.42,340.06,346.24,337.01,346.43,357.09,353.10,361.89,368.82,346.51,343.47,341.78,338.14,346.42,347.46,357.57,366.91,366.10,363.58,366.70
2004-02-16 21:33:00.436000,L5,,,,,,,,,,,,,,,,,,,,,,328.09,320.60,307.31,302.96,290.80,294.48,,,,,,283.90,337.17,,328.16,318.64,315.32,324.27,325.17,318.85,265.88,284.09,,,
2004-04-04 21:33:01.582000,L5,,,,,,,,,,,,,,,,,,,,,,296.58,293.53,298.30,288.51,299.68,302.12,313.01,314.46,302.73,300.59,315.81,300.40,310.19,,299.47,300.57,299.69,297.11,312.32,315.83,331.14,333.33,334.46,326.80,298.14
2004-05-06 21:33:58.336000,L5,359.28,345.77,348.65,346.40,349.29,359.39,358.05,373.11,367.44,371.53,367.48,368.44,371.32,367.92,366.04,304.16,373.39,369.15,393.10,399.36,389.05,376.06,370.22,343.62,351.39,343.48,361.19,367.02,370.63,367.15,376.23,370.23,372.02,375.33,381.38,363.39,362.96,351.92,360.87,365.92,365.65,374.59,386.53,384.74,381.96,381.78
2004-05-06 21:34:22.023000,L5,,,,,,,,,,,,,,,,,,,,345.09,296.63,325.46,315.65,303.61,308.78,315.99,312.78,325.34,333.82,317.98,328.56,331.42,335.48,332.88,328.91,322.37,318.32,319.77,323.94,334.74,334.99,340.61,358.63,355.00,352.68,342.47
2004-06-07 21:34:54.755000,L5,348.37,342.15,341.28,340.26,343.94,345.86,350.09,363.71,358.02,369.97,369.89,372.63,369.01,374.84,362.07,309.47,365.94,373.42,380.24,393.98,386.75,373.61,357.94,346.03,349.40,348.95,353.90,360.67,369.38,355.04,368.45,370.12,372.08,373.60,384.63,365.58,359.92,358.16,361.83,370.62,368.05,379.15,,,,
2004-06-07 21:35:18.585000,L5,,,,,,,,,,371.43,371.07,373.63,368.18,375.85,362.49,308.99,370.02,375.73,381.68,396.04,389.05,376.17,361.17,347.85,351.15,351.91,355.57,364.99,370.79,359.57,369.64,374.87,375.31,375.93,387.94,367.99,361.81,359.53,365.89,371.84,,,,,,
2004-06-23 21:35:22.995000,L5,345.66,340.63,341.18,335.93,338.11,342.37,349.57,363.53,357.66,367.64,364.32,362.89,361.98,369.50,365.70,321.64,359.95,368.06,376.32,389.99,384.84,371.66,358.26,345.78,352.84,346.49,348.59,360.48,359.77,356.76,366.64,364.49,367.78,368.65,378.35,361.69,358.34,349.53,364.69,367.90,368.31,375.21,385.11,382.66,380.73,380.24
2004-06-23 21:35:46.683000,L5,,,,,,344.57,351.14,365.11,359.78,369.10,366.60,365.30,363.51,370.40,366.05,323.29,360.94,369.39,376.24,390.58,385.82,371.05,359.21,346.68,353.72,347.06,350.44,359.76,360.32,357.18,366.37,365.73,368.09,369.53,381.15,363.17,359.67,350.03,365.87,368.12,369.09,374.49,384.49,382.68,381.06,380.44
2004-07-25 21:36:14.167000,L5,,,,,,280.68,303.94,300.15,289.34,328.71,322.69,,,,,,,,,,,329.00,315.41,297.29,308.18,306.96,292.68,312.65,313.84,,,314.50,326.53,330.58,270.95,327.70,318.43,309.38,299.47,321.64,328.58,337.02,344.24,338.13,337.75,338.38
2004-07-25 21:36:37.854000,L5,,355.41,348.08,351.79,350.23,355.21,353.38,374.87,372.41,379.43,382.99,376.87,386.25,382.05,374.98,321.94,369.84,380.98,390.64,402.00,399.92,381.19,380.94,365.60,365.08,360.42,360.00,368.51,383.34,383.22,,,,,395.50,,,,,,,,,,,
2004-08-10 21:36:32.804000,L5,379.55,368.95,364.12,362.06,358.76,361.55,367.30,375.36,376.09,381.98,389.43,392.95,400.05,396.30,388.61,320.38,391.38,407.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-26 21:36:59.731000,L5,,,,,,,,,,,,,,,,,,,,,,318.52,310.05,306.94,318.21,319.01,311.56,318.04,323.95,307.48,326.94,328.72,333.78,332.49,,335.15,324.83,326.62,332.34,339.19,342.79,350.49,354.38,348.70,350.03,352.83
2004-09-11 21:37:49.351000,L5,,,,,,,,,,,364.19,364.48,366.47,363.91,359.35,311.39,353.18,360.42,367.62,388.71,383.52,365.91,352.22,341.27,345.23,339.95,334.81,348.17,353.58,344.50,359.75,355.87,359.15,363.43,374.41,354.01,348.93,352.80,,365.19,359.92,366.09,376.62,370.89,373.40,378.85
2004-10-13 21:38:32.826000,L5,,,,,,,,,,,,,,,,,,,,,,370.95,354.36,344.50,340.19,336.01,335.37,344.18,347.26,342.31,356.09,361.13,362.49,363.13,377.49,352.59,344.51,343.44,345.91,347.68,348.91,358.82,371.98,367.94,367.19,372.84
2004-11-14 21:38:42.981000,L5,353.04,334.34,329.52,312.97,306.88,307.00,307.63,300.12,295.27,318.75,344.62,350.99,343.74,323.59,,,,,,,,,318.87,323.89,326.08,332.18,336.09,334.77,328.92,321.09,321.74,326.79,317.72,323.94,,326.50,326.28,331.22,330.73,338.49,340.10,349.67,342.14,345.20,346.56,345.22
2005-02-18 21:40:18.476000,L5,372.07,346.02,346.34,347.08,358.36,368.99,383.19,388.95,382.14,385.03,377.17,370.16,356.38,360.54,351.15,305.15,349.15,371.73,379.12,397.82,390.40,384.62,369.48,350.54,362.60,405.74,,,,,,378.92,379.85,383.78,381.39,370.17,372.80,358.49,369.69,367.68,368.44,369.52,383.82,379.39,382.80,380.08
2005-02-18 21:40:42.163000,L5,,,,,,,,,384.17,385.09,374.94,370.59,356.68,363.57,350.24,301.48,348.52,374.55,381.07,400.87,390.68,384.71,370.11,371.91,366.54,,,,,,,380.35,380.22,384.76,383.30,372.23,375.87,361.06,371.49,370.62,374.42,371.79,384.84,379.37,384.72,381.04
2005-03-22 21:40:41.327000,L5,369.51,348.12,341.27,342.61,341.55,347.20,349.30,362.49,361.65,368.04,360.66,356.68,354.71,358.94,354.50,316.12,339.62,358.46,382.34,383.18,379.39,368.24,354.81,336.40,341.21,334.98,338.02,342.08,351.18,344.90,360.24,360.58,358.08,363.61,377.70,352.25,353.75,351.08,352.53,375.27,362.65,376.15,373.37,376.38,374.54,375.78
2005-05-09 21:40:56.205000,L5,356.43,346.86,343.54,341.94,343.08,354.12,348.31,365.29,365.99,374.41,374.62,373.56,369.27,376.85,360.22,311.08,359.91,370.92,381.65,389.03,387.34,377.41,365.91,357.60,351.73,354.15,353.60,365.15,368.08,369.39,376.01,375.87,374.63,378.71,381.89,371.39,368.36,359.65,363.49,369.94,371.51,383.04,,,,
2005-05-09 21:41:19.893000,L5,,,,,,,,,,,,,,,,,359.70,369.74,379.82,386.98,386.51,376.59,364.85,356.11,350.99,352.87,352.14,363.69,366.66,369.06,375.02,374.95,373.93,377.49,381.25,369.63,366.83,358.70,362.62,369.18,370.23,381.21,,,,
2005-05-25 21:41:28.038000,L5,,,,,,,,,,,,,,,366.01,311.66,365.70,380.80,379.91,396.80,391.86,379.21,368.05,358.52,350.39,349.20,355.48,371.89,371.38,371.53,375.64,372.88,373.54,384.44,386.13,373.68,368.83,363.56,366.24,366.24,373.02,372.20,,,,
