dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0021,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045,satname
2002-08-29 21:41:39+00:00,,317.27,320.74,,,,,,,333.08,326.09,341.98,329.35,328.42,,,,,,,,,325.77,,,,,313.62,332.01,319.07,327.09,314.52,340.03,316.51,,322.88,304.35,299.29499999999996,310.34000000000003,323.18,331.3,337.0,350.74,327.93,335.44,331.3,L7
2002-09-14 21:41:31+00:00,,317.27,320.74,,,,,,319.24,333.08,326.09,341.98,336.39,336.3,321.98,283.15,329.55,345.2,342.16,,,,325.91999999999996,333.97,333.32,321.42,325.09,313.6,331.405,323.48,330.28999999999996,319.815,340.995,322.09666666666664,,322.88,309.33,299.29499999999996,310.34000000000003,323.18,330.685,337.0,348.28999999999996,327.93,335.44,319.225,L7
2003-01-20 21:42:09+00:00,,,,,,317.87,,,319.24,,,,343.43,344.18,321.98,283.15,329.55,345.2,342.16,,,,326.07,330.86,333.32,321.42,325.09,313.58,330.8,327.89,333.49,325.11,341.96,318.17499999999995,,,304.73,288.15,300.66,,331.725,,345.84,,,307.15,L7
2003-02-21 21:42:44+00:00,,,,,,317.87,,,320.905,,344.88,,342.83000000000004,347.155,321.98,283.15,329.55,345.2,342.16,,,,326.07,330.86,333.32,321.42,325.09,313.58,330.8,327.89,333.49,325.11,341.96,318.17499999999995,,,304.73,288.15,300.66,,331.725,,345.84,353.56,,307.15,L7
2003-04-26 21:42:25+00:00,328.73,,,,,317.87,,,322.57,,344.88,351.94,351.405,352.475,345.01,283.64,,,,,,,,330.375,320.97,326.74,335.03,339.56,338.59,322.6,341.6,337.92,345.56,,,337.31,,327.65,332.8,330.1,333.96500000000003,347.51,352.41,353.56,,,L7
2003-05-12 21:42:48+00:00,328.73,,,,,317.87,,,322.57,,344.88,352.735,353.3566666666666,352.6466666666667,347.025,291.435,,,,,,,,331.8833333333333,324.20000000000005,330.045,333.855,339.56,338.59,329.1,341.6,337.92,345.56,,,337.31,,327.65,332.8,330.1,333.96500000000003,347.51,352.41,353.56,,,L7
2003-05-28 21:42:22+00:00,328.73,,,,,317.87,,,322.57,,344.88,352.735,353.3566666666666,352.6466666666667,347.025,300.31333333333333,,,,,,,,331.8833333333333,324.20000000000005,330.045,333.855,339.56,338.59,329.1,341.6,337.92,345.56,,,337.31,,327.65,332.8,336.99,337.84999999999997,347.51,353.595,353.56,,,L7
2003-09-25 21:31:19+00:00,328.73,,,,,,,,,,,352.735,358.91999999999996,353.90500000000003,347.025,310.38,,,,,,,,333.95,324.20000000000005,330.045,333.855,339.56,338.59,329.1,341.6,337.92,345.56,,,337.31,,327.65,332.8,336.99,340.085,347.51,353.595,,,,L5
2003-11-28 21:32:10+00:00,,,,,,,,,,,,,364.77,,,331.135,,,,,,,,,337.01,344.25,,,,,,,,,,,,,,,,,,,,,L5
2003-12-30 21:32:24+00:00,,,,,,,,,,,,,363.78999999999996,348.41,342.61,320.5733333333333,342.95,350.1,347.88,,,,355.16,341.8,331.81,337.75,331.72,342.81,,339.27,350.14,,357.98,,,349.9,345.9,343.72,341.45,349.02,350.24,,,,,,L5
2004-04-04 21:33:01+00:00,,,,,,,,,,,,,363.78999999999996,348.41,342.61,310.57000000000005,342.95,350.1,347.88,,,296.58,324.345,341.8,317.37666666666667,325.06,316.92,327.90999999999997,314.46,321.0,325.365,315.81,329.19,310.19,,324.685,323.235,321.70500000000004,319.28,330.66999999999996,333.03499999999997,331.14,333.33,334.46,326.8,298.14,L5
2004-05-06 21:33:58+00:00,,,,,,,,,,,,,363.78999999999996,348.41,342.61,308.43333333333334,342.95,350.1,347.88,,,296.58,324.345,341.8,317.37666666666667,325.06,316.92,327.90999999999997,314.46,321.0,325.365,315.81,329.19,310.19,,324.685,323.235,321.70500000000004,319.28,330.66999999999996,333.03499999999997,331.14,333.33,334.46,326.8,298.14,L5
2004-06-07 21:34:54+00:00,,,,,,,,,,,,,362.81,348.41,342.61,304.36,342.95,350.1,347.88,,,296.58,324.345,341.8,307.56,315.46500000000003,316.92,327.90999999999997,314.46,321.0,325.365,315.81,329.19,310.19,,324.685,323.235,321.70500000000004,319.28,330.66999999999996,333.03499999999997,331.14,333.33,334.46,326.8,298.14,L5
2004-06-23 21:35:22+00:00,,,,,,,,,,,,,362.81,348.41,342.61,308.68,342.95,350.1,347.88,,,296.58,324.345,343.78999999999996,307.56,325.8066666666667,316.92,327.90999999999997,314.46,321.0,325.365,315.81,329.19,310.19,,324.685,323.235,321.70500000000004,319.28,330.66999999999996,333.03499999999997,331.14,333.33,334.46,326.8,298.14,L5
2004-07-25 21:36:14+00:00,,,,,,280.68,303.94,300.15,289.34,328.71,322.69,,,,,311.75666666666666,,,,,,312.78999999999996,304.47,321.53499999999997,298.345,317.71,297.4,312.83,314.15,302.73,300.59,315.155,313.465,320.385,,313.58500000000004,309.5,304.53499999999997,298.29,316.98,322.205,334.08,338.78499999999997,336.29499999999996,332.275,298.14,L5
2004-08-10 21:36:32+00:00,,,,,,280.68,303.94,300.15,289.34,328.71,322.69,,,,,313.9125,,,,,,312.78999999999996,304.47,321.53499999999997,298.345,317.71,297.4,312.83,314.15,302.73,300.59,315.155,313.465,320.385,,313.58500000000004,309.5,304.53499999999997,298.29,316.98,322.205,334.08,338.78499999999997,336.29499999999996,332.275,298.14,L5
2004-11-14 21:38:42+00:00,353.04,334.34,329.52,312.97,306.88,293.84000000000003,305.78499999999997,300.135,292.30499999999995,323.73,333.655,350.99,343.74,323.59,,317.16333333333336,,,,,,329.0,317.14,322.32,317.13,328.54333333333335,314.385,323.71,321.38,321.09,321.74,320.645,322.125,327.26,,327.1,322.355,320.3,315.1,330.065,334.34000000000003,343.345,343.19,341.66499999999996,337.75,,L5
2005-02-18 21:40:18+00:00,353.04,334.34,329.52,312.97,306.88,307.0,307.63,300.12,295.27,318.75,344.62,350.99,343.74,323.59,,305.15,,,,,,,318.87,323.89,326.08,332.18,336.09,334.77,328.92,321.09,321.74,326.79,317.72,323.94,,326.5,326.28,331.22,330.73,338.49,340.1,349.67,342.14,345.2,,,L5
2005-05-09 21:40:56+00:00,353.04,334.34,329.52,312.97,306.88,307.0,307.63,300.12,295.27,318.75,344.62,350.99,343.74,323.59,,308.115,,,,,,,318.87,323.89,338.905,332.18,336.09,334.77,328.92,321.09,321.74,326.79,317.72,323.94,,326.5,326.28,331.22,330.73,338.49,340.1,349.67,342.14,345.2,,,L5
2005-05-25 21:41:28+00:00,,,,,,,,,,,,,,,,309.2966666666667,,,,,,,,,351.73,,,,,,,,,,,,,,,,,,,,,,L5
2005-06-10 21:41:12+00:00,,294.78,303.39,301.74,296.94,300.73,306.31,324.8,330.09,,330.27,324.49,326.68,,,309.2966666666667,,,,336.93,285.86,319.73,319.0,304.14,332.565,300.35,299.9,315.49,321.1,307.76,328.45,328.45,330.6,333.98,322.79,326.94,319.76,320.13,318.97,323.47,331.94,339.04,345.06,351.71,346.65,343.56,L5
2005-06-26 21:41:16+00:00,,300.575,303.39,301.74,299.16499999999996,298.31,308.435,323.355,322.195,330.67,326.57,319.55,327.99,330.62,,309.2966666666667,,,,325.45500000000004,305.58500000000004,323.62,318.03499999999997,300.33,321.6766666666667,300.045,297.49,315.445,325.4,305.015,323.725,326.09000000000003,328.755,332.17,314.28,325.45,317.24,322.89,322.85,327.765,335.255,345.355,351.41999999999996,357.275,348.005,345.485,L5
2005-07-12 21:41:23+00:00,,300.575,303.39,296.84000000000003,296.5833333333333,300.86333333333334,308.4266666666667,313.7366666666667,316.6766666666667,329.72,324.2133333333333,316.5,327.99,330.62,,309.2966666666667,,,,323.04333333333335,303.80333333333334,325.1166666666667,318.65333333333336,295.19666666666666,314.97249999999997,296.78333333333336,287.40333333333336,311.00666666666666,322.31,301.71,321.06666666666666,323.43,326.7966666666667,333.21333333333337,305.8066666666667,325.50666666666666,317.19666666666666,319.9066666666667,320.1,326.0733333333333,332.69,344.3233333333333,350.6166666666666,354.3066666666667,347.5133333333333,345.90000000000003,L5
2005-07-28 21:41:34+00:00,,301.40333333333336,303.39,295.29333333333335,298.57,304.285,311.7575,316.8575,317.805,332.6366666666667,326.5225,314.4075,324.9066666666667,322.065,,309.2966666666667,,,,324.4925,307.76750000000004,326.01750000000004,316.85,294.0125,311.46799999999996,294.4525,282.2375,309.3125,320.6725,301.895,318.10249999999996,323.88,326.6,334.52,310.4825,326.5275,315.5375,317.455,318.0325,325.7975,331.2575,342.5875,349.225,355.2425,348.505,346.805,L5
2005-08-29 21:41:46+00:00,,301.40333333333336,303.39,295.29333333333335,298.57,304.285,311.7575,316.8575,317.805,332.6366666666667,326.5225,314.4075,324.9066666666667,322.065,,315.5566666666667,,,,324.4925,307.76750000000004,326.01750000000004,316.85,294.0125,311.46799999999996,294.4525,282.2375,309.3125,320.6725,301.895,318.10249999999996,323.88,326.6,334.52,310.4825,326.5275,315.5375,317.455,318.0325,325.7975,331.2575,342.5875,349.225,355.2425,348.505,346.805,L5
2006-01-20 21:43:37+00:00,,303.06,,292.2,304.53,314.55,321.75,326.22,321.19,338.47,333.45,308.13,336.195,332.47,343.66,313.52,,,,328.84,319.66,328.72,311.44,310.46,313.15,308.66999999999996,266.74,322.755,333.93,327.315,309.21,343.40999999999997,342.16499999999996,351.84000000000003,324.51,339.76,328.68,324.91,329.40999999999997,338.295,341.21,350.16499999999996,357.28499999999997,358.05,351.48,349.52,L5
2006-02-21 21:44:44+00:00,,,,,,,,,,,,,353.65,351.43,343.66,313.52,,,,,,,,316.03,328.85,329.88,,341.28,343.71500000000003,338.315,331.07,348.02,345.69,348.67,,334.20500000000004,331.4,327.43,332.675,340.71500000000003,343.765,352.71000000000004,361.04999999999995,,,,L5
2006-04-10 21:45:17+00:00,,,,,,,,,,,,,353.65,351.43,348.645,307.605,,,,,,,,326.00333333333333,337.56,332.955,,341.28,343.71500000000003,341.1766666666667,331.07,348.02,345.69,348.67,,334.20500000000004,331.4,327.43,332.675,340.71500000000003,348.32666666666665,352.71000000000004,361.04999999999995,,,,L5
2006-06-13 21:46:13+00:00,,,,,289.31,,,,,,335.6,331.18,346.19,346.28499999999997,348.645,307.605,,,,,327.72,,321.7,321.235,331.82666666666665,322.50666666666666,,331.55999999999995,338.86333333333334,333.555,331.4,343.8066666666667,339.87,343.52,294.23,332.6466666666667,329.1666666666667,326.06666666666666,327.53000000000003,338.01666666666665,345.0675,348.75333333333333,358.43,352.59,,,L5
2006-06-29 21:46:52+00:00,,,,,289.31,,,,,,335.6,331.18,346.19,346.28499999999997,348.645,311.5,,,,,327.72,,321.7,321.235,331.82666666666665,327.195,,331.55999999999995,338.86333333333334,333.555,331.4,343.8066666666667,339.87,343.52,294.23,332.6466666666667,329.1666666666667,326.06666666666666,327.53000000000003,338.01666666666665,345.0675,348.75333333333333,358.43,352.59,,,L5
2006-09-01 21:47:19+00:00,,,,,289.31,,,,,,335.6,331.18,352.755,341.14,354.105,320.05333333333334,356.24,,,,327.72,,331.78,331.9066666666667,337.00666666666666,328.9375,,321.84,329.16,335.0,331.73,335.38,328.23,333.22,294.23,329.53,324.7,323.34,317.24,332.62,346.37,340.84,353.19,352.59,,,L5
2006-09-17 21:47:31+00:00,,,,,289.31,,,,,,335.6,331.18,358.42,352.27,355.33,320.5425,356.24,,,,327.72,,331.78,334.885,340.3175,331.628,,321.84,329.16,337.27750000000003,331.73,335.38,342.415,333.22,294.23,338.40999999999997,324.7,323.34,317.24,332.62,346.37,340.84,353.19,352.59,,,L5
2006-12-06 21:48:41+00:00,324.49,290.32,282.9,280.19,285.985,,282.32,,,295.36,321.75,312.015,358.42,352.27,356.18,323.3566666666667,356.24,,,,327.72,,331.78,331.19666666666666,338.3333333333333,330.5275,274.0,321.84,308.19000000000005,334.07000000000005,331.73,312.97,342.415,333.22,294.23,338.40999999999997,308.405,305.145,307.88,311.94,315.745,323.76,333.08500000000004,334.025,319.88,321.55,L5
2007-01-07 21:48:55+00:00,324.49,290.32,282.9,280.19,282.66,,282.32,,,295.36,307.9,292.85,366.7,359.90999999999997,353.58,320.1133333333333,351.6,,,,,,341.86,341.9433333333333,345.3033333333333,340.94,308.11,353.39,287.22,346.2533333333334,,290.56,355.645,351.8,,345.545,292.11,286.95,298.52,291.26,296.2,306.68,312.98,315.46,319.88,321.55,L5
2007-02-08 21:48:38+00:00,326.11,290.32,282.9,295.07,282.66,,282.32,,,295.36,307.9,307.375,354.705,359.90999999999997,353.58,320.1133333333333,351.6,,,326.0,,304.76,322.135,331.9475,333.955,332.635,308.76666666666665,336.26,305.345,339.02000000000004,322.73,305.195,342.82,351.8,280.69,330.99666666666667,294.49,286.44,298.25,305.385,306.51,322.63,324.735,330.06,329.885,319.35,L5
2011-01-02 21:43:35+00:00,,,,,,,,,,,,342.3,354.11,352.92,350.57,305.94,358.44,,,,,,,330.39,335.38,,,,,,,,,,,,,,,,,,,,,,L5
2011-03-07 21:43:36+00:00,331.4,,,,309.96,,319.44,,332.11,,330.16,328.40999999999997,343.13,352.92,350.57,305.94,358.44,,,341.97,317.8,328.83,321.28,314.685,327.555,313.38,312.45,317.93,329.29,321.76,335.75,325.47,327.89,329.22,332.14,320.42,317.33,312.21,319.97,327.24,322.38,341.19,350.93,,,,L5
2013-04-29 21:55:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,335.8,338.27,343.2,332.93,,337.6,348.62,339.01,,,330.87,327.06,335.81,,341.15,351.5,,359.86,,,L8
2013-05-31 21:55:43+00:00,,,,,,,300.03,323.84,318.98,328.94,322.62,,,,,,,,,,,,,272.89,310.3,305.04,323.07,327.26,334.93,320.155,329.78,325.25,338.61,328.82,,322.94,323.17,319.95500000000004,328.265,322.69,332.525,344.375,349.6,352.18,345.62,,L8
2013-08-19 21:56:06+00:00,,,,,,,300.03,323.84,318.98,328.94,322.62,340.23,,,340.45,282.5,,,,,,,,295.5,310.3,319.78499999999997,323.07,327.26,334.93,320.155,329.78,325.25,338.61,328.82,,322.94,323.17,319.95500000000004,328.265,322.69,332.525,344.375,349.6,352.18,345.62,,L8
2013-12-09 21:55:16+00:00,,,,,322.67,,326.54,,339.13,,347.95,339.03,357.99,343.19,343.66499999999996,288.66999999999996,344.99,,,,,,327.16,322.08000000000004,,334.53,333.61,339.01,345.57,332.63,,338.18,,338.29,,338.02,327.79,324.9,,333.9,337.47,347.8,356.49,,,,L8
2014-01-10 21:55:19+00:00,,,,,322.67,323.23,325.74,340.1,338.49,349.57,347.1,336.2133333333333,354.93,343.355,340.03666666666663,290.74333333333334,344.27,350.31,351.86,,,348.66,327.115,322.7366666666667,327.99,333.05999999999995,333.71500000000003,338.71000000000004,345.57,332.39,,338.18,,338.29,,339.57,328.13,325.42499999999995,,333.9,337.47,347.8,359.145,,,,L8
2014-02-11 21:54:56+00:00,325.06,297.82,302.23,301.16,310.515,323.23,325.74,318.115,330.98333333333335,338.84000000000003,339.00666666666666,329.92,354.93,343.355,340.03666666666663,290.74333333333334,344.27,350.31,351.86,,,331.14,314.2766666666667,314.805,316.13,324.5566666666667,325.93,331.1066666666666,336.35,324.0133333333333,297.5,324.45500000000004,316.05,324.86,,330.96666666666664,322.55333333333334,318.59,318.17,325.245,329.37,339.57,354.42333333333335,340.17,339.18,,L8
2014-03-15 21:54:10+00:00,324.725,297.73,302.23,301.16,307.0566666666667,316.095,317.2866666666667,314.41,327.59250000000003,337.91,336.3075,322.93,354.93,343.355,339.8299999999999,294.865,344.27,350.31,351.86,,,331.14,314.2766666666667,304.0425,305.5233333333333,318.18333333333334,323.8,328.0225,334.82666666666665,322.1625,299.855,321.8966666666667,320.36,320.90333333333336,,328.15,321.315,316.7975,321.595,324.6933333333333,329.57,339.16,353.62,340.17,339.18,,L8
2014-05-18 21:53:35+00:00,324.725,297.73,302.23,301.16,307.0566666666667,313.06333333333333,314.9825,317.1675,326.488,336.105,333.944,319.024,354.93,343.355,339.8299999999999,294.865,344.27,350.31,351.86,,,331.14,314.2766666666667,301.88,305.5,311.9575,321.536,325.96,333.3175,319.23,308.10999999999996,316.02750000000003,323.3433333333333,320.855,,326.354,320.152,316.284,322.12333333333333,324.72999999999996,329.315,339.16499999999996,352.864,341.915,343.1,,L8
2014-06-19 21:53:23+00:00,324.725,297.73,302.23,301.16,299.25,313.06333333333333,311.13000000000005,317.1675,323.3275,336.105,330.4425,314.3225,351.87,343.52,332.78,294.89,343.55,350.31,351.86,,,331.14,307.83500000000004,291.596,305.37600000000003,305.78000000000003,317.092,321.87199999999996,328.875,312.292,310.43,304.21,323.5425,315.0525,,322.142,317.394,314.38800000000003,322.115,322.1225,326.6675,337.12,351.82399999999996,342.56333333333333,343.1,,L8
2014-07-05 21:53:29+00:00,324.725,297.73,302.23,301.16,299.25,313.06333333333333,307.0825,318.174,322.804,334.526,328.816,314.3225,351.87,343.52,332.78,294.89,343.55,350.31,351.86,,,328.9433333333333,303.8633333333334,289.8233333333333,305.49333333333334,303.6383333333333,316.935,321.6166666666666,329.07000000000005,311.9483333333333,314.7,304.6,324.9,316.306,335.11,321.8883333333333,317.17833333333334,314.5133333333333,322.466,322.864,326.482,337.786,351.5183333333334,342.5975,343.85999999999996,,L8
2014-07-21 21:53:33+00:00,324.725,297.73,302.23,301.16,299.25,307.98,301.12999999999994,312.6925,319.0425,330.76500000000004,324.4575,308.9033333333333,,,,,,,,,,319.08500000000004,292.26000000000005,280.98499999999996,301.17333333333335,295.04333333333335,312.9783333333333,318.14,328.695,306.37333333333333,310.98499999999996,304.45166666666665,324.5,316.325,335.11,318.0166666666667,314.745,312.59333333333336,321.75666666666666,322.1133333333333,325.97166666666664,337.62,349.3066666666667,342.4,342.8925,325.02,L8
2014-08-06 21:53:41+00:00,324.725,297.73,302.23,301.16,299.25,307.98,301.12999999999994,312.6925,319.0425,330.76500000000004,324.4575,308.9033333333333,,,,,,,,,,319.08500000000004,292.26000000000005,279.52,300.7,292.90285714285716,311.0057142857143,318.0357142857143,328.25714285714287,304.07714285714286,310.9685714285714,303.7085714285714,323.2085714285714,315.95714285714286,335.11,316.93,314.02857142857147,312.62,321.1328571428571,321.58,324.9057142857143,336.96999999999997,348.88,341.8216666666667,341.616,322.78999999999996,L8
2014-09-07 21:54:12+00:00,324.39,297.64,,,300.14,307.98,301.12999999999994,318.2133333333333,320.06666666666666,331.65000000000003,325.00333333333333,317.53999999999996,346.49,350.28,346.6,280.08,,,,,,324.55,313.915,285.27285714285716,300.105,290.46166666666664,314.95285714285717,321.7457142857143,328.445,303.5466666666667,313.2133333333333,309.1014285714286,328.1242857142857,316.71166666666664,335.11,317.4583333333333,314.4666666666667,313.90333333333336,321.6266666666666,322.4116666666667,325.5116666666667,337.9083333333333,349.53,342.15200000000004,342.22499999999997,322.78999999999996,L8
2014-09-23 21:53:45+00:00,,,,,,307.0,301.50499999999994,323.81999999999994,321.39,329.45000000000005,323.4,323.4033333333333,345.315,346.67499999999995,342.17,280.01,346.1,354.34,352.68,,,324.55,319.09666666666664,292.25142857142856,308.54833333333335,293.01166666666666,318.55571428571426,324.74000000000007,331.04,306.665,315.41399999999993,313.0885714285714,331.5185714285714,322.31,335.11,320.925,313.84000000000003,317.695,320.948,322.17600000000004,328.02500000000003,340.23333333333335,351.16,342.15200000000004,342.22499999999997,322.78999999999996,L8
2014-10-25 21:54:16+00:00,,,,,,307.0,301.50499999999994,323.81999999999994,321.39,329.45000000000005,323.4,325.3025,342.72333333333336,345.27666666666664,342.17,283.38666666666666,338.98,354.34,352.68,,,324.55,321.2375,295.025,311.52571428571434,297.9185714285714,319.6575,325.71500000000003,331.04,310.34000000000003,315.41399999999993,313.0885714285714,331.5185714285714,322.31,335.11,320.925,313.84000000000003,317.695,320.948,322.17600000000004,330.2442857142857,340.23333333333335,351.16,342.15200000000004,342.22499999999997,322.78999999999996,L8
