dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,nzd0279-0050
2021-07-08 21:53:58.887000,L8,378.79,368.88,357.64,351.80,363.36,,,,,,,336.27,393.89,389.47,376.12,372.04,357.96,353.28,344.67,341.54,329.72,316.57,293.04,316.09,303.81,324.50,297.96,300.72,310.41,305.57,304.34,283.48,291.82,314.52,265.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.32,52.44,98.98,96.73,114.48,
2021-07-24 21:54:04.359000,L8,414.14,399.32,390.91,388.92,394.11,400.35,404.14,408.23,415.68,424.11,427.53,414.95,413.58,414.31,399.89,400.06,382.37,370.75,365.97,364.38,352.11,342.71,345.64,347.95,341.18,346.58,345.91,343.45,346.12,346.05,346.40,347.35,349.29,355.58,353.88,349.63,351.80,353.03,370.01,372.97,376.03,389.91,394.19,391.83,385.06,377.70,370.68,370.69,365.35,360.13,349.97,347.39,345.11,345.32,342.75,340.98,337.26,337.37,336.83,337.09,335.95,332.71,335.57,334.72,338.42,339.85,346.70,349.01,22.33,6.93,278.15,360.96,369.12,375.39,19.52,62.64,101.10,130.56,125.53,355.65,357.63
2021-08-09 21:54:11.490000,L8,394.31,382.79,376.57,382.02,383.92,388.58,393.52,393.46,400.57,414.88,418.06,402.96,404.37,397.19,389.64,379.10,367.46,362.95,354.95,349.63,341.04,335.16,332.03,333.38,331.76,338.41,332.75,334.96,334.94,333.04,336.17,336.60,334.19,342.39,324.60,289.22,287.09,,,,,351.10,371.07,356.80,333.68,,,,,,302.94,313.52,316.03,304.04,321.36,316.09,316.44,300.46,315.77,306.80,316.53,317.66,321.66,302.07,,298.31,327.42,333.14,334.92,340.62,,,,,6.02,43.43,73.99,109.49,108.75,119.88,
2021-08-25 21:54:16.007000,L8,,,,,,,,,447.20,444.77,433.65,423.28,431.97,420.73,408.05,,,,,,353.55,342.86,345.43,351.76,342.49,346.90,349.97,347.14,346.30,346.75,348.16,347.83,348.79,354.26,354.79,352.99,354.61,356.17,370.80,372.83,379.61,387.55,393.55,392.72,386.88,379.73,372.97,370.57,364.86,359.12,350.56,347.48,345.17,343.71,341.60,341.78,336.23,335.50,335.38,336.23,333.39,331.15,333.51,335.90,338.75,339.10,341.89,345.01,349.16,14.20,283.72,360.31,368.86,376.62,17.62,57.30,96.88,132.03,116.21,131.33,354.28
2021-09-10 21:54:20.775000,L8,,,,,,,,409.79,420.56,429.92,432.35,416.66,413.26,416.18,403.10,385.26,382.96,375.78,370.50,376.44,355.81,341.94,344.85,349.69,340.27,346.15,346.09,342.46,343.61,345.22,346.91,348.43,348.41,353.13,353.89,351.70,350.81,354.86,365.16,368.27,375.44,384.78,393.33,391.89,386.07,379.35,378.32,384.26,371.37,364.96,354.94,351.38,346.28,344.41,343.49,341.25,335.21,336.75,334.76,334.99,331.85,331.35,334.86,336.26,336.46,337.07,342.77,351.45,351.31,354.59,286.05,360.24,122.83,375.40,22.47,58.32,113.36,134.47,116.05,136.53,362.48
2021-10-12 21:54:29.370000,L8,,,382.67,386.04,389.40,393.81,399.38,403.40,411.34,418.15,424.90,408.79,407.58,399.41,386.68,381.01,373.68,366.88,355.39,352.10,340.66,337.76,339.32,337.99,334.65,341.06,336.76,337.46,337.06,335.45,338.40,341.76,340.19,346.81,339.40,339.80,325.53,336.98,355.71,354.62,,375.24,382.01,373.06,373.01,338.19,354.74,351.14,343.25,344.21,323.08,334.54,335.76,330.49,332.17,331.67,324.46,325.77,326.30,325.73,325.10,324.86,326.60,328.39,329.18,329.44,334.19,337.50,340.77,346.27,51.30,294.16,361.35,366.95,6.93,44.70,85.53,112.37,112.29,130.00,275.10
2021-11-08 21:54:51.497000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.29,122.44,155.04,21.12,64.45,116.87,126.32,118.30,126.96,
2021-12-07 21:54:26.664000,L9,,,,,,,,,436.95,422.67,445.14,432.76,423.97,416.45,396.32,383.70,381.55,371.70,371.71,358.02,352.17,344.07,351.23,361.05,351.40,358.76,355.94,342.10,344.24,337.19,342.05,348.21,345.52,351.54,344.73,345.55,335.65,342.15,361.56,358.66,,381.04,384.73,379.02,375.14,364.72,363.35,359.38,354.51,352.47,336.75,341.10,341.28,338.67,337.94,337.76,332.25,335.67,331.78,333.89,333.60,332.10,333.05,340.68,335.54,334.69,340.46,37.02,34.82,46.89,55.50,354.41,364.37,166.23,10.72,55.46,97.51,116.43,106.32,119.55,348.29
2021-12-23 21:54:21.811000,L9,,,,396.14,390.98,396.12,401.41,405.00,411.52,420.74,425.21,413.65,411.56,418.20,397.69,385.90,387.23,369.20,360.95,374.00,348.53,344.79,340.67,347.99,338.92,344.27,341.67,341.35,343.64,342.94,343.33,345.53,351.95,352.24,335.71,340.92,305.81,349.70,326.22,341.10,335.61,382.66,370.85,378.48,385.31,353.13,374.81,362.65,351.85,354.80,339.20,286.03,292.58,360.99,331.80,333.72,313.25,327.35,327.43,330.92,309.77,262.23,,,315.34,334.52,342.62,336.74,348.28,32.96,51.96,358.82,366.71,373.51,38.67,57.15,115.50,131.82,120.73,131.89,341.25
2021-12-31 21:54:19.245000,L8,,,382.95,385.58,388.78,394.82,400.28,402.14,411.16,419.80,424.30,411.95,408.69,403.95,396.06,384.65,379.74,369.16,359.59,354.42,348.88,341.08,339.67,341.64,337.76,342.85,341.88,341.51,342.74,342.36,342.77,346.10,345.45,350.64,349.66,347.02,337.58,347.89,364.46,362.73,371.92,384.53,391.51,383.04,378.46,372.97,366.59,364.51,358.37,357.08,342.08,344.61,345.07,340.02,340.36,339.66,335.50,334.34,332.77,333.49,333.55,334.35,334.01,335.59,340.52,339.53,343.52,26.12,17.58,9.99,266.67,360.79,369.10,377.20,180.52,377.44,376.36,371.07,368.79,349.66,354.14
2022-01-08 21:54:19.756000,L9,,,389.36,387.21,390.72,397.29,402.98,407.05,413.50,421.17,425.32,414.40,412.65,408.83,398.01,389.30,379.92,369.29,365.37,356.46,350.54,342.03,343.03,346.78,339.95,345.26,345.07,341.47,344.31,346.04,342.66,346.49,348.43,352.88,352.60,349.65,342.38,351.01,367.42,364.12,293.98,383.60,391.70,386.94,381.14,375.73,371.63,366.06,358.69,358.63,346.48,347.20,344.70,343.39,341.20,341.22,336.06,337.56,334.01,335.06,334.80,335.29,335.33,336.43,338.29,338.55,343.47,347.76,18.40,31.23,278.08,363.20,371.88,378.16,15.13,57.52,101.10,130.73,117.18,132.23,355.72
2022-02-01 21:54:12.645000,L8,,,,,397.01,404.32,415.98,425.62,431.89,451.03,451.10,446.17,433.93,,,,,,,,363.06,364.04,345.97,369.54,366.60,368.05,347.80,347.34,347.66,347.54,350.41,348.28,350.62,356.36,354.76,354.44,358.77,358.92,371.16,373.76,382.67,387.73,394.29,392.26,386.25,382.18,377.74,370.90,364.00,361.44,351.29,347.06,345.67,343.44,342.24,341.47,339.15,337.64,336.23,337.73,334.37,335.22,336.09,335.53,339.01,340.96,346.84,348.39,351.59,355.03,295.62,363.59,371.37,377.27,382.54,378.45,379.42,374.76,287.65,351.83,359.30
2022-02-17 21:54:07.419000,L8,,398.76,381.72,384.61,389.34,392.64,400.65,404.43,412.77,419.73,425.13,412.54,410.79,407.41,395.96,386.65,378.88,368.55,362.48,356.55,347.97,341.27,342.71,341.09,338.97,344.74,342.49,341.60,344.16,342.61,342.85,344.86,346.29,351.47,351.02,348.06,342.47,347.27,367.41,363.83,371.23,382.09,391.68,384.32,380.27,370.84,361.74,364.96,355.81,356.27,337.76,346.60,344.32,340.75,341.35,339.10,336.39,334.93,334.72,335.26,334.82,333.50,333.78,335.65,339.22,341.89,344.43,345.64,353.88,358.60,278.79,362.15,371.43,377.60,24.64,62.72,104.76,130.78,117.68,131.34,351.02
2022-02-25 21:54:08.810000,L9,,,,,406.36,399.52,405.55,409.01,418.62,425.03,432.60,419.24,440.93,421.48,400.75,,,,,,355.92,346.44,345.74,348.69,343.56,347.88,348.43,347.59,348.06,348.78,348.11,349.81,351.84,356.39,358.42,357.84,360.75,360.64,373.15,375.14,383.49,390.63,395.13,395.07,389.00,383.74,378.66,371.75,366.98,362.51,353.61,352.16,349.66,343.14,343.38,343.83,341.04,340.52,338.80,338.69,337.73,336.09,336.45,337.13,340.31,343.47,347.59,349.08,355.53,358.04,347.00,365.37,373.92,381.31,385.57,381.10,380.96,376.97,373.43,357.26,361.01
2022-03-05 21:54:04.613000,L8,,,389.56,387.64,391.49,395.94,402.90,406.41,414.12,422.48,426.14,412.20,411.55,408.97,397.26,385.53,380.04,369.61,362.94,355.74,350.27,341.31,343.60,346.02,341.42,345.14,344.72,342.12,344.45,344.42,344.34,344.42,346.85,352.48,350.88,349.92,347.13,345.89,368.50,365.62,376.96,383.87,390.15,386.24,382.22,375.33,369.88,365.30,359.55,358.23,345.28,347.32,345.06,340.80,340.13,340.74,337.49,335.57,334.40,333.97,334.23,332.97,333.16,335.06,338.14,339.71,343.42,346.23,351.39,353.47,278.93,360.96,370.32,376.96,381.82,376.88,377.70,373.66,369.55,351.81,353.49
2022-04-14 21:53:55.388000,L9,396.22,389.07,383.67,386.49,390.12,402.12,406.55,410.55,433.36,,,,,,,,,,379.00,352.14,351.29,347.59,346.38,349.64,345.90,348.39,348.21,346.52,347.63,346.87,348.99,348.19,349.98,354.38,354.40,352.47,353.26,358.18,371.83,373.02,379.94,387.79,393.52,390.18,385.15,376.09,373.85,368.56,360.02,358.38,347.12,347.96,347.03,344.13,341.55,341.32,338.18,335.19,334.88,334.40,334.74,333.81,334.30,335.07,339.21,341.72,344.41,345.75,350.44,353.52,283.98,359.23,367.93,376.20,23.51,66.94,105.43,127.71,129.57,352.40,353.45
2022-04-30 21:53:48.861000,L9,,,394.88,398.56,394.23,398.83,405.29,403.53,414.36,423.33,428.15,415.39,413.65,414.07,397.93,394.40,380.12,370.51,364.70,355.84,351.49,347.43,343.57,344.83,342.52,345.99,345.32,343.72,347.57,346.66,347.40,349.20,349.99,354.15,354.12,353.10,352.91,356.63,371.99,372.11,380.22,387.31,395.51,393.74,386.31,379.78,376.19,369.58,362.63,359.29,350.14,348.33,347.56,344.12,342.55,342.06,337.58,335.72,335.80,334.13,333.73,332.99,335.93,336.34,338.39,340.14,344.31,347.79,350.19,354.39,288.10,362.20,369.57,376.33,28.64,62.40,102.43,127.04,129.12,312.30,357.10
2022-05-16 21:53:38.268000,L9,381.73,373.83,367.30,365.83,366.52,311.93,343.56,,,,,341.12,394.49,388.02,379.86,371.63,359.02,356.41,342.57,342.09,329.96,315.41,296.72,323.21,306.53,329.33,301.72,298.98,314.95,309.26,307.78,294.93,295.67,313.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79,63.14,102.00,103.38,73.18,
2022-05-24 21:54:00.511000,L8,,,391.57,392.59,394.62,398.01,403.37,403.91,413.16,422.77,427.59,415.44,413.23,405.78,398.35,385.52,380.04,370.33,364.62,355.75,352.37,343.54,344.12,347.54,341.95,345.81,345.01,343.64,346.42,346.45,348.09,347.84,349.32,353.82,354.50,352.20,352.72,357.02,371.97,371.28,381.70,389.38,394.53,392.84,387.17,381.13,373.29,369.32,364.96,360.66,351.65,348.94,348.00,344.78,341.65,341.53,337.90,337.80,335.06,335.27,335.58,336.70,336.67,336.93,341.25,341.60,345.55,348.96,353.52,359.29,279.68,147.92,369.94,380.05,385.38,377.20,376.12,372.74,369.49,355.77,354.08
2022-06-17 21:53:43.729000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,366.63,351.48,354.68,356.47,352.68,355.09,357.40,356.36,358.45,359.89,360.00,364.33,366.78,377.13,381.32,385.03,393.71,401.14,399.32,392.39,387.21,383.38,378.24,370.63,365.71,358.44,352.68,352.43,350.43,348.32,345.26,342.23,341.56,338.65,340.15,338.01,339.04,340.78,339.23,342.67,345.29,347.10,351.31,355.68,40.91,295.44,365.00,372.94,378.55,18.09,59.96,101.78,124.76,120.51,132.70,364.88
2022-06-25 21:54:18.556000,L8,,,399.70,401.69,400.30,406.97,406.53,407.31,414.87,429.68,433.84,419.13,418.76,415.68,401.03,395.62,383.51,377.13,368.35,361.47,354.02,350.74,346.50,350.93,347.73,347.80,348.51,349.03,351.17,349.21,352.25,353.75,351.42,355.27,356.79,355.66,355.75,363.51,374.42,375.87,381.83,391.95,398.20,396.91,389.14,383.97,378.25,372.34,367.95,363.88,355.40,350.99,350.16,347.92,345.69,344.27,340.41,340.85,337.45,337.14,336.81,337.15,340.49,339.75,343.61,344.48,347.78,351.21,356.23,11.23,289.63,147.76,117.37,379.39,30.71,66.82,106.87,127.84,370.47,355.30,359.75
2022-07-03 21:53:56.330000,L9,,,,,,,405.18,408.69,415.62,424.15,434.00,422.85,414.14,413.79,400.39,398.46,385.07,375.52,369.70,369.47,355.13,351.55,348.07,351.44,343.57,348.33,349.88,350.31,351.72,350.85,353.92,355.52,353.83,359.58,359.03,358.20,362.71,365.65,375.79,379.74,383.80,393.35,399.48,398.84,392.15,385.58,380.36,377.84,371.37,363.64,357.91,353.15,351.58,350.38,348.36,346.04,343.70,341.23,339.07,340.62,339.72,339.23,340.13,340.02,344.36,346.14,350.19,354.20,357.13,12.47,49.04,367.59,374.07,380.61,384.82,381.80,382.33,376.78,372.56,356.26,363.45
2022-08-04 21:54:10.992000,L9,414.50,392.83,385.43,388.37,391.72,398.53,404.74,406.01,414.01,423.40,427.52,414.62,412.22,408.84,398.78,387.91,381.75,370.59,364.52,361.29,353.20,342.40,346.06,349.16,340.85,346.85,347.24,342.63,346.93,347.89,349.37,350.24,348.95,356.26,356.44,353.44,352.65,352.95,371.17,376.18,375.67,390.39,396.98,394.13,386.99,379.55,372.92,372.40,367.36,361.64,354.68,348.72,347.15,346.81,343.63,342.84,338.84,338.02,336.21,337.73,336.32,336.65,335.75,336.84,341.46,342.03,346.76,351.65,356.38,39.32,283.91,362.72,370.77,160.00,23.21,64.09,99.74,124.35,124.05,356.36,357.92
2022-08-12 21:54:35.240000,L8,,,,,,414.14,406.51,407.87,415.23,428.24,432.92,420.54,414.08,413.96,399.38,386.01,382.93,378.92,357.82,364.01,350.91,340.66,343.91,350.41,345.30,,,,,345.37,340.62,342.28,332.89,347.21,338.84,311.80,298.93,,,,,,,,,,,,,,,,358.51,346.58,342.19,343.67,333.08,327.83,281.54,255.47,,,,,,283.13,340.14,337.42,338.40,342.83,,,,,,,,,,107.12,
2022-08-20 21:54:17.823000,L9,,,,,,,416.37,425.02,415.09,423.71,428.40,418.23,439.18,,,,,,,,353.39,343.61,346.68,349.16,342.51,346.37,347.20,345.89,347.45,348.42,350.30,348.24,350.65,356.74,357.47,352.58,357.91,355.50,370.43,376.07,378.02,389.95,396.68,392.74,386.66,379.21,372.70,371.39,365.19,361.62,352.01,348.61,346.62,345.02,342.96,342.32,339.03,336.60,336.44,337.30,335.97,334.84,335.87,336.61,340.79,342.77,347.53,350.70,352.67,356.23,293.00,360.46,370.00,377.07,23.58,63.30,103.60,126.43,371.21,356.76,358.19
2022-10-23 21:54:31.869000,L9,,,,388.17,392.64,396.65,402.18,404.53,411.98,420.31,425.73,416.26,411.66,399.82,394.74,384.12,377.77,369.10,364.22,354.37,349.20,342.08,343.50,343.79,340.17,344.39,344.00,341.36,344.49,346.17,344.40,347.33,348.61,352.47,354.46,352.23,344.72,352.99,367.65,370.24,377.99,391.47,394.79,390.89,386.45,376.29,370.87,369.08,364.69,360.62,351.90,347.46,344.35,342.39,341.12,341.30,335.97,334.87,334.84,335.91,335.19,335.72,336.12,337.24,340.51,339.42,347.99,351.72,353.65,356.66,279.85,364.97,122.53,379.16,18.32,57.21,96.01,119.56,123.63,353.71,355.91
2022-10-31 21:54:43.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.02,118.53,154.20,173.83,211.58,231.84,254.39,267.37,261.18,
2023-01-19 21:54:22.796000,L8,,,,,,,,,438.91,437.82,438.36,419.75,414.61,,,,385.65,378.97,366.71,359.71,356.74,343.00,345.31,347.70,341.10,345.77,346.38,346.25,345.12,346.23,348.79,348.54,348.35,353.86,353.86,353.40,354.10,359.22,370.35,371.33,380.71,387.26,394.13,391.36,385.70,381.25,376.30,370.72,363.74,358.91,349.88,347.84,349.01,343.74,340.66,341.90,337.85,335.35,333.91,335.32,335.07,334.72,333.84,334.79,338.60,337.18,342.43,345.21,347.43,352.45,304.43,360.21,368.87,376.49,379.18,377.35,374.70,369.36,368.10,351.28,356.62
2023-02-04 21:54:26.970000,L8,,,,,,,409.12,403.29,410.46,420.58,424.92,410.89,410.01,402.12,395.94,384.09,371.29,367.75,359.13,352.68,343.18,339.65,338.87,336.57,336.29,342.29,336.73,337.44,340.86,337.48,339.44,341.78,342.67,347.94,345.10,344.69,339.72,344.13,363.95,363.55,364.05,378.92,389.24,378.76,378.69,369.70,363.42,359.58,351.12,352.36,338.48,341.20,339.47,338.21,337.04,335.00,330.64,328.43,328.37,329.10,327.46,328.74,330.52,330.92,332.54,330.75,336.77,339.69,343.19,347.18,279.31,144.46,123.40,366.93,26.34,69.42,114.47,128.86,,,346.11
2023-02-20 21:54:13.700000,L8,,404.80,387.82,398.44,395.73,390.82,396.41,401.57,408.40,420.23,425.31,410.64,409.72,407.12,394.31,383.30,375.95,367.79,358.25,353.37,342.99,340.27,340.25,339.64,337.87,341.45,338.13,338.80,340.60,339.56,340.29,340.14,342.03,348.93,342.46,344.15,337.11,341.49,361.21,360.04,351.85,374.89,383.53,379.13,377.33,363.05,361.04,352.04,344.68,347.81,331.02,338.20,338.85,331.70,334.30,335.09,325.20,324.00,325.67,323.87,324.68,325.36,327.72,328.50,330.26,323.97,331.86,335.68,339.14,344.36,273.88,309.39,118.80,367.03,18.55,61.14,92.86,118.87,114.02,131.60,336.58
2023-03-08 21:54:02.815000,L8,394.00,397.70,388.19,390.45,395.82,389.42,377.72,397.43,401.37,417.90,423.00,407.75,411.54,402.47,394.89,383.15,371.34,367.33,357.92,352.42,346.19,343.34,338.99,339.05,337.03,340.86,335.48,336.35,339.08,335.05,338.08,340.12,337.96,347.20,337.86,330.11,325.70,332.39,354.37,352.39,,368.07,378.97,366.91,371.28,335.40,354.24,347.08,338.48,340.29,320.65,325.14,332.81,327.08,328.45,326.50,321.09,319.47,319.40,317.34,320.78,321.18,323.65,322.16,326.08,322.99,329.93,332.54,30.08,43.34,53.51,293.65,353.40,365.25,364.25,362.42,364.21,357.61,352.76,127.52,
2023-03-24 21:53:54.397000,L8,403.46,399.37,390.02,396.18,399.68,394.21,398.89,405.61,415.18,422.86,425.60,413.97,422.78,417.69,399.11,386.90,388.96,370.15,364.05,356.59,,345.04,342.39,339.56,342.13,345.90,342.35,341.23,345.62,345.19,342.74,347.34,350.46,354.05,353.59,352.82,348.05,355.73,366.50,367.64,373.52,386.57,394.27,389.40,382.36,375.59,370.37,365.53,359.35,355.99,345.31,344.77,344.31,340.53,340.62,338.73,332.58,331.79,330.68,332.37,332.49,329.60,333.96,334.45,335.83,334.86,340.01,342.01,344.50,349.28,281.80,359.31,367.74,375.08,12.16,58.51,100.46,117.01,109.35,128.64,354.01
2023-04-09 21:53:39.455000,L8,378.85,371.21,365.55,364.13,366.70,359.48,,,,,,341.76,392.25,383.52,372.71,369.06,355.76,350.75,345.41,341.30,331.39,321.28,296.70,317.01,309.18,327.59,297.50,301.83,275.08,304.73,307.42,306.81,289.20,313.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.00,320.00,318.02,,,,,,34.40,65.99,98.06,99.46,70.30,
2023-05-11 21:53:22.317000,L8,394.48,387.69,388.36,390.86,394.59,396.65,408.30,416.00,416.30,428.02,447.29,435.12,425.99,404.80,,,,,,,,370.86,370.00,366.08,363.77,367.26,350.43,351.32,352.84,353.00,375.89,368.10,368.87,370.69,362.55,361.43,365.61,369.26,380.05,381.77,389.04,396.42,401.52,399.98,392.16,390.54,380.10,377.58,366.58,371.69,358.38,354.92,354.82,349.47,316.13,,,,341.63,343.08,337.47,342.13,358.81,338.76,326.82,340.50,373.37,354.50,358.37,363.51,350.77,365.39,132.49,383.19,386.44,380.48,379.67,375.94,280.06,359.71,374.34
2023-05-27 21:53:23.179000,L8,378.73,372.77,362.13,365.05,366.02,365.51,,,,,,341.88,391.37,385.38,370.61,365.38,357.77,356.37,343.12,340.32,330.41,310.04,297.60,323.58,307.62,325.97,294.96,290.11,277.80,305.34,303.08,272.78,292.36,311.84,307.01,,,,,,,,,,,,,,,,,,,,,282.35,233.94,260.10,251.43,233.40,,,,,,,,,,,,,,,1.66,39.72,72.61,102.78,108.87,118.56,
2023-07-06 21:53:37.389000,L9,370.30,373.36,370.65,375.74,370.14,368.74,,,,,335.61,350.13,393.89,385.72,375.24,370.60,358.50,356.69,344.81,342.79,331.72,329.86,303.00,317.60,295.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.79,288.36,286.44,266.43,257.26,243.55,,,,,,300.14,317.73,330.83,330.00,329.57,,,,,0.64,40.73,74.21,102.17,102.92,118.46,
2023-07-14 21:53:46.848000,L8,,397.31,396.84,393.25,395.42,394.42,386.93,398.01,411.72,422.81,431.02,414.61,412.16,403.97,398.40,394.51,384.06,371.18,368.37,365.54,356.44,350.72,347.68,349.37,345.20,347.25,347.76,343.19,347.66,350.00,353.27,358.87,353.64,359.57,359.15,358.86,360.38,363.47,374.90,379.26,385.97,393.77,398.67,398.95,391.49,384.65,379.74,376.14,371.56,362.82,357.02,352.53,351.52,348.46,346.15,347.81,342.84,342.68,339.36,343.13,341.94,344.77,346.66,341.73,347.68,353.80,349.70,353.12,356.99,360.04,356.75,386.41,377.34,159.49,27.29,67.16,97.37,122.05,372.69,358.63,360.39
2023-07-30 21:53:54.420000,L8,405.12,393.00,400.32,399.51,399.28,407.79,390.81,397.98,403.71,423.63,428.03,413.91,412.28,399.50,396.20,384.63,380.33,370.14,365.95,356.45,354.86,346.82,345.43,347.61,343.32,345.55,345.94,346.14,346.66,347.34,350.10,353.48,350.39,355.59,357.89,354.32,357.02,363.75,373.78,376.71,382.42,392.22,398.08,395.29,389.90,382.78,374.84,370.51,366.60,363.37,352.34,350.09,348.61,346.68,341.97,343.93,340.21,337.61,335.42,336.24,337.03,335.82,335.96,337.52,342.27,341.34,346.31,26.13,353.40,36.17,350.25,365.23,371.25,379.28,189.12,377.89,376.39,374.54,370.95,302.20,356.30
2023-08-31 21:54:04.186000,L8,,,,,412.26,407.15,382.30,395.28,401.87,420.47,426.21,412.09,403.14,399.67,391.14,384.87,378.54,368.25,359.19,353.19,349.41,344.55,342.24,338.31,340.47,342.61,337.95,340.30,344.12,342.90,342.64,346.70,348.22,353.44,353.94,350.54,350.64,354.48,368.41,370.58,373.70,387.94,395.18,387.97,384.82,375.34,369.10,364.03,361.44,358.89,344.51,345.78,345.09,342.50,339.18,337.72,334.68,333.58,333.34,333.13,333.81,332.35,333.42,334.68,339.48,337.25,343.32,27.06,347.12,8.03,45.85,362.53,370.01,377.33,24.01,60.61,93.56,116.53,122.43,352.53,353.62
2023-09-16 21:54:08.428000,L8,,,,,,,,,414.51,423.63,445.38,436.21,415.66,416.51,406.48,407.28,,389.75,365.17,356.58,355.47,348.71,347.25,350.38,340.50,345.35,345.06,341.69,345.70,348.23,348.37,349.26,351.53,356.27,356.68,355.52,359.28,361.09,371.04,373.01,383.06,392.40,399.02,396.46,390.61,382.21,375.44,373.28,369.06,363.33,354.56,350.53,350.24,347.30,343.37,344.53,336.92,337.21,335.03,336.41,335.79,334.53,337.21,338.49,341.24,343.19,347.26,349.67,351.74,354.41,355.49,138.71,102.16,136.80,171.15,206.77,229.87,251.96,259.39,260.09,360.95
2023-10-18 21:54:12.973000,L8,,,,,,,390.27,395.43,406.64,419.85,426.37,411.72,414.25,399.54,385.70,383.15,387.89,370.15,363.65,355.87,350.42,342.85,344.23,345.15,341.63,344.46,342.46,341.52,345.53,345.68,344.83,348.24,350.89,355.84,357.33,355.30,357.89,359.97,371.41,374.64,381.42,393.00,396.84,394.58,390.56,379.48,374.32,369.41,365.62,361.27,350.98,349.67,346.74,346.04,343.21,343.41,338.02,336.43,334.25,335.81,337.93,334.28,335.81,338.44,340.63,342.73,347.44,349.76,353.13,355.34,37.28,367.71,372.87,379.94,381.35,377.55,378.51,373.77,372.07,357.57,358.42
2023-11-03 21:54:16.690000,L8,395.00,368.02,364.94,367.15,375.54,370.21,377.60,389.30,398.67,421.23,424.58,411.05,403.61,402.38,395.42,386.09,370.58,368.20,360.43,351.92,347.40,346.83,338.68,339.65,341.26,335.52,335.46,338.22,342.53,343.47,322.43,344.19,298.10,343.87,,,,,,,,390.40,353.47,338.92,379.68,373.52,365.51,366.39,357.79,333.60,331.29,342.53,338.95,337.46,335.55,335.23,330.87,328.90,327.74,325.30,327.71,328.08,328.95,330.53,331.82,331.05,336.16,338.11,22.39,345.54,266.52,353.93,129.49,369.78,369.77,366.53,366.83,363.23,355.91,346.17,345.78
2023-11-11 21:54:15.194000,L9,,,,,,385.44,387.86,394.25,402.86,418.88,426.47,412.78,403.88,398.97,394.15,384.03,393.69,369.22,364.50,354.05,351.19,345.51,342.96,342.42,341.95,343.79,338.59,340.30,344.30,346.49,345.34,349.38,350.68,354.20,356.97,356.05,357.06,362.62,371.05,373.60,381.27,391.73,396.56,391.48,389.83,380.30,374.12,370.52,365.04,361.82,349.65,348.09,347.86,344.58,342.42,341.44,337.99,336.92,334.22,336.30,336.05,338.18,339.12,338.82,341.07,340.76,346.75,23.25,13.55,25.82,352.54,368.66,376.20,380.88,19.99,64.48,93.38,118.03,369.32,354.49,358.81
2023-11-27 21:54:23.229000,L9,,,407.62,367.67,368.20,360.35,384.10,386.09,392.00,397.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.02,355.82,338.06,343.73,337.69,308.82,300.25,333.68,326.02,327.27,318.46,321.84,320.90,323.42,321.59,324.74,324.64,270.31,323.74,288.19,289.23,286.54,328.65,332.14,336.69,10.27,143.32,113.98,133.98,100.83,138.83,148.64,111.05,119.21,,268.24
