dates,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0027,nzd0559-0028,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0078
2024-04-14 22:26:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.28,291.97,259.71,307.1,273.08,295.49,285.59,304.05,282.41,263.22,261.18,277.72,310.53,,300.43,,,,,,,,,,,,,,,,,,,,315.86,,,,,,
2024-06-18 22:19:55+00:00,,,138.61,,,,,,,,,,,,277.53,260.73,267.83,232.25,231.62,,,,,,282.85,283.2,,,,,,,,,,,,,,,,310.3,271.96,294.88,281.35,,274.07,,,,,,,,,,,,,,,,,,,,280.28,291.97,259.71,307.1,273.08,295.49,285.59,304.05,282.41,263.22,261.18,277.72,,,,205.3,,,,,,,,,,252.97,,,267.76,333.9,280.44,,,288.13,315.86,,,,,271.94,
2024-07-12 22:20:12+00:00,,,142.615,268.68,269.95,,,,,,,,,,258.625,252.125,265.82,227.51999999999998,222.47500000000002,221.34,,280.68,,,269.11,278.92499999999995,,,,,330.25,,,,,,,,232.31,207.38,,310.3,265.12,279.125,281.35,,273.38,,,,,,,,,,,,,,,,,,,,280.28,291.97,259.71,307.1,273.08,295.49,285.59,304.05,282.41,263.22,261.18,277.72,,,,204.765,204.89,,,,,,,,241.51,253.82,277.82,,267.76,317.28999999999996,280.44,,,288.13,315.86,,,,,282.77,
2024-10-16 22:21:15+00:00,,,142.615,268.68,269.95,,,,,,,,,,258.625,252.125,265.82,227.51999999999998,222.47500000000002,221.34,,280.68,,,269.11,278.92499999999995,,,,,330.25,,,,,,,,232.31,207.38,,310.3,265.12,279.125,296.665,253.41,273.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.765,204.89,,,,,,,,241.51,253.82,277.82,,267.76,317.28999999999996,280.44,223.19,,288.13,,,,,,282.77,
2024-10-24 22:21:21+00:00,,,142.615,268.68,269.95,,,,,,,,,,258.625,252.125,265.82,227.51999999999998,222.47500000000002,221.34,,280.68,,,269.11,278.92499999999995,,,,,330.25,,,,,,,,232.31,207.38,,310.3,265.12,279.125,296.665,263.165,273.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.56,204.765,204.89,,,,,,,,241.51,253.82,277.82,,267.76,317.28999999999996,280.44,223.19,,288.13,,,,,,282.77,
2024-11-17 22:21:14+00:00,,,142.615,268.68,269.95,,,,,,,,,,258.625,252.125,265.82,227.51999999999998,222.47500000000002,221.34,,280.68,,,269.11,278.92499999999995,,,,,330.25,,,,,,,,232.31,207.38,,310.3,265.12,279.125,296.665,263.165,273.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.33000000000004,204.765,204.89,,,,,,,,241.51,253.82,277.82,,267.76,317.28999999999996,280.44,223.19,,288.13,,,,,,282.77,
2024-12-10 22:26:57+00:00,,,142.615,268.68,269.95,,,,,,,,,,258.625,252.125,265.82,227.51999999999998,222.47500000000002,221.34,,280.68,,,269.11,278.92499999999995,,,,,330.25,,,,,,,,232.31,207.38,,310.3,265.12,279.125,296.665,263.165,273.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.26,,294.33000000000004,204.765,204.89,,,,,,,,241.51,253.82,277.82,,267.76,317.28999999999996,280.44,223.19,,288.13,,,,,,282.77,
2024-12-26 22:27:01+00:00,,,146.62,268.68,269.95,,,,,,,,,,239.72,243.52,263.81,222.79,213.33,221.34,,280.68,,,255.37,274.65,,,,,330.25,,,,,,,,232.31,207.38,,,258.28,263.37,311.98,263.165,272.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.59,288.29,311.525,,294.33000000000004,204.23,204.89,,,,,,,,241.51,254.67,277.82,,,300.68,,223.19,,,,,,,,293.6,
2025-04-25 22:26:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.59,288.29,317.0933333333333,,306.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 22:26:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.56,292.07,258.27,307.19,259.12,,286.54,293.31,282.88,258.16,275.525,273.475,317.0933333333333,,306.1,,,,,,,,,,,,,,,,,,,,,,,,,,
