dates,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0011,nzd0384-0042,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073,nzd0384-0059,nzd0384-0060,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069,satname
2000-09-06 21:57:58+00:00,,,,,,,230.84,237.02,240.8,234.9333333333333,253.41333333333333,254.01666666666665,258.4266666666667,273.29333333333335,275.8433333333333,283.7425,280.54999999999995,283.3533333333333,294.04,,,,311.13,,,,,,,,,,,,,,,,339.525,,,,,,,,,,254.91,,,,,,,,,,293.21,367.07,,,,,,,,,,,336.74,335.83,,347.39,L7
2000-11-09 21:57:33+00:00,,,,,,,,,,237.06,253.02,253.84500000000003,258.115,276.03499999999997,281.59000000000003,275.18,275.4,282.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.985,,,,,,,,,,293.21,367.07,,,,,,,,,,,336.74,335.83,,347.39,L7
2000-12-11 21:57:36+00:00,,,,,,,227.46,233.32,230.93,237.13666666666666,251.36,254.13333333333333,259.7633333333333,276.02,280.2033333333333,277.555,281.215,282.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.1166666666667,,,,,,,,,,293.21,367.07,,,,,,,,,,,336.74,335.83,,347.39,L7
2001-02-13 21:57:39+00:00,,,,,,,227.46,233.32,230.93,235.51666666666668,246.59,253.2733333333333,260.1233333333334,274.27,277.59999999999997,278.25,283.53999999999996,283.0,287.64,,,312.16,311.15,313.8,320.15,,,325.54,,,,,,,,,,,333.35,,,,339.43,,,,,,252.96666666666667,,,,,,,,,,293.21,367.07,,,,,,,,,,,336.74,335.83,,347.39,L7
2001-07-07 21:56:36+00:00,,,,,,,,,,227.3,240.71,248.01,255.89,264.37,268.52,276.57,280.05,283.0,287.64,,,312.16,311.15,313.8,320.15,,,325.54,,,,,,,,,,346.69,333.35,,,,339.43,,,,,,246.9,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-08-08 21:56:12+00:00,,,,,,,,,,232.705,247.87,247.89,256.51,266.76,266.79499999999996,279.95,282.40999999999997,285.325,291.63,302.21,,312.16,314.65,316.025,321.46,,,326.275,,,,,,,,,,346.69,333.35,,,,340.73,,,,,,248.185,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-08-24 21:56:00+00:00,,,,,,,235.49,237.13,240.44,238.395,252.84,249.84999999999997,257.695,267.515,267.48,280.75,281.33,281.205,288.5,295.47,,,314.42499999999995,315.72,322.77,,,327.01,,,,,,,,,,342.745,,,,,342.03,,,,,,250.035,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-09-25 21:55:40+00:00,,,,,,,234.755,241.015,245.905,239.54,256.1033333333333,253.60999999999999,262.25,274.0733333333333,273.5566666666667,283.82666666666665,284.98333333333335,284.68333333333334,292.3533333333333,295.47,,,314.42499999999995,315.72,322.77,,,327.01,,,,,,,,,,342.745,,,,,342.03,,,,,,255.75333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-12-30 21:55:49+00:00,,,,,,,234.755,241.015,245.905,239.54,256.1033333333333,253.60999999999999,262.25,274.0733333333333,273.5566666666667,283.82666666666665,284.98333333333335,284.68333333333334,292.3533333333333,295.47,,,314.42499999999995,315.72,322.77,,,327.01,,,,,,,316.86,290.44,,342.745,296.24,,,293.46,342.03,,310.6,307.85,,,255.75333333333333,312.47,,,,,,,,346.69,,,,,,,,,,,,,,,,,L7
2002-02-16 21:56:06+00:00,,,,,,,234.755,241.015,245.905,237.8066666666667,255.48000000000002,256.22999999999996,266.09666666666664,276.62,279.0566666666666,284.6133333333334,284.95666666666665,283.2,290.71999999999997,288.73,,,310.7,313.19,,,,,,,,,,,316.86,290.44,,338.8,296.24,,,293.46,,,310.6,307.85,,,257.1166666666666,312.47,,,,,,,,346.69,,,,,,,,,,,,,,,,,L7
2002-05-07 21:56:03+00:00,,,,,,,230.31,229.01,245.21,244.32999999999998,257.745,255.27499999999992,270.515,278.375,278.56,286.79499999999996,283.41999999999996,,290.26,,,,,,,,,,,,,,,,316.86,290.44,,,296.24,,,293.46,,,310.6,307.85,,,254.515,312.47,,,,,,,,346.69,,,,,,,,,,,,,,,,,L7
2002-08-27 21:55:12+00:00,,,,234.52,237.41,236.67,233.48000000000002,233.925,245.8,250.04500000000002,259.04499999999996,260.18999999999994,273.055,282.82,282.61,287.9,286.04499999999996,,290.26,,,,,,,,,,,,,,,,,,,,341.1,,,,,,,,,,259.855,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-14 21:54:55+00:00,,,,234.52,237.41,236.67,232.47333333333336,234.61666666666667,244.64666666666668,246.95333333333335,254.94999999999996,259.2033333333333,270.76666666666665,281.21666666666664,284.73333333333335,290.84,287.9433333333333,,290.655,,,,,,,,,,,,,,,,,,,,342.165,,,,,,,,,,257.8533333333333,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-30 21:55:01+00:00,,,,234.52,237.41,240.105,235.6625,237.66,245.20749999999998,248.72750000000002,254.94999999999996,259.62,270.33,283.1275,285.8,290.84,289.69,296.51,290.655,,,,,,,,,,,,,,,,,,,,343.0933333333333,,,,,,,,,,259.16999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-01-18 21:55:42+00:00,283.05,,293.28,234.52,237.41,252.19666666666663,237.44666666666663,240.54333333333332,245.20666666666662,246.38666666666668,251.25999999999993,261.18666666666667,269.6533333333333,284.18333333333334,289.2166666666667,293.78,292.2033333333333,296.51,291.05,,,,,,,,,,,,,,,,,,,,343.0933333333333,,,,,,,,,,260.40333333333325,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-03-23 21:55:52+00:00,283.05,,293.28,,,259.96,237.84499999999997,241.39499999999998,244.61499999999995,247.41000000000003,246.76,259.05,267.60499999999996,283.435,288.99,293.78,293.33500000000004,296.51,291.05,,,,,,,,,,,,,,,,,,,,344.09,,,,,,,,,264.09,258.4849999999999,,268.64,272.78,,310.68,,,,,,,,318.71,,,,290.24,289.03,,,,327.66,,,355.78,L7
2003-04-08 21:55:59+00:00,283.05,,293.28,,,259.96,237.84499999999997,241.39499999999998,244.61499999999995,243.0233333333333,245.71499999999997,257.5566666666666,264.1566666666667,278.4166666666667,284.62,287.765,293.33500000000004,296.51,291.05,,,,,,,,,,,,,,,,,,,,344.09,,,,,,,,,264.09,257.4033333333333,,268.64,272.78,,310.68,,,,,,,,318.71,,,,290.24,289.03,,,,327.66,,,355.78,L7
2003-04-24 21:55:58+00:00,283.05,,293.28,,,259.96,245.23,246.79,246.89,244.14999999999998,244.67,257.7199999999999,263.14,278.62,282.44,281.75,294.93,296.51,,,,,,,,,,,,,,,,,,,,,344.95,,,,,,,,,264.09,259.17999999999995,,268.64,272.78,,309.655,,,,,,,,318.71,,,,290.24,284.005,,,,327.66,,,355.78,L7
2003-12-28 21:45:57+00:00,,,,240.06,240.31,242.54,243.21,247.52,249.56,250.86,257.99,261.65,262.88,273.21,276.95,282.64,284.64,284.04,295.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.06,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-04-02 21:46:30+00:00,,,,240.06,240.31,242.54,243.21,242.195,244.66,248.235,255.835,260.81,267.38,276.78,279.15999999999997,286.345,287.34000000000003,287.185,294.995,300.04,,,,,328.44,,,,,,,,,,,,,,346.49,,,,,,,,,,262.355,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-05-04 21:47:27+00:00,,,,238.615,239.06,243.01999999999998,241.64,242.93666666666664,245.27666666666664,248.65,256.54,262.50666666666666,268.95,279.08,281.40333333333336,287.8966666666667,288.6666666666667,288.83666666666664,297.24666666666667,300.04,,,,,328.44,,,,,,,,,,,,,,346.49,,,,,,,,,,264.69666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-06-05 21:48:24+00:00,,,,238.615,239.06,243.01999999999998,241.64,242.93666666666664,245.27666666666664,248.65,256.54,262.50666666666666,268.95,279.08,281.40333333333336,287.8966666666667,288.6666666666667,288.83666666666664,297.24666666666667,300.04,,,,,328.44,,,,,,,,,,,,,,346.49,,,,,,,,,,264.69666666666666,,293.18,307.35,,308.72,,,,,,,,,,,,,284.91,298.47,,,,,,,L5
2004-07-07 21:49:21+00:00,,,,237.17,237.81,243.5,240.07,240.64499999999998,243.13499999999996,247.54500000000002,255.815,262.935,271.98499999999996,282.015,283.63,290.52500000000003,290.68,291.235,298.21500000000003,300.04,,,,,328.44,,,,,,,,,,,,,,346.49,,,,,,,,313.74,288.23,264.515,,288.32,307.435,,314.86,,,,,,,,,,,,,291.89,297.52,,,,,,,L5
2004-09-25 21:51:19+00:00,,,,237.17,237.81,243.5,236.26999999999998,240.17333333333332,243.24666666666667,247.61666666666667,255.46,264.19,271.3233333333333,281.91,283.2233333333333,290.76666666666665,291.51,291.235,298.21500000000003,300.04,,,,,328.44,,,,,,,,,,,,,,346.49,,,,,,,,313.74,288.23,263.73,,288.32,307.435,,314.86,,,,,,,,,,,,,291.89,297.52,,,,,,,L5
2005-01-15 21:53:21+00:00,,,,,,,232.47,239.23,243.47,239.70499999999998,248.175,259.565,262.93,274.855,276.055,283.155,284.545,282.14,300.47,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,,,,,254.985,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-04 21:54:04+00:00,,,,234.1,243.0,244.3,236.925,241.935,245.265,241.34333333333333,248.98666666666668,260.07,265.2733333333333,276.46999999999997,277.9066666666667,284.52666666666664,287.11,286.16499999999996,300.47,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,,,,,256.87,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-05 21:54:19+00:00,,,,234.1,241.715,242.06,240.49,241.975,246.385,240.51666666666665,249.45000000000002,258.58,263.74,274.4866666666667,278.18,283.2833333333333,285.57666666666665,287.70666666666665,298.525,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,,,,,256.43333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-21 21:54:22+00:00,,,,234.1,241.715,242.06,238.89666666666668,241.15,245.73666666666668,241.8925,251.5775,260.0775,265.0625,275.2925,280.8025,285.4875,287.4525,289.3525,298.525,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,,,,,257.9525,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-06-08 21:54:44+00:00,,,,234.1,241.715,242.06,238.89666666666668,241.15,245.73666666666668,241.8925,251.5775,260.0775,265.0625,275.2925,280.8025,285.4875,287.4525,289.3525,298.525,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,,,,,257.9525,,,,,,,,,,307.93,,,,,,,,,,,,322.06,335.25,,,L5
2005-07-10 21:54:55+00:00,,,,234.1,241.715,242.06,238.89666666666668,241.15,245.73666666666668,241.8925,251.5775,260.0775,265.0625,275.2925,280.8025,285.4875,287.4525,289.3525,298.525,,,,,,335.95,,,332.87,,,,,,,,,,,357.12,,,,352.71,,285.11,297.02,329.78,320.86,257.9525,,309.04,327.33,,335.62,,,,,303.425,,,,,,,,314.91,309.57,,,317.745,327.325,,,L5
2005-08-27 21:55:20+00:00,,,,233.845,240.5,241.08,239.67000000000002,241.685,245.9475,246.39000000000001,255.2475,263.1075,267.29999999999995,277.55,281.925,288.4575,290.0425,290.315,296.58,,,,,,,,,,,,,,,,,,,,,,,,,,285.11,297.02,329.78,320.86,261.305,,309.04,327.33,,335.62,,,,,303.425,,,,,,,,314.91,309.57,,,317.745,327.325,,,L5
2005-09-28 21:55:20+00:00,,,,233.59,237.57333333333335,238.14,238.57,239.82,244.79000000000002,246.585,256.36,262.54,266.16999999999996,276.7125,281.32,288.8533333333333,289.31,290.3566666666666,296.58,,,,,,,,,,,,,,,,,,,,,,,,,,285.11,297.02,329.78,320.86,260.045,,309.04,327.33,,335.62,,,,,303.425,,,,,,,,314.91,309.57,,,317.745,327.325,,,L5
2006-02-19 21:57:51+00:00,,,,233.59,236.25666666666666,237.59333333333333,238.91333333333333,239.60666666666665,244.42333333333332,248.54,255.47333333333333,262.73333333333335,267.5166666666667,276.7833333333333,276.8566666666666,285.745,285.0,285.45500000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.68666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-06-27 22:00:00+00:00,,,,,236.48,238.18,237.77,238.35,244.26,250.58,255.08,264.84,272.3,276.96,277.19,284.55,283.72,284.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.24,,,,,,347.78,,,,,,,,,,,,,,,,,,,,L5
2006-11-02 22:01:32+00:00,,,,,,,232.92,232.48,242.32,242.1,250.93,261.95,273.01,284.01,289.13,294.93,295.28,293.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.3,,,,,,347.78,,,,,,,,,,,,,,,,,,,,L5
2007-01-05 22:02:04+00:00,,,,234.88,239.95,239.84,236.055,237.04500000000002,243.995,245.07,255.0,259.57,267.91999999999996,278.685,282.305,287.85,289.53999999999996,289.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.42,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-01-21 22:02:09+00:00,,,,234.88,242.33999999999997,242.74,238.35,239.25,246.53666666666666,247.11666666666667,256.74,262.15000000000003,270.00333333333333,278.7866666666667,280.53000000000003,286.84666666666664,287.6333333333333,288.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.2966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-02-25 21:57:37+00:00,,,,233.31,241.26,240.52,241.07,241.42,246.56,248.03,257.61,270.18,275.29,281.67,287.33,293.32,298.37,297.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.32,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-01-29 21:58:05+00:00,,,,,,,232.32,233.35,235.75,241.36,249.97,260.59,264.52,272.01,272.3,279.42,277.86,281.39,291.08,,,,,,,,,,,,,,,,,,,,342.8,,,,,,,,,,250.95,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-10-12 21:57:13+00:00,,,,,234.41,236.56,243.55,241.57,244.89,248.35,259.23,265.95,271.97,281.57,283.4,283.31,285.66,287.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.1,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-09-13 21:55:45+00:00,,,,,,,,,,228.64,240.25,250.19,251.89,259.11,254.26,264.94,269.93,269.39,276.88,290.27,,,,,,,,,,,,,,,,,,,319.27,,,,,,,,,,245.31,,,,,,331.05,,,,,,,,,,,309.37,305.6,272.53,312.22,,,,,,L5
2013-06-30 22:09:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.55,298.74,,320.03,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-07-16 22:09:12+00:00,,,,,,,,,,,,,,,263.21,266.85,,,,,,,,,,,328.92,328.36,329.87,336.34,336.75,336.31,,,,,,345.88,345.27,346.93,,,,,265.55,298.74,,320.03,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-09-02 22:09:16+00:00,,,,,,,,,,,240.82,254.62,255.45,265.7,265.30499999999995,269.68,278.12,274.3,284.86,297.31,309.34,311.4,311.84,314.08,322.04,329.49,328.865,328.36,330.90999999999997,337.355,337.555,336.635,,351.69,,,,346.825,343.22,347.59000000000003,,,346.33,,265.55,298.74,,320.03,247.15,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-12-07 22:08:50+00:00,,,,,,,,236.9,239.83,239.84,244.415,257.645,258.08500000000004,269.33500000000004,268.62999999999994,272.64000000000004,280.3,279.735,290.36,297.31,309.34,311.4,311.84,314.08,322.87,329.49,328.865,328.36,330.90999999999997,337.355,337.555,336.635,,351.69,,,,346.825,343.22,347.59000000000003,,,346.33,,265.55,298.74,,320.03,250.73000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-01-24 22:08:21+00:00,,,,,234.92,,,236.9,239.83,239.84,245.79999999999998,258.93333333333334,258.99333333333334,270.49,272.5066666666666,276.24333333333334,280.75333333333333,280.7366666666667,290.13000000000005,301.15,309.34,313.815,314.28,317.885,324.15000000000003,330.495,328.81,,335.695,338.37,338.36,336.96,,351.69,,,,350.71,347.5,348.25,,,346.33,,,,,,252.52,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-03-13 22:07:45+00:00,,,,,234.92,,,236.9,239.83,238.19,247.09,259.80333333333334,259.51,270.89,273.1466666666666,276.18666666666667,279.8,281.0966666666667,289.8,300.51,307.55,313.875,314.77,317.875,325.04333333333335,331.03999999999996,329.98,338.95,340.09000000000003,,340.9,,,,,,,351.51,349.73,355.76,,,345.58,,,,,,254.37333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-04-30 22:06:58+00:00,,,,,234.92,,,236.9,239.83,238.19,247.09,259.80333333333334,259.51,270.89,273.1466666666666,276.18666666666667,279.8,272.105,279.12,286.4633333333333,290.42,313.875,314.77,317.875,325.04333333333335,331.03999999999996,313.20000000000005,321.06,327.07666666666665,,315.75,305.89,273.38,315.9,320.38,301.45,317.3,339.6566666666667,349.73,355.76,313.02,298.21,327.02,308.89,269.42,,262.39,284.02,254.37333333333336,323.64,,,,,,,,328.21,323.46,342.17,,,,,,,279.97,,334.76,,316.06,,,,L8
2014-06-01 22:06:50+00:00,,,,,234.92,,,236.9,239.83,238.19,247.17249999999999,259.40250000000003,259.805,270.74,272.8925,277.05,279.82,274.058,281.136,289.6175,298.44,314.6666666666667,315.1466666666667,320.71666666666664,326.625,332.2133333333333,313.20000000000005,321.06,327.07666666666665,,315.75,305.89,273.38,315.9,320.38,301.45,317.3,341.905,349.73,355.76,313.02,298.21,327.02,308.89,269.42,,262.39,284.02,254.40000000000003,323.64,,,,,,,,328.21,323.46,342.17,,,,,,,279.97,,334.76,,316.06,,,,L8
2014-07-03 22:07:01+00:00,,,,,234.92,,,,,236.54,246.89333333333332,256.65749999999997,258.085,268.26,269.19,275.0975,276.505,271.146,278.168,289.41999999999996,300.685,312.9775,313.175,318.66999999999996,324.6725,330.5025,317.44666666666666,323.97,328.5125,,315.75,321.16499999999996,273.38,315.9,320.38,301.45,317.3,341.822,349.73,355.76,313.02,298.21,332.60999999999996,308.89,269.42,,262.39,284.02,254.43000000000004,323.64,,,,,,,,328.21,323.46,342.17,,,,,,,279.97,,334.76,,316.06,,,,L8
2014-09-05 22:07:21+00:00,,,,,237.96,238.03,,,,238.41,246.83333333333334,256.2425,257.945,268.2525,268.8575,275.7775,276.65999999999997,270.446,277.91,289.396,304.5,311.8933333333334,311.99333333333334,317.66333333333324,323.99333333333334,330.17,317.44666666666666,323.97,324.86999999999995,,315.75,321.16499999999996,273.38,315.9,320.38,301.45,317.3,338.865,345.63,355.76,313.02,298.21,332.60999999999996,308.89,269.42,,262.39,284.02,254.16666666666666,323.64,,,,,,,,328.21,323.46,342.17,,,,,,,279.97,,334.76,,316.06,,,,L8
2014-11-08 22:07:28+00:00,,,,,237.96,238.03,,,238.88,239.345,247.63666666666666,256.745,258.875,269.4775,269.96250000000003,277.37,278.34499999999997,278.68,286.8425,299.59,313.90250000000003,314.22,313.46000000000004,320.2033333333333,325.59999999999997,329.96500000000003,325.94,329.79,332.82,,,336.44,,,,,,345.06999999999994,,,,,343.79,,,,,,254.63,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-26 22:07:18+00:00,,,,,236.7,238.425,,235.32,238.57,239.10333333333332,247.20000000000002,256.5375,258.275,269.32500000000005,269.8925,276.455,278.5525,278.5975,286.5725,300.7325,313.5525,313.8066666666667,313.7633333333333,318.23,323.76000000000005,328.16499999999996,329.07,329.79,335.43,,,336.44,,,,,,341.49,,,,,343.79,,,,,,254.1833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-02-12 22:07:03+00:00,,,,,236.71333333333334,240.08666666666667,,235.32,238.57,240.5525,248.11,260.115,260.68,273.205,275.26,279.585,283.0775,282.9475,290.5775,306.47499999999997,316.4475,317.72999999999996,320.21999999999997,323.76,330.46333333333337,333.755,335.84000000000003,,341.415,347.81,,,,,,,,,,,,,,,,,,,255.01749999999998,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-02-28 22:07:00+00:00,,,,,236.2,240.41,,235.32,238.57,240.73600000000002,248.314,260.152,260.732,273.53000000000003,275.68,279.74799999999993,283.13800000000003,283.05,290.554,305.736,316.3,317.4575,319.5525,324.5475,330.77750000000003,333.59999999999997,335.53333333333336,343.63,341.3966666666667,346.365,,,,,,,,354.93,351.12,,,,,,,,,,255.17399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-04-01 22:06:37+00:00,,,,,235.5325,241.325,,235.32,238.57,240.252,248.11800000000002,260.148,260.826,273.504,275.678,279.802,282.91400000000004,283.738,290.92199999999997,305.816,315.392,317.186,319.472,325.192,330.37,333.6925,335.7025,343.63,341.3966666666667,346.365,,,,,,,,353.985,351.12,,,,347.65,,,,,,254.98000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-06-20 22:06:32+00:00,,,,,235.5325,241.325,,235.32,238.26,240.71249999999998,248.37250000000003,260.375,260.8525,273.93,276.16249999999997,280.075,283.14250000000004,283.9225,291.46000000000004,305.825,315.75250000000005,316.85749999999996,320.03499999999997,326.07,330.5775,333.6925,335.7025,343.63,333.3,336.21,312.45,311.11,297.54,309.75,326.4,314.88,339.21,340.80333333333334,351.12,313.9,320.53,330.62,347.65,,320.23,296.17,273.48,290.81,255.20000000000002,352.84,,,,,,,,,,,,,,,,,,,,,,,,,L8
