dates,satname,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0011,nzd0384-0042,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073,nzd0384-0059,nzd0384-0060,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069
2000-08-05 21:58:20.584000,L7,,,,,,,,,,232.16,255.02,250.59,254.81,269.62,276.33,275.18,275.40,282.96,304.30,299.78,314.28,318.84,317.72,323.80,321.54,329.20,334.07,328.95,326.64,344.17,336.35,343.07,354.75,358.77,355.19,367.65,364.78,353.42,346.34,367.76,386.90,348.34,344.05,364.32,364.86,340.82,375.06,,256.35,375.48,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-06 21:57:58.861000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.21,367.07,,,,,,,,,,,336.74,335.83,365.50,347.39
2000-10-24 21:57:29.684000,L7,,,,,240.97,231.42,243.72,237.13,241.84,239.12,251.14,267.77,269.74,284.89,283.70,282.88,283.23,283.40,308.10,308.71,317.16,324.84,315.92,319.48,329.04,334.57,344.26,353.91,342.38,355.91,340.57,335.77,348.11,350.87,370.92,365.74,373.28,356.17,341.41,395.67,,,,,,,,,256.67,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-09 21:57:33.274000,L7,,304.58,311.43,240.91,235.20,247.06,236.36,240.07,238.06,241.96,251.02,257.10,261.42,282.45,286.85,289.62,290.40,295.57,293.41,307.25,318.23,326.02,326.62,330.97,336.16,339.25,336.22,349.14,,379.96,357.55,340.15,359.87,360.59,363.01,371.95,383.17,358.35,345.24,,390.99,350.53,340.38,350.59,355.68,344.67,374.91,,257.62,400.94,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-25 21:57:34.931000,L7,,,,,,,,309.62,320.04,350.57,296.42,,,,,330.62,335.24,308.21,315.98,320.43,333.01,327.87,331.89,343.74,338.34,342.49,343.17,342.44,340.35,343.58,345.65,349.56,357.03,355.98,364.43,370.24,372.02,358.14,363.49,372.40,388.54,363.92,357.84,359.38,362.53,353.10,379.45,,,387.17,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:57:36.803000,L7,,,,,,,227.46,233.32,230.93,237.29,248.04,254.71,263.06,275.99,277.43,279.93,287.03,287.35,288.49,302.98,317.18,319.32,320.27,323.15,330.28,336.30,336.89,332.52,342.47,344.99,356.71,340.22,357.22,361.70,369.22,373.28,375.92,359.17,339.92,359.90,385.05,360.87,346.16,355.54,365.49,355.16,381.24,,254.38,380.65,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-13 21:57:39.607000,L7,,,,,,,,,,227.30,240.71,248.01,255.89,264.37,268.52,276.57,280.05,283.00,287.64,307.57,315.73,312.16,311.15,313.80,320.15,325.71,327.07,325.54,340.98,337.68,330.08,333.54,337.55,338.88,348.72,360.11,354.28,349.98,333.35,345.90,371.85,352.39,339.43,340.44,355.59,351.90,371.42,384.98,246.90,373.98,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,,,,,,,,,,230.29,253.60,247.40,276.87,269.26,285.88,273.75,267.25,269.30,290.76,303.28,304.82,312.37,313.83,317.78,321.48,363.77,341.37,345.61,320.78,332.62,331.37,327.70,340.03,356.79,352.17,367.78,359.76,331.08,334.96,380.09,384.20,356.22,352.96,339.75,352.77,350.09,378.02,,252.70,375.76,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:56:52.440000,L7,,,,,,,,,,231.92,240.60,247.26,256.85,268.51,263.40,280.33,277.35,280.90,298.15,306.34,309.59,314.94,318.39,318.67,332.04,330.21,329.23,333.81,327.20,336.20,333.76,333.81,343.65,345.89,350.10,365.89,363.33,330.80,342.38,355.27,378.03,357.23,353.45,358.73,349.16,342.58,369.43,,245.57,379.68,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,,,,,,,,,,233.79,240.88,245.05,259.62,273.24,272.59,282.27,281.81,281.52,287.70,293.13,315.69,312.57,311.76,322.63,331.01,336.61,332.89,333.66,337.28,342.60,337.54,339.23,352.07,351.76,358.99,366.04,357.52,346.69,343.40,352.53,379.81,355.37,337.59,346.89,360.84,340.07,375.61,,251.27,379.63,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:56:12.984000,L7,,,,,,,,,,238.11,255.03,247.77,257.13,269.15,265.07,283.33,284.77,287.65,295.62,302.21,311.76,315.10,318.15,318.25,322.77,331.11,338.04,327.01,333.93,338.97,335.81,340.47,345.71,347.34,352.59,358.46,358.48,350.89,351.45,358.91,377.08,347.62,342.03,347.98,353.21,358.50,372.96,,249.47,374.11,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,,,,,,235.49,237.13,240.44,238.68,250.65,251.93,258.26,265.88,269.89,278.17,277.89,274.76,281.38,288.73,310.62,309.35,310.70,313.19,324.69,329.70,328.66,331.24,325.04,334.06,328.65,328.47,337.96,340.08,346.30,351.83,352.02,338.80,338.17,347.43,367.78,343.85,334.28,341.28,342.81,349.62,363.89,383.00,250.60,369.92,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:55:40.572000,L7,,,,,,,234.02,244.90,251.37,241.83,262.63,261.13,271.36,287.19,285.71,289.98,292.29,291.64,300.06,307.91,316.43,319.61,322.65,332.74,337.31,339.96,339.40,339.64,340.78,346.48,345.07,338.49,351.50,354.99,360.03,370.82,367.49,357.54,352.67,359.23,383.19,366.35,351.01,352.05,369.89,361.02,380.83,,267.19,385.24,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,,,,,,,,,,285.13,257.78,254.60,256.08,286.10,280.10,279.16,280.65,276.11,322.31,,,,,,,,,,,376.37,338.57,344.28,383.54,379.89,365.16,,378.68,369.57,320.10,347.32,391.61,,,,,,,,251.06,381.48,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,250.14,269.35,275.31,277.09,261.63,266.08,282.82,291.06,292.52,316.86,290.44,293.78,298.01,296.24,322.24,325.86,293.46,,,310.60,307.85,335.07,354.34,,312.47,353.49,348.72,371.22,378.59,395.09,404.54,384.03,346.69,363.54,,,,,386.05,377.39,388.81,387.67,382.49,386.17,382.62,350.59,359.01,397.56,
2002-02-16 21:56:06.046000,L7,,,,,,,,,,232.91,253.16,255.63,268.67,276.79,281.57,285.69,284.69,286.92,295.10,305.72,313.96,314.87,317.16,324.26,330.53,333.52,333.08,341.98,333.21,340.83,339.35,339.81,353.23,349.24,361.18,366.65,366.86,355.54,345.43,355.74,385.02,364.01,343.24,349.58,357.36,349.45,370.74,,253.56,377.67,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-07 21:56:03.729000,L7,,,,,,,230.31,229.01,245.21,255.75,262.33,254.92,272.36,279.96,275.55,287.90,282.15,291.87,290.26,301.20,317.98,316.18,313.52,334.91,333.00,341.85,339.51,344.55,337.92,338.71,335.20,336.13,353.67,357.53,361.70,365.08,366.62,345.46,343.86,364.49,384.47,364.73,362.02,364.30,368.67,355.41,376.58,,255.47,382.10,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:55:12.096000,L7,,,,234.52,237.41,236.67,236.65,238.84,246.39,244.34,255.76,265.46,273.75,285.68,289.67,292.62,289.94,296.33,303.66,323.88,316.24,319.97,330.62,333.63,339.52,337.81,341.28,339.70,348.15,344.73,342.36,351.64,355.78,354.53,366.56,368.55,369.68,352.96,341.10,362.20,385.21,360.67,345.92,348.86,365.89,358.57,378.15,,264.24,382.26,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12 21:55:07.575000,L7,338.53,320.06,317.44,309.69,309.79,297.69,321.27,311.86,330.93,303.92,315.04,323.52,350.42,347.20,,,,,,,,,,,,354.72,348.76,349.76,343.43,348.14,351.95,345.72,358.41,355.74,363.94,371.19,369.13,353.48,345.75,357.89,390.49,365.83,346.31,348.19,356.35,345.70,374.11,,323.25,379.87,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,,,,,,,230.46,236.00,242.34,240.77,246.76,257.23,266.19,278.01,288.98,293.78,291.74,297.43,291.05,317.41,319.55,322.69,317.10,331.65,330.06,335.24,337.15,338.70,339.64,343.42,339.08,348.07,348.79,355.04,363.94,370.51,377.87,357.04,343.23,365.20,383.69,367.65,352.43,355.56,371.62,356.68,379.55,,253.85,384.69,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,371.29,351.49,344.42,338.74,336.83,243.54,245.23,246.79,246.89,254.05,313.11,260.87,269.02,288.86,289.00,305.29,294.93,296.51,324.29,336.08,331.00,340.74,342.03,338.37,345.46,339.05,341.37,348.05,341.48,345.07,344.41,348.59,357.43,357.47,363.47,366.35,365.51,359.28,344.95,360.17,382.03,367.13,347.96,363.22,365.98,351.54,376.08,,263.12,381.12,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:34.113000,L7,,,,,,,,,,238.93,253.37,253.25,265.41,267.28,334.24,322.18,,,,,,,,,,,,,,,,374.94,375.38,381.83,385.96,375.52,396.25,379.85,,,,,,,,,,,255.05,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,283.05,292.18,293.28,305.83,295.88,276.38,349.97,326.79,319.92,320.88,,322.40,323.74,325.80,318.14,330.07,323.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.37,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19 21:55:54.479000,L7,290.09,289.97,,,,,,,,,,,,,,,,303.50,306.57,317.75,267.89,283.16,293.91,,,,,,,,,,,,,376.98,374.82,359.64,347.03,361.50,387.10,370.83,373.81,358.50,365.34,348.41,366.79,380.84,,384.02,373.93,373.74,381.56,386.16,387.54,396.96,399.51,400.22,408.34,,,,,,,,,,,,,,,
2003-03-23 21:55:52.571000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.78,264.09,,,268.64,272.78,281.98,310.68,,,,,,408.55,365.23,318.71,376.74,,,290.24,289.03,,,,327.66,359.74,380.04,355.78
2003-04-08 21:55:59.443000,L7,,,,,,,,,,234.25,244.67,254.57,257.26,268.38,275.88,281.75,282.01,291.84,295.05,305.22,323.58,318.82,315.88,328.83,329.64,337.27,332.14,336.44,339.63,345.01,341.62,348.65,369.44,352.82,378.13,368.90,,,,,385.78,374.07,342.46,354.01,369.33,353.10,,,255.24,384.08,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.63,,,,,,,,,,281.99,,373.35,278.98,349.50,338.20,327.43,,,,
2003-07-21 21:43:45.776000,L5,,,,,,,,,,,,,232.67,246.43,244.93,254.53,247.37,252.48,268.10,268.42,288.83,290.24,291.98,296.16,272.92,290.97,305.91,315.36,300.90,299.47,317.11,312.42,322.06,331.04,335.40,333.89,328.17,322.58,310.34,339.41,361.11,321.75,318.80,330.28,330.58,321.62,353.00,368.81,,359.48,371.94,367.18,380.69,,,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,,,,240.06,240.31,242.54,243.21,247.52,249.56,250.86,257.99,261.65,262.88,273.21,276.95,282.64,284.64,284.04,295.31,305.22,315.89,329.11,336.27,339.33,341.75,346.54,348.21,350.42,349.50,355.58,347.09,349.16,357.46,357.39,363.77,368.77,365.56,358.10,340.75,357.72,387.93,371.13,358.81,357.69,368.21,359.85,,,265.06,394.41,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,,,,,,,,236.87,239.76,245.61,253.68,259.97,271.88,280.35,281.37,290.05,290.04,290.33,294.68,300.04,315.66,319.26,323.16,328.04,328.44,336.52,339.93,343.03,345.03,350.73,348.77,353.37,364.23,368.19,370.57,375.03,374.09,359.11,346.49,357.51,379.16,363.94,349.74,352.15,362.01,357.43,383.56,,259.65,383.76,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04 21:47:27.968000,L5,,,,237.17,237.81,243.50,240.07,244.42,246.51,249.48,257.95,265.90,272.09,283.68,285.89,291.00,291.32,292.14,301.75,307.60,320.76,328.25,326.45,333.87,341.62,346.10,346.32,346.72,349.57,354.67,354.69,361.51,365.75,376.91,367.39,370.54,372.14,359.95,352.87,365.09,384.39,368.41,352.15,359.37,370.67,363.00,,,269.38,392.90,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.18,307.35,339.64,308.72,360.16,403.94,390.24,,,,,,,370.87,386.47,361.75,284.91,298.47,362.47,363.49,,,,
2004-07-07 21:49:21.098000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.74,288.23,,,283.46,307.52,323.87,321.00,374.64,405.37,,,,,,,,334.45,396.30,366.02,298.87,296.57,364.49,380.50,,,,
2004-08-24 21:50:29.935000,L5,,,,247.79,246.51,277.76,295.16,301.78,266.72,287.62,278.11,289.59,313.03,329.93,351.38,,,333.92,319.69,323.36,319.65,346.18,328.52,373.78,359.16,364.65,346.33,346.10,329.12,339.27,324.38,343.72,352.08,351.67,349.34,353.25,362.55,351.70,353.77,366.95,381.51,346.83,333.74,337.23,335.50,336.56,354.04,379.58,293.52,380.09,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,,,,,,232.47,239.23,243.47,247.76,254.75,266.70,270.00,281.70,282.41,291.25,293.17,292.07,299.22,310.47,318.34,321.86,322.69,330.67,332.02,337.02,338.26,344.51,341.36,356.53,357.42,355.72,367.37,369.61,372.72,376.68,375.59,360.30,352.40,363.10,379.58,369.86,350.66,350.71,358.56,354.78,385.19,,262.16,389.35,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,,,,,232.56,238.78,241.79,237.85,246.03,244.61,249.85,266.55,270.56,275.42,287.70,286.71,288.82,293.09,301.20,310.06,326.21,324.66,333.81,354.59,,357.02,352.33,367.98,349.53,349.69,345.62,350.61,356.36,358.44,360.00,366.04,365.03,361.21,359.07,371.61,383.57,380.55,374.56,355.94,,,,,251.68,392.98,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,,,,,,,,,,231.65,241.60,252.43,255.86,268.01,269.70,275.06,275.92,282.14,300.47,311.26,320.36,322.95,329.20,333.41,335.95,341.26,342.27,332.87,330.61,335.50,337.12,344.68,348.53,351.98,355.21,359.51,366.31,359.46,357.12,368.16,387.63,367.73,352.71,357.92,356.81,343.03,365.14,380.52,247.81,387.56,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,,,,234.10,243.00,244.30,241.38,244.64,247.06,244.62,250.61,261.08,269.96,279.70,281.61,287.27,292.24,290.19,307.15,316.20,323.25,328.59,331.24,339.56,342.46,345.93,346.71,344.09,346.75,350.61,350.99,352.55,357.56,365.61,368.33,372.19,370.51,362.35,354.68,363.79,388.18,376.63,357.09,357.21,368.21,357.66,,,260.64,393.40,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,,,,,240.43,239.82,239.60,239.31,245.71,245.28,256.14,262.23,265.40,275.75,283.23,287.52,288.57,290.79,296.58,308.61,316.68,323.72,326.75,332.25,339.14,339.45,344.32,344.64,347.76,354.65,351.36,358.90,361.71,368.76,373.92,377.21,373.12,359.57,358.01,360.23,384.56,373.45,354.23,352.72,365.89,359.92,,,260.85,392.19,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,,,,,235.71,239.50,244.44,246.02,257.96,264.57,269.03,277.71,288.67,292.10,293.08,294.29,304.18,308.60,323.79,329.64,330.81,337.43,336.83,344.60,344.23,341.42,347.87,353.22,356.09,356.49,362.57,371.60,371.12,377.80,374.28,359.37,357.37,368.31,387.92,369.43,354.97,351.86,363.25,351.74,382.46,,262.51,393.99,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23 21:54:36.577000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.54,319.87,,,338.23,339.24,356.48,348.43,,,,,,,,,,,,374.81,375.64,367.38,384.79,390.79,,,,
2005-06-08 21:54:44.925000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.27,286.44,313.38,288.26,,,303.23,298.49,345.52,333.21,374.58,411.06,397.82,408.84,307.93,357.70,,,,398.86,397.03,374.11,299.17,306.07,381.80,395.94,322.06,335.25,362.04,401.48
2005-07-10 21:54:55.488000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.11,297.02,329.78,320.86,,,309.04,327.33,349.51,335.62,376.72,399.97,395.98,406.68,298.92,,,,,398.22,399.09,379.64,314.91,309.57,386.41,396.80,313.43,319.40,355.44,399.15
2005-08-27 21:55:20.007000,L5,,,,233.59,238.07,239.12,241.99,243.29,246.58,249.64,256.28,264.55,264.81,277.04,274.19,286.94,286.28,285.99,297.78,304.66,315.25,324.13,330.80,335.83,340.64,347.25,346.09,347.24,344.70,357.90,357.91,352.99,356.48,359.93,363.00,365.54,370.01,358.58,352.22,362.61,382.65,369.27,354.25,364.05,371.95,365.95,,,261.22,393.15,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,,,234.22,235.48,236.98,237.18,242.43,245.40,255.06,258.81,265.44,276.35,279.19,287.90,291.42,292.01,300.21,307.62,320.38,322.03,323.77,330.04,336.64,340.09,347.10,345.27,344.40,350.89,353.75,356.62,361.92,369.30,367.73,372.55,371.94,361.98,355.62,368.68,384.22,368.64,353.61,355.52,365.15,360.67,384.40,,255.60,389.92,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,,,,,236.48,238.18,237.77,238.35,244.26,250.58,255.08,264.84,272.30,276.96,277.19,284.55,283.72,284.92,296.49,303.38,315.01,319.60,324.73,328.34,338.31,338.23,343.88,348.71,344.24,352.39,350.87,353.56,359.19,361.76,367.11,369.48,366.13,357.79,346.73,353.67,377.60,367.87,352.30,353.04,362.11,359.61,383.94,,262.24,384.94,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.34,288.40,,,283.25,304.78,339.16,324.13,347.78,403.52,381.65,407.90,,,,,,367.98,390.65,369.37,310.16,364.17,375.65,374.29,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,232.92,232.48,242.32,242.10,250.93,261.95,273.01,284.01,289.13,294.93,295.28,293.64,306.73,316.79,323.31,317.75,323.19,326.34,332.31,335.72,337.01,343.34,333.53,346.52,348.59,357.39,364.91,369.28,367.73,373.39,369.59,360.82,357.26,363.22,379.45,359.95,345.70,348.07,355.59,352.15,373.29,,253.30,382.95,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:02:04.371000,L5,,,,234.88,239.95,239.84,239.19,241.61,245.67,248.04,259.07,257.19,262.83,273.36,275.48,280.77,283.80,284.87,292.42,299.34,318.75,325.24,330.36,332.39,338.32,340.57,343.51,345.21,344.24,353.30,352.99,345.02,352.86,357.82,360.55,363.78,362.31,352.64,347.49,356.54,381.11,366.69,355.18,355.82,358.44,358.03,381.34,,265.54,385.74,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,,,,,244.73,245.64,242.94,243.66,251.62,251.21,260.22,267.31,274.17,278.99,276.98,284.84,283.82,287.26,297.67,305.63,316.27,317.52,326.37,335.55,342.45,344.79,349.08,352.76,348.74,355.23,357.67,361.39,362.72,359.97,361.98,366.84,363.79,357.54,347.87,357.28,377.72,370.29,358.28,358.39,365.03,363.01,,,265.05,385.64,,,,,,,,,,,,,,,,,,,,,,,,
