dates,satname,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041
2023-08-27 22:20:47.606000,L8,338.02,340.07,341.30,340.52,338.21,333.83,335.89,331.58,331.44,319.76,321.45,315.00,321.50,329.37,320.19,320.71,318.65,322.49,328.50,330.86,327.80,326.08,325.39,328.00,326.14,330.61,325.47,321.57,302.40,307.50,304.28,300.68,,,,,,,,,,,,,,298.89,312.89,321.55,326.61,323.84,326.14,332.94,340.03,345.19,335.59,305.78,326.54,332.74,332.93,335.73,279.75,306.96,346.35,329.29,320.76,,253.54,322.84,335.18,330.83,345.55,331.37,339.14,317.66,300.88,297.99,329.40,295.17,263.99,242.18,,,293.21,314.19,322.87,326.85,332.51,,,,,,,,,,,,,
2023-09-04 22:20:46.451000,L9,372.27,352.80,354.68,351.45,351.45,350.22,347.77,349.76,345.25,338.98,332.40,335.84,339.28,341.63,339.17,332.37,336.22,333.81,340.94,347.34,340.58,341.13,342.85,342.50,347.39,348.35,346.54,338.35,336.30,342.84,346.30,349.81,357.18,349.17,352.21,352.19,358.12,358.39,365.07,358.53,359.63,353.46,353.67,350.72,353.03,346.21,343.78,342.32,343.80,339.30,348.28,352.14,360.67,360.77,358.76,353.49,349.65,349.58,347.59,358.32,358.30,362.52,364.47,343.05,334.51,327.07,292.88,337.27,349.58,351.69,357.80,356.72,363.07,355.60,356.48,357.13,355.03,336.39,279.85,309.33,326.43,329.09,329.64,325.45,335.56,338.94,345.24,355.59,354.40,360.36,364.55,360.67,359.72,,337.12,,,341.13,,
2023-09-05 22:14:34.496000,L8,354.38,339.25,355.45,347.40,314.64,343.66,379.37,253.81,337.84,336.92,326.80,305.59,291.39,343.05,330.42,335.09,332.21,332.42,338.37,343.09,334.91,339.71,340.93,343.35,347.65,345.79,344.81,340.12,337.14,343.94,347.51,349.95,358.07,353.01,353.07,354.21,362.56,365.14,364.49,358.31,355.73,353.33,349.03,365.79,362.70,346.63,349.46,347.60,349.85,345.81,348.39,349.62,360.18,360.75,359.52,354.87,350.41,350.59,351.45,359.97,360.15,363.55,363.94,344.98,339.09,327.44,305.66,341.24,349.69,354.14,357.76,355.38,362.13,357.58,357.71,357.51,355.67,338.20,279.84,313.64,328.88,329.90,332.18,327.78,335.71,340.14,344.14,356.19,355.14,358.50,361.96,363.83,360.74,,339.24,,,333.77,,
2023-09-12 22:20:49.904000,L8,370.18,367.05,364.57,360.35,359.42,352.45,348.55,349.18,346.99,340.36,334.91,337.25,344.37,342.60,337.86,332.59,336.10,338.31,341.11,347.05,341.09,340.83,342.84,344.88,348.39,347.76,345.95,336.13,329.36,333.68,338.12,346.84,358.00,353.03,353.33,356.25,361.84,362.29,366.05,358.61,357.18,356.00,350.95,352.58,352.63,347.53,344.24,341.68,344.89,344.07,347.69,351.80,357.61,358.08,358.56,353.25,348.71,349.22,350.98,357.00,358.06,362.96,362.63,345.95,336.55,323.85,304.60,338.53,350.55,356.34,358.47,356.37,363.13,358.30,357.22,354.98,353.78,335.02,279.93,311.77,326.54,328.89,331.11,328.09,335.61,339.93,345.49,355.52,355.67,360.87,362.29,360.91,359.49,,338.24,,,339.41,,
2023-10-22 22:21:02.157000,L9,339.73,342.37,340.30,337.24,338.99,332.97,334.21,330.90,327.23,321.20,320.64,314.39,322.80,328.14,317.76,317.62,316.68,322.06,323.67,326.64,322.40,318.56,322.47,321.35,325.39,324.74,323.74,321.17,301.91,304.81,294.76,,,,,,,,,,,,282.28,287.69,289.47,296.14,321.29,294.08,323.98,324.76,330.97,332.86,338.45,340.88,340.46,335.20,329.68,334.62,334.70,335.74,319.26,261.80,,,,,,320.33,328.33,338.72,340.61,341.21,346.25,341.07,313.17,320.32,332.13,230.09,267.91,,297.29,300.75,302.80,312.39,318.22,323.28,327.30,,,,,,,,,,,,,
2023-11-24 22:14:51.719000,L8,369.80,363.47,357.15,352.99,356.05,351.78,348.13,347.54,346.93,340.01,335.00,336.31,342.43,343.93,339.83,333.83,340.62,339.37,341.41,346.45,342.20,340.39,343.90,345.53,352.12,351.16,346.71,345.16,340.61,346.17,351.86,351.02,361.08,364.54,365.72,365.40,367.15,371.10,369.93,363.45,361.39,360.42,356.65,357.92,356.66,352.32,349.75,349.19,348.99,346.34,352.57,354.05,360.93,361.09,361.06,356.09,353.82,353.64,354.52,359.49,360.46,364.20,360.48,348.13,339.55,325.49,298.97,342.76,351.17,363.41,360.17,362.72,367.43,364.66,360.75,358.87,356.13,336.75,288.86,311.80,328.73,332.81,334.19,332.35,337.42,343.07,344.82,361.46,364.17,367.75,367.91,366.66,363.34,,341.01,,,336.30,,
2023-12-10 22:14:45.117000,L8,368.80,363.96,354.26,352.32,350.97,349.45,346.40,346.82,346.09,339.19,334.75,333.20,339.02,341.15,337.66,333.20,338.67,338.84,339.77,344.08,339.50,339.46,341.38,343.52,350.52,349.90,345.58,343.40,337.61,344.72,350.31,351.40,358.89,361.67,361.83,362.71,366.56,369.57,361.19,364.25,358.18,356.58,354.53,356.01,355.08,349.15,350.08,347.21,347.89,344.68,350.83,352.55,357.93,360.19,358.94,354.66,350.67,350.65,351.66,357.51,357.94,361.69,359.09,343.62,338.38,320.50,300.45,338.30,349.75,360.77,358.79,362.83,367.36,363.03,359.45,358.42,354.59,335.17,288.55,311.90,329.08,332.58,331.53,330.80,336.26,341.82,342.80,361.58,361.32,365.28,364.16,363.42,360.78,,339.54,,,336.25,,
2023-12-17 22:21:00.102000,L8,371.93,368.02,365.59,352.61,352.94,350.76,343.62,343.58,343.68,336.12,334.83,329.57,338.64,340.52,333.73,330.90,337.18,338.39,340.80,345.64,339.96,338.84,344.99,341.30,348.75,348.18,342.03,339.45,332.67,341.42,347.30,350.72,359.13,382.04,367.44,364.52,368.47,370.40,367.98,361.34,360.38,354.52,353.80,354.41,354.00,350.45,351.20,346.75,346.29,346.15,349.16,351.88,358.33,360.61,359.06,354.21,350.70,350.05,352.92,356.62,360.16,362.74,360.54,345.58,339.95,320.71,302.21,341.89,350.45,360.61,358.25,361.88,365.29,363.12,360.07,359.73,355.34,335.42,289.62,315.70,334.12,333.40,334.02,330.53,338.03,343.20,342.72,362.12,363.58,369.18,366.27,364.06,362.34,,344.54,,,331.06,,
2024-01-11 22:14:44.166000,L8,366.54,366.58,352.99,353.03,352.72,350.49,347.33,346.42,347.54,338.71,334.92,334.86,341.24,341.46,338.84,333.43,339.79,341.22,340.88,346.85,339.75,339.05,342.80,342.95,349.65,350.02,344.05,343.88,337.09,345.34,351.16,353.57,358.70,362.70,363.02,362.93,368.82,370.45,369.27,364.89,361.06,358.15,356.05,357.87,357.05,352.21,350.81,349.46,348.37,348.76,349.98,352.73,357.05,361.85,359.45,355.05,351.08,352.35,350.97,356.92,357.47,362.60,362.60,344.84,338.50,321.35,297.24,338.26,352.40,362.61,359.73,362.70,367.55,363.00,359.11,358.49,354.75,336.04,288.60,310.27,329.35,332.20,332.34,329.30,336.35,340.66,343.25,361.93,362.41,366.32,365.35,363.94,361.68,,341.20,,,334.60,,
2024-01-26 22:21:02.147000,L9,369.99,367.01,357.56,356.51,356.21,352.82,348.28,350.93,348.84,341.95,339.72,339.79,346.95,344.91,342.91,338.69,343.13,345.31,344.89,349.52,344.48,342.63,348.81,350.21,356.53,354.17,349.71,348.98,345.58,351.34,359.15,362.24,365.75,366.14,368.87,367.30,372.71,375.06,370.81,369.16,365.78,365.95,361.37,365.31,362.85,355.20,354.42,354.86,350.72,351.07,352.78,355.51,361.94,364.90,362.27,357.67,354.33,356.33,357.15,360.59,363.63,365.88,367.47,352.64,344.71,325.99,302.36,344.22,356.95,365.46,364.65,366.05,371.08,369.64,363.90,361.10,357.31,337.36,293.42,317.94,334.92,337.70,339.33,336.72,340.44,345.05,344.89,370.88,371.30,373.70,375.54,372.13,367.26,,344.57,,,337.61,,
2024-02-03 22:20:52.721000,L8,,324.92,324.33,321.10,316.73,319.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.32,221.17,205.92,,,,,,,,,,,,,,,,,,,323.66,327.45,325.71,332.52,327.46,,,,,,,,,313.54,335.00,338.12,343.24,342.82,350.08,343.45,332.21,329.96,329.55,292.06,267.92,,300.60,272.89,309.90,313.13,279.97,318.42,,,,,,,,76.10,96.24,,,,,
2024-02-04 22:14:55.450000,L9,370.02,364.50,354.59,352.40,354.30,350.48,346.66,343.80,346.51,339.46,336.10,334.03,340.14,341.29,339.00,333.41,339.98,342.20,340.53,344.16,339.30,339.04,341.55,346.05,351.77,350.20,344.05,343.05,340.84,346.35,351.35,353.06,360.98,364.45,363.49,363.15,368.45,370.27,368.59,365.66,361.88,361.20,357.94,360.02,356.75,352.01,349.58,348.03,347.02,345.81,349.46,350.53,357.19,359.92,360.18,354.25,351.53,349.63,352.05,354.27,357.92,363.60,361.90,345.66,336.55,321.43,299.41,337.65,350.86,362.04,361.08,362.69,365.60,362.38,359.52,356.24,353.65,334.79,291.00,311.21,330.27,332.51,332.05,331.39,334.67,339.61,343.26,363.98,365.84,368.49,366.92,367.36,361.92,,339.42,,,337.34,,
2024-02-12 22:14:41.937000,L8,373.56,363.78,356.68,353.51,356.70,352.66,347.79,347.38,346.83,339.52,335.46,336.43,342.46,343.54,341.46,336.02,341.62,342.82,342.27,347.55,341.19,340.90,343.72,347.02,354.70,351.44,347.48,346.07,342.25,347.86,352.56,356.11,362.64,364.26,366.03,364.61,370.45,371.75,370.57,368.02,363.08,362.95,360.00,361.87,358.25,354.39,352.92,350.12,349.31,347.69,351.82,353.94,360.63,362.39,362.10,355.70,353.23,353.80,354.87,359.34,361.42,364.63,364.95,349.44,341.49,326.46,301.26,339.72,352.55,363.41,362.74,365.41,369.99,368.74,364.93,362.42,358.75,343.73,295.78,316.21,331.84,335.14,334.10,335.59,342.47,349.42,385.27,365.46,368.64,369.52,371.11,368.87,363.48,,340.59,,,338.01,,
2024-02-28 22:14:35.935000,L8,372.40,360.82,356.53,353.13,353.82,351.59,347.45,349.09,347.01,340.34,334.65,337.78,344.49,343.58,342.37,337.89,342.38,343.06,344.01,348.46,340.00,342.22,346.49,348.65,355.52,353.20,348.01,346.95,342.01,350.91,355.07,357.08,363.42,365.11,367.07,366.51,370.41,374.70,373.26,370.50,367.73,366.37,361.44,364.44,362.77,357.06,356.91,355.03,349.93,349.56,352.55,356.35,362.51,363.53,362.02,356.66,353.22,353.02,355.27,360.58,362.91,364.95,367.80,348.46,342.01,327.30,298.91,339.11,353.23,363.38,362.53,365.08,369.00,365.67,361.28,361.13,358.53,338.58,291.60,313.97,332.09,333.00,333.99,331.41,338.96,343.05,345.01,366.42,370.36,370.31,372.34,370.12,370.05,,338.63,,,341.57,,
2024-03-06 22:20:39.136000,L8,333.33,341.07,339.09,335.93,337.82,333.13,332.47,329.09,324.08,315.67,313.26,312.53,322.01,321.95,317.65,315.92,318.76,321.92,322.90,325.67,319.45,317.96,321.00,320.87,333.11,331.94,323.31,320.70,308.43,322.98,297.43,313.91,,337.61,343.97,338.88,340.83,345.53,344.99,340.59,335.71,315.24,314.93,320.52,309.33,299.85,322.25,329.11,328.18,327.10,330.29,311.43,336.75,309.25,341.71,265.63,337.22,334.65,334.83,333.85,324.44,341.71,346.01,329.62,320.43,301.04,,318.73,335.65,338.57,345.82,343.06,350.73,343.17,334.30,331.97,332.00,303.32,269.19,,308.45,310.11,310.96,313.20,318.17,321.75,324.99,,,,,,,,,,,,,
2024-03-22 22:20:30.323000,L8,312.49,339.12,336.32,334.35,337.18,331.41,331.03,329.13,321.52,302.56,314.05,267.38,302.07,283.30,245.81,306.40,314.06,280.30,320.33,325.02,318.85,314.94,321.24,325.35,334.70,335.64,324.11,320.69,307.47,323.68,300.00,316.01,339.16,340.22,345.14,341.57,343.38,347.18,344.88,342.92,320.31,324.13,312.92,320.81,310.15,300.83,317.42,328.16,327.44,325.63,327.39,,,340.60,340.25,334.85,336.97,333.80,334.03,322.73,,336.90,344.48,328.25,295.82,294.80,,,,322.77,343.84,341.67,350.86,341.86,322.63,334.00,331.12,302.31,269.55,,302.10,306.73,310.96,312.95,316.13,322.40,306.09,341.10,322.90,342.48,343.24,343.69,334.52,,,,,,,
2024-04-07 22:20:23.488000,L8,363.47,353.70,350.01,349.24,349.67,347.22,344.51,343.51,335.81,274.92,320.26,322.85,329.87,335.25,335.11,328.57,333.76,334.01,335.89,341.34,336.85,337.61,338.95,341.58,349.55,347.14,342.64,340.66,335.93,345.36,349.52,353.12,359.60,,,,,,,,328.36,369.04,379.89,366.27,364.62,,,342.39,332.67,343.83,347.81,349.87,352.23,353.54,355.92,396.85,311.36,308.21,334.84,352.56,361.06,363.69,364.12,333.83,316.71,,,,,,,,,,,,,,,,,,,,,,,361.69,362.11,367.06,368.05,367.15,361.47,,,,,337.63,,
2024-04-16 22:14:07.010000,L8,372.39,356.85,352.15,351.40,355.11,350.02,346.07,349.88,345.47,338.53,334.20,338.21,343.46,342.77,341.63,336.58,341.13,344.82,343.29,349.52,344.06,342.11,346.40,348.66,357.76,352.22,348.62,347.07,343.35,351.27,355.62,359.29,364.11,366.91,366.46,368.25,371.36,374.93,372.77,368.75,365.85,364.01,359.06,364.03,361.11,354.65,352.38,348.89,346.17,345.13,348.56,353.56,358.66,361.01,360.18,354.66,350.58,351.35,353.09,358.02,361.71,366.09,368.19,349.85,341.96,326.74,304.01,340.75,352.12,357.76,360.14,365.04,366.97,366.46,362.91,360.04,356.71,339.16,292.00,317.35,332.31,332.65,334.80,331.96,338.85,343.14,345.28,367.29,369.90,372.43,372.10,370.91,367.27,,344.67,,,341.43,,
2024-04-24 22:14:13.960000,L9,370.31,353.45,351.41,350.49,351.65,349.27,345.25,350.25,345.18,338.28,335.96,337.80,341.24,340.99,340.22,332.80,340.54,343.91,342.57,348.54,344.09,341.87,344.71,346.40,355.02,350.24,348.21,345.94,341.80,350.67,356.37,357.66,363.29,364.91,368.02,366.94,371.93,373.15,371.43,369.62,364.93,364.92,358.69,362.19,359.18,353.95,351.02,347.88,345.28,340.14,348.81,348.38,359.73,360.41,360.84,355.17,348.72,348.61,348.43,358.24,362.16,364.85,365.98,347.13,338.55,325.00,300.69,337.56,352.48,354.75,360.08,362.03,365.37,363.93,359.82,359.29,356.65,338.29,292.77,313.38,328.64,331.33,333.00,330.07,336.10,341.06,346.18,365.94,368.35,372.95,371.59,371.50,366.87,,343.55,,,341.27,,
2024-06-02 22:20:09.568000,L9,,,,,,,,,,,,301.62,315.12,327.85,318.62,319.97,324.14,323.94,329.95,333.11,327.25,319.59,325.23,328.27,328.47,,318.52,312.20,304.70,,,,347.36,349.56,347.90,344.62,345.46,350.84,347.83,340.20,321.16,,,,,,293.20,322.30,322.99,311.86,314.05,306.21,,,,326.48,337.03,307.76,318.84,,,,,,,,,324.06,329.13,313.63,307.27,314.29,284.85,316.65,290.21,334.79,330.73,301.43,270.87,,,297.89,303.51,313.56,315.67,323.30,336.30,348.85,322.59,349.95,350.02,345.04,348.51,77.43,226.66,,,,,
2024-06-03 22:13:41.381000,L8,,,,,,,,,,,296.17,301.51,311.85,321.24,315.21,316.18,318.25,322.13,326.62,330.13,319.28,310.96,327.28,320.78,335.21,337.49,274.07,,,,,,,101.33,100.46,141.85,152.02,,,,,,,,,,,,,,,,,,,313.76,326.29,321.67,315.82,,,335.46,342.32,327.35,276.84,289.84,,324.74,324.26,311.68,315.66,317.63,316.77,319.33,293.24,334.44,326.24,292.57,268.23,,,,301.89,313.95,306.86,323.80,336.12,,,,,,,76.85,97.62,,,,,
2024-06-10 22:19:52.303000,L8,,,,,,,,,,,,,,267.26,301.18,310.96,310.06,279.73,320.83,330.82,316.47,305.19,312.14,312.09,324.24,336.52,314.83,,,,,,,79.76,72.12,55.43,148.30,,,,,,,,,,,,,,,,,,,317.73,308.59,317.50,310.83,,,,,,,,,,,308.86,310.07,318.24,313.90,308.03,288.97,305.94,298.88,,,,,,,,,,,,,,,,,71.53,93.80,,,,,
2024-06-11 22:13:53.980000,L9,,,,,,,,,,,,256.58,295.84,268.46,293.50,306.98,309.19,268.08,316.15,314.96,302.79,,,,,,,,,,,,,69.45,69.18,52.90,143.03,147.70,,,,,,,,,,,,,,,,,,317.62,328.63,321.75,316.76,,,334.49,339.83,314.27,278.17,248.92,,318.95,323.44,327.03,331.57,322.99,318.96,327.60,289.36,335.19,326.81,297.87,269.64,,,296.18,302.93,313.75,313.19,321.10,334.70,,,,,,,64.40,90.11,,,,,
2024-07-04 22:20:03.802000,L9,353.21,342.02,356.57,351.32,317.37,323.47,352.43,351.61,333.07,333.52,342.10,350.65,346.71,348.47,341.91,343.03,341.11,344.84,347.95,351.71,353.35,352.66,350.94,353.21,358.37,353.20,352.53,346.12,348.32,353.31,360.85,363.04,365.81,369.38,368.52,373.60,374.85,375.87,370.42,370.68,372.73,366.51,359.46,363.21,366.43,354.69,340.07,345.57,347.47,330.72,344.60,339.17,358.71,367.28,364.52,361.86,354.12,357.18,351.98,359.60,367.60,367.58,370.10,349.46,343.42,329.80,306.91,342.21,353.26,354.48,372.63,359.63,365.15,365.83,364.02,362.29,362.12,344.65,293.80,320.97,334.71,334.35,335.22,331.51,339.56,345.72,353.11,369.82,372.75,375.22,376.14,372.47,373.31,266.62,351.17,,,352.70,255.26,
2024-07-05 22:13:57.118000,L8,,,,,,,,,,,,283.30,303.47,313.81,308.66,314.84,315.08,316.77,325.92,329.68,309.41,303.82,315.91,313.70,320.33,333.62,311.86,,,,,,,87.60,76.26,55.65,147.93,139.75,,,,,,,,,,,,,,,,,,315.83,331.10,315.58,313.66,,,,,,,,278.40,322.31,326.12,315.30,312.41,312.19,311.99,307.58,283.09,300.29,281.70,,,,,,295.86,313.12,315.37,319.66,337.13,,,,,,,72.75,97.43,,,,,
2024-07-12 22:20:12.667000,L8,,,,,,,,,,,275.91,302.67,311.34,327.76,315.58,320.34,321.40,323.20,330.44,336.33,320.23,312.31,319.28,320.88,328.18,337.94,324.09,,,,,,,100.36,82.87,68.94,149.69,145.05,,,,,,,,,,,,,,,,,,318.58,337.75,314.67,316.47,,,,,,,,,324.69,327.56,319.02,316.64,326.96,327.71,316.74,295.66,298.19,329.57,299.75,269.09,,,,296.74,316.43,320.70,327.55,337.71,,,,,,,76.67,101.05,,,,,
2024-07-13 22:14:02.265000,L9,341.57,343.96,357.04,351.37,325.26,329.63,354.01,353.18,329.56,332.80,339.55,349.81,347.15,348.29,341.97,341.94,340.29,344.24,347.48,352.94,350.22,350.96,347.47,352.85,358.59,356.19,355.45,345.94,347.51,352.58,358.26,362.87,365.19,366.81,369.93,373.08,372.91,377.13,372.32,370.17,371.80,365.98,362.16,362.94,366.36,354.37,338.62,351.89,346.16,330.86,345.47,338.37,357.71,364.71,362.23,357.58,353.63,354.54,354.13,357.17,365.53,371.36,369.50,347.17,343.49,329.88,308.71,343.61,355.05,350.07,370.93,363.84,368.96,365.86,364.16,362.28,362.54,347.38,294.66,320.85,336.32,336.08,335.39,332.33,339.81,344.39,351.29,368.80,369.81,374.56,374.70,372.72,368.53,,352.45,,,352.95,216.10,
2024-08-05 22:20:18.332000,L9,360.32,350.38,354.65,351.27,353.19,348.38,347.30,350.95,346.36,338.16,340.68,338.89,342.59,340.94,338.42,332.88,339.07,339.63,342.17,349.27,344.22,342.23,345.66,348.01,352.87,350.30,348.23,343.80,342.43,350.61,355.28,354.74,364.05,365.61,367.31,367.03,369.21,373.27,369.99,364.35,363.49,363.37,357.59,360.40,358.43,354.62,343.96,344.25,346.10,344.63,350.37,352.53,358.75,361.40,359.76,353.90,350.02,348.52,352.29,358.37,360.29,365.23,365.92,348.20,336.15,327.22,300.92,337.53,352.57,351.69,359.93,357.91,362.97,361.94,359.14,359.40,356.74,339.29,289.74,315.60,329.02,328.47,331.50,329.10,335.56,341.97,347.06,362.72,363.54,368.93,371.85,369.40,363.90,,339.86,,,350.80,,
2024-08-13 22:20:26.422000,L8,367.01,354.74,351.57,350.80,355.98,349.90,346.28,350.55,346.14,338.76,336.27,337.89,343.06,341.84,339.97,333.79,339.71,339.91,343.44,349.88,345.23,342.98,345.39,347.95,353.64,351.96,348.94,345.49,342.97,349.58,354.14,356.74,363.96,366.96,368.86,368.04,371.17,373.34,370.35,367.74,364.05,363.49,356.10,360.03,357.88,352.59,345.97,347.38,345.37,344.52,349.17,352.67,359.98,360.95,360.35,354.64,350.03,350.50,351.33,357.43,362.29,365.80,366.62,344.99,336.78,326.82,302.10,338.34,352.09,352.03,360.02,361.26,363.53,359.96,359.04,359.52,357.01,341.03,291.42,318.27,329.00,330.65,330.68,328.90,336.56,342.85,347.06,363.74,364.44,370.75,370.56,367.83,367.27,,350.32,,,344.92,,
2024-08-29 22:20:33.674000,L8,360.02,349.98,351.23,349.62,352.14,349.67,344.94,347.37,343.77,337.74,332.41,335.30,338.45,340.08,336.41,332.10,335.63,334.73,340.62,345.86,339.61,339.76,341.21,342.04,348.53,348.59,345.14,340.53,336.82,344.57,349.35,353.78,359.58,363.14,363.13,364.11,366.60,368.48,367.08,360.97,358.21,354.96,351.47,352.66,352.72,346.51,344.38,343.71,343.05,338.11,345.86,348.24,355.12,357.69,358.35,352.91,347.75,346.55,347.06,356.57,356.35,361.49,360.47,342.22,334.18,321.15,291.00,336.01,349.34,350.75,358.03,355.50,359.72,354.73,356.06,357.87,354.26,335.29,288.93,309.95,324.24,325.96,325.91,324.35,332.98,338.53,343.09,359.79,358.94,364.77,364.77,364.12,361.64,,339.99,,,340.39,,
2024-08-30 22:14:23.037000,L9,365.49,351.74,350.85,350.48,349.38,349.60,345.71,348.42,344.40,337.57,332.07,335.43,338.80,340.96,336.90,332.97,337.52,335.55,339.99,346.34,340.70,340.99,341.84,342.50,350.86,349.16,346.88,342.64,339.28,346.25,351.31,354.51,362.03,364.10,365.07,364.71,370.03,370.34,370.20,362.73,359.05,358.67,352.88,355.25,354.85,349.67,346.03,344.49,345.98,340.50,348.98,350.00,357.75,360.16,359.93,354.05,348.87,347.45,346.89,358.46,359.16,363.57,362.10,343.80,335.15,323.44,298.51,336.83,350.43,352.92,359.22,357.28,362.03,356.63,358.00,357.25,355.13,337.59,288.35,311.38,326.11,327.98,329.40,326.18,334.29,339.47,345.77,362.10,360.92,366.20,365.77,364.78,363.27,,341.56,,,343.80,,
2024-09-07 22:14:30.806000,L8,375.19,353.06,354.16,352.04,357.17,351.87,349.31,351.32,346.65,339.89,334.95,338.72,344.16,346.55,341.08,338.07,340.90,342.27,344.72,349.92,346.47,343.97,345.52,347.29,354.88,352.51,350.60,347.89,344.60,349.74,354.56,358.53,365.88,366.57,369.26,369.92,371.30,374.16,371.32,367.44,363.33,361.43,355.80,360.02,357.65,352.43,349.98,348.37,347.54,347.88,351.49,355.10,361.92,362.78,361.62,356.58,351.09,352.95,354.77,360.85,363.90,367.34,366.55,350.46,341.28,328.62,308.30,343.71,354.83,359.85,364.19,364.27,365.81,362.92,361.36,360.74,358.19,341.96,293.53,274.14,330.82,331.63,332.23,332.98,337.64,342.58,348.77,365.02,366.15,370.42,371.48,369.50,365.58,,349.32,,,345.87,,
2024-09-22 22:20:32.853000,L9,375.48,361.12,353.63,352.85,357.30,351.33,347.38,348.89,347.15,340.19,336.44,339.18,346.83,344.76,340.56,337.17,341.36,342.86,343.57,348.93,343.33,342.34,345.62,346.85,356.42,351.20,348.89,346.90,343.77,348.63,354.20,357.53,365.05,369.94,371.90,373.46,376.54,379.41,375.76,370.28,365.50,365.64,358.72,363.74,361.00,355.85,352.74,349.88,348.81,347.83,351.58,356.00,361.97,361.70,361.50,357.03,352.61,352.95,352.17,360.93,364.52,366.74,363.77,349.22,342.49,328.95,310.76,343.53,353.83,359.79,361.22,363.95,365.28,362.97,359.94,360.83,357.90,344.18,294.31,317.09,328.26,331.23,330.55,330.72,336.27,341.48,345.60,368.00,370.31,373.16,375.00,373.59,376.52,,349.22,,,345.46,,
2024-09-23 22:14:30.418000,L8,334.17,339.80,336.57,339.00,340.27,334.03,335.31,330.19,321.18,292.50,251.46,275.36,313.83,317.16,316.13,313.40,318.01,321.90,327.70,327.25,315.65,315.58,315.52,317.03,328.55,330.96,323.67,320.25,,,,,,,,,,,,,,,,,,293.66,313.16,324.00,326.10,315.07,328.67,319.23,337.11,340.46,297.37,,,,,,,,,,,,,,,282.39,337.65,334.39,337.42,327.15,299.71,309.22,329.98,296.98,269.07,,,,,311.74,316.03,321.52,329.79,,,,,,,,,,,,,
2024-10-16 22:20:51.445000,L8,379.97,357.48,352.38,351.94,355.36,351.46,347.10,347.36,347.20,339.38,335.14,337.05,343.27,342.56,339.35,333.46,339.67,340.51,341.28,347.62,340.50,340.49,341.41,342.33,350.96,350.48,347.03,345.37,337.87,346.81,351.64,352.35,361.36,364.73,368.21,367.16,370.90,373.65,371.33,365.20,359.23,358.58,353.15,355.21,354.92,351.71,349.24,346.84,347.36,346.99,350.27,353.65,359.90,360.90,360.29,354.72,349.97,350.15,352.26,356.07,354.59,362.98,361.57,348.59,339.71,322.93,302.66,341.22,351.28,359.19,359.18,361.91,365.78,363.56,360.74,360.91,357.97,337.07,289.34,309.81,326.41,330.10,332.62,330.27,336.67,342.16,345.44,361.18,362.85,366.31,367.56,365.94,363.45,,340.55,,,340.38,,
2024-10-24 22:20:57.649000,L9,332.53,342.33,340.53,336.26,339.16,332.20,334.50,330.35,325.54,318.06,321.07,313.73,322.46,327.45,317.74,315.86,317.96,322.70,322.41,326.66,318.60,316.65,319.16,317.68,329.99,329.10,324.55,322.56,298.63,302.95,294.72,,,341.66,346.62,344.15,345.49,,,,,,281.50,291.77,288.74,295.58,320.33,322.18,324.62,325.42,331.51,332.18,338.53,340.83,339.92,336.16,323.24,334.83,334.27,331.74,302.82,,,,,,,321.57,329.64,338.98,343.12,342.12,346.32,342.36,312.88,325.89,334.34,308.38,269.73,,,,295.72,312.65,318.97,322.72,325.61,,,,,,,,,,,,,
