dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041,satname
2014-04-21 22:14:29+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,326.85,326.35,320.63,320.64,314.59,306.38,352.18,356.4,355.55,337.54,331.21333333333337,331.755,325.68,342.03,345.845,,,313.67,308.77,315.43,291.97,301.74,319.69,329.36,328.28999999999996,323.275,320.17,337.41,340.75,,348.73,,339.355,340.885,341.90999999999997,335.025,331.54,341.44,357.08,344.01,324.45,312.03,318.5,326.91,341.12,328.84000000000003,346.21333333333337,347.2833333333333,353.3233333333333,347.16333333333336,308.8,319.19,298.53,323.34999999999997,280.965,338.14000000000004,335.73,337.225,312.33,330.6333333333334,349.17,343.77,349.63500000000005,357.8,359.52,366.22,363.64,356.69,356.38,,342.775,,,318.95,,,L8
2014-05-30 22:20:22+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,326.85,326.35,320.63,320.64,314.59,306.38,352.18,356.4,355.55,332.98,326.37,331.755,325.68,329.03,335.19,,,313.67,308.77,315.43,291.97,301.74,319.69,329.36,328.28999999999996,326.44666666666666,320.17,340.28,340.75,,348.73,,345.43333333333334,340.885,341.90999999999997,335.025,331.54,341.44,357.08,344.01,324.45,312.03,321.73,326.91,341.12,328.84000000000003,336.64000000000004,336.73999999999995,342.9,335.83000000000004,308.8,319.19,298.53,322.48333333333335,276.8233333333333,339.9,341.90333333333336,343.4433333333333,312.33,330.6333333333334,349.17,343.77,349.99,357.8,359.52,366.22,363.64,357.19,357.54,,346.495,,242.93,342.27,,,L8
2014-07-17 22:20:39+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,326.85,326.35,321.325,315.31,307.30499999999995,306.38,352.18,356.4,355.55,332.98,326.37,331.755,325.68,329.03,335.19,,,313.67,308.77,315.43,291.97,301.74,319.69,329.36,328.28999999999996,326.44666666666666,320.17,340.28,340.75,,348.73,,345.43333333333334,340.885,341.90999999999997,335.025,331.54,341.44,357.08,344.01,324.45,312.03,306.49,321.96500000000003,331.525,324.14000000000004,330.1566666666667,332.25,328.7133333333333,322.82,298.40999999999997,311.1133333333333,290.65,309.9225,270.21000000000004,339.9,341.90333333333336,343.4433333333333,307.0425,328.4775,339.42,339.91,343.3566666666666,357.8,359.52,366.22,363.64,357.19,357.54,,346.495,,242.93,342.27,,,L8
2014-08-02 22:20:46+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,326.85,326.35,323.31666666666666,317.92,311.84666666666664,304.21500000000003,326.42,356.4,355.55,332.98,326.37,331.755,325.68,329.03,335.19,,,313.67,308.77,315.43,291.97,300.8233333333333,315.4266666666667,327.74333333333334,325.0733333333333,322.0475,318.4,340.28,340.75,,348.73,,345.43333333333334,340.885,341.90999999999997,335.025,331.54,341.44,357.08,344.01,324.45,312.03,299.9925,322.53000000000003,330.3833333333334,321.175,328.2875,330.97249999999997,324.0575,316.82500000000005,293.7733333333333,306.6425,298.39666666666665,307.834,269.338,339.9,341.90333333333336,343.4433333333333,301.88,327.57800000000003,336.68333333333334,338.285,341.09499999999997,357.8,359.52,366.22,363.64,357.19,357.54,,346.495,,242.93,342.27,,,L8
2014-08-18 22:20:51+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,326.85,326.35,323.31666666666666,319.4675,313.86,304.21500000000003,326.42,356.4,355.55,332.98,326.37,331.755,325.68,329.03,335.19,,,313.67,308.77,315.43,291.97,299.745,315.31,326.84749999999997,325.5175,322.346,319.89000000000004,337.7966666666667,330.29499999999996,345.77,342.145,,345.43333333333334,340.885,341.90999999999997,335.025,331.54,341.44,357.08,344.01,324.45,312.03,294.654,321.775,330.39250000000004,322.344,329.966,330.11,320.234,313.054,292.95,304.38199999999995,297.145,305.21,268.8283333333333,339.9,341.90333333333336,343.4433333333333,297.3866666666667,326.97166666666664,335.15250000000003,338.285,341.09499999999997,357.8,359.52,366.22,363.64,357.19,357.54,,346.495,,242.93,342.27,,,L8
2014-09-03 22:20:54+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,,326.35,323.31666666666666,319.07666666666665,313.61666666666673,302.05,326.42,356.4,355.55,349.085,342.32,344.57,,,,,,,,,286.02,297.28333333333336,309.99666666666667,324.3999999999999,321.3333333333333,318.58,319.89000000000004,337.99,319.84,345.77,335.56,,348.09999999999997,336.85,336.28,327.83,,,,,,,294.654,320.0633333333333,326.8166666666667,315.525,325.4,327.135,312.67249999999996,305.5575,292.95,297.17999999999995,297.145,310.79,272.63166666666666,339.9,352.13,353.2099999999999,292.20000000000005,327.27,335.15250000000003,338.285,341.09499999999997,359.58000000000004,362.495,366.22,363.64,357.19,357.54,,347.48,,242.93,338.945,,,L8
2014-09-19 22:20:54+00:00,310.14,,,,292.18,,,,295.38,,,,,,285.38,,,,,312.18,303.42,305.41,311.87,,,326.35,323.31666666666666,319.07666666666665,313.61666666666673,302.05,300.66,,,350.25,343.24,347.985,354.32,357.54,,,,,,,286.02,297.28333333333336,309.99666666666667,324.3999999999999,321.3333333333333,318.58,319.89000000000004,337.99,319.84,345.77,335.56,,348.09999999999997,336.85,336.28,327.83,,,,,,,288.94,320.0633333333333,326.8166666666667,315.525,325.4,327.135,312.67249999999996,305.5575,292.95,297.17999999999995,297.145,311.4483333333333,273.11999999999995,343.8,354.25,355.88,277.37500000000006,322.085,330.48,333.0566666666667,338.4533333333333,361.96000000000004,365.25,369.42,,,,,349.76,,242.93,336.0466666666667,,,L8
2014-09-28 22:14:44+00:00,310.14,,,,292.18,,,,295.38,,,311.07,,,302.68,,,,,312.18,303.42,305.41,318.5,,331.46,326.35,323.31666666666666,320.48,315.355,299.87,300.66,,,350.25,343.24,347.985,354.32,357.54,,,,,,,286.02,297.8725,313.725,324.615,321.3333333333333,320.836,319.89000000000004,338.8,329.53499999999997,345.77,335.56,,344.98,340.605,339.725,332.325,,,339.02,328.72,319.47,311.68,286.782,321.31,327.98,317.89799999999997,328.932,327.54200000000003,313.558,309.668,292.488,297.21,299.65999999999997,311.4271428571429,272.41142857142853,311.32666666666665,354.25,355.88,277.37500000000006,322.302,330.2725,333.6075,336.655,353.46000000000004,358.6366666666667,359.32500000000005,348.53,341.35,,,349.76,,242.93,336.0466666666667,,,L8
2014-11-06 22:21:01+00:00,,,,,,,,,,,,311.07,,,319.98,,,,,,,,325.13,,331.46,,324.66,320.48,315.355,299.87,300.66,,,350.25,343.24,347.985,354.32,357.54,,,,,,,,298.38,315.59000000000003,324.6433333333334,322.745,323.76000000000005,319.75,338.8,329.53499999999997,345.77,335.56,,348.165,344.36,343.17,336.82,,,339.02,328.72,319.47,311.68,286.782,321.31,327.98,320.35749999999996,329.90250000000003,326.56,308.1175,318.088,303.77200000000005,295.21500000000003,299.9425,311.4271428571429,273.42833333333334,311.32666666666665,354.25,355.88,282.4433333333334,323.275,330.2725,333.62000000000006,336.655,353.46000000000004,358.6366666666667,359.32500000000005,348.53,341.35,,,349.76,,242.93,336.0466666666667,,,L8
2015-04-15 22:20:10+00:00,,,,,,,,,,259.87,292.3,295.52,313.09,321.94,315.54,,,,,,,,,,,,,,,,,,,,,,,,,,,280.32,289.59,304.43,300.49,299.65,316.39,327.9,332.21,327.89,335.34,330.04,324.91,,344.29,,339.83,340.69,341.59,335.46,329.44,338.09,357.41,336.84,299.71,297.81,,324.39,338.0,333.83,346.39,335.32,345.91,355.44500000000005,351.665,333.03,301.51,297.01,269.62,,310.02,313.94,309.32,320.87,327.36,333.24,327.64,,,,,,,,,,,,,,L8
2015-05-01 22:20:00+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,,,,,,,,,,,,,,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,,341.085,343.1,341.05499999999995,339.82,328.31,339.32,357.59000000000003,338.475,311.62,299.64,278.06,305.63,337.555,334.84000000000003,344.69,335.895,346.255,350.3833333333334,347.7266666666667,333.23,308.575,299.78,269.635,,307.905,314.0,311.62,324.005,327.36,333.24,329.13,,,,,,,86.66,,,,,,,L8
2015-06-27 22:13:58+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,,,,,,,,,324.52,,,,312.96,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,302.58,341.085,343.1,341.05499999999995,339.82,328.31,339.32,357.59000000000003,338.475,311.62,299.64,278.06,305.63,337.555,334.84000000000003,344.69,335.895,336.5466666666667,328.69,321.34666666666664,322.95666666666665,297.99,299.78,269.635,,304.28333333333336,314.0,311.62,324.005,327.36,333.24,329.13,,,,,,,78.63499999999999,,,,,,,L8
2015-07-04 22:20:14+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,,,,,,,,,324.52,,,,312.96,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,302.58,341.085,343.1,341.05499999999995,339.82,328.31,339.32,357.59000000000003,338.475,311.62,299.64,278.06,305.63,337.555,334.84000000000003,344.69,335.895,330.5675,322.895,314.4125,316.97249999999997,293.605,299.78,269.635,,304.28333333333336,314.0,311.62,324.005,327.36,333.24,329.13,,,,,,,78.63499999999999,,,,,,,L8
2015-07-29 22:14:13+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,,,,,,,,,324.52,,,,312.96,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,302.58,341.085,343.1,341.05499999999995,339.82,328.31,339.32,357.59000000000003,338.475,311.62,299.64,278.06,305.63,337.555,334.84000000000003,344.69,331.5566666666667,327.158,317.43199999999996,308.634,313.406,290.98400000000004,294.23,263.46,,304.28333333333336,314.0,311.62,324.005,327.36,333.24,329.13,,,,,,,78.63499999999999,,,,,,,L8
2015-08-21 22:20:33+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,296.13,,,,,,,,324.52,,,,312.96,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,302.58,341.085,343.1,341.05499999999995,339.82,328.31,339.32,357.59000000000003,338.475,311.62,299.64,278.06,307.67,337.555,334.84000000000003,338.92,328.9925,326.38,312.3183333333333,304.77333333333337,309.2316666666666,290.15166666666664,294.23,263.46,,304.28333333333336,314.0,311.62,321.34,325.28,329.55,329.13,,,,,,,76.95,,,,,,,L8
2015-10-08 22:20:48+00:00,,,,,300.58,,,,,272.58000000000004,296.46500000000003,299.815,317.63,321.94,316.125,,,,,,,,,,,,,321.41,296.13,,307.58,,,,,,324.52,,,,312.96,280.32,289.59,302.12,297.73,300.365,313.92499999999995,328.11,331.885,324.205,336.16499999999996,330.04,324.91,343.76,343.96500000000003,302.58,341.085,343.1,341.05499999999995,339.82,328.06,336.6333333333333,357.59000000000003,338.475,311.62,302.15333333333336,267.41499999999996,307.67,337.555,334.84000000000003,338.92,328.9925,326.38,312.3183333333333,304.77333333333337,309.2316666666666,290.15166666666664,294.23,263.46,,304.28333333333336,314.0,311.62,321.34,325.28,329.55,329.13,,,,,,,76.95,,,,,,,L8
2015-10-17 22:14:38+00:00,330.76,,,,300.58,,,,,285.29,300.63,310.82500000000005,322.17,,316.71,,,,,,,,,,,,,321.41,308.235,304.53,302.92999999999995,,,332.1,322.93,324.82,327.49,332.54,,337.92,312.96,,,299.81,294.97,301.08,311.46,328.32,331.56,320.52,336.99,,,343.76,343.64,302.58,342.34,345.51,340.52,344.18,326.16333333333336,335.905,357.77,340.11,321.29499999999996,303.8466666666667,267.41499999999996,299.31,324.98,335.85,335.185,326.8833333333334,322.474,312.7316666666666,301.41333333333336,307.82666666666665,291.81,298.7,263.94666666666666,245.25,303.8066666666667,294.23,313.125,321.575,323.2,325.86,330.62,,,,,,,76.95,328.06,,,,,,L8
2015-11-18 22:14:44+00:00,330.76,,,,,,,,,,316.56,315.95000000000005,,,,,,,,,,,,,,,,,308.235,304.40999999999997,298.91,,327.79,329.92,321.255,325.105,328.69666666666666,331.87,,337.34000000000003,312.96,,285.84,297.58,295.32,302.38,320.5,313.3,316.42,,,299.1,,,,302.58,,,,,322.81333333333333,331.26,,,319.06,305.03499999999997,256.77,317.77,318.48,,327.38,322.09000000000003,316.4425,307.226,293.726,307.115,291.57166666666666,300.7966666666666,264.00333333333333,245.25,305.8766666666667,274.4,312.33,316.01,323.2,325.86,,336.75,329.97,341.34,342.64,341.75,331.86,83.77333333333333,322.195,,,,,,L8
2015-12-20 22:14:45+00:00,330.76,,,,,,,,,,316.56,315.95000000000005,,,,,,,,,,,,,,,,,308.235,316.8633333333333,309.825,,327.79,337.27000000000004,330.05,325.105,328.69666666666666,331.87,,337.34000000000003,312.96,,285.84,297.58,295.32,302.38,320.5,313.3,316.42,,,299.1,,,,302.58,,,,,322.81333333333333,331.26,,,319.06,305.03499999999997,256.77,317.77,318.48,,327.38,322.09000000000003,316.4425,307.226,293.726,307.115,291.57166666666666,300.7966666666666,272.3,245.25,305.8766666666667,274.4,312.33,316.01,323.2,325.86,,336.75,342.69500000000005,341.34,342.64,341.75,331.86,148.755,331.59999999999997,,,338.71,,,L8
2015-12-27 22:20:55+00:00,330.76,,,,,,,,,,316.56,315.95000000000005,,,,,,,,,,,,,,,,,308.235,316.8633333333333,309.825,,327.79,340.1175,330.05,325.105,330.78499999999997,331.87,,337.34000000000003,,,285.84,297.58,295.32,302.38,320.5,313.3,316.42,,,299.1,,,,,,350.1,,350.29,332.15999999999997,331.26,,,319.06,305.03499999999997,277.645,317.77,318.48,,327.38,322.09000000000003,316.2133333333333,307.6225,295.6375,308.05600000000004,294.522,308.16249999999997,276.356,259.53999999999996,317.74333333333334,274.4,312.33,316.01,323.2,325.86,,336.75,342.69500000000005,341.34,342.64,341.75,331.86,215.9925,335.55,,,338.71,,,L8
2016-02-22 22:14:30+00:00,330.76,,,,,,,,,,316.56,315.95000000000005,,,,,,,,,,,,,,,,,320.34,316.8633333333333,309.825,,327.79,341.738,332.6,330.16333333333336,336.98333333333335,338.7366666666667,354.21,337.34000000000003,,351.0,285.84,297.58,295.32,302.38,320.5,327.07,329.48,336.97,345.52,299.1,358.03,357.6,359.02,350.65,349.91,350.425,352.07,350.96500000000003,338.284,331.26,,341.26,326.735,310.8533333333333,284.7633333333333,330.64,318.48,,,,,342.65,317.95,326.88000000000005,326.84999999999997,318.945,284.52000000000004,279.15333333333336,320.7875,274.4,312.33,,,,,336.75,342.69500000000005,341.34,342.64,341.75,341.45000000000005,263.46333333333337,336.464,,,338.71,,,L8
2016-03-16 22:20:36+00:00,329.16499999999996,,334.95,332.38,337.48,332.59,,,324.4,317.65,318.49,314.8333333333333,320.78,322.86,316.9,316.67,315.66,321.48,,,,,,324.02,326.2,327.95,321.5,,320.34,316.8633333333333,309.825,,327.79,341.738,332.6,327.695,334.09000000000003,336.7475,346.735,336.05333333333334,326.85,332.95500000000004,294.865,302.745,297.605,301.08,319.14,325.9766666666667,327.67333333333335,329.72,336.72,299.1,358.03,347.71000000000004,350.28999999999996,342.27,343.21000000000004,345.50333333333333,343.29999999999995,343.93333333333334,336.49,332.645,345.82,334.66999999999996,315.45,308.03749999999997,284.7633333333333,325.96000000000004,324.31666666666666,339.4,,336.59,347.43,342.83,329.83500000000004,329.15000000000003,324.0825,313.634,281.885,279.15333333333336,318.084,293.385,314.32,319.68,287.62,322.23,,336.75,342.69500000000005,341.34,342.64,341.75,341.45000000000005,263.46333333333337,336.464,,,338.71,,,L8
2016-04-26 22:14:08+00:00,322.47,326.13,332.82,329.24,337.48,322.27,334.62,321.85,311.32,317.65,318.49,313.48,320.78,322.86,316.9,316.67,315.66,321.48,,,,,,324.02,326.2,327.95,321.5,,,323.03,316.72,,327.79,344.14750000000004,335.8233333333333,328.65333333333336,335.3,338.15000000000003,346.735,335.12,326.85,332.95500000000004,294.865,302.745,297.605,301.08,319.14,325.9766666666667,327.67333333333335,329.72,336.72,299.1,348.74,335.5833333333333,349.84,341.03,341.9866666666667,343.2425,341.34666666666664,341.4625,340.094,335.80999999999995,345.58,332.71666666666664,309.46999999999997,308.31333333333333,298.76,325.29,330.2266666666667,325.32,336.95,338.15,348.18,341.58500000000004,342.145,332.84666666666664,328.53749999999997,311.57,281.5333333333333,296.105,307.91,312.39,316.33000000000004,320.525,282.35,322.23,328.78,336.75,342.69500000000005,341.34,342.64,341.75,341.45000000000005,263.46333333333337,338.565,,,338.71,,,L8
2016-05-12 22:14:08+00:00,322.47,326.13,332.82,329.24,337.48,322.27,334.62,321.85,311.32,317.65,309.2,308.89000000000004,315.55499999999995,324.115,316.255,317.20500000000004,315.66,321.48,,,,307.21,,324.02,326.2,327.95,307.765,,,323.03,316.72,,327.79,344.14750000000004,335.8233333333333,328.65333333333336,330.86,337.035,342.39000000000004,334.06333333333333,322.03,332.95500000000004,294.865,302.745,297.605,301.08,319.14,325.9766666666667,327.67333333333335,329.72,336.72,299.1,348.74,332.61,347.0475,332.41499999999996,341.9866666666667,341.246,338.4925,337.404,340.094,335.47999999999996,343.14000000000004,328.4175,309.46999999999997,308.31333333333333,298.76,323.12600000000003,322.4225,314.87,329.71000000000004,336.56333333333333,345.4433333333333,338.8833333333334,338.03333333333336,331.7525,328.53749999999997,311.57,281.5333333333333,296.105,305.81,309.74333333333334,311.4533333333333,319.44,292.9433333333333,319.96500000000003,328.345,336.75,342.69500000000005,341.34,342.64,341.75,341.45000000000005,263.46333333333337,338.565,,,338.71,,,L8
2016-06-04 22:20:28+00:00,322.47,326.13,332.82,329.24,337.48,322.27,334.62,321.85,311.32,317.65,305.52,305.59999999999997,314.3566666666666,324.115,316.255,317.20500000000004,315.66,321.48,,,,307.21,,324.02,326.2,327.95,307.765,,,341.77,342.57,,334.5,349.6166666666666,334.4166666666667,328.34999999999997,330.4725,338.64,340.7125,334.1266666666667,322.3966666666667,332.95500000000004,303.89,298.72,299.7,295.92999999999995,306.635,332.31500000000005,333.29999999999995,329.72,336.72,,348.74,332.61,347.0475,328.09000000000003,341.9866666666667,341.246,338.4925,334.8433333333333,345.835,335.47999999999996,343.14000000000004,328.4175,309.46999999999997,308.31333333333333,298.76,323.046,322.3675,313.4375,325.1166666666667,335.135,333.89250000000004,338.0125,335.81,333.655,323.33,309.088,280.9583333333333,296.105,303.45666666666665,309.095,310.4325,319.44,292.9433333333333,319.96500000000003,328.345,342.54,336.845,343.53,345.69,333.97,342.32500000000005,341.63,345.97666666666663,,,338.71,,,L8
2016-07-06 22:20:41+00:00,322.47,326.13,332.82,329.24,337.48,322.27,334.62,321.85,311.32,317.65,305.52,305.59999999999997,314.3566666666666,324.115,316.255,317.20500000000004,315.66,321.48,,,,307.21,,324.02,326.2,327.95,307.765,,,,,,334.5,353.525,336.45,328.34999999999997,330.4725,338.64,340.7125,334.1266666666667,322.3966666666667,332.95500000000004,303.89,298.72,299.7,295.92999999999995,306.635,332.31500000000005,333.29999999999995,329.72,336.72,,348.74,332.61,347.0475,328.09000000000003,341.9866666666667,339.0325,338.4925,331.754,341.0466666666667,335.47999999999996,343.14000000000004,328.4175,309.46999999999997,308.31333333333333,304.58000000000004,323.046,322.3675,313.4375,325.1166666666667,335.135,333.89250000000004,338.0125,335.81,333.655,323.33,303.795,278.204,318.38,297.62,309.095,310.4325,319.44,292.9433333333333,319.96500000000003,328.345,342.54,339.53999999999996,343.53,345.69,333.97,342.32500000000005,352.13,348.075,,298.54,351.97,,,L8
2016-09-08 22:21:00+00:00,322.47,326.13,332.82,329.24,337.48,322.27,334.62,321.85,311.32,317.65,305.52,305.59999999999997,314.3566666666666,324.115,316.255,317.20500000000004,315.66,321.48,,,,307.21,,324.02,326.2,327.95,307.765,,,,,351.74,334.5,355.135,339.0933333333333,330.74666666666667,332.7625,339.65999999999997,342.1725,334.1266666666667,322.3966666666667,314.91,303.89,298.72,299.7,295.92999999999995,306.635,323.79,324.06,322.47,327.92,,339.45,324.28000000000003,343.0566666666667,322.45000000000005,338.025,335.12666666666667,333.9666666666667,326.78249999999997,330.18,335.47999999999996,343.14000000000004,324.1366666666667,297.0,301.225,310.58500000000004,319.435,322.3675,313.4375,325.1166666666667,335.135,333.89250000000004,338.0125,335.81,333.655,312.81333333333333,306.1125,278.35,321.76,289.54499999999996,309.095,310.4325,319.44,292.9433333333333,319.96500000000003,328.345,342.54,345.83,343.53,345.69,333.97,347.43,338.195,352.39,,298.54,345.09000000000003,,,L8
2017-01-30 22:20:50+00:00,,,,,,,,,,,333.11,,337.09,,,,,,,,,,,,,,,,334.55,338.32,339.87,350.03,355.47,351.87,346.765,347.47,358.54,356.55,360.05,,,352.16,,,,342.39,,,,339.66,,,,,,,,,,,,367.69,,,,326.77,307.79499999999996,,,,,,,,,,,332.885,291.94500000000005,320.42499999999995,332.39,,,,,,345.0,353.54,353.99,356.34,,357.46,357.055,325.41499999999996,348.96000000000004,,,335.195,,,L8
2017-04-20 22:20:11+00:00,,,,,,,,,,,333.11,,337.09,,,,,,,,,,,,,,,340.28,335.37,341.54999999999995,342.38,349.92499999999995,355.47,353.365,347.815,347.2,355.28,356.94,356.48,,,352.16,,,,342.39,,343.33,344.59,339.66,,348.67,357.64,,,,,,,,,367.69,,,,326.77,307.865,,,,,,,,,,,332.6,292.35,320.405,332.96,337.85,340.69,,,343.24,345.81,354.9,352.76,358.53499999999997,362.42,359.145,355.045,326.57,349.17,,,335.475,,,L8
2017-05-06 22:20:07+00:00,,,,,,,,,,,333.11,,337.09,,,,,,,,,,,,,,,342.85,338.24333333333334,344.0566666666667,345.41333333333336,352.3833333333334,355.47,354.9266666666667,350.16,349.14,357.61,359.995,359.405,361.21,,352.16,,,,342.39,343.82,344.975,345.1,339.66,,348.67,357.64,,,,,,,,,367.69,,341.56,,326.77,311.1166666666666,,,,,,,,,,,335.13666666666666,293.19666666666666,322.88,334.7333333333333,340.135,340.69,,,345.07,348.34,357.07666666666665,354.8233333333333,360.93,365.89,360.93333333333334,356.99666666666667,327.18,349.17,,,337.5233333333333,,,L8
2017-06-07 22:20:26+00:00,,,,,,,,,,,333.11,,337.09,,,,,,,,,,,,,,,342.85,338.24333333333334,344.0566666666667,345.41333333333336,352.3833333333334,355.47,354.9266666666667,350.16,349.14,357.61,359.995,359.405,361.21,,333.725,303.03,304.61,304.74,323.9,325.87,339.1433333333334,339.64000000000004,328.225,322.93,348.67,357.64,,,,298.9,313.59,309.5,312.93,,367.69,,341.56,,326.77,311.1166666666666,,,,307.9,319.46,322.65,316.25,345.19,349.56,342.7,330.8375,289.25,319.6875,334.7333333333333,332.66,334.33500000000004,329.2,332.4,341.13666666666666,346.065,357.07666666666665,354.8233333333333,360.93,365.89,360.93333333333334,356.99666666666667,327.18,349.17,,,337.5233333333333,,,L8
2017-07-02 22:14:23+00:00,,,,,,,,,,,333.11,,337.09,,299.05,,,,,,303.57,295.11,,,,301.02,309.62,342.85,338.24333333333334,344.0566666666667,345.41333333333336,352.3833333333334,355.47,354.9266666666667,350.16,349.14,357.61,359.995,359.405,361.21,,333.725,303.03,304.61,304.74,323.9,325.87,339.1433333333334,339.64000000000004,328.225,322.93,348.67,357.64,,,,298.9,313.59,309.5,312.93,,367.69,,341.56,,326.77,311.1166666666666,313.74,316.58,304.35,309.0,315.595,315.365,306.865,345.19,349.56,342.7,330.8375,289.25,319.6875,334.7333333333333,332.66,334.33500000000004,320.315,319.225,335.065,346.065,357.07666666666665,354.8233333333333,360.93,365.89,360.93333333333334,356.99666666666667,327.18,349.17,,,337.5233333333333,,,L8
2017-07-09 22:20:35+00:00,,,,,336.66,,,,,,333.11,,337.09,,299.05,,,,,,303.57,295.11,,,,301.02,309.62,342.85,338.24333333333334,344.0566666666667,345.41333333333336,352.3833333333334,355.47,354.9266666666667,350.16,349.14,357.61,359.995,359.405,361.21,,333.725,303.03,304.61,304.74,323.9,333.0,339.1433333333334,339.64000000000004,328.225,322.93,348.67,357.64,,,,298.9,313.59,309.5,312.93,,367.69,,341.56,,326.77,311.1166666666666,313.74,316.58,304.35,309.0,315.595,315.365,306.865,345.19,349.56,342.7,330.8375,294.38800000000003,319.6875,334.7333333333333,332.66,334.33500000000004,320.315,319.225,335.065,346.065,357.07666666666665,357.91499999999996,360.93,365.89,360.93333333333334,356.99666666666667,327.18,349.17,,,337.5233333333333,,,L8
2017-08-03 22:14:35+00:00,,,,,336.66,,,,,,,,,,299.05,,,,,,303.57,295.11,,,,301.02,309.62,343.66,340.09000000000003,346.92500000000007,348.185,354.4150000000001,,356.24,351.9266666666667,348.34999999999997,357.61,360.73,359.405,361.21,,315.29,303.03,304.61,304.74,305.41,335.9,339.1433333333334,339.64000000000004,316.79,322.93,348.67,357.64,,,,298.9,313.59,309.5,312.93,,,,341.56,,,312.9166666666667,313.74,316.58,331.065,309.0,315.595,315.365,306.865,345.19,349.56,342.7,333.055,294.486,320.12750000000005,335.64666666666665,332.66,334.33500000000004,326.79333333333335,327.44666666666666,337.428,346.9475,359.44000000000005,359.83500000000004,363.90333333333336,366.32666666666665,364.32,358.8833333333334,327.79,336.12,,,340.19499999999994,,,L8
