dates,satname,nzd0095-0000,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018
2025-03-10 22:11:52.276000,L9,,,,,,,297.54,324.36,324.60,327.55,313.29,307.21,,,,,,,
2025-03-26 22:11:41.456000,L9,,328.61,315.75,330.25,319.19,,325.66,335.80,338.17,333.72,330.78,325.32,329.95,313.90,315.03,328.47,322.95,282.60,318.69
2025-04-11 22:11:41.675000,L9,,329.91,315.30,330.58,323.83,288.31,328.51,340.28,340.35,335.33,330.25,327.98,341.86,318.34,317.29,320.75,308.29,283.94,318.03
2025-04-27 22:11:32.816000,L9,360.45,349.00,338.56,358.06,341.26,340.16,345.52,366.73,365.06,367.67,365.80,353.96,345.04,356.51,344.56,345.97,354.46,356.49,356.54
2025-05-13 22:11:22.590000,L9,,337.37,319.13,330.42,328.31,297.92,326.90,346.47,342.22,337.91,348.35,345.36,329.46,340.73,336.42,333.64,315.10,288.23,315.37
2025-05-21 22:11:16.046000,L8,,331.57,316.98,330.87,326.80,,324.19,332.82,332.72,330.67,329.70,328.85,332.21,311.01,316.57,330.45,310.95,295.74,317.01
2025-05-29 22:11:15.744000,L9,,334.32,316.24,327.48,322.63,,,345.44,338.19,335.73,332.08,336.39,328.18,307.80,322.07,326.44,312.31,284.66,317.26
2025-06-06 22:11:18.842000,L8,,331.26,317.27,329.50,323.28,,324.04,337.08,334.19,332.83,330.32,330.37,328.23,306.01,313.73,321.03,309.20,281.39,315.10
2025-07-16 22:11:36.965000,L9,370.28,375.18,349.61,,368.85,397.08,389.25,400.00,381.66,370.50,377.38,371.08,378.46,348.16,372.55,360.80,379.94,381.04,350.19
2025-07-24 22:11:41.941000,L8,,334.14,316.78,329.32,332.62,,323.69,338.39,333.40,332.90,330.85,330.24,337.80,312.40,317.54,329.54,336.16,285.89,318.49
2025-08-01 22:11:42.925000,L9,373.11,339.95,322.53,369.14,340.21,377.24,356.46,370.17,368.71,364.68,370.59,378.60,343.84,345.43,331.37,340.76,347.77,345.50,353.21
2025-08-09 22:11:49.526000,L8,,,,,,,,,,,,,,,,,,,350.52
2025-08-17 22:11:54.672000,L9,,333.80,317.62,331.01,327.66,,323.03,339.35,337.75,335.93,332.10,330.58,342.08,322.71,317.63,336.92,338.86,296.47,326.60
2025-10-04 22:12:06.102000,L9,,,314.96,322.29,322.55,,,,,,,,329.24,316.47,313.72,326.23,309.21,283.44,320.78
2025-11-05 22:12:10.440000,L9,,336.38,321.74,331.69,325.30,,326.36,340.10,339.80,335.19,331.35,332.81,330.26,316.73,318.37,322.12,318.37,290.79,320.51
2025-11-13 22:12:04.594000,L8,326.71,336.40,323.91,333.09,326.76,332.74,331.46,340.75,335.33,337.40,334.62,333.06,329.30,318.21,319.80,331.65,319.39,294.48,321.27
