dates,satname,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0116,nzd0234-0063,nzd0234-0064,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0117,nzd0234-0139,nzd0234-0140
2023-08-14 21:59:37.575000,L9,298.18,296.83,299.60,307.25,311.03,314.82,316.71,312.17,314.00,315.39,313.57,319.71,314.70,316.99,316.87,321.02,317.14,316.73,314.97,308.08,310.61,305.30,307.50,305.94,306.48,305.94,302.98,304.65,302.94,304.33,302.44,302.48,307.98,302.63,304.02,302.67,302.46,305.49,307.94,309.83,307.47,308.92,308.81,308.87,305.91,310.86,313.67,313.47,316.63,314.67,318.51,315.18,308.01,308.80,310.46,315.27,323.09,332.65,331.84,328.76,333.97,321.07,321.15,311.08,313.71,314.27,318.12,317.67,315.00,321.35,322.18,318.11,318.65,317.81,310.95,315.99,307.28,304.34,313.14,312.80,311.82,317.35,315.29,312.08,312.43,303.76,299.99,306.17,331.74,327.26,331.80,332.03,332.16,327.69,325.33,322.72,317.79,330.08,328.47,306.31,308.07,310.16,318.07,327.08,318.92,323.20,330.06,337.14,338.99,340.46,334.97,333.09,327.34,327.12,322.92,325.10,328.67,332.39,333.59,326.42,213.16,334.83,182.70,327.82,332.08,316.80,317.03,,80.86,302.61,300.90,298.73,307.62,318.42,315.07,321.23,324.44,339.40,325.97,327.21,336.85,325.63,313.34,304.78,310.20,312.60,314.73,308.99,324.47,330.81
2023-08-22 21:59:50.611000,L8,302.10,305.67,306.94,311.22,315.23,313.84,315.77,311.15,312.03,316.55,313.35,319.10,314.21,313.25,313.97,316.67,313.27,313.80,311.07,306.53,309.28,300.02,305.87,307.56,305.29,304.76,301.49,299.79,299.35,302.17,300.75,303.22,301.25,301.82,300.53,299.67,302.50,305.06,307.23,304.88,305.60,308.71,308.88,308.37,303.23,309.52,309.82,313.43,314.88,313.83,312.92,309.17,310.47,316.59,311.43,314.90,328.63,335.06,334.18,331.21,330.88,323.69,321.05,312.13,311.36,312.14,313.72,313.49,311.21,316.06,320.53,319.84,317.55,313.63,308.57,311.48,303.31,302.66,311.30,313.25,312.69,316.82,316.49,312.52,310.45,303.14,299.21,302.70,328.16,331.46,326.75,329.10,329.74,327.59,323.13,323.24,320.48,329.12,322.95,303.88,309.42,316.90,323.65,331.68,326.00,324.58,324.97,329.66,334.00,333.62,364.31,328.01,322.38,319.67,321.39,324.63,328.94,329.75,356.37,353.63,333.38,333.40,327.87,327.25,329.38,326.60,322.61,316.52,80.68,302.29,298.87,299.70,306.09,319.16,325.67,321.66,326.18,338.50,329.51,327.96,335.85,343.76,317.99,306.72,308.63,313.54,313.36,304.02,336.37,326.68
2023-08-30 21:59:47.581000,L9,292.47,289.59,291.91,293.55,298.67,304.45,308.56,302.67,300.61,300.35,300.50,304.89,300.57,309.52,310.62,314.20,308.64,306.95,302.46,298.65,302.10,295.55,297.99,296.52,293.76,301.82,298.83,307.58,302.89,303.75,303.14,301.44,299.51,301.88,297.61,297.05,301.15,301.64,314.87,307.21,302.58,294.77,300.01,299.50,303.92,308.34,309.30,311.72,314.39,311.63,314.69,310.44,303.18,303.90,301.23,308.78,313.19,330.13,327.97,323.41,321.63,316.89,312.62,311.03,310.46,314.34,314.86,316.01,310.80,316.31,317.48,319.51,320.96,312.80,310.67,317.27,310.05,307.69,313.85,317.80,313.62,324.66,322.91,314.59,311.80,310.45,321.01,322.00,340.10,342.77,336.38,343.02,344.46,342.75,329.84,325.33,328.11,336.30,337.74,310.97,316.51,323.28,333.25,339.70,328.87,335.84,336.98,338.30,346.31,342.31,338.52,340.19,334.55,335.03,333.00,338.03,336.72,363.10,358.29,336.60,369.66,337.88,329.82,331.72,334.58,319.00,317.85,,,300.49,299.82,297.81,303.67,332.60,342.30,339.72,353.50,348.75,337.18,354.83,347.08,349.47,308.89,302.09,322.50,323.33,321.53,316.23,340.17,336.15
2023-09-07 21:59:49.917000,L8,296.75,291.92,296.28,300.08,308.22,309.42,315.07,308.00,306.53,310.25,306.86,314.92,308.18,310.14,312.85,314.25,310.46,307.66,304.27,301.06,308.84,297.92,301.97,300.62,299.28,299.13,293.76,300.18,300.79,302.67,299.26,300.99,299.26,299.43,294.83,295.66,304.56,301.11,305.59,302.74,300.94,295.91,302.74,298.08,300.50,306.22,306.57,309.04,313.69,311.43,311.23,307.18,298.59,297.19,297.95,306.60,311.43,320.06,326.21,323.62,324.82,317.10,311.90,306.78,307.12,309.22,313.21,312.64,307.47,309.66,314.10,313.61,313.67,310.53,305.72,309.33,297.38,298.85,307.84,307.39,305.08,307.15,308.39,308.43,307.01,301.18,297.97,299.17,321.98,320.33,322.23,325.31,324.59,318.80,319.47,316.38,310.73,323.87,321.62,299.33,304.06,308.44,317.05,322.61,317.56,318.58,321.82,326.70,327.84,332.11,326.80,327.81,317.43,317.02,317.38,320.26,322.00,325.40,324.52,317.23,330.69,327.31,321.27,319.86,324.23,315.78,311.09,,45.64,301.04,294.58,296.56,302.09,314.43,311.75,311.35,315.60,327.42,318.08,316.52,330.42,322.52,309.04,299.64,304.16,307.23,310.20,303.19,320.02,323.67
2023-09-15 21:59:56.151000,L9,295.91,293.75,295.63,300.05,311.59,308.40,313.33,305.54,303.79,309.83,306.49,312.79,309.37,307.30,312.24,312.07,310.17,307.19,302.06,301.80,304.04,295.87,302.45,299.59,300.15,299.34,294.00,294.81,297.75,298.67,296.77,295.15,296.63,299.33,292.88,294.85,298.33,298.78,302.02,298.57,298.93,296.27,299.63,297.08,299.61,298.28,303.10,308.48,308.73,307.76,307.85,303.38,303.89,303.03,302.28,310.21,316.44,328.86,325.16,323.41,323.79,316.07,314.74,307.58,308.43,310.06,313.37,313.60,309.98,311.72,316.00,314.95,314.59,310.43,305.96,310.05,296.17,297.57,309.60,308.27,307.65,306.52,310.56,310.07,307.15,302.41,297.95,299.89,324.07,322.50,324.42,323.52,327.24,320.15,321.02,316.17,313.55,323.16,324.74,302.06,303.67,313.41,317.44,322.49,318.66,316.96,322.56,327.18,330.70,330.57,331.26,325.95,316.10,319.61,317.66,321.88,324.58,327.20,322.94,318.65,332.00,326.36,322.34,322.36,326.93,317.47,314.63,304.05,69.50,300.34,296.96,297.43,302.06,316.10,313.42,312.92,319.30,327.18,320.42,319.89,330.67,319.52,308.74,302.21,305.85,308.32,308.29,300.92,322.86,323.66
2023-10-01 21:59:55.343000,L9,289.24,283.20,287.95,293.32,296.64,302.26,303.86,300.08,300.12,298.57,283.16,304.24,297.12,284.64,301.92,307.57,300.48,298.56,298.40,300.34,302.39,300.93,,,,,318.98,342.71,300.87,302.49,303.76,324.76,358.03,,288.81,371.11,290.28,300.20,296.75,292.94,291.23,287.76,293.89,291.30,294.71,293.41,297.34,299.18,306.00,299.62,302.44,298.77,296.07,297.72,291.99,303.85,307.10,314.76,320.66,315.16,316.70,309.51,308.31,301.17,303.44,304.61,310.13,310.24,303.34,302.95,306.77,306.44,307.71,308.25,301.97,306.52,288.99,292.07,302.59,302.49,299.86,300.53,305.35,305.56,306.42,299.95,295.58,298.45,324.22,315.47,313.36,318.98,324.49,317.60,316.38,314.68,306.93,319.56,320.95,298.03,302.14,307.43,315.12,318.78,313.60,312.62,318.39,321.93,325.61,325.39,325.33,321.59,313.62,315.59,315.05,320.56,322.42,327.49,321.69,318.95,329.74,324.36,319.75,317.41,214.53,315.27,312.00,,42.42,296.28,292.36,294.26,299.05,262.36,,,,,,275.63,303.29,314.96,302.14,295.27,303.93,304.85,307.58,298.56,317.29,322.96
2023-10-09 22:00:00.639000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.92,336.77,,,,,,,346.33,318.78,322.82,303.47,378.78,,,,359.20,320.95,323.80,319.70,325.33,316.15,311.39,302.98,304.02,304.56,308.60,309.67,304.25,304.96,307.90,306.70,306.33,305.91,301.92,304.64,290.81,293.41,302.59,301.06,299.52,298.72,304.23,302.32,302.63,296.29,293.79,297.08,322.60,341.46,,,363.57,317.70,316.20,314.17,305.06,318.81,320.20,295.58,300.92,305.50,312.42,318.33,317.61,,,,,,,,,,,,,,,,324.14,318.71,311.43,215.77,316.00,,,,,295.53,291.72,294.41,297.97,308.64,307.16,308.13,313.74,318.82,308.59,269.83,328.95,313.27,303.98,295.16,302.44,304.23,304.73,296.61,,309.14
2023-11-10 21:59:59.383000,L8,291.52,287.06,291.30,299.29,306.37,303.78,309.38,304.84,305.13,306.39,307.22,308.54,305.90,305.46,309.02,313.43,305.73,302.86,300.06,298.57,303.23,298.41,300.06,301.06,298.98,296.72,296.25,293.15,296.98,299.30,295.51,295.32,296.30,295.81,289.80,288.89,295.81,302.39,304.59,298.84,299.70,292.78,297.91,294.27,296.74,296.46,300.50,302.61,305.72,304.66,304.91,300.88,300.30,302.57,300.02,308.32,315.68,323.69,322.66,320.53,318.69,314.16,309.58,300.93,301.50,302.66,305.68,305.91,297.86,295.98,298.69,299.45,300.56,302.77,299.21,299.18,285.61,295.86,298.90,299.42,296.46,297.58,300.80,299.51,298.51,292.43,288.07,289.76,317.30,316.76,314.54,318.95,321.64,313.78,314.59,311.83,303.85,316.31,315.78,292.91,298.65,306.12,312.12,318.20,310.73,313.42,316.68,320.23,319.82,324.51,321.24,318.42,312.21,314.73,312.73,316.09,316.05,319.91,317.96,317.18,350.04,322.98,315.03,315.43,319.70,315.38,311.24,305.15,72.75,293.32,290.41,292.52,296.73,306.80,305.25,305.84,311.46,321.13,312.86,310.66,327.35,309.14,304.48,296.52,294.17,299.52,304.00,292.83,312.91,348.17
2023-11-26 22:00:05.887000,L8,298.92,314.88,315.46,353.58,328.25,333.11,333.09,366.66,363.09,342.35,342.33,337.91,350.68,352.82,351.07,336.95,338.05,336.35,338.48,334.76,333.68,341.45,349.36,337.06,320.32,333.55,321.18,323.53,319.03,317.59,326.67,318.27,313.32,321.76,322.30,330.63,321.58,319.29,327.20,352.20,323.70,325.84,330.79,335.33,345.29,338.67,341.70,347.51,354.56,362.15,356.91,365.83,354.40,360.53,355.53,353.32,361.12,380.16,375.38,357.55,374.56,366.58,359.61,345.17,353.82,359.13,354.19,351.84,361.40,353.75,352.05,341.75,350.63,345.25,356.09,354.38,352.33,348.42,346.38,371.75,342.56,334.70,340.74,340.58,341.10,332.53,336.32,336.59,,,,,360.78,361.28,356.41,363.01,376.29,381.36,366.24,354.62,358.89,379.05,371.00,377.60,382.47,385.70,387.20,373.67,384.45,388.11,386.71,376.43,371.88,381.30,369.78,378.73,379.30,373.54,380.16,368.12,371.12,370.20,379.12,379.61,384.30,379.11,376.87,22.37,91.65,326.02,347.87,342.20,344.78,352.99,354.88,359.43,363.40,365.66,396.79,,,,337.06,335.97,336.15,342.20,349.03,353.13,370.73,370.28
2023-12-20 22:00:11.701000,L9,279.71,286.27,295.52,298.59,303.62,309.24,309.73,304.57,312.48,306.99,308.77,310.84,308.75,311.89,310.73,314.61,311.71,305.90,307.20,304.41,307.53,316.68,308.28,304.75,307.42,306.34,300.31,302.17,299.67,303.36,298.55,299.09,301.61,301.18,303.13,300.60,300.81,312.74,310.55,306.48,308.97,309.34,312.33,313.11,310.28,313.12,316.26,318.28,347.12,347.08,354.98,379.60,329.07,333.10,323.07,330.77,348.72,346.34,358.45,352.81,336.00,327.99,325.26,319.75,346.90,312.88,314.19,314.75,316.00,309.55,310.34,310.30,309.27,312.80,309.18,308.13,300.99,305.64,307.47,310.69,305.00,306.52,308.34,308.75,306.79,299.61,299.79,301.33,350.74,328.48,327.26,331.99,332.37,326.43,326.93,323.72,317.29,325.19,328.03,312.91,314.91,334.86,329.68,333.08,332.84,338.82,332.70,341.57,373.14,342.45,331.70,329.62,339.45,334.57,325.39,325.02,326.18,330.87,331.12,324.21,352.16,329.81,327.64,322.65,323.17,317.90,317.03,309.57,75.08,307.45,313.51,345.43,327.47,321.58,317.31,319.28,322.88,349.75,325.39,326.73,357.24,322.18,320.17,313.09,302.29,311.70,316.21,311.76,318.98,323.13
2024-01-05 22:00:04.390000,L9,284.17,295.55,296.91,299.32,305.29,309.63,311.13,301.33,306.82,307.28,306.14,312.37,307.55,312.62,312.78,314.34,310.46,304.96,303.55,301.72,303.01,298.68,300.74,298.10,298.45,297.50,293.63,296.94,297.71,298.77,296.05,297.46,297.30,297.31,291.45,291.59,295.04,299.46,302.03,296.30,298.19,297.47,300.02,299.35,298.54,297.73,302.97,304.39,308.99,306.86,310.72,303.30,302.78,304.91,305.61,309.27,314.10,325.12,326.36,324.26,322.76,316.09,310.77,302.10,304.31,302.89,307.74,307.29,300.94,300.86,301.97,301.78,304.72,307.77,304.63,303.42,293.53,300.16,302.29,306.55,302.39,301.52,305.28,304.92,306.02,299.93,295.00,296.05,321.74,321.87,323.07,320.74,,,,,,,,,,,,,,,,,332.96,327.16,328.40,327.16,328.75,305.81,,,,,,,,,,,,,,,,298.83,293.97,295.29,299.90,310.63,307.85,309.13,314.46,323.64,318.15,318.91,327.17,,307.83,300.95,298.64,305.79,308.35,,,
2024-01-13 21:59:59.046000,L8,295.18,341.70,343.73,339.11,328.98,347.20,353.89,365.30,364.15,349.80,349.12,357.76,351.20,351.45,349.97,348.84,342.80,333.63,334.00,337.01,334.25,344.23,348.20,340.38,340.50,334.20,338.41,330.06,333.31,326.71,330.72,335.41,344.92,335.65,345.24,333.56,347.09,346.13,340.80,341.96,333.74,333.46,331.94,340.19,339.61,334.73,332.61,343.45,345.20,352.85,368.89,359.55,377.33,375.62,374.20,377.02,372.88,382.62,381.62,,,,,353.62,339.13,349.58,354.50,355.72,363.80,352.13,351.54,338.56,338.12,337.13,342.22,,370.59,356.47,369.98,,367.23,333.89,339.38,331.98,345.84,378.35,,,,,,,,,,352.60,353.63,352.59,353.27,,,,,,388.43,380.94,383.00,403.51,386.69,379.30,368.79,383.96,382.45,377.58,382.23,368.37,391.17,384.30,347.65,384.40,373.47,185.38,176.80,182.19,188.24,206.17,236.84,232.56,87.97,,,,,,,,,,,,,358.11,,,,,,373.08,375.80,370.56
2024-01-29 21:59:53.657000,L8,287.07,284.65,285.38,292.47,295.52,300.71,301.56,294.59,299.12,300.76,301.32,303.47,299.15,302.03,306.66,308.98,298.13,301.08,298.16,295.12,299.12,292.92,296.59,296.86,294.46,293.27,288.35,289.59,292.59,291.22,290.30,290.42,291.50,291.76,285.10,288.61,291.94,297.45,298.45,292.73,290.79,283.92,291.46,294.02,295.67,295.55,301.69,301.24,305.36,300.64,304.15,293.05,292.17,287.70,278.10,287.20,284.43,301.78,313.74,310.14,316.59,308.15,306.76,294.94,290.76,292.91,290.55,278.45,268.61,269.97,279.52,288.50,300.45,305.72,294.05,294.08,276.66,275.03,296.87,298.07,289.28,284.94,285.33,290.16,286.81,276.91,279.53,272.58,,,,,,,285.51,280.55,286.38,308.06,306.19,277.44,271.87,289.10,293.14,303.18,304.76,307.21,312.49,313.11,319.52,322.37,321.03,318.25,312.32,311.33,307.61,310.84,314.67,321.46,315.04,287.72,320.56,314.06,302.03,207.32,269.56,310.70,304.15,,39.41,298.21,292.81,288.99,291.51,,,,,,,,,301.29,303.43,293.94,,,,277.73,317.70,314.81
2024-02-14 21:59:55.364000,L8,362.70,354.13,365.18,345.79,350.66,367.15,,,,,353.84,343.57,344.48,349.29,344.17,346.43,336.28,332.07,351.71,339.27,349.61,351.31,354.93,388.71,378.02,332.22,338.75,344.23,341.16,341.83,335.48,341.05,354.18,350.88,349.63,350.78,386.69,379.43,351.57,358.24,345.58,346.18,347.75,343.94,339.55,351.52,372.01,350.73,374.43,362.19,388.38,,,,,,,,,,,,,349.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.26,377.18,390.49,377.76,389.73,387.67,422.81,,395.72,393.57,378.69,380.36,370.80,384.60,390.35,382.38,,,,168.83,180.46,193.03,205.54,231.81,6.41,93.36,331.50,342.97,334.18,342.43,,,,,,,,,,,,,,,,,
2024-03-01 21:59:48.785000,L8,,,344.62,397.47,305.88,306.88,309.49,304.01,306.67,308.15,306.38,309.81,308.67,310.65,312.70,315.48,307.18,306.26,304.51,299.44,306.93,297.25,300.42,300.46,297.82,296.30,293.84,293.60,296.40,297.81,294.32,295.60,296.82,296.56,295.17,290.71,294.66,299.40,303.28,296.29,297.76,296.55,299.11,296.29,297.19,299.57,300.10,296.90,324.14,279.96,310.41,302.73,300.41,303.50,298.45,309.59,314.45,323.32,326.97,320.88,319.93,312.82,308.85,300.57,304.30,302.57,308.08,305.32,300.65,297.94,302.02,303.20,305.80,307.52,303.26,302.81,292.15,294.95,301.86,303.58,298.83,300.35,302.43,302.41,300.45,303.16,287.82,,295.59,313.01,,,,,296.27,353.39,307.05,317.59,312.54,292.95,300.64,302.97,311.04,313.40,308.11,311.16,314.35,317.42,316.27,321.18,317.23,317.66,311.96,307.86,309.27,309.53,315.00,315.24,311.17,309.89,321.60,318.25,314.73,314.40,319.42,313.84,265.93,302.11,71.46,295.74,291.75,293.72,298.01,,,,308.59,322.90,316.84,323.70,329.73,305.03,303.39,296.45,,,,294.32,309.90,168.53
2024-03-09 22:00:02.127000,L9,292.57,297.75,304.60,308.68,309.61,310.39,313.53,303.23,311.87,309.77,308.61,317.71,310.84,317.74,314.48,315.39,311.75,306.47,308.55,305.43,307.46,301.49,301.02,303.00,304.57,300.38,298.33,302.71,299.94,302.88,296.69,296.51,298.86,297.37,294.47,298.17,298.92,301.14,306.10,298.18,301.10,302.41,301.72,307.37,299.58,301.19,305.83,309.29,311.86,305.19,309.26,302.34,297.93,302.03,304.03,310.47,317.33,324.80,327.54,324.11,319.72,318.80,311.89,303.83,307.02,305.59,309.36,310.99,305.83,303.80,304.76,303.82,306.73,309.00,305.73,309.62,294.72,299.47,303.36,307.14,301.66,301.34,304.28,303.10,302.77,298.01,296.54,296.15,321.11,319.13,320.53,321.35,320.68,315.75,316.53,315.51,311.46,320.80,318.12,297.53,302.84,307.38,313.78,317.55,311.36,312.98,317.47,320.10,320.48,326.83,323.61,319.76,315.00,313.73,314.63,316.92,317.24,318.71,316.35,313.74,329.79,321.81,320.15,318.49,321.40,316.55,309.08,305.86,79.18,299.56,295.74,295.45,303.75,312.28,305.80,310.22,313.74,323.74,318.09,318.72,327.13,307.37,305.76,301.90,298.49,308.33,309.12,297.45,313.13,320.66
2024-03-17 21:59:38.997000,L8,,,,,306.57,331.10,382.83,291.68,304.74,286.43,303.47,308.34,306.04,316.06,306.35,278.46,,,,316.21,301.12,294.62,295.55,263.26,296.30,293.96,291.87,295.19,285.47,302.10,295.19,293.02,295.06,291.14,,,295.90,297.97,303.17,294.24,295.74,294.89,299.66,,,,,,,,,294.79,292.76,287.89,330.41,368.16,307.58,316.02,320.64,326.70,300.24,296.21,279.92,291.94,300.59,301.69,306.40,305.49,299.06,295.30,300.63,301.32,302.18,305.07,300.00,301.48,286.62,292.52,,,304.93,293.68,301.75,297.91,320.81,,,,,313.89,315.70,315.87,315.28,309.20,311.97,308.63,300.15,314.34,310.44,292.73,296.80,304.11,308.78,312.58,307.52,309.01,314.78,315.92,318.59,318.39,318.01,316.73,309.99,311.04,307.88,311.70,311.73,313.52,312.42,308.41,319.95,317.95,313.77,314.12,317.70,310.73,304.09,,44.74,,,,,,,,,,,,,303.58,,,,,,291.58,309.43,313.67
2024-04-18 21:59:19.043000,L8,294.55,295.76,305.13,312.50,314.78,316.18,320.21,322.55,323.31,318.61,322.65,322.35,318.46,322.64,320.17,326.83,320.42,318.21,318.26,312.42,317.98,309.32,311.55,307.70,305.52,305.40,305.10,312.41,305.80,307.07,305.91,305.46,319.86,304.57,300.21,302.01,299.36,305.49,303.27,299.56,309.96,307.03,306.53,310.63,304.61,309.71,312.29,315.24,328.42,306.58,310.88,306.32,300.71,301.89,299.38,310.19,317.03,327.41,327.96,321.17,321.15,317.74,312.40,308.89,310.94,309.69,319.18,313.83,306.71,306.79,312.34,313.09,318.69,319.40,310.03,312.71,300.03,304.27,313.26,309.81,304.74,305.67,307.69,307.55,307.60,305.79,300.29,299.04,324.71,321.55,324.45,323.64,322.85,318.93,320.84,318.26,313.39,322.20,324.68,305.19,307.70,313.33,315.06,319.73,316.55,316.99,322.73,325.75,327.99,327.51,328.24,323.88,320.68,318.06,319.74,321.08,323.45,323.78,321.80,318.67,329.75,324.00,323.81,323.28,328.67,319.66,311.09,302.86,80.08,303.80,303.09,299.03,308.83,316.39,312.52,315.11,317.54,325.26,321.46,321.09,330.11,311.68,309.99,304.01,304.84,316.22,314.82,300.81,320.72,322.18
2024-04-26 21:59:28.878000,L9,295.57,298.87,304.16,311.19,314.39,314.74,317.00,312.66,320.99,318.24,313.78,320.68,314.88,318.93,318.15,319.86,315.82,315.67,312.90,312.60,312.66,306.67,309.60,308.84,306.80,307.87,302.56,306.46,303.07,304.28,302.48,300.91,307.73,305.15,304.03,301.90,303.08,307.31,312.39,305.95,307.87,306.66,306.35,306.01,304.13,304.08,310.62,312.30,318.79,313.18,316.24,311.24,307.39,307.08,310.05,315.87,323.55,335.19,331.54,327.62,325.13,321.04,315.83,309.26,312.13,311.62,314.86,314.91,311.11,308.66,313.41,311.88,312.86,314.09,310.10,311.31,301.99,307.07,312.50,309.22,304.92,303.86,308.17,307.98,308.08,303.06,298.32,299.35,324.52,325.11,325.57,325.04,326.19,319.28,320.95,315.68,318.30,322.91,321.10,308.10,307.44,322.16,314.36,321.03,317.41,317.89,323.98,325.44,328.98,327.46,328.63,325.81,319.14,319.69,320.30,323.48,324.52,326.56,323.22,319.96,332.20,329.84,331.97,326.32,328.72,320.03,312.84,304.68,81.85,303.32,299.43,298.41,304.04,318.99,314.24,313.05,321.00,325.69,321.83,322.06,330.28,314.00,309.17,304.36,300.23,311.98,314.96,303.58,322.47,323.41
2024-05-04 21:59:10.225000,L8,295.19,299.32,305.61,312.05,315.62,318.76,320.95,317.65,319.99,319.18,317.88,321.21,316.79,319.78,319.04,324.60,319.84,317.80,317.22,315.28,315.82,308.66,309.42,308.26,308.11,306.82,305.17,306.66,305.16,304.82,303.44,303.03,306.73,304.46,299.84,302.65,301.99,307.74,309.77,302.52,308.70,308.40,308.09,310.39,304.38,309.67,316.49,315.06,320.80,311.41,313.92,310.15,304.69,306.52,304.67,314.46,321.84,329.99,331.69,324.70,324.84,321.35,314.61,309.25,311.73,311.42,313.69,314.18,308.21,308.44,312.58,312.53,311.45,313.83,310.00,311.28,300.70,303.39,312.62,309.20,304.72,305.50,309.23,307.52,307.46,300.98,299.16,298.60,327.00,323.37,324.88,325.82,323.12,320.96,321.02,320.36,315.62,323.94,322.96,304.65,308.54,314.45,318.45,323.06,318.28,318.13,323.14,326.39,328.93,329.05,329.82,325.58,320.68,319.62,321.84,322.72,324.05,326.19,322.38,321.52,331.29,325.16,325.20,325.47,328.73,319.92,314.00,302.37,55.80,302.76,299.93,298.27,304.72,316.35,311.29,316.05,318.06,328.15,322.12,322.37,336.18,317.17,310.52,303.33,303.67,309.95,316.11,303.37,321.92,323.42
2024-05-28 21:59:12.654000,L9,,,275.68,308.81,303.62,317.41,274.22,298.00,317.07,307.51,303.65,306.93,307.05,317.86,314.66,317.82,312.14,308.76,306.71,301.32,308.41,299.86,302.22,297.26,305.40,345.11,357.93,,354.80,348.49,287.66,299.16,302.23,296.69,291.88,295.45,301.37,306.25,304.87,298.40,300.15,293.79,299.38,301.55,307.73,309.53,311.01,321.71,347.61,316.15,316.42,311.80,302.77,378.86,357.21,300.85,290.73,293.56,303.05,381.08,364.59,,318.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.69,320.36,296.09,318.40,320.53,307.80,297.85,367.19,360.49,328.74,,,,,,,,,,,,,,,,,344.84,261.27,267.32,,,,,,,,306.04,,,,,,,,,,,,275.08,307.03,253.53,,,,311.70,348.99,280.51
2024-06-21 21:59:05.258000,L8,298.94,303.77,309.10,314.18,316.93,319.01,320.20,315.12,315.73,315.87,320.06,320.57,314.27,322.53,322.46,324.63,318.25,318.05,316.28,313.48,316.11,310.81,310.98,312.49,312.23,310.85,308.53,307.35,305.69,309.26,305.18,304.31,309.79,308.27,305.49,307.03,311.56,316.13,312.92,311.39,313.12,312.32,314.77,343.60,316.91,320.26,317.19,318.26,329.83,347.05,331.91,327.39,328.28,318.31,325.65,352.47,346.57,337.25,367.85,346.36,336.24,327.16,320.93,319.78,318.60,315.59,320.85,321.08,317.49,316.53,316.42,313.79,316.41,324.19,317.66,315.00,307.28,308.53,315.39,311.12,309.99,311.64,330.34,309.87,312.21,303.86,284.01,306.35,324.03,329.35,335.80,330.75,329.70,324.51,326.13,327.12,317.97,326.57,329.74,309.78,315.02,333.14,337.66,341.92,324.33,324.42,328.05,338.83,336.92,329.01,335.29,326.94,326.39,325.67,329.44,322.86,330.16,330.42,327.96,325.34,333.49,332.90,326.81,331.38,333.27,323.04,275.49,,56.42,307.89,305.38,309.09,316.52,332.82,308.51,313.42,328.22,328.31,333.91,317.42,329.89,322.91,317.73,308.02,310.99,315.67,299.54,302.08,325.83,332.20
