dates,satname,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0062,nzd0121-0063,nzd0121-0065,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0011,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0020,nzd0121-0021,nzd0121-0024,nzd0121-0025,nzd0121-0026,nzd0121-0057,nzd0121-0058,nzd0121-0059,nzd0121-0060,nzd0121-0064,nzd0121-0073,nzd0121-0074,nzd0121-0075,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0009,nzd0121-0128,nzd0121-0129,nzd0121-0138,nzd0121-0139,nzd0121-0010,nzd0121-0076,nzd0121-0077,nzd0121-0078,nzd0121-0083,nzd0121-0089,nzd0121-0105,nzd0121-0106,nzd0121-0112,nzd0121-0113,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0016,nzd0121-0019,nzd0121-0022,nzd0121-0066,nzd0121-0067,nzd0121-0068,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0017,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0174,nzd0121-0175,nzd0121-0040,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0061,nzd0121-0093,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0023,nzd0121-0055,nzd0121-0056,nzd0121-0069,nzd0121-0179,nzd0121-0100,nzd0121-0027,nzd0121-0028,nzd0121-0111,nzd0121-0030,nzd0121-0043,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0054
2002-07-17 22:00:08.747000,L7,,,,47.10,68.64,63.24,252.08,244.34,234.41,298.77,272.98,197.94,224.89,,,88.71,97.25,108.75,116.73,109.20,107.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18,36.05,,,,,183.25,208.93,231.29,270.37,206.29,192.49,190.88,179.26,172.91,179.03,184.61,226.30,121.52,159.55,158.23,,,,,,,,,,,,,,,179.89,185.54,261.43,,261.90,230.06,252.63,216.79,200.05,154.92,,,108.20,,,263.21,293.01,277.39,,,,,,,,,,,,,,,,73.85,84.70,99.58,,,,,243.46,295.53,196.90,235.66,224.86,227.73,,,,,,,37.31,238.96,274.34,237.85,230.07,216.66,,,,93.59,,303.80,,,243.42,,,,,,,,,
2002-08-02 22:00:01.321000,L7,,,,,,,238.04,268.80,240.98,257.14,225.24,266.50,,159.12,153.73,173.54,181.98,164.45,179.08,,,,102.12,95.89,130.61,,,,,103.85,116.96,186.00,182.19,170.32,199.43,204.17,,,,,,,,,,,,,,,,,,,,,,,,283.53,211.14,212.88,194.47,272.75,213.10,216.97,,,,,,182.06,120.98,189.50,169.63,,,157.92,153.34,163.73,131.90,128.00,137.94,,159.50,,130.25,148.89,,,,,243.85,265.70,154.44,179.35,217.36,207.31,,154.44,131.66,,,,,,,234.59,191.46,202.81,,,,,,,,,,,,,,,,,,,,275.22,230.14,220.11,281.83,245.23,300.82,,,,,,,,267.71,182.22,188.47,201.72,233.65,,,,,,238.69,,,,,,,,,,,,
2002-08-18 21:59:57.690000,L7,,,,2.79,50.69,81.01,242.46,221.17,243.92,,265.20,274.53,252.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.50,128.01,,,,,,,,85.57,,,,,,,,,227.53,221.71,207.31,202.92,183.68,181.05,184.03,194.11,178.38,137.95,193.00,100.67,103.33,91.33,110.55,,,,,,142.95,48.12,,,,,,,,228.71,225.74,224.48,,,167.92,136.55,93.34,,,,,,,,,,,,,,,,,,,,,121.86,,,,,,,,230.28,,,,,,,,11.14,19.05,3.36,6.46,31.76,235.95,196.78,186.29,230.57,253.20,,,,,,,,,,,,,,,,,,
2002-09-19 21:59:35.083000,L7,,,,,23.25,100.02,,,,,,,,140.08,176.05,131.03,120.97,106.03,179.63,166.21,116.38,106.16,99.84,98.20,109.70,111.25,64.98,73.74,84.75,93.91,94.75,99.65,107.38,125.00,133.17,117.26,,,,,,,,,,,,,,,17.96,,,,,54.71,,,,,,,,,132.87,136.80,153.11,,,,,,,,,,,,,129.56,160.35,166.73,166.48,,122.93,88.26,163.99,168.46,,,,,,,,,,121.85,141.88,128.98,,,,,,,,,96.05,133.73,142.84,154.36,159.28,174.64,184.11,198.79,213.34,177.00,225.67,,,,145.11,,,238.77,244.00,223.79,,,,,,,,237.38,248.03,,,,,,,,,,,,,,,248.84,,1.84,,,,,,,,,,,
2002-10-21 21:59:36.443000,L7,,,,,,,,,,,,,,,,,,,,98.58,115.41,142.64,132.86,107.95,,,,58.06,73.02,59.42,76.96,85.50,84.78,100.32,92.54,84.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.87,89.38,119.85,,141.63,168.74,162.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.18,120.09,158.63,171.84,,,,,,,,,,,212.77,211.43,194.99,,,,,,,,186.63,198.14,,,,,,,,,,,,,,,223.17,,,,,,,,,,,,,
2002-12-24 22:00:09.147000,L7,,,,88.19,,,,,,241.16,291.08,,,,,,58.45,72.58,86.51,87.71,79.36,81.27,97.97,,,,119.28,140.56,161.46,160.15,176.50,,,,,,,,,,,,,,,,,,,,,,2.86,44.82,68.63,,,,,,,,,,121.40,100.23,131.53,113.66,105.69,107.33,,,,,,,,,,,,,,,,,,,,,,,,,176.40,170.37,,129.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.31,217.37,224.09,226.42,221.87,,,,,48.37,26.87,98.61,,176.56,193.01,,,,,,,,278.54,,,,,,85.43,65.94,15.90,21.43,29.47,45.47,97.83
2003-01-25 22:00:18.779000,L7,,,,,,101.02,315.63,247.08,296.04,216.15,219.59,222.30,230.60,156.52,159.91,162.50,187.29,106.28,124.84,129.92,115.54,127.28,129.62,130.81,135.12,159.49,61.78,72.09,86.88,100.00,94.82,100.02,106.65,113.45,109.36,103.15,,,,,,,,,,,,,,,,,,,,,180.57,203.75,237.70,312.65,,,,,181.39,,227.93,229.96,209.55,225.81,202.01,144.84,130.35,133.37,,108.98,101.26,108.02,99.62,98.68,94.62,57.25,87.78,,106.42,105.18,103.43,140.15,,259.23,,,256.54,,244.96,254.80,202.16,198.71,,78.08,86.21,144.27,159.44,176.79,261.60,253.50,248.66,233.62,93.53,130.06,146.72,133.38,154.98,166.52,176.09,185.71,179.92,168.92,174.57,,,,72.30,112.24,120.03,215.73,213.17,200.04,,275.34,200.65,215.14,211.40,218.42,228.67,194.76,206.04,,,,,,299.01,267.78,181.64,164.60,186.80,,,,146.31,235.29,207.63,,3.90,200.68,,,,,,,,,
2003-03-30 22:00:31.029000,L7,,,,,,67.62,,,,,,,,67.40,69.33,71.91,82.26,76.16,95.11,96.24,113.13,97.99,121.84,132.46,113.41,118.88,75.05,73.81,107.62,95.11,93.73,93.97,99.77,112.36,114.96,134.35,,,,,,,,,,,,,,,,,,,,90.16,195.45,200.50,177.38,,211.18,235.76,245.40,274.13,,202.45,227.23,165.79,178.28,189.56,204.69,205.02,,,,175.28,168.51,83.35,84.29,114.78,129.80,136.02,74.11,,,172.37,168.21,156.72,,197.92,216.66,256.04,,,179.81,157.25,177.94,181.18,,,,83.37,110.84,170.58,238.37,,,,,,131.14,153.01,153.69,173.13,225.16,177.63,181.72,168.93,168.28,,,,97.66,119.53,157.68,242.35,219.29,198.41,,,,255.93,250.58,249.50,238.32,186.87,202.79,,,,,,,181.23,186.38,180.74,183.67,,,,105.19,236.10,,,,206.86,,,,,,,,,11.97
2003-11-17 21:50:09.452000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.79,88.73,119.13,149.44,149.18,152.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.96,154.62,165.36,174.14,180.45,191.66,200.88,210.64,210.04,208.01,218.93,,,,,,,253.89,,,,,,,,,,226.80,244.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:54:07.355000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.49,84.32,100.82,102.83,101.27,120.30,128.33,132.80,143.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.53,149.16,160.27,169.39,188.14,187.42,204.22,211.87,209.92,210.57,231.13,,,,,,,253.83,256.14,,,,,,,,,235.65,247.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.10,118.43,145.69,150.85,153.68,151.81,150.96,149.50,144.43,,,,,,,190.87,171.58,198.49,,,,,,,,161.53,179.37,,,,,,,,,,,,,,,234.44,,,,,,,,,,,,,
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.02,126.64,134.51,123.02,,,,,,,160.71,157.42,149.25,,,,,,,,150.37,166.01,,,,,,,,,,,,,,,128.08,,,,,,,,,,,,,
