dates,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107
2002-01-20 22:15:01+00:00,,,,,,,,229.58,225.1,237.47,,,,,,,,,223.87,233.9,228.63,225.85,235.37,231.31,238.89,210.45,228.32,,,240.37,238.59,156.54,229.01,226.13,218.25,213.58,220.565,211.885,204.715,189.785,,,,,,,,,,,233.92,237.34,245.41,208.51,,,,,,,,,,,,,,,,204.68,225.39,245.5,279.97,265.35,,,,,,,,,,,,,,,176.79,220.73,230.07,206.42,215.77,,,220.92,216.09,227.59,199.33,246.04,217.66,198.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-29 22:08:45+00:00,,,,,,,,229.58,225.1,237.47,,,,,,,,,220.97500000000002,226.965,223.53,223.735,226.995,213.01,238.89,210.18,227.125,,,240.37,238.59,156.54,229.01,226.13,218.25,207.955,220.27666666666664,213.67666666666665,204.37666666666667,192.09,208.54,196.55,197.68,215.54,179.7,,,,,,233.92,237.34,245.41,208.51,,,220.72,219.29,224.8,213.93,,,,,,,,,,204.68,225.39,245.5,279.97,265.35,,,,,,,,,,,,,,,176.79,220.73,230.07,206.42,215.77,235.6,229.23,213.99,212.91500000000002,224.55,199.33,241.325,213.63,191.96,168.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-05 22:15:01+00:00,,,,,,,,228.47000000000003,220.47,218.9,,,,,,,,,220.97500000000002,226.965,223.53,223.735,226.995,213.01,235.195,209.59666666666666,226.38,229.44,,240.37,238.59,156.54,229.01,226.13,218.25,207.955,220.27666666666664,213.67666666666665,204.37666666666667,192.09,208.54,196.55,197.68,215.54,179.7,,,,,,233.92,237.34,245.41,208.51,,,221.6,216.985,207.22,210.29500000000002,,,,,,,,,,220.235,222.51,231.635,278.78,266.275,275.96,276.7,265.6,,,,,,,,,,,,176.79,220.73,230.07,206.42,215.77,235.6,229.23,213.99,213.51999999999998,224.0533333333333,195.675,241.92999999999998,214.6833333333333,190.74333333333334,169.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-14 22:08:53+00:00,,,,,,,,228.47000000000003,220.47,218.9,172.38,176.2,178.28,185.62,204.18,214.88,200.69,174.8,219.67666666666665,223.92999999999998,221.84666666666666,220.97,224.3166666666667,216.7266666666667,231.88666666666666,209.59666666666666,226.38,229.44,,240.37,238.59,156.54,229.01,226.13,218.25,205.51333333333332,219.14,211.4675,207.2375,197.6775,210.905,210.71,216.64,222.805,202.675,234.42,227.96,240.95,230.16,235.82,233.64,237.34,245.41,221.16,230.49,232.22,227.68666666666664,225.41666666666666,218.4333333333333,215.85,235.15,237.73,241.4,,242.99,235.56,,207.22,225.78,230.76333333333332,234.16,245.29333333333332,277.42,271.5233333333333,279.26,273.345,265.6,,,,,,218.3,245.59,247.61,257.71,263.73,219.57,207.06,230.845,235.495,217.23,220.97,240.985,235.595,214.5533333333333,213.1825,224.2275,210.20666666666668,241.61,219.45499999999998,201.59,189.22333333333336,224.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-09 22:15:05+00:00,,,,,,,,229.11333333333334,221.60333333333332,224.27333333333334,175.825,178.07,184.09,192.11,214.435,222.03,206.125,191.45,222.005,226.60250000000002,224.36,222.59,226.98000000000002,221.54250000000002,233.7825,201.14499999999998,227.3225,229.44,,240.37,238.59,182.755,228.6,226.07999999999998,214.06,209.3075,220.958,211.44,209.14600000000002,200.222,213.39333333333335,210.49,222.04999999999998,223.11666666666667,209.38,230.185,233.715,240.27499999999998,230.16,229.035,238.11666666666667,234.32,241.64,227.49333333333334,221.49,233.26,230.905,227.575,222.8125,216.99,225.11,237.73,235.39,198.89,241.53500000000003,233.265,,207.22,225.78,235.0525,230.73749999999998,248.1225,282.205,271.7475,279.26,273.345,265.6,,,,,,218.3,245.59,247.61,257.71,263.73,219.57,216.2733333333333,230.97333333333333,239.6833333333333,218.09666666666666,225.62,242.06333333333336,240.02666666666664,220.23250000000002,215.37600000000003,226.78400000000002,219.245,243.93,222.97799999999998,202.302,193.54500000000002,229.84,244.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-03 22:08:45+00:00,,,,,,,,229.11333333333334,221.60333333333332,224.27333333333334,175.825,178.07,184.09,192.11,207.65666666666667,212.3166666666667,207.10333333333332,198.69333333333336,222.16,227.82600000000002,224.496,221.032,228.36399999999998,217.51,233.53000000000003,207.82600000000002,226.70999999999998,229.44,,240.37,238.59,188.54999999999998,227.32333333333335,224.28666666666666,210.67999999999998,210.67800000000003,221.408,214.76999999999998,208.744,204.71599999999998,213.39333333333335,210.49,222.04999999999998,223.11666666666667,209.38,230.185,233.715,240.27499999999998,230.16,226.67666666666665,237.8375,235.49666666666667,241.11,226.5775,215.88333333333333,233.02333333333334,232.496,229.252,222.8125,216.99,225.11,237.73,235.39,198.89,241.53500000000003,233.265,,207.22,225.78,235.012,229.67999999999998,245.282,280.96,272.24,279.26,273.345,265.6,,,,,,218.3,245.59,247.61,257.71,263.73,219.57,220.675,233.11,243.5425,220.26999999999998,228.26749999999998,244.2525,240.29,224.404,214.50833333333333,228.735,224.416,244.32500000000002,221.295,208.56000000000003,190.074,229.84,244.17,,199.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:07:38+00:00,,,,,,,,,,,184.15,181.14,194.12,209.48,236.97,236.24,230.46,224.46,229.9,235.24,243.25,232.9,240.27,241.25,240.1,241.33,238.32,237.05,236.19,239.5,241.81,224.24,228.24,234.73,218.6,220.54,231.31,237.08,213.21,203.15,217.86,241.1,218.12,226.72,197.76,223.21,,232.32,227.93,245.1,244.09,237.61,245.14,228.6,212.2,234.36,236.51,235.42,229.0,220.48,225.1,233.76,240.65,188.27,,,,,,244.69,222.57,257.73,287.53,,280.35,279.23,272.42,,,,,,,,,,,,229.79,237.52,248.85,244.04,218.83,241.39,220.87,240.48,223.76,238.4,236.72,253.05,231.42,195.44,,235.92,242.56,252.44,209.06,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:08:20+00:00,,,,,,,,,,,181.36,176.77499999999998,187.39,205.245,231.79500000000002,228.435,222.20499999999998,212.91500000000002,225.265,230.56,228.76,227.005,236.10000000000002,222.99,235.255,224.735,231.14,228.97,231.89,235.535,238.39,215.69,226.78,228.48,216.61,215.97,227.53,225.65,202.885,188.365,217.86,241.1,218.12,226.72,197.76,223.21,,232.32,227.93,245.1,241.97,234.305,242.055,219.725,212.2,234.36,236.51,235.42,229.0,220.48,225.1,233.76,240.65,188.27,,,,,,240.51,222.87,256.87,282.475,261.4,280.35,279.23,272.42,,,,,,,,,,,,229.79,237.52,248.85,244.04,218.83,241.39,200.935,224.5,220.14999999999998,233.69,214.56,248.68,223.295,189.28,,235.92,236.715,251.315,201.96,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07 22:14:28+00:00,,,,,,,,,,,179.53666666666666,177.11333333333332,185.73000000000002,199.70333333333335,229.35,224.6966666666667,222.20499999999998,212.91500000000002,223.44333333333336,228.84,225.99,226.52,233.7266666666667,216.1933333333333,234.25666666666666,224.735,231.14,228.97,231.89,235.535,238.39,215.69,226.78,228.48,216.61,215.97,227.53,225.65,202.885,188.365,217.86,241.1,218.12,226.72,197.76,223.21,,232.32,227.93,245.1,241.97,234.305,230.08333333333334,214.75333333333333,212.2,230.68,236.51,235.42,229.0,220.48,225.1,233.76,240.65,188.27,,,,,,240.51,222.87,256.87,282.475,261.4,280.35,279.23,272.42,,,,,,,,,,,,229.79,237.52,248.85,244.04,218.83,241.39,200.935,224.5,220.14999999999998,233.69,214.56,248.68,223.295,189.28,,235.92,236.715,251.315,201.96,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24 22:14:49+00:00,,,,,,,,,,,179.53666666666666,177.11333333333332,185.73000000000002,193.3775,228.9325,223.76749999999998,220.54666666666665,206.54666666666665,224.315,230.325,226.60750000000002,221.98250000000002,234.57,212.325,235.1025,224.11333333333334,231.32000000000002,228.97,231.89,235.535,238.39,215.69,226.78,228.48,213.83666666666667,214.92333333333332,226.94333333333336,220.49,204.85,192.29666666666665,214.03,219.595,217.41,221.5,197.76,223.21,,232.32,227.93,245.1,241.97,234.305,230.08333333333334,214.75333333333333,212.2,231.0666666666667,236.51,234.755,229.0,220.48,225.1,233.76,240.65,188.27,,,,,,243.37666666666667,225.45666666666668,258.8833333333334,283.6133333333333,267.36,278.57500000000005,284.905,273.58500000000004,,,,,,,,,,,,221.415,229.025,243.04500000000002,227.6,218.83,240.77499999999998,203.86666666666667,226.12666666666667,221.3133333333333,234.9333333333333,212.73000000000002,248.74666666666667,222.54666666666665,188.90333333333334,173.32,235.92,236.715,251.315,201.96,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:14:55+00:00,,,,,,,,233.61,230.16,233.66,197.62,175.09999999999997,181.53500000000003,188.01,226.605,220.7575,214.33666666666667,197.62333333333333,222.2975,229.9925,224.1925,218.5175,233.615,206.6,233.93249999999998,215.505,227.82000000000002,220.89,227.59,231.57,234.97,207.14,225.32,222.23,211.45499999999998,211.88000000000002,224.88333333333333,216.83333333333334,202.51666666666665,193.82000000000002,214.285,213.79500000000002,212.42,222.285,206.74,228.93,228.31,244.72,248.06,241.18,239.25,235.885,231.30666666666664,215.38333333333333,210.4,230.67333333333332,241.47,240.085,234.8,218.37,204.08,242.25,222.59,188.92,,,,,,242.1966666666667,227.62,251.92999999999998,281.52666666666664,269.5566666666667,276.8,290.58,274.75,,,,,,,,,,,,229.8,219.72,244.675,227.45499999999998,233.2,248.745,194.99333333333334,227.63,221.61333333333332,234.0,212.79,247.46666666666667,225.1866666666667,190.21333333333334,179.685,,230.87,250.19,200.54500000000002,228.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27 22:03:21+00:00,,,,,,,,233.61,230.16,233.66,238.4,,,,227.66,224.2,211.83,197.69,221.83,233.91,233.59,219.04,236.45,218.35,235.42,,,,,,,,,,,211.41,225.13,226.11,204.36,204.39,216.635,221.945,215.435,222.47,213.36,227.74,224.725,234.625,230.98000000000002,228.805,238.65,240.77,248.81,223.055,216.2,229.935,233.32,231.775,228.81,219.01999999999998,213.33,242.25,222.59,188.92,,,,213.46,217.79,233.765,235.175,238.89,281.27,273.95,,,,,,,,,,,,,,,246.56,218.91,252.11,243.75,233.2,257.33,217.14,244.99,209.125,226.66,223.68,249.21,239.34,199.37,186.05,,,,206.23,228.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10 21:58:29+00:00,,,,226.44,234.12,243.36,230.17,242.42,242.35,235.05,255.71,,,,248.94,250.31,242.86,236.17,241.16,242.36,246.33,246.86,247.66,260.8,259.35,259.05,256.9,257.72,255.2,255.51,249.04,241.9,243.62,244.53,236.21,242.17,246.13,257.12,202.51,201.06,214.9,214.39,222.73,216.65,243.57,245.565,221.14,224.53,213.9,216.43,257.52,266.18,270.96,215.62,222.0,248.87,249.07,246.41500000000002,243.29999999999998,239.46499999999997,241.40000000000003,264.85,265.57,267.37,267.12,275.37,277.23,243.60500000000002,249.93,259.625,241.29,275.54,303.27,307.87,310.25,307.7,291.37,193.34,165.32,178.26,220.26,,,273.62,281.22,283.99,285.42,,272.68,273.38,267.31,262.78,265.61,269.14,254.3,262.69,193.59,217.72,210.46,275.79,270.56,264.03,247.95,247.83,251.0,257.45,256.99,275.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26 21:58:42+00:00,,,,226.44,234.12,243.36,230.17,242.42,242.35,235.05,255.71,,,,248.94,250.31,242.86,236.17,241.16,242.36,246.33,246.86,247.66,260.8,259.35,259.05,256.9,257.72,255.2,255.51,249.04,241.9,243.62,244.53,236.21,242.17,246.13,257.12,202.51,199.57,216.67000000000002,213.96499999999997,220.02499999999998,217.74,240.04333333333332,243.91666666666666,220.41,224.53,213.9,216.43,257.52,266.18,270.96,219.24,225.20499999999998,244.4766666666667,246.54333333333332,246.03666666666666,244.42999999999998,242.14,242.26666666666668,257.82,260.555,261.25,257.875,257.15,261.245,242.54,249.64333333333332,258.57,250.59,277.3,293.105,304.78499999999997,304.84000000000003,300.5,291.37,188.7,165.32,178.26,202.665,,215.36,250.34,259.41,262.46000000000004,263.195,,262.98499999999996,260.99,250.41,253.58499999999998,252.23000000000002,261.78999999999996,248.1866666666667,235.595,197.32999999999998,220.01999999999998,218.15,253.16000000000003,246.2,244.08499999999998,238.83999999999997,239.175,241.66500000000002,248.515,256.255,276.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-18 22:04:57+00:00,,,,232.155,239.38,249.245,232.505,241.29,238.31,232.965,255.71,,,,247.64499999999998,250.72,243.06,242.27499999999998,246.975,245.885,249.60500000000002,246.67000000000002,244.715,255.455,251.57,259.05,249.1,248.395,253.88,256.075,253.11,249.25,245.535,247.86,239.675,243.35,246.185,247.39,202.51,214.59,225.19333333333336,226.47,232.77666666666664,233.70333333333335,247.6525,251.88,220.41,224.53,213.9,216.43,252.01,256.1,258.98,226.36666666666667,234.35999999999999,245.62,249.3875,253.4575,249.8725,249.04999999999998,250.1225,265.48,266.92,265.05333333333334,260.12666666666667,259.11333333333334,261.41333333333336,247.41,253.46499999999997,262.1775,262.3966666666667,284.5075,300.06666666666666,310.82666666666665,310.9533333333333,308.18666666666667,302.3,188.7,164.245,196.945,202.665,,215.36,255.88333333333335,264.65000000000003,266.8833333333334,267.86333333333334,,272.32666666666665,267.5133333333333,250.41,261.88666666666666,258.66333333333336,263.5833333333333,250.73250000000002,236.93999999999997,209.89,229.62,228.57666666666668,254.59000000000003,249.23999999999998,244.08499999999998,246.8033333333333,246.35666666666668,250.27,254.30666666666664,262.74,279.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
