dates,satname,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0041,nzd0222-0042,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0040,nzd0222-0038,nzd0222-0039
2002-02-25 21:48:47.943000,L7,303.84,305.74,301.18,308.50,306.98,312.46,314.06,311.40,312.57,314.56,312.70,319.12,316.91,313.65,317.99,315.55,314.33,314.80,105.26,312.04,309.21,311.08,378.77,380.48,320.85,324.69,324.31,319.40,240.09,321.70,316.36,12.67,17.78,299.29,307.69,372.58,317.52,318.08,319.05,,,,
2002-04-14 21:48:38.601000,L7,305.34,305.58,307.41,308.63,308.43,313.27,312.74,314.06,312.95,315.38,314.84,318.78,316.27,218.31,203.42,215.03,222.68,220.58,110.58,232.10,235.77,218.44,313.53,314.69,321.77,328.03,322.81,320.02,321.52,317.47,283.66,4.24,9.87,,,305.45,,,,,,,
2002-06-01 21:48:28.245000,L7,311.63,310.57,311.32,311.69,316.23,318.97,322.73,323.03,318.62,326.31,321.92,324.46,217.91,249.33,205.71,231.92,230.73,243.00,238.95,243.11,249.76,238.85,322.99,319.24,317.99,251.50,330.07,321.94,261.69,317.28,322.18,8.08,14.75,,,317.41,,,,,,,
2002-08-20 21:47:58.545000,L7,309.40,310.12,305.62,307.85,306.34,311.23,310.80,312.35,311.90,312.49,311.04,320.47,316.53,319.05,317.66,317.21,318.49,313.35,280.35,312.71,246.25,178.10,314.23,315.33,321.77,244.37,322.15,321.94,321.56,316.67,309.98,14.19,20.01,,301.33,308.90,,,,,,,
2002-10-23 21:47:39.211000,L7,304.54,306.54,303.26,310.92,307.38,308.54,311.20,308.88,304.92,307.35,306.40,315.53,315.42,309.99,315.36,280.23,315.75,311.99,277.91,310.42,308.26,309.15,314.47,313.08,324.18,241.01,324.91,319.18,330.27,327.46,317.29,1.12,0.55,297.75,302.64,304.93,,,,,,,
2002-11-08 21:47:44.401000,L7,310.09,305.70,311.13,313.67,308.15,323.44,313.11,314.98,309.39,311.47,308.84,318.49,315.75,313.63,317.27,315.18,315.77,312.54,225.74,287.73,311.28,310.69,314.17,314.69,320.18,326.41,321.88,320.36,326.60,320.04,310.77,,,,292.68,306.73,,,,,,,
2002-11-24 21:48:02.112000,L7,302.22,303.63,305.18,330.17,310.87,329.13,314.85,309.05,304.69,308.55,307.64,318.28,209.32,215.11,199.72,212.79,219.58,217.63,215.30,229.63,171.85,210.08,312.19,312.33,318.98,324.29,322.19,315.27,319.01,317.38,280.03,,,296.69,305.21,304.30,,,,,,,
2002-12-26 21:48:11.926000,L7,356.00,352.64,364.62,369.19,316.75,320.96,318.72,318.19,313.75,316.30,313.83,326.68,324.79,320.66,323.23,325.03,323.96,322.83,321.35,317.86,378.17,352.66,343.81,376.48,382.87,383.01,390.88,383.01,387.56,371.55,395.17,295.03,275.26,367.21,371.50,369.57,381.27,382.17,382.51,389.67,361.05,362.32,394.62
2003-01-11 21:48:14.464000,L7,308.13,307.56,309.04,315.68,312.30,325.87,320.04,316.22,316.43,314.78,310.64,323.10,325.99,315.64,219.60,240.31,247.09,315.60,313.65,313.40,311.17,315.85,318.96,314.51,326.53,328.02,325.54,323.71,321.94,321.38,336.99,59.79,253.09,306.95,312.90,305.59,324.00,315.99,304.69,285.00,328.21,340.13,338.52
2003-03-16 21:48:34.204000,L7,314.63,307.19,305.95,309.61,314.31,369.50,364.20,355.80,355.83,369.33,313.92,321.94,321.84,318.55,232.81,270.10,274.45,272.45,269.83,284.30,277.32,225.43,352.60,389.50,375.88,383.94,412.04,379.79,379.87,362.19,359.03,335.95,21.49,286.11,296.99,315.79,357.61,381.96,364.21,367.86,344.47,364.40,373.89
2003-05-03 21:48:37.175000,L7,311.75,310.51,312.06,314.79,314.05,315.71,315.03,322.72,318.16,317.25,320.56,322.78,217.37,242.42,205.69,230.43,226.72,234.06,235.15,239.47,242.33,225.31,317.64,320.87,331.14,332.48,336.04,323.99,323.16,320.16,321.83,7.49,8.86,,,308.16,,,,,,,
2003-08-15 21:36:48.503000,L5,312.49,317.03,316.28,316.20,318.81,318.66,318.06,324.50,322.39,323.32,323.42,330.17,329.56,323.85,327.30,248.73,271.21,262.96,255.34,318.77,320.81,322.49,313.86,316.21,320.65,219.22,321.36,318.65,311.98,313.56,308.43,,,311.79,304.03,310.05,303.16,,,,,,
2003-08-31 21:37:06.588000,L5,312.36,319.34,322.10,321.20,322.24,332.13,331.02,329.47,334.02,319.95,327.92,331.21,338.08,317.06,318.79,323.91,313.87,315.76,315.15,309.34,311.96,311.68,315.93,310.81,333.81,320.44,331.08,315.83,321.25,308.79,319.95,49.25,27.85,311.74,,311.06,308.63,318.24,,,,,
2003-10-18 21:37:48.406000,L5,302.30,307.33,309.18,313.77,309.75,304.43,309.27,317.97,321.19,317.01,319.64,322.53,327.68,316.12,320.68,321.09,313.98,313.62,318.64,313.85,311.67,310.12,311.51,310.15,317.59,317.49,315.28,309.96,308.81,310.72,305.80,1.14,6.95,308.61,304.26,305.54,301.58,279.70,295.87,,,,
2003-11-19 21:38:14.402000,L5,315.89,317.72,319.77,323.58,320.38,324.16,325.15,329.61,326.76,326.85,323.47,332.17,334.89,324.59,326.15,333.83,321.46,325.71,322.86,319.10,319.20,249.99,229.97,320.58,327.54,326.62,323.14,319.78,316.33,321.25,312.89,11.24,28.39,252.60,257.33,223.16,309.35,319.42,312.92,,1.99,,
2004-01-22 21:38:40.402000,L5,311.07,316.64,318.46,318.86,318.72,321.40,319.27,324.94,323.07,317.56,328.58,331.37,330.82,325.34,330.42,332.95,320.75,321.07,320.96,321.20,320.75,320.93,318.55,318.72,321.53,317.79,314.00,213.37,311.16,316.61,313.22,,,315.41,314.76,317.63,301.43,,,,,,
2004-06-30 21:41:46.478000,L5,313.51,312.22,310.29,317.30,315.11,316.88,315.33,324.13,320.33,318.03,315.85,323.78,325.40,322.99,323.73,276.79,282.47,273.02,256.29,315.29,317.26,313.66,253.24,313.34,318.17,318.11,316.00,307.85,312.43,312.75,310.14,,1.73,307.02,,295.24,,,,,,,
2004-09-02 21:43:21.489000,L5,300.77,299.95,298.62,299.06,302.94,303.20,305.91,309.42,305.81,306.98,308.21,314.17,310.32,308.74,311.17,315.29,301.15,304.51,305.24,303.15,307.10,270.18,304.10,302.41,306.94,221.91,301.49,302.87,295.83,243.76,294.22,,,,,290.78,,,,,,,
2004-09-18 21:43:46.845000,L5,304.87,312.24,306.71,312.46,309.38,316.08,310.07,314.73,305.54,314.27,314.28,320.80,318.57,311.99,235.97,254.54,270.95,256.69,312.64,310.90,308.89,274.58,,,,,,,,,,2.18,,,,,,,,,22.74,,
2004-10-20 21:44:28.706000,L5,,,,,,,,,,,,301.91,304.37,293.65,299.94,300.25,284.68,225.72,220.74,229.53,232.68,226.83,292.59,291.20,297.80,295.32,274.11,288.80,287.97,291.31,285.34,,,,,272.88,,,,,,,
2004-12-23 21:45:40.703000,L5,315.81,318.66,318.59,321.88,322.01,320.55,320.19,325.96,324.16,324.03,326.01,326.02,330.95,323.71,327.13,246.17,261.94,254.27,249.09,320.41,317.70,322.40,316.64,314.94,321.56,318.58,284.30,300.22,205.10,314.19,310.84,,,315.83,310.79,309.63,286.70,309.45,,,,,
2005-02-09 21:46:19.482000,L5,315.81,315.72,320.36,322.33,320.31,322.72,322.20,327.06,328.93,326.99,325.74,329.60,331.66,322.23,225.14,251.97,265.03,252.64,248.35,252.37,318.88,321.52,315.98,321.24,322.63,323.42,319.52,316.66,312.54,313.86,313.28,,,315.60,312.92,254.80,305.12,310.89,309.80,286.47,,,
2005-02-25 21:46:35.721000,L5,316.38,321.54,313.81,320.89,321.73,323.11,322.19,325.23,325.46,323.42,326.26,328.31,328.16,323.96,227.92,250.86,265.76,251.37,247.27,315.70,315.39,260.71,315.84,314.56,321.74,320.94,320.58,315.89,313.16,315.44,315.45,,,312.08,305.42,306.57,303.91,307.63,301.17,,,,
2005-03-13 21:46:47.612000,L5,317.49,321.17,319.20,324.97,324.94,326.24,323.74,326.62,328.09,326.51,324.88,329.76,331.89,325.24,229.56,249.70,262.09,252.93,250.29,245.25,323.23,325.10,239.16,322.17,326.99,326.47,326.32,322.05,317.39,319.78,321.42,,,318.30,316.81,313.33,310.49,316.64,312.58,,,,
2005-03-29 21:46:54.602000,L5,,,,,,,,,,,,,198.78,205.66,183.16,210.94,213.02,212.18,212.71,219.62,219.90,198.74,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:47:03.060000,L5,,,,,,,,,,,,,222.44,220.58,190.10,217.02,213.68,221.11,211.06,227.07,224.74,211.06,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:47:18.718000,L5,,,,,,,,,,,,,204.52,202.62,181.35,205.09,206.06,206.43,209.69,214.30,214.88,,,,,,,,,,,,,,,,,,,,,,
2005-07-19 21:47:39.248000,L5,306.75,312.31,311.98,313.67,311.72,315.13,313.07,321.04,322.02,316.92,321.52,325.21,321.50,315.14,320.39,271.08,313.01,313.33,94.68,305.73,275.44,299.44,311.27,309.75,312.65,310.14,305.35,305.79,309.80,306.98,309.01,,0.36,,,299.05,298.18,,,,,,
2005-11-08 21:48:04.756000,L5,313.19,318.44,314.97,317.24,315.85,317.41,319.20,323.15,325.06,320.59,322.00,324.39,328.63,322.05,323.99,323.96,318.89,317.11,319.87,314.13,313.45,317.17,315.41,312.20,322.24,318.95,188.69,311.66,310.01,314.50,313.47,,,315.93,305.96,304.05,307.46,311.02,296.76,,,,
2005-11-24 21:48:28.120000,L5,309.73,315.95,312.82,316.54,314.83,317.99,318.99,322.89,323.87,321.23,322.66,325.55,327.55,320.03,219.84,245.35,253.91,244.09,242.14,315.07,315.68,315.80,316.01,313.54,320.19,204.36,313.16,309.32,308.66,311.46,312.36,,,314.44,306.32,306.16,305.93,282.76,,,,,
2006-01-27 21:49:58.544000,L5,311.72,312.61,316.41,319.86,320.78,320.15,321.91,325.67,325.38,324.60,325.02,328.04,329.35,324.97,202.53,245.84,252.92,321.09,325.18,319.70,318.68,324.00,316.84,320.52,232.41,325.58,313.66,315.43,312.52,317.62,314.79,,,257.82,311.37,309.51,307.58,314.26,310.62,,,,
2006-02-28 21:50:40.410000,L5,,,,,291.29,300.11,296.92,301.11,300.13,300.34,297.90,302.56,302.80,291.49,300.17,297.09,206.42,208.34,210.78,219.90,223.73,208.41,,,,,,284.34,277.30,288.32,280.98,,,,,,,,,,,,
2006-07-06 21:52:45.642000,L5,295.13,303.39,301.04,307.58,301.34,309.18,304.64,310.48,310.08,311.12,309.86,314.62,309.75,313.18,314.69,314.30,305.66,298.62,308.37,267.48,308.46,303.62,311.14,310.51,313.21,313.49,299.11,212.86,302.85,306.43,258.91,5.81,1.81,,,296.23,,,,,,,
2006-08-07 21:53:11.255000,L5,297.09,307.45,301.72,308.03,306.07,304.19,307.12,,316.97,314.49,314.82,313.73,309.34,226.87,186.48,202.34,208.59,,207.06,238.05,238.57,231.20,308.58,306.65,315.82,312.08,310.35,303.83,301.92,299.28,,18.71,,,,296.54,,,,,,,
2006-08-23 21:53:23.469000,L5,316.04,319.86,316.27,318.40,319.74,317.08,319.80,328.91,336.53,328.11,329.62,334.13,326.49,324.67,327.71,331.44,323.53,323.48,321.30,318.41,320.05,326.24,319.26,320.70,241.24,328.57,325.60,321.91,316.91,319.72,316.54,,4.86,313.69,312.38,262.10,278.97,285.82,312.18,,,,
2006-10-10 21:53:56.892000,L5,302.27,307.06,310.21,311.93,311.15,311.26,313.12,316.38,318.47,315.29,313.91,317.68,319.47,312.73,318.09,324.14,310.53,312.92,309.19,311.65,307.54,313.43,311.27,310.64,318.42,214.57,306.56,307.48,304.33,311.83,304.50,,,289.08,304.30,251.84,,,,,,,
2006-12-13 21:54:55.384000,L5,306.40,307.52,310.81,311.62,314.26,314.99,319.29,318.30,319.34,317.27,319.15,319.28,314.43,213.90,226.15,246.36,244.86,315.73,316.70,313.79,251.74,253.37,315.06,317.24,319.96,316.27,322.56,313.73,324.17,323.42,321.21,19.67,39.40,259.83,226.13,313.12,313.89,313.57,,,,,
2007-01-30 21:54:48.635000,L5,303.64,305.46,307.28,312.69,312.35,313.59,314.00,316.05,318.16,314.90,315.07,319.04,321.33,360.32,396.01,245.50,248.56,246.63,367.91,385.05,323.56,261.91,237.06,237.54,226.64,198.82,181.55,307.58,301.53,311.21,303.72,7.51,3.02,258.06,272.99,248.36,278.90,,,,,,
2007-02-15 21:54:49.756000,L5,300.63,304.14,309.28,311.78,311.90,314.30,312.72,317.31,318.04,314.66,314.49,320.59,320.47,318.84,319.64,321.57,310.51,312.20,312.38,311.17,310.02,312.54,310.27,309.62,315.35,312.88,295.19,306.54,223.95,311.33,304.00,,,292.38,306.10,301.91,,,,,,,
2011-01-25 21:49:47.233000,L5,306.61,313.41,314.45,314.80,315.09,319.12,315.14,320.32,317.42,316.67,319.24,322.00,321.92,319.22,223.14,253.44,262.43,260.33,246.03,313.17,314.20,311.97,305.01,303.78,311.36,308.45,304.73,307.58,304.81,309.77,308.81,,,,,256.95,,,,,,,
2011-10-24 21:47:48.042000,L5,314.21,321.70,320.35,322.62,323.42,322.55,320.15,326.15,324.05,322.17,326.02,327.71,329.51,325.91,327.18,328.75,325.87,320.31,324.46,318.64,319.28,323.88,311.31,300.02,307.99,318.99,313.90,313.88,316.22,320.69,323.21,205.12,303.35,313.08,259.54,257.24,310.46,311.77,316.36,300.26,221.07,,
2013-06-23 22:01:46.719000,L8,,302.64,300.27,310.57,297.17,313.54,307.98,311.96,312.94,,,,239.35,250.53,197.36,231.07,237.37,234.70,237.40,246.58,248.87,233.30,,,,,,,,,,,,,,,,,,,,,
2013-07-09 22:01:50.636000,L8,,,,,,,,,,,,,223.04,239.70,192.49,220.39,223.77,223.83,225.73,234.90,180.18,203.64,,,,,,,,,,,,,,,,,,,,,
2013-07-25 22:01:49.952000,L8,321.49,317.97,350.52,337.58,343.80,331.47,324.08,330.13,326.44,331.73,328.43,339.44,337.27,333.18,213.61,280.91,279.62,275.70,328.81,338.37,325.49,333.12,321.03,322.86,329.11,331.31,328.85,323.57,327.88,327.48,324.17,315.21,322.11,325.10,320.87,318.45,319.35,323.73,319.62,,,,
2013-09-27 22:01:43.236000,L8,,,,,,,,,,,,,306.53,308.03,308.27,314.45,291.70,241.68,301.45,303.96,302.89,306.40,,,310.67,304.86,237.40,299.52,301.75,306.82,282.32,,,,,,,,,,,,
2013-11-14 22:01:33.487000,L8,317.57,320.10,317.15,323.83,325.61,326.61,324.96,329.84,331.06,325.74,326.51,331.11,333.33,329.57,331.98,257.48,260.85,251.70,328.21,324.23,323.28,326.21,321.45,322.34,327.43,332.44,329.22,320.62,227.89,321.80,324.63,310.36,195.36,318.37,319.00,317.44,317.01,,,,14.44,,
2014-01-01 22:01:14.509000,L8,,296.30,295.80,303.88,300.18,304.91,302.34,305.42,306.63,303.75,303.51,311.45,313.93,309.36,308.12,311.64,222.86,220.59,226.73,237.07,249.79,219.74,,,308.66,302.64,267.35,295.17,297.07,304.84,296.30,7.35,4.58,,,,,,,,,,
2014-01-17 22:00:59.983000,L8,320.18,320.42,321.79,325.93,325.68,328.14,323.09,328.03,329.12,330.14,325.86,328.47,329.85,327.34,221.04,256.56,251.29,261.34,323.42,320.79,324.15,327.06,317.69,315.87,323.43,326.45,325.81,322.82,315.67,320.63,318.05,319.40,322.08,317.66,316.87,311.18,317.09,,,,320.20,317.97,317.46
2014-02-02 22:00:53.662000,L8,301.72,309.67,306.07,315.30,311.22,315.06,313.39,315.05,314.45,311.41,306.12,315.79,319.84,314.31,317.39,321.01,273.28,280.35,,,,,311.62,302.99,316.16,316.00,280.73,308.84,308.84,307.66,304.34,12.49,25.03,,,,,,,,,,
2014-03-06 22:00:25.321000,L8,318.18,317.68,329.05,338.51,326.64,328.60,322.77,327.31,328.79,328.87,327.51,333.61,333.45,350.22,332.73,258.53,233.51,267.13,260.79,320.73,327.07,326.78,321.19,316.73,324.83,337.80,329.64,324.87,317.84,322.80,322.51,18.29,21.11,318.01,320.23,313.55,,,,,1.03,316.21,313.13
2014-03-22 22:00:13.558000,L8,,287.73,293.43,303.06,290.92,303.66,298.46,304.51,302.51,301.57,298.22,,220.91,214.85,177.15,205.53,211.70,212.96,202.14,145.59,211.61,,,,,,,,,,,,,,,,,,,,,,
2014-05-09 21:59:27.549000,L8,,299.16,300.44,308.50,303.85,309.92,308.39,308.02,310.23,309.43,308.54,313.21,316.86,313.47,313.98,313.05,219.17,226.71,218.65,232.79,223.66,208.35,,,,,,,,,,,,,,,,,,,,,
2014-05-25 21:59:22.796000,L8,323.70,324.31,325.31,331.83,332.90,329.32,327.89,325.05,326.82,327.93,329.78,335.76,332.22,334.21,335.74,241.88,278.41,274.61,330.32,323.46,325.15,327.72,321.23,323.22,326.01,333.56,334.46,232.74,323.22,323.65,327.60,317.31,321.72,313.88,319.32,315.60,314.61,323.40,,,294.45,,311.27
2014-07-12 21:59:43.196000,L8,,293.58,298.93,306.47,301.68,306.67,304.16,305.82,305.36,310.22,304.08,,189.05,182.97,185.90,230.16,230.73,233.77,238.19,238.63,248.75,232.84,,,,,,,,,,,,,,,,,,,,,
2014-07-28 21:59:47.112000,L8,321.56,321.33,322.46,331.60,334.24,333.96,332.51,344.15,340.40,348.64,386.39,378.86,339.47,352.71,353.37,387.78,383.42,380.68,363.83,345.25,377.60,371.13,337.41,260.86,364.72,347.86,338.71,334.42,341.52,359.78,331.11,28.56,29.90,366.43,348.35,357.15,329.13,339.93,322.37,321.12,6.04,329.77,328.53
2014-08-13 21:59:54.812000,L8,311.45,306.64,307.98,315.09,316.30,316.30,314.98,316.96,314.22,315.97,314.66,321.23,321.35,320.65,323.78,322.72,320.66,318.87,318.87,314.32,314.27,319.69,,,318.52,324.36,320.12,317.05,313.98,316.32,272.84,12.22,1.46,,,,,,,,,,
2014-09-14 21:59:59.788000,L8,314.77,311.84,315.19,317.79,320.35,319.33,315.05,318.81,322.65,320.18,323.64,328.55,328.18,326.00,326.35,328.34,324.25,327.37,322.41,316.81,314.09,319.10,327.26,318.90,323.10,324.38,323.63,318.37,319.22,318.48,321.87,14.29,15.15,313.85,283.60,311.06,,,,,262.43,,
2015-01-04 21:59:53.956000,L8,307.66,326.55,315.53,319.15,315.56,319.12,316.00,319.17,317.92,314.90,315.65,319.94,325.55,320.49,320.15,324.42,314.25,315.61,315.90,314.66,285.62,242.04,313.09,308.30,316.38,320.10,317.67,311.86,309.84,313.96,313.40,12.50,10.42,,,266.19,,,,,0.31,,
2015-03-09 21:59:30.556000,L8,316.33,323.86,324.07,322.14,322.01,324.48,322.78,323.31,329.55,326.08,321.09,330.15,329.06,330.83,325.15,331.86,323.69,325.68,323.02,311.10,260.27,212.08,319.64,314.09,330.03,,307.87,349.10,297.37,311.58,317.91,314.24,315.51,,305.28,313.52,,,,,211.96,,
2015-04-10 21:59:13.702000,L8,,,,299.04,294.52,294.24,297.21,302.52,303.17,298.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12 21:58:53.078000,L8,305.76,311.50,309.48,316.16,316.17,318.38,315.75,316.99,317.85,316.13,316.14,322.35,325.47,319.55,324.48,325.18,226.72,229.11,237.90,244.88,248.21,238.54,,,317.20,322.24,238.85,315.07,311.13,313.88,316.43,,,,,,,,,,,,
2015-05-28 21:58:55.699000,L8,326.93,324.66,328.31,334.59,335.97,332.06,331.23,333.19,337.53,335.68,330.50,337.68,335.30,333.29,337.72,281.66,282.48,276.58,329.50,328.39,273.96,255.34,321.38,324.07,325.21,335.07,331.95,326.26,330.46,330.88,327.41,325.82,325.83,319.51,325.04,318.13,320.41,327.44,323.11,,319.74,,
2015-08-16 21:59:34.814000,L8,313.98,311.59,313.15,313.97,318.78,318.20,319.95,324.10,317.85,320.42,318.65,328.06,326.15,324.46,327.43,329.07,283.84,318.52,102.38,286.66,318.76,323.79,317.88,317.87,318.88,325.41,319.27,318.94,315.02,316.63,319.03,13.63,7.22,,308.94,310.21,,,,,,,
2015-09-01 21:59:39.995000,L8,321.90,315.29,325.93,328.42,325.65,331.46,341.30,337.01,327.12,321.77,328.31,334.07,330.45,332.94,328.26,342.79,334.18,323.25,324.84,321.37,331.09,318.60,321.71,322.94,324.48,331.83,330.27,324.94,323.93,324.02,319.59,17.60,17.45,297.76,321.05,314.31,313.62,321.24,288.73,314.23,321.29,317.97,264.02
