dates,satname,nzd0378-0000,nzd0378-0113,nzd0378-0114,nzd0378-0115,nzd0378-0116,nzd0378-0117,nzd0378-0149,nzd0378-0150,nzd0378-0151,nzd0378-0152,nzd0378-0213,nzd0378-0214,nzd0378-0215,nzd0378-0216,nzd0378-0217,nzd0378-0218,nzd0378-0043,nzd0378-0044,nzd0378-0045,nzd0378-0047,nzd0378-0048,nzd0378-0049,nzd0378-0042,nzd0378-0046,nzd0378-0006,nzd0378-0007,nzd0378-0008,nzd0378-0009,nzd0378-0024,nzd0378-0025,nzd0378-0026,nzd0378-0027,nzd0378-0028,nzd0378-0029,nzd0378-0139,nzd0378-0140,nzd0378-0141,nzd0378-0142,nzd0378-0169,nzd0378-0170,nzd0378-0171,nzd0378-0172,nzd0378-0173,nzd0378-0030,nzd0378-0039,nzd0378-0040,nzd0378-0041,nzd0378-0102,nzd0378-0103,nzd0378-0104,nzd0378-0105,nzd0378-0106,nzd0378-0107,nzd0378-0108,nzd0378-0109,nzd0378-0118,nzd0378-0119,nzd0378-0174,nzd0378-0175,nzd0378-0176,nzd0378-0177,nzd0378-0184,nzd0378-0185,nzd0378-0186,nzd0378-0196,nzd0378-0197,nzd0378-0198,nzd0378-0199,nzd0378-0200,nzd0378-0201,nzd0378-0202,nzd0378-0019,nzd0378-0020,nzd0378-0021,nzd0378-0022,nzd0378-0023,nzd0378-0187,nzd0378-0188,nzd0378-0189,nzd0378-0190,nzd0378-0058,nzd0378-0059,nzd0378-0060,nzd0378-0061,nzd0378-0062,nzd0378-0063,nzd0378-0065,nzd0378-0066,nzd0378-0067,nzd0378-0038,nzd0378-0068,nzd0378-0069,nzd0378-0070,nzd0378-0071,nzd0378-0072,nzd0378-0099,nzd0378-0100,nzd0378-0157,nzd0378-0158,nzd0378-0159,nzd0378-0160,nzd0378-0203,nzd0378-0204,nzd0378-0054,nzd0378-0055,nzd0378-0056,nzd0378-0057,nzd0378-0064,nzd0378-0053,nzd0378-0095,nzd0378-0096,nzd0378-0097,nzd0378-0098,nzd0378-0168,nzd0378-0010,nzd0378-0210,nzd0378-0211,nzd0378-0212,nzd0378-0050,nzd0378-0051,nzd0378-0073,nzd0378-0052,nzd0378-0011,nzd0378-0012,nzd0378-0032,nzd0378-0033,nzd0378-0034,nzd0378-0035,nzd0378-0036,nzd0378-0037,nzd0378-0074,nzd0378-0077,nzd0378-0078,nzd0378-0079,nzd0378-0080,nzd0378-0081,nzd0378-0082,nzd0378-0083,nzd0378-0085,nzd0378-0086,nzd0378-0031,nzd0378-0001,nzd0378-0002,nzd0378-0003,nzd0378-0018,nzd0378-0004,nzd0378-0205,nzd0378-0206,nzd0378-0084,nzd0378-0017,nzd0378-0094,nzd0378-0087,nzd0378-0013,nzd0378-0014,nzd0378-0015,nzd0378-0016,nzd0378-0101,nzd0378-0207,nzd0378-0208,nzd0378-0191,nzd0378-0192,nzd0378-0193,nzd0378-0194,nzd0378-0195,nzd0378-0136,nzd0378-0209,nzd0378-0121,nzd0378-0122,nzd0378-0123,nzd0378-0124,nzd0378-0125,nzd0378-0147,nzd0378-0148,nzd0378-0137,nzd0378-0138,nzd0378-0075,nzd0378-0076,nzd0378-0133,nzd0378-0134,nzd0378-0135,nzd0378-0183,nzd0378-0120,nzd0378-0166,nzd0378-0167,nzd0378-0180,nzd0378-0181,nzd0378-0182,nzd0378-0110
2024-05-19 22:06:42.049000,L9,,,,,,,,,,,,,,,,,,328.36,351.42,,,,361.55,354.69,,,,,384.53,362.03,343.47,,,,,,,,,,,,,,383.51,315.11,340.20,,,,,,,,,,,,,,,,,,,,408.21,378.13,328.64,307.46,292.67,307.29,308.77,313.15,326.40,422.39,,,,,,,,,,,387.51,309.35,309.05,311.91,311.88,,,,,,,,,,,343.91,299.59,,,,,,359.55,,,,,,,,,,296.68,376.38,,340.67,,,,,,,,,,,,,,,,,,,,,,,369.02,,390.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04 22:06:35.804000,L9,315.97,,,,,,,,,,,,355.16,355.89,326.49,,,,,,,,,,,,,,,,331.40,384.39,396.72,403.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.54,402.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.56,,,,,,,,306.02,381.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 22:06:18.840000,L9,,,,,,,,,,,,,,,,,,,,,,,351.70,,,,,,,,,,,,,,,,352.84,349.24,361.40,329.14,338.61,,266.77,298.15,346.01,,,,,,,,,,,325.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.40,,,,,,,,,,,,,,,,,,,,,,,,,382.08,310.63,,,,,,,,,,,,324.11,,,,,,,,,,,,,,,365.79,398.79,,,,,,,,,,,,,,354.81,,,,,,
2024-06-28 22:06:31.354000,L8,,,,,,,,,,,,,,,,,296.70,331.35,311.50,,,,357.37,347.48,,,,,,,,,,,,,,,,,,,,,378.23,310.29,323.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.99,307.82,308.45,318.38,308.56,309.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06 22:06:32.918000,L9,,,,,,,,,,,,,,,,,358.12,328.32,341.04,,,,336.77,346.59,,,,,322.18,310.95,390.05,397.86,463.39,,,,,,,,,,,,288.90,310.31,333.53,,,,,,,,,,,,,,,,,,,,401.94,387.97,344.46,318.02,300.37,,294.64,301.34,313.47,324.61,,,,,,,,,,,320.78,308.11,315.98,,308.67,309.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 22:06:59.383000,L9,,,,,,,,,,,,,,,,,,,,,,,,,317.24,373.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.27,346.05,329.39,350.30,,,,,,,,,,362.31,386.95,326.24,,,,377.67,386.87,407.30,,418.34,,,,,,,,,,,,,350.81,355.46,273.42,357.48,,292.39,307.88,286.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31 22:07:03.291000,L8,369.91,,,,,,,,,,,,,,288.73,279.43,338.54,322.65,372.89,,,,,394.49,,,,,373.16,359.37,388.92,394.28,472.31,,,,,,360.26,314.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.20,,,,,,,,,,,378.53,311.90,330.06,,314.92,398.90,408.25,337.38,365.46,,,,,,,,,,,,,,,,,,,412.42,,,,,,,402.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24 22:07:01.359000,L9,357.65,,,,,,,,,,,,355.53,350.55,394.41,349.75,,,,,,,338.91,,,,,,381.36,363.41,391.82,404.65,469.72,,,,,,,,,,,,389.77,307.36,324.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.35,,,,,377.36,,,,,,312.62,385.38,393.28,315.24,367.63,399.21,404.92,330.56,367.55,,,,,,,,,376.30,365.30,349.10,366.96,,329.29,,,,,,,,,,,,398.70,,,,337.65,340.66,283.67,328.23,275.23,380.55,425.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10 22:07:10.262000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.70,,,,,,,,,,,,,,,321.20,383.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.62,386.41,402.50,,310.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18 22:07:18.673000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,369.63,387.48,,363.33,358.47,386.72,403.22,457.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.24,315.40,380.68,369.21,,,,,,,,,,,305.70,378.70,398.74,,401.73,329.98,404.95,,,,,,,,,,,,,,,,,,299.60,361.93,349.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11 22:07:15.564000,L9,337.77,,,,,,,,,,,,,,303.51,351.15,,,,,,,,,,,,,384.39,361.07,390.23,405.56,443.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.46,318.95,331.53,369.40,,,,,,,,,,,369.47,386.47,403.38,,309.40,310.45,319.03,330.48,373.45,,,,,,,,,,,,,,,,,,,,,,,,,,402.52,,,,,,,,,,425.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19 22:07:19.849000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.95,347.41,374.84,383.00,469.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.79,362.66,404.52,348.68,419.51,,,,,334.33,311.68,371.93,387.43,394.68,,372.52,388.15,404.30,,304.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:07:18.443000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.96,378.69,364.32,327.67,,,,,,,,,,,352.76,353.73,377.29,385.65,,,,,,,,,,,,,,,,385.19,378.92,350.39,349.03,,,,,,,,,,,,,,,290.53,357.55,354.78,,,,,,,,,,,,,,,,380.79,350.71,375.11,360.35,356.51,365.26,,,,,,,,,,,341.62,,343.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22 22:07:13.469000,L8,,,,,,,,,,,,,,,,,287.16,332.36,299.33,,,,,384.29,,,,,382.47,353.56,389.83,401.57,338.64,326.99,348.11,383.58,332.66,324.47,365.09,358.91,342.46,421.82,,330.02,,,,,,,,,,,,,,,,,,345.49,341.27,335.57,,,,392.32,385.87,358.88,364.82,368.42,385.61,413.33,,418.22,324.81,282.08,,,,,258.36,310.43,309.33,333.45,362.60,375.58,396.23,,309.37,304.13,344.08,352.19,,,,,,,,352.09,383.41,,,,,359.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.58,,,,349.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30 22:07:20.065000,L9,312.03,,,,,,,,,,,,,,,338.88,287.69,320.84,342.76,,,,338.87,348.85,,,,,,,,,,,,,,,,,,,,,,309.56,325.79,,,,,,,,,,,,,,,,,,,,394.25,395.96,388.91,360.29,375.56,,,,,,,,,,,,,,,302.96,359.78,369.86,389.22,,315.85,317.92,,,,,,,,,,373.73,383.94,,,,,355.84,,,,,,,,,,,,,,,,,,,,,,,,323.58,323.49,327.01,345.43,353.40,344.74,339.22,377.22,335.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07 22:07:17.137000,L8,,,,,,,,,,,,,,,,,389.40,343.43,352.24,,,,343.98,377.77,,,,,,,,,,,,383.17,361.78,328.19,,,,,,,390.46,366.46,364.62,,,,,,,,,,,,,,,,,,,,,393.72,388.46,356.08,373.14,,,,,,,,,,341.47,324.33,337.06,373.65,,305.06,365.03,378.77,393.89,,306.90,314.87,310.20,328.01,,,,,,,,360.03,382.21,,270.21,282.93,289.86,360.26,,,,,,,295.54,,,,,,,,384.38,,,,,,,,,322.26,324.83,328.74,344.63,352.44,344.84,339.17,373.08,393.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 22:07:07.365000,L8,308.98,,,,,,,,,,,,,,,331.71,384.31,296.22,345.30,,,,340.61,358.57,,,,,,,,,,,,,,,,,,,,,271.50,370.60,367.07,,362.20,373.80,380.43,,,,,,,,,,,,,,,,,397.14,389.90,355.20,376.57,,,,,,,,,,336.92,323.01,333.81,363.84,,303.65,366.99,377.90,387.26,,400.00,314.79,,,,,,,,,,360.22,385.05,,269.93,285.48,290.50,359.36,,,,,,,,,,,,,,,,,,,,,,,,319.06,323.10,327.23,342.80,349.31,343.52,333.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:06:48.304000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.78,393.10,,,,,,,,,,,,,,,,,,,,,,382.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:06:54.456000,L9,344.52,,,,,,,,,,,,375.28,306.03,343.70,382.80,,,,362.38,307.79,302.40,,287.59,,,,336.05,,353.11,331.80,371.77,475.12,452.28,,,,,,,,,,317.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.85,321.02,343.84,334.09,360.94,,,,,,,,,,,387.62,396.89,306.52,,309.31,,,,,,,,,,,,,,,,,,,,,,,,387.82,,,,,,,,399.31,,349.91,351.56,366.22,302.96,,,,,,,,,,,,,310.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 22:06:38.478000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.04,,,,368.70,395.42,407.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.17,356.50,331.17,310.17,289.96,311.35,376.30,406.30,354.19,366.03,,,,,,,,,,,383.34,394.22,409.93,,313.39,,,,,,,,,,,,284.69,,,,,,,,,,,,312.21,,,,,,,,394.36,,,,,,,,,,,,,,,,,,,,,,,,380.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 22:06:43.734000,L9,,,,,,,,,,,,,,,,,,407.35,388.50,,,,389.92,,,,,,360.41,368.39,342.19,382.92,460.49,,,,,,,,,,,,386.10,353.62,380.80,,,,,,,,,,,,,,,,,,,,,,,,,,294.40,299.55,317.11,319.71,,,,,,,,,,,382.53,394.15,310.07,312.41,315.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 22:06:42.533000,L8,,,,,,,,,,,326.59,398.83,,,,,,,,,,,,,,,,,345.52,357.42,333.19,377.98,460.79,442.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.15,342.64,328.10,,,,,,,,,303.95,311.20,325.33,377.55,352.58,383.63,,,,,,,,,292.55,299.56,308.16,,309.68,,,,,,,,,,,,,,,,,,,,,,,,,402.33,329.49,388.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 22:06:54.196000,L9,,,,,,,,,,,,,,,,,,,,,,,,,314.24,376.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.72,343.10,321.51,363.57,,,,,,,,,,357.54,373.65,321.72,,,,375.44,391.62,408.71,,313.14,384.55,401.13,,,302.00,371.67,,,,,,,,,271.68,307.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.34,,,,,,,,,,,,374.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17 22:07:04.709000,L8,,,,,,,,,,,,,,,,,274.59,285.55,283.46,,,,331.60,270.46,,,,,,,,,,,,,,,,,,,,,,289.67,309.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.91,396.84,322.35,,379.09,391.83,403.71,336.06,372.91,,,,,,,,,,,,,,,,,,,,,,,,,,411.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25 22:07:06.294000,L9,,,,,,,,,,,,,,,,,272.94,283.63,295.69,,,,317.23,285.89,,,,,374.29,377.84,390.20,391.03,408.86,,,,,,,,,,,,,294.07,313.45,,,,,,,,,,,,,,,,340.57,328.67,,,,385.43,340.61,346.33,303.82,,,,,,346.81,377.89,,,,,,,,,379.29,390.50,325.76,,380.62,,,,,,,,,,,,,370.17,363.24,351.41,,,321.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:07:09.825000,L8,,,,,,,,,,,310.30,,,,,,273.34,280.67,281.72,,,,332.10,279.45,,,,,367.01,369.78,350.03,374.51,462.60,,,,,,,,,,,,,292.30,311.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.45,392.23,318.32,,373.29,387.69,394.25,333.81,363.40,,,,,,,,,372.78,359.26,346.32,,,325.88,,,,,,,,,327.75,,,396.11,,,,,,,,,,428.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26 22:07:21.236000,L9,389.53,,,,,,,,,,,,,,,,,,,,,,284.31,,,,,,422.40,370.47,388.59,386.51,457.42,,,,,,,,,,,,271.35,297.25,309.71,,,,,,,,,,,,,,,,,,,,,402.66,336.48,317.39,305.52,,,,,,,,,,,,,,,,376.92,390.53,409.62,360.60,362.41,390.28,404.74,330.67,366.32,,,,,,,,,376.14,361.04,349.94,,,329.42,,,,,,,,,,,,402.37,,,,,,,,,,426.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-19 22:07:27.204000,L8,305.52,,,,,,,,,,,,,,378.68,369.29,272.92,279.81,280.02,,,,321.32,275.72,,,,,,,,,,,,,,,,,,,,,267.88,293.14,307.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.82,379.81,381.01,,,374.07,383.06,402.20,359.09,370.90,387.52,391.96,330.50,359.74,,,,,,,,,359.17,349.61,343.20,,,328.78,,,,,,,,,,,,395.22,,,,,,,,,,414.88,,,,,,,,,,,328.43,311.33,329.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:07:28.631000,L8,,,,,,,,,,,,,,,,,,,,,,,289.67,,,,,,,,,,,,369.83,341.98,332.48,324.92,,,,,,,270.18,297.04,305.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.89,387.63,402.95,358.97,309.51,,,,,,,,,,,,,355.02,354.49,335.40,,,341.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 22:07:29.182000,L9,,,,,,,,,,,,,,,,,348.12,336.35,302.62,,,,343.97,334.22,,,,,,,,,,,375.26,380.33,335.29,320.70,,,,,,,369.51,313.38,314.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.12,387.63,401.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.79,,,,,,,,,,,,,
2025-11-06 22:07:31.775000,L8,,,,,,,,,,,,,364.89,345.07,389.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.08,332.91,,,,,,,,,,,,,,,,,,,,,,,365.34,378.66,386.14,,380.35,322.73,,,,,,,,,,,,330.09,326.01,,,,365.90,,,,,,,,322.33,368.85,,295.22,,333.33,,,,,,,,,,,,,,,,,373.05,391.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
