dates,satname,nzd0378-0000,nzd0378-0113,nzd0378-0114,nzd0378-0115,nzd0378-0116,nzd0378-0117,nzd0378-0149,nzd0378-0150,nzd0378-0151,nzd0378-0152,nzd0378-0213,nzd0378-0214,nzd0378-0215,nzd0378-0216,nzd0378-0217,nzd0378-0218,nzd0378-0043,nzd0378-0044,nzd0378-0045,nzd0378-0047,nzd0378-0048,nzd0378-0049,nzd0378-0042,nzd0378-0046,nzd0378-0006,nzd0378-0007,nzd0378-0008,nzd0378-0009,nzd0378-0024,nzd0378-0025,nzd0378-0026,nzd0378-0027,nzd0378-0028,nzd0378-0029,nzd0378-0139,nzd0378-0140,nzd0378-0141,nzd0378-0142,nzd0378-0169,nzd0378-0170,nzd0378-0171,nzd0378-0172,nzd0378-0173,nzd0378-0030,nzd0378-0039,nzd0378-0040,nzd0378-0041,nzd0378-0102,nzd0378-0103,nzd0378-0104,nzd0378-0105,nzd0378-0106,nzd0378-0107,nzd0378-0108,nzd0378-0109,nzd0378-0118,nzd0378-0119,nzd0378-0174,nzd0378-0175,nzd0378-0176,nzd0378-0177,nzd0378-0184,nzd0378-0185,nzd0378-0186,nzd0378-0196,nzd0378-0197,nzd0378-0198,nzd0378-0199,nzd0378-0200,nzd0378-0201,nzd0378-0202,nzd0378-0019,nzd0378-0020,nzd0378-0021,nzd0378-0022,nzd0378-0023,nzd0378-0187,nzd0378-0188,nzd0378-0189,nzd0378-0190,nzd0378-0058,nzd0378-0059,nzd0378-0060,nzd0378-0061,nzd0378-0062,nzd0378-0063,nzd0378-0065,nzd0378-0066,nzd0378-0067,nzd0378-0038,nzd0378-0068,nzd0378-0069,nzd0378-0070,nzd0378-0071,nzd0378-0072,nzd0378-0099,nzd0378-0100,nzd0378-0157,nzd0378-0158,nzd0378-0159,nzd0378-0160,nzd0378-0203,nzd0378-0204,nzd0378-0054,nzd0378-0055,nzd0378-0056,nzd0378-0057,nzd0378-0064,nzd0378-0053,nzd0378-0095,nzd0378-0096,nzd0378-0097,nzd0378-0098,nzd0378-0168,nzd0378-0010,nzd0378-0210,nzd0378-0211,nzd0378-0212,nzd0378-0050,nzd0378-0051,nzd0378-0073,nzd0378-0052,nzd0378-0011,nzd0378-0012,nzd0378-0032,nzd0378-0033,nzd0378-0034,nzd0378-0035,nzd0378-0036,nzd0378-0037,nzd0378-0074,nzd0378-0077,nzd0378-0078,nzd0378-0079,nzd0378-0080,nzd0378-0081,nzd0378-0082,nzd0378-0083,nzd0378-0085,nzd0378-0086,nzd0378-0031,nzd0378-0001,nzd0378-0002,nzd0378-0003,nzd0378-0018,nzd0378-0004,nzd0378-0205,nzd0378-0206,nzd0378-0084,nzd0378-0017,nzd0378-0094,nzd0378-0087,nzd0378-0013,nzd0378-0014,nzd0378-0015,nzd0378-0016,nzd0378-0101,nzd0378-0207,nzd0378-0208,nzd0378-0191,nzd0378-0192,nzd0378-0193,nzd0378-0194,nzd0378-0195,nzd0378-0136,nzd0378-0209,nzd0378-0121,nzd0378-0122,nzd0378-0123,nzd0378-0124,nzd0378-0125,nzd0378-0147,nzd0378-0148,nzd0378-0137,nzd0378-0138,nzd0378-0075,nzd0378-0076,nzd0378-0133,nzd0378-0134,nzd0378-0135,nzd0378-0183,nzd0378-0120,nzd0378-0166,nzd0378-0167,nzd0378-0180,nzd0378-0181,nzd0378-0182,nzd0378-0110
2018-01-19 22:07:14.526000,L8,,,,,,,349.35,,,,,,,,,,292.82,397.68,277.65,,379.07,340.16,,,,,,,355.39,346.09,386.91,398.12,418.90,407.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.40,333.84,343.61,357.62,,,,,,,,,,,,,,,363.21,327.66,332.62,356.37,384.37,,,,,,,,,,,,,,,,,,,,,,,,382.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.02,309.61,,,,,,,,,,,,,,,
2018-03-24 22:06:44.096000,L8,323.83,,,,,,,,,,,,319.79,317.05,337.28,350.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.98,315.35,325.34,349.37,369.61,395.94,372.18,381.51,400.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,358.31,,,,,,,,,,,,351.92,332.40,338.91,387.81,344.17,283.43,281.51,,,,337.87,277.28,,,,,,,,,,,,,,,,,,,,,287.66,315.00,325.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.74,375.39,329.99,336.93,390.37,407.19,405.46,378.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,,,,,,,301.02,332.98,337.22,,,,331.40,352.46,,,,,324.77,325.59,,397.76,498.87,,,,,,,,,,,,280.90,311.66,323.61,,,,,,,,,,,,,,,,,,,,,,,,,,309.81,411.86,321.94,331.30,,,,,,,,,,,,368.76,366.75,,401.12,309.41,,,,,,,,,,,,367.89,368.10,368.02,,,330.29,,403.77,359.31,326.90,,,,,,283.09,324.14,,321.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:06:59.122000,L8,,,,,,,,,,,,,,,,,,,,,373.94,385.53,,,,,,,,,,377.78,398.93,427.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.97,361.81,,393.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.38,334.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,,,,,,,,,,,,,,,,,,,,287.27,384.95,,,,,,,,351.17,384.62,399.66,405.16,426.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.08,361.57,,396.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.84,344.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:07:09.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.73,372.82,370.55,,409.03,291.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,,,,,,,,,,,,,,,,347.07,322.45,387.08,,,392.69,329.76,372.79,,,,,381.35,370.45,390.26,399.16,403.46,,,,,,,,,,,,,351.62,327.55,,,,,,,,,,,,,,,348.05,344.10,336.68,,,,,,,,276.64,320.51,355.09,356.83,389.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,,,,,,,,,,275.66,320.69,355.78,,,397.27,343.97,384.53,,,,,,,,,,,,,,,,,,,,,,354.44,332.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.08,305.76,315.01,355.30,,,,,,,,,,,,,,,,,,,,,,,,,398.88,,,,,,,,,,,,,,,,,,,363.84,377.52,393.11,,,,,,,,,332.35,,,415.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,,,,,,,,,,,,,,,,353.81,281.84,282.60,,,,330.61,376.87,,,,,,,,,313.36,307.31,,,,,,,,,,302.35,,355.68,324.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.40,307.77,316.41,361.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.50,268.92,279.73,,,,,,,,,,,,,,298.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:06:42.607000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.78,385.67,391.32,404.10,,,,,,,,,,,,,,,,,,,351.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,,,,369.59,367.36,339.23,,,,,,,,,,,272.48,283.41,282.84,,,,342.14,,,,,,,,,,,,,,,,,,,,,,285.24,310.15,322.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.14,381.88,399.89,,310.03,,,,,,,,,,,,,380.83,,,,,397.66,,,,,,,,,,,327.37,,336.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.14,371.58,351.41,386.64,366.76,366.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.46,403.11,381.34,,,,,,316.52,346.36,363.35,396.95,,305.26,378.25,396.61,,416.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.87,,,,,304.12,351.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03.775000,L8,,,,,,,,,,,,,,,,,275.74,326.62,296.01,,,,331.51,286.76,,,,,404.05,389.83,395.94,396.40,450.77,,,,,,,,,,,,271.74,305.14,314.63,,,,,,,,,,,,,,,,,,,,,,333.80,396.96,405.58,281.82,354.38,412.79,331.05,338.06,,,,,,,,,,,298.95,383.95,308.83,,289.52,,,,,,,,,,,,,,,,,,,,,,,,,379.64,320.83,412.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.37,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:07:10.971000,L8,,,,,,,,,,,,,,,,,275.06,332.46,340.24,,,,334.87,341.19,,,,,382.12,378.98,392.31,397.29,460.49,,,,,,,,,,,,278.02,301.03,319.25,,,,,,,,,,,,,,,,,,,,,,,,,,374.44,413.22,336.60,339.95,,,,,297.76,304.19,308.65,,,,298.58,300.80,404.43,319.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.49,379.99,394.91,411.79,,,,,,,,,,347.50,,,,363.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.40,385.63,404.17,,,,,,,299.66,320.99,,,,,,,,,,,,,,,,,,386.39,,,,,,,,368.80,,345.32,336.01,,,,,,,,,,,,,,,347.59,,,,,,,,,,,,,,,,398.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23.116000,L8,,,,,,,,,,,,,359.91,355.93,397.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.84,391.61,,320.68,,388.98,329.58,359.88,404.47,381.33,,,,,,,,,,,,,,,,336.57,,,,,,,,386.83,,,,,,,,,,411.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.58,316.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.97,314.02,331.37,334.29,,,,,,,,,,,367.60,377.03,395.26,,413.63,,,,,,,,,,,,,340.60,365.52,347.92,344.60,,344.98,,,,,,,,,,,296.91,,330.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37.761000,L8,,,,,,,,,,,,,,,,,292.88,403.03,,,381.67,390.37,275.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.00,355.07,360.85,,,,,,,339.05,326.34,401.87,,,,374.71,382.83,400.93,,298.07,,,,,,,,,,,,,,,,289.70,,,,,,,,,,,,332.29,408.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.33,311.52,302.68,311.31,402.63,,367.49,370.40,396.61,,418.74,,,,,,,,,,,,,357.88,326.80,309.50,328.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,,,,,,,,,,,,,,,328.77,,,,,,,,,,,,,,335.49,308.44,357.00,346.75,335.03,357.73,382.73,,297.98,304.97,308.47,,,,,,,,,,,398.33,,,,330.48,335.66,329.05,,,405.49,395.72,388.19,366.70,382.90,,,,,,,,,,,,,,,,368.42,379.52,399.04,340.53,404.34,390.87,397.10,,,,,,,,,397.81,393.81,340.18,271.16,342.74,333.89,,362.32,,,,,,,,,,,332.58,,332.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.77,408.03,,,,,389.05,343.09,330.11,326.75,365.74,360.70,341.60,410.62,319.08,,,,,,,,,,,,,,,321.95,335.13,310.34,294.30,,,,,,,,,,,,,345.93,372.82,400.66,,,,,353.60,321.16,343.17,370.59,,,366.17,380.98,395.09,,299.96,301.86,,,,,,,,,,,,,,,,353.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.66,283.71,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,,,,,,,,,,374.45,401.41,,,,,276.86,318.34,342.28,,,,323.82,341.43,,371.24,327.89,352.17,,,,,,,,,,,,,,,,,,306.81,311.83,320.50,342.02,321.89,297.84,373.39,350.54,377.03,341.86,,,,,,,328.83,315.21,328.36,,,,400.14,390.27,358.51,382.34,360.23,,,,,324.37,,,,,,,,,,316.25,378.05,395.16,,312.50,329.27,,,,,,,,,,387.36,390.79,,,,,351.57,,,,,,,391.64,,,394.36,,,,,,,,,,,,,,,,,,,,,,,,,,,366.58,,,,,355.89,,,364.19,361.00,333.40,335.80,355.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,,,,,,,,,,,,,,,,334.37,283.80,284.30,,,,322.00,338.90,,,,,299.17,,,,,,,,,,,,,,,,269.13,307.32,313.39,308.33,340.78,319.02,294.91,380.23,,,,,,,,,,340.01,344.43,335.72,,,378.60,398.80,393.92,362.11,386.88,325.27,296.07,290.57,291.19,300.01,329.94,288.74,353.50,,,,,,,,365.96,377.26,393.66,,314.13,340.43,,,,,,,,,,394.92,389.49,,,,,353.54,,,,,,,,,,,,,,,,,,,,,,,,,,316.53,335.19,331.93,326.50,331.56,366.64,393.86,,,,,283.98,,,,299.85,,,,,,,,351.63,,,,,382.96,349.20,395.84,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,,408.00,345.53,352.12,383.03,341.49,,,,,385.78,296.66,,,,,338.10,287.09,286.84,,,,325.65,346.82,,,,,380.24,371.42,391.55,,,,376.28,328.31,333.88,315.44,,,,,,,288.65,311.62,319.10,,,,,,,,,,,,,,,,,,,,,406.26,401.23,376.42,394.41,,313.56,354.73,368.18,386.71,,,,,,,,,,,,297.65,308.19,,313.69,340.90,314.40,305.64,,,,367.54,409.86,371.26,,,,369.11,366.64,,,,338.55,,,,,,,,,,,320.23,,340.03,,,,,,,,,,,,,,,,,384.07,395.71,,,,,,,,,,,,376.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,,,,,,,,,,,,,,,,,358.20,332.24,296.01,,,,333.11,344.97,,,,,333.91,333.66,,,,,372.99,319.19,329.14,323.40,,,,,,,282.04,303.51,321.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.02,341.54,,,,,347.13,321.84,346.75,381.86,,,,,,,,,,,,,,375.69,387.12,388.76,,,,369.55,273.73,285.81,295.45,,333.93,,,,,,,,,,,318.23,,331.51,293.22,372.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,,,278.58,367.47,385.01,338.82,,,,,,,,,,,346.90,329.90,325.54,,,,325.97,338.52,,,,,312.67,329.95,391.90,,,,,,,,,,,,,,280.02,309.97,316.84,,,,,,,,,,,,,,,,,,,,,,,,,,,291.53,295.85,307.28,,,,,336.61,315.34,343.14,385.16,,,,,,350.89,,,,,,,,,,,,,,345.63,363.91,351.17,296.66,,328.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.16,,,,,,,,,,333.48,,,,,,,,,,,,,,,,,,,,,,,403.43,383.31,336.37,317.79,294.47,,,,,,,,,,288.51,379.59,310.29,,,,374.38,395.30,319.36,,414.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.79,322.10,374.59,330.71,,,,,,,,,,,,,334.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:11.601000,L8,,,,,,,314.69,,,,,,,,,,,,,,,,,,,,,,,,,,,314.40,,,,,,,,,,328.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.98,388.86,312.90,,,,373.08,397.20,408.54,,381.26,296.99,384.30,340.31,357.39,,,,,,,,,,,,,,,,,,,,,,,,,,389.29,,,,338.38,360.76,370.96,,,,425.13,,,,,,,,,,325.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.58,,,,,,,,,,,,,,,
2020-09-21 22:07:30.724000,L8,314.15,,,,,,,,,,,,,,327.87,381.35,,,,,,,,,,,,,,,,,,,,,367.10,324.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.45,340.60,307.27,302.68,,,,,,,,,,,,,,,,365.69,379.39,396.80,,,,,,,,,390.89,417.49,380.25,308.38,380.86,336.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:33.943000,L8,,,,,,,,,,,,,,,,,325.37,285.98,283.86,,,,338.64,282.70,,,,,338.44,326.79,,,,,,,,,,,,,,,,309.40,318.33,,,,,,,,,,,,,,,,,,,,,,,,,350.18,317.44,405.04,344.04,348.41,,,,,,,,,,,374.39,384.97,400.81,,310.80,,,,,,,,,,,,,392.54,,,,,395.11,,,,,,,,,,,304.13,,340.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.66,,,,334.77,325.07,368.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,,,,,,,,,,,,,,,,,346.16,336.09,335.76,299.36,,,325.05,351.70,,,,,307.65,295.35,,,,,,,,,,,,,,,348.20,338.97,321.71,,,,,,,,,,,,,,,,,,,,,,,,,,291.06,306.94,302.35,311.22,,,,,348.29,318.40,346.21,379.71,404.99,,360.59,351.04,377.11,,399.05,,,,,,,,,,,,,,,,,357.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.20,332.93,359.68,372.71,384.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.49,300.45,327.60,360.28,375.11,391.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.25,382.43,336.19,353.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.76,293.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.92,374.86,,,,,,,,,,391.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.87,,,,346.55,279.40,331.85,
2021-07-22 22:07:12.797000,L8,,,,,,,407.71,,,,,,,,,,,,,,,,,,,,,,,,339.80,309.10,366.83,318.62,,,,,,,,,,307.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.42,362.02,354.64,,,334.00,,,,,,,,,,300.97,337.07,,337.51,,,282.16,277.29,313.59,351.22,358.20,393.87,,,,,,,,,,,300.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.64,,,,,,,,,,,,,,,
2021-08-23 22:07:25.117000,L8,,,,,,,,,,,,,,,328.42,378.87,,,,,,,,,,,,,,,361.59,378.21,385.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.37,310.83,,,,,288.35,291.14,297.71,,298.41,,,,,,,,,,,,,,,271.73,283.08,305.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08 22:07:29.873000,L8,,,,,,,,,,,,,,,,,271.55,283.06,281.67,,,,324.03,,,368.99,384.61,297.86,,,,,,,,,,,,,,,,,284.52,307.52,315.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.49,388.86,403.57,,317.50,331.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:07:32.728000,L8,304.52,,,,,,,,,,,,,,,375.95,320.13,284.48,282.62,,,,338.74,282.87,,,,,381.05,367.75,395.56,,,,,,,,,,,,,,386.45,311.18,326.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.14,375.55,,,,,372.61,,,,,,374.17,296.10,405.41,308.03,309.45,,,,,,,,,,,,,347.79,356.52,341.39,372.13,298.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21 22:07:31.120000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.58,385.85,400.46,,312.65,313.93,347.60,,,,,,,,,,,339.16,311.09,323.59,332.31,,345.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.12,,,,,,,,,,359.51,384.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06 22:07:29.828000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.92,361.97,322.21,310.74,,,,,,,,,,321.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.21,391.69,362.79,396.47,,,,,,,308.95,332.70,367.47,371.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.17,,,,312.77,,,,,366.04,,,,,361.08,366.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.55,377.70,390.76,,408.96,304.14,,,,,,,,,,,,359.95,350.16,337.81,360.45,349.69,345.96,369.29,291.50,337.78,356.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30 22:07:22.237000,L8,307.71,,,,,,,,,,,,,,,,,,,,,,,,394.50,356.76,,,,,,,,,,,,,359.89,351.08,336.15,421.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.73,372.64,382.23,,403.89,313.68,,,,,,,,,,,,366.73,354.63,341.32,363.24,,343.42,380.89,290.72,333.78,350.99,426.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:07:19.963000,L9,,,,,,,,,,,,,,,,,,,299.73,329.52,,,,291.14,,,,,333.94,326.58,282.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.52,302.13,309.46,326.87,,,,,,,,,,,377.45,398.13,299.93,,296.90,,,,,,,,,,,,,,,,,356.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
