dates,satname,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040
2014-07-26 22:11:43.162000,L8,309.32,324.95,280.79,315.11,319.07,284.01,,,,330.46,320.69,319.01,,282.37,258.24,181.47,249.78,256.57,259.52,275.05,310.22,299.36,317.72,306.51,306.15,315.45,308.07,321.34,315.66,326.67,323.37,316.90,328.31,329.81,329.01,327.29,321.31,315.48,302.04,296.27,296.01
2014-08-04 22:05:38.545000,L8,299.10,311.74,318.50,316.56,318.15,284.60,,,,,,,,,,,,,,,,,288.68,287.73,285.94,291.50,294.22,303.08,302.83,311.85,313.20,302.61,317.95,316.27,296.72,300.06,294.06,295.64,291.66,219.63,283.34
2014-08-20 22:05:42.763000,L8,240.26,265.79,271.74,268.30,246.85,257.42,242.48,311.46,304.72,306.48,291.41,322.37,237.91,284.36,207.16,236.48,,,,,,,,,,296.11,297.64,301.78,302.23,317.49,319.75,307.72,318.70,323.68,320.67,300.10,294.81,304.36,293.48,286.79,286.29
2014-10-07 22:05:49.968000,L8,307.18,321.15,327.15,263.99,325.86,292.64,330.43,,,,,,,,,,,,,,,249.00,301.42,296.83,294.41,306.59,300.84,314.12,309.55,253.68,171.67,308.15,320.90,320.44,318.45,309.94,309.39,305.10,295.01,218.59,234.60
2014-10-30 22:11:58.859000,L8,238.65,328.28,335.73,341.24,335.03,306.00,353.96,,352.83,338.98,325.08,324.42,,278.86,212.44,240.02,,,,,306.88,293.73,,305.54,304.15,214.58,,235.23,318.60,328.36,325.40,313.34,326.90,328.58,327.55,323.52,318.40,311.86,303.09,291.64,290.70
2014-11-08 22:05:52.173000,L8,228.91,262.66,266.60,256.34,346.44,251.54,365.49,343.25,358.59,309.66,242.24,236.91,236.42,287.81,271.88,241.63,208.20,207.59,255.74,,312.52,311.49,315.64,309.91,310.93,316.68,312.49,321.11,319.95,329.52,324.48,317.99,328.60,328.65,327.72,326.73,317.44,312.33,304.76,293.96,295.47
2014-12-01 22:12:00.318000,L8,320.17,339.14,351.99,364.40,352.42,330.16,375.54,303.27,273.88,353.70,349.57,348.06,331.95,326.36,269.28,245.43,247.07,311.48,264.21,329.42,325.75,316.83,322.64,317.63,319.00,322.87,319.91,325.47,327.49,333.62,328.30,325.05,334.61,332.82,335.29,331.99,324.90,319.53,311.19,301.83,298.47
2014-12-26 22:05:43.117000,L8,313.64,332.50,337.45,345.50,340.95,321.52,364.71,346.59,300.92,338.41,346.75,319.21,,288.75,266.12,247.96,241.03,244.01,260.93,277.09,311.26,309.90,315.90,309.58,311.90,321.37,316.18,321.33,323.31,333.81,328.15,321.62,332.61,332.38,333.76,326.79,324.52,317.40,310.20,302.33,299.57
2015-01-02 22:11:50.958000,L8,329.09,348.02,380.91,366.07,372.59,348.82,376.75,359.02,368.59,364.21,417.88,360.48,340.77,343.98,332.34,302.12,327.60,337.08,336.71,337.05,335.25,367.63,329.06,322.73,323.84,329.02,323.76,332.71,330.51,339.74,335.86,329.68,338.58,338.46,339.61,340.06,335.05,519.56,415.38,428.72,522.62
2015-02-28 22:05:24.487000,L8,317.47,338.62,342.10,352.09,344.69,329.93,370.02,305.60,300.55,348.92,349.92,346.04,330.39,324.42,319.97,277.59,247.54,316.54,323.87,330.17,325.08,317.11,321.97,316.92,316.69,323.46,319.64,323.87,324.91,334.55,328.65,329.59,331.39,333.21,330.95,332.12,320.93,286.54,311.21,302.27,299.69
2015-03-07 22:11:30.209000,L8,321.56,342.50,265.84,251.73,347.24,323.59,374.91,305.89,295.38,306.50,279.47,361.25,280.18,310.02,333.37,278.47,245.83,327.18,331.14,331.59,328.53,318.67,324.64,319.59,320.68,325.27,323.00,327.33,327.87,333.23,330.74,328.31,334.29,335.95,335.39,333.35,326.17,319.41,311.73,298.43,299.60
2015-03-16 22:05:13.611000,L8,317.28,342.51,356.58,354.08,343.70,321.77,371.79,341.47,357.49,353.55,354.13,345.37,307.65,338.30,323.44,243.85,245.68,324.86,324.23,329.25,324.44,316.82,321.71,314.72,315.92,321.18,320.05,323.50,324.30,332.63,326.31,323.69,329.82,330.77,332.53,329.25,322.06,316.51,308.16,295.61,298.09
2015-04-24 22:11:08.401000,L8,317.27,336.19,338.30,351.45,352.39,327.05,369.29,304.17,287.77,349.92,349.09,349.72,303.86,328.07,278.57,246.86,248.82,254.02,277.56,317.97,324.50,317.56,323.78,317.96,317.00,323.70,319.35,325.16,327.14,334.56,328.54,326.39,332.74,332.28,334.34,332.35,323.25,321.01,310.04,301.24,296.00
2015-05-10 22:10:52.487000,L8,309.53,324.45,327.31,326.81,255.93,296.17,348.80,,,,,,,,,,,,,,,309.98,306.71,296.96,297.14,313.65,307.47,316.47,312.97,329.28,323.54,312.57,326.40,327.15,323.07,326.52,311.82,313.10,296.70,189.38,229.20
2015-05-19 22:04:40.718000,L8,247.76,324.14,323.53,323.12,325.87,293.03,343.79,,,,,,,,,,,,,,,295.01,303.66,295.84,294.95,310.57,306.30,315.05,310.64,325.51,321.27,310.53,320.33,325.79,324.13,306.10,312.55,310.53,296.36,196.48,236.79
2015-06-27 22:11:10.298000,L8,325.43,348.73,337.20,349.20,359.33,347.22,376.00,351.48,364.31,347.01,295.35,,,343.99,329.41,198.35,325.89,328.96,335.88,333.18,331.79,318.87,327.67,325.42,324.01,325.81,324.78,329.43,332.26,336.82,331.28,331.13,337.83,336.38,338.82,337.18,328.34,324.81,,,
2015-07-22 22:05:13.606000,L8,308.12,324.71,326.99,332.54,333.68,295.94,354.56,334.42,352.75,334.34,326.64,,,211.11,206.82,192.73,,,,,291.66,235.13,316.80,298.10,295.52,315.00,305.83,317.07,314.45,327.69,323.75,318.08,324.86,327.78,325.07,322.05,317.99,313.08,299.00,199.15,240.10
2015-07-29 22:11:25.856000,L8,311.25,327.36,330.24,331.51,253.51,309.18,356.60,338.69,354.33,339.66,238.48,264.52,,279.66,248.47,237.32,172.29,207.60,209.91,,315.39,309.73,319.13,300.59,300.63,317.21,304.72,320.24,316.55,328.74,324.98,319.93,326.62,328.76,328.72,325.75,319.84,314.74,300.83,291.80,291.11
2015-08-07 22:05:16.273000,L8,307.20,322.30,273.78,322.03,321.77,295.84,348.56,,352.80,333.50,321.13,,,276.81,197.29,,,,,,,294.07,312.46,299.18,294.67,312.63,302.38,316.03,310.90,326.05,321.58,313.61,321.28,326.42,323.62,307.12,313.82,309.82,295.55,199.49,236.57
2015-08-23 22:05:24.610000,L8,309.56,324.23,328.78,333.04,228.84,255.79,243.50,308.94,301.28,305.14,239.91,262.71,283.46,278.76,210.59,237.92,,,,260.96,318.61,308.96,319.33,300.44,300.44,314.32,305.28,318.63,314.47,328.42,323.15,317.78,326.26,327.49,326.85,326.13,318.10,314.36,306.66,291.67,290.13
2015-10-26 22:05:43.801000,L8,330.28,345.44,374.83,358.58,386.37,360.01,383.01,376.04,377.63,365.67,358.31,361.56,343.40,340.26,334.96,295.11,393.57,340.95,309.10,332.45,331.28,302.32,330.35,326.23,348.60,370.94,318.23,335.20,343.24,392.03,422.42,339.11,335.92,335.90,336.87,334.74,327.05,323.16,315.97,302.09,302.17
2015-12-20 22:11:57.501000,L8,240.53,257.96,242.48,270.77,349.61,343.75,375.13,349.81,365.99,264.66,278.76,353.35,338.40,336.55,320.97,246.85,244.85,319.13,326.57,333.20,331.02,318.68,327.32,321.67,320.11,326.29,324.15,328.89,329.56,337.38,331.24,329.13,337.57,335.84,337.61,335.42,327.65,324.65,314.82,304.67,299.20
2016-02-22 22:11:42.580000,L8,322.92,339.67,358.37,351.28,344.21,329.87,371.90,305.46,300.01,347.52,349.59,338.39,336.57,292.66,279.37,248.18,246.22,293.85,265.29,330.58,327.17,316.04,324.35,315.81,317.26,324.88,321.01,326.25,325.52,334.20,329.16,327.90,334.05,332.96,335.04,331.71,325.03,320.49,310.81,301.68,297.96
2016-03-02 22:05:31.567000,L8,,,,,385.80,298.99,368.71,342.63,342.52,,,,,,,,249.94,325.22,325.19,330.86,328.46,317.01,323.86,317.47,316.82,323.66,321.42,326.77,327.06,334.64,329.20,329.45,334.12,333.23,335.07,331.46,325.50,320.92,312.65,300.32,300.12
2016-03-09 22:11:40.902000,L8,316.32,332.47,337.10,344.70,251.28,253.87,239.82,310.17,288.88,336.70,334.47,316.26,291.57,288.26,269.61,223.49,176.15,244.19,255.46,325.85,320.15,313.38,320.89,310.63,310.82,319.80,314.07,323.37,322.01,332.41,326.96,319.40,332.22,329.69,332.68,329.15,320.74,317.94,307.15,298.85,294.61
2016-03-25 22:11:32.353000,L8,242.42,264.28,275.20,272.62,259.77,254.98,214.83,339.69,357.43,336.91,293.95,326.08,,,,,,,,,313.88,293.88,317.64,295.42,303.08,316.19,309.17,317.93,313.89,329.47,323.19,312.38,329.72,325.14,,,316.10,317.11,301.31,297.44,297.24
2016-04-03 22:05:16.685000,L8,,225.27,328.33,354.77,353.14,293.43,319.59,439.31,363.71,362.15,353.12,319.71,348.01,277.91,320.46,294.98,286.51,321.01,326.37,328.41,326.99,316.11,324.61,318.12,317.57,323.71,319.13,326.64,327.41,335.03,329.41,329.33,335.18,334.08,334.65,333.38,324.49,320.92,314.14,302.02,301.57
2016-04-19 22:05:11.034000,L8,327.39,345.30,354.75,363.57,359.43,347.44,373.18,359.97,366.90,350.27,354.36,354.14,336.52,334.08,324.50,291.43,278.09,293.26,282.66,330.65,326.94,317.78,326.66,324.73,318.37,324.20,319.77,327.24,327.80,336.06,329.55,327.65,332.51,332.20,333.99,331.41,324.13,321.97,311.98,303.08,301.71
2016-04-26 22:11:21.230000,L8,315.20,331.82,334.46,334.53,333.34,313.40,361.27,324.15,355.06,332.90,290.05,323.58,,,,,,,,323.30,321.25,312.72,321.79,306.53,309.56,321.86,314.04,323.07,321.45,333.48,327.50,321.33,332.50,331.98,332.42,332.39,321.81,318.06,308.43,298.64,294.80
2016-05-12 22:11:20.683000,L8,310.13,267.61,277.87,324.37,326.63,302.58,352.86,,348.89,325.89,318.42,,,,,,,,,,,310.14,317.67,297.71,300.61,317.23,307.66,316.89,315.70,329.58,324.62,317.56,329.58,327.92,329.09,303.39,314.34,315.90,299.88,230.91,235.87
2016-05-21 22:05:14.459000,L8,239.91,258.90,269.56,262.20,253.42,310.29,361.55,336.91,353.67,339.43,242.96,261.79,235.54,282.07,265.02,201.03,,,,,315.02,311.87,319.37,306.79,309.20,319.27,312.94,321.59,322.43,332.58,326.23,321.33,329.55,331.06,329.63,329.41,323.25,316.65,308.92,298.58,296.19
2016-06-13 22:11:30.674000,L8,309.77,327.87,330.38,327.18,325.44,305.43,248.49,,352.60,329.66,,,,,,,,,,,,292.62,317.73,296.61,296.16,316.37,304.02,317.50,314.87,329.63,324.24,314.25,329.03,327.61,328.22,308.74,317.17,316.56,297.94,297.29,291.51
2016-06-29 22:11:39.087000,L8,246.89,271.25,271.55,266.36,331.54,305.43,324.53,,,,,,,,,,201.21,195.60,263.10,328.79,327.03,317.26,325.21,316.79,316.34,324.56,321.38,326.71,326.33,333.98,328.41,324.68,332.61,333.14,332.55,333.13,323.82,319.55,310.53,299.59,296.44
2016-08-16 22:11:53.694000,L8,248.05,264.80,272.95,273.34,252.70,256.95,245.09,310.22,308.69,308.82,289.97,265.56,277.60,282.32,271.82,236.89,,,,,316.35,307.34,319.56,299.09,301.64,315.34,307.21,319.93,226.33,250.81,228.49,317.56,325.47,328.58,327.96,325.54,316.67,312.42,300.56,221.08,237.43
2016-09-10 22:05:51.530000,L8,312.59,330.27,336.73,340.60,332.72,316.68,360.72,339.48,355.75,341.51,334.76,346.61,298.00,282.23,263.34,238.79,239.55,258.79,256.13,,321.18,310.93,319.29,304.14,304.33,315.39,309.86,319.65,314.95,326.30,324.37,318.18,325.65,327.00,329.00,325.49,316.29,315.42,300.03,293.35,292.98
2016-09-26 22:05:52.032000,L8,346.17,343.34,351.59,355.54,341.98,335.79,447.44,348.67,352.69,296.01,290.17,305.04,308.91,302.67,304.58,288.23,283.98,319.29,333.89,337.04,335.22,328.55,328.98,329.80,323.67,329.32,333.12,331.52,340.92,346.00,338.62,331.35,335.74,334.94,336.40,335.79,328.73,326.00,317.40,333.33,358.76
2016-10-12 22:05:57.250000,L8,310.18,268.99,266.70,337.14,251.62,308.09,246.17,,351.87,333.08,,,,,,,,,,,303.41,248.90,253.65,291.83,302.33,312.83,303.69,317.57,235.35,246.82,192.36,311.79,322.73,321.96,325.18,319.23,312.87,312.57,296.78,228.54,233.18
2016-10-28 22:05:59.220000,L8,,,358.04,307.76,356.13,249.09,368.78,250.38,,,,,,224.85,229.13,254.60,269.02,310.34,327.35,328.47,329.67,326.07,328.23,324.13,323.68,330.99,324.73,331.63,330.65,336.67,333.70,330.96,336.91,339.36,340.93,335.90,328.52,322.71,316.85,306.67,303.96
2016-11-04 22:12:09.415000,L8,227.69,346.61,,,353.01,416.89,486.20,338.64,361.53,277.65,320.89,394.75,348.32,344.77,338.56,323.13,328.31,332.29,338.91,336.54,337.46,324.19,329.84,328.69,329.11,331.29,331.61,336.80,335.14,341.12,336.29,335.09,344.21,340.15,342.16,339.90,332.26,335.57,318.99,307.45,304.37
2016-11-20 22:12:09.409000,L8,315.21,329.72,338.68,344.85,337.39,320.74,364.47,337.06,357.80,335.81,329.38,297.70,,275.83,209.70,239.05,,,,274.59,318.77,312.49,319.33,311.80,312.72,320.63,315.21,324.10,321.58,331.89,328.66,322.37,330.93,332.38,332.41,329.34,322.27,317.68,309.78,295.35,296.06
2016-12-22 22:12:03.110000,L8,323.76,341.57,267.46,256.01,350.83,340.31,374.45,353.22,367.30,351.70,351.93,358.83,330.74,335.27,290.03,245.32,248.07,280.32,261.66,330.42,330.20,314.31,323.87,321.93,319.79,328.74,323.46,331.11,329.60,337.31,333.65,334.55,338.09,337.02,338.90,335.75,330.04,325.37,316.47,305.04,301.10
2017-01-16 22:05:47.126000,L8,317.56,335.96,266.34,263.59,341.42,329.41,371.13,309.26,305.07,343.19,342.50,347.53,285.07,322.48,284.84,247.39,246.51,257.69,261.85,327.72,327.80,194.83,232.55,309.18,305.20,319.48,312.08,165.02,241.06,254.15,208.73,330.58,335.28,334.66,287.38,,,309.84,309.18,231.98,244.27
2017-02-01 22:05:40.248000,L8,316.55,335.64,336.22,343.81,336.16,323.08,202.63,314.52,,,,,289.38,276.93,,,,208.41,258.57,323.38,323.78,314.04,320.63,306.46,311.53,324.26,317.23,324.46,320.08,334.30,330.34,328.43,334.35,332.10,335.31,336.09,288.39,,315.41,301.21,300.61
2017-02-24 22:11:42.029000,L8,287.55,305.82,270.50,271.66,350.26,341.74,372.14,345.47,373.19,,,,,201.74,288.03,280.66,254.41,229.65,213.25,340.39,330.64,318.31,327.83,322.08,320.84,328.19,322.82,330.05,332.75,337.87,334.75,332.82,339.70,337.75,339.61,336.64,329.68,325.33,309.10,223.41,230.66
2017-03-05 22:05:27.019000,L8,390.17,382.03,395.79,393.41,386.45,393.94,387.52,387.33,429.98,429.94,423.98,419.74,353.49,349.74,345.46,336.10,340.03,346.76,341.13,340.96,341.18,324.35,331.35,331.44,330.84,335.13,332.04,337.43,337.54,341.27,339.06,339.43,343.25,340.92,342.55,341.34,334.56,330.71,322.68,309.24,305.28
2017-04-13 22:11:17.034000,L8,314.50,265.83,334.90,337.12,332.46,310.68,358.80,339.85,353.42,333.76,329.28,300.69,,,,,,,,,316.51,310.81,318.12,309.86,308.67,320.10,313.58,322.13,322.26,331.08,327.02,319.13,328.72,328.39,330.86,328.52,319.85,317.12,305.56,296.85,295.06
2017-05-08 22:04:59.325000,L8,311.17,325.94,329.07,323.49,256.69,303.97,356.37,327.22,353.21,334.51,327.85,,,,,,,,,,286.87,206.37,246.19,307.04,303.55,319.20,311.76,231.23,233.83,245.05,229.23,318.44,328.57,329.15,328.11,327.48,318.28,316.78,308.59,232.10,234.29
2017-05-24 22:05:10.453000,L8,311.32,326.50,329.46,329.13,325.89,299.10,245.88,334.21,351.64,333.51,,,,,,,,,,,,294.80,251.01,303.26,299.21,314.42,308.89,318.84,317.77,326.75,323.78,315.70,324.39,325.49,328.45,325.83,317.46,316.62,304.98,232.63,235.38
2017-07-11 22:05:26.464000,L8,314.63,332.32,333.17,337.86,331.70,313.68,244.99,343.33,296.69,343.50,232.52,259.83,245.99,283.39,258.55,,,,,,317.99,310.38,318.91,306.73,307.99,319.36,314.10,322.83,324.15,331.52,325.37,322.26,327.60,329.09,329.83,329.23,321.35,318.00,308.89,294.78,296.07
2017-08-03 22:11:47.949000,L8,257.78,162.76,333.80,339.73,252.30,253.89,243.86,305.63,294.36,310.38,285.79,203.22,260.72,286.08,264.52,240.95,176.52,206.08,249.73,274.52,243.08,204.63,251.38,305.39,301.52,316.45,305.26,319.08,320.66,331.21,325.46,322.92,328.08,328.37,332.72,329.19,321.26,317.85,307.01,297.75,292.20
2017-08-19 22:11:53.133000,L8,306.28,324.55,329.62,330.03,326.17,308.87,349.55,,350.63,337.44,233.03,259.74,,273.32,208.52,,,,,,,292.98,315.05,298.15,299.56,313.39,303.42,316.94,314.42,326.92,323.08,313.06,325.51,326.91,324.69,325.92,317.23,314.59,302.46,290.05,290.67
2017-09-13 22:05:44.459000,L8,,321.12,332.95,231.67,336.95,323.04,361.13,352.64,329.90,175.01,,,,,,,207.12,209.46,272.31,327.56,333.11,313.37,325.70,313.82,313.20,323.89,319.00,326.72,327.02,332.55,326.07,325.69,336.43,338.11,335.69,333.62,326.88,323.41,315.75,303.10,307.95
2017-12-02 22:05:46.939000,L8,332.33,345.49,380.38,372.24,381.34,352.20,380.33,376.12,376.66,369.50,359.88,363.37,343.22,343.19,332.71,320.12,324.21,331.36,335.31,335.05,334.90,320.94,327.46,326.82,325.60,331.07,327.79,331.33,332.29,338.26,334.75,334.30,337.93,337.70,339.04,337.08,330.21,327.61,318.59,306.08,302.33
2017-12-18 22:05:49.621000,L8,,,,,,,,,,,,,,,,,,,,,,,,,314.67,328.87,323.94,264.31,239.05,188.78,203.65,330.86,335.63,338.09,337.28,336.34,330.79,326.16,316.34,305.77,300.91
2018-01-10 22:11:54.118000,L8,319.72,263.64,272.22,262.78,336.58,328.76,368.40,308.15,302.43,341.35,333.47,352.69,296.63,338.32,275.48,244.42,247.67,256.74,258.71,331.09,328.57,315.68,324.07,318.79,318.22,327.07,321.68,328.25,328.41,335.27,330.78,331.49,335.53,335.41,336.79,334.74,329.43,324.78,314.72,302.67,299.23
2018-01-26 22:11:45.215000,L8,472.68,448.66,450.77,442.22,445.45,389.15,379.27,385.19,392.59,389.77,369.44,374.16,361.25,366.35,358.79,334.21,346.94,348.50,338.87,345.85,395.12,385.67,332.26,328.30,331.09,333.27,332.02,333.94,339.09,341.95,342.56,338.56,345.79,343.32,344.13,342.59,335.80,333.01,323.02,318.84,531.91
2018-02-04 22:05:29.733000,L8,,,,,309.16,341.10,196.26,356.95,365.16,348.43,354.79,351.16,339.79,291.25,267.57,247.19,,,,,320.86,311.53,323.77,317.40,317.33,327.04,326.26,328.42,328.91,336.98,332.52,330.84,336.58,336.70,336.64,337.25,330.02,323.75,316.05,302.75,301.86
2018-02-20 22:05:24.255000,L8,309.97,322.56,327.65,324.18,322.33,299.16,331.57,,350.69,332.64,318.66,252.59,,,,,,,,,313.25,296.00,315.93,304.62,308.37,319.15,314.01,322.41,321.29,331.25,327.27,320.41,326.87,328.51,328.88,328.50,321.20,316.81,305.69,292.48,292.99
2018-03-08 22:05:15.942000,L8,320.15,337.29,343.79,345.21,187.81,250.97,366.38,339.78,359.74,345.69,347.02,348.88,259.54,277.54,266.05,240.85,178.41,255.35,217.34,325.09,323.47,310.85,321.87,314.89,318.69,324.66,320.14,325.71,327.31,335.13,329.82,325.57,331.94,333.36,333.71,330.69,327.08,320.89,311.23,300.20,295.12
2018-03-31 22:11:15.901000,L8,296.98,184.02,250.01,342.89,334.39,312.96,239.73,338.78,351.69,,,,,,267.42,242.91,227.97,271.38,209.19,277.33,324.13,311.73,321.97,315.06,315.82,323.11,319.19,326.50,327.40,334.88,328.63,325.59,331.88,333.81,336.42,332.85,326.44,322.13,312.26,301.84,296.90
2018-04-16 22:11:06.667000,L8,325.14,,,520.32,353.00,281.37,302.49,171.90,384.97,371.98,362.29,365.53,344.72,347.88,329.64,318.22,328.99,332.23,337.13,334.81,332.65,318.34,328.86,328.27,326.70,331.22,327.95,334.91,336.67,340.69,336.14,336.22,338.83,340.00,350.85,340.42,333.28,328.28,317.60,306.78,302.65
2018-04-25 22:04:50.953000,L8,312.10,325.89,332.55,267.65,328.12,306.73,242.73,,351.08,333.05,328.20,,,,,,,,,,235.44,206.19,245.63,303.18,301.98,318.04,311.38,319.96,319.29,331.41,325.00,319.85,326.62,329.01,328.92,327.68,323.36,316.56,308.09,296.38,292.32
2018-05-02 22:10:57.873000,L8,310.93,319.06,329.00,328.64,325.93,308.55,349.21,,352.46,329.82,,,,,,,,,,,,290.71,317.45,301.86,300.74,316.24,308.42,317.75,237.63,247.58,239.37,314.25,326.38,245.64,236.43,232.59,239.41,316.83,301.43,295.71,291.88
2018-07-05 22:10:54.795000,L8,243.40,327.84,332.00,328.84,328.21,309.88,352.21,332.00,355.37,336.50,,,,249.55,262.25,,,,,,318.53,299.00,319.22,310.96,310.64,318.76,310.93,319.32,323.46,332.70,327.16,322.78,330.33,245.68,213.01,208.30,236.08,318.38,303.81,298.08,292.14
2018-08-06 22:11:10.291000,L8,307.56,,,,,,,,,,,,,,,,,,,,306.14,286.60,312.13,294.54,293.32,309.99,299.68,314.92,308.15,324.19,322.01,308.72,315.47,245.00,240.65,240.76,236.05,304.41,296.03,286.04,288.07
2018-08-31 22:05:11.322000,L8,251.10,267.68,272.39,266.02,256.18,256.82,246.21,306.47,302.63,342.17,329.98,,,,,,,,,,,,,,298.97,315.64,301.65,271.87,313.93,330.28,324.24,317.23,324.11,327.37,293.68,303.54,313.10,306.32,293.92,293.28,289.28
2018-09-07 22:11:24.397000,L8,252.23,324.82,332.19,331.10,326.88,308.28,353.68,332.05,354.00,336.07,290.44,,,250.67,271.46,,,,,,282.23,239.88,247.89,303.10,303.05,315.76,304.40,318.93,312.59,329.36,324.41,313.62,322.80,327.97,326.69,325.87,319.07,312.62,302.62,290.09,290.78
2018-10-02 22:05:23.291000,L8,312.35,325.79,333.38,339.76,333.29,312.91,352.53,332.18,353.68,338.43,328.31,,,,,,,,,,315.20,295.26,313.85,307.44,308.11,316.62,309.22,318.78,314.24,311.81,306.28,318.87,322.91,326.67,329.19,326.56,318.92,318.26,280.34,294.19,293.13
2018-10-18 22:05:29.751000,L8,310.88,326.81,334.27,336.51,330.83,311.96,352.09,325.44,353.89,334.41,,,,,,,,,,,280.89,233.96,245.71,308.29,309.58,318.98,309.32,320.20,317.43,330.64,324.70,319.71,323.62,327.33,328.36,326.12,321.18,315.07,304.95,220.82,226.33
2018-11-03 22:05:33.462000,L8,315.11,332.89,341.95,351.26,343.53,330.22,359.33,336.74,360.94,342.32,339.70,346.20,,214.14,267.85,217.51,232.72,203.96,211.98,,324.99,304.70,319.32,315.80,317.12,322.99,316.77,325.45,324.06,332.78,329.09,325.46,328.45,330.25,332.76,330.69,323.49,319.77,310.50,295.46,294.40
2019-02-14 22:11:33.473000,L8,320.15,339.47,351.77,353.10,345.18,336.64,371.72,341.73,363.74,303.12,349.91,318.90,296.25,334.79,281.92,297.52,249.04,278.67,256.44,329.37,329.60,313.30,326.89,323.83,324.13,329.56,323.97,331.54,331.87,338.71,335.58,334.38,337.14,338.37,339.40,335.78,331.59,327.02,319.73,303.21,301.16
2019-03-02 22:11:29.304000,L8,322.56,345.34,358.50,360.34,349.89,337.75,373.36,274.87,262.50,355.61,359.93,354.54,337.05,339.81,294.95,246.66,247.29,324.77,333.92,332.67,334.70,315.37,329.17,325.54,326.96,329.94,326.81,331.51,335.41,339.75,335.42,334.94,339.27,338.40,341.01,338.31,332.06,329.06,319.09,306.14,300.97
2019-04-12 22:05:06.784000,L8,311.55,327.55,337.64,333.26,329.72,314.73,241.63,330.64,354.66,331.52,289.32,298.73,,,,,,,,,288.03,203.01,320.06,316.20,317.06,323.07,315.59,324.70,323.98,333.66,330.82,324.29,328.04,331.27,334.64,332.48,325.79,322.21,312.35,299.56,293.02
2019-04-28 22:05:02.570000,L8,311.47,325.98,336.31,335.91,333.73,316.49,352.89,333.79,353.94,334.62,332.46,,,284.55,259.87,,,,,,324.52,302.80,320.04,317.24,317.02,323.93,318.62,325.43,324.19,334.42,330.74,328.43,327.77,331.18,336.15,333.30,327.51,323.45,314.59,300.18,296.07
2019-05-14 22:05:12.306000,L8,312.86,259.25,176.21,257.45,248.88,250.60,236.06,305.99,290.36,303.87,284.14,231.95,241.85,233.09,264.31,,,,,276.62,326.49,302.34,323.50,320.16,319.90,327.03,321.27,328.52,314.15,328.96,329.78,331.26,333.89,333.79,337.06,336.43,327.73,323.67,315.70,300.53,297.99
2019-06-15 22:05:27.936000,L8,307.69,265.58,331.91,325.84,329.48,309.63,346.42,330.59,356.19,332.49,,,,,,,,,,,323.21,294.26,319.16,314.50,315.57,321.94,312.58,324.02,324.11,333.68,329.94,327.89,327.12,329.90,335.13,332.01,325.52,321.77,311.70,298.23,293.71
2019-06-22 22:11:40.996000,L8,237.31,332.14,340.33,343.67,340.21,326.30,360.77,,,,345.08,301.27,,285.41,258.55,244.99,,,,,324.35,310.60,324.17,323.41,319.89,323.58,322.92,330.00,330.19,339.85,334.74,332.26,336.16,336.73,339.17,337.98,330.41,326.24,318.26,301.52,297.44
2019-07-08 22:11:44.725000,L8,260.07,275.97,331.20,327.43,325.82,300.86,310.84,,,,,,,,,,,,,,291.70,254.45,253.17,318.23,319.69,324.96,313.95,327.63,326.56,335.94,330.96,329.92,329.39,330.45,183.45,202.13,236.73,321.87,312.46,297.42,294.53
2019-07-17 22:05:35.131000,L8,306.93,323.90,332.49,332.00,330.98,312.09,349.13,339.14,357.89,335.79,329.44,,,,,,,,,,286.09,245.83,247.62,317.29,317.01,325.17,315.12,325.05,324.58,334.07,330.51,330.80,326.55,330.22,335.84,331.51,325.70,322.35,313.02,297.28,293.65
2019-07-24 22:11:48.987000,L8,248.51,326.16,333.95,336.22,333.56,258.86,351.75,337.34,359.76,313.95,334.43,,,,,,,,,,289.61,248.90,248.85,318.28,317.92,325.96,312.44,326.80,325.62,334.87,330.25,329.18,328.46,330.21,335.98,327.94,326.91,318.66,309.54,,
2019-08-09 22:11:55.358000,L8,307.31,324.13,334.51,331.88,330.22,315.46,351.60,332.79,358.76,337.30,,,,276.21,208.04,192.00,,,,,289.67,249.36,253.87,317.66,317.95,323.97,312.49,326.81,323.28,334.78,331.30,326.76,326.76,332.14,214.24,200.21,202.05,320.57,311.87,291.24,292.76
2019-08-18 22:05:47.276000,L8,321.59,343.00,352.35,366.12,352.56,339.56,369.99,302.18,292.76,302.70,283.45,228.22,289.97,298.54,269.57,203.12,,206.85,200.02,279.08,324.93,305.96,319.43,319.77,322.41,327.46,312.60,312.00,325.66,338.02,337.67,333.00,337.56,342.37,348.41,344.00,334.02,329.15,321.27,305.20,301.22
