dates,satname,nzd0521-0000,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0001,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0025,nzd0521-0040,nzd0521-0088,nzd0521-0002,nzd0521-0024
2016-08-16 22:14:41.427000,L8,,365.82,265.66,341.80,364.40,380.93,384.57,380.60,354.16,354.74,354.48,351.49,348.02,338.23,323.05,322.56,320.11,300.65,316.46,339.17,338.06,336.34,329.97,337.28,336.59,335.46,336.53,334.55,324.48,319.81,317.77,322.41,313.78,315.22,321.29,319.51,308.27,299.07,272.19,314.64,320.45,315.74,312.66,306.10,299.60,297.54,294.75,,,,347.97,349.11,343.19,345.90,363.88,374.09,377.20,378.18,372.73,372.53,349.27,343.58,339.44,338.88,341.92,,,,,,,,,,,,,,,,326.81,,,,,,,363.40,351.33,353.65,356.98,371.80,375.42,,,,,329.06,365.61,,
2016-09-01 22:14:48.072000,L8,,367.94,294.06,342.43,366.97,383.71,387.89,382.86,355.15,354.87,352.46,350.98,347.50,338.37,325.46,321.59,321.97,301.45,312.19,339.63,339.63,337.65,330.22,338.75,338.02,337.12,335.92,340.70,327.47,323.59,318.97,323.44,317.96,320.13,325.88,318.91,309.59,297.82,276.05,313.89,321.43,319.05,315.40,306.84,298.99,298.53,293.63,,,,346.77,350.46,344.85,345.97,365.99,374.38,376.95,376.92,376.43,372.98,352.45,344.64,341.97,337.87,342.76,,,,,,,,,,,,,,,,324.84,,,,,,,364.26,353.28,354.84,357.32,370.90,375.83,,,,,331.43,367.98,,
2016-09-08 22:21:00.541000,L8,,366.39,297.21,339.82,365.79,380.00,384.71,378.93,352.32,351.52,343.90,345.05,343.81,333.46,318.72,313.67,318.21,297.66,311.10,339.03,339.79,339.20,331.66,338.48,337.33,337.43,336.10,337.35,326.83,321.25,320.49,324.09,316.80,320.78,324.83,319.36,307.43,294.82,274.91,314.51,320.39,324.33,317.14,307.60,300.38,299.53,297.23,,,,348.70,350.74,346.96,346.18,364.64,374.69,377.45,377.95,375.41,374.62,349.38,344.82,339.89,339.54,343.73,,,,,,,,,,,,,,,,328.33,,,,,,,362.53,351.63,353.83,356.37,368.92,375.02,,,,,333.90,364.98,,
2016-12-29 22:21:01.343000,L8,,,,,,,,,352.40,351.46,352.71,347.00,345.75,335.06,326.11,318.07,321.55,309.46,319.57,342.45,342.58,340.04,334.45,360.44,366.90,349.34,341.35,352.19,,,,,337.61,350.94,377.63,342.27,312.29,310.18,280.79,310.06,320.65,312.19,313.91,307.31,317.68,323.95,301.39,,,,,,,,,,,,,,,,,,,,,,,,,,305.18,323.59,,,,,,,,,,,,,,,,,,,,,,,,332.82,,,
2017-01-30 22:20:50.623000,L8,,365.93,300.01,339.03,360.98,377.98,382.88,380.28,348.66,345.78,337.28,340.14,340.73,327.86,316.82,307.97,314.07,301.41,309.05,335.51,333.68,327.39,324.19,331.40,330.73,329.63,328.94,328.06,319.30,313.47,313.15,316.98,310.75,309.01,316.68,313.70,299.88,291.34,271.11,312.04,315.49,309.40,308.65,300.04,296.49,292.01,289.44,,,,342.65,346.43,342.66,345.19,364.14,374.45,374.94,373.58,369.89,367.64,348.22,344.33,339.85,334.66,,,,,,,,,,,,,,,,,322.02,,,,,,,360.70,348.86,351.16,356.92,371.46,376.26,,,,346.39,323.85,360.43,,
2017-02-08 22:14:34.654000,L8,,366.71,304.36,339.80,362.71,378.98,385.41,382.60,353.29,352.95,350.78,349.83,345.27,332.51,322.92,315.93,318.78,306.08,316.05,338.21,334.07,327.38,324.25,333.20,331.78,330.15,329.99,327.82,320.27,315.10,313.05,316.68,311.87,311.23,316.88,314.56,304.80,292.73,274.14,312.73,316.65,309.47,309.56,299.21,295.83,293.28,290.16,,,,343.73,346.04,343.64,348.02,367.96,374.78,374.91,376.03,372.49,368.17,349.73,344.41,342.15,337.40,,,,,,,,,,,,,,,,,323.46,,,,,,,363.08,350.58,353.91,360.19,377.11,377.51,,,,,324.95,364.08,,
2017-02-15 22:20:43.526000,L8,,365.18,267.18,337.38,360.15,377.58,383.28,380.06,350.74,348.52,341.39,345.30,341.88,329.70,319.20,311.27,316.37,303.86,310.26,334.96,332.14,326.92,322.57,331.40,328.43,328.66,329.71,327.27,318.78,314.05,311.44,315.04,310.49,309.20,314.18,311.98,302.43,294.51,269.66,310.17,316.62,309.03,307.69,299.41,295.48,291.17,289.35,,,,342.20,344.23,340.42,343.11,364.20,373.19,373.98,373.66,370.10,368.03,349.73,343.91,342.28,338.32,340.56,,,,,,,,,,,,,,,,319.87,,,,,,,362.85,350.84,353.35,358.16,371.58,374.36,,,,348.30,322.84,362.49,,
2017-04-04 22:20:20.280000,L8,,,,,,360.34,368.69,370.90,,,,,,,,,,,,,,,,,308.38,321.02,318.88,319.06,309.43,302.95,303.87,304.85,301.45,304.06,308.10,304.16,,,,298.17,304.98,299.71,298.79,291.97,288.05,283.20,,,,,332.36,335.73,332.55,333.53,353.59,362.50,364.71,363.89,361.59,356.08,315.74,,,,,,,,,,,,,,,,,,,,304.93,,349.46,280.27,316.68,314.74,,,,337.33,343.91,356.04,360.01,359.71,,353.22,,,350.03,,
2017-04-20 22:20:11.117000,L8,,347.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.26,355.55,354.30,349.10,341.66,347.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.83,284.01,336.11,342.62,355.41,358.55,,,,,,338.65,,
2017-05-06 22:20:07.089000,L8,,369.00,268.29,338.81,364.33,380.48,386.75,384.24,,361.52,357.64,354.86,352.43,341.16,331.93,327.79,323.33,311.93,321.12,342.56,337.60,331.53,325.93,333.72,333.01,334.29,332.64,331.26,322.60,315.81,316.90,319.33,313.53,311.44,318.65,319.14,311.43,301.22,273.90,311.93,316.70,311.91,310.04,305.52,300.14,296.22,292.06,,,,349.00,352.29,349.72,348.93,367.74,374.38,374.09,375.29,369.68,369.79,351.06,345.71,343.46,339.64,340.96,,,,,,,,,,,,,,,,325.27,,,,,,,365.53,351.67,354.20,357.86,371.97,376.70,,,,,326.88,364.03,,
2017-05-22 22:20:18.574000,L8,,330.60,,326.58,327.42,363.34,371.75,363.11,303.67,315.84,309.63,333.47,307.88,304.64,306.13,297.66,297.69,289.04,274.50,317.32,329.49,324.63,318.62,326.19,326.39,328.50,325.64,320.85,315.76,311.68,310.94,312.60,309.22,302.39,,,,,,,270.21,301.51,312.21,302.43,302.79,297.43,292.42,,,,333.81,342.53,344.03,347.41,364.01,371.98,371.66,369.71,367.63,362.81,345.59,345.89,344.87,344.02,344.18,355.00,363.58,380.13,370.06,388.38,380.18,380.00,,,,,,,,,308.96,,,,,,,394.32,353.03,346.57,350.35,374.46,371.23,336.05,330.80,320.27,277.69,317.04,360.06,,
2017-06-07 22:20:26.915000,L8,,365.14,,,,,,,342.24,323.49,292.38,311.61,329.66,325.03,313.13,299.07,309.18,287.18,298.20,327.84,329.83,324.01,317.57,319.70,326.20,334.18,333.69,331.45,323.90,317.31,318.15,319.88,316.72,314.09,323.04,321.78,317.56,307.39,278.36,315.24,321.82,319.37,316.45,310.64,310.61,301.90,298.13,,,,348.91,356.20,355.09,357.93,373.79,378.13,374.66,374.66,373.78,377.94,352.56,347.13,342.31,342.36,344.00,,,,,,,,300.02,,,,,,,280.59,332.68,,,,,,,364.10,342.71,335.95,359.91,373.73,376.98,,,,347.31,318.98,369.97,,
2017-06-23 22:20:32.508000,L8,,345.21,,,,,,,,,,,,,,,,,,,,,,315.56,312.88,320.84,316.43,316.81,307.20,299.64,301.29,302.64,,,,,,,,297.58,302.90,300.72,296.36,292.03,291.21,284.83,,,,,329.63,340.16,335.25,334.22,353.92,361.50,361.68,359.65,353.61,352.55,,,,,,,,,,,,,,,,,,,,,304.07,,,,,,,351.57,337.86,335.73,343.53,356.07,359.58,,,,,,344.58,,
2017-07-09 22:20:35.589000,L8,238.42,368.42,272.38,336.93,367.48,381.09,387.67,386.52,,,373.93,358.70,352.20,333.35,332.48,322.07,316.82,292.24,319.60,342.10,336.63,330.32,326.43,332.68,331.89,331.98,329.94,330.57,321.30,315.43,316.43,319.61,314.07,313.16,318.03,318.29,304.93,291.51,275.19,310.34,310.10,310.67,307.01,299.64,297.01,292.06,287.18,,,,346.24,352.50,348.43,347.65,365.09,372.01,370.72,369.60,367.10,368.84,391.27,349.99,345.96,345.76,343.33,,,,,,,,,,,,,,,281.66,324.87,187.13,,,,,,,,,,,376.84,,,,,324.94,365.18,,
2017-08-03 22:14:35.682000,L8,,356.54,,316.09,347.10,364.08,367.36,365.32,,,,,,,,,,,,323.75,321.82,316.95,309.83,320.57,320.81,322.04,321.00,319.94,308.89,299.06,296.99,300.18,298.07,277.50,,,,,,296.63,298.89,293.75,295.93,287.07,288.57,282.49,,,,,334.07,334.37,332.66,331.07,353.45,361.82,359.33,355.35,355.84,353.74,,,,,,,,,,,,,,,,,,,,,305.92,,349.62,269.27,263.60,248.03,,352.09,341.42,342.01,346.51,358.83,363.73,359.55,360.97,351.40,,312.67,345.31,,
2017-09-27 22:21:00.343000,L8,,366.63,272.67,336.53,362.17,379.23,385.07,382.40,351.36,349.35,344.66,346.23,341.69,329.32,317.84,312.05,317.59,297.76,314.61,339.46,335.51,330.58,324.45,333.94,332.00,331.97,332.72,331.59,322.24,315.86,314.91,318.58,313.19,310.94,316.55,319.38,309.94,299.56,272.71,310.06,309.58,307.69,309.94,302.62,299.80,295.55,292.28,,,,346.27,349.19,342.25,348.33,367.19,374.77,373.31,369.20,368.04,364.26,347.85,337.98,341.46,338.28,,,,,,,,,,,,,,,,,319.14,,,,,,,364.33,352.78,354.40,357.55,371.55,375.60,,,,,326.42,360.52,,
2017-10-29 22:21:05.518000,L8,,371.96,308.16,337.27,365.02,381.34,386.57,384.70,350.52,348.16,343.07,346.01,341.74,328.53,318.37,313.97,318.03,307.49,317.59,341.69,338.12,332.31,327.51,334.43,333.70,335.43,333.26,332.98,323.83,319.66,318.02,321.22,315.60,311.45,321.04,319.56,310.64,299.62,278.07,311.24,311.69,311.68,313.65,307.68,302.70,298.02,293.72,,,,348.72,351.83,347.69,348.13,368.72,373.73,372.88,370.47,369.04,367.88,351.38,340.94,343.35,340.75,,,,,365.57,352.84,345.48,322.38,,,,,,,,,326.56,,,,,,,364.63,353.23,354.98,359.21,373.17,378.18,,,,,326.64,363.92,,
2017-11-30 22:20:56.190000,L8,,372.85,307.56,346.87,368.83,384.72,,,,354.96,349.65,353.50,356.75,345.67,323.20,315.18,319.91,309.19,319.92,342.45,340.18,337.45,331.14,338.71,337.39,339.11,338.55,336.64,329.62,320.08,316.60,325.05,319.70,316.85,317.51,327.05,315.75,301.41,276.33,308.99,308.62,305.43,312.98,304.65,297.12,297.05,293.18,,,,345.52,345.48,341.31,344.31,362.72,370.54,367.62,365.60,362.26,361.75,344.30,333.91,338.07,335.55,,,,,,,,,,,,,,,,,320.97,,,,,,,365.92,353.63,355.90,363.20,372.72,379.69,,,,,329.39,356.89,,
2017-12-25 22:14:47.702000,L8,,370.04,313.64,339.40,370.02,384.47,390.00,,354.11,351.70,350.56,352.12,345.20,335.43,324.99,317.60,322.69,312.04,324.28,343.07,340.85,337.63,332.57,341.34,339.22,338.74,337.25,335.71,328.34,322.04,320.29,323.28,320.83,317.67,323.18,321.23,311.95,302.93,283.21,309.33,307.01,305.21,307.96,304.23,307.36,297.30,298.76,,,,345.39,350.23,344.42,347.70,366.63,371.99,369.45,365.51,364.45,365.33,333.62,,,,,,,,,,,,309.64,,,,,,,,326.83,,,,,,,361.99,352.64,354.76,361.23,372.26,378.17,,,,340.84,331.58,369.40,,
2018-01-01 22:20:56.342000,L8,,371.28,318.14,332.57,368.76,383.34,388.74,386.83,351.17,348.55,341.43,345.95,344.18,331.82,321.02,311.73,319.29,309.97,321.22,345.24,339.60,335.09,328.62,338.09,336.69,337.00,335.76,333.68,325.20,321.91,321.42,322.40,318.35,317.47,321.22,319.98,312.27,303.01,276.71,308.86,306.50,306.53,309.60,302.70,299.19,295.61,294.11,,,,346.75,351.36,345.74,346.61,366.23,373.25,368.81,365.40,363.83,365.19,346.96,337.01,338.90,339.39,,,,,,,,,,,,,,,,,328.33,,,,,,,363.47,352.49,356.80,364.95,375.72,381.66,,,,348.89,329.03,359.11,,
2018-02-11 22:14:26.201000,L8,,364.72,306.24,334.88,364.49,380.40,384.71,381.09,354.71,354.07,350.08,352.66,348.92,338.40,325.80,320.07,324.67,311.28,318.63,340.58,336.72,328.86,323.99,332.72,331.69,330.55,328.83,326.00,317.86,312.56,311.49,312.73,310.52,309.61,313.43,312.10,306.81,293.74,269.11,301.44,300.62,298.39,301.44,295.79,292.78,287.16,288.70,,,,343.98,344.30,341.92,344.02,362.97,369.31,366.03,361.97,361.49,361.20,344.88,332.06,330.84,330.39,,,,,,,,,,,,,,,,,325.07,,,,,,,359.74,350.02,350.97,356.39,369.32,374.86,,,,,324.78,355.89,,
2018-02-27 22:14:19.470000,L8,,365.80,294.46,331.62,365.38,378.70,384.12,381.31,355.27,353.42,351.74,352.61,347.21,336.17,325.08,320.30,323.30,309.48,319.36,340.18,336.86,329.79,324.05,331.94,329.70,329.74,329.09,325.90,316.24,313.33,312.86,312.83,311.23,308.98,314.54,313.27,308.94,296.72,267.37,301.59,301.06,299.22,303.80,298.28,295.34,289.87,288.95,,,,344.25,344.65,340.43,342.87,361.60,368.95,365.78,363.53,362.83,361.13,345.69,333.34,333.56,337.47,,,,,,,,,,,,,,,,,321.45,,,,,,,360.64,350.42,351.99,359.67,370.84,375.67,,,,,323.68,358.16,,
2018-03-06 22:20:26.446000,L8,,367.50,302.29,329.39,364.34,378.57,384.35,381.15,353.43,351.78,345.88,350.88,345.86,333.84,322.19,317.65,322.00,306.69,315.16,338.72,335.72,330.11,322.51,331.75,328.85,329.07,328.18,324.91,316.18,312.37,311.13,313.89,311.09,308.94,314.72,313.92,307.60,294.85,268.14,301.66,302.18,297.98,301.03,297.61,295.08,290.45,287.11,,,,341.85,342.77,340.39,342.26,362.27,366.61,364.57,361.92,360.93,360.58,342.00,331.75,333.29,338.77,,,,,,,,,,,,,,,,,319.88,,,,,,,361.10,350.91,350.67,356.25,368.72,374.19,,,,,322.98,354.79,,
2018-03-15 22:14:10.086000,L8,,372.08,306.29,334.46,368.11,384.42,388.74,385.35,,357.72,357.98,356.07,352.95,343.12,331.56,325.04,327.49,311.30,324.55,347.07,340.71,336.22,330.80,338.53,337.34,335.55,333.33,331.56,321.37,317.96,318.14,320.46,317.72,314.57,320.43,319.52,313.94,299.12,274.44,307.03,307.03,303.63,307.95,305.63,304.16,298.50,293.14,,,,349.04,354.57,345.58,351.67,365.55,373.07,369.28,365.67,366.44,367.69,346.17,336.76,340.35,340.41,,,359.45,369.02,370.84,364.53,348.80,328.23,,,,,,,,,326.43,,,,,,,368.73,355.36,355.60,364.80,374.93,378.41,,,,,330.06,361.05,,
2018-04-16 22:13:54.370000,L8,,368.04,283.76,338.36,366.88,381.51,386.44,383.54,356.37,356.19,351.45,352.15,350.53,339.80,327.32,323.80,323.98,310.38,321.53,343.38,340.07,336.19,328.80,336.82,337.35,333.26,332.73,332.01,320.66,316.93,317.00,319.76,315.32,311.17,318.25,319.07,311.94,299.81,270.06,307.31,305.67,302.00,305.84,302.69,297.67,295.27,291.22,,,,345.32,349.17,343.07,346.09,362.76,369.97,367.46,366.02,366.21,366.21,346.01,335.49,339.45,343.74,346.74,,,,369.61,358.92,346.28,323.76,,,,,,,,,323.04,,,,,,,364.68,351.07,353.86,358.52,371.92,375.66,,,,,327.38,357.90,,
2018-05-18 22:13:34.690000,L8,,367.94,298.78,336.79,370.87,383.44,389.02,,,362.15,362.94,358.06,358.39,356.47,346.32,334.19,345.14,332.22,334.12,348.28,343.49,337.95,331.20,340.98,340.30,337.42,335.29,333.08,326.44,323.47,322.90,328.45,323.74,317.30,325.38,321.45,314.92,301.10,273.60,309.38,307.26,304.89,309.66,307.00,299.88,296.17,291.67,,,,343.54,345.82,343.12,344.09,362.30,371.00,366.07,361.86,361.57,360.41,340.34,316.28,300.67,,,,,,,,,,,,,,,,,,319.19,,,,,,,366.50,351.01,353.94,359.92,373.12,376.65,,,,,331.98,349.70,,
2018-07-12 22:19:56.652000,L8,,367.46,308.31,340.65,370.06,384.13,388.83,,,364.13,361.15,355.35,356.01,349.00,333.49,329.53,327.49,310.55,326.29,348.31,342.04,338.44,332.00,338.26,339.24,338.37,334.69,334.57,322.86,319.43,320.37,321.63,318.88,314.95,321.30,322.25,314.23,300.58,274.78,312.52,307.81,304.28,310.63,308.82,301.77,297.71,293.66,,,,346.26,350.39,343.50,347.53,364.09,373.73,369.25,368.64,367.65,365.07,345.14,334.18,333.88,337.73,,,,,,,,,,,,,,,,,326.54,,,,,,,370.10,350.82,355.09,357.32,374.20,377.17,,,,,330.16,355.99,,
2018-07-21 22:13:49.390000,L8,,366.07,301.38,339.72,370.34,383.60,388.54,384.70,,363.64,361.23,355.62,356.03,345.63,334.64,328.86,326.16,309.94,324.14,347.18,341.37,338.24,332.47,338.30,338.68,339.63,335.27,332.46,322.06,320.84,321.27,322.70,320.18,316.16,320.35,320.90,314.80,301.00,278.44,312.83,308.40,307.14,310.49,307.09,300.06,297.76,292.47,,,,347.52,350.14,343.75,347.18,366.47,374.00,369.85,373.91,371.83,368.21,345.03,334.74,334.58,333.60,,,,,,,,,,,,,,,,,327.83,,,,,,,369.46,353.49,354.73,357.69,375.53,375.66,,,,,330.94,357.94,,
2018-08-29 22:20:19.957000,L8,,366.76,298.27,345.31,367.39,381.88,387.00,383.69,354.82,354.14,348.21,349.78,346.88,334.63,324.17,320.35,323.79,305.60,319.01,343.38,339.30,336.57,327.77,336.06,335.29,335.69,333.02,331.55,321.62,317.87,317.81,319.99,317.52,311.97,318.43,320.98,311.76,298.08,274.19,311.13,308.97,306.83,311.65,310.33,301.81,303.47,295.12,,,,347.04,350.44,345.16,345.37,365.01,373.79,369.73,368.44,368.67,364.95,346.98,335.72,334.09,337.32,,,,,349.69,352.97,345.02,328.67,,,,,,,,,321.59,,,,,,,365.55,350.68,353.99,356.81,370.74,374.30,,,,,327.38,358.72,,
2018-09-07 22:14:12.130000,L8,,365.39,302.71,343.04,367.54,380.64,386.36,383.03,353.24,350.70,344.49,347.41,345.65,334.22,321.10,320.51,321.08,306.69,318.47,342.24,338.78,334.63,327.22,335.58,333.65,333.56,331.93,330.98,320.02,315.43,317.70,319.87,315.15,310.99,317.87,319.02,309.98,299.06,270.97,309.69,306.87,304.65,309.85,305.15,299.64,296.76,292.53,,,,346.00,349.32,343.48,345.12,362.94,370.79,369.39,367.78,366.17,367.75,346.09,335.31,333.19,335.24,,,,,348.36,351.33,343.11,323.75,,,,,,,,,321.55,,,,,,,362.25,349.75,352.07,355.23,369.12,374.58,,,,,325.99,360.95,,
2018-09-30 22:20:31.646000,L8,,366.04,309.33,340.91,370.19,385.65,387.15,384.03,354.89,354.92,350.24,350.07,343.48,337.47,327.74,320.26,322.21,307.32,327.52,344.65,339.48,334.54,326.42,336.55,335.50,334.66,333.39,330.88,320.59,317.15,318.35,318.96,317.17,312.73,318.95,319.23,310.76,298.45,277.31,308.30,307.98,306.79,310.20,308.17,300.83,297.65,294.26,,,,345.53,351.14,346.42,347.84,365.84,374.09,371.19,367.97,370.43,361.45,345.77,333.41,333.93,347.05,347.27,,,,,357.14,343.18,327.07,,,,,,,,,323.39,,,,,,,356.66,349.09,353.35,356.18,369.97,375.89,,,,,327.27,356.34,,
2018-11-10 22:14:32.733000,L8,,365.68,308.59,334.98,368.33,381.20,386.57,383.33,349.11,348.71,343.30,344.37,342.27,331.73,318.80,313.79,320.50,307.14,316.92,341.59,338.83,334.79,327.13,335.83,335.38,334.64,332.55,333.71,321.22,319.74,319.48,322.36,319.17,312.77,318.38,318.26,309.95,298.58,275.13,307.43,306.78,303.46,307.88,305.94,299.23,296.59,294.66,,,,345.98,350.08,347.31,347.32,366.76,372.33,369.04,366.94,366.19,361.27,348.89,334.26,334.98,334.41,,,,,,353.55,343.21,326.44,,,,,,,,,324.13,,,,,,,362.41,350.24,353.00,357.69,370.20,375.67,,,,348.83,326.55,359.45,,
2018-12-28 22:14:29.227000,L8,,370.91,320.28,350.84,370.48,383.18,388.24,384.78,353.04,351.84,347.64,350.33,347.31,336.16,323.41,318.08,323.64,312.14,325.80,345.05,342.94,337.61,333.12,341.22,336.51,336.99,337.84,335.01,328.75,314.50,321.34,324.15,321.26,315.08,327.54,323.50,314.39,300.77,272.35,305.28,306.31,300.90,306.90,303.18,298.65,294.84,291.92,,,,345.53,348.13,343.25,345.34,362.91,369.79,369.12,364.76,363.46,361.92,346.36,336.47,338.49,338.00,341.23,,,,348.21,356.13,344.35,327.30,,,,,,,,,324.50,,,,,,,363.81,350.26,351.57,358.13,373.19,376.60,,,,,329.82,358.80,,
2019-01-13 22:14:27.136000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.40,307.79,311.77,313.50,311.27,304.55,314.34,313.50,303.84,,264.21,295.77,296.53,294.12,305.54,302.54,299.53,295.03,292.50,,,,345.92,348.43,341.69,343.49,361.37,365.68,364.67,362.27,361.60,361.59,342.48,333.30,331.42,335.97,342.27,,,,355.28,357.52,343.34,327.93,,,,,,,,,326.44,,,,,,,,,,,,,,,,,,356.72,,
2019-02-14 22:14:21.185000,L8,,370.44,324.78,339.47,372.01,383.59,389.27,,,358.95,352.47,352.48,350.13,342.10,328.94,323.39,325.59,314.45,326.13,343.23,340.88,337.36,330.58,337.55,336.39,334.64,332.92,332.81,321.62,311.83,320.17,321.97,321.05,316.27,317.85,318.74,311.36,301.93,273.73,309.87,304.02,298.94,303.40,301.68,296.20,296.33,293.25,,,,345.85,351.80,342.84,346.71,362.93,370.65,366.46,364.58,363.65,359.82,345.84,335.93,336.12,353.66,,,,,350.20,359.25,346.25,331.87,,,,,,,,,324.83,,,,,,,364.37,351.94,354.79,360.94,374.51,376.14,,,,,329.22,356.90,,
2019-02-21 22:20:30.485000,L8,,373.27,323.62,339.76,372.06,385.78,,,,358.43,355.24,354.78,351.45,342.39,329.81,324.17,326.58,315.99,328.81,344.35,343.49,337.78,332.15,338.01,338.45,332.42,331.27,330.67,322.25,307.37,315.64,322.60,319.63,317.21,320.68,320.58,312.76,302.16,275.36,307.59,305.89,299.46,304.68,303.44,297.55,294.78,294.00,,,,345.62,351.00,346.22,345.12,362.98,372.17,369.57,366.41,363.59,364.58,345.90,338.00,333.76,337.62,340.67,,,,351.50,363.80,347.40,333.11,,,,,,,,,323.71,,,,,,,365.25,353.70,356.42,364.94,375.66,381.68,,,,,329.62,358.73,,
2019-03-02 22:14:17.011000,L8,,367.14,325.48,346.77,367.68,380.95,387.44,384.16,355.43,354.40,346.01,349.09,346.50,337.29,322.43,320.44,322.89,312.36,321.51,341.64,339.35,334.66,326.50,336.58,333.80,332.38,332.20,331.48,320.51,309.96,316.10,320.24,314.02,313.11,316.53,317.60,310.14,301.29,268.86,303.11,301.82,296.93,301.44,297.81,292.60,287.72,285.87,,,,345.37,348.27,342.64,342.27,362.02,367.46,366.19,365.16,362.65,360.27,344.83,334.73,333.11,334.66,,,,,,355.46,342.77,328.93,,,,,,,,,321.67,,,,,,,362.38,350.08,351.61,357.55,370.52,375.51,,,,,326.57,354.85,,
2019-05-28 22:20:29.609000,L8,,349.32,,311.50,355.64,363.09,362.04,359.71,,,,,,,,,,,282.25,328.54,325.73,321.95,314.57,323.19,322.91,322.82,322.87,320.73,312.34,302.47,307.03,308.27,307.54,278.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.51,,,,,349.33,328.36,340.37,345.00,359.60,360.78,342.16,326.97,358.44,,313.71,,,
2019-07-24 22:14:36.716000,L8,,370.75,295.50,338.34,373.61,385.68,389.83,,,364.19,363.11,361.87,357.64,349.68,336.12,329.20,328.82,317.51,341.06,348.69,345.69,340.01,332.97,346.72,341.47,339.40,334.11,333.57,326.61,314.88,317.68,320.05,319.26,316.97,327.82,321.03,312.26,302.37,284.65,312.40,314.13,307.24,315.10,307.14,301.25,298.86,293.71,,,,353.98,352.71,384.57,353.31,366.70,372.61,368.49,367.58,367.97,365.38,345.78,338.80,330.67,334.75,355.53,,,,,357.75,367.00,339.76,,,,,,,,,327.63,,,,,,,370.36,353.94,358.79,360.79,374.82,379.90,,,,,335.83,353.15,,
2019-09-26 22:14:56.917000,L8,,362.95,287.52,290.30,,,,,,361.64,353.58,370.84,358.70,351.66,350.77,326.39,329.96,323.20,,358.87,357.26,383.83,326.47,339.14,333.52,332.29,329.16,329.20,320.03,311.03,317.30,323.71,322.37,316.16,328.07,320.52,317.11,306.32,282.17,320.11,315.52,303.84,289.16,,,,,,,,342.30,350.43,346.59,348.67,365.37,369.61,368.51,364.99,363.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.79,348.96,354.96,351.01,371.03,376.07,,,,,329.06,,,
2019-11-13 22:14:57.837000,L8,,,,,,,,,,359.46,355.27,353.88,350.57,344.31,329.68,324.59,330.26,317.73,334.14,351.92,348.34,344.93,335.79,348.07,341.84,343.37,344.28,344.80,332.76,324.67,326.88,329.60,328.08,322.98,331.60,328.06,322.81,309.03,282.38,319.99,316.61,308.96,315.29,317.07,303.35,310.31,301.48,,,,351.26,353.90,351.32,359.84,372.65,384.15,375.46,377.60,385.79,385.66,353.10,341.47,331.99,333.92,,,,,,358.88,366.93,352.53,299.98,,,,,,,,329.36,,,,,,,,,,,,,,,,,340.04,365.44,,
