dates,satname,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052,nzd0296-0037
2000-02-04 21:53:01.324000,L7,391.52,383.77,379.76,385.88,309.32,298.45,252.24,,,,375.01,311.07,297.17,304.04,302.37,293.08,292.72,287.70,287.57,263.95,345.45,339.57,310.55,319.40,316.02,305.31,305.80,338.16,373.81,377.99,,323.12,256.84,323.36,341.35,312.21,321.70,313.93,305.15,280.54,292.96,290.70,277.68,310.39,327.19,328.68,324.33,333.82,340.84,349.38,362.44,377.29,260.31
2000-02-20 21:52:53.613000,L7,329.38,312.33,322.58,305.98,294.99,285.09,277.16,281.63,266.29,257.62,257.02,270.07,252.57,263.17,279.14,273.56,266.59,266.46,271.44,256.93,344.15,334.65,333.18,334.88,338.58,352.55,338.92,348.45,348.41,356.85,356.99,362.69,363.61,363.28,373.49,374.46,370.41,334.70,357.01,340.30,344.37,338.86,327.64,328.75,324.72,318.80,327.67,333.57,338.18,344.66,355.69,368.95,294.06
2000-05-03 21:46:43.127000,L7,321.52,330.33,326.55,318.21,302.66,,,293.53,299.71,265.29,266.79,306.27,298.61,295.85,289.70,285.77,297.97,282.33,283.85,261.33,288.06,279.01,280.54,286.02,303.30,293.84,285.43,294.33,292.00,287.17,296.19,302.99,294.83,300.25,310.78,296.63,295.25,,,,,,,,,,,,,,,,
2000-05-19 21:46:31.829000,L7,328.70,327.18,326.70,316.91,311.39,310.76,284.84,293.98,289.83,298.05,295.80,304.75,297.85,291.53,284.40,274.18,283.10,272.74,280.95,277.76,,279.40,280.88,288.08,285.59,288.05,282.08,293.71,293.43,293.64,301.17,302.30,314.65,308.35,314.92,307.05,305.28,365.97,354.58,357.21,348.60,344.79,336.73,,,,,,,,,,319.78
2000-05-26 21:52:12.607000,L7,375.65,398.31,382.43,380.30,308.98,342.42,277.76,274.61,354.49,354.87,348.29,344.25,340.61,343.66,303.60,339.86,337.23,315.97,,,,372.62,354.24,340.66,293.56,284.29,302.00,346.68,344.48,334.48,333.44,312.24,316.41,311.31,327.67,304.34,320.10,,,,362.07,338.90,332.20,327.43,329.34,325.36,329.11,319.40,,,,,313.06
2000-05-26 21:52:36.566000,L7,307.02,288.78,293.74,286.95,274.19,263.15,267.59,266.45,259.26,254.97,255.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-29 21:51:26.388000,L7,,318.55,343.68,322.76,340.89,,,307.17,293.66,309.27,293.92,299.09,296.92,293.90,286.46,282.04,264.85,272.85,279.34,251.25,250.24,280.79,279.11,285.93,284.00,282.33,279.71,292.51,285.66,296.40,303.60,309.22,310.09,306.59,312.04,295.49,,286.48,306.38,302.14,290.57,288.76,332.80,319.41,324.75,269.34,276.98,282.70,285.42,299.89,293.59,,
2000-07-29 21:51:50.349000,L7,,319.36,341.30,320.72,339.50,,,310.48,293.04,309.57,292.35,298.41,295.97,293.84,286.39,280.62,261.99,319.10,285.68,252.68,253.12,281.70,277.33,286.09,284.39,281.37,279.87,289.74,284.48,293.46,302.66,309.05,308.06,304.93,309.74,294.60,,284.30,304.47,298.50,,351.08,336.18,324.11,333.36,329.73,330.19,332.04,,355.30,364.33,352.27,
2000-08-07 21:45:32.940000,L7,306.67,291.26,295.00,278.26,270.30,258.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.96,249.60,248.25,248.36,238.65,250.24,257.18,264.48,,,,
2000-08-14 21:51:20.176000,L7,315.53,297.69,385.36,386.40,365.79,351.84,348.41,349.71,354.52,381.63,343.10,307.93,294.19,293.06,289.93,276.06,275.92,257.07,,251.92,346.02,340.30,331.68,323.28,347.25,338.79,330.96,341.51,344.43,344.24,347.78,362.30,366.93,373.29,372.93,360.76,360.25,362.40,292.71,294.73,,,,,,351.77,325.28,330.72,332.18,357.16,383.65,349.32,326.05
2000-08-14 21:51:44.223000,L7,313.76,297.24,384.77,385.28,363.99,350.16,346.23,348.49,353.14,381.53,343.62,308.60,294.82,293.75,291.40,276.79,276.65,257.59,,302.37,342.78,339.31,235.98,255.74,255.83,251.34,240.79,254.44,254.63,342.92,346.03,361.09,365.27,370.61,371.17,359.25,357.28,290.10,293.10,294.94,345.28,333.56,325.07,323.82,320.99,351.40,324.54,327.19,331.10,339.67,364.33,347.84,280.91
2000-09-15 21:50:49.667000,L7,304.27,289.32,294.73,281.06,277.66,264.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.84,290.26,287.72,289.28,283.91,290.82,293.60,296.04,306.99,309.95,312.20,
2000-09-15 21:51:13.624000,L7,309.66,293.90,299.00,286.54,280.99,271.40,301.83,297.97,271.43,268.35,262.11,265.77,258.33,259.85,254.39,277.77,247.62,270.94,258.11,253.75,239.79,,,,,,,,,,,,,,,,,,305.75,311.59,278.79,270.88,293.71,291.52,291.42,288.97,293.67,301.73,298.21,308.99,314.08,316.61,
2000-10-26 21:44:46.815000,L7,396.79,378.57,370.18,392.89,374.17,369.42,,,,,341.41,359.26,339.43,349.71,334.10,319.45,326.66,332.40,311.91,311.34,286.00,341.56,329.46,331.31,333.06,344.12,329.86,331.22,331.94,345.23,365.76,260.74,281.43,292.34,375.06,364.91,384.26,350.61,339.71,346.82,331.83,334.82,,336.30,335.43,326.40,318.59,318.62,325.65,337.08,354.31,350.86,365.29
2000-11-27 21:44:50.678000,L7,,,296.91,309.46,306.43,309.64,311.54,296.69,287.70,268.88,293.26,302.27,291.51,290.47,254.23,279.43,255.72,336.42,329.89,354.70,300.47,365.61,334.52,350.94,354.55,265.84,270.10,279.02,281.73,267.49,290.43,294.33,290.69,303.48,307.31,298.86,348.67,286.88,293.40,294.91,347.09,340.07,329.81,315.87,314.85,323.26,342.88,318.45,324.85,327.79,337.87,348.65,337.70
2000-12-04 21:50:34.100000,L7,,,,,315.15,330.25,335.42,289.25,321.58,312.92,,,297.98,299.58,301.49,288.79,257.12,,,,322.76,308.90,370.09,362.22,368.71,358.61,284.17,293.12,287.72,302.72,305.80,311.57,315.44,321.79,323.41,316.01,380.23,307.61,305.41,275.13,306.61,306.53,291.86,274.93,331.87,313.29,322.21,323.77,334.28,345.58,354.65,380.91,363.69
2000-12-04 21:50:58.069000,L7,362.02,344.90,348.93,340.64,323.14,333.10,338.28,326.45,331.14,313.26,311.77,311.95,302.70,300.61,305.03,289.64,255.97,245.82,302.26,292.40,324.45,349.95,337.64,321.46,315.76,314.69,319.39,344.07,340.40,331.78,332.99,341.83,342.53,353.77,355.77,355.35,352.02,335.48,337.31,339.03,338.59,337.34,324.74,316.54,312.94,298.77,302.01,311.70,320.20,326.44,333.30,349.78,340.85
2000-12-13 21:44:52.270000,L7,357.76,349.19,337.40,330.11,323.13,315.29,313.27,318.84,319.40,316.72,313.61,326.65,316.16,317.29,304.18,299.52,291.30,280.02,274.75,265.22,259.54,280.46,264.57,263.01,257.99,298.57,295.16,308.35,308.31,315.26,320.38,321.20,310.93,317.88,323.07,331.56,317.88,306.85,320.39,317.18,311.37,306.73,300.73,297.88,298.58,294.28,294.82,308.54,304.17,315.14,325.77,328.37,266.09
2001-01-05 21:50:40.530000,L7,401.72,392.70,393.23,390.83,381.03,377.57,309.61,293.19,317.27,269.76,293.74,312.54,304.50,296.02,285.05,267.90,,290.99,300.34,241.04,301.18,298.24,285.28,293.18,288.92,286.37,287.09,294.46,295.34,303.36,308.37,312.07,307.88,312.69,320.63,322.08,310.26,310.28,308.89,310.20,304.79,297.23,289.79,284.66,280.81,276.83,275.09,,,,,,
2001-01-05 21:51:04.492000,L7,399.96,391.77,390.54,389.84,379.04,376.98,314.55,298.20,318.65,319.58,294.52,272.36,303.67,296.41,285.85,269.11,,292.10,300.50,305.74,301.65,299.69,235.29,251.98,258.87,257.31,245.56,258.00,254.29,262.84,265.84,248.92,308.79,313.17,322.29,325.80,312.57,311.44,310.03,309.93,304.31,297.47,290.50,283.75,260.93,277.33,,281.59,295.12,278.78,382.18,387.80,
2001-01-14 21:44:57.122000,L7,388.84,403.39,381.81,385.91,369.70,364.81,362.11,360.20,364.69,380.29,288.40,299.83,287.72,290.90,275.76,270.05,243.92,288.27,266.28,264.06,255.73,216.78,270.03,276.32,276.31,268.63,262.23,278.72,275.44,290.75,289.75,286.40,291.11,294.52,297.07,338.31,324.15,341.24,327.93,335.28,327.11,317.50,313.03,309.27,302.58,319.68,322.13,356.46,320.39,,,,295.89
2001-01-21 21:50:46.402000,L7,302.48,292.57,292.78,280.28,277.65,321.70,322.14,316.75,314.45,313.78,315.84,317.50,304.26,301.69,300.01,284.29,247.91,301.31,303.32,308.89,301.41,296.61,282.16,289.19,284.60,285.12,286.35,292.69,289.02,301.35,302.11,313.22,321.80,310.82,314.47,302.20,288.48,316.83,307.28,304.13,305.13,295.65,283.84,280.74,273.32,266.62,261.30,278.50,,295.11,302.34,282.50,349.93
2001-01-21 21:51:10.359000,L7,300.62,290.95,290.41,278.44,276.34,258.71,252.17,258.02,262.35,255.66,254.90,266.70,301.26,299.41,298.00,282.00,247.01,297.54,301.41,308.71,299.27,294.34,280.13,288.48,282.28,284.00,284.41,290.52,288.82,300.15,299.12,310.42,319.77,309.10,314.19,300.77,288.56,312.40,305.68,303.53,304.39,294.79,281.35,278.89,268.73,264.57,274.04,277.23,277.57,294.62,297.73,304.25,346.17
2001-04-04 21:44:30.925000,L7,409.57,338.04,297.74,333.31,318.82,316.84,313.25,307.65,298.05,299.77,360.23,362.16,351.89,346.67,338.03,340.11,328.19,301.28,302.59,310.79,347.15,346.55,342.09,352.98,362.27,336.29,332.50,362.87,344.82,353.92,364.30,362.82,362.91,308.57,330.06,305.72,274.12,343.74,313.24,307.59,350.83,342.07,334.89,324.55,332.56,321.31,329.45,333.12,337.79,350.14,339.27,357.63,359.32
2001-04-20 21:44:34.614000,L7,313.03,294.76,299.17,287.20,276.78,271.35,268.73,263.64,261.15,260.92,347.27,360.33,352.36,343.35,340.10,343.23,293.61,259.83,368.31,314.51,352.72,347.65,339.20,353.98,338.77,353.78,341.74,342.25,343.33,350.49,363.74,361.15,249.80,367.22,345.60,317.27,297.86,346.04,324.48,322.83,297.62,300.29,301.24,322.76,351.81,320.48,313.36,263.19,270.93,243.08,356.04,356.28,364.81
2001-04-27 21:50:43.832000,L7,341.14,293.58,297.25,279.92,283.78,274.21,268.11,270.20,261.05,259.20,258.01,269.90,252.65,311.18,345.24,319.77,300.69,325.51,323.26,241.79,243.98,338.11,331.25,286.99,281.02,293.34,240.40,253.90,251.25,259.02,264.98,253.86,259.32,308.97,316.35,311.51,293.44,333.90,310.11,299.55,288.89,286.99,280.22,278.73,277.62,277.35,278.64,285.22,288.02,292.63,297.61,,341.99
2001-05-22 21:44:18.615000,L7,397.48,387.95,331.38,324.74,325.71,310.88,306.32,372.85,371.90,378.69,362.38,363.29,353.78,305.43,338.08,339.70,351.74,344.65,308.88,351.26,352.85,348.70,347.47,350.13,353.29,353.53,341.91,349.07,354.98,366.74,370.59,382.14,380.99,324.80,347.55,353.62,372.13,341.90,320.35,313.64,298.98,313.70,302.06,292.44,290.70,304.27,291.04,304.67,292.15,304.76,309.75,364.55,372.87
2001-06-07 21:44:06.693000,L7,323.83,324.17,326.78,302.73,276.23,294.87,283.20,285.46,266.80,270.37,268.88,273.62,,,,,,,,,,,272.11,250.98,247.32,255.07,251.61,293.82,267.03,,287.88,278.07,259.29,273.78,270.87,,,,,,,277.22,263.77,242.15,296.01,341.50,308.72,282.45,285.90,,,,
2001-07-25 21:43:42.718000,L7,310.62,321.97,298.20,317.27,278.34,297.99,302.01,301.37,303.61,300.31,258.21,267.10,258.48,259.02,254.60,279.52,286.20,265.86,250.67,247.06,244.28,214.56,,,,,,302.77,297.45,311.48,310.01,322.18,303.57,302.68,,,,,,,302.92,250.22,251.56,252.23,290.73,290.04,263.11,301.69,311.44,315.97,323.24,326.72,
2001-08-26 21:43:13.580000,L7,,,,,,370.28,371.03,372.49,328.23,355.01,359.09,,,,,,,,,,333.73,315.74,312.49,316.54,316.33,299.78,251.30,251.86,,,,,,,,327.95,318.91,302.18,322.07,335.08,345.94,,,,353.16,345.77,335.54,332.26,353.25,333.11,351.99,346.45,283.16
2001-09-11 21:43:02.212000,L7,350.94,301.96,293.92,343.33,332.08,322.88,318.02,271.46,267.39,260.64,257.35,269.47,252.22,,305.46,299.88,293.63,289.07,256.94,235.02,,307.52,312.40,295.18,311.74,,,,,,,,,,341.13,331.47,324.45,258.24,252.73,326.19,316.28,311.05,309.06,307.11,300.53,304.07,311.96,315.83,325.09,326.96,336.37,341.03,
2001-09-18 21:48:41.296000,L7,302.86,288.78,292.90,272.53,273.97,266.21,262.29,267.90,267.51,254.57,255.49,264.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.02,293.43,288.44,287.89,285.92,294.11,295.94,300.50,311.06,319.62,321.74,
2001-09-18 21:49:05.242000,L7,399.56,330.74,356.95,362.68,353.95,349.55,342.02,339.44,349.87,350.12,340.81,349.17,326.90,337.91,305.55,327.26,315.67,310.21,315.49,319.86,311.79,316.90,312.78,322.81,324.32,326.23,321.80,330.66,326.57,326.51,337.96,341.18,333.93,339.41,355.02,351.74,362.73,342.92,337.83,335.39,326.83,315.60,327.12,311.51,313.21,313.71,321.71,317.78,323.78,338.92,336.26,344.67,313.91
2001-10-04 21:48:54.017000,L7,343.95,336.59,322.94,317.62,376.32,360.48,360.71,300.68,299.30,295.80,307.58,305.46,300.81,265.41,291.12,257.86,271.14,258.92,283.96,289.18,280.88,277.33,235.49,252.88,255.02,250.00,244.67,255.00,255.94,263.76,265.58,254.12,297.70,304.50,310.80,309.13,356.94,308.74,304.78,290.59,338.01,327.55,320.38,314.12,317.15,318.48,323.75,316.85,330.20,339.94,350.48,381.57,290.72
2001-10-29 21:42:45.257000,L7,327.30,316.65,323.85,314.36,,,,,290.08,275.93,293.71,300.62,289.55,291.29,275.35,,,,,283.63,279.08,273.55,276.34,279.64,278.78,280.08,271.34,265.75,279.79,278.59,288.72,295.75,290.87,302.56,301.63,,,,,,,,,,,,,,,,,,
2002-01-17 21:43:16.786000,L7,330.10,324.07,320.38,314.67,308.16,282.49,284.95,314.99,308.27,288.01,292.58,306.11,292.72,292.79,288.92,270.70,262.60,,266.35,291.36,342.94,341.55,368.36,338.48,363.08,340.06,337.90,339.91,295.85,306.39,310.16,312.40,315.99,270.84,314.54,300.60,364.67,341.09,350.91,348.15,343.01,341.20,334.77,334.33,325.84,323.82,329.03,341.19,344.97,351.91,352.97,359.51,336.89
2002-02-18 21:43:18.247000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.14,269.40,310.84,302.03,,,,,,242.60,249.48,246.67,243.23,248.17,255.48,260.59,,,,
2002-02-25 21:49:11.892000,L7,301.04,286.78,290.30,278.22,274.69,266.72,269.12,261.11,258.00,309.34,373.22,381.22,312.39,302.83,293.10,285.89,281.76,251.37,344.55,344.06,297.23,293.12,284.29,290.55,297.04,286.31,279.32,304.22,292.62,301.89,303.61,314.10,307.66,311.16,319.20,320.98,275.26,297.58,296.82,295.19,286.45,283.30,279.64,275.73,277.27,276.30,285.05,288.44,298.00,305.65,309.11,306.33,309.27
2002-02-25 21:49:35.857000,L7,360.79,339.22,347.57,329.50,314.14,309.44,292.91,262.71,257.90,309.27,371.52,358.24,312.55,303.59,293.59,286.41,282.74,254.31,344.27,345.47,296.37,294.04,283.72,290.10,298.35,285.77,279.35,304.29,293.08,301.79,303.92,313.92,307.04,310.36,318.71,321.94,,297.56,296.93,294.48,288.83,283.91,279.77,275.64,276.78,276.69,283.61,287.08,298.16,305.36,308.08,306.61,298.83
2002-03-06 21:43:23.680000,L7,,,328.62,316.10,306.25,296.53,284.51,294.99,291.91,294.83,292.44,306.17,385.93,347.64,336.56,337.13,323.28,330.59,323.16,286.29,284.21,277.21,269.65,277.10,279.45,278.56,272.55,287.80,283.57,287.23,291.17,295.65,294.54,293.53,280.23,353.64,352.63,337.86,339.14,339.44,328.90,323.72,350.19,,,316.22,318.33,339.10,333.45,358.60,,,339.66
2002-04-07 21:43:17.050000,L7,,370.51,321.61,305.04,297.37,272.50,363.33,359.06,285.67,288.38,258.52,332.92,328.55,325.21,331.02,322.09,321.35,310.19,311.01,323.11,329.02,256.45,337.38,321.62,331.89,282.34,272.45,283.39,285.60,269.51,335.48,336.72,336.94,348.98,349.61,344.49,348.62,335.89,330.10,319.95,325.93,317.59,317.69,313.64,320.96,312.91,319.12,318.11,284.84,297.19,303.34,309.03,291.50
2002-04-14 21:49:02.545000,L7,404.90,406.87,392.33,355.80,377.27,347.66,348.04,259.35,289.27,288.32,294.84,307.28,302.18,299.37,290.56,282.37,281.67,276.90,271.54,264.29,258.17,267.11,309.53,326.00,331.93,329.38,334.47,337.19,341.41,337.24,344.76,340.49,341.08,341.84,347.49,347.59,341.49,331.22,329.21,332.51,313.54,313.71,320.03,311.17,322.74,310.64,330.18,319.50,326.57,338.61,337.39,345.68,322.57
2002-04-14 21:49:26.507000,L7,395.54,387.27,331.22,309.80,297.63,353.72,349.90,342.03,340.49,340.42,338.43,334.27,334.66,358.67,329.04,319.97,318.98,316.00,317.68,320.49,310.48,300.01,311.64,244.60,252.45,252.18,243.33,255.67,254.86,261.27,273.86,257.80,346.08,343.31,349.83,349.09,349.96,337.65,333.36,,,,322.85,313.64,325.78,351.38,335.50,277.38,294.50,290.41,293.76,346.58,327.76
2002-05-09 21:43:16.766000,L7,384.85,377.41,381.27,367.72,351.25,341.54,328.74,325.16,331.01,353.73,262.07,271.01,342.11,340.94,343.40,333.24,325.72,331.28,303.41,347.33,324.80,,338.05,335.71,333.77,328.61,330.69,332.58,334.87,344.11,346.83,344.90,339.57,336.50,333.05,350.38,364.58,313.66,337.86,335.00,327.11,315.36,319.28,310.59,312.53,312.21,318.29,318.50,329.90,340.36,332.27,370.57,298.77
2002-06-10 21:43:00.814000,L7,,,,,,,,,,,,,,,,,,,240.60,294.25,276.13,220.50,298.91,320.48,321.06,327.28,325.19,317.18,328.45,316.08,334.38,341.23,336.59,337.66,358.87,335.27,336.71,353.86,338.06,336.86,327.71,326.04,315.92,316.86,311.69,,323.65,326.36,329.82,368.03,359.24,348.53,319.20
2002-07-19 21:48:33.434000,L7,308.66,288.40,295.49,290.28,274.34,320.91,325.16,284.67,263.22,346.87,338.96,,329.72,325.75,326.37,322.39,,300.41,299.59,317.96,278.02,,311.46,318.44,321.42,,,322.97,319.59,324.25,332.21,329.29,,,,,,321.72,322.04,324.06,307.51,318.20,280.17,276.66,277.94,278.80,273.58,316.38,322.26,327.45,337.21,330.58,
2002-07-19 21:48:57.399000,L7,313.04,291.68,296.21,289.42,277.01,335.89,332.38,287.25,264.44,351.77,341.51,343.48,333.02,332.34,329.23,330.48,311.35,313.06,307.05,321.48,279.72,,316.90,320.88,325.73,311.74,311.66,327.20,324.60,328.88,335.44,333.16,328.07,304.27,,,,324.26,324.37,325.75,309.21,318.26,302.90,309.11,304.30,293.23,306.83,320.56,323.25,329.55,339.02,343.25,
2002-09-05 21:48:14.221000,L7,395.85,390.51,395.38,,,,,,,281.86,293.26,313.51,258.30,295.12,289.85,272.32,266.71,261.39,259.81,270.71,238.41,355.91,358.08,359.36,350.61,342.93,335.21,345.13,343.54,347.39,346.27,344.60,363.80,359.21,379.26,,386.29,297.62,295.78,343.85,334.85,327.95,323.42,321.81,320.80,309.16,305.68,309.69,326.21,331.56,335.71,344.67,294.16
2002-09-05 21:48:38.182000,L7,,,,,,,,,,,,,,,,,,,,,,,,,369.23,357.76,353.77,360.19,367.18,368.77,355.70,359.96,,,,,,,,,,,,,,,,,,,,,
2002-09-14 21:42:19.037000,L7,331.46,323.89,293.32,274.77,282.51,303.48,296.31,274.36,262.90,261.05,255.85,259.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.43,273.58,275.45,244.50,249.40,290.61,282.40,293.16,298.65,300.12,312.31,
2002-09-30 21:42:11.676000,L7,375.89,379.87,370.64,347.57,328.05,314.45,312.99,351.51,341.18,342.38,341.58,306.83,339.39,331.07,332.69,312.22,291.64,278.23,275.06,236.37,207.97,335.44,233.98,257.44,255.48,249.95,247.12,256.17,258.62,265.38,269.55,269.62,256.17,268.01,277.78,338.89,325.39,368.79,330.70,343.28,361.55,322.19,331.11,340.30,337.53,333.77,338.71,341.43,356.50,348.43,317.73,334.31,390.25
2002-10-16 21:42:12.654000,L7,385.82,380.61,,370.68,365.44,350.84,357.39,348.86,346.01,345.53,345.65,364.43,386.17,370.59,384.51,328.13,327.30,314.53,334.07,,,362.31,341.64,349.83,333.50,314.22,318.39,322.32,323.80,325.54,338.58,347.56,346.59,350.20,349.58,342.23,339.64,341.22,330.73,336.92,336.05,341.80,330.91,330.30,329.02,315.90,311.73,304.42,304.70,317.25,331.32,345.16,330.87
2002-10-23 21:48:03.157000,L7,367.41,379.82,389.58,376.58,360.37,343.99,341.45,331.49,328.01,332.92,377.86,374.72,292.25,296.71,281.12,273.49,267.41,265.03,263.30,268.12,234.10,311.04,317.73,315.24,313.91,263.74,263.52,275.78,279.36,330.93,329.36,333.58,332.30,336.58,334.07,328.33,325.37,328.99,325.79,317.36,311.27,311.54,328.45,318.96,320.02,310.90,298.51,295.02,300.81,313.46,322.33,330.38,322.92
