dates,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
2023-08-29 22:07:37+00:00,294.00125,291.9377777777778,275.49000000000007,264.796,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,292.90125,278.047,267.573,266.60818181818183,245.926,268.678,261.162,298.16166666666663,315.98,335.8,340.79499999999996,338.28833333333336,311.19500000000005,310.05600000000004,323.9455555555556,323.20888888888885,294.43666666666667,327.91555555555556,319.2511111111111,321.8566666666667,321.27375,319.235,318.41499999999996,322.1325,319.71000000000004,313.1825,316.87600000000003,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,338.81,342.68,352.5833333333333,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,324.37,284.0525,294.16,262.44,316.57,319.22125,327.29333333333335,337.21555555555557,362.955,363.33000000000004,370.79,307.11,295.89,387.36
2023-09-06 22:07:38+00:00,294.21500000000003,292.33000000000004,267.77000000000004,264.796,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,294.28,278.98,267.649,266.95272727272726,245.76800000000003,269.163,261.219,300.9633333333333,326.56,340.53999999999996,340.79499999999996,340.57666666666665,312.35699999999997,311.213,323.9988888888889,323.49888888888887,294.43666666666667,329.836,321.14099999999996,324.192,324.0466666666667,319.235,318.41499999999996,322.1325,319.71000000000004,320.78000000000003,316.87600000000003,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,338.81,346.67571428571426,354.99,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,326.94,292.70799999999997,294.16,262.44,316.57,322.1411111111111,327.29333333333335,338.709,362.955,363.33000000000004,370.79,307.11,295.89,387.36
2023-10-08 22:07:46+00:00,289.28833333333336,289.29857142857145,255.9900000000001,255.22250000000003,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,293.47,278.92333333333335,266.6022222222222,266.432,242.97111111111113,267.98555555555555,259.09777777777776,307.20199999999994,337.155,345.28,345.25,342.255,305.73375,308.8611111111111,321.82375,320.27625,294.43666666666667,330.264,321.559,322.05333333333334,322.21625,319.235,318.41499999999996,322.1325,319.71000000000004,320.78000000000003,316.87600000000003,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,338.81,346.67571428571426,354.99,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,326.94,292.70799999999997,294.16,262.44,316.57,322.1411111111111,327.29333333333335,338.709,362.955,363.33000000000004,370.79,307.11,295.89,387.36
2023-10-24 22:07:51+00:00,305.62600000000003,304.3716666666666,258.18,249.11500000000004,270.25,280.47,266.4833333333333,290.45,297.065,283.9,272.89625,272.5788888888889,247.47444444444443,274.13250000000005,274.57875,310.27166666666665,337.155,345.28,345.255,342.104,319.89285714285717,321.43375,333.6685714285714,329.7628571428572,295.4,335.41,327.33444444444444,329.0625,331.76000000000005,319.22,317.69499999999994,321.505,320.1450000000001,324.29,318.29333333333335,311.05999999999995,325.47,329.93000000000006,322.18999999999994,318.29999999999995,191.93999999999997,281.81999999999994,344.16,328.51000000000005,340.25500000000005,339.846,349.018,358.0425,262.43,318.52666666666664,230.83,314.4533333333333,230.81,339.25,345.28,,326.94,297.3766666666667,295.63000000000005,251.56750000000002,316.09250000000003,326.42,328.495,341.38125,362.955,363.33000000000004,370.79,,,387.36
2023-11-09 22:07:48+00:00,315.916,313.92,,235.52,,,254.23499999999993,,300.12833333333333,286.485,277.43875,275.7266666666667,256.1844444444444,281.28,286.78249999999997,310.84142857142854,337.155,345.28,345.255,342.79333333333335,330.8542857142857,330.66375,341.80285714285714,336.81857142857143,,339.1388888888889,331.80111111111114,334.50875,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,318.11,192.32,271.52,,326.58500000000004,341.19,340.62,351.1275,360.2214285714286,262.43,318.52666666666664,230.83,313.6,230.81,339.25,345.28,,326.94,297.3766666666667,295.63000000000005,246.87333333333336,317.3533333333334,329.93833333333333,330.41333333333336,342.8114285714286,362.955,363.33000000000004,370.79,,,
2023-11-17 22:07:51+00:00,316.07,314.1671428571429,,235.52,,,254.23499999999993,,300.78000000000003,287.48555555555555,278.7766666666667,276.023,262.351,284.4111111111111,289.0822222222222,314.79375,337.155,345.28,345.255,343.5342857142858,333.07625,332.3833333333334,342.45375,338.58500000000004,,340.27,333.093,336.2366666666667,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,318.11,192.32,271.52,,326.58500000000004,341.19,340.62,351.1275,360.2214285714286,262.43,318.52666666666664,230.83,313.6,230.81,339.25,345.28,,328.7,305.4725,295.63000000000005,246.87333333333336,317.3533333333334,332.34999999999997,330.41333333333336,342.8114285714286,362.955,363.33000000000004,370.79,,,
2023-11-25 22:07:56+00:00,316.4771428571429,314.21999999999997,,235.52,,,254.23499999999993,,300.78000000000003,287.771,279.824,277.0890909090909,264.58363636363634,284.435,290.981,317.0444444444444,337.155,345.28,345.255,343.8025,334.3933333333333,333.469,343.0433333333333,339.63444444444445,,340.92545454545456,334.3763636363637,337.35900000000004,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,318.11,192.32,271.52,,326.58500000000004,341.19,340.62,351.1275,360.2214285714286,262.43,318.52666666666664,230.83,313.6,230.81,339.25,345.28,,329.0825,310.216,295.63000000000005,246.87333333333336,317.3533333333334,334.10625,330.41333333333336,342.8114285714286,362.955,363.33000000000004,370.79,,,
2023-12-19 22:07:51+00:00,316.27625,314.4222222222222,,235.52,,,254.23499999999993,,300.78000000000003,287.45181818181817,282.4327272727273,280.0675,268.3433333333333,287.0509090909091,294.7790909090909,317.0444444444444,337.155,345.28,345.255,343.8025,334.3933333333333,334.1109090909091,343.434,340.608,,341.55,335.3975,337.35900000000004,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,318.11,192.32,271.52,,326.58500000000004,341.19,340.62,351.1275,360.2214285714286,262.43,318.52666666666664,230.83,313.6,230.81,339.25,345.28,,329.132,313.15500000000003,295.63000000000005,246.87333333333336,317.3533333333334,335.5711111111111,330.41333333333336,342.8114285714286,362.955,363.33000000000004,370.79,,,
2024-01-12 22:07:54+00:00,316.71888888888884,314.4222222222222,,235.52,,,254.23499999999993,,300.78000000000003,287.45181818181817,282.4327272727273,280.0675,271.9646153846154,289.63166666666666,298.31916666666666,317.0444444444444,337.155,345.28,345.255,343.8025,334.3933333333333,334.1109090909091,343.434,340.608,,341.55,335.3975,337.35900000000004,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,318.11,192.32,271.52,,326.58500000000004,341.19,345.6000000000001,353.78,363.69,,338.12,,299.2,230.81,339.25,345.28,,329.2416666666667,313.15500000000003,297.1700000000001,252.13500000000005,319.225,338.92625,332.19,345.1616666666667,362.95,363.17,370.79,,,
2024-01-20 22:07:43+00:00,317.309,314.4222222222222,,,,,251.26,,300.78000000000003,287.45181818181817,282.4327272727273,282.98,283.4069230769231,291.92615384615385,301.45846153846156,317.0444444444444,337.155,345.28,345.255,343.8025,334.3933333333333,334.1109090909091,343.434,340.608,,344.2245454545455,338.0090909090909,340.9811111111111,338.5228571428571,318.05,316.99,320.89,317.62,328.94500000000005,320.75000000000006,307.06,327.96,329.07,319.74,,189.73,271.52,,333.82,341.19,351.29,356.30999999999995,367.392,,336.08,,,230.81,337.07,345.28,,329.2514285714286,318.32399999999996,294.67,247.4,318.26,341.8357142857143,325.75,347.612,362.95,363.17,370.79,,,
2024-02-13 22:07:53+00:00,317.08000000000004,314.1275,,,,,,,306.658,291.867,289.424,288.976,294.4633333333333,300.7325,313.2375,322.1611111111111,338.29,343.71,343.22333333333336,343.18875,344.2675,341.038,342.97999999999996,347.2922222222222,,347.339,342.284,345.71625,345.03,,,,,351.17,,,,,,,,,,,,366.88,370.65,373.7033333333334,,,,,,,,,328.42875000000004,327.636,325.73,,,346.7342857142857,,353.53333333333336,,,,,,
2024-02-21 22:07:41+00:00,317.0,314.0071428571428,,,,,,,306.6775,292.367,290.62600000000003,291.581,296.64916666666664,302.38166666666666,316.1125,324.68875,339.71333333333337,343.71,342.21000000000004,343.25375,344.2375,341.591,342.32800000000003,347.39,,347.40222222222224,343.367,345.9342857142857,345.234,,,,,351.17,,,,,,,,,,,,,370.65,374.61,,,,,,,,,328.53375,327.4716666666667,327.62,,,346.3128571428571,,353.5300000000001,,,,,,
2024-02-29 22:07:47+00:00,317.0,313.6716666666666,,,,,,,305.1775,292.544,292.01599999999996,293.941,298.5216666666667,303.8125,318.80583333333334,327.98999999999995,341.28000000000003,343.71,342.21000000000004,343.16249999999997,344.12125,341.94,341.919,347.3,,347.75111111111113,344.194,346.24499999999995,345.37749999999994,,,,,351.17,,,,,,,,,,,,,370.65,376.65,,,,,,,,,328.1055555555556,327.0442857142857,327.33,,,345.8171428571428,,352.15,,,,,,
2024-04-17 22:07:27+00:00,318.15142857142865,315.68399999999997,249.89,258.44,268.11,277.17,287.13,285.02,297.7675,288.33666666666664,294.81,296.37125,302.683,304.883,323.2,331.76800000000003,339.97,342.14,342.21000000000004,343.2342857142857,344.2742857142857,341.905,342.94874999999996,347.52250000000004,,343.77875,345.45875,340.1766666666667,345.09333333333325,313.55,317.76,322.47,321.64,313.89,316.13,314.8,323.29,328.1,326.44,322.94,,,342.53,330.85,337.75,,,337.88,,325.93,,327.5,,,,,327.93,326.9966666666666,327.33,238.1,,345.86999999999995,325.2,331.32,348.24,357.57,355.32,,315.76,
2024-04-25 22:07:04+00:00,318.1614285714286,315.62,249.89,258.44,268.11,277.17,287.13,285.02,299.062,288.3977777777778,295.77874999999995,299.09999999999997,303.89,306.32199999999995,325.341,335.418,343.58500000000004,345.245,339.16,343.9042857142857,345.1271428571428,341.90375,342.31624999999997,347.54499999999996,,344.14625,346.10625,340.69666666666666,345.89000000000004,313.55,317.76,322.47,321.64,313.89,316.13,314.8,323.29,328.1,326.44,322.94,,,342.53,330.85,337.75,,,337.88,,325.93,,327.5,,,,350.53,326.46666666666664,326.28999999999996,325.9375,238.1,,345.3014285714285,325.2,341.52,348.24,357.57,355.32,,315.76,
2024-05-03 22:07:13+00:00,318.445,315.675,249.89,258.44,268.11,277.17,287.13,285.02,299.05833333333334,287.956,293.0311111111111,296.04999999999995,299.9745454545454,304.14272727272726,321.3381818181818,335.418,343.53999999999996,346.3066666666667,339.16,343.9042857142857,344.24375,342.10555555555555,342.34222222222223,347.54499999999996,,344.14625,345.98777777777775,342.3542857142857,346.695,313.55,317.76,322.47,321.64,313.89,316.13,314.8,323.29,328.1,326.44,322.94,,,342.53,330.85,337.75,,,337.88,,325.93,,327.5,,,,342.38,325.281,325.90375,325.328,238.1,,344.78749999999997,325.2,341.52,348.24,357.57,355.32,,315.76,
2024-05-11 22:06:51+00:00,318.5028571428571,315.236,244.26,252.95500000000004,264.415,272.565,281.84000000000003,282.205,297.34,284.669,288.36333333333334,297.86875,301.66700000000003,305.08000000000004,323.409,340.7075,343.53999999999996,346.3066666666667,339.16,343.51499999999993,343.7285714285714,341.76,341.32875,342.26,,340.39875,341.78333333333336,341.7816666666667,347.10999999999996,312.69,316.18,322.915,322.98,314.41499999999996,315.255,315.84000000000003,324.12,329.76,325.39,284.7,,,345.12,331.555,338.97,325.89,342.37,339.04499999999996,253.04,325.93,225.51,326.815,,,,342.38,325.281,325.90375,325.328,248.85500000000002,,344.78749999999997,323.26,337.56666666666666,350.0,357.57,354.31,308.51,307.53,
2024-05-27 22:06:40+00:00,318.752,315.31333333333333,244.26,252.95500000000004,264.415,272.565,281.84000000000003,282.205,295.5025,282.97,288.07714285714286,298.9871428571428,297.25111111111113,304.9755555555555,327.3175,342.65999999999997,343.53999999999996,346.3066666666667,339.16,341.85749999999996,341.92,340.5257142857143,338.95285714285717,339.84999999999997,,337.54333333333335,340.13374999999996,339.964,346.06,312.69,316.18,322.915,322.98,314.41499999999996,315.255,315.84000000000003,324.12,329.76,325.39,284.7,,,345.12,331.555,338.97,325.89,342.37,339.04499999999996,253.04,325.93,225.51,326.815,,,,338.63666666666666,321.24666666666667,323.40142857142854,323.92833333333334,248.85500000000002,,343.6714285714285,323.26,337.56666666666666,350.0,357.57,354.31,308.51,307.53,
2024-06-20 22:06:42+00:00,319.72249999999997,314.94999999999993,244.26,252.95500000000004,264.415,272.565,281.84000000000003,282.205,295.5025,282.80875000000003,284.67,296.68,295.69500000000005,303.94624999999996,326.53999999999996,342.65999999999997,343.53999999999996,346.3066666666667,339.16,341.85749999999996,341.92,340.525,337.62,337.946,,335.368,339.2057142857143,339.964,346.06,312.69,316.18,322.915,322.98,314.41499999999996,315.255,315.84000000000003,324.12,329.76,325.39,284.7,,,345.09999999999997,333.68333333333334,341.18333333333334,332.99,345.42,342.27,253.04,333.76,225.51,317.00333333333333,,,,338.63666666666666,320.23625000000004,316.17857142857144,319.1914285714286,244.54,,338.2514285714286,327.03666666666663,336.08000000000004,350.0,357.57,354.31,308.51,307.53,
2024-06-28 22:06:55+00:00,319.72249999999997,314.94999999999993,244.26,252.95500000000004,264.415,272.565,281.84000000000003,282.205,295.5025,282.80875000000003,284.67,296.68,295.69500000000005,303.94624999999996,326.53999999999996,342.65999999999997,343.53999999999996,346.3066666666667,339.16,341.85749999999996,341.92,340.525,337.62,337.946,,335.368,339.2057142857143,339.964,346.06,312.69,316.18,322.915,322.98,314.41499999999996,315.255,315.84000000000003,324.12,329.76,325.39,284.7,,,345.09999999999997,333.68333333333334,341.18333333333334,332.99,345.42,349.15250000000003,253.04,333.76,225.51,317.00333333333333,,,,330.93,317.7066666666667,316.44625,318.90999999999997,244.54,,338.2514285714286,327.03666666666663,338.202,350.0,357.57,354.31,308.51,307.53,
2024-07-06 22:06:56+00:00,319.72249999999997,314.94999999999993,244.26,252.95500000000004,264.415,272.565,281.84000000000003,282.205,295.5025,282.80875000000003,284.67,296.68,295.69500000000005,303.94624999999996,326.53999999999996,342.65999999999997,343.53999999999996,346.3066666666667,339.16,341.85749999999996,341.92,340.525,337.62,337.946,,335.368,339.2057142857143,339.964,346.06,312.69,316.18,322.915,322.98,314.41499999999996,315.255,315.84000000000003,324.12,331.48,325.39,284.7,,,342.905,333.68333333333334,340.945,330.46999999999997,344.42333333333335,347.54,253.04,333.26,225.51,319.4425,,,,330.93,317.7066666666667,316.44625,318.90999999999997,244.54,,331.96500000000003,327.8075,335.65000000000003,353.23,357.57,354.31,308.51,307.53,400.03
2024-08-23 22:07:23+00:00,318.005,314.94999999999993,250.17,258.09000000000003,267.7633333333333,276.5133333333333,285.77,284.4533333333333,293.982,277.06714285714287,272.318,283.262,280.4575000000001,294.7149999999999,314.71666666666664,343.87,345.32499999999993,348.39000000000004,,342.9749999999999,334.218,333.334,333.448,330.40500000000003,328.83,329.11,331.77333333333337,331.96799999999996,335.2275,312.85999999999996,316.45666666666665,322.75666666666666,323.5233333333333,316.15000000000003,315.8666666666666,319.76666666666665,324.84666666666664,331.8475,325.8233333333333,285.07666666666665,,324.94,343.71999999999997,333.8725,341.236,332.22,344.265,346.8566666666666,253.04,333.9,225.51,321.158,,,,324.906,305.15500000000003,310.32142857142856,312.91285714285715,251.38750000000002,296.35,323.12857142857143,326.73400000000004,335.13714285714286,353.4375,359.935,354.31,308.51,307.53,400.03
2024-08-31 22:07:27+00:00,317.2366666666667,313.5933333333333,250.17,258.09000000000003,267.7633333333333,276.5133333333333,285.77,284.4533333333333,294.666,275.92571428571426,267.482,277.566,272.67,290.5725,304.9866666666667,338.6,345.78666666666663,348.39000000000004,348.25,346.685,334.79800000000006,334.084,335.144,332.15500000000003,328.83,328.934,331.5333333333333,334.19666666666666,336.968,312.85999999999996,316.45666666666665,322.75666666666666,323.5233333333333,316.15000000000003,325.005,319.76666666666665,324.84666666666664,331.8475,325.8233333333333,285.07666666666665,,324.94,343.71999999999997,341.26800000000003,341.236,339.384,349.9,346.8566666666666,253.04,333.9,225.51,321.158,,,,324.906,304.89666666666665,310.32857142857137,312.9357142857143,251.38750000000002,296.35,322.8742857142857,326.73400000000004,336.875,353.4375,359.935,354.31,308.51,307.53,400.03
2024-10-10 22:07:34+00:00,317.4225,314.2025,250.17,258.09000000000003,267.7633333333333,276.5133333333333,285.77,284.4533333333333,294.666,280.6325,275.78833333333336,284.10333333333335,281.6,290.344,312.64250000000004,338.6,345.78666666666663,348.39000000000004,348.25,346.685,334.79800000000006,336.29333333333335,335.144,332.15500000000003,328.83,332.77333333333337,334.1028571428571,336.33714285714285,338.78000000000003,312.85999999999996,316.45666666666665,322.75666666666666,323.5233333333333,316.15000000000003,325.005,319.76666666666665,324.84666666666664,331.8475,325.8233333333333,285.07666666666665,,324.94,343.71999999999997,341.26800000000003,341.236,344.5566666666667,353.9066666666667,346.8566666666666,253.04,333.9,225.51,321.158,,,,324.906,308.12142857142857,312.95375,314.68125,251.38750000000002,296.35,326.03375,326.73400000000004,336.875,353.4375,359.935,354.31,308.51,307.53,400.03
2024-10-18 22:07:42+00:00,317.054,314.2,250.31,257.9150000000001,267.59,276.18499999999995,285.09,284.16999999999996,299.415,283.65714285714284,281.2085714285714,288.31714285714287,287.365,294.72499999999997,316.736,341.7366666666667,345.78666666666663,348.39000000000004,348.25,346.685,334.79800000000006,337.75714285714287,338.15833333333336,332.15500000000003,328.83,338.5466666666667,335.89875,341.8385714285714,340.05428571428575,312.515,315.805,322.9,324.465,317.28000000000003,327.9633333333333,322.25,325.625,333.0966666666667,325.515,266.145,,324.94,344.0175,343.87250000000006,342.1075,347.99285714285713,356.6542857142857,348.65199999999993,253.04,336.5566666666666,225.51,319.5725,,,,324.906,310.60125,314.62888888888887,316.1955555555556,255.8166666666667,296.35,328.34222222222223,327.1175,337.6685714285714,355.17,362.3,353.3,308.51,299.3,400.03
2024-10-26 22:07:48+00:00,317.4225,313.596,250.31,257.9150000000001,267.59,276.18499999999995,285.09,284.16999999999996,297.8066666666667,283.1928571428572,279.50857142857143,283.89142857142855,284.8616666666667,295.17833333333334,311.094,341.34999999999997,345.0799999999999,348.43,348.25,347.18,331.20000000000005,338.73857142857145,337.744,326.8566666666667,328.83,336.56800000000004,335.62,342.9057142857143,341.47428571428566,312.515,315.805,322.9,324.465,317.28000000000003,327.9633333333333,322.25,325.625,333.0966666666667,325.515,266.145,,324.94,344.0175,343.87250000000006,342.1075,350.83125,356.6542857142857,348.65199999999993,253.04,336.5566666666666,225.51,319.5725,,,,318.5,312.34375,315.43,316.7388888888888,255.8166666666667,296.35,329.0811111111111,327.1175,335.32666666666665,355.17,362.3,353.3,308.51,299.3,400.03
2024-11-03 22:07:36+00:00,317.2225,313.0075,250.31,257.9150000000001,267.59,276.18499999999995,285.09,284.16999999999996,297.19,283.75714285714287,281.73571428571427,285.35857142857145,288.25666666666666,298.425,317.15200000000004,341.34999999999997,346.71,,348.25,347.18,328.91333333333336,339.6085714285714,336.5425,326.8566666666667,328.83,339.2316666666667,336.71875,342.79714285714283,340.20166666666665,312.515,315.805,322.9,324.465,317.28000000000003,327.9633333333333,322.25,325.625,333.0966666666667,325.515,266.145,,324.94,344.0175,343.87250000000006,342.1075,350.83125,356.6542857142857,348.65199999999993,253.04,336.5566666666666,225.51,319.5725,,,,313.25666666666666,314.21125,314.45875,317.5588888888889,255.8166666666667,296.35,330.3155555555556,327.1175,335.32666666666665,355.17,362.3,353.3,308.51,299.3,400.03
2024-11-11 22:07:39+00:00,317.402,313.0075,261.99,268.36,274.46,284.41,293.63,288.95,297.19,289.2657142857143,289.0214285714286,288.975,292.4442857142857,298.84714285714284,317.66,341.34999999999997,346.71,,348.25,347.18,328.91333333333336,339.6085714285714,336.5425,335.93000000000006,328.83,343.54,342.28875,342.79714285714283,340.20166666666665,313.2,317.01,322.44,324.61,319.62,334.755,327.62,326.3,333.93500000000006,326.69,285.83,,324.94,342.78666666666663,347.74333333333334,342.74666666666667,354.39428571428573,359.035,350.7625,,336.5566666666666,,317.38666666666666,,,,313.25666666666666,316.20000000000005,314.45875,317.5588888888889,253.92000000000002,296.35,332.36400000000003,329.05,336.46,356.875,362.3,,,,400.03
2025-01-22 22:07:37+00:00,317.402,313.0075,261.99,268.36,274.46,284.41,293.63,288.95,296.74,288.10857142857145,285.89375,293.63625,301.4557142857143,304.7957142857143,320.30428571428575,342.3975,343.775,344.02,345.265,345.18,329.65333333333336,339.8342857142857,337.1,339.2766666666667,328.83,343.9166666666667,343.37624999999997,342.155,339.65999999999997,313.2,317.01,322.44,324.61,319.62,334.755,327.62,326.3,332.95,326.69,285.83,,324.94,346.98,352.6450000000001,342.4,363.04800000000006,365.8275,343.44,,335.82,,328.02,,,,300.81,321.06714285714287,321.8983333333333,322.9214285714285,271.93,296.35,341.21125,322.44,340.54999999999995,354.06,362.3,,,,
2025-02-07 22:07:41+00:00,315.44166666666666,310.438,261.99,268.36,274.46,284.41,293.63,288.95,296.74,287.725,282.77666666666664,293.63625,301.4557142857143,304.7957142857143,321.09250000000003,342.3975,343.775,344.02,345.265,343.6433333333334,333.0825,339.6775,337.38800000000003,340.91,328.83,344.2657142857143,342.89444444444445,342.155,339.65999999999997,313.2,317.01,322.44,324.61,319.62,334.755,327.62,326.3,332.95,326.69,285.83,,324.94,346.98,352.6450000000001,342.4,363.04800000000006,366.064,343.44,,335.82,,328.02,,,,300.81,321.06714285714287,321.8983333333333,322.9925,271.93,296.35,340.9944444444444,322.44,340.54999999999995,354.06,362.3,,,,
2025-02-23 22:07:31+00:00,315.44166666666666,310.438,,,,,,,301.16,290.66857142857145,286.63374999999996,301.25625,304.46,308.175,323.56333333333333,342.3975,343.775,344.02,345.265,343.6433333333334,343.4533333333333,345.10714285714283,343.7,347.84666666666664,,349.2183333333333,347.17125000000004,349.338,348.49499999999995,,,,,,352.42,,,,,,,,,370.85,,369.4425,371.63250000000005,,,,,,,,,,328.15333333333336,328.00199999999995,327.0842857142857,,,346.46125,,349.04,,,,,,
2025-04-12 22:07:12+00:00,301.756,292.725,248.04,252.49,264.87,274.44,286.8,283.92,284.475,281.82,277.87714285714287,292.7485714285714,307.7333333333333,313.96166666666664,324.81857142857143,345.42,340.84,344.02,272.435,302.82,318.65333333333336,334.11833333333334,333.445,333.48333333333335,314.36,334.91999999999996,339.2871428571429,341.33250000000004,337.3,298.06,301.89,318.07,295.88,302.51,309.39,305.33,318.95,323.04,320.87,252.09,189.27,293.01,334.13,324.76,331.95,352.78,358.0566666666667,334.06,263.54,325.8,250.61,,,301.28,,282.33,329.58000000000004,328.04999999999995,318.0133333333333,249.26,237.21,337.8128571428571,313.85,315.84,343.04,353.22,348.21,,,385.49
2025-05-06 22:07:18+00:00,284.515,265.6466666666667,247.95499999999998,251.05500000000006,261.72,270.43,278.67,282.555,282.8533333333333,275.678,262.562,284.762,323.1633333333333,320.98,331.5775,345.54,340.84,344.02,251.9433333333333,282.0825,302.3125,304.24749999999995,320.5575,327.8025,317.15,321.5975,326.84000000000003,314.51,312.33500000000004,303.095,308.125,321.485,310.15999999999997,307.495,311.66499999999996,310.625,323.53499999999997,327.305,322.84000000000003,255.98000000000002,188.57999999999998,286.15,337.685,328.38,335.59000000000003,321.16999999999996,347.09999999999997,336.375,275.435,325.8,250.61,,,301.28,,282.33,332.11,326.86,300.185,254.37,237.21,322.75,321.065,321.03,347.44500000000005,357.79,348.21,,328.18,385.49
