dates,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0030,nzd0531-0031,nzd0531-0032,nzd0531-0033,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0043,nzd0531-0041,nzd0531-0042,nzd0531-0038,nzd0531-0039,nzd0531-0040,satname
2003-02-01 22:09:21+00:00,359.02,332.015,319.60499999999996,318.24,337.165,335.22,340.47,324.81,315.66,322.175,,424.64,427.13,,,402.92,,381.11,,370.29,278.47,,,,,,363.12,,,371.56,382.79,339.66,381.26,388.68,375.87,401.94,378.22,357.52,,,381.18,,369.98,366.45,398.23,387.54,388.36,,,,392.03,390.17,385.18,L7
2003-08-13 21:51:32+00:00,363.89,,,359.24,359.07,361.76,,,348.53,327.2,324.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.97,391.29,346.18,347.31,362.49,,,,,,379.3,,,,,L5
2003-10-07 21:58:35+00:00,369.04499999999996,360.71,365.25,360.78499999999997,359.07,355.98,342.93,329.8,335.80999999999995,321.11,318.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4,380.42,341.78999999999996,349.26,356.20000000000005,383.43,406.24,,,,372.115,,,,,L5
2003-12-26 21:59:30+00:00,369.04499999999996,360.71,365.25,360.78499999999997,359.07,346.81333333333333,333.48,320.45500000000004,325.8533333333333,315.74,318.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4,380.42,341.78999999999996,349.26,356.20000000000005,383.43,406.24,,,,372.115,,,,,L5
2004-07-30 21:57:15+00:00,,327.09,331.74,334.04,331.03,327.36,319.64,304.88,285.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-01-13 22:06:52+00:00,,327.09,331.74,334.04,331.03,327.36,319.64,304.88,285.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.05,,,,,,,,,L5
2005-02-14 22:07:21+00:00,,352.79,,,,342.13,335.3,331.86,327.96,323.18,305.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.18,368.16,369.33000000000004,,,,369.71,,,,,L5
2005-06-22 22:08:22+00:00,,352.79,310.78,308.29,314.73,326.39,317.395,319.685,313.695,323.18,305.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.18,368.16,369.33000000000004,,,,369.71,,,,,L5
2005-08-09 22:08:46+00:00,,352.79,310.78,308.29,325.4,326.39,317.395,319.685,313.695,321.975,316.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.59,366.11,335.92,355.71,343.305,373.96000000000004,366.97,,,,374.61,369.52,,,,L5
2005-09-10 22:08:55+00:00,,,310.78,308.29,325.4,310.65,299.49,307.51,299.43,320.77,318.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.59,366.11,335.92,350.575,349.305,371.67499999999995,359.235,,,,376.43,368.615,,,,L5
2005-11-13 22:09:08+00:00,353.79,344.27,310.78,308.29,328.81333333333333,321.095,299.49,314.35,312.1,317.02,315.49666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.59,366.11,335.92,350.575,349.305,371.67499999999995,359.235,,,,376.43,368.615,,,,L5
2006-04-22 22:12:36+00:00,359.32000000000005,348.54499999999996,,,335.64,334.915,333.26,323.46500000000003,322.97,312.67999999999995,312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,378.57,353.07,357.13,,,359.51,,,,371.56,L5
2006-07-27 22:13:58+00:00,364.85,337.33500000000004,302.59,296.61,307.18,319.46000000000004,312.125,303.28,295.57000000000005,312.09,315.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,378.57,353.07,357.13,,,359.51,,,,371.56,L5
2006-08-05 22:07:55+00:00,348.775,334.9533333333333,307.74,303.855,309.435,315.5466666666667,306.09666666666664,298.4266666666667,290.4266666666667,312.09,315.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,378.57,353.07,357.13,,,359.51,,,,371.56,L5
2006-08-28 22:14:23+00:00,349.84999999999997,336.6425,313.96,308.75,318.5,319.245,310.9075,302.02750000000003,294.505,301.725,306.08000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,378.57,353.07,357.13,,,359.51,,,,371.56,L5
2006-09-13 22:14:35+00:00,349.84999999999997,336.6425,320.01,314.7875,318.5,321.038,313.20799999999997,304.72200000000004,296.55,295.5833333333333,306.08000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.3,366.155,354.41499999999996,352.12,,,359.51,,,356.7,364.62,L5
2007-09-09 22:07:45+00:00,,,327.05,313.24,321.56,316.31,,305.43,294.38,287.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
