dates,satname,nzd0377-0000,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0079,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0069,nzd0377-0070,nzd0377-0001,nzd0377-0002,nzd0377-0003,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0042,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0035,nzd0377-0031,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0060,nzd0377-0043,nzd0377-0072,nzd0377-0061,nzd0377-0062,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0038,nzd0377-0008,nzd0377-0071,nzd0377-0009,nzd0377-0010,nzd0377-0011,nzd0377-0012,nzd0377-0013,nzd0377-0014,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0030,nzd0377-0036,nzd0377-0037,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0111,nzd0377-0112,nzd0377-0015,nzd0377-0016,nzd0377-0113,nzd0377-0114,nzd0377-0103,nzd0377-0104,nzd0377-0105
2000-04-15 21:59:31.785000,L7,,,,,,,,,,,,,,,,,,,,,,376.59,398.74,377.20,362.14,376.77,345.63,353.41,326.09,322.99,314.02,314.17,306.34,300.31,302.03,284.18,387.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01 21:59:30.586000,L7,,,,,,,,,,,,,,,,,392.62,398.60,389.95,392.37,388.76,378.78,379.90,379.09,358.55,361.32,353.17,349.72,330.74,323.35,321.59,320.75,321.31,318.62,291.69,286.15,393.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-17 21:59:19.400000,L7,,,,,,,,,,,406.45,392.47,374.11,348.94,370.21,382.75,370.30,350.35,350.91,353.62,344.30,346.79,351.74,350.67,348.07,355.09,339.48,319.60,323.16,307.81,298.88,294.72,295.20,292.07,,,325.80,,,,,,,,,383.76,364.78,,,,497.82,361.45,374.39,,,,,,,,,,,,,,,,,344.46,,,,,,,,,,,,,357.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:03.789000,L7,,,,,,,,,,,387.92,353.10,345.75,309.55,334.61,374.25,353.65,333.68,335.40,338.92,328.55,303.67,336.72,404.44,393.87,401.81,403.96,388.18,411.98,398.29,396.28,383.43,376.86,367.75,356.12,345.03,286.29,,,,,,,,,354.14,317.01,,,,495.80,478.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:58:20.584000,L7,,,,,,,,,,,398.19,369.72,362.98,342.65,362.87,374.19,359.14,339.52,342.09,346.42,334.85,342.69,354.16,335.85,341.23,319.88,307.19,304.70,303.16,320.56,,,,,,,333.43,,,,,,,,,378.78,355.78,,,,,,,,,,,,,,,,,,,,,,,347.39,,,,,,,,,,,,,279.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-06 21:57:58.861000,L7,,,,,,,,,,394.26,391.10,373.99,367.88,350.31,346.42,319.74,344.83,323.75,323.92,331.01,329.04,320.96,327.08,317.65,297.36,296.76,,,,,,,,,,,313.47,,,,,,,,,321.10,296.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24 21:57:29.684000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.48,372.02,342.28,331.42,319.87,315.40,297.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.66,285.10,,,,,,,,,,324.46,323.49,322.38
2000-11-25 21:57:34.931000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.43,397.74,366.76,358.07,,349.32,342.92,340.41,337.20,321.19,316.44,302.26,302.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.61,318.08,,,,,,,,,,319.08,337.83,337.49
2000-12-11 21:57:36.803000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.54,410.80,400.85,401.58,376.45,364.84,357.31,,364.10,343.13,333.59,333.19,314.80,314.54,309.62,305.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.54,,,,,,,,,,,305.53,317.85,305.73
2001-02-13 21:57:39.607000,L7,,,,,,,,,,,,,,,,,,,392.34,368.97,357.65,,,396.45,416.77,398.86,384.68,390.58,299.54,306.70,344.42,341.33,337.21,330.88,313.37,299.66,358.73,321.13,302.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,,,,,,,332.34,291.75,329.15,,385.45,383.74,383.69,345.33,312.52,,388.50,352.35,359.63,357.08,344.62,344.30,390.04,338.61,340.68,377.13,339.19,,,,393.87,404.03,399.36,399.49,374.91,361.01,304.97,357.21,336.63,325.79,,,,,,363.24,384.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.35,401.76,341.45,,,,,,,,,,,,,377.27,333.90,365.81,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:56:52.440000,L7,,319.56,330.61,359.83,385.62,345.77,362.12,342.66,,,328.36,361.30,358.74,344.84,351.11,381.85,362.07,341.93,329.62,348.16,329.81,,,,,,,,,,,,,,,,,,,,,,,,,379.84,357.39,,,,431.19,439.89,312.19,,,,,,,,,,,,,,315.23,,,377.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,323.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:56:12.984000,L7,,,,,,,,,,,,,,,,,,,,,404.20,385.32,382.47,373.82,353.42,361.39,379.62,350.48,347.97,328.41,327.33,328.47,380.63,359.11,363.10,342.36,386.87,321.99,305.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,,,,,,,,,,,,,,,,,,,,,408.52,399.92,411.84,396.17,381.37,,,,,323.15,341.46,334.49,330.02,329.91,382.89,,360.09,339.98,306.40,310.17,299.70,294.36,295.10,291.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:55:40.572000,L7,,,,,,,,,,,,,,,,,,,,,,,,418.73,411.36,400.37,389.58,385.24,379.54,315.87,318.87,364.63,365.80,356.65,300.39,307.48,,295.33,286.54,330.03,326.05,321.01,312.06,297.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,352.81,,,,,,,,,,,,,,,,,,,,403.62,394.44,379.63,367.20,362.99,357.64,351.47,348.04,330.72,335.67,325.51,317.72,312.76,301.63,288.77,279.59,403.39,280.74,328.41,334.64,327.78,317.95,307.77,309.18,292.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.97,341.85,332.54,316.91,312.31,309.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.78,281.79,,,,,,,,,,307.43,324.12,315.98
2002-03-04 21:56:09.860000,L7,,,,,,,,,,,,,,,,,,,,,,407.38,397.13,399.14,395.26,388.67,,,,350.04,342.83,340.15,337.76,327.84,322.71,314.37,408.80,,,,,,,415.18,362.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.95,,,,,,,,,,,314.96,328.48,324.53
2002-05-07 21:56:03.729000,L7,394.39,,,,,,,,,,393.64,371.85,357.82,345.82,325.29,383.08,364.87,350.50,320.75,334.84,341.73,340.44,328.82,342.65,331.68,334.01,318.45,,,,,,,,,,314.43,,,,,,,,,303.93,357.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:55:12.096000,L7,,,,,,,,,,,,,,,308.38,366.85,360.56,354.23,331.85,332.88,342.98,341.42,353.32,338.02,423.04,406.84,403.52,385.46,387.64,388.23,407.25,402.31,371.68,381.31,363.85,343.40,329.48,,324.03,321.01,320.41,312.10,309.65,,,373.71,353.78,,,,,,,,,,,,,,,,,,,,,,,342.16,,,,,,,,,,,,,285.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,,,,,,,,,,,,374.27,363.54,346.95,375.82,375.56,369.46,349.37,341.45,342.80,345.07,342.58,345.66,347.36,336.05,328.38,323.36,303.65,302.42,293.52,290.71,,374.86,360.20,351.58,333.82,341.97,321.95,287.25,304.37,,,,,,388.24,372.76,,,,,,,,,,,,,,,,,,,,,,,360.21,,,,,,,,,,,,,345.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.32,344.21,351.00,371.65,356.08,338.09,336.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.61,372.91,347.47,,,,,,,,,327.77,346.17,311.21
2003-01-02 21:55:34.113000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.10,386.45,386.43,373.26,350.81,350.30,,357.40,335.76,350.34,376.26,376.83,364.40,360.82,366.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.38,379.45,,,,,,,,,,361.47,317.21,307.30
2003-01-18 21:55:42.118000,L7,,,,,,,,,,,,,,,,,,,,,,399.87,394.43,407.88,404.53,411.90,368.10,403.33,395.74,389.44,385.05,381.25,376.53,363.54,344.18,331.62,401.50,333.32,322.44,281.30,296.22,299.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19 21:55:54.479000,L7,,,,,,,,,,,,,,,328.90,,,,,397.84,407.16,405.48,369.18,383.51,377.52,366.96,400.28,397.21,389.22,357.42,375.09,353.40,311.24,292.53,298.73,,398.98,,,,,,,,,338.97,316.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:55:52.571000,L7,368.40,,,,,,,,,,,,,,,,400.00,382.11,380.78,390.87,360.38,368.52,378.45,368.92,364.01,346.50,347.43,331.04,320.78,297.52,339.36,341.51,339.86,323.12,315.94,405.45,316.60,362.54,346.83,286.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,388.53,,,,,,,,,,387.09,387.00,370.80,361.47,364.04,380.55,366.12,350.56,367.23,355.63,339.17,329.09,357.74,319.93,303.22,,,,395.34,386.69,382.69,374.58,360.18,355.77,344.33,336.16,314.84,,,,,,,,,310.52,345.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,,406.00,345.69,380.07,384.00,,,409.59,374.95,385.82,370.65,382.97,367.40,354.60,308.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.45,323.89,335.00,358.78,,,,,,,318.53,330.77,343.05,309.02,317.08,394.91,369.17,,,,,,,,,,,,,,390.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:43:45.776000,L5,,326.09,341.97,377.84,387.66,376.63,360.38,355.47,368.26,,,,,,,,316.60,315.58,311.42,322.11,312.65,,,,,,,,,,,,,,,,290.43,,,,,,,,,,,,,,,,,,,,,,,301.52,320.96,342.70,347.81,317.60,323.61,371.29,403.34,341.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,,,,,,,,,,396.05,390.77,379.72,363.62,348.45,304.83,323.37,328.13,317.56,315.74,318.76,317.38,,,,,,,,,,,,,,,,295.12,,,,,,,,,301.56,285.76,,,,341.36,324.34,304.97,349.98,,,,,,,,,,,,,,,389.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,276.47,309.70,333.29,366.64,365.81,305.85,354.06,360.81,367.01,389.82,381.83,362.40,355.32,344.90,301.70,346.37,345.44,325.51,327.96,328.70,318.55,,,,,,,,,,,,,,,,293.95,,,,,,,,,,,326.25,232.17,358.67,341.96,319.78,339.06,371.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04 21:47:27.968000,L5,,324.00,340.08,388.23,380.75,363.79,368.56,361.55,367.39,389.23,384.36,355.89,356.07,349.02,324.82,352.54,343.91,323.78,321.56,331.97,316.04,310.33,318.75,289.93,,,,,,,,,,,,,303.79,,,,,,,,,316.46,297.31,,,,340.97,330.48,338.75,391.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:47:56.357000,L5,,,,,,,,,,362.85,369.73,356.59,344.21,324.00,316.13,350.36,329.19,309.14,324.43,337.25,320.76,294.30,306.68,,,,,,,,,,,,,,292.71,,,,,,,,,324.37,298.19,,,,486.54,336.07,382.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,330.01,346.46,376.92,368.03,362.73,358.85,371.84,366.25,,,,,,,353.84,334.62,319.84,319.32,323.83,310.16,313.74,,,,,,,,,,,,,,,307.73,,,,,,,,,,,,,,333.74,324.05,339.16,,,,,,,285.12,326.24,356.07,354.36,322.42,332.58,,301.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:49:21.098000,L5,,,,,,319.05,341.20,360.99,381.60,373.31,372.03,344.76,329.82,307.45,298.03,347.58,332.31,305.83,297.58,295.58,305.91,287.19,,,,,,,,,,,,,,,299.55,,,,,,,,,281.20,,,,,327.35,332.20,339.31,,,,,,,292.96,310.12,349.80,344.60,308.38,314.33,,,356.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:45.084000,L5,,404.63,423.28,380.42,369.84,322.35,349.10,361.81,374.02,,,,,,,335.22,325.37,307.05,303.48,319.50,317.19,318.26,325.28,293.03,,,,,,,,,,,,,308.97,,,,,,,,,,,,,,,,,,,,,,,302.05,319.68,356.51,346.76,319.27,315.80,361.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:50:29.935000,L5,,,,,,,,,,393.49,388.42,354.86,348.70,339.80,333.09,345.29,333.54,329.38,316.15,325.87,319.79,309.79,313.98,305.39,,,,,,,,,,,,,311.12,,,,,,,,,315.95,295.92,,,,457.09,335.59,336.94,389.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,,,,,,,,,,,378.42,371.23,353.16,361.56,381.61,366.67,351.29,355.35,352.70,342.55,344.64,349.63,353.99,341.31,342.69,323.70,322.76,312.79,315.32,299.22,305.35,312.72,292.79,277.81,,341.03,,,,,,,,,384.71,353.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,,,,,,,,,,,,381.85,377.17,354.56,358.11,376.15,371.06,350.64,345.92,359.38,351.42,359.16,366.81,363.31,362.62,351.88,338.27,325.61,324.77,324.45,336.02,342.92,347.40,320.20,322.55,294.91,352.20,298.59,281.41,,,,,,,377.85,345.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-12 21:52:15.232000,L5,,,,,,,,,,397.96,388.87,359.62,362.66,338.62,333.79,369.66,356.12,340.37,336.55,339.22,335.21,315.06,318.80,324.43,312.65,309.93,291.64,290.48,285.84,,,,,,,,327.75,,,,,,,,,332.97,303.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,,,,,,,,,,396.65,388.56,377.84,360.75,345.88,327.29,312.79,324.03,310.06,309.67,312.62,321.83,,,,,,,,,,,,,,,,300.21,,,,,,,,,301.83,283.36,,,,,,,,397.15,398.54,376.84,341.00,401.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.21,422.64,,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,291.57,,,,,,,,,399.30,392.73,386.12,369.70,350.71,326.04,344.71,344.08,330.11,329.60,338.91,330.04,321.42,325.12,307.33,,,,,,,,,,,,,314.10,,,,,,,,,312.61,290.31,339.80,253.37,235.41,,,,,401.50,372.84,412.54,327.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,293.15,,,,,,,,,394.95,386.99,376.04,364.97,348.34,324.38,350.00,353.02,336.00,330.29,338.81,327.67,327.18,334.52,322.51,318.45,305.95,297.90,305.28,290.19,284.56,,,,,,,313.23,,,,,,,,,315.97,295.30,342.71,250.70,,,,,,394.81,389.74,367.19,330.95,402.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,,,,,,,,393.67,395.44,369.49,360.47,335.22,313.61,350.50,349.64,331.40,332.75,336.49,326.09,318.44,319.79,318.49,,,,,,,,,,,,,313.83,,,,,,,,,314.71,293.02,,,,,,,,408.71,396.70,378.55,341.27,415.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:44.925000,L5,283.10,,,,,,389.48,363.16,352.19,395.85,378.58,360.05,350.49,333.75,315.35,345.55,329.20,320.33,321.91,323.40,316.92,,,,,,,,,,,,,,,,293.76,,,,,,,,,296.72,283.71,356.35,261.38,335.71,334.29,314.05,365.37,393.09,,,,,,285.48,328.78,349.34,352.06,328.51,319.74,321.44,332.11,358.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-10 21:54:55.488000,L5,,,,,,,,,,,402.08,368.15,359.61,345.99,336.79,363.89,356.53,332.00,335.76,348.13,332.44,346.28,344.02,345.69,328.77,321.75,311.05,313.58,289.54,299.81,,,,,,,322.50,,,,,,,,,337.80,313.37,,,,402.63,453.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:55:20.007000,L5,,,,,,,,,,389.75,391.50,359.88,357.82,343.91,337.65,319.78,333.02,322.96,317.11,320.69,318.36,318.33,329.17,324.19,314.10,310.55,293.32,298.66,293.48,,,,,,,,310.93,,,,,,,,,324.30,299.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,,,,,,,,,,382.24,368.52,357.27,366.21,373.28,362.30,347.61,345.74,349.33,341.93,350.27,353.83,354.63,344.50,340.13,331.73,325.79,310.33,305.19,299.97,288.92,293.22,287.55,,,341.80,,,,,,,,,368.30,342.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
