dates,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0003,nzd0436-0004,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0009
2006-10-31 22:14:17+00:00,256.01,236.05,233.22,235.18,238.24,236.555,238.185,242.4,260.38,278.02
2006-12-09 22:20:48+00:00,261.405,243.33,242.515,243.34,237.89666666666668,234.80666666666664,237.37,241.20333333333335,259.05,276.1766666666667
2007-01-26 22:21:06+00:00,257.76,237.87666666666667,236.26,235.70666666666668,233.495,228.8,233.61,241.20333333333335,259.05,276.1766666666667
2007-02-04 22:14:57+00:00,252.7475,237.87666666666667,236.26,235.70666666666668,231.88600000000002,226.754,232.57,240.98000000000002,259.055,275.405
2007-02-11 22:21:08+00:00,252.916,240.60250000000002,240.13,231.79500000000002,225.73499999999999,224.96166666666667,229.02666666666667,234.45,259.055,275.818
2007-09-07 22:19:19+00:00,264.07,232.43,227.55,235.35,233.37,220.97,,,,
2007-10-02 22:12:54+00:00,261.64,235.495,234.0,235.075,238.775,230.995,,,,
2008-12-23 22:04:28+00:00,,,,,229.75,222.02,227.74,240.23,265.75,279.76
2013-05-02 22:27:58+00:00,295.23,277.77,274.04,276.23,274.92,267.47,276.83,274.07,,
2013-07-14 22:21:58+00:00,294.87,281.35,268.53,275.23,272.26,262.0,271.315,273.15,283.27,283.42
2013-09-16 22:21:57+00:00,294.65333333333336,280.4433333333333,267.7966666666667,275.1433333333334,272.11,264.9766666666667,272.8066666666667,273.1066666666666,286.245,287.395
2013-09-23 22:28:04+00:00,296.4225,281.2875,269.8725,276.1275,272.845,267.3525,274.1825,274.185,290.01666666666665,293.7866666666667
2013-10-18 22:21:49+00:00,294.658,279.826,268.27200000000005,274.998,271.922,267.596,272.25,272.544,288.7475,288.4525
2013-12-21 22:21:27+00:00,296.062,280.48,269.77,275.072,271.84000000000003,268.434,272.54200000000003,273.77000000000004,290.61,290.982
2014-02-07 22:20:57+00:00,296.65600000000006,278.308,271.832,275.256,272.75200000000007,271.0,274.566,273.468,291.96400000000006,293.18199999999996
2014-03-02 22:26:45+00:00,297.8933333333334,278.3833333333333,274.16,275.2266666666667,272.4216666666667,269.28833333333336,275.31666666666666,273.1116666666667,292.845,290.68833333333333
2014-05-14 22:19:32+00:00,289.1825,277.95666666666665,279.23,274.5825,277.995,264.56,274.01,273.3,293.74,289.65500000000003
2014-09-03 22:20:06+00:00,272.365,272.58,270.985,268.805,281.3,257.145,263.35,268.015,285.905,283.4
2014-09-19 22:20:06+00:00,278.84999999999997,271.695,268.1133333333333,267.5366666666667,282.46,256.69666666666666,264.19666666666666,268.82,285.17333333333335,281.33666666666664
2014-10-21 22:20:13+00:00,282.41999999999996,270.8666666666666,267.63,261.87,279.6175,256.8525,254.23499999999999,268.0475,285.66499999999996,282.03999999999996
2014-11-06 22:20:13+00:00,284.344,271.7425,266.71,257.48,278.18,258.26800000000003,251.102,267.72799999999995,285.758,283.684
2014-12-24 22:20:05+00:00,291.38599999999997,271.68,263.71,255.75,271.306,258.786,250.75,266.92199999999997,285.1039999999999,282.104
2014-12-31 22:26:11+00:00,291.0283333333333,271.75666666666666,262.895,257.43333333333334,270.55333333333334,259.52,253.14,266.21,284.9183333333333,277.9316666666667
2015-02-10 22:19:50+00:00,291.3614285714286,272.05,264.1485714285714,258.8671428571429,270.37428571428575,259.9114285714286,255.7057142857143,266.5042857142857,285.48571428571427,280.13142857142856
2015-02-17 22:25:59+00:00,290.45875,271.53125,263.61625,259.0625,269.31125000000003,259.0825,255.7057142857143,266.09,285.08374999999995,279.79999999999995
2015-02-26 22:19:46+00:00,290.41,271.5433333333333,263.2322222222222,259.94,267.9377777777778,259.71333333333337,256.62625,266.09444444444443,285.1588888888889,279.94777777777773
2015-03-14 22:19:35+00:00,290.235,271.41375,262.9225,259.16875,267.6725,259.9525,255.5814285714286,266.22125,284.56888888888886,278.9133333333333
2015-04-15 22:19:22+00:00,291.945,273.23625,265.275,260.5925,266.53499999999997,261.475,257.21285714285716,267.08875,285.8044444444444,282.6288888888889
2015-05-01 22:19:12+00:00,292.93375,275.0525,265.8575,263.96375,266.0175,261.56,263.0571428571428,267.9675,285.76444444444445,283.71333333333337
2015-05-24 22:25:14+00:00,293.41625,276.53,265.87,268.55875,265.68625000000003,261.14125,267.5128571428571,268.62125000000003,285.8722222222222,283.3944444444444
2015-08-21 22:19:45+00:00,297.06800000000004,281.44399999999996,268.45200000000006,272.546,267.238,261.05199999999996,267.85,271.34399999999994,285.9583333333333,288.395
2015-09-06 22:19:50+00:00,297.358,282.79200000000003,268.922,273.16999999999996,268.956,260.314,268.256,271.916,285.9166666666667,288.2783333333333
2015-09-13 22:26:05+00:00,297.695,281.455,269.18333333333334,272.4633333333333,268.98333333333335,260.06,267.785,271.00166666666667,287.415,289.0833333333333
2016-01-03 22:26:15+00:00,292.9925,276.3975,265.9225,269.0325,267.545,259.86249999999995,265.27250000000004,267.6275,285.19,282.1375
2016-02-13 22:19:56+00:00,293.156,276.29200000000003,265.43999999999994,268.97799999999995,268.098,261.16999999999996,266.338,268.358,285.88800000000003,282.674
2016-02-20 22:26:03+00:00,292.3,274.356,265.79799999999994,268.514,269.15,262.47999999999996,267.87399999999997,267.892,286.236,282.27200000000005
2016-02-29 22:19:53+00:00,292.16833333333335,274.34666666666664,266.28999999999996,268.18833333333333,268.62166666666667,262.53,268.0466666666667,269.32,286.535,283.3516666666667
2016-03-07 22:26:02+00:00,292.308,270.7383333333333,264.7116666666667,267.81,269.238,262.822,268.636,268.2183333333333,283.2083333333333,282.8516666666667
2016-03-16 22:19:48+00:00,291.344,270.7333333333333,264.33500000000004,267.428,269.54200000000003,263.544,269.594,269.4833333333333,283.24,284.45
2016-04-17 22:19:33+00:00,284.18,270.7333333333333,263.19428571428574,266.83166666666665,268.8333333333333,261.9033333333333,268.8016666666667,269.44,284.0128571428571,283.85285714285715
2016-04-24 22:25:40+00:00,284.15857142857146,271.27714285714285,262.665,267.21714285714285,267.9685714285714,261.40142857142854,268.20285714285717,269.40625,283.87375,283.26125
2016-09-08 22:20:12+00:00,279.5125,275.0466666666667,261.7325,265.98249999999996,267.1225,258.085,266.7925,271.09000000000003,285.8275,287.4275
2016-11-18 22:26:30+00:00,287.585,275.86,256.575,263.53,269.275,262.95500000000004,268.15999999999997,273.985,287.15,304.345
2016-12-04 22:26:29+00:00,289.13,275.45500000000004,260.75666666666666,264.24,268.08,261.5266666666667,264.93666666666667,270.56333333333333,287.4866666666667,302.31
2017-02-15 22:19:55+00:00,291.11,276.3933333333334,264.1,265.95666666666665,268.92499999999995,263.3325,267.8775,271.6725,289.32,302.6
2017-04-20 22:19:23+00:00,292.0775,278.6466666666667,263.4375,268.3733333333333,267.46,264.485,267.88,272.3325,290.18,300.4175
2017-09-02 22:26:16+00:00,299.16499999999996,283.765,270.71000000000004,274.90999999999997,270.755,268.445,270.79499999999996,274.63,289.13,294.56
2017-09-18 22:26:19+00:00,296.84,282.15333333333336,266.59,272.2366666666667,269.9433333333333,267.20666666666665,269.76,276.98,293.41499999999996,299.755
2017-11-05 22:26:27+00:00,294.81666666666666,279.5733333333333,265.33666666666664,269.96,271.2,267.28333333333336,269.5233333333333,275.94,294.93,296.81
2017-11-30 22:20:08+00:00,292.7125,277.77,262.45500000000004,263.21,267.22999999999996,265.29,267.585,273.8066666666667,292.1366666666667,292.2966666666667
2018-02-25 22:25:54+00:00,293.82399999999996,277.092,265.32,264.22200000000004,268.426,265.728,268.57,274.37,292.8575,294.0825
2018-03-06 22:19:38+00:00,293.15799999999996,276.972,265.366,263.492,267.952,264.954,269.356,275.498,294.36199999999997,297.596
2018-04-30 22:25:20+00:00,294.942,277.072,266.098,263.62,267.706,263.488,268.5,273.6,294.55,294.506
2018-05-16 22:25:09+00:00,296.64,278.468,267.258,264.45200000000006,268.716,261.57,268.946,272.996,295.612,293.75600000000003
2018-07-28 22:19:15+00:00,299.2,279.995,265.812,268.702,270.25,260.606,267.066,274.56399999999996,295.78999999999996,294.66400000000004
2018-08-20 22:25:39+00:00,296.318,278.018,259.59833333333336,266.0083333333333,267.40500000000003,258.41833333333335,262.60833333333335,272.35999999999996,293.685,291.165
2018-08-29 22:19:32+00:00,294.378,278.718,256.555,265.36499999999995,266.7616666666667,256.7033333333333,256.2616666666667,270.56333333333333,287.98,289.51000000000005
2018-10-07 22:25:57+00:00,293.008,277.824,253.90166666666667,263.92833333333334,265.80833333333334,256.0833333333333,255.295,269.74666666666667,286.36833333333334,286.05
2019-01-11 22:26:01+00:00,290.0475,275.9575,254.67000000000002,263.38199999999995,265.088,258.854,254.94400000000002,270.86199999999997,281.95,289.7975
2019-02-05 22:19:45+00:00,290.202,275.29,257.846,263.606,264.192,260.104,258.162,269.926,282.204,287.995
2019-02-28 22:25:51+00:00,292.67999999999995,275.3725,268.155,266.85249999999996,266.255,264.47999999999996,272.2525,274.3225,288.715,289.8525
2019-04-01 22:25:42+00:00,292.044,273.804,265.29,265.556,265.078,262.28999999999996,271.08,272.21,287.356,286.62
2019-04-17 22:25:36+00:00,291.004,271.26,261.38199999999995,264.238,262.524,258.86,268.83599999999996,270.51599999999996,285.70799999999997,282.062
2019-05-12 22:19:32+00:00,296.37833333333333,277.81666666666666,261.38199999999995,264.238,267.84833333333336,258.86,272.95,275.24666666666667,285.70799999999997,282.062
2019-07-31 22:20:02+00:00,298.60499999999996,278.175,258.04499999999996,263.0525,267.334,256.5075,272.462,274.44666666666666,284.06000000000006,277.858
2019-08-23 22:26:20+00:00,298.02500000000003,277.64666666666665,256.1825,261.2875,267.356,255.09666666666666,273.4625,273.515,282.308,276.822
2019-09-01 22:20:11+00:00,298.2566666666666,278.46166666666664,253.10999999999999,260.72249999999997,266.356,255.39000000000001,272.92499999999995,273.34999999999997,282.36800000000005,277.52200000000005
2019-09-08 22:26:24+00:00,297.06142857142856,277.3128571428571,253.72199999999998,259.81,266.28833333333336,256.6675,272.568,272.90285714285716,282.93833333333333,277.9916666666667
2019-09-17 22:20:17+00:00,296.04625,276.6075,254.0683333333333,259.14833333333337,265.16285714285715,256.372,271.84,272.975,283.32714285714286,278.63714285714286
2019-11-11 22:26:31+00:00,294.10166666666663,272.8433333333333,257.52799999999996,257.624,262.30600000000004,259.7075,269.67,271.07666666666665,284.1983333333333,282.2366666666667
2019-12-22 22:20:15+00:00,294.0685714285714,272.38428571428574,258.04333333333335,258.78833333333336,262.4266666666667,259.75,269.202,271.06857142857143,284.89,281.82
2020-02-24 22:19:58+00:00,293.195,272.2633333333333,259.645,260.02000000000004,264.2133333333333,260.3833333333333,270.0116666666667,271.88,286.915,283.4533333333333
2020-03-11 22:19:52+00:00,294.046,272.71999999999997,262.382,259.9725,264.435,259.7125,269.5325,271.9425,286.90250000000003,283.945
2020-08-25 22:26:16+00:00,292.9,278.175,268.36,,,,265.42,,281.73,283.59
2020-10-21 22:20:19+00:00,288.10499999999996,274.88,255.05,238.81,259.99,255.91,264.44,266.26,283.245,282.17499999999995
2021-02-17 22:26:14+00:00,289.0733333333333,274.80333333333334,258.97,252.44,265.22,261.49,267.6933333333333,266.615,284.3433333333333,281.71
2021-03-30 22:19:46+00:00,289.65999999999997,274.8,261.64000000000004,257.46,266.2266666666667,260.52000000000004,270.00333333333333,268.7166666666667,285.48333333333335,281.81
2021-05-17 22:19:36+00:00,292.84666666666664,279.5733333333333,264.2666666666667,270.2233333333333,269.8633333333333,263.2633333333334,272.3833333333334,272.44,286.33666666666664,280.59666666666664
2021-08-12 22:26:18+00:00,293.75249999999994,279.4375,263.77,270.4975,269.365,262.1125,271.89250000000004,272.92,285.47749999999996,281.4925
2021-09-13 22:26:27+00:00,292.5125,279.3375,262.835,269.9875,268.49,259.8575,269.58500000000004,273.1175,284.48,281.08750000000003
2021-09-29 22:26:31+00:00,292.915,278.8025,261.6525,270.1825,268.72999999999996,261.64500000000004,270.0975,274.22249999999997,285.03249999999997,282.72249999999997
2021-10-08 22:20:23+00:00,291.952,277.992,260.642,268.54,267.532,261.052,269.558,273.71999999999997,285.176,282.336
2021-10-31 22:26:35+00:00,291.285,277.2083333333333,260.35499999999996,267.64166666666665,266.7366666666666,260.92333333333335,269.2266666666667,273.6933333333333,285.09166666666664,283.3883333333333
2021-11-21 22:22:10+00:00,291.41333333333336,275.705,262.1383333333333,266.83166666666665,267.2366666666667,261.2316666666667,270.29333333333335,273.4066666666667,285.99,286.2766666666667
2021-12-11 22:20:20+00:00,292.3071428571428,276.69,263.7028571428571,268.0242857142857,267.88,262.6771428571429,271.2557142857143,273.85285714285715,287.08142857142855,287.96285714285716
2022-01-11 22:26:24+00:00,292.65749999999997,276.8725,264.315,268.79125,268.32125,263.7225,271.96999999999997,274.82875,287.72375,289.175
2022-01-12 22:20:13+00:00,292.9922222222222,276.96777777777777,264.52555555555557,268.7555555555556,268.1477777777778,264.03111111111116,272.5377777777778,274.8122222222222,287.9377777777778,289.30333333333334
2022-01-19 22:26:22+00:00,292.57599999999996,276.531,264.114,268.432,267.682,263.752,271.948,274.62800000000004,287.95799999999997,288.323
2022-01-20 22:20:15+00:00,292.75636363636363,276.72272727272724,264.65999999999997,268.5609090909091,267.79818181818183,264.1045454545455,272.3690909090909,274.8881818181818,288.33181818181816,288.70454545454544
2022-01-27 22:26:26+00:00,293.05583333333334,276.87,265.2075,268.8491666666667,268.12416666666667,264.58583333333337,272.76666666666665,275.0891666666667,288.42583333333334,289.93
2022-01-28 22:20:07+00:00,292.6930769230769,276.37,264.6976923076923,266.05538461538464,267.3546153846154,263.7553846153846,272.0307692307692,274.57153846153847,288.2423076923077,288.92
2022-02-13 22:20:04+00:00,292.50615384615384,276.15999999999997,265.20923076923077,265.94153846153847,267.24461538461543,264.1446153846154,272.3715384615385,274.6223076923077,288.82076923076926,290.09076923076924
2022-02-20 22:26:12+00:00,292.365,276.02785714285716,265.41857142857145,265.995,267.1857142857143,263.84285714285716,272.155,274.59714285714284,288.8092857142857,290.17857142857144
2022-03-01 22:20:00+00:00,292.49600000000004,275.8473333333333,265.38,266.03333333333336,267.364,263.9346666666667,272.23333333333335,274.488,288.6553333333333,289.81
2022-03-08 22:26:09+00:00,291.78812500000004,275.564375,265.285625,266.03333333333336,267.364,261.37875,270.52375,274.488,288.6553333333333,289.81
2022-03-09 22:20:01+00:00,291.7541176470588,275.79470588235296,265.63352941176475,266.34499999999997,267.515625,260.9335294117647,270.73470588235296,274.319375,288.4125,290.291875
2022-03-17 22:19:53+00:00,291.9364705882353,275.84352941176473,265.65352941176474,266.310625,267.090625,260.81823529411764,270.7211764705882,274.575625,288.73625,290.41125
2022-03-24 22:25:59+00:00,291.74055555555555,275.66777777777776,265.2588888888889,266.20411764705887,266.85705882352937,260.56055555555554,270.5988888888889,274.175294117647,288.42823529411766,289.9358823529412
2022-03-25 22:19:56+00:00,291.6610526315789,275.73263157894735,265.14263157894743,266.1683333333333,266.9866666666667,260.4352631578948,270.3247368421052,273.9322222222222,288.28166666666664,289.59666666666664
2022-04-01 22:26:07+00:00,291.6663157894737,275.608947368421,265.50210526315794,266.09333333333336,267.05111111111114,260.15000000000003,270.0815789473684,273.565,288.2277777777778,289.44777777777773
2022-04-02 22:19:43+00:00,291.963,276.24699999999996,265.642,266.52,267.3578947368421,260.56100000000004,270.2505,273.71263157894737,288.288947368421,289.83210526315787
2022-04-17 22:25:58+00:00,292.425,276.64,266.433,267.01736842105265,267.6726315789474,260.918,270.39549999999997,273.9078947368421,288.29,290.6247368421053
2022-04-26 22:19:44+00:00,292.3338095238095,276.80047619047616,266.0442857142857,267.01736842105265,267.6726315789474,259.2861904761905,270.39549999999997,273.9078947368421,288.15999999999997,290.27
2022-09-08 22:26:23+00:00,292.42625,278.35625,264.32500000000005,268.0514285714286,267.6457142857143,257.50125,268.64285714285717,272.4114285714286,286.56624999999997,287.27125
2022-09-09 22:20:35+00:00,292.6488888888889,278.48333333333335,264.53222222222223,268.59625,268.28875,258.8666666666667,269.655,272.39625,286.8666666666667,288.67333333333335
2022-10-02 22:26:47+00:00,293.12,279.124,265.84,270.82000000000005,270.21250000000003,259.612,272.3575,274.195,286.822,289.982
2022-10-10 22:26:34+00:00,292.40333333333336,278.2916666666667,264.8283333333333,269.192,270.03000000000003,260.13000000000005,272.12600000000003,273.79200000000003,287.1933333333333,289.8016666666667
2022-10-18 22:26:43+00:00,291.6483333333333,276.59999999999997,263.05,267.656,270.188,260.2316666666666,272.95199999999994,272.95,287.4116666666667,288.66166666666663
2022-11-04 22:20:24+00:00,291.02833333333336,275.23499999999996,262.64500000000004,262.21,269.39500000000004,265.64500000000004,271.53833333333336,272.405,286.98,288.88166666666666
2022-12-21 22:26:33+00:00,290.99,274.4842857142857,263.51142857142855,262.73285714285714,269.4742857142857,265.7,271.82714285714286,272.3742857142857,287.28285714285715,288.77714285714285
2022-12-22 22:20:23+00:00,290.96750000000003,273.9975,263.40875,262.75125,269.42875000000004,265.89250000000004,271.995,272.13,287.25125,287.92625
2022-12-30 22:20:24+00:00,291.15333333333336,273.44,264.10555555555555,262.95222222222225,269.4811111111111,265.7077777777778,272.3333333333333,271.4711111111111,287.30333333333334,287.2944444444445
2023-01-07 22:20:26+00:00,293.64099999999996,276.521,267.631,266.307,271.817,268.538,274.85299999999995,274.555,289.779,287.2944444444445
2023-01-14 22:26:33+00:00,293.48454545454547,276.0772727272727,267.29090909090905,265.8027272727273,270.6972727272727,268.19090909090914,270.1545454545454,270.45,289.779,287.2944444444445
2023-01-22 22:26:31+00:00,292.82166666666666,275.1475,266.71083333333337,264.9975,270.075,267.2966666666667,269.5258333333333,270.10083333333336,289.2509090909091,286.64
2023-01-23 22:20:20+00:00,292.4123076923077,274.8115384615385,266.3715384615385,263.3976923076923,269.6369230769231,266.85769230769233,269.26384615384615,270.34384615384613,289.1666666666667,286.41181818181815
2023-02-08 22:20:30+00:00,292.7085714285714,274.92571428571426,266.885,263.925,269.9407142857143,267.12357142857144,269.89142857142855,270.81642857142856,289.45,288.9775
2023-02-15 22:26:37+00:00,292.64866666666666,274.61066666666665,267.11466666666666,263.97066666666666,269.84,266.79200000000003,270.036,270.9766666666667,289.25857142857143,288.40846153846155
2023-02-16 22:20:13+00:00,292.336875,274.020625,266.1275,263.97066666666666,268.9275,266.169375,270.036,270.404375,288.82,287.3692857142857
2023-02-23 22:26:14+00:00,292.45647058823533,274.24176470588236,266.4188235294118,264.53625,269.0382352941176,266.3982352941177,270.4525,270.9052941176471,289.0625,288.544
2023-02-24 22:20:15+00:00,292.3338888888889,273.7933333333333,266.13,264.3464705882353,268.9422222222222,265.98333333333335,270.48,270.6794444444444,288.8729411764706,287.775
2023-03-03 22:26:24+00:00,291.9031578947368,273.0736842105263,265.26894736842104,262.06,268.64894736842103,265.2242105263158,268.4344444444444,270.1594736842105,288.1305555555556,287.00882352941176
2023-03-12 22:20:08+00:00,291.40333333333336,272.3966666666667,264.7316666666667,259.7611764705882,268.19444444444446,264.2294444444444,267.6470588235294,269.7622222222222,287.74823529411765,285.9125
2023-03-27 22:25:59+00:00,291.09473684210525,272.44736842105266,264.5284210526316,260.03999999999996,268.1326315789473,263.84315789473686,267.52722222222224,269.72315789473686,287.4322222222222,285.99411764705883
2023-03-28 22:19:57+00:00,290.9645,272.5395,264.6,260.27473684210526,268.147,263.6195,267.71210526315787,269.88399999999996,287.31105263157895,286.2638888888889
2023-04-13 22:19:50+00:00,290.85105263157897,272.36315789473684,264.2605263157895,259.31055555555554,267.64,262.99105263157895,266.8377777777778,269.2247368421053,287.055,285.5705882352941
2023-05-14 22:25:26+00:00,290.9747058823529,272.38941176470587,264.90352941176474,260.554375,267.66,263.0158823529412,264.56588235294123,268.62,287.30062499999997,285.38933333333335
2023-05-23 22:19:17+00:00,290.9747058823529,272.38941176470587,264.90352941176474,260.554375,267.66,263.0158823529412,264.56588235294123,268.438947368421,286.27176470588233,284.368125
2023-08-02 22:26:01+00:00,289.25454545454545,270.948,261.1736363636364,257.71299999999997,266.40090909090907,258.4645454545455,259.71636363636367,268.2053846153846,283.3341666666667,283.9975
2023-08-26 22:26:04+00:00,286.6557142857142,271.15500000000003,256.9342857142857,251.23499999999999,265.6014285714286,254.30428571428573,252.79875,266.1144444444444,279.695,278.57375
2023-08-27 22:19:59+00:00,286.92499999999995,271.73,257.125,252.18142857142857,265.85125,254.415,253.7911111111111,266.483,280.0788888888889,278.21000000000004
2023-09-03 22:26:09+00:00,287.39375,273.60857142857145,257.90125,257.34142857142854,266.17875000000004,255.3975,257.29777777777775,267.521,280.99666666666667,279.11888888888893
2023-10-06 22:20:06+00:00,286.945,271.86,255.0633333333333,253.26399999999998,265.2516666666667,254.52166666666665,250.2957142857143,266.1075,280.14142857142855,274.9085714285714
2023-10-21 22:26:20+00:00,287.1566666666667,270.648,255.77666666666664,253.252,266.2966666666667,255.46666666666667,250.86428571428573,267.14375,280.17285714285714,276.14285714285717
2023-10-29 22:26:21+00:00,287.20714285714286,270.075,255.86999999999998,253.05999999999997,266.3957142857143,256.97999999999996,252.32125000000002,267.4822222222222,280.73375,277.26375
2023-10-30 22:20:12+00:00,287.20714285714286,270.075,255.86999999999998,250.07142857142858,266.315,257.75374999999997,251.02333333333334,267.394,280.94,276.86555555555555
2023-11-06 22:26:20+00:00,287.17125,269.11857142857144,256.14375,248.92374999999998,266.51444444444445,257.77555555555557,250.152,267.08454545454543,281.01,276.442
2023-11-23 22:20:17+00:00,287.67333333333335,269.41625,257.5422222222222,250.67666666666668,266.801,258.648,253.94,268.61199999999997,282.629,277.522
2023-11-30 22:26:28+00:00,287.544,268.9244444444445,258.021,251.33800000000002,266.9763636363636,259.3109090909091,252.64818181818183,268.31,282.6536363636364,277.56
2023-12-09 22:20:14+00:00,288.2145454545455,269.381,259.5172727272727,252.93727272727273,267.325,260.1408333333333,254.7441666666667,269.0708333333333,283.27166666666665,279.30916666666667
2023-12-17 22:20:12+00:00,288.36083333333335,269.5763636363636,260.23333333333335,253.87,267.4023076923077,260.4846153846154,256.07,269.2446153846154,283.46153846153845,279.53076923076924
2024-01-26 22:20:14+00:00,288.2623076923077,269.42583333333334,260.21,251.58230769230767,267.475,260.5357142857143,256.98785714285714,269.51714285714286,283.78000000000003,280.2742857142857
2024-02-02 22:26:28+00:00,287.50615384615384,269.18461538461537,260.10769230769233,251.8176923076923,266.97785714285715,261.31928571428574,258.9007142857143,269.3642857142857,283.21214285714285,280.0207142857143
2024-02-10 22:26:16+00:00,287.1592857142857,269.2807142857143,259.79428571428576,252.75714285714284,266.47,261.23533333333336,259.34666666666664,269.5733333333333,283.2353333333333,279.78266666666667
2024-02-19 22:20:03+00:00,287.1933333333333,269.298,259.52200000000005,253.43933333333334,266.243125,261.03625,259.76125,269.87375000000003,283.294375,279.67625
2024-02-27 22:20:07+00:00,287.33,268.5942857142857,259.955,253.01533333333336,265.94800000000004,261.4193333333333,259.53799999999995,270.36333333333334,283.616,281.7366666666667
2024-03-21 22:26:18+00:00,287.07428571428574,268.4692857142857,259.7992857142857,253.0573333333333,265.392,261.2753333333333,259.57466666666664,270.5,283.58866666666665,281.746
2024-03-22 22:19:42+00:00,287.48999999999995,268.78799999999995,259.0706666666667,253.0573333333333,265.392,261.2753333333333,259.57466666666664,268.354375,283.27937499999996,281.30375
2024-03-29 22:25:46+00:00,287.424375,269.145625,259.005625,253.895625,265.16499999999996,261.16625,260.183125,268.68294117647065,283.21235294117645,281.9641176470588
2024-04-07 22:19:35+00:00,288.07624999999996,270.080625,259.33750000000003,255.8575,265.1775,261.18125,262.0075,269.14176470588234,283.3276470588235,282.6017647058823
2024-05-08 22:25:46+00:00,288.09214285714285,272.56857142857143,259.17071428571427,260.13076923076926,264.9607692307692,260.4661538461538,264.86,269.61785714285713,282.9264285714286,283.68642857142856
2024-05-24 22:25:35+00:00,288.6042857142857,273.28357142857146,257.1664285714286,260.9246153846154,265.06538461538463,259.40384615384613,264.25538461538457,269.5557142857143,282.78499999999997,283.54714285714283
2024-08-05 22:19:30+00:00,288.805,275.474,253.36666666666667,264.41375000000005,263.38375,256.64250000000004,264.95624999999995,269.1588888888889,282.08888888888885,283.25222222222214
2024-08-13 22:19:38+00:00,289.466,276.365,253.27777777777777,264.37874999999997,263.52625,254.5,263.925,268.90222222222224,282.01444444444445,283.60999999999996
2024-11-17 22:20:02+00:00,288.9225,275.0575,248.46333333333334,269.8549999999999,262.90333333333336,250.3733333333333,248.26,270.47333333333336,282.93666666666667,278.43
2024-12-18 22:26:19+00:00,286.80499999999995,273.8025,257.77333333333337,267.865,262.7866666666667,256.1933333333333,253.1833333333333,272.00666666666666,284.27666666666664,284.5866666666667
2024-12-26 22:26:13+00:00,287.54799999999994,273.594,258.53000000000003,267.5,263.8,258.8175,258.7425,272.8125,284.46,286.1575
2025-01-03 22:26:15+00:00,287.4633333333333,272.8233333333333,258.812,265.435,264.756,259.594,261.488,272.656,284.782,286.418
2025-01-04 22:20:02+00:00,288.43285714285713,273.00714285714287,259.975,265.852,265.46999999999997,261.09499999999997,264.0566666666667,273.2033333333333,285.56,288.28000000000003
2025-01-11 22:26:16+00:00,287.9525,272.25375,259.5457142857143,262.55333333333334,265.05571428571426,260.51142857142855,264.64285714285717,272.84285714285716,285.48285714285714,287.6657142857143
2025-01-12 22:20:09+00:00,287.99555555555554,272.1877777777778,259.2,258.4,265.17,260.91875,265.77625,272.9725,285.23125,287.6657142857143
2025-01-19 22:26:22+00:00,287.736,272.346,258.9477777777778,259.1,265.15777777777777,261.27,266.62333333333333,273.15444444444444,285.12666666666667,289.4525
2025-01-20 22:20:01+00:00,287.53090909090906,271.62363636363636,258.81100000000004,258.73555555555555,265.18,261.052,267.018,273.066,284.884,287.8933333333333
