dates,satname,nzd0003-0000,nzd0003-0001,nzd0003-0002,nzd0003-0030,nzd0003-0031,nzd0003-0005,nzd0003-0006,nzd0003-0007,nzd0003-0008,nzd0003-0009,nzd0003-0010,nzd0003-0011,nzd0003-0012,nzd0003-0013,nzd0003-0014,nzd0003-0015,nzd0003-0016,nzd0003-0017,nzd0003-0018,nzd0003-0003,nzd0003-0004,nzd0003-0019,nzd0003-0020,nzd0003-0029,nzd0003-0021,nzd0003-0022,nzd0003-0026,nzd0003-0027,nzd0003-0028
2016-08-07 22:17:37.552000,L8,,,,311.00,296.67,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-24 22:17:49.840000,L8,,,,,360.67,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10 22:17:54.274000,L8,,,,290.20,296.59,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 22:17:15.240000,L8,,,,318.11,304.99,362.11,373.56,376.81,393.78,384.68,382.46,374.87,370.82,368.78,370.10,379.51,,,,364.28,367.44,,,325.02,,,,,
2017-08-10 22:17:37.375000,L8,,,,314.99,305.76,,,,,,,,,,,,,,,,,,,296.99,,,,,
2017-09-27 22:17:48.664000,L8,,,,,288.29,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29 22:17:53.844000,L8,,,,312.72,302.37,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 22:16:59.037000,L8,,,,255.04,296.88,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25 22:16:28.178000,L8,,,,314.77,304.43,,,,,,,,,,,,,,,,,,,246.38,,,,,
2018-06-26 22:16:36.823000,L8,,,,,280.69,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29 22:17:08.269000,L8,,,,314.77,305.35,,,,,,,,,,,,,,,,,,,245.05,,,,,
2018-11-17 22:17:31.986000,L8,,289.68,307.74,317.08,301.83,,,,,,,,,,,,,,,281.28,,,,,,,,,
2019-01-04 22:17:27.803000,L8,,,,319.21,304.16,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:17:21.574000,L8,,,,314.01,302.72,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25 22:17:09.739000,L8,,,,317.91,302.18,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26 22:16:59.330000,L8,,,,320.14,303.74,,,,,,,,,,,,,,,,,,,318.37,,,,290.85,304.47
2019-05-12 22:17:08.680000,L8,,,,322.03,306.71,,,,,,,,,,,,,,,,,,,323.85,,,,295.79,307.31
2019-05-28 22:17:17.913000,L8,,,,321.07,308.06,,,,,,,,,,,,,,,,,,,319.97,,,,294.20,305.24
2019-08-16 22:17:44.396000,L8,,,,315.30,306.24,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04 22:17:58.697000,L8,,,,314.88,303.56,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:17:51.823000,L8,,,,316.31,304.49,,,,,,,,,,,,,,,,,,,246.49,,,,,
2020-01-23 22:17:43.927000,L8,,,,322.79,305.96,,,,,,,,,,,,,,,,,,,251.19,,,,,
2020-02-08 22:17:38.924000,L8,,,363.11,316.51,302.17,364.53,372.58,375.80,385.98,379.87,378.35,372.81,375.45,370.80,362.34,361.45,,,,368.40,368.94,,,,,,,,
2020-02-24 22:17:35.189000,L8,,,,315.48,301.50,,,382.62,388.36,371.30,379.24,378.11,,,,,,,,,,,,,,,,,
2020-03-11 22:17:28.877000,L8,,,,314.66,300.21,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:17:20.128000,L8,,,381.27,316.77,301.25,359.70,367.77,374.94,378.93,376.96,371.63,369.59,368.22,362.93,360.58,365.81,362.44,359.18,369.70,349.01,350.75,370.35,366.70,,,,,,
2020-09-03 22:17:46.393000,L8,,,,312.42,300.12,,,,,,,,,,,,,,,,,,,249.37,,,,,
2020-09-19 22:17:52.015000,L8,,,,314.72,301.28,,,,,,,,,,,,,,,,,,,247.64,,,,,
2021-01-09 22:17:48.906000,L8,,,,316.09,300.50,,,,,,,,,,,,,,,,,,,243.53,,,,,
2021-01-25 22:17:44.203000,L8,,,,315.72,304.99,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 22:17:16.883000,L8,,,,325.33,305.46,,,,,,,,,,,,,,,,,,,244.28,,,,,
2021-05-01 22:17:07.841000,L8,,,,322.23,303.69,,,,,,,,,,,,,,,,,,,321.08,,,,290.82,300.85
2021-07-04 22:17:29.944000,L8,,,,323.53,307.68,,,,,,,,,,,,,,,,,,,324.78,,,,278.93,295.29
2021-11-09 22:17:58.951000,L8,,,,317.87,301.02,,,,,,,,,,,,,,,,,,,244.52,,,,,
2021-11-25 22:17:57.047000,L8,,,,316.26,299.62,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:17:52.138000,L9,,,,317.76,303.08,,,,,,,,,,,,,,,,,,,241.28,,,,,
2022-01-12 22:17:49.562000,L8,,,,315.02,297.89,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 22:17:43.336000,L9,,,,315.01,299.52,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:17:37.608000,L9,,,,316.91,296.35,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 22:17:13.223000,L9,,,,320.47,297.52,,,,,,,,,,,,,,,,,,,245.88,,,,,
2022-06-05 22:17:39.656000,L8,,,,320.34,300.12,,,,,,,,,,,,,,,,,,,319.64,,,,,300.03
2022-06-13 22:17:12.050000,L9,,,,,280.17,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31 22:17:39.593000,L9,,,,322.13,299.96,,,,,,,,,,,,,,,,,,,249.77,,,,,
2022-08-08 22:18:05.196000,L8,,,,321.83,305.90,,,,,,,,,,,,,,,,,,,249.07,,,,,
2022-09-09 22:18:11.619000,L8,,,,319.28,305.01,,368.24,371.76,382.28,366.70,362.31,358.69,354.34,361.43,358.46,361.55,360.04,356.37,,,,,,364.15,,,370.05,357.78,374.40
2022-11-04 22:18:00.514000,L9,,,,317.21,353.39,,,,383.95,384.49,393.45,387.09,,,,,,,,,,,,244.75,,,,,
2022-11-12 22:18:10.437000,L8,,,,314.87,298.03,,,,,,,,,,,,,,,,,,,243.78,,,,,
2023-01-15 22:17:53.980000,L8,,,,315.00,298.48,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31 22:17:58.841000,L8,,,,,291.28,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 22:17:33.498000,L9,,,,321.16,296.68,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13 22:17:27.047000,L9,,,,324.08,300.73,,,,,,,,,,,,,,,,,,,244.72,,,,,
2023-05-15 22:17:12.111000,L9,,,,323.37,300.19,,,,,,,,,,,,,,,,,,,248.13,,,,,
2023-05-31 22:17:04.101000,L9,,,,324.57,300.58,,,,,,,,,,,,,,,,,,,251.44,,,,,
2023-07-02 22:17:05.775000,L9,,,,322.72,302.96,,,,,,,,,,,,,,,,,,,255.60,,,,,
2023-07-18 22:17:12.131000,L9,,,,321.05,299.30,,,,,,,,,,,,,,,,,,,252.18,,,,,
2023-09-20 22:17:40.026000,L9,,,,323.98,301.52,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-14 22:17:45.774000,L8,,,,322.98,302.56,,,,,,,,,,,,,,,,,,,253.48,,,,,
2023-10-22 22:17:50.479000,L9,,,,320.50,296.02,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15 22:17:47.856000,L8,,,,321.40,304.58,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09 22:17:50.740000,L9,,,,322.63,299.88,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-17 22:17:48.418000,L8,,,,323.35,298.40,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-10 22:17:52.010000,L9,,,,321.25,299.31,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11 22:17:53.113000,L9,,,,318.45,298.41,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19 22:17:39.652000,L8,,,,323.06,296.14,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07 22:17:11.830000,L8,,,,322.70,298.96,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15 22:17:28.257000,L9,,,,325.13,297.14,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23 22:17:03.194000,L8,,,,,282.89,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01 22:17:11.831000,L9,,,,315.39,298.14,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26 22:16:52.651000,L8,,,,323.61,302.38,,,,,,,,,,,,,,,,,,,249.64,,,,,
2024-07-12 22:17:00.992000,L8,,,,,278.00,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05 22:17:06.640000,L9,,,,321.77,301.58,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21 22:17:19.711000,L9,,,,,283.76,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29 22:17:21.978000,L8,,,,319.62,299.95,,,,,,,,,,,,,,,,,,,253.93,,,,,
2024-09-22 22:17:21.161000,L9,,,,324.87,300.90,,,,,,,,,,,,,,,,,,,256.94,,,,,
2024-11-01 22:17:31.195000,L8,,,,321.83,297.08,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-09 22:17:39.946000,L9,,,,311.58,292.96,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17 22:17:38.841000,L8,,,,316.42,300.58,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 22:17:45.559000,L9,,,,317.88,298.98,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28 22:17:42.532000,L9,,,,323.02,299.03,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 22:17:39.455000,L9,,,,315.70,299.26,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,,,,317.95,296.08,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:17:16.100000,L8,,,,322.13,289.64,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20 22:17:06.544000,L9,,,,318.94,300.43,,,,,,,,,,,,,,,,,,,251.04,,,,,
2025-06-13 22:17:12.853000,L8,,,,324.94,301.94,,,,,,,,,,,,,,,,,,,248.86,,,,,
2025-06-21 22:17:14.951000,L9,,,,,,,,,,,324.81,332.25,274.51,,,,,,,,,,,,308.08,320.84,,,
2025-06-29 22:17:21.081000,L8,,,,326.79,305.54,,,,,,,,,,,,,,,,,,,249.07,,,,,
2025-07-23 22:17:27.519000,L9,,,,323.76,298.63,,,,,,,,,,,,,,,,,,,248.02,,,,,
2025-07-31 22:17:29.909000,L8,,,,323.46,304.88,,,,,,,,,,,,,,,,,,,248.95,,,,,
2025-08-16 22:17:38.702000,L8,,,,314.90,297.52,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-24 22:17:43.028000,L9,,,,311.13,297.28,,,,,,,,,,,,,,,,,,,,,,,,
