dates,satname,nzd0341-0000,nzd0341-0001,nzd0341-0002,nzd0341-0003,nzd0341-0004,nzd0341-0005,nzd0341-0006,nzd0341-0018,nzd0341-0019,nzd0341-0020,nzd0341-0021,nzd0341-0022,nzd0341-0023,nzd0341-0024,nzd0341-0025,nzd0341-0026,nzd0341-0027,nzd0341-0028,nzd0341-0029,nzd0341-0030,nzd0341-0031,nzd0341-0032,nzd0341-0033,nzd0341-0034,nzd0341-0035,nzd0341-0036,nzd0341-0037,nzd0341-0038,nzd0341-0039,nzd0341-0040,nzd0341-0041,nzd0341-0042,nzd0341-0043,nzd0341-0044,nzd0341-0014,nzd0341-0015,nzd0341-0016,nzd0341-0017,nzd0341-0008,nzd0341-0009,nzd0341-0010,nzd0341-0011,nzd0341-0012,nzd0341-0013,nzd0341-0007
2000-07-13 21:52:07.753000,L7,353.74,367.86,364.48,369.47,354.39,273.42,261.98,322.11,325.52,331.72,314.73,316.77,307.52,309.80,324.56,332.74,335.54,347.72,333.70,340.37,321.43,324.26,296.86,298.75,300.74,303.64,310.88,305.63,321.04,325.54,326.34,326.25,333.45,334.55,,308.65,329.99,325.22,,,,,,,
2000-07-13 21:52:31.712000,L7,354.77,370.89,367.65,371.98,356.83,274.08,263.93,324.60,327.62,333.93,316.77,321.38,309.00,317.88,329.12,334.22,340.18,353.50,336.47,342.39,325.03,326.76,298.31,302.27,304.18,304.96,312.58,307.97,324.16,327.40,331.20,332.28,338.35,337.62,,,333.65,325.88,,,,,,,
2000-07-29 21:51:50.349000,L7,359.75,370.09,364.59,379.65,364.96,297.63,281.29,323.73,337.48,346.26,349.64,329.74,326.66,326.38,324.10,325.45,339.08,345.42,353.77,344.15,341.63,339.18,308.40,310.53,311.92,313.80,320.42,315.45,328.53,339.30,332.84,335.31,344.21,347.10,379.72,366.02,343.65,318.00,,,367.25,394.67,404.13,391.63,
2000-07-29 21:52:14.316000,L7,367.38,372.70,370.60,381.15,367.04,301.22,281.81,327.37,334.13,342.34,,332.43,329.10,328.08,324.99,326.89,340.90,348.23,356.47,344.82,342.91,341.24,312.17,312.70,313.33,317.53,323.74,318.80,331.34,336.32,335.56,339.67,346.97,353.49,379.78,368.78,342.93,320.35,,,369.93,396.61,403.48,394.75,
2000-08-14 21:51:44.223000,L7,,,382.60,379.99,369.39,314.98,331.20,333.50,325.45,336.68,339.67,335.19,342.31,353.34,348.59,365.67,354.68,376.80,348.83,359.69,346.11,362.07,320.72,305.16,311.56,310.79,318.74,310.63,323.68,332.68,333.82,336.05,338.94,346.04,,,,335.40,,,,,,,
2000-08-14 21:52:08.182000,L7,,,377.21,377.64,369.25,311.23,326.72,331.17,323.35,335.21,338.90,330.84,341.65,352.34,346.60,346.97,354.56,375.25,347.61,359.16,347.14,357.75,320.68,299.53,310.32,311.04,317.94,308.96,323.02,331.21,330.10,337.93,336.70,343.44,,,,330.59,,,,,,,
2000-09-15 21:51:13.624000,L7,364.51,367.94,366.29,369.99,364.47,335.79,277.37,321.55,322.55,330.79,322.32,336.40,339.79,352.08,332.94,347.65,358.00,348.24,371.97,346.01,348.04,327.47,303.87,303.13,308.28,311.07,324.53,311.15,336.13,341.51,331.10,334.38,335.41,350.50,,346.39,337.73,324.78,,,,,,,
2000-10-26 21:45:10.779000,L7,394.16,379.35,377.55,386.80,383.05,360.60,367.52,340.71,342.61,344.47,339.53,336.22,336.07,350.19,368.79,376.39,351.42,355.02,365.53,361.19,349.73,336.67,318.13,310.83,319.93,326.82,334.10,340.35,348.37,349.03,349.30,348.01,352.90,348.80,372.74,358.41,343.50,341.18,327.18,351.63,,,388.41,383.99,367.08
2000-12-04 21:50:58.069000,L7,404.29,377.44,374.68,389.28,385.44,358.85,359.96,,,,,,,,,,411.23,372.02,370.22,364.82,347.48,333.94,327.99,319.80,320.20,324.23,332.84,334.85,350.26,384.37,365.83,,,,,,,,373.16,365.29,359.12,,,,369.89
2000-12-04 21:51:22.024000,L7,,385.62,382.94,395.74,392.14,366.88,368.88,,,,,,,,,,401.57,383.48,379.29,374.50,359.97,344.16,336.12,335.09,329.83,335.81,350.76,,,,,,,,,,,,381.75,374.27,375.80,381.91,,,378.39
2001-01-05 21:51:04.492000,L7,394.01,376.19,373.22,386.54,394.27,368.10,372.74,,365.32,359.18,354.20,364.76,365.01,363.50,364.10,364.73,384.22,411.03,,,,,,,,,,,376.58,368.42,370.90,372.25,375.19,373.55,337.84,310.12,303.39,,334.64,310.69,282.22,326.77,354.60,355.69,328.84
2001-01-05 21:51:28.457000,L7,396.16,378.13,373.78,390.27,393.86,369.48,374.24,,,360.61,355.36,367.38,366.19,365.87,365.70,366.64,387.45,,,,,,,,,,,,,,,,,,336.29,273.81,298.55,,333.38,300.32,275.16,322.93,352.59,354.16,327.66
2001-04-27 21:50:43.832000,L7,323.21,323.66,329.49,344.38,310.85,264.03,258.77,,,,,,,264.41,281.09,282.02,289.13,302.60,293.23,259.57,275.75,254.69,230.44,235.22,238.67,248.28,250.39,235.10,273.87,278.18,,,,,,,,,,,,,,,
2001-04-27 21:51:07.792000,L7,345.25,388.02,365.66,347.17,342.58,279.77,265.83,248.07,267.23,280.53,265.90,276.97,272.39,271.49,286.32,285.59,294.12,344.92,300.92,300.87,284.21,265.08,306.41,310.62,303.03,307.20,307.91,247.15,278.24,281.10,279.35,275.13,281.52,276.48,,,,,,,,,,,
2001-05-13 21:50:33.259000,L7,331.72,332.59,,,,,,317.18,276.42,281.03,286.08,309.18,280.78,273.55,288.26,291.00,331.74,307.29,308.41,343.95,321.65,310.19,291.61,301.15,305.91,342.14,311.91,267.10,281.20,284.74,285.61,281.82,322.18,321.05,,,321.72,314.97,,,,,,,
2001-05-13 21:50:57.045000,L7,344.23,331.81,345.61,364.55,334.01,278.56,263.73,282.22,296.17,292.81,297.22,296.31,295.99,295.21,308.24,307.47,319.63,324.09,322.75,328.87,310.95,302.28,285.69,285.70,293.75,280.20,285.33,284.02,296.93,303.91,306.40,297.41,296.91,305.98,,,,246.23,,,,,,,
2001-05-22 21:44:42.575000,L7,,,,,,,,334.84,344.48,339.40,342.59,340.34,340.19,369.26,352.15,376.81,357.44,369.61,366.62,352.46,349.65,350.36,326.34,322.36,318.54,321.58,328.14,342.13,345.58,349.49,350.05,348.57,359.75,361.73,372.88,349.41,339.36,279.52,384.08,370.95,381.60,326.47,310.50,397.34,376.01
2001-06-14 21:50:38.006000,L7,351.24,393.01,352.68,396.33,329.64,266.84,262.70,331.57,337.79,335.96,310.61,323.35,339.44,330.01,382.18,,,,,,,,,,,,,,,,,,,,372.32,351.47,327.31,341.37,,,,,,376.63,
2001-07-25 21:44:06.674000,L7,,,,,,,,313.01,310.86,318.20,333.66,323.25,297.92,318.49,326.59,344.19,327.20,323.94,315.53,324.77,311.57,327.60,284.47,304.15,296.83,318.84,307.13,292.59,310.32,307.60,312.01,323.30,342.55,325.36,,,,290.72,,,,,,,
2001-09-18 21:49:29.215000,L7,,381.16,369.65,376.03,371.94,355.11,360.53,342.50,333.76,344.53,349.65,361.54,394.89,,,,,,,,355.95,330.58,308.08,304.90,309.61,312.18,317.61,318.08,334.12,341.04,341.61,383.76,,,361.39,338.06,334.52,333.28,,377.58,376.63,376.55,309.47,327.65,382.30
2001-10-04 21:48:54.017000,L7,385.46,377.33,368.53,387.19,382.00,361.55,364.92,351.46,350.69,368.06,372.02,365.34,,,,,,,,,,,,,,,,,,,,,,297.28,365.29,349.94,340.78,345.82,376.53,369.72,377.90,380.16,,370.48,377.69
2002-03-06 21:43:47.645000,L7,362.45,364.53,360.70,363.74,352.07,332.75,321.02,323.29,322.83,318.10,317.68,322.27,324.60,308.84,324.71,333.57,340.50,339.30,339.04,344.53,348.90,321.51,287.36,293.58,307.29,309.16,304.98,310.74,325.90,338.86,345.05,340.83,343.11,350.17,,,,299.08,,,,,,,
2002-05-09 21:43:40.721000,L7,372.15,376.63,374.57,377.22,370.05,342.01,334.41,327.83,324.82,323.14,329.82,327.34,323.60,326.48,340.58,344.09,355.84,349.40,358.98,357.77,347.39,335.64,311.34,309.62,314.78,,,,,,,,,,,,288.39,352.33,,,,,,,
2002-07-19 21:49:21.346000,L7,353.71,368.99,366.37,367.88,343.90,265.98,335.27,334.81,343.15,345.67,341.09,344.34,338.47,346.52,359.47,359.83,357.59,363.94,370.27,367.48,,,,,,,,,,,,343.58,344.85,346.76,355.92,346.34,302.51,333.40,369.18,368.40,381.89,400.73,400.48,,353.95
2002-09-05 21:48:38.182000,L7,,,,,,,,348.95,336.61,339.71,343.68,359.71,372.83,357.54,356.69,357.63,366.44,372.08,370.84,364.51,353.63,346.13,338.12,336.02,333.29,328.32,334.07,341.82,351.32,339.32,339.01,341.03,340.88,341.21,386.07,355.46,333.88,346.36,,,,,,,
2002-09-14 21:42:42.988000,L7,,,,,,,,,342.01,324.01,317.39,316.57,316.32,312.76,317.21,323.94,334.04,328.74,381.79,366.14,349.17,337.46,,325.36,305.08,308.70,322.75,355.35,358.16,343.43,323.00,342.56,334.75,337.59,,,,,349.05,353.31,351.13,366.59,335.93,,
2002-10-16 21:42:36.617000,L7,395.45,373.58,366.40,373.55,362.97,346.07,312.15,331.33,323.69,324.33,321.19,321.39,326.59,330.77,343.79,348.44,355.13,,,,,,,,,,,,,,,379.45,341.49,340.21,,,,317.89,354.91,366.68,374.85,387.63,,,338.58
2002-10-23 21:48:51.087000,L7,379.36,378.14,363.78,374.60,377.06,355.68,354.06,334.89,339.14,,366.02,377.66,347.17,339.73,,,,,,,,,,,,,,,,345.27,333.79,331.32,329.22,332.15,376.26,351.94,304.68,331.29,385.48,382.67,396.32,,,,369.88
2002-12-10 21:48:53.163000,L7,402.59,389.09,374.36,396.93,392.57,,,,,,,,,,,,,,,,,,,,,,361.24,314.80,329.15,322.37,317.80,355.27,360.62,336.73,,,,,,,,,,,
2002-12-26 21:49:23.939000,L7,371.94,367.80,368.36,378.79,378.97,366.04,312.45,341.35,,,,,,,384.22,338.68,358.09,354.24,388.68,377.39,365.63,343.91,333.81,340.25,,336.26,339.00,352.49,335.68,327.77,322.73,324.96,334.63,359.27,353.61,321.72,,342.85,338.44,344.26,349.27,307.92,335.41,300.67,311.65
2003-01-11 21:49:02.380000,L7,366.92,372.93,365.00,366.87,342.03,316.25,331.52,342.52,345.25,346.77,330.65,335.22,342.81,359.46,366.13,335.75,341.43,340.90,341.40,339.73,333.90,331.92,314.75,333.42,322.58,324.71,315.95,324.45,331.00,336.04,335.84,346.50,342.26,336.51,355.04,322.87,,332.19,346.07,351.80,358.76,370.59,389.54,372.92,327.24
2003-01-27 21:49:33.029000,L7,393.17,378.19,362.33,368.59,362.87,322.79,289.14,326.91,320.45,323.93,325.94,331.36,325.51,352.17,348.42,327.36,366.80,336.94,330.63,346.25,350.04,347.02,301.94,293.72,307.53,302.94,328.95,306.60,312.70,312.53,334.29,330.33,325.13,332.91,,,,268.66,275.04,269.97,359.85,359.17,,,276.11
2003-03-16 21:49:46.061000,L7,379.09,371.12,370.64,376.47,379.40,358.49,316.88,327.31,329.26,330.37,325.35,324.63,324.33,322.95,330.49,334.19,340.34,350.08,352.80,345.09,336.33,330.30,312.09,306.89,311.88,316.37,319.95,316.99,327.26,323.24,322.00,325.54,334.09,336.81,,,,319.49,325.00,321.28,313.72,,,,316.03
2003-05-03 21:49:25.094000,L7,343.93,375.54,360.49,379.98,339.14,365.58,320.14,350.91,348.91,324.61,333.43,325.88,326.10,365.67,375.21,369.13,362.07,389.55,,,,,,,,,311.71,332.76,363.81,328.60,333.10,385.40,362.12,,369.85,342.96,327.27,286.57,378.91,372.84,382.81,366.42,398.79,388.73,368.58
2003-07-23 21:31:26.274000,L5,336.96,326.68,331.24,331.07,315.26,,,,,,,,,,,,,,,,,,,,,,,,275.15,266.05,270.87,275.34,272.84,282.39,,,,,,,,,,,
2003-07-30 21:37:21.273000,L5,342.72,333.15,334.14,333.21,318.07,262.04,,,,,,,,,,,,,,,,,,,,,218.57,228.14,275.49,273.79,275.10,273.52,277.48,284.23,,,,,,,,,,,
2003-07-30 21:37:45.389000,L5,343.79,333.02,334.14,334.77,319.70,265.37,,,,,,,,,,,,,,,,,,,,,218.57,226.96,278.40,276.73,275.38,273.74,277.48,285.98,,,,,,,,,,,
2003-08-15 21:37:36.307000,L5,339.73,325.58,328.81,334.71,325.25,275.85,,,,,,,,,,,,,,,270.42,270.26,247.92,240.38,230.50,258.37,263.25,247.79,275.42,277.05,275.19,273.72,276.48,284.25,,,,,,,,,,,
2003-08-24 21:32:00.647000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.78,265.95,267.51,,,,,,,,,,,
2003-10-18 21:38:36.209000,L5,355.10,350.54,346.68,352.64,369.67,326.72,288.65,299.20,318.17,322.29,315.31,316.67,321.77,317.70,320.35,312.11,316.19,330.36,311.39,320.04,311.81,324.82,306.62,295.81,306.23,314.43,314.82,317.90,299.00,306.75,307.24,310.63,309.44,312.27,,,,263.03,275.13,273.73,,,,,266.40
2003-10-18 21:39:00.182000,L5,355.91,350.77,347.75,352.38,371.76,329.64,289.87,298.31,318.68,322.53,315.66,316.95,321.81,318.17,320.50,312.54,317.37,331.03,311.78,320.41,311.99,326.34,307.88,297.61,308.00,314.76,315.74,318.53,298.37,306.15,307.48,310.68,310.31,312.53,,,,263.04,275.31,275.77,,,,,269.76
2003-11-19 21:39:26.321000,L5,373.64,371.71,368.02,372.34,373.40,327.58,289.04,314.29,318.97,334.35,315.62,301.16,301.35,293.38,305.05,310.22,314.31,349.94,333.26,336.19,333.01,330.69,310.37,298.42,285.96,298.91,297.18,301.40,300.92,306.40,329.70,332.47,334.80,339.40,,,,282.16,,,,,,,265.63
2003-11-28 21:33:21.973000,L5,359.19,358.52,355.06,369.17,363.99,324.17,290.63,304.57,312.28,316.14,312.22,312.50,315.03,308.55,313.97,318.38,324.27,336.12,320.86,330.20,328.16,323.82,303.56,294.77,302.29,306.65,310.88,308.27,314.65,316.63,313.14,314.94,319.29,326.16,,,,274.44,270.18,267.30,,,,,262.03
2003-12-14 21:33:26.453000,L5,371.27,358.16,364.01,366.78,370.33,329.10,290.32,306.08,315.54,322.94,315.32,324.80,317.77,312.86,319.90,317.18,328.10,334.14,318.09,326.67,323.06,323.26,306.21,296.51,307.54,310.51,313.29,311.47,309.58,319.81,315.01,315.33,319.18,328.32,,,,270.27,271.36,269.25,,,,,265.42
2003-12-21 21:39:43.071000,L5,,,,,,,,,,,,,,,,,279.94,292.16,287.35,282.90,271.60,279.45,271.66,258.16,257.82,253.19,238.16,,,,,,,,,,,,,,,,,,
2003-12-30 21:33:36.470000,L5,369.81,358.29,355.46,363.74,360.23,320.77,288.32,303.97,309.92,315.26,308.15,315.10,321.96,309.83,318.96,324.00,333.49,341.10,323.02,327.58,323.07,319.50,296.75,290.81,298.10,309.75,314.55,314.89,319.30,325.04,324.54,322.33,323.98,324.39,,,,270.21,,,,,,,
2004-01-22 21:39:52.321000,L5,361.34,371.49,370.00,375.41,374.01,337.27,290.92,307.57,320.10,325.81,325.22,318.77,310.95,300.03,316.93,312.35,322.91,327.94,333.76,340.74,340.49,333.08,311.52,304.29,313.19,309.97,308.15,311.52,310.97,320.11,317.42,328.68,339.01,344.26,,,,282.70,276.15,260.05,,,,,271.13
2004-02-23 21:40:02.028000,L5,357.58,350.60,351.13,361.12,371.37,336.66,303.53,300.63,316.13,322.81,316.26,319.73,317.22,314.58,310.74,313.71,320.45,331.36,313.00,321.00,315.73,324.88,310.33,299.79,313.16,312.29,317.71,306.39,304.06,309.85,309.75,307.57,319.08,323.07,,,,264.70,279.64,279.14,271.60,,,,275.10
2004-03-19 21:33:59.073000,L5,382.50,365.00,367.92,371.35,369.63,325.32,290.13,308.18,313.73,321.91,309.76,317.25,308.32,308.85,316.77,323.83,329.64,342.17,320.35,332.81,325.71,316.56,302.08,292.97,303.68,305.68,311.17,312.36,314.17,324.51,320.30,319.28,322.22,325.51,,,,274.81,269.18,,,,,,269.82
2004-04-20 21:34:43.076000,L5,337.22,335.99,334.46,341.64,329.15,280.15,,,,,,,,262.04,270.44,279.15,288.21,299.30,277.30,269.16,276.53,268.93,261.32,255.09,250.74,256.67,253.69,253.88,282.16,277.51,270.57,271.48,281.06,287.61,,,,,,,,,,,
2004-06-23 21:36:34.771000,L5,330.59,331.21,323.45,335.59,312.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-25 21:37:25.800000,L5,335.60,334.24,328.55,341.65,305.67,246.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-26 21:38:11.507000,L5,332.51,327.16,326.41,336.26,316.54,264.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:44:58.764000,L5,331.62,326.68,329.80,338.83,326.62,284.58,249.08,,,,,,,,,,,301.79,273.99,267.36,281.19,275.52,263.27,254.17,264.93,243.08,260.31,258.79,270.86,274.62,272.08,267.79,256.55,284.40,,,,,,,,,,,
2004-10-13 21:39:20.914000,L5,314.46,311.89,285.49,313.73,281.33,251.55,,,,,,,,,,,,,,257.24,264.58,274.10,255.70,244.49,250.30,247.78,261.41,228.97,261.25,267.39,268.11,264.40,259.74,273.74,,,,,,,,,,,
2004-10-20 21:45:16.509000,L5,363.10,353.30,353.58,360.56,357.57,325.71,290.37,303.92,309.70,320.00,314.54,316.70,314.39,314.50,317.51,321.40,322.19,332.15,317.85,327.59,318.54,318.94,305.65,301.98,303.97,306.08,307.27,307.81,304.79,311.99,311.39,310.58,314.36,316.45,,,,271.69,269.76,274.00,266.64,,,,269.02
2004-11-30 21:40:15.914000,L5,370.68,365.63,359.65,369.36,362.83,324.99,286.92,309.36,312.14,320.53,312.01,308.20,306.65,303.75,314.16,317.19,324.95,341.94,327.73,330.72,325.16,322.25,303.61,293.63,293.49,297.86,301.42,304.32,307.24,314.06,317.97,321.67,325.14,330.17,,,,283.63,270.23,,,,,,264.29
2004-12-16 21:40:34.991000,L5,369.54,365.11,361.26,370.86,363.92,325.08,290.56,307.82,313.31,320.13,310.43,312.16,309.23,305.67,314.39,319.21,328.32,338.91,325.15,329.74,325.35,320.68,298.97,285.48,291.84,295.53,296.43,300.47,307.02,317.56,316.02,318.66,325.94,329.99,,,,289.21,,,,,,,
2005-01-17 21:41:01.708000,L5,365.95,354.88,360.93,365.69,359.76,319.66,285.61,302.63,308.81,323.60,316.10,322.41,311.93,316.09,319.33,327.18,322.50,334.34,314.54,323.63,318.75,314.77,300.82,296.68,303.92,310.30,307.96,309.45,315.71,313.27,313.84,315.43,319.33,324.95,,,,268.97,,,,,,,
2005-02-09 21:47:31.401000,L5,373.44,375.95,373.32,385.78,373.87,338.29,294.96,319.53,323.69,332.35,327.07,313.62,310.11,305.16,312.67,316.96,321.38,342.58,332.43,343.41,338.38,329.09,311.13,299.79,296.18,300.52,300.11,305.76,307.11,313.27,327.18,331.43,340.90,345.96,,260.89,258.40,288.02,272.15,,,,,,276.68
2005-02-18 21:41:30.252000,L5,368.59,361.44,363.71,367.85,371.76,331.83,289.25,305.77,316.08,329.96,322.48,320.09,324.19,312.53,319.71,319.11,327.42,337.41,319.58,329.57,320.68,322.92,303.52,297.16,308.82,309.28,309.28,308.47,313.56,315.97,315.94,318.85,323.17,331.89,,,,275.16,,,,,,,
2005-03-06 21:41:43.946000,L5,372.61,370.73,367.74,372.45,366.72,323.68,286.41,307.88,315.12,337.38,326.64,323.35,316.83,311.49,317.25,326.43,332.34,339.47,321.14,331.10,323.67,320.01,300.70,290.04,303.46,310.59,308.45,311.30,318.14,318.37,316.92,318.97,323.63,329.89,,,255.26,275.75,268.03,,,,,,261.85
2005-03-13 21:47:59.531000,L5,361.65,361.50,361.29,366.98,369.06,332.65,297.47,307.08,312.46,322.73,315.63,313.60,304.93,315.15,317.99,330.90,324.30,327.16,325.82,333.70,322.68,319.54,303.77,295.80,295.40,298.45,303.70,303.46,308.64,309.27,311.98,320.03,322.80,328.91,,,254.57,274.85,268.56,,,,,,262.54
2005-05-09 21:42:07.981000,L5,368.97,362.31,359.82,369.02,367.15,327.22,288.36,312.18,314.15,321.42,320.19,319.90,316.03,314.61,323.85,325.69,329.06,339.30,325.82,327.63,323.14,322.81,298.83,294.94,300.55,305.59,311.23,313.83,314.85,318.12,318.69,318.15,327.30,329.02,,,,282.14,,,,,,,261.78
2005-05-25 21:42:16.127000,L5,327.09,327.91,330.62,328.69,317.20,,,,,,,,,,,,,,,,,,,,,,,,265.33,267.53,261.93,246.22,260.02,274.25,,,,,,,,,,,
2005-06-01 21:48:06.521000,L5,335.71,335.25,336.04,339.78,326.52,258.85,,,,,,,,,,,,,,,,,,,,,230.10,263.09,275.48,272.44,275.09,269.90,264.44,282.96,,,,,,,,,,,
2005-06-10 21:42:24.190000,L5,325.77,330.14,323.78,335.39,317.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:42:28.501000,L5,329.50,330.61,332.83,334.94,323.50,243.10,,,,,,,,,,,,,,,,,,,,,,,268.14,275.03,271.47,269.33,258.35,280.52,,,,,,,,,,,
2005-07-12 21:42:35.336000,L5,331.85,333.91,333.05,335.39,316.99,246.64,,,,,,,,,,,,,,,,,,,,,231.97,243.80,274.00,274.91,274.04,268.41,260.69,277.73,,,,,,,,,,,
2005-07-28 21:42:45.778000,L5,339.19,341.65,337.16,340.97,329.10,282.91,,,,,269.14,279.69,276.86,274.40,282.83,291.35,288.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:42:58.794000,L5,373.32,364.51,368.48,373.39,371.26,328.69,290.81,314.20,316.71,326.81,321.37,312.79,312.69,306.67,318.34,322.75,327.50,349.74,335.21,335.10,330.86,323.84,307.70,295.88,297.12,302.89,306.01,309.03,308.05,313.97,321.41,322.93,322.82,327.30,,,,283.30,268.55,268.34,,,,,268.32
