dates,satname,nzd0280-0000,nzd0280-0001,nzd0280-0002,nzd0280-0003,nzd0280-0004,nzd0280-0005,nzd0280-0006,nzd0280-0007,nzd0280-0008,nzd0280-0009,nzd0280-0010,nzd0280-0011,nzd0280-0012,nzd0280-0013,nzd0280-0014,nzd0280-0015,nzd0280-0016,nzd0280-0017,nzd0280-0018,nzd0280-0019,nzd0280-0020,nzd0280-0021,nzd0280-0022,nzd0280-0023,nzd0280-0024,nzd0280-0025,nzd0280-0026,nzd0280-0027,nzd0280-0028,nzd0280-0029,nzd0280-0030,nzd0280-0031,nzd0280-0032,nzd0280-0033,nzd0280-0034,nzd0280-0035,nzd0280-0036,nzd0280-0037,nzd0280-0039,nzd0280-0040,nzd0280-0041,nzd0280-0042,nzd0280-0043,nzd0280-0044,nzd0280-0045,nzd0280-0057,nzd0280-0058,nzd0280-0059,nzd0280-0060,nzd0280-0061,nzd0280-0073,nzd0280-0074,nzd0280-0075,nzd0280-0076,nzd0280-0077,nzd0280-0078,nzd0280-0079,nzd0280-0080,nzd0280-0081,nzd0280-0082,nzd0280-0083,nzd0280-0084,nzd0280-0085,nzd0280-0086,nzd0280-0087,nzd0280-0088,nzd0280-0089,nzd0280-0090,nzd0280-0091,nzd0280-0092,nzd0280-0093,nzd0280-0094,nzd0280-0095,nzd0280-0096,nzd0280-0097,nzd0280-0098,nzd0280-0099,nzd0280-0100,nzd0280-0101,nzd0280-0102,nzd0280-0103,nzd0280-0104,nzd0280-0105,nzd0280-0106,nzd0280-0107,nzd0280-0108,nzd0280-0109,nzd0280-0110,nzd0280-0111,nzd0280-0112,nzd0280-0113,nzd0280-0114,nzd0280-0115,nzd0280-0116,nzd0280-0117,nzd0280-0118,nzd0280-0119,nzd0280-0123,nzd0280-0124,nzd0280-0125,nzd0280-0126,nzd0280-0127,nzd0280-0128,nzd0280-0129,nzd0280-0130,nzd0280-0131,nzd0280-0132,nzd0280-0133,nzd0280-0134,nzd0280-0135,nzd0280-0137,nzd0280-0138,nzd0280-0139,nzd0280-0140,nzd0280-0141,nzd0280-0142,nzd0280-0143,nzd0280-0144,nzd0280-0145,nzd0280-0146,nzd0280-0147,nzd0280-0148,nzd0280-0149,nzd0280-0150,nzd0280-0151,nzd0280-0152,nzd0280-0153,nzd0280-0154,nzd0280-0155,nzd0280-0156,nzd0280-0157,nzd0280-0158,nzd0280-0159,nzd0280-0160,nzd0280-0161,nzd0280-0162,nzd0280-0163,nzd0280-0164,nzd0280-0165,nzd0280-0166,nzd0280-0167,nzd0280-0168,nzd0280-0055,nzd0280-0056,nzd0280-0070,nzd0280-0071,nzd0280-0072,nzd0280-0038,nzd0280-0068,nzd0280-0069,nzd0280-0136,nzd0280-0046,nzd0280-0047,nzd0280-0049,nzd0280-0050,nzd0280-0051,nzd0280-0052,nzd0280-0053,nzd0280-0054,nzd0280-0062,nzd0280-0063,nzd0280-0064,nzd0280-0065,nzd0280-0066,nzd0280-0067,nzd0280-0120,nzd0280-0121,nzd0280-0122,nzd0280-0048
2001-01-14 21:44:33.150000,L7,305.31,426.50,432.91,438.19,434.02,439.40,418.95,419.35,411.17,413.83,408.02,410.62,415.50,336.81,350.78,346.51,349.07,351.42,354.74,346.13,346.88,343.36,337.53,350.14,405.87,404.73,401.37,397.36,392.32,391.51,385.02,383.10,414.72,400.91,374.29,408.36,399.74,401.72,400.21,398.31,386.49,390.15,403.28,407.20,409.12,349.13,,,410.73,400.11,321.70,320.55,317.65,330.95,307.11,353.78,349.18,348.25,343.15,334.69,399.95,396.25,392.45,397.65,392.12,413.27,415.35,417.84,409.82,346.74,339.83,325.01,337.00,337.90,335.98,332.93,411.43,410.06,393.38,393.14,394.15,396.39,399.10,395.56,394.20,374.48,372.17,368.50,383.73,387.23,391.72,386.47,391.13,400.58,392.67,392.21,389.88,326.66,324.60,332.89,326.45,329.98,319.37,318.01,319.56,320.28,317.35,385.24,386.33,384.76,382.76,380.95,387.66,382.37,383.00,377.19,377.92,384.63,387.45,386.16,389.45,383.36,384.53,386.96,382.64,377.92,386.47,385.78,381.68,387.46,390.65,380.32,390.69,387.42,338.67,331.87,327.57,332.27,320.44,342.27,337.41,285.84,430.84,421.05,368.54,,251.20,408.12,380.75,385.73,385.43,402.31,417.23,417.13,402.99,417.59,410.90,395.73,416.80,396.81,383.74,378.19,369.38,374.57,379.48,366.04,377.77,364.93,418.66
2001-04-04 21:44:06.948000,L7,349.26,345.57,350.23,349.91,349.18,349.98,346.69,380.86,379.48,393.40,330.35,328.76,335.01,384.14,361.62,376.52,373.30,369.98,376.24,368.93,349.89,370.02,381.93,356.21,352.83,347.20,346.18,344.44,339.68,372.79,370.78,365.44,352.57,345.83,350.52,354.78,352.67,363.59,355.46,340.13,334.97,359.35,394.30,289.36,369.91,374.96,,,402.33,402.94,326.25,325.86,308.37,307.80,331.62,334.98,339.49,402.70,369.80,395.55,392.78,416.01,,,,,409.18,411.72,404.81,400.69,361.86,340.58,355.75,353.70,301.54,290.62,397.47,337.41,,,411.01,418.58,391.16,368.14,303.16,308.75,314.07,322.53,323.88,322.36,319.72,314.24,301.64,362.24,347.57,344.87,384.73,384.84,,,,375.22,358.36,369.53,369.06,333.32,375.19,385.24,302.72,310.18,302.90,349.33,348.84,348.88,348.36,352.88,352.11,308.46,330.14,352.90,354.07,389.13,392.04,,376.13,392.48,400.60,379.21,398.25,389.20,390.43,383.75,356.55,348.86,348.10,345.51,356.38,,,384.75,388.71,396.93,375.94,382.76,354.37,330.39,328.87,360.88,309.44,290.30,331.87,388.59,385.55,403.55,406.55,402.84,404.34,401.36,410.40,394.54,320.06,342.27,335.90,326.17,290.99,382.75,381.71,381.92,375.05
2001-04-20 21:44:10.657000,L7,341.92,344.08,346.83,344.78,348.13,349.19,347.74,349.00,347.81,348.45,338.27,327.34,335.47,337.17,336.62,344.38,360.25,355.14,344.91,343.57,341.12,346.87,342.05,346.22,348.02,348.32,346.18,354.37,390.00,344.78,334.05,330.55,392.14,348.99,390.89,404.17,344.64,352.63,330.87,329.28,299.54,333.96,344.54,334.90,332.14,348.71,343.45,323.47,313.62,319.01,324.60,318.83,310.03,313.24,327.02,340.86,335.84,328.67,345.44,335.18,293.61,,,,,,285.80,328.29,325.04,317.94,318.50,321.85,324.63,332.28,323.85,320.26,316.78,324.07,331.10,324.92,330.20,330.48,339.27,314.37,310.34,316.55,317.27,326.88,328.60,327.11,330.32,324.08,319.78,307.50,313.48,313.13,312.02,341.42,319.74,331.80,331.78,321.22,306.90,315.41,309.04,314.30,305.22,297.67,304.29,314.08,315.94,319.32,321.22,327.98,330.97,327.96,310.26,329.80,321.42,325.42,315.01,332.27,340.86,348.36,341.03,343.57,336.22,336.18,328.85,332.48,342.43,332.47,342.23,339.47,339.57,332.46,334.11,328.46,340.75,330.88,334.41,333.15,360.19,350.89,310.51,346.48,325.51,337.52,315.26,300.50,324.22,335.15,335.80,319.41,320.63,338.25,341.29,351.64,350.66,315.92,317.52,409.32,398.11,405.88,312.91,311.87,345.74,333.86,
2001-05-22 21:43:54.652000,L7,315.26,338.34,340.72,339.99,340.40,342.21,337.71,340.22,337.71,329.54,315.84,319.07,322.49,318.74,317.02,339.99,358.10,350.74,338.59,337.91,333.90,333.34,335.10,321.70,330.17,328.09,336.49,329.01,332.29,344.92,321.43,298.67,292.01,,,355.53,349.37,361.88,292.05,391.80,389.96,399.85,414.12,,,412.21,419.26,423.42,,,277.16,290.75,296.84,298.75,307.12,310.47,314.22,402.36,381.38,389.39,389.64,388.85,401.29,415.88,412.90,,,,,,,,413.97,417.45,416.14,415.45,410.64,,,,,,,,,402.32,394.04,408.29,393.47,,,,,,,,385.27,393.61,389.04,400.55,384.55,377.21,280.90,331.93,287.04,262.53,404.50,400.28,,,,,,,,,,,,,,,327.68,340.05,330.49,338.68,312.48,307.54,289.00,276.90,,288.76,322.42,328.94,325.49,321.92,318.53,301.50,294.86,317.38,310.27,313.83,407.52,407.17,,,258.18,328.16,398.21,,,,,,,,,,414.55,,,400.23,399.87,414.93,405.79,389.88,383.30,393.09,
2001-07-25 21:43:18.753000,L7,351.07,343.13,335.26,340.98,347.88,352.50,332.74,353.59,348.73,316.09,310.27,329.68,326.81,337.50,308.79,346.87,346.16,343.20,338.09,330.85,340.23,338.27,337.69,333.56,331.18,328.07,324.30,336.79,320.07,316.51,313.19,306.41,317.90,317.71,326.93,323.54,323.96,290.69,325.46,406.39,403.87,,414.04,389.87,410.18,411.72,409.03,401.72,,395.58,396.03,391.18,385.87,388.32,384.99,390.25,385.43,388.38,383.06,375.88,375.74,385.77,412.78,414.38,404.63,406.26,392.75,403.40,396.79,425.02,388.56,424.86,391.09,389.73,,,,,,403.32,388.69,386.75,417.91,,,,,,,,,,,,,,,,,,,,288.94,305.34,278.51,382.52,384.34,370.12,,,,,,,,,,,,,,341.10,338.39,344.16,322.06,318.92,316.30,321.23,346.68,,,273.95,321.89,337.85,333.32,328.65,316.05,319.86,287.40,342.57,326.48,333.32,338.91,351.83,369.58,397.02,379.56,329.86,367.10,371.20,,413.61,413.15,415.00,415.00,417.02,317.55,335.46,344.99,393.41,384.81,375.32,377.71,381.54,375.69,,,,418.27
2001-09-11 21:42:38.257000,L7,395.12,436.36,438.13,441.19,433.89,434.19,351.32,367.38,347.60,330.73,314.54,316.69,319.65,319.78,318.74,360.09,351.14,355.24,341.86,335.89,332.90,330.73,327.29,356.81,361.09,393.34,404.68,382.89,383.66,377.20,392.53,403.06,397.83,383.00,402.02,298.02,338.46,382.89,302.43,,,326.17,344.85,339.09,404.44,412.97,423.97,,,,,,293.95,291.63,300.25,309.93,311.07,288.12,330.45,324.71,412.59,415.87,398.11,399.00,394.71,416.87,,,,,404.94,413.77,412.40,,,,,,,,,411.57,395.87,410.42,395.63,400.14,,,,,,,,,,,,308.76,318.54,355.12,341.24,337.24,287.01,305.29,305.83,304.39,271.90,384.09,385.04,373.35,386.53,391.09,380.03,,,,,,,,,,312.91,340.56,339.75,351.64,351.93,303.80,278.38,373.38,401.15,385.23,380.79,380.43,386.72,383.87,394.64,386.06,383.71,381.91,391.97,389.07,419.97,428.12,369.72,370.18,,331.63,,376.62,383.80,395.96,,,,,409.37,424.26,414.51,,,,,,,,374.69,343.78,
2001-09-27 21:42:29.269000,L7,342.00,350.02,353.14,351.22,354.43,353.35,350.49,351.85,347.74,346.07,328.35,329.82,330.43,330.28,334.34,343.47,357.68,355.53,347.98,341.28,341.50,343.26,342.83,341.69,351.43,347.54,345.04,351.47,350.76,388.28,340.52,327.87,324.48,327.26,345.09,349.44,349.20,342.24,329.09,327.09,,,,,,,,,,,287.63,309.40,310.83,304.06,325.96,332.68,334.03,310.51,341.32,331.19,,,,,,,,,,,,,,,,,,301.83,382.22,370.27,370.20,382.15,407.18,289.27,,317.75,315.23,327.10,323.63,392.21,,,378.17,355.46,324.79,,,,,,375.68,365.49,374.98,318.81,317.80,318.04,297.51,,301.73,307.52,328.32,321.94,397.20,395.68,399.04,350.75,344.92,348.97,297.04,,,,351.04,358.39,354.09,351.03,343.08,331.50,305.56,317.54,320.43,326.77,371.37,388.57,374.82,376.00,375.32,355.94,381.52,338.61,338.17,342.97,348.64,319.11,302.24,307.38,288.06,333.53,306.10,287.36,310.72,,,,,342.35,363.05,363.90,355.82,,,313.60,326.07,320.34,312.71,,,,
2001-10-13 21:42:15.922000,L7,288.92,339.58,340.46,340.57,339.18,342.17,341.42,337.21,334.54,327.79,316.82,314.61,320.87,315.16,316.46,323.55,352.82,353.40,345.45,332.63,334.70,335.98,334.08,332.68,349.00,331.39,340.19,329.03,340.09,328.75,319.80,298.22,292.53,286.25,,,,,,,,,,,,,,,,,,,290.88,294.07,305.91,314.82,319.78,359.53,383.22,412.40,391.74,401.76,401.19,409.59,411.06,410.16,408.17,,,,411.68,417.67,420.29,406.14,417.53,,,,,,,414.47,418.25,395.77,404.52,410.37,,,,,,,,,,,,311.02,352.94,338.82,336.05,341.42,291.08,330.43,329.07,318.54,276.10,393.18,386.78,385.04,385.51,389.26,377.61,,,388.20,390.63,389.23,405.05,390.08,407.71,,312.74,346.97,339.14,346.47,351.19,279.25,399.48,393.37,,262.10,341.95,336.01,334.44,344.08,335.12,292.87,284.59,301.35,292.85,298.39,,,396.87,389.91,,,386.69,386.08,386.81,,,,,,,,,,,,,,,,,381.47,
2001-10-29 21:42:21.289000,L7,381.50,388.47,385.64,387.21,382.37,433.43,,,,362.36,371.21,426.92,338.74,333.76,330.71,,,,,410.13,410.61,406.99,403.65,399.55,,395.82,405.05,395.93,381.29,,,,,,390.41,380.01,386.05,382.73,,,,,,,,,405.48,385.21,387.11,376.15,,388.02,352.03,374.04,332.91,377.99,364.75,,,,361.90,383.75,403.14,409.13,,338.06,397.67,321.83,314.79,305.94,298.68,308.71,318.06,325.83,314.95,314.03,301.66,415.62,326.51,333.77,,,383.12,367.30,373.29,378.66,390.77,385.62,,372.91,389.26,385.92,379.05,407.88,379.41,353.32,378.96,,,,,,,,,,,382.90,381.85,382.51,308.23,,,,384.52,384.62,378.54,,335.58,369.85,380.46,,,,,378.54,378.40,384.83,335.19,338.11,364.73,351.11,,,,,,,,,383.61,384.87,,,337.52,397.41,385.42,380.19,377.31,331.30,328.75,,,360.93,358.46,363.76,,,,372.13,363.34,375.73,338.97,380.57,354.86,347.98,383.18,377.98,341.36
2002-02-18 21:42:54.191000,L7,407.74,356.18,355.11,351.39,352.30,352.89,347.42,424.56,394.25,342.05,323.42,326.10,336.48,324.53,322.83,334.69,369.21,391.98,351.24,341.88,386.40,399.07,395.78,411.61,393.04,393.67,387.24,395.11,379.44,388.46,385.24,384.31,390.36,394.64,393.18,385.41,362.49,334.63,385.87,397.36,385.03,320.30,382.65,378.08,314.31,342.59,417.47,389.27,,,383.49,371.73,304.59,310.58,320.43,325.70,397.06,400.06,387.70,399.35,,,,338.30,404.97,347.21,,,,369.11,409.37,309.83,320.10,324.37,311.76,406.55,318.64,403.00,360.80,384.16,381.41,305.64,328.13,404.51,406.04,,,392.53,387.57,352.92,380.57,392.71,380.27,294.76,283.38,274.75,332.49,317.08,331.42,372.82,370.83,355.07,302.76,313.54,315.98,320.96,387.00,347.86,312.55,387.58,310.21,403.35,407.46,402.52,400.62,,403.02,406.21,333.57,394.39,412.82,401.24,,,,413.79,389.21,380.12,381.06,383.67,398.27,,,,,,,,,,,380.40,345.60,335.45,294.95,308.94,311.76,341.21,385.69,321.75,396.79,347.87,394.84,293.14,298.81,337.36,326.83,341.67,364.47,,290.90,314.64,313.50,315.78,316.51,330.25,391.72,,398.77
