dates,satname,nzd0030-0000,nzd0030-0001,nzd0030-0003,nzd0030-0004,nzd0030-0005,nzd0030-0006,nzd0030-0007,nzd0030-0008,nzd0030-0009,nzd0030-0018,nzd0030-0019,nzd0030-0020,nzd0030-0021,nzd0030-0002,nzd0030-0022,nzd0030-0071,nzd0030-0072,nzd0030-0073,nzd0030-0086,nzd0030-0087,nzd0030-0088,nzd0030-0092,nzd0030-0093,nzd0030-0094,nzd0030-0095,nzd0030-0010,nzd0030-0045,nzd0030-0046,nzd0030-0047,nzd0030-0048,nzd0030-0013,nzd0030-0014,nzd0030-0015,nzd0030-0016,nzd0030-0017,nzd0030-0026,nzd0030-0027,nzd0030-0028,nzd0030-0029,nzd0030-0030,nzd0030-0031,nzd0030-0032,nzd0030-0033,nzd0030-0036,nzd0030-0037,nzd0030-0038,nzd0030-0039,nzd0030-0040,nzd0030-0041,nzd0030-0042,nzd0030-0043,nzd0030-0044,nzd0030-0049,nzd0030-0050,nzd0030-0051,nzd0030-0052,nzd0030-0053,nzd0030-0054,nzd0030-0055,nzd0030-0056,nzd0030-0034,nzd0030-0035,nzd0030-0057,nzd0030-0058,nzd0030-0066,nzd0030-0067,nzd0030-0068,nzd0030-0069,nzd0030-0070,nzd0030-0074,nzd0030-0075,nzd0030-0076,nzd0030-0077,nzd0030-0078,nzd0030-0079,nzd0030-0080,nzd0030-0081,nzd0030-0082,nzd0030-0083,nzd0030-0084,nzd0030-0085,nzd0030-0011,nzd0030-0012,nzd0030-0059,nzd0030-0060,nzd0030-0061,nzd0030-0062,nzd0030-0024,nzd0030-0025,nzd0030-0063,nzd0030-0064,nzd0030-0065,nzd0030-0089,nzd0030-0090,nzd0030-0091,nzd0030-0023
2001-11-26 22:06:09.518000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.10,,,,,,,,,,,,,,,388.22,385.87,398.80,361.30,313.24,353.51,325.25,373.12,373.90,348.19,345.28,298.18,338.99,309.14,282.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:06:14.960000,L7,346.31,380.25,375.33,353.05,340.55,337.37,318.01,365.29,361.23,,,,,343.62,,,,,,,,,,,,368.97,,,,,377.25,371.78,370.74,349.86,388.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.83,321.34,,,,,,,,,,,,,,,,,,370.55,392.33,318.06,309.37,310.03,308.95,,,,,,,,,
2001-12-28 22:06:14.106000,L7,400.79,318.32,338.49,359.95,341.27,368.26,,333.59,340.96,,,,,320.35,,,,,,,,,,,,303.88,316.21,303.22,387.80,386.29,389.18,392.00,380.17,386.78,,,,,,,,,,,,,,400.20,309.29,314.39,317.13,322.31,388.87,390.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.57,375.23,,,,,,,,,,,,,
2002-01-29 22:06:21.478000,L7,,,,,,,,,,,,,,,,,,,367.23,368.33,,394.98,382.25,390.71,377.41,,378.55,361.55,394.05,,,,,,,,,,,,,,,,,,,,,,,403.21,,,,,,,396.37,380.38,,,362.12,361.75,,,,,,,,,,,350.44,341.58,358.30,375.48,341.72,341.42,341.90,,,358.15,365.21,406.76,,,,,,,,,383.15,
2002-02-14 22:06:29.522000,L7,,,,,375.24,278.03,373.97,,,,,,,,,,,,,,,,,,,322.41,,,,,354.17,356.30,376.49,,,,,,,,,,,350.54,378.43,,,,,,,,,,367.39,396.59,397.61,394.59,,,,357.96,,,,,,,,,,,,,,,,,,,,325.82,325.64,,,,,,,,,,,,,
2002-03-18 22:06:22.131000,L7,369.08,276.76,314.21,331.77,332.24,336.57,341.74,327.05,331.73,331.34,333.00,321.14,,288.46,,333.37,342.57,277.95,314.14,,,,335.62,328.86,338.93,394.23,,,,,400.94,364.93,,321.11,325.55,,,,,,,355.84,359.94,357.61,385.19,387.77,391.43,378.00,382.27,,,,,,,,,,,,384.53,356.86,,,,,354.97,313.04,327.26,,,,,,,353.50,363.49,333.81,,356.68,338.68,376.73,384.19,,,,,,,,,,,,,
2002-10-28 22:05:22.323000,L7,,,,,,,,,,,,,,,,355.32,304.78,327.16,,,,330.28,340.81,291.30,,,349.84,368.52,370.77,370.63,,,,,,,326.36,317.12,346.86,360.13,358.70,377.01,373.38,308.33,335.42,343.19,363.10,289.61,,,,350.35,336.70,,,,,,,,310.54,,,,347.44,343.29,363.68,357.06,,294.92,299.55,286.78,357.12,363.11,,359.51,355.45,339.15,340.17,,,,,,,340.13,348.58,,,351.10,344.71,295.96,,332.70,328.09,
2002-11-13 22:05:30.425000,L7,387.89,387.71,353.85,,,,,,,,,,,378.96,,,,,323.74,303.46,,,,325.20,343.70,,,,,,,,,,,338.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.59,279.42,,,,262.69,275.20,279.82,318.59,320.59,327.41,332.91,314.33,309.79,288.48,309.63,317.44,,,,,309.43,299.84,374.80,288.54,299.08,326.86,321.15,,,,
2003-01-16 22:06:02.914000,L7,,,,,,,,,,,,,,,,,,,,,,,376.20,348.74,,,,403.20,351.50,391.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-21 22:06:15.912000,L7,,,,,362.61,396.73,,,,319.33,373.33,278.69,285.91,,299.40,,,,,,,,,,,383.71,,,,,361.96,344.43,339.79,345.82,358.55,352.49,349.87,350.72,380.90,338.94,327.22,324.11,335.02,365.32,367.45,400.43,365.08,349.66,327.67,366.08,343.48,331.37,,,,355.49,345.15,367.45,348.33,340.84,341.02,364.38,,290.42,,,,,,,,,291.22,368.88,347.01,,,,,,,387.44,383.07,348.30,352.06,353.08,347.63,232.66,371.92,,,,,,,282.84
2006-09-13 22:11:23.474000,L5,,,,,,,,,,,,,,,,,,,,,,,,,329.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 22:17:15.240000,L8,,,,,,,,,,,,,357.37,,344.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03 22:17:30.217000,L8,,,,,,,,,,329.61,310.75,360.04,315.41,,330.29,,,,,,,,,,,,,,,,,,,287.74,316.55,,331.84,333.09,313.85,289.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04 22:17:27.803000,L8,,,,,,,,,,355.98,,,307.31,,314.65,,,,,,,,,,,,354.45,395.61,389.47,379.38,,,339.47,353.87,375.17,319.39,306.54,258.11,342.38,335.19,339.45,368.45,,,,,,,,,,,394.11,283.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.11,333.09,,,,,,,308.84
2021-04-15 22:17:16.883000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.29,315.06,,,,,,,,,,,,,,,,,,,,,,
2021-05-17 22:17:12.707000,L8,,,,,,,,,,,,,,,,,,,,,,362.61,314.59,392.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.34,
2021-11-25 22:17:57.047000,L8,332.31,335.86,,357.52,354.62,351.04,353.95,313.20,307.03,371.36,355.94,353.41,368.29,337.55,,365.48,376.55,,,404.80,342.14,356.96,366.28,,,305.87,351.43,347.18,346.69,341.10,325.86,364.96,347.36,352.39,371.86,366.55,354.45,353.91,350.22,338.34,332.78,338.55,338.95,366.13,377.29,385.28,386.25,378.50,372.51,405.87,386.24,372.88,342.53,329.60,336.11,,,337.08,331.97,317.16,342.36,356.74,320.53,332.02,365.71,370.78,354.81,366.84,368.98,,,,,,,,,,,,,308.36,324.23,342.74,346.34,355.30,339.81,,,350.34,336.75,352.67,360.30,349.79,364.77,
2022-07-31 22:17:39.593000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.20,283.86,310.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16 22:16:54.981000,L9,332.04,315.01,,270.60,296.20,336.23,394.20,,,,,,,297.47,,,,,,,,,,,,,,,,,381.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.26,367.90,,,,,,,,,,,,,
2024-04-07 22:17:11.830000,L8,,,,,,,,,,242.02,302.86,314.30,285.81,,302.67,279.70,273.71,298.75,309.00,342.71,284.28,,,,,,406.66,393.83,351.03,363.03,,,,,,334.98,339.35,336.29,347.79,331.95,381.75,378.74,352.59,381.81,406.90,405.59,367.78,419.51,362.26,393.83,393.22,390.52,,,,,,,,,360.73,360.24,,,,,,,,299.65,285.03,345.03,342.59,328.65,306.57,301.85,,,,322.54,317.52,,,,,,,320.60,328.55,,,,,,,308.18
2025-03-09 22:17:26.663000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.52,346.69,,,291.89,,,,,,
2025-06-13 22:17:12.853000,L8,,,,,,,,,,,,,,,,,,,,,,,328.80,321.06,311.74,,,,,,,,,,,,353.94,337.00,372.45,,,,,318.83,322.13,,,,,,,,,,,,,,372.54,380.55,342.36,391.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
