dates,nzd0191-0000,nzd0191-0001,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0061
2015-09-01 21:59:39+00:00,292.38,271.75,237.79,255.42999999999998,239.83999999999997,242.07,251.06,237.375,238.0,235.07999999999998,238.24,211.79,227.565,233.975,250.245,234.28,234.04500000000002,219.996,236.964,233.49,229.628,236.862,248.334,245.706,250.526,258.745,254.266,259.448,243.766,240.47799999999998,254.665,244.1975,248.8375,245.695,254.42600000000002,256.832,255.10250000000002,253.63,228.65333333333334,278.16999999999996,277.81,275.99,281.63,274.63,271.525,272.365,276.15,266.80499999999995,,,253.575,229.70499999999998,214.17000000000002,201.39999999999998,157.94,169.69,183.93,240.915,240.73,242.745,240.96,
2016-01-23 21:59:56+00:00,297.41,268.885,249.94,234.925,233.23,238.19,242.67000000000002,234.40499999999997,237.14999999999998,233.255,235.74,238.73000000000002,240.03500000000003,245.92,247.66500000000002,245.01,244.815,230.6,243.81333333333336,241.33333333333334,240.61666666666667,243.4333333333333,253.99666666666667,252.13666666666666,256.26,271.71000000000004,262.0566666666667,265.6933333333333,251.79333333333338,241.99,267.745,256.61,258.72499999999997,258.01,259.48,260.2733333333333,258.13,249.77,250.42,274.08,271.895,271.13,275.365,270.345,267.95000000000005,263.33,276.32,274.02,,,250.85999999999999,226.095,213.415,182.64999999999998,157.94,167.305,179.02499999999998,235.43,236.28,232.88,238.66000000000003,
2016-02-24 21:59:45+00:00,294.555,269.3233333333333,249.94,226.59,229.13333333333333,233.42333333333332,239.48000000000002,233.81666666666663,236.87666666666667,233.255,235.74,238.73000000000002,252.24,258.53666666666663,246.14666666666668,244.70333333333335,243.98000000000002,249.01999999999998,252.02333333333334,252.14333333333335,254.12,256.18,261.01666666666665,262.41,265.9533333333333,271.54333333333335,273.9766666666667,273.4166666666667,264.4266666666667,265.62999999999994,265.9866666666667,255.86666666666667,257.9,257.5466666666667,267.6366666666666,267.71,267.4,249.4333333333333,272.02,273.49,268.53333333333336,271.2266666666667,272.99,269.44666666666666,267.6433333333334,265.08,275.53499999999997,274.02,,,248.70666666666668,226.63666666666666,211.86333333333332,195.87666666666667,157.94,164.92333333333332,178.42,230.55999999999997,232.34666666666666,229.29999999999998,237.73666666666668,
2016-03-02 22:05:55+00:00,298.485,268.75333333333333,248.68,216.10333333333332,222.01666666666665,225.78,236.73000000000002,232.1833333333333,236.27,231.72,235.325,236.97,251.75333333333333,257.8233333333333,244.84333333333333,244.42999999999998,243.12,248.46666666666667,250.40666666666667,251.13333333333335,253.82000000000002,254.87666666666667,259.78,260.58,265.11333333333334,270.6233333333333,271.83,272.63666666666666,263.9666666666667,264.1766666666667,263.06666666666666,255.37666666666667,256.9633333333333,256.55,265.91333333333336,266.2133333333333,266.40333333333336,247.87666666666667,270.0333333333333,271.08666666666664,263.6566666666667,270.4433333333334,267.26,266.60999999999996,266.57,261.0133333333334,274.01,241.85,,,245.49,225.84333333333333,209.0633333333333,206.98666666666668,,162.55666666666667,177.1,222.73000000000002,226.80000000000004,222.72333333333333,235.80666666666664,
2016-05-14 21:59:24+00:00,298.485,268.75333333333333,248.68,216.10333333333332,222.01666666666665,225.78,236.73000000000002,232.1833333333333,236.27,231.72,235.325,228.20333333333335,242.45250000000001,248.74249999999998,244.84333333333333,238.44,237.6925,248.46666666666667,244.3025,243.5,245.6,245.41750000000002,253.98,253.055,259.2925,263.11,263.545,266.78249999999997,255.7175,256.8875,256.6225,249.04,251.7425,249.75,259.9225,261.835,259.4775,247.87666666666667,270.0333333333333,271.08666666666664,263.6566666666667,270.4433333333334,267.26,266.60999999999996,266.57,261.0133333333334,274.01,241.85,,,245.49,225.84333333333333,209.0633333333333,206.98666666666668,,162.55666666666667,177.1,222.73000000000002,226.80000000000004,222.72333333333333,235.80666666666664,
2016-05-21 22:05:38+00:00,292.09666666666664,267.5175,250.895,225.62,225.2025,233.03,240.44,233.665,237.3225,233.03,236.89666666666668,232.4625,242.56800000000004,248.82399999999998,246.7,240.12399999999997,239.17800000000003,248.6575,246.05599999999998,246.132,248.01,247.72200000000004,255.698,254.97200000000004,261.134,265.454,266.386,268.312,257.70799999999997,259.274,258.952,250.776,253.17600000000002,252.11000000000004,261.39399999999995,263.82,262.32800000000003,250.0325,270.93,273.1225,267.1725,271.46250000000003,268.99249999999995,267.96,268.80999999999995,264.4825,274.81333333333333,259.065,,,246.5625,227.13750000000002,210.605,211.4125,,163.7575,178.57,229.66250000000002,232.195,227.94,237.6675,
2016-07-01 21:59:42+00:00,289.365,262.928,250.1,231.038,227.378,234.192,242.382,234.152,237.204,232.6475,236.70499999999998,233.792,242.28333333333333,248.46,246.734,240.92666666666665,240.17499999999998,248.97799999999998,247.06166666666664,247.15833333333333,249.1933333333333,248.99166666666667,256.6666666666667,256.21999999999997,261.845,266.77166666666665,267.6933333333333,268.9433333333333,259.0133333333334,260.79,260.38166666666666,251.41833333333332,253.95666666666668,253.35833333333335,262.41499999999996,264.6083333333333,263.27833333333336,250.93,270.656,274.066,269.854,272.264,270.702,268.912,269.454,266.25,275.13,264.6566666666667,,,247.506,226.82800000000003,210.12399999999997,213.19400000000002,,163.698,179.642,233.246,234.484,228.36599999999999,237.974,
2016-07-24 22:06:01+00:00,289.365,261.885,250.1,234.66500000000002,229.53249999999997,236.87,244.97250000000003,234.6475,237.47,232.88000000000002,237.52666666666664,230.106,238.5716666666667,244.79333333333332,238.894,237.31666666666663,237.03833333333333,243.64000000000001,243.15666666666664,243.10999999999999,245.58,243.52,253.29833333333337,252.40333333333334,258.2616666666667,262.72666666666663,263.25666666666666,265.22666666666663,253.67999999999998,257.2316666666667,257.1716666666667,247.015,250.64833333333334,249.5666666666667,260.04166666666663,261.7916666666667,259.59,243.692,270.81,275.3925,271.5525,273.97,272.435,270.15,271.2,269.78999999999996,275.13,264.6566666666667,,,248.33249999999998,227.995,210.30749999999998,220.1225,,163.48,180.57250000000002,236.51,236.72500000000002,230.045,238.41499999999996,
2016-08-18 21:59:57+00:00,288.914,260.932,250.1,231.73200000000003,228.788,236.02399999999997,245.348,233.68,236.856,231.8675,236.0275,230.89333333333335,238.54857142857145,244.49428571428572,239.46666666666667,238.14857142857142,237.8814285714286,243.94333333333336,243.96285714285713,244.20857142857145,246.47571428571428,244.7514285714286,254.16285714285715,253.46714285714287,259.40000000000003,263.8528571428571,264.28285714285715,266.2257142857143,254.96857142857144,258.15857142857146,258.2614285714286,248.0,251.72000000000003,250.55428571428573,260.7371428571428,262.3985714285714,260.69142857142856,244.13666666666668,270.644,274.948,271.698,272.43,271.654,270.198,270.50199999999995,266.83399999999995,274.82,263.88,,,248.754,226.58599999999996,210.16199999999998,215.82,,163.06799999999998,179.27,236.51,234.61599999999999,228.904,237.57799999999997,
2016-09-10 22:06:15+00:00,283.8875,256.90749999999997,250.80999999999997,243.315,232.03,244.4825,249.0675,233.19,236.4375,230.82750000000001,234.54500000000002,230.13833333333332,231.66,237.10666666666668,238.296,236.715,236.65,242.302,242.54833333333332,242.72666666666666,244.72,242.65499999999997,252.98666666666668,252.225,258.2383333333334,262.295,262.7766666666667,265.05,252.81166666666664,256.67,257.1983333333333,246.78999999999996,250.535,249.05166666666665,259.34666666666664,261.6366666666667,259.46,243.01800000000003,270.115,274.93,274.46,272.645,272.8175,271.17,271.9575,267.705,274.78999999999996,269.985,,,250.73,225.12,210.0175,210.005,,163.65,179.6875,243.785,237.53249999999997,231.16250000000002,237.5675,
2016-10-21 22:00:12+00:00,287.146,260.34,251.75666666666666,245.37400000000002,236.69400000000002,246.692,250.706,233.97200000000004,236.67799999999997,231.22600000000003,234.87800000000001,230.80285714285714,232.7671428571429,237.97857142857146,239.46333333333334,237.66428571428574,237.73857142857145,242.98833333333334,243.78285714285715,243.96142857142857,245.74571428571426,244.41142857142856,253.82285714285717,253.5814285714286,259.21000000000004,263.3557142857143,264.2885714285714,266.2757142857143,254.45285714285714,257.80857142857144,258.3085714285714,247.8542857142857,251.7057142857143,250.25428571428574,260.36,262.3757142857143,260.69714285714286,244.5583333333333,271.372,276.814,275.856,275.37199999999996,276.592,272.688,273.88199999999995,270.9,275.82399999999996,272.216,,,253.81199999999998,226.054,211.35,212.762,161.54,163.92000000000002,180.074,245.42199999999997,239.358,234.56800000000004,237.718,
2016-11-22 22:00:11+00:00,294.44,264.816,251.31333333333336,244.448,236.49,245.24,250.36399999999998,232.52200000000002,235.748,230.218,233.58750000000003,231.942,234.358,239.04000000000002,237.76000000000002,239.26400000000004,239.52799999999996,241.74,245.484,246.60166666666666,248.525,248.28333333333333,255.66833333333332,256.43833333333333,261.14166666666665,266.03833333333336,267.44,268.635,257.7666666666667,260.5416666666667,260.3833333333333,249.446,253.38999999999996,252.17600000000002,262.96,262.93,262.2266666666667,242.57000000000002,271.178,276.1,274.072,276.24799999999993,278.926,272.736,273.67999999999995,270.908,275.562,271.96799999999996,,,257.178,225.344,211.21999999999997,211.89600000000002,163.64499999999998,163.06,179.092,244.57799999999997,238.3,234.362,236.198,
2017-01-16 22:06:11+00:00,304.1,268.688,233.88666666666666,235.85999999999999,233.48000000000002,242.554,248.05599999999998,231.298,235.47400000000002,229.93400000000003,242.8775,230.14999999999998,232.73250000000002,237.14000000000001,236.85333333333332,238.76800000000003,238.754,241.06199999999998,244.75,246.03166666666667,247.51,247.515,255.19833333333335,255.90666666666667,260.9783333333333,265.3666666666667,266.70166666666665,268.475,257.44166666666666,259.65333333333336,259.05333333333334,248.756,252.252,251.228,262.4316666666667,262.6333333333334,261.6516666666667,241.57666666666668,270.912,275.14400000000006,270.794,275.342,276.76,271.582,273.16999999999996,270.66999999999996,275.236,270.006,,,255.504,224.47400000000002,211.73000000000002,209.46599999999998,163.64499999999998,164.17249999999999,178.034,240.57600000000002,236.06199999999998,232.796,234.958,
2017-01-25 21:59:56+00:00,304.1,268.3916666666667,223.99,232.21166666666667,231.58833333333334,239.855,246.5616666666667,230.94333333333336,235.545,230.03666666666666,240.67600000000002,234.07750000000001,238.03500000000003,241.8025,242.61833333333334,242.756,242.204,246.142,249.112,249.78499999999997,250.85500000000002,252.37833333333333,258.205,259.5916666666667,264.28333333333336,269.22166666666664,270.9666666666667,271.8933333333334,262.65333333333336,262.995,261.6333333333333,253.244,255.86800000000002,255.594,264.535,264.77500000000003,264.91,247.8766666666667,270.68,274.4866666666667,269.87333333333333,274.85999999999996,275.25,271.01666666666665,272.33166666666665,267.5466666666667,269.2183333333333,270.006,,,253.15333333333334,224.09333333333333,211.78333333333333,209.85500000000002,165.66,164.934,178.18666666666664,237.58,235.335,231.17500000000004,234.83666666666667,
2017-02-10 21:59:48+00:00,304.42833333333334,266.7528571428571,216.898,228.4,234.37285714285716,237.01714285714283,240.46,230.44571428571427,235.16857142857143,230.04285714285714,239.32000000000002,233.666,237.632,241.706,242.6,242.49166666666667,241.93999999999997,246.08166666666668,249.10666666666665,249.34285714285713,250.64000000000001,252.21285714285713,257.9428571428571,259.29285714285714,264.13142857142856,269.0128571428572,271.04285714285714,271.7685714285714,261.84000000000003,262.94,261.58142857142855,253.05999999999997,255.09833333333336,255.03166666666667,264.3957142857143,264.5628571428571,264.2142857142857,247.08571428571432,269.6771428571429,273.2842857142858,268.7157142857143,273.44714285714286,273.24571428571426,269.9057142857143,270.67571428571426,264.4557142857143,262.9342857142857,270.006,,,250.36999999999998,222.46285714285713,210.21285714285713,205.29714285714286,166.36,164.54833333333332,177.9542857142857,234.0742857142857,232.33999999999997,228.87714285714287,234.1942857142857,
2017-03-05 22:05:50+00:00,303.68833333333333,267.0185714285714,212.77666666666667,226.39142857142858,232.71142857142857,234.8542857142857,237.9628571428571,229.99857142857144,234.87999999999997,229.94000000000003,238.82833333333335,233.17,237.28400000000002,241.30599999999998,242.38714285714286,242.11666666666667,241.59333333333333,245.94500000000002,248.91333333333333,248.88142857142856,250.27857142857144,252.09571428571425,257.54857142857145,259.1557142857143,263.6828571428572,268.73285714285714,270.9414285714286,271.4585714285714,261.5642857142857,262.7157142857143,260.7885714285714,252.5583333333333,253.61833333333334,254.49833333333333,264.15142857142854,264.26142857142855,263.7814285714286,246.49285714285716,268.85571428571427,272.4271428571429,267.02714285714285,273.2214285714286,272.4585714285714,269.06857142857143,269.89714285714285,263.47285714285715,257.6142857142857,272.12,,,248.75285714285715,221.64857142857142,209.5257142857143,203.00285714285715,165.268,164.3216666666667,178.49,230.70285714285714,230.87714285714284,227.50285714285715,233.6985714285714,
2017-03-30 21:59:26+00:00,304.79,268.04857142857145,210.3657142857143,222.29285714285717,231.7942857142857,231.2642857142857,237.23142857142858,230.52714285714288,235.1057142857143,230.53,239.515,234.33200000000002,238.234,241.98199999999997,242.87000000000003,242.67,242.08333333333334,246.4333333333333,249.35833333333332,249.30857142857144,250.74142857142857,252.39714285714285,257.89428571428573,259.6257142857143,264.1814285714286,269.24999999999994,271.13,271.67857142857144,262.29571428571427,263.19,261.61285714285714,252.86333333333334,254.07000000000002,254.89333333333335,264.4242857142857,264.50142857142856,263.9857142857143,246.64857142857144,268.83714285714285,273.24142857142857,267.26,272.12285714285713,271.95142857142855,268.90999999999997,269.25714285714287,263.79285714285714,257.95571428571424,271.0075,,,248.8642857142857,221.9928571428571,209.7957142857143,202.89714285714285,166.93833333333333,166.74333333333334,179.39714285714285,228.62999999999997,229.78,227.12000000000003,234.0,
2017-04-15 21:59:18+00:00,304.79,268.04857142857145,210.3657142857143,222.29285714285717,231.7942857142857,231.2642857142857,237.23142857142858,230.52714285714288,235.1057142857143,230.53,239.515,231.91666666666666,234.29333333333332,238.46666666666667,242.87000000000003,239.3857142857143,239.08285714285714,246.4333333333333,245.91,245.28500000000003,248.18875,252.39714285714285,255.275,256.25375,261.37125000000003,265.24249999999995,271.13,268.11125,258.425,259.38625,257.635,249.00142857142856,251.39857142857144,250.80857142857144,261.51,261.09125,260.20875,246.64857142857144,268.83714285714285,273.24142857142857,267.26,272.12285714285713,271.95142857142855,268.90999999999997,269.25714285714287,263.79285714285714,257.95571428571424,271.0075,,,248.8642857142857,221.9928571428571,209.7957142857143,202.89714285714285,166.93833333333333,166.74333333333334,179.39714285714285,228.62999999999997,229.78,227.12000000000003,234.0,
2017-05-01 21:59:07+00:00,302.8,267.1142857142857,210.1685714285714,223.0885714285714,232.19857142857146,230.97142857142856,236.3814285714286,230.46571428571428,235.1942857142857,230.56285714285715,239.73,232.88666666666668,234.515,238.97,243.52142857142857,239.76142857142858,238.97571428571428,246.99499999999998,246.21142857142857,245.5375,248.62750000000003,252.5585714285714,255.71625,256.41875,261.375,265.71375,271.2914285714286,268.135,258.8175,259.93,257.97625,249.6057142857143,251.60714285714286,251.54285714285714,261.71875,261.5175,260.42375,246.9414285714286,268.30571428571426,272.61,267.06857142857143,270.92571428571426,269.12142857142857,268.36285714285714,267.96,262.8,257.70285714285717,267.63,,,247.68571428571428,222.81571428571428,209.6357142857143,199.71857142857144,167.06333333333333,168.35166666666666,180.53571428571428,228.22,230.06142857142854,226.73000000000002,234.25428571428571,
2017-05-08 22:05:23+00:00,302.8,267.1142857142857,210.1685714285714,223.0885714285714,232.19857142857146,230.97142857142856,236.3814285714286,227.24124999999998,232.57375,227.835,236.04142857142855,231.13714285714286,232.1942857142857,236.86999999999998,240.03375000000003,237.60250000000002,237.0625,244.06285714285713,243.92125000000001,243.73333333333332,246.79666666666668,249.18125,254.10333333333335,254.54666666666668,259.52666666666664,263.84444444444443,266.5475,266.2511111111111,256.1711111111111,258.3288888888889,256.5755555555556,247.44625,249.85625,249.215,260.21555555555557,260.2888888888889,258.7344444444445,246.9414285714286,268.30571428571426,272.61,267.06857142857143,263.46875,262.62,261.81374999999997,259.99125,262.8,257.70285714285717,267.63,,,247.68571428571428,222.81571428571428,209.6357142857143,199.71857142857144,167.06333333333333,168.35166666666666,180.53571428571428,228.22,230.06142857142854,226.73000000000002,234.25428571428571,
2017-05-24 22:05:34+00:00,300.202,263.935,203.23333333333332,218.67999999999998,231.9416666666667,228.21333333333334,234.135,226.7242857142857,232.10857142857142,227.43857142857146,236.04142857142855,231.13714285714286,232.1942857142857,236.86999999999998,239.74571428571429,235.8577777777778,235.45222222222225,241.0675,242.00222222222223,241.06555555555556,244.71555555555557,245.28125,252.14777777777778,252.5677777777778,257.44111111111107,261.49555555555554,265.90285714285716,263.67777777777775,252.73555555555555,255.74333333333334,254.70999999999998,245.60555555555553,248.36666666666665,247.11555555555555,258.14222222222224,258.9611111111111,256.87,247.33666666666667,267.58166666666665,272.1016666666667,266.78000000000003,254.59625,253.77625,254.55374999999998,250.76375000000002,260.7783333333333,254.80166666666665,263.92499999999995,,,244.53166666666667,222.04,208.81166666666664,196.2783333333333,167.326,168.35166666666666,180.9466666666667,225.21666666666667,227.89,224.0916666666667,234.02166666666665,
2017-06-25 22:05:47+00:00,300.202,263.935,203.23333333333332,218.67999999999998,231.9416666666667,228.21333333333334,234.135,226.7242857142857,232.10857142857142,227.43857142857146,236.04142857142855,229.7475,230.3225,235.15499999999997,235.32874999999999,234.49100000000004,234.20700000000002,237.85333333333332,240.527,239.825,242.721,243.03222222222223,251.071,251.106,255.952,259.79,265.90285714285716,262.105,250.529,253.58700000000005,253.76899999999995,244.106,247.14299999999997,245.57,256.998,258.08299999999997,255.598,247.33666666666667,267.58166666666665,272.1016666666667,266.78000000000003,248.24777777777777,249.72555555555553,249.96666666666664,244.73999999999998,260.7783333333333,254.80166666666665,263.92499999999995,,,244.53166666666667,222.04,208.81166666666664,196.2783333333333,167.326,168.35166666666666,180.9466666666667,225.21666666666667,227.89,224.0916666666667,234.02166666666665,
2017-07-11 22:05:50+00:00,300.202,263.935,203.23333333333332,218.67999999999998,231.9416666666667,228.21333333333334,234.135,226.7242857142857,232.10857142857142,227.43857142857146,236.04142857142855,229.7475,230.3225,235.15499999999997,235.32874999999999,233.36818181818182,233.2809090909091,234.33800000000002,239.4327272727273,238.72454545454548,241.62363636363636,241.119,250.0563636363636,249.91909090909093,255.07090909090905,258.59909090909093,265.90285714285716,260.7481818181818,248.85454545454547,251.88818181818186,252.9509090909091,243.1727272727273,246.26090909090908,244.40454545454543,256.35727272727274,257.33181818181816,254.6472727272727,247.33666666666667,267.58166666666665,272.1016666666667,266.78000000000003,242.21599999999998,246.416,246.474,240.577,260.7783333333333,254.80166666666665,263.92499999999995,,,244.53166666666667,222.04,208.81166666666664,196.2783333333333,167.326,168.35166666666666,180.9466666666667,225.21666666666667,227.89,224.0916666666667,234.02166666666665,
2017-09-22 22:00:01+00:00,292.05,268.26,232.9666666666667,241.65,240.53333333333333,242.70666666666662,247.96666666666667,227.15,231.49249999999998,226.2025,230.39499999999998,228.93999999999997,228.455,233.85333333333332,231.968,230.44625000000002,230.71625,229.55999999999997,236.3025,235.43625,238.94875000000002,237.49428571428572,247.48625,246.58625,251.96625,254.94125,262.7925,257.07875,244.71625,248.29500000000002,250.77875,240.0275,244.71375,241.38625000000002,253.9925,254.84,251.84,252.29333333333332,270.26666666666665,277.51000000000005,275.6333333333333,232.34285714285716,241.7842857142857,239.3914285714286,231.3814285714286,273.55333333333334,276.05,268.44,,,256.08666666666664,228.72000000000003,213.04666666666665,195.21333333333334,165.76666666666665,176.23666666666668,184.99,241.37666666666667,239.65666666666667,234.12,237.89,
2017-12-02 22:06:10+00:00,290.97,268.495,249.17000000000002,246.73000000000002,234.84,246.36,247.925,234.05,237.14,231.635,234.97,229.4466666666667,231.83666666666667,237.4433333333333,230.74,232.86249999999998,233.3025,227.51999999999998,239.1725,239.71499999999997,240.015,239.105,250.115,249.07999999999998,254.60500000000002,257.6625,270.17999999999995,259.725,247.8,249.5,254.5675,242.815,246.0575,244.235,256.865,257.6775,255.14999999999998,249.725,270.76,277.105,271.555,234.6875,249.85,243.0925,237.00750000000002,273.96,274.38,272.84000000000003,,,252.555,228.465,213.47,187.34,165.025,174.07999999999998,181.64,246.615,242.965,235.85500000000002,237.10000000000002,
2017-12-27 22:00:01+00:00,297.34666666666664,268.97333333333336,249.17000000000002,246.4466666666667,232.61333333333334,242.32333333333335,246.68666666666664,233.64666666666668,237.04999999999998,231.76,234.96333333333334,234.3066666666667,238.81333333333336,244.47333333333336,243.84333333333333,238.0575,238.10500000000002,236.34,244.9175,244.915,246.6325,246.5575,254.23749999999998,254.38,260.09000000000003,263.5925,270.71999999999997,265.75,255.8775,257.0025,259.1525,248.6275,250.675,250.285,261.40999999999997,260.8875,260.39,248.78333333333333,270.92333333333335,276.0466666666667,270.48,253.745,263.2375,257.2475,255.9325,271.83,273.3066666666667,270.04,,,250.58333333333334,229.89666666666668,212.98000000000002,186.64333333333335,168.12333333333333,176.15333333333334,181.34333333333333,245.51,243.40666666666667,238.26666666666665,236.82333333333335,
2018-01-19 22:06:02+00:00,289.59000000000003,268.97333333333336,249.17000000000002,246.4466666666667,232.61333333333334,242.32333333333335,246.68666666666664,224.6175,231.2775,224.7625,229.3775,229.6425,232.48250000000002,237.0925,237.4625,235.70000000000002,237.375,240.055,244.0725,242.465,243.53,254.10999999999999,253.14499999999998,253.28250000000003,257.83000000000004,262.7075,270.71999999999997,265.185,256.1375,255.53250000000003,254.915,253.5566666666667,255.08666666666667,256.13000000000005,265.22999999999996,264.57666666666665,265.4733333333333,248.78333333333333,270.92333333333335,276.0466666666667,270.48,275.68333333333334,278.77333333333337,271.31666666666666,273.54,271.83,273.3066666666667,270.04,,,250.58333333333334,229.89666666666668,212.98000000000002,186.64333333333335,168.12333333333333,176.15333333333334,181.34333333333333,245.51,243.40666666666667,238.26666666666665,236.82333333333335,
2018-04-25 22:05:14+00:00,287.16499999999996,267.82666666666665,248.60500000000002,248.34,231.0,243.72666666666666,246.64333333333335,224.26500000000001,230.585,224.67000000000002,229.27,230.5325,232.2825,237.1825,237.8875,235.57500000000002,237.0075,239.91750000000002,243.8725,242.4425,243.6225,253.43666666666664,252.86749999999998,253.3275,257.61,262.475,270.57,265.08500000000004,255.9725,255.1975,254.96,253.68666666666664,254.83666666666667,256.23,264.66333333333336,264.37000000000006,266.19,248.39999999999998,270.8666666666666,275.92,270.25333333333333,274.87333333333333,274.7166666666667,270.7033333333333,272.5566666666667,271.97333333333336,273.6433333333334,267.53,,,251.73666666666668,231.7166666666667,212.84333333333333,185.6,170.58666666666667,175.64500000000004,182.90666666666667,244.6,242.61333333333332,241.4766666666667,236.6966666666667,
2018-05-20 21:58:47+00:00,286.87199999999996,267.35,251.54333333333332,251.17999999999998,237.4325,247.035,249.625,227.43400000000003,233.262,228.382,232.148,233.92,235.612,240.702,241.702,239.10399999999998,239.356,243.488,246.888,246.13599999999997,247.17600000000002,254.94,255.82199999999997,256.936,260.814,265.756,272.7125,268.582,259.38800000000003,259.02799999999996,259.866,257.24,257.3225,258.6625,266.46500000000003,266.4175,267.8775,250.135,272.46999999999997,277.49,273.7525,276.38,277.9475,272.3275,273.5825,273.0975,274.5125,270.5133333333333,,,254.865,233.41750000000002,214.4175,188.865,168.2225,177.3166666666667,184.59,246.895,244.6375,242.8775,239.595,
2018-06-05 21:58:37+00:00,286.4425,266.77333333333337,253.51,253.11333333333332,239.47333333333336,247.84,250.88666666666666,225.9725,232.4475,227.55,231.59249999999997,233.95749999999998,234.78249999999997,239.8175,241.29500000000002,234.148,235.07,231.46999999999997,241.43999999999997,238.456,236.808,244.04999999999998,251.314,250.57199999999997,256.28999999999996,258.678,274.01,263.74,252.132,252.58800000000002,253.36000000000004,250.81,252.66,252.015,260.4175,259.01250000000005,258.96500000000003,251.14666666666668,273.1033333333333,277.72333333333336,276.60333333333335,276.48333333333335,277.7733333333333,273.05333333333334,273.4933333333333,272.85333333333335,274.5933333333333,270.46000000000004,,,257.50666666666666,234.00666666666666,215.11999999999998,189.74,167.52,180.48000000000002,185.44333333333336,247.76666666666668,246.23666666666668,244.24333333333334,240.6833333333333,
2018-06-21 21:58:49+00:00,286.4425,266.77333333333337,253.51,253.11333333333332,239.47333333333336,247.84,250.88666666666666,225.9725,232.4475,227.55,227.82599999999996,230.394,231.106,236.43,241.29500000000002,232.41833333333332,232.82000000000002,230.53333333333333,238.92333333333332,236.64833333333334,235.8083333333333,238.474,249.58333333333334,248.76833333333332,254.1833333333333,256.50333333333333,274.01,261.5233333333333,248.61833333333334,250.205,251.17,246.958,249.738,247.398,257.27,255.652,255.74200000000002,251.14666666666668,273.1033333333333,277.72333333333336,276.60333333333335,276.48333333333335,277.7733333333333,273.05333333333334,273.4933333333333,272.85333333333335,274.5933333333333,270.46000000000004,,,257.50666666666666,234.00666666666666,215.11999999999998,189.74,167.52,180.48000000000002,185.44333333333336,247.76666666666668,246.23666666666668,244.24333333333334,240.6833333333333,
2018-06-28 22:05:04+00:00,278.5566666666666,265.19500000000005,253.51,256.72999999999996,245.13,254.635,254.225,223.6833333333333,230.97333333333333,226.06333333333336,226.045,227.57000000000002,227.08,232.52000000000004,240.48666666666668,229.14000000000001,229.50833333333333,226.43499999999997,235.14333333333332,233.16833333333332,232.6016666666667,231.43200000000002,246.39666666666668,245.14000000000001,251.14499999999998,252.94999999999996,275.11499999999995,257.79833333333335,243.47500000000002,245.67,247.93999999999997,242.16799999999998,246.42399999999998,242.488,253.56199999999998,252.97200000000004,251.59799999999996,253.26999999999998,274.03,279.62,280.74,277.88,281.22499999999997,274.635,274.11499999999995,275.495,276.30999999999995,276.48,,,262.94000000000005,234.63000000000002,216.67999999999998,191.985,164.12,180.66,187.79000000000002,250.0,247.20999999999998,244.82,242.89,
2018-07-23 21:59:04+00:00,285.43333333333334,259.3233333333333,251.42666666666665,252.14666666666665,237.53333333333333,247.92999999999998,254.5533333333333,236.90333333333334,239.11333333333334,236.0,232.3275,232.834,232.558,238.882,251.66,235.16333333333333,233.625,231.73833333333334,239.75333333333333,239.34666666666666,238.835,235.44833333333335,250.5733333333333,249.99166666666665,256.17333333333335,257.5516666666667,274.5933333333333,262.9983333333333,248.975,252.52499999999998,254.965,245.25,248.62166666666667,245.29166666666666,255.5533333333333,255.705,254.545,253.51333333333332,272.64666666666665,279.28,280.50666666666666,277.96666666666664,280.9533333333333,274.37333333333333,275.3233333333333,274.1566666666667,275.7133333333333,274.29,,,259.1566666666667,228.89000000000001,213.78666666666666,191.76999999999998,164.12,180.66,188.21,244.63333333333333,246.03666666666666,243.52666666666667,241.20000000000002,
