dates,satname,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028
2022-08-04 21:53:47.033000,L9,,,,294.63,302.65,334.95,322.16,326.52,270.97,324.02,,,,,,,,,,,,,,325.39,327.55,334.79,315.67,318.74,323.11
2022-08-12 21:54:11.286000,L8,,,,,,335.54,321.58,327.52,288.46,322.34,318.00,,,,,,,,,,,,,325.38,326.84,332.50,318.22,320.56,324.14
2022-08-20 21:53:53.868000,L9,297.27,280.90,299.28,307.31,309.49,337.53,321.86,328.68,300.82,329.51,322.07,322.63,312.06,323.74,314.64,309.19,295.27,296.58,304.89,314.47,,,,326.42,327.46,334.74,318.88,319.67,324.40
2022-09-05 21:53:54.124000,L9,295.73,283.93,298.91,295.98,304.53,334.50,320.62,328.13,293.48,322.77,320.77,307.13,266.28,321.94,313.28,308.73,295.06,297.96,308.71,314.94,,,,324.92,328.45,333.81,322.79,327.42,329.52
2022-10-23 21:54:07.910000,L9,332.35,315.06,315.85,322.83,343.68,355.51,334.46,342.90,336.34,341.59,355.96,341.15,334.96,342.93,328.25,331.28,317.78,318.60,322.00,332.52,304.66,327.41,330.52,339.14,348.45,350.24,355.30,341.79,348.50
2022-11-24 21:54:07.607000,L9,306.59,289.05,299.35,313.14,324.30,343.10,324.36,330.87,322.61,324.51,326.40,324.02,324.23,325.27,313.48,313.74,299.76,305.43,309.17,312.08,259.37,297.77,300.86,322.10,325.87,333.16,293.09,290.88,
2022-12-26 21:54:05.616000,L9,328.38,318.32,328.69,331.07,342.82,350.70,340.46,345.02,345.44,343.69,337.57,285.38,352.61,356.09,346.40,340.23,331.19,329.06,324.91,333.93,308.30,328.46,354.83,345.31,338.55,337.37,345.56,342.42,348.45
2023-01-19 21:53:58.846000,L8,335.87,333.08,355.59,362.08,366.40,364.90,361.19,368.51,365.63,360.99,375.36,372.16,,,,,,,,,360.60,364.59,376.88,397.45,395.55,395.79,,,
2023-02-20 21:53:49.750000,L8,322.15,306.81,313.86,328.98,342.40,348.70,344.62,345.86,334.82,337.75,349.07,343.08,337.32,344.10,331.41,343.19,322.73,318.25,320.01,326.50,291.23,319.42,323.52,333.68,336.28,345.73,349.68,332.37,341.31
2023-02-28 21:53:56.178000,L9,319.66,308.05,315.38,328.74,335.76,345.46,327.96,331.70,296.78,275.95,284.05,,,,,,284.45,309.77,321.50,327.28,281.45,323.05,320.14,335.05,340.08,343.03,342.47,332.84,341.64
2023-03-08 21:53:38.861000,L8,297.85,282.66,297.54,307.71,304.87,335.04,319.46,328.50,300.38,317.02,321.07,315.98,303.81,313.51,313.98,310.15,291.85,294.71,302.11,308.22,,,,,,,,,
2023-03-24 21:53:30.443000,L8,297.36,285.90,297.32,299.16,,327.19,317.77,326.70,290.46,288.86,318.26,,269.73,309.18,307.89,308.80,290.09,285.46,298.39,268.15,,,,,,,,,
2023-05-11 21:52:58.358000,L8,,,,,,,,,,,,,,,,,,,,,,,,320.29,320.12,328.65,311.91,274.83,
2023-05-27 21:52:59.216000,L8,294.78,284.84,301.87,306.56,,,,,,,,,275.38,320.05,317.09,309.82,293.20,,,,,,,,320.81,335.17,320.71,277.15,319.10
2023-06-12 21:53:07.226000,L8,303.88,289.09,306.74,312.67,,,,,,,,,281.46,322.01,319.09,312.70,296.54,,,,,,294.85,328.13,334.95,341.93,329.59,320.98,331.40
2023-07-22 21:53:15.800000,L9,,,,,308.91,335.06,326.01,334.42,290.64,321.21,322.95,328.03,281.06,323.63,327.58,313.74,296.87,,,,,,,,,,,,
2023-08-07 21:53:26.257000,L9,294.92,278.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23 21:53:32.316000,L9,300.47,288.94,298.17,300.92,,,,,,,,,,268.91,299.38,308.82,294.56,292.93,286.16,310.04,,,,,,,,,
2023-08-31 21:53:40.223000,L8,,,,,260.86,336.85,317.36,329.44,271.56,275.17,,,,,,,,,,,,,,,,,,,
2023-09-16 21:53:44.465000,L8,300.28,288.54,294.36,,,,,,,,,,,,307.94,307.17,291.70,,,,,,,,,,,,
2023-10-02 21:53:47.913000,L8,308.33,296.03,297.60,275.14,278.97,334.27,311.88,325.38,290.43,314.39,271.23,,,,,,,,,,,310.33,303.44,326.76,324.96,321.18,314.26,313.66,306.64
2023-10-18 21:53:49.019000,L8,305.28,288.56,291.61,,,,,,,,,,,,,308.69,288.69,295.61,288.10,288.55,,,,315.59,319.44,318.64,312.03,277.95,
2023-11-03 21:53:52.735000,L8,304.66,290.22,298.44,306.78,319.98,336.61,319.21,328.15,316.61,316.19,322.99,324.75,315.84,311.37,310.55,310.33,300.02,299.95,286.57,274.65,,295.97,280.39,316.28,323.05,327.36,315.71,305.63,313.43
2023-11-11 21:53:51.231000,L9,302.47,288.59,296.10,,,335.33,317.74,325.70,296.95,301.56,317.13,292.78,313.41,293.28,307.11,307.12,296.45,298.92,285.23,271.56,,,,311.99,322.03,321.42,308.38,303.05,307.12
2023-11-27 21:53:59.270000,L9,302.66,287.60,296.74,302.33,303.64,335.96,318.11,325.65,305.72,310.25,321.19,319.46,315.54,310.01,308.94,307.90,294.52,299.13,296.02,270.27,,,283.62,318.41,320.08,322.55,313.92,307.46,311.05
2023-12-13 21:53:58.396000,L9,320.14,311.35,313.89,321.89,338.46,348.44,341.43,343.75,339.06,339.41,345.43,346.63,345.75,336.64,323.91,326.84,322.75,320.11,321.82,329.01,296.57,325.40,325.73,335.67,339.41,344.76,348.97,337.61,342.80
2024-01-22 21:53:44.081000,L8,297.42,284.93,295.11,303.30,315.67,337.92,317.89,328.11,317.86,320.83,322.99,323.98,321.59,315.59,308.35,310.72,276.08,300.21,305.25,309.45,,295.57,292.15,321.58,323.50,322.35,315.65,315.12,316.20
2024-02-07 21:53:46.753000,L8,293.54,279.71,291.46,,300.48,335.36,317.45,324.20,305.66,308.86,322.11,322.28,318.15,309.50,309.22,309.84,257.75,,,,,,,,,,,,
2024-02-15 21:53:54.385000,L9,,,,,294.95,331.84,315.86,320.45,294.90,280.99,316.02,310.97,311.63,297.69,307.86,306.30,254.90,,,,,,,,,,,,
2024-02-23 21:53:43.093000,L8,295.38,279.73,289.17,,299.59,330.63,317.81,321.17,296.23,300.85,320.72,321.97,314.31,307.61,309.07,309.07,256.20,296.36,300.19,287.02,,292.80,276.43,318.63,320.43,319.81,304.12,,
2024-03-10 21:53:31.716000,L8,,,,,304.82,332.74,315.29,324.21,289.61,304.41,321.10,314.35,280.66,,,,,,,,,,,,,,,,
2024-03-18 21:53:49.665000,L9,,,,,,,,,,,,,,,,,,,,,,,,318.26,323.08,323.38,315.11,315.48,326.49
2024-03-26 21:53:16.812000,L8,,,,,307.35,334.20,319.31,327.89,298.49,289.44,308.69,324.63,303.15,311.22,312.70,309.93,260.24,299.02,301.02,309.12,,,,318.70,323.19,323.77,315.30,311.99,315.10
2024-05-05 21:53:16.802000,L9,,,,,,,,,288.24,321.32,321.66,322.34,,,,,,,,,,,,325.22,325.05,325.86,315.18,311.33,302.18
2024-05-29 21:52:42.839000,L8,,,,,,,,,,,,,271.17,319.92,318.24,309.64,291.17,291.28,,,,,,327.22,328.70,334.05,317.43,312.02,311.94
2024-06-06 21:53:01.632000,L9,,,,,,,,,,,,,,,,,,,,,,,,330.57,332.50,340.24,322.40,327.48,330.97
2024-07-08 21:53:01.737000,L9,,,,,,,,,,,,,281.62,314.91,318.49,309.70,268.67,,,,,,,,,,,314.69,256.71
2024-09-02 21:53:32.174000,L8,,,,,,,,,,,,,,,,,,,,,,,,323.88,322.98,327.21,316.18,304.62,
2024-09-10 21:53:28.798000,L9,,,,,,338.69,321.51,331.16,300.15,320.64,324.34,324.08,313.81,315.88,309.52,300.44,293.44,306.92,308.22,314.28,,304.76,286.90,327.42,327.49,331.66,323.10,314.88,315.05
2024-10-04 21:53:32.935000,L8,295.84,278.18,297.18,,305.33,336.39,316.16,324.57,299.11,316.91,321.04,322.44,307.96,315.82,309.65,309.62,293.54,301.45,299.57,307.66,,,,322.82,325.30,327.43,316.32,312.16,299.71
2024-10-12 21:53:39.268000,L9,297.60,279.83,291.90,,304.63,333.32,317.55,323.08,300.68,313.69,321.62,319.29,310.65,307.77,310.86,308.79,268.10,301.56,293.88,308.43,,302.28,289.32,320.52,324.09,321.65,316.12,313.87,308.72
2024-10-28 21:53:49.531000,L9,323.35,311.30,312.97,322.76,340.46,355.14,333.78,340.45,333.64,339.39,339.56,340.23,333.52,333.79,326.13,325.57,323.10,319.42,322.19,331.10,307.57,331.17,331.35,339.53,344.75,347.09,349.86,337.99,343.13
2024-12-23 21:53:43.692000,L8,,,,,,329.07,317.22,321.45,294.84,305.43,314.24,286.07,309.05,294.08,306.84,,,,,,,,,282.52,318.24,317.65,299.44,301.04,
2025-02-09 21:53:42.442000,L8,287.40,276.33,285.64,,286.11,331.25,317.96,322.30,297.55,308.16,318.00,317.93,310.39,307.20,308.83,306.62,266.49,292.20,296.34,266.95,,,,,,,,,
2025-02-25 21:53:31.115000,L8,293.81,279.31,280.17,,296.03,328.33,316.75,327.99,299.17,317.40,320.68,316.08,309.09,307.35,309.35,309.47,266.41,299.28,296.83,268.43,,,,320.01,321.32,321.05,313.06,309.93,306.39
2025-03-05 21:53:44.923000,L9,296.60,283.53,287.59,,,,,,288.47,303.76,324.99,322.95,310.67,311.53,314.43,312.03,284.30,306.01,306.44,,,,288.59,325.04,327.23,329.36,318.38,318.63,329.84
2025-03-21 21:53:32.179000,L9,285.61,270.95,259.78,,295.12,331.35,318.07,328.02,292.35,314.47,317.19,307.65,276.03,263.18,310.45,308.81,271.88,294.96,,,,,,,,,,,
2025-03-29 21:53:19.999000,L8,,,,,342.68,351.15,339.61,353.08,336.24,341.53,348.91,346.63,332.32,338.61,333.39,336.52,325.56,321.23,334.14,331.54,332.65,334.70,336.18,336.76,350.93,354.68,359.77,356.54,361.20
2025-05-16 21:53:05.309000,L8,,,,,,,,,,,,,,,,,,,,,,,,320.70,322.31,324.70,296.45,306.64,313.84
2025-05-24 21:53:09.627000,L9,,,,,,,,,,,,,,,,,,,,,,304.84,296.59,323.54,323.80,331.93,315.97,316.27,325.19
2025-06-01 21:53:08.733000,L8,,,,,,,,,,,,,,315.02,318.02,309.81,281.55,286.13,307.94,313.76,283.96,300.60,297.52,325.92,324.40,332.21,317.22,316.22,322.63
2025-06-09 21:53:09.796000,L9,,,,,,,,,,,,,278.55,316.74,315.22,308.27,291.04,301.30,290.78,316.41,282.89,302.64,304.65,327.26,328.74,334.99,315.46,319.82,328.47
2025-07-03 21:53:26.379000,L8,,,,,,,,,,,,,,,,,,,,,,,304.51,327.23,331.11,337.58,322.92,323.48,332.49
2025-08-12 21:53:43.900000,L9,,,,,,,,,,323.46,321.64,320.86,273.67,315.35,318.73,311.94,271.46,288.60,,,,,289.61,325.83,330.60,334.40,321.64,321.20,329.82
2025-08-28 21:53:47.523000,L9,,,,,,,,,,,,,,313.22,314.52,308.29,271.05,293.72,,,,,,320.79,323.69,329.55,316.47,315.04,317.73
2025-09-29 21:53:57.020000,L9,,,,,,,,,,,,262.36,316.28,322.77,315.03,314.73,307.27,303.13,296.03,,,310.76,307.78,326.05,332.32,338.00,328.91,328.65,335.65
2025-10-07 21:53:56.068000,L8,318.92,294.99,311.09,316.40,338.79,351.18,332.20,348.42,323.86,334.03,335.31,341.04,329.48,333.30,327.60,321.46,323.37,321.89,318.53,329.05,304.14,324.88,330.35,337.30,340.11,351.20,349.95,338.56,348.47
2025-10-15 21:54:03.410000,L9,317.23,307.09,308.13,316.19,339.08,351.36,332.57,349.31,324.79,332.71,338.08,340.29,331.52,334.76,326.42,325.51,325.05,322.31,319.67,330.76,311.01,327.92,333.11,336.38,341.86,350.91,351.42,340.39,349.53
2025-11-16 21:54:01.603000,L9,327.21,305.34,316.58,316.14,339.74,355.44,331.30,344.71,325.73,337.08,336.70,333.66,332.24,335.44,325.93,322.68,319.27,319.27,317.27,325.34,305.59,325.21,327.21,333.70,341.05,345.92,341.62,337.73,344.85
