dates,satname,nzd0569-0000,nzd0569-0001,nzd0569-0002,nzd0569-0003,nzd0569-0004,nzd0569-0005,nzd0569-0006,nzd0569-0007,nzd0569-0008,nzd0569-0009,nzd0569-0010,nzd0569-0011,nzd0569-0012,nzd0569-0013,nzd0569-0014,nzd0569-0015,nzd0569-0016,nzd0569-0017,nzd0569-0018,nzd0569-0019,nzd0569-0020,nzd0569-0021,nzd0569-0022,nzd0569-0023,nzd0569-0024,nzd0569-0025
2015-12-20 22:13:09.373000,L8,202.34,193.67,195.18,196.52,207.13,210.94,208.37,210.50,208.78,211.47,215.08,218.32,224.25,224.22,223.55,224.60,229.27,228.30,219.10,216.11,190.30,216.72,223.71,227.11,223.67,231.18
2016-01-05 22:13:05.152000,L8,202.15,191.42,192.14,196.34,204.38,206.19,207.34,208.72,207.65,208.49,213.37,217.88,222.10,221.59,216.81,220.56,229.19,227.16,219.26,209.80,201.52,213.72,223.81,223.69,221.16,218.41
2016-02-06 22:13:01.784000,L8,224.95,221.75,216.36,218.05,227.58,231.56,227.52,231.36,236.46,244.80,242.21,242.65,254.60,250.12,244.32,246.68,255.57,257.58,255.00,266.67,268.04,260.95,254.22,250.61,248.54,257.60
2016-02-22 22:12:54.448000,L8,203.98,191.74,195.27,200.53,208.29,212.45,208.86,215.70,212.60,220.28,233.61,223.78,241.56,231.12,242.18,233.27,246.65,239.88,243.41,214.49,205.43,246.32,241.30,246.26,231.57,239.07
2016-03-09 22:12:52.770000,L8,222.05,217.76,204.60,211.88,222.35,224.09,221.15,229.68,222.32,234.83,232.25,241.09,240.64,243.03,242.18,245.04,246.12,253.78,245.32,231.81,255.25,248.21,249.96,246.32,244.94,241.09
2016-04-10 22:12:37.539000,L8,227.84,226.30,223.59,228.46,237.21,242.47,240.47,244.32,251.70,256.79,257.41,258.27,262.89,264.16,276.88,273.76,272.76,281.97,274.48,304.18,287.22,260.65,265.50,258.17,258.54,260.98
2016-04-26 22:12:33.098000,L8,253.13,243.76,240.47,244.15,248.68,253.61,250.97,254.94,258.20,277.25,267.17,271.49,274.14,267.72,274.76,287.36,291.10,320.57,,,,321.46,294.76,267.20,259.80,269.97
2016-05-12 22:12:32.560000,L8,189.55,181.28,179.77,159.13,135.03,144.29,145.70,72.47,197.27,203.15,208.11,203.92,207.22,203.35,210.94,208.74,214.12,215.69,210.34,197.12,162.13,195.79,208.97,205.17,198.68,196.76
2016-06-13 22:12:42.546000,L8,131.96,183.56,162.08,186.35,140.05,148.00,166.10,71.90,199.37,207.06,212.70,206.39,208.80,206.22,216.01,214.04,217.57,220.75,211.46,186.31,163.07,195.78,209.59,208.82,200.78,196.93
2016-07-15 22:12:58.211000,L8,117.75,172.63,156.94,153.48,138.10,144.74,141.92,64.23,197.62,203.87,210.06,202.05,208.45,178.41,210.26,206.78,214.30,161.29,204.92,183.48,129.89,192.93,206.47,201.38,187.66,191.46
2016-07-31 22:13:01.890000,L8,151.51,177.78,,150.83,131.27,147.50,166.50,62.86,198.30,205.61,211.48,206.95,208.19,206.10,215.79,213.09,217.98,158.47,164.41,193.22,154.55,196.03,208.84,202.93,191.81,193.15
2016-08-16 22:13:05.571000,L8,190.13,180.01,183.19,186.16,142.18,184.37,159.83,118.17,200.57,204.92,209.98,205.94,210.55,205.75,211.43,210.42,216.38,217.24,209.16,195.99,148.31,198.84,211.21,208.79,199.77,199.05
2016-10-19 22:13:21.341000,L8,223.37,222.39,226.86,220.16,228.94,233.30,233.82,238.33,247.23,249.42,249.40,251.27,256.05,254.65,256.02,260.17,266.36,264.93,257.17,271.01,270.49,257.32,254.83,252.37,248.85,250.80
2016-11-20 22:13:21.277000,L8,198.45,188.73,189.71,193.03,198.54,202.93,203.77,205.72,204.23,211.86,213.55,213.80,217.77,216.09,216.46,221.41,218.82,225.52,215.74,211.03,190.01,208.10,216.23,216.42,212.05,216.77
2017-01-07 22:13:12.261000,L8,198.13,196.25,194.45,195.74,207.78,209.77,208.85,214.03,210.93,218.44,217.39,224.58,229.93,230.67,231.90,224.10,229.25,230.55,223.33,228.88,192.41,228.71,236.69,228.72,229.40,221.25
2017-01-23 22:13:07.208000,L8,204.60,195.79,195.13,200.99,206.66,215.44,211.69,215.00,213.09,224.53,226.47,228.34,232.61,232.35,236.07,237.05,237.80,236.37,221.06,235.50,193.18,240.26,237.76,234.48,227.96,233.44
2017-02-08 22:12:58.815000,L8,128.45,160.03,162.55,146.57,129.82,139.09,143.46,68.25,182.68,197.31,200.52,196.17,205.17,194.53,202.53,202.75,209.13,211.41,200.91,185.99,130.04,187.44,205.14,202.41,192.49,191.76
2017-02-24 22:12:53.892000,L8,317.91,203.00,264.83,212.72,209.46,207.02,287.96,388.89,319.98,340.79,267.37,321.73,311.00,334.63,213.39,311.96,275.54,389.25,,,264.58,166.04,215.44,224.70,227.37,228.04
2017-04-13 22:12:28.902000,L8,196.09,191.57,191.62,196.65,167.15,182.00,180.03,212.07,211.15,204.56,220.62,219.85,218.45,215.60,154.32,207.56,173.20,218.03,229.98,220.35,198.81,220.13,230.57,222.77,216.80,205.76
2017-04-29 22:12:18.412000,L8,61.97,174.02,127.79,157.71,138.11,141.63,112.84,68.17,196.84,191.56,194.88,205.59,207.68,204.85,209.51,207.87,213.35,217.86,209.99,198.26,155.80,198.95,210.16,204.86,200.17,197.95
2017-08-03 22:12:59.825000,L8,,,,136.45,127.37,140.52,144.33,,,,92.24,202.51,206.09,158.28,207.59,207.15,209.78,213.33,149.44,142.98,62.78,129.40,136.30,203.56,197.75,187.33
2017-09-20 22:13:10.497000,L8,143.11,177.21,181.18,184.47,134.32,143.96,158.39,114.82,197.48,189.77,193.36,205.58,208.52,205.26,209.79,208.12,213.67,216.53,207.02,195.04,155.19,199.06,209.09,205.45,199.54,197.26
2017-10-22 22:13:19.023000,L8,194.38,188.20,187.43,190.72,196.11,191.77,199.54,289.96,,,,,,,,,,227.33,225.00,204.48,193.99,213.64,223.90,327.33,216.83,210.77
2017-11-07 22:13:17.610000,L8,,,,,118.63,123.82,74.92,47.65,41.11,178.56,178.83,201.21,210.05,209.12,208.36,210.41,212.50,213.42,210.19,197.39,174.43,202.15,212.73,208.20,205.11,202.26
2018-02-11 22:12:50.362000,L8,250.61,251.45,244.66,246.32,252.75,253.84,253.02,259.32,276.41,284.23,265.22,267.73,268.99,270.10,277.19,279.91,293.07,296.66,310.47,315.77,311.10,295.71,281.77,266.78,257.64,259.10
2018-03-15 22:12:34.251000,L8,224.45,217.75,218.45,221.48,226.21,226.28,231.94,229.52,236.68,237.25,244.21,247.01,256.31,263.68,250.75,249.41,263.52,255.94,248.10,237.02,256.84,252.75,256.84,255.22,248.42,248.77
2018-03-31 22:12:27.765000,L8,225.27,214.97,215.74,222.32,227.38,224.21,230.54,229.52,225.84,235.48,239.63,245.21,242.69,247.40,244.58,244.89,255.74,251.69,249.03,234.36,255.14,249.20,255.96,251.03,246.64,244.67
2018-05-02 22:12:09.737000,L8,129.37,170.05,157.70,183.38,136.62,144.92,158.59,70.08,193.14,196.83,198.67,204.68,201.79,205.11,206.46,206.24,212.83,215.07,150.98,164.65,156.12,190.76,207.86,201.66,195.79,191.01
2018-06-19 22:11:57.514000,L8,130.65,108.72,129.11,184.62,149.87,181.65,168.71,67.00,193.77,199.58,200.69,204.59,207.86,206.05,214.99,209.50,218.78,219.79,211.24,191.41,165.78,158.19,198.72,203.60,197.48,192.04
2018-07-05 22:12:06.676000,L8,189.99,109.93,181.34,183.32,142.78,141.04,140.97,,181.22,199.69,201.74,204.26,206.96,206.00,211.87,210.92,216.39,218.61,204.17,180.63,136.98,137.68,102.74,103.69,108.13,83.10
2018-07-21 22:12:13.538000,L8,32.05,175.29,154.74,183.40,145.66,151.62,166.91,103.56,194.60,200.34,201.89,204.38,134.34,205.20,214.85,210.60,215.66,150.10,155.08,161.01,152.80,124.23,204.89,200.21,191.63,185.89
2018-08-22 22:12:30.412000,L8,203.94,198.70,195.73,197.37,209.90,204.64,207.86,213.60,212.53,215.74,217.03,218.78,222.55,224.65,229.53,227.95,229.52,231.46,221.73,207.54,186.76,215.77,222.73,213.58,209.62,206.37
2018-09-07 22:12:36.278000,L8,239.79,237.93,238.55,243.91,239.37,244.82,239.85,244.97,255.88,262.50,253.41,251.08,256.35,261.07,269.33,269.85,270.90,274.01,276.85,274.45,276.53,257.31,257.55,252.89,250.55,258.77
2018-11-10 22:12:56.881000,L8,211.82,210.15,211.45,210.23,216.01,217.01,212.58,224.01,219.40,229.93,230.20,234.25,240.06,241.68,241.52,243.67,247.13,247.51,241.10,246.94,213.08,243.37,235.87,241.24,237.02,239.89
2019-01-29 22:12:47.306000,L8,194.20,183.26,187.02,191.89,199.47,198.32,198.31,202.98,205.17,205.03,211.22,213.56,218.60,217.58,223.12,221.82,229.42,228.00,227.75,211.73,205.13,250.59,263.48,252.03,250.26,255.51
2019-02-14 22:12:45.337000,L8,205.64,195.85,194.85,201.79,209.29,207.83,207.45,209.43,215.96,212.46,213.93,218.15,224.36,219.80,230.22,226.07,242.37,234.30,229.05,221.60,174.66,245.45,251.23,224.02,247.80,228.58
2019-03-02 22:12:41.167000,L8,200.68,192.71,194.26,196.77,201.52,205.73,203.18,206.00,209.60,207.29,208.28,212.74,219.40,218.05,220.79,226.86,231.85,227.90,219.28,205.64,170.12,218.00,222.30,215.96,212.67,208.67
2019-03-18 22:12:35.978000,L8,201.48,194.02,193.81,282.08,234.03,219.98,343.96,205.26,211.52,210.65,211.02,215.79,218.82,217.41,220.20,220.21,227.17,224.18,232.03,212.78,193.00,219.15,225.49,217.24,215.54,212.07
2019-04-03 22:12:32.527000,L8,226.58,224.66,223.58,221.56,226.95,234.91,235.09,242.06,243.56,248.02,243.16,253.29,257.49,262.91,262.63,272.42,266.50,262.69,255.31,265.63,251.79,253.32,252.53,253.88,251.11,249.04
2019-04-19 22:12:26.487000,L8,184.80,168.63,124.97,181.44,139.38,149.56,158.25,78.17,196.87,196.78,199.32,200.33,207.14,197.63,205.64,205.56,215.39,216.47,210.47,196.39,159.44,195.30,207.47,201.63,198.09,194.13
2019-05-21 22:12:39.194000,L8,,79.21,151.52,147.78,140.93,143.57,158.87,68.12,193.19,198.92,200.39,204.51,191.59,204.73,207.23,207.78,214.22,218.42,209.25,192.28,166.49,199.28,207.98,201.16,199.06,193.51
2019-06-06 22:12:47.153000,L8,187.79,83.94,182.04,160.59,152.10,183.04,161.16,69.72,202.47,203.23,207.65,206.26,208.90,205.76,215.68,211.68,221.53,160.64,166.33,180.45,170.07,202.08,211.44,207.57,199.54,199.88
2019-09-10 22:13:15.713000,L8,,,,158.92,133.17,140.58,146.39,70.37,131.22,192.48,197.83,196.08,201.01,194.28,200.97,197.37,211.93,212.10,200.55,169.11,151.05,185.38,88.62,99.25,136.64,66.25
2019-09-26 22:13:21.074000,L8,189.28,185.68,176.94,195.56,200.04,202.76,190.67,180.52,221.06,209.17,211.92,210.56,211.84,211.66,213.02,217.05,227.67,213.19,133.06,202.75,209.88,251.27,222.31,213.76,208.57,209.86
2019-10-12 22:13:24.068000,L8,126.98,166.14,,158.78,132.88,137.88,151.35,78.02,190.60,193.65,198.89,200.29,200.82,202.39,199.59,198.35,210.38,211.42,203.76,187.01,161.18,194.12,203.78,199.04,193.08,189.53
2019-10-28 22:13:24.474000,L8,220.50,211.68,219.13,219.30,221.35,221.94,226.84,227.60,239.67,234.31,238.13,238.92,248.25,243.73,245.35,242.97,263.47,256.21,248.27,234.93,250.48,244.62,240.07,242.39,240.41,237.69
2019-11-29 22:13:20.022000,L8,208.82,206.46,205.74,210.81,218.08,219.98,215.35,224.56,225.43,235.07,226.01,230.11,239.94,241.70,237.20,248.78,255.33,262.34,241.57,259.36,243.41,246.15,241.61,243.58,240.65,239.61
2019-12-31 22:13:14.062000,L8,224.12,217.92,219.37,225.81,236.03,234.51,239.79,241.69,253.09,257.90,254.36,264.67,264.54,267.33,269.30,269.24,278.00,279.61,281.17,245.67,274.94,263.08,267.04,261.31,254.93,247.20
2020-01-16 22:13:10.914000,L8,197.29,193.70,192.05,195.82,202.99,209.30,206.33,205.70,206.67,209.84,213.03,216.69,222.90,222.16,223.17,227.96,248.47,244.97,220.79,206.66,191.33,241.05,240.65,255.18,234.28,247.12
2020-02-01 22:13:05.644000,L8,84.19,148.63,,37.73,50.98,132.18,22.23,48.95,85.18,106.77,124.65,124.18,184.71,112.06,127.45,141.21,129.24,138.80,124.13,115.11,114.66,152.29,161.03,200.36,194.85,188.62
2020-03-04 22:12:56.927000,L8,203.98,200.35,198.99,202.56,211.31,210.61,209.06,214.96,216.60,220.11,214.30,219.32,223.85,222.56,225.44,233.00,231.49,242.34,233.08,233.74,188.29,233.56,227.04,243.89,225.61,240.67
2020-04-21 22:12:33.691000,L8,128.30,178.81,178.18,181.63,134.96,143.22,156.16,68.89,92.70,198.47,203.44,204.66,208.48,205.49,179.39,206.57,217.19,217.08,208.68,194.78,154.22,194.72,207.35,202.88,199.13,198.46
2020-05-07 22:12:24.481000,L8,233.62,228.33,225.99,229.33,239.94,239.62,241.02,237.70,250.20,249.56,250.69,255.27,258.45,253.81,259.23,257.11,269.65,266.85,273.09,268.28,259.84,254.06,260.43,254.24,249.79,250.87
2020-06-08 22:12:35.900000,L8,187.19,174.08,165.28,161.07,141.69,143.81,162.63,102.92,130.89,200.58,205.23,205.97,200.61,184.93,188.23,210.48,219.69,219.21,212.55,194.11,156.60,197.07,209.75,204.77,201.04,198.10
2020-07-10 22:12:51.600000,L8,186.23,,81.31,145.89,135.56,143.70,53.66,69.20,197.57,199.07,201.50,191.22,202.59,165.14,191.52,210.90,217.02,220.28,210.58,193.11,153.63,188.15,177.83,200.70,198.64,192.34
2020-07-26 22:12:56.525000,L8,185.57,,93.40,154.35,138.71,141.71,164.49,69.57,134.93,198.33,200.90,202.06,108.55,174.72,185.62,208.03,216.81,219.57,211.47,192.87,147.71,189.85,206.29,200.84,195.95,149.63
2020-08-11 22:12:59.530000,L8,118.84,169.88,156.57,183.29,141.23,141.12,158.14,64.39,196.18,199.16,202.07,203.27,200.52,203.88,183.42,208.31,215.22,218.67,208.08,192.40,154.09,191.82,205.70,200.69,198.23,192.71
2020-08-27 22:13:08.244000,L8,210.05,207.48,214.04,203.28,216.86,214.94,212.97,222.82,220.98,222.39,225.24,224.33,224.56,233.10,229.58,242.56,243.84,237.11,239.35,231.90,188.88,253.53,233.31,222.91,222.33,220.43
2020-09-28 22:13:19.208000,L8,,,,139.62,130.10,136.12,146.06,57.72,184.17,193.27,198.42,196.76,201.05,196.12,187.97,201.88,211.00,213.82,200.98,187.21,162.55,191.64,202.78,194.47,173.55,182.76
2020-10-14 22:13:20.968000,L8,232.83,224.51,226.05,230.40,234.63,241.33,248.12,241.70,252.57,257.37,252.28,260.14,254.72,256.46,252.70,259.94,266.10,275.44,285.47,281.49,300.28,268.53,257.11,258.45,249.92,246.64
2020-11-15 22:13:18.132000,L8,217.18,206.38,215.12,214.94,219.12,224.33,222.43,227.19,232.61,231.74,239.86,234.11,247.96,244.31,246.79,243.65,259.69,255.18,246.89,263.24,229.71,248.10,238.29,242.09,237.26,241.70
2021-03-07 22:12:56.281000,L8,204.81,197.01,194.16,200.97,207.72,208.71,208.42,213.22,214.14,213.84,217.72,218.50,224.23,220.57,226.13,226.25,238.72,234.25,234.02,219.29,191.49,223.86,227.89,225.04,218.01,242.53
2021-04-24 22:12:37.250000,L8,238.05,230.94,228.52,231.02,236.48,242.88,241.72,245.62,254.20,258.99,255.61,255.14,260.86,254.26,260.78,263.80,270.54,274.24,272.50,272.09,277.01,259.89,259.47,255.96,249.34,250.23
2021-06-27 22:12:54.060000,L8,122.94,173.86,154.82,87.43,139.93,151.94,167.15,66.94,196.87,143.37,202.37,203.74,104.05,199.18,205.81,212.00,216.00,219.03,209.25,185.81,152.95,192.44,206.03,169.09,184.97,119.84
2021-07-13 22:12:55.390000,L8,186.61,182.08,77.05,189.80,137.98,147.60,160.98,,200.18,204.38,208.78,207.01,208.99,206.32,205.54,212.39,221.86,219.53,134.72,189.64,149.72,196.08,210.67,203.82,200.32,197.77
2021-08-14 22:13:09.539000,L8,218.80,205.79,197.57,213.90,214.24,218.63,215.73,221.54,220.80,232.50,226.54,224.12,231.50,233.49,239.85,241.61,251.52,238.37,248.81,228.11,189.10,247.36,231.43,248.24,224.80,231.90
2021-08-30 22:13:14.099000,L8,132.51,172.89,163.30,186.04,134.10,144.61,159.82,59.72,196.46,197.83,201.31,200.37,203.37,202.05,199.32,206.06,213.73,144.43,151.15,181.38,161.63,199.34,206.44,199.54,191.85,190.37
2021-10-01 22:13:22.595000,L8,200.17,197.88,199.05,201.47,211.09,213.70,211.07,221.82,213.69,223.23,222.28,222.58,228.86,229.60,233.95,238.94,234.38,237.70,230.18,221.46,197.13,245.47,233.50,231.02,223.81,222.78
2021-11-02 22:13:26.046000,L8,181.10,170.54,,182.60,140.93,140.52,152.11,99.98,191.05,195.01,198.42,199.82,201.80,201.93,202.47,203.18,212.03,212.86,206.60,190.61,159.52,196.47,203.94,200.51,194.91,191.56
2021-11-06 22:14:00.001000,L9,222.11,214.51,209.42,218.64,223.32,223.96,229.70,228.40,224.04,236.55,235.77,243.42,241.18,246.26,243.10,248.99,255.17,254.69,247.72,246.87,229.93,246.30,243.36,242.26,238.46,233.05
2021-11-18 22:13:20.648000,L8,215.18,215.54,203.94,210.27,219.96,219.36,220.94,226.33,219.67,235.22,233.37,242.66,239.85,246.89,242.05,248.69,256.04,256.12,250.55,241.94,232.94,243.84,245.15,239.02,237.18,231.96
2021-12-20 22:13:20.111000,L8,214.48,205.76,208.46,209.98,217.13,221.29,217.30,224.32,224.54,229.00,234.12,232.35,240.44,239.42,242.30,244.21,249.95,254.37,245.92,238.94,223.21,242.92,239.56,241.78,233.64,233.49
2022-01-21 22:13:11.780000,L8,231.26,221.67,221.26,225.83,230.98,236.72,237.71,240.15,247.79,249.61,252.47,256.26,260.62,260.65,262.35,269.39,275.21,281.35,287.92,297.77,288.35,260.65,264.50,256.70,250.93,249.78
2022-01-29 22:13:17.402000,L9,197.57,189.14,190.00,194.73,199.55,205.51,204.20,206.35,206.59,207.20,213.08,212.79,219.91,216.57,216.94,220.70,228.76,232.08,219.91,209.24,170.41,217.90,220.15,222.93,213.92,213.29
2022-03-02 22:13:01.886000,L9,,,,141.87,128.62,137.38,135.71,53.83,70.31,141.54,174.15,157.34,138.82,188.77,187.17,195.24,207.83,209.32,199.66,177.24,146.65,188.55,203.14,198.93,191.07,188.27
2022-03-10 22:12:59.146000,L8,204.22,197.59,195.43,196.32,210.33,209.00,208.41,213.18,210.76,218.44,215.78,222.51,224.62,230.14,227.12,226.06,237.59,236.51,229.06,213.82,190.27,228.52,236.33,236.59,216.63,209.64
2022-03-26 22:12:47.702000,L8,211.83,198.36,193.61,216.92,217.74,176.29,143.32,214.21,208.63,210.81,212.64,219.19,238.56,277.75,225.30,222.08,328.63,272.71,226.37,206.13,193.37,244.46,271.36,274.06,205.71,
2022-04-03 22:12:57.221000,L9,127.87,169.96,164.67,159.88,140.29,146.65,155.24,63.17,129.90,198.64,203.61,203.36,206.56,205.12,206.01,209.01,215.39,216.91,208.87,192.66,159.34,195.67,207.08,203.96,198.20,194.86
2022-04-11 22:12:50.301000,L8,,89.65,119.18,37.69,212.91,210.04,204.93,210.31,211.48,212.19,216.83,221.84,222.92,221.55,318.24,243.97,159.79,,,44.69,93.49,77.33,190.68,220.74,216.13,275.05
2022-05-05 22:12:42.986000,L9,187.52,181.25,182.44,186.07,143.25,151.47,160.63,77.42,198.45,203.81,207.18,206.90,209.45,208.52,210.28,211.60,220.56,220.94,209.55,186.17,165.49,197.06,209.58,204.23,200.68,196.50
2022-05-21 22:12:31.466000,L9,172.34,106.88,123.99,184.89,149.40,157.90,164.78,31.14,197.51,201.79,203.90,206.09,208.98,207.40,210.09,210.38,219.19,217.70,213.79,193.88,169.14,200.12,209.46,202.12,199.49,194.88
2022-06-14 22:13:11.037000,L8,129.04,173.91,162.73,158.89,144.09,167.10,165.83,66.58,200.02,204.22,207.58,206.29,211.62,206.75,213.48,216.09,222.79,220.83,215.44,191.49,165.48,205.20,211.86,200.67,187.56,190.24
2022-06-22 22:12:50.587000,L9,187.52,184.50,182.38,160.83,151.29,194.75,166.97,46.09,201.19,204.47,210.28,209.84,214.36,212.61,213.71,216.02,224.36,224.40,217.96,194.81,162.00,185.21,209.49,209.13,199.33,198.49
2022-07-16 22:13:14.888000,L8,19.14,73.17,154.59,153.43,136.01,146.62,160.26,59.94,133.74,203.27,206.21,204.94,209.53,204.26,208.93,212.57,221.50,220.07,182.85,185.90,151.57,190.15,208.40,200.44,193.73,155.83
2022-08-09 22:13:10.348000,L9,,,153.87,152.73,141.52,145.82,147.88,52.72,188.95,195.88,199.67,199.51,206.56,177.48,189.03,204.38,133.54,157.46,128.26,44.13,139.61,127.02,83.38,114.33,150.70,106.25
2022-11-05 22:13:39.035000,L8,216.48,217.52,214.48,214.79,223.91,228.93,227.59,232.69,236.38,243.16,243.84,247.97,250.19,250.82,251.34,258.18,263.64,269.72,256.21,239.42,256.49,251.97,253.26,246.29,243.04,237.57
2022-11-21 22:13:33.048000,L8,,,,,110.19,121.41,42.08,45.14,53.84,186.28,189.88,75.13,122.08,195.69,189.75,189.15,138.99,203.87,199.84,180.97,156.91,197.91,206.67,200.74,191.55,191.68
2022-12-23 22:13:23.727000,L8,,,,135.32,144.81,143.88,150.72,71.86,179.26,195.40,200.15,201.13,204.38,205.38,204.39,207.91,214.30,213.26,207.53,185.79,168.34,199.76,209.15,203.34,198.67,194.98
2023-01-08 22:13:24.303000,L8,118.62,155.88,142.82,142.43,132.83,136.16,134.32,53.49,180.12,189.77,190.10,194.28,197.74,196.92,199.90,200.92,209.10,208.12,202.38,176.48,150.45,189.31,201.49,197.38,190.02,188.95
2023-01-16 22:13:22.088000,L9,202.13,193.83,193.02,195.25,203.87,213.11,206.36,206.73,206.49,208.73,218.85,219.28,228.34,228.46,235.12,234.50,231.67,230.16,220.18,221.48,180.49,234.16,232.61,239.40,218.54,233.69
2023-02-17 22:13:25.410000,L9,123.47,161.94,50.54,144.72,139.54,139.13,146.73,67.09,185.45,194.13,199.04,195.30,201.62,199.34,201.74,199.61,211.69,211.51,201.79,177.12,136.49,186.05,201.45,198.07,59.23,174.31
2023-02-25 22:13:04.126000,L8,212.49,196.73,194.06,200.30,206.73,214.43,210.19,212.87,214.58,217.14,220.22,222.16,229.72,230.00,234.43,235.57,237.88,236.69,230.79,224.40,180.54,233.34,237.26,238.45,233.51,234.96
2023-03-05 22:13:13.287000,L9,220.09,213.60,217.48,215.07,222.18,225.74,224.48,229.08,229.45,235.77,241.59,261.36,244.80,263.88,248.87,245.05,263.47,252.70,241.66,235.85,239.70,254.59,246.31,250.15,239.32,244.41
2023-03-13 22:12:59.020000,L8,206.47,195.82,193.80,197.22,213.90,214.02,208.43,217.43,213.28,216.43,216.78,219.44,223.60,221.96,226.55,242.46,230.65,247.64,224.90,229.32,187.50,247.31,241.55,239.45,234.42,236.61
2023-03-21 22:13:07.064000,L9,226.68,217.96,216.84,212.01,222.82,230.40,221.22,230.12,230.63,234.38,241.12,236.68,246.49,244.55,245.46,248.03,256.10,255.85,241.55,232.03,231.11,249.54,243.11,249.27,243.04,240.09
2023-03-29 22:12:48.912000,L8,210.78,202.05,200.20,205.06,213.34,215.56,214.33,219.20,218.83,222.31,221.06,247.99,229.35,239.47,238.54,245.27,248.90,253.07,230.11,226.85,186.41,250.18,252.65,249.60,242.26,237.82
2023-04-06 22:12:57.203000,L9,,89.08,180.54,184.29,186.79,193.89,162.42,122.30,193.27,198.46,203.02,200.03,181.77,202.62,205.87,208.46,216.30,221.74,211.69,198.59,165.65,209.22,213.43,204.30,203.55,201.79
2023-04-22 22:12:51.035000,L9,129.27,107.09,154.68,148.78,144.48,146.54,155.63,68.43,196.85,199.99,203.19,199.58,204.76,204.42,208.84,210.07,217.77,217.93,211.98,197.53,162.95,198.85,209.75,202.51,190.24,192.54
2023-05-16 22:12:16.239000,L8,60.66,109.96,129.64,186.62,145.97,182.70,162.70,78.60,202.31,203.94,208.02,204.85,210.76,207.93,214.08,214.12,222.96,220.96,211.77,189.86,165.31,206.77,213.28,207.47,199.97,199.93
2023-05-24 22:12:29.077000,L9,182.63,170.71,71.01,151.84,146.62,147.29,161.62,70.57,196.08,201.82,206.02,181.79,208.12,205.00,209.83,211.29,217.57,216.74,208.76,190.59,153.53,201.86,211.58,201.09,197.12,191.88
2023-06-01 22:12:19.164000,L8,191.21,185.70,186.24,191.15,199.00,188.97,173.12,115.72,206.98,207.83,211.63,209.03,214.07,215.09,218.61,220.84,226.13,223.31,217.18,195.62,171.25,212.63,216.82,209.82,203.54,200.58
2023-06-09 22:12:24.777000,L9,190.83,185.04,183.98,189.70,167.55,165.81,171.74,,203.80,205.48,211.19,206.04,213.29,211.36,215.76,217.78,223.82,221.35,213.47,194.36,156.02,209.68,213.78,209.55,200.68,199.43
2023-07-03 22:12:39.306000,L8,121.30,178.26,153.46,45.87,141.58,181.46,168.16,54.15,200.59,204.18,209.33,204.28,210.34,206.16,214.42,218.47,221.48,222.59,212.66,196.75,160.13,206.17,212.27,204.21,199.23,196.57
2023-07-11 22:12:36.241000,L9,220.94,208.81,209.85,209.39,220.26,221.37,215.77,226.27,224.31,229.83,265.17,241.29,242.96,235.65,242.23,250.27,259.10,253.95,244.26,248.48,189.95,257.85,242.37,256.75,234.47,227.99
2023-07-27 22:12:38.836000,L9,226.56,211.54,211.75,212.81,222.30,225.15,220.39,229.70,227.25,235.83,235.25,234.08,240.53,239.78,245.89,255.06,261.66,265.11,247.52,231.40,191.29,265.34,262.83,261.87,240.82,231.38
2023-08-20 22:12:59.423000,L8,,,,144.34,136.36,141.68,145.00,,181.62,195.51,195.87,96.40,64.64,180.50,196.99,208.86,212.32,159.12,202.92,190.08,121.91,134.27,135.37,198.65,186.09,186.54
2023-08-28 22:12:56.142000,L9,239.14,237.14,241.02,243.88,252.92,260.65,246.48,251.81,266.16,271.71,268.00,269.94,274.26,274.22,277.27,282.15,288.11,295.31,300.35,303.83,306.33,287.59,277.45,265.75,256.49,262.09
2023-10-31 22:13:09.706000,L9,216.08,215.87,211.68,213.40,220.97,223.69,218.31,228.85,224.57,235.65,236.17,241.83,242.55,243.89,242.06,249.78,248.22,250.48,234.57,236.29,244.92,246.43,242.12,241.04,239.12,236.02
2023-11-24 22:13:15.871000,L8,218.84,217.06,217.81,219.49,229.05,229.78,218.96,230.80,240.37,246.60,243.75,244.71,248.01,249.14,251.48,259.79,265.02,267.43,265.30,268.09,261.50,252.22,250.42,245.20,239.23,235.09
2023-12-10 22:13:09.269000,L8,215.43,212.70,218.40,218.09,223.38,224.70,217.80,227.37,240.34,241.94,243.17,240.24,246.36,244.99,251.73,254.70,262.01,262.78,257.72,259.52,256.24,246.47,243.78,242.41,236.57,236.80
2024-01-11 22:13:08.314000,L8,216.52,205.00,214.75,215.74,218.74,223.41,225.30,227.59,231.09,233.23,241.19,239.24,251.35,246.39,249.46,251.74,260.23,249.74,242.30,231.92,249.78,248.11,246.30,247.06,241.67,243.09
2024-02-04 22:13:19.606000,L9,205.13,196.59,196.34,202.99,207.94,214.38,209.25,213.71,215.61,219.71,226.13,221.37,231.32,228.45,237.75,235.77,250.23,238.06,224.72,217.90,186.06,251.55,249.90,251.65,237.52,246.06
2024-02-12 22:13:06.098000,L8,128.14,156.75,139.05,166.30,144.32,55.79,133.11,,,,,,59.13,148.44,198.81,197.88,207.74,210.51,205.41,188.70,156.55,194.46,204.85,201.58,193.90,191.87
