dates,satname,nzd0066-0000,nzd0066-0001,nzd0066-0002,nzd0066-0003,nzd0066-0004,nzd0066-0005,nzd0066-0006,nzd0066-0007,nzd0066-0008,nzd0066-0009,nzd0066-0010,nzd0066-0011,nzd0066-0012,nzd0066-0013
2018-08-06 22:11:10.291000,L8,524.05,316.93,328.72,333.78,341.20,322.99,319.05,320.11,320.28,316.44,323.80,327.59,320.07,324.53
2018-09-07 22:11:00.442000,L8,,319.40,328.69,381.28,429.14,425.47,319.44,317.76,319.49,312.62,314.09,316.72,314.27,315.64
2018-09-07 22:11:24.397000,L8,,312.05,320.37,335.89,345.80,318.80,,,,,,,,
2019-02-14 22:11:33.473000,L8,,308.20,322.44,327.80,332.72,314.67,,,,,,,,
2019-03-02 22:11:05.349000,L8,,244.21,314.49,321.28,328.35,,,,,,,,,
2019-03-02 22:11:29.304000,L8,,291.65,316.25,323.21,329.87,,,,,,,,,
2019-07-08 22:11:44.725000,L8,,296.08,313.32,324.63,329.10,,,,,,,,,
2019-08-09 22:11:31.395000,L8,,280.83,308.89,319.17,327.38,,,,,,,,,
2019-08-09 22:11:55.358000,L8,,297.59,315.96,325.27,332.62,,,,,,,,,
2019-08-25 22:11:35.797000,L8,,317.06,327.71,332.00,340.58,322.03,319.41,322.18,410.84,337.25,339.69,315.16,313.83,316.95
2019-09-26 22:11:45.238000,L8,,318.19,329.61,333.34,340.62,321.80,320.42,319.04,324.71,312.05,315.16,316.23,314.17,
2020-01-16 22:11:59.041000,L8,,320.82,340.69,334.99,341.68,326.52,323.42,323.68,325.72,320.57,312.56,318.08,315.41,319.62
2020-02-01 22:11:29.826000,L8,,291.45,321.42,322.77,331.81,,,,,,,,,
2020-02-01 22:11:53.781000,L8,,311.10,334.69,332.34,338.26,322.09,319.20,318.13,328.55,315.81,313.00,306.62,311.51,316.07
2020-02-17 22:11:26.315000,L8,,240.44,380.63,340.29,340.52,337.16,321.08,319.44,317.36,313.85,,,,
2020-04-21 22:10:57.868000,L8,,292.40,192.31,318.08,327.25,,,,,,,,,
2020-04-21 22:11:21.823000,L8,,277.60,309.72,314.66,,,,,,,,,,
2020-07-10 22:11:15.773000,L8,,291.67,311.32,318.95,329.39,,,,,,,,,
2020-07-10 22:11:39.723000,L8,,293.84,312.78,320.00,330.02,,,,,,,,,
2020-07-26 22:11:44.648000,L8,,278.92,313.83,320.50,329.39,,,,,,,,,
2020-08-27 22:11:32.405000,L8,,270.08,305.92,317.19,,,,,,,,,,
2020-08-27 22:11:56.368000,L8,530.30,318.87,329.80,332.42,338.35,320.80,317.97,318.45,320.67,312.82,314.14,316.88,314.55,315.37
2020-09-12 22:11:38.984000,L8,,316.86,326.51,330.81,337.01,320.45,318.09,317.00,319.26,312.52,311.89,314.98,313.59,313.72
2020-10-14 22:12:09.092000,L8,,310.96,327.75,332.19,338.92,316.00,,,,,,,,
2020-11-15 22:11:42.305000,L8,,263.26,316.25,321.66,328.97,,,,,,,,,
2021-01-02 22:11:41.110000,L8,,307.31,327.60,333.58,338.11,317.63,,,,,,,,
2021-01-18 22:11:57.463000,L8,,,318.53,317.91,,,,,,,,,,
2021-02-19 22:11:27.994000,L8,,312.73,326.88,331.63,334.62,319.97,313.07,319.68,323.03,313.44,312.23,310.44,309.75,
2021-02-19 22:11:51.945000,L8,,,309.79,317.32,,,,,,,,,,
2021-04-24 22:11:01.432000,L8,,309.12,319.50,327.19,335.92,316.92,,,,,,,,
2021-05-26 22:11:07.110000,L8,,296.77,316.90,324.15,333.27,,,,,,,,,
2021-09-15 22:11:42.169000,L8,,262.36,191.21,319.75,329.17,,,,,,,,,
2021-10-01 22:11:46.773000,L8,,315.76,328.16,332.85,338.56,321.02,315.58,318.50,321.08,311.42,312.38,313.14,311.58,
2021-10-01 22:12:10.732000,L8,,307.60,319.04,327.51,333.97,315.16,,,,,,,,
2021-10-17 22:11:50.671000,L8,,299.35,317.60,324.62,332.73,,,,,,,,,
2021-10-17 22:12:14.625000,L8,,297.14,316.14,323.17,331.37,,,,,,,,,
2021-11-06 22:12:48.299000,L9,,,313.40,319.20,325.36,,,,,,,,,
2021-11-18 22:11:44.821000,L8,,296.53,313.05,319.48,326.24,,,,,,,,,
2021-11-18 22:12:08.776000,L8,,295.68,312.86,319.27,326.01,,,,,,,,,
2022-01-21 22:11:35.958000,L8,,,319.82,322.22,324.86,,,,,,,,,
2022-03-10 22:11:23.323000,L8,,288.62,317.68,320.89,328.36,,,,,,,,,
2022-03-18 22:11:49.046000,L9,,289.53,318.86,312.06,,,,,,,,,,
2022-03-26 22:11:11.888000,L8,521.90,309.65,326.34,328.49,336.07,318.38,,314.42,320.63,309.89,310.36,308.92,311.08,
2022-05-05 22:11:07.160000,L9,,297.62,322.74,326.36,331.84,316.07,,313.85,318.10,314.12,316.00,314.55,313.08,317.41
2022-08-09 22:11:58.475000,L9,,317.83,328.88,329.81,338.26,325.72,316.32,316.87,324.50,316.05,315.59,317.94,316.41,319.94
2022-09-02 22:11:56.436000,L8,,234.46,341.45,340.70,346.64,330.83,328.78,326.98,333.90,325.12,329.39,326.30,321.46,325.57
2023-01-16 22:12:10.212000,L9,,289.10,309.46,318.48,327.27,,,,,,,,,
2023-03-13 22:11:23.206000,L8,,263.29,310.27,315.06,,,,,,,,,,
2023-03-13 22:11:47.152000,L8,,269.40,310.67,315.19,,,,,,,,,,
2023-05-24 22:10:53.254000,L9,,292.39,309.44,315.46,330.76,,,,,,,,,
2023-05-24 22:11:17.213000,L9,529.37,310.10,321.47,328.50,338.11,320.55,319.42,318.93,322.43,316.92,312.94,319.41,314.36,320.48
2023-08-20 22:11:23.591000,L8,,295.82,317.62,325.27,332.99,318.11,,,,,,,,
2023-08-28 22:11:20.303000,L9,,307.00,314.89,324.17,331.90,314.99,,,,,,,,
2023-08-28 22:11:44.258000,L9,,295.73,310.68,319.66,327.93,,,,,,,,,
2023-09-29 22:11:26.883000,L9,,294.84,190.05,323.80,331.37,,,,,,,,,
2023-10-07 22:11:33.192000,L8,,312.76,323.56,329.48,335.66,320.08,,317.17,319.54,311.49,312.18,313.79,312.17,314.93
2023-10-07 22:11:57.146000,L8,,311.57,322.62,328.90,334.90,318.82,,315.61,317.55,309.90,310.34,312.34,310.67,313.38
2023-10-15 22:11:39.127000,L9,,276.54,309.01,315.84,325.44,,,,,,,,,
2023-10-15 22:12:03.081000,L9,,293.01,312.84,320.69,329.33,,,,,,,,,
2023-11-16 22:11:36.245000,L9,,377.51,176.08,,,341.09,325.65,322.68,324.11,320.53,326.56,325.75,319.19,321.82
2024-01-11 22:11:32.492000,L8,,294.23,318.42,321.83,328.01,,,,,,,,,
2024-01-11 22:11:56.446000,L8,,294.50,318.33,321.99,327.71,,,,,,,,,
2024-02-04 22:12:07.739000,L9,,315.08,323.57,329.96,335.76,319.48,316.31,319.67,320.59,313.70,312.82,313.32,311.79,316.79
2024-04-16 22:11:19.307000,L8,531.89,314.82,324.70,330.01,338.09,316.87,,,,,,,,
2024-05-02 22:11:08.519000,L8,,304.47,315.63,323.12,332.07,,,,,,,,,
2024-05-10 22:11:24.784000,L9,,304.46,193.42,327.42,332.52,,,,,,,,,
2024-05-18 22:10:31.990000,L8,537.28,319.99,327.89,332.48,342.57,322.64,323.73,321.90,326.70,320.35,318.79,322.06,315.75,320.75
2024-05-18 22:10:55.940000,L8,,,306.92,314.09,324.90,,,,,,,,,
2024-08-06 22:10:57.495000,L8,,332.72,345.96,345.24,354.02,331.12,329.27,323.79,332.39,318.98,322.41,322.63,319.64,323.56
2024-08-06 22:11:21.454000,L8,,332.67,345.75,345.07,353.77,330.85,328.81,323.37,331.94,318.86,322.00,322.28,319.38,323.21
2024-12-28 22:11:26.745000,L8,,314.20,325.32,330.13,337.94,321.26,315.65,318.45,319.81,315.10,312.53,313.57,311.50,314.72
2025-01-05 22:11:31.099000,L9,,321.46,335.06,334.58,344.58,324.78,322.64,319.14,325.25,317.10,317.12,314.11,316.88,318.92
2025-01-13 22:11:30.558000,L8,,290.15,316.58,321.30,328.66,,,,,,,,,
2025-02-22 22:11:33.420000,L9,,,321.14,336.40,336.32,319.19,313.33,316.45,316.05,311.68,310.47,308.82,309.87,315.67
2025-03-10 22:11:52.276000,L9,,310.15,319.05,329.76,335.31,319.10,,,,,,,,
2025-05-21 22:10:52.095000,L8,535.96,317.15,324.89,329.64,336.21,324.41,319.10,320.32,326.86,316.23,318.77,317.58,315.62,319.24
2025-05-21 22:11:16.046000,L8,,317.14,325.08,329.80,336.32,324.56,319.46,320.44,327.20,316.62,319.28,317.97,316.13,319.64
2025-08-01 22:11:18.967000,L9,,318.59,324.04,331.71,338.80,322.78,314.72,318.64,324.35,314.35,314.83,316.48,315.94,319.91
