dates,satname,nzd0391-0000,nzd0391-0001,nzd0391-0002,nzd0391-0003,nzd0391-0004,nzd0391-0005,nzd0391-0006,nzd0391-0007,nzd0391-0008,nzd0391-0009,nzd0391-0010,nzd0391-0016,nzd0391-0017,nzd0391-0018,nzd0391-0019,nzd0391-0020,nzd0391-0021,nzd0391-0012,nzd0391-0013,nzd0391-0014,nzd0391-0015,nzd0391-0011
2001-02-13 21:57:39.607000,L7,,401.49,395.66,405.48,389.78,380.03,363.71,,,,,405.82,396.30,361.67,370.49,356.98,337.58,406.70,392.65,401.57,404.14,
2001-02-13 21:58:03.568000,L7,400.66,394.76,392.72,401.24,387.63,372.13,334.06,,,,,400.71,394.16,347.37,362.50,350.16,328.08,403.84,378.45,395.60,400.78,
2001-05-20 21:57:04.892000,L7,392.80,378.35,382.85,374.13,369.86,331.50,333.48,,,,,,364.53,385.86,345.54,360.27,348.22,,,,,
2001-06-05 21:56:52.440000,L7,374.61,364.10,374.13,354.80,378.85,340.25,331.44,,,,,369.12,403.21,378.27,374.70,367.99,353.26,374.28,387.04,335.34,370.61,
2001-06-05 21:57:16.389000,L7,372.51,362.39,375.73,350.39,373.08,337.50,329.78,297.00,,,,370.75,400.93,376.42,369.74,358.98,348.18,368.87,376.75,334.25,369.61,
2001-07-07 21:56:36.067000,L7,380.73,355.97,377.26,351.33,361.89,329.76,329.24,,,,,377.50,341.17,355.26,361.07,319.72,341.59,,,,367.88,
2001-07-07 21:57:00.006000,L7,379.66,356.78,378.88,355.95,376.38,334.87,328.16,,,,,409.10,395.96,378.36,369.90,348.55,348.53,,,,371.53,
2001-08-08 21:56:12.984000,L7,,,,,,,,,,,,,415.03,396.81,398.17,384.73,373.46,,,,,
2001-08-24 21:56:00.447000,L7,358.76,356.90,380.35,,,,,,,,,,,,,,,,,,,
2001-08-24 21:56:24.380000,L7,359.18,356.62,382.65,,,,,,,377.03,366.64,,,,,,,382.34,,,,410.04
2001-09-25 21:55:40.572000,L7,396.85,387.40,385.49,407.09,390.16,378.91,337.73,,,,,,405.41,383.96,374.33,360.85,338.96,411.27,395.07,401.41,388.49,
2001-09-25 21:56:04.528000,L7,399.24,389.02,392.22,410.28,389.91,376.41,338.75,386.86,387.49,384.60,379.66,,407.02,383.82,367.29,359.10,340.28,413.48,392.97,399.37,405.79,
2001-12-30 21:55:49.115000,L7,,,,,,,,,,,,412.38,405.21,382.42,391.72,379.14,362.82,,,,,
2001-12-30 21:56:13.010000,L7,,,,,,,,,,,,402.21,397.80,373.88,380.52,367.26,352.56,402.34,386.67,397.75,406.93,
2002-02-16 21:56:06.046000,L7,388.56,374.84,391.80,390.71,364.88,351.17,322.45,376.45,362.90,384.59,401.31,399.54,383.01,351.14,356.25,344.86,335.00,374.67,368.53,382.70,386.51,
2002-02-16 21:56:30.006000,L7,390.02,375.83,393.89,396.39,365.32,349.92,322.50,376.84,364.11,385.98,,400.35,383.69,352.31,355.66,344.21,334.22,377.38,371.78,382.58,386.64,
2002-03-04 21:56:09.860000,L7,403.92,394.47,403.90,405.89,388.50,385.34,336.82,388.82,393.59,,,409.64,396.31,380.59,373.81,367.23,349.11,,,,,
2002-03-04 21:56:33.807000,L7,391.23,382.53,390.79,395.85,372.91,353.78,323.24,373.03,376.18,382.12,397.44,400.47,383.40,366.10,364.39,355.13,337.09,400.09,382.02,397.60,396.51,411.31
2002-03-20 21:56:24.055000,L7,396.14,386.08,383.61,388.98,384.97,334.52,325.16,,,,,387.98,392.08,366.04,373.92,359.11,336.75,407.38,380.24,402.18,402.08,
2002-05-07 21:56:03.729000,L7,392.49,397.05,407.12,411.51,386.00,372.86,331.93,369.01,366.71,,,405.01,394.10,377.04,380.08,363.04,350.01,407.22,378.67,397.32,383.30,
2002-05-07 21:56:27.687000,L7,391.31,395.95,403.78,405.70,386.04,371.71,332.02,368.89,366.92,402.61,,405.11,390.49,376.89,374.68,361.63,347.09,404.14,379.29,396.14,379.94,
2002-09-12 21:55:07.575000,L7,392.97,385.84,392.94,401.23,378.55,369.61,329.85,374.37,376.64,378.81,376.65,404.38,395.89,377.80,366.56,352.57,336.62,393.67,376.83,393.33,376.32,389.01
2002-10-14 21:54:55.882000,L7,,,,,,,,,,,,402.84,391.08,380.79,383.81,369.90,350.73,408.16,392.84,391.37,401.65,
2002-10-14 21:55:19.836000,L7,,,,,,,,,,,,404.53,392.12,382.44,383.33,368.16,349.39,409.98,396.29,392.48,401.67,
2002-10-30 21:55:01.471000,L7,,,,,,,,,,,,,,410.67,409.93,397.99,376.92,,,,,
2002-10-30 21:55:25.430000,L7,,,,,,,,,,,,,,409.76,410.08,397.98,375.17,,,,,
2003-01-18 21:55:42.118000,L7,337.45,343.19,285.69,,,,,,,,,409.26,405.09,386.52,380.20,372.98,352.10,,,,,
2003-01-18 21:56:06.129000,L7,385.04,381.02,393.54,399.15,387.43,389.71,367.97,380.26,391.31,392.76,392.03,393.87,389.45,372.86,371.78,358.55,347.14,387.03,370.84,394.42,396.76,403.70
2003-03-23 21:55:52.571000,L7,401.06,385.95,406.65,373.90,391.86,,,,,,,409.01,389.85,382.80,374.72,368.97,346.84,389.60,378.63,392.60,396.64,402.42
2003-03-23 21:56:16.528000,L7,395.43,382.45,397.23,309.72,337.04,336.32,327.18,,,402.57,340.80,357.69,380.67,375.23,365.14,357.55,338.51,375.81,369.08,312.39,390.78,395.34
2003-04-08 21:55:59.443000,L7,382.26,383.06,379.28,399.57,356.67,376.54,329.80,364.03,343.32,357.58,295.50,397.01,381.16,342.21,334.26,346.78,325.82,328.55,383.12,350.89,368.94,363.44
2003-04-08 21:56:23.401000,L7,382.80,385.85,378.80,404.72,362.64,331.83,331.06,367.71,359.59,379.51,302.82,402.35,385.72,361.33,340.10,355.33,334.03,391.87,384.97,379.46,375.28,368.98
2003-05-10 21:56:22.313000,L7,387.26,380.11,397.34,361.82,361.87,367.28,327.07,,,,,408.51,386.62,357.51,343.40,353.68,333.80,,,300.09,332.53,
2003-07-21 21:43:45.776000,L5,352.13,352.86,369.47,,,,,,,,,,,,,,,,,,,
2003-07-21 21:44:09.463000,L5,345.83,349.17,340.66,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,382.44,358.89,387.85,,,,,,,,,337.14,346.64,357.19,364.33,350.86,336.83,353.88,344.91,327.45,352.27,
2004-04-02 21:46:30.745000,L5,,,,,,,,,,,,397.09,,,,,,342.70,345.81,307.53,315.88,307.01
2004-04-02 21:46:54.575000,L5,,,,,,,,,,,,403.12,384.20,357.90,369.13,362.97,339.18,390.97,367.04,395.84,337.56,
2004-07-07 21:49:21.098000,L5,,,,,,,,,,,,326.16,,,,,,341.65,328.80,292.13,326.03,296.97
2004-09-25 21:51:19.231000,L5,,,,,,,,,,,,386.55,,,,,,343.11,350.71,315.81,326.77,294.63
2004-09-25 21:51:43.061000,L5,387.42,354.63,377.66,,,,,,,,,372.74,,,,,,334.96,307.51,302.17,320.58,
2004-10-27 21:51:59.516000,L5,366.07,365.26,390.13,,,,,,,383.24,395.38,382.77,,,,,,347.25,354.56,309.41,338.58,312.70
2004-10-27 21:52:23.346000,L5,,,,,,,,,,392.09,396.29,385.94,359.42,307.18,360.03,355.14,329.32,354.53,361.26,320.31,344.34,408.01
2004-11-12 21:52:15.232000,L5,,383.85,408.43,391.61,367.40,334.34,319.83,377.45,295.80,397.18,,407.85,394.30,371.77,374.73,370.97,344.10,399.51,382.82,391.43,370.42,
2005-01-15 21:53:21.356000,L5,369.98,365.62,391.35,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:45.186000,L5,399.45,368.45,397.89,,,,,,,369.28,393.60,,336.82,308.54,353.93,348.53,319.20,341.07,297.39,,,408.52
2005-03-04 21:54:04.136000,L5,,,,,,,,,290.79,385.01,396.74,389.28,,,,,,347.60,348.07,376.98,359.02,402.72
2005-04-05 21:54:19.058000,L5,,,,,,,,,,,,406.92,382.79,345.28,363.07,358.33,335.83,354.75,348.74,325.57,342.39,368.62
2005-04-05 21:54:42.889000,L5,,,,,,,,,,,,398.50,,,,,,344.04,301.63,310.36,331.56,413.42
2005-08-27 21:55:20.007000,L5,359.43,357.03,379.91,371.60,350.07,,,,,,,,,,,,,,,,,
2005-08-27 21:55:43.837000,L5,370.39,361.21,385.39,378.08,360.01,,,,,393.54,360.84,397.72,377.63,,,,,402.01,306.03,307.17,331.77,368.90
2005-09-28 21:55:20.450000,L5,383.17,357.27,388.33,380.49,348.00,,,,,,,,,,,,,,,,,
2005-09-28 21:55:44.137000,L5,379.83,356.57,386.20,376.67,345.87,,,,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,374.73,365.20,388.03,366.03,,,,325.76,294.89,358.54,395.10,352.97,348.30,311.46,361.79,351.08,328.20,366.21,344.63,306.55,343.78,408.10
2006-02-19 21:58:15.515000,L5,374.26,367.48,388.64,369.03,,,,333.41,295.89,370.55,397.81,384.71,352.11,315.34,363.92,353.08,333.60,372.48,347.59,343.28,350.63,373.71
2006-06-27 22:00:24.118000,L5,340.15,353.35,381.94,,,,,,,,,,,,,,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,408.09,388.97,327.64,358.63,357.92,334.72,405.19,365.16,373.13,344.18,415.51
2006-11-02 22:01:56.430000,L5,,,,,,,,,,,,397.72,,,,,,356.40,330.71,292.78,331.40,
2007-01-05 22:02:28.201000,L5,370.81,357.72,387.49,373.18,342.08,,,,,,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,371.80,366.03,390.35,364.86,,,,,,,,324.57,332.46,312.16,359.36,354.35,331.69,361.66,364.63,348.39,342.87,
2007-01-21 22:02:33.422000,L5,359.43,356.32,384.22,,,,,,,,,,,,,,,,,,,
2007-02-06 22:02:11.997000,L5,376.92,359.56,387.44,375.52,,,,,,,,340.03,345.28,309.15,359.46,350.98,331.59,362.09,355.08,308.55,341.69,
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,,343.20,,,,,,344.39,319.94,298.78,341.46,
2008-02-25 21:58:00.859000,L5,397.64,358.12,385.31,373.50,,,,,288.59,360.79,,348.56,,,,,,343.14,323.30,299.49,343.77,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,344.09,326.24,367.05,355.12,325.45,,,,,
2008-12-25 21:52:09.965000,L5,350.11,361.63,381.66,,,,,,,,,,,,,,,,,,,
2010-01-13 21:58:24.995000,L5,,,,,,,,361.36,289.29,369.32,391.02,356.33,351.49,351.38,366.25,365.74,333.32,349.75,347.23,330.39,358.70,406.72
2010-01-29 21:58:05.346000,L5,,,,,,,,365.38,300.57,371.77,390.99,344.12,349.62,342.09,367.00,364.34,337.53,355.50,363.47,334.04,356.78,349.03
2010-01-29 21:58:29.033000,L5,,,,,,,,353.76,295.34,365.35,,336.21,342.55,324.40,361.88,356.90,330.00,348.20,356.11,328.58,350.52,
2010-10-12 21:57:13.086000,L5,384.32,363.05,387.23,382.64,320.51,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,384.25,364.88,386.40,382.89,360.46,,,,,,,,,,,,,,,,,
2011-09-13 21:56:09.668000,L5,392.56,369.03,390.87,388.56,369.66,325.34,325.67,387.51,293.99,,,390.88,346.20,329.17,358.46,351.60,334.79,410.49,347.47,353.19,342.32,
2013-05-29 22:09:17.297000,L8,304.08,345.07,370.68,,,,,,,,,,,,,,,,,,,
2013-05-29 22:09:41.256000,L8,372.45,350.12,382.25,359.83,349.74,,,,,368.10,393.74,,,285.27,348.17,344.79,334.05,,,,,410.88
2013-06-30 22:09:11.994000,L8,371.52,355.32,379.82,366.91,318.23,,,,,,,,,,360.02,354.40,336.63,,,,,
2013-06-30 22:09:35.948000,L8,351.65,348.10,379.21,359.98,337.57,299.07,330.27,,,,,,,285.82,346.13,347.21,334.93,,,,,
2013-07-16 22:09:12.440000,L8,303.22,337.39,,,,,,,,,,,,,,,,,,,,
2013-07-16 22:09:36.403000,L8,311.17,347.51,373.16,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,370.42,338.71,373.22,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:40.433000,L8,377.33,341.45,378.33,359.53,281.65,,,,,,,,,,,,,,,,,
2013-12-07 22:09:14.668000,L8,,,,,,,,,,,,,326.48,303.47,358.82,343.94,331.46,,,,,
2014-01-24 22:08:21.364000,L8,388.37,379.85,389.14,387.91,385.50,309.58,333.88,370.27,270.82,394.36,394.25,,331.67,308.61,362.65,356.27,335.70,386.07,356.08,,,405.28
2014-01-24 22:08:45.323000,L8,390.68,381.71,392.02,394.16,388.29,312.91,336.20,374.45,276.60,399.24,396.88,391.94,336.34,311.17,365.95,359.33,338.42,398.84,374.09,341.39,388.94,408.02
2014-02-25 22:08:20.274000,L8,,385.82,397.96,396.59,387.61,395.45,373.46,381.26,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,385.58,368.04,383.43,361.93,376.22,296.75,332.86,,,,,,,295.04,357.67,353.52,339.09,,,,,
2014-03-13 22:08:09.214000,L8,388.55,373.19,385.55,366.46,379.64,379.39,335.38,,,,,320.19,326.60,333.50,360.76,356.03,342.43,330.85,356.71,319.36,382.63,
2014-04-30 22:06:58.400000,L8,367.81,343.24,373.80,,,,,,,,,,,,,,,,,,,
2014-04-30 22:07:22.351000,L8,371.33,347.71,376.65,357.63,307.16,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,370.90,351.94,378.97,359.71,306.40,,,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,367.76,359.43,378.19,368.02,316.37,,,,,,,,,288.69,318.60,329.83,333.26,,,,,
2014-06-01 22:07:14.657000,L8,365.88,350.93,376.41,360.28,317.98,297.46,309.94,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,317.24,353.39,375.27,365.43,312.73,,,,,,,,,,,,,,,,,
2014-07-03 22:07:25.958000,L8,364.06,346.39,374.45,361.51,314.00,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,369.60,350.58,374.07,361.81,311.03,,,,,,,,,,,,,,,,,
2014-08-04 22:07:38.344000,L8,369.70,345.86,373.34,359.58,313.55,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,376.13,360.27,379.18,370.61,302.32,,,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,390.41,372.13,385.69,383.91,376.07,,,,,,,318.54,327.20,,,,,385.15,287.97,300.26,350.88,
2014-10-07 22:07:49.758000,L8,,,,,,,,,,,,418.36,409.06,403.48,416.01,402.83,374.49,,,,,
2014-11-08 22:07:28.004000,L8,384.03,370.43,381.78,380.53,376.60,,,,,378.34,391.51,384.44,324.19,,,,,335.31,347.46,308.03,387.16,408.42
2014-11-08 22:07:51.967000,L8,383.39,375.31,382.91,383.67,378.66,,,,,,,390.50,,,,,,,299.36,309.86,388.14,
2014-12-26 22:07:18.944000,L8,386.00,376.73,384.85,389.56,381.63,305.79,330.87,,,,,383.39,380.46,336.07,365.32,360.22,,334.87,353.10,304.15,392.55,
2014-12-26 22:07:42.898000,L8,388.98,380.10,389.38,396.99,388.57,386.38,335.46,,,399.54,361.21,389.57,385.17,341.36,371.85,365.78,347.75,339.16,357.32,308.61,401.16,404.70
2015-02-12 22:07:03.113000,L8,388.43,380.74,386.47,398.01,392.23,385.19,367.53,374.14,282.51,,,398.50,327.52,341.08,365.00,360.35,346.83,335.08,378.28,382.04,404.53,
2015-02-12 22:07:27.072000,L8,389.11,381.74,387.29,400.20,393.55,387.49,369.30,376.23,286.27,388.35,355.10,404.31,330.17,343.94,366.75,362.08,348.50,381.16,380.11,397.67,406.99,375.20
2015-02-28 22:07:00.305000,L8,403.16,373.56,380.47,379.42,380.52,381.08,338.16,,,,,314.82,327.91,298.58,363.71,369.07,342.51,,,,386.87,
2015-02-28 22:07:24.273000,L8,403.11,375.46,380.95,382.66,343.37,381.62,338.91,,,,,314.73,328.96,301.38,364.74,368.64,343.60,,,,388.97,
2015-04-01 22:06:37.659000,L8,,,,,,,,,,,,,,295.15,351.12,354.27,341.90,,,,,
2015-04-01 22:07:01.610000,L8,299.86,325.24,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,372.44,364.43,392.84,370.64,315.83,304.26,334.99,370.20,,,,318.61,,332.24,367.36,360.60,346.81,,340.88,327.15,333.37,
2015-06-20 22:06:56.810000,L8,370.02,353.46,384.33,361.30,344.68,300.62,329.55,,,,,,,294.84,359.81,352.76,340.27,,,,,
2015-07-22 22:06:49.445000,L8,370.52,359.61,379.28,367.34,314.60,302.80,330.01,,,,,,,,,,,,,,,
2015-07-22 22:07:13.408000,L8,367.46,349.09,305.18,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,377.92,361.48,382.73,371.29,375.57,307.38,331.18,,,,,,,294.13,305.51,350.65,339.22,,,,,
2015-08-23 22:07:24.416000,L8,376.99,359.74,381.90,368.84,374.32,306.68,330.66,,,,,,,292.14,300.59,348.87,337.91,,,,,
2015-09-08 22:07:06.448000,L8,376.76,366.97,384.93,365.13,377.80,305.48,331.12,366.99,,,,,,,,,,,,,,
2015-09-08 22:07:30.411000,L8,395.59,369.73,388.63,381.15,380.01,308.31,334.05,370.89,,,,319.01,,,,,,385.50,287.65,300.60,376.57,413.69
2015-09-24 22:07:13.635000,L8,370.30,348.17,378.48,,,,,,,,,,,,,,,,,,,
2015-09-24 22:07:37.598000,L8,364.76,338.85,376.22,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,383.63,371.44,387.99,384.04,379.18,373.60,333.59,,,297.87,356.44,379.73,326.17,335.08,,,,382.97,352.79,301.25,376.12,410.00
2015-10-10 22:07:38.780000,L8,383.88,373.91,388.45,387.37,380.19,312.61,334.41,374.01,269.56,299.80,357.53,381.08,327.10,335.35,349.28,351.42,335.27,383.56,353.71,302.27,376.19,410.58
2015-11-27 22:07:23.156000,L8,391.71,380.49,390.62,383.86,384.71,379.43,334.46,,,,,382.77,361.31,335.79,361.70,350.96,341.58,369.89,361.32,311.58,386.99,
2015-11-27 22:07:47.119000,L8,388.92,380.82,388.53,382.74,385.07,378.64,333.66,,,,,317.94,332.55,309.03,362.27,349.00,342.40,335.59,356.79,309.84,387.40,
2015-12-13 22:07:21.432000,L8,389.23,381.78,386.45,388.13,384.82,381.29,337.07,,,374.37,339.93,,360.61,344.91,362.51,358.20,346.42,,,,,391.58
2015-12-13 22:07:45.395000,L8,392.63,385.71,396.86,400.69,390.88,387.30,341.42,,,,,386.36,370.21,349.69,367.95,363.37,351.03,385.07,373.46,392.19,,401.79
2016-02-15 22:07:09.441000,L8,337.72,353.51,371.22,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:33.404000,L8,365.94,363.22,380.38,372.20,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,384.12,375.18,386.43,367.48,382.33,304.44,336.09,,,387.35,330.36,,327.03,300.95,358.62,357.04,347.93,,,,,400.58
2016-03-02 22:07:31.352000,L8,384.24,377.75,387.60,370.29,384.80,305.77,336.83,,,390.70,332.01,343.93,329.55,336.13,360.69,359.54,349.92,,,,391.69,402.44
2016-03-18 22:07:01.867000,L8,377.08,372.20,383.15,372.00,382.35,,,,,,,,,301.75,352.80,354.67,346.57,,,,,
2016-03-18 22:07:25.821000,L8,393.93,379.19,395.38,402.40,405.80,356.76,341.24,,,,395.88,344.40,370.81,345.57,369.21,363.14,350.95,336.96,369.60,394.46,392.76,405.62
2016-04-19 22:06:46.856000,L8,378.12,366.62,382.56,369.26,376.27,300.47,316.51,,,,,,,,,,,,,,,
2016-04-19 22:07:10.819000,L8,378.15,365.30,382.80,370.08,375.83,299.58,286.06,,,361.80,390.35,,,295.93,349.97,347.93,339.33,,,,,402.00
2016-06-06 22:06:54.973000,L8,372.86,365.75,383.43,363.66,360.48,390.19,330.98,,,,,319.98,,306.07,365.77,358.75,365.62,381.17,362.92,302.53,342.52,
2016-06-06 22:07:18.940000,L8,372.56,362.15,384.13,361.35,354.62,388.73,328.20,,,,,,,299.91,359.88,354.80,362.85,,,,,
2016-07-08 22:07:08.628000,L8,309.90,350.86,372.37,,,,,,,,,,,,,,,,,,,
2016-07-08 22:07:32.591000,L8,367.89,355.34,381.83,359.56,314.23,297.69,314.49,,,,,,,,,,,,,,,
2016-07-24 22:07:13.819000,L8,326.89,362.05,381.65,362.70,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:37.782000,L8,320.17,348.65,378.10,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,373.30,354.51,379.90,359.29,312.25,300.13,311.33,,,,,,,,,,,,,,,
2016-08-09 22:07:39.758000,L8,377.85,358.79,386.61,361.00,377.67,302.32,327.51,,,390.93,362.40,,,,,,,383.26,284.54,,,409.67
2016-09-10 22:07:27.365000,L8,372.01,345.85,376.84,359.35,306.10,,,,,,,,,,,,,,,,,
2016-09-10 22:07:51.328000,L8,372.83,346.25,377.62,359.73,307.03,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,384.91,373.46,387.53,382.54,358.62,307.96,334.00,372.21,,388.42,399.32,319.92,,,,,,386.52,284.38,307.57,383.91,407.85
2016-10-12 22:07:57.049000,L8,387.05,376.20,389.45,387.86,358.47,310.82,335.13,375.26,272.81,392.49,356.84,384.77,359.93,299.27,351.26,354.33,336.65,388.83,348.29,311.40,386.75,409.32
2016-12-15 22:07:29.991000,L8,387.02,375.02,382.80,386.63,378.19,302.98,331.82,,,,,,337.09,299.71,350.05,349.30,336.76,,,,,
2016-12-15 22:07:53.950000,L8,389.20,380.70,385.82,392.88,384.39,380.77,334.48,,,390.62,393.47,316.84,338.64,339.93,358.09,359.08,347.42,335.00,354.89,307.45,395.07,402.63
2016-12-31 22:07:51.584000,L8,388.07,382.13,388.77,388.30,382.98,305.53,332.88,,,,,,334.44,308.99,358.77,356.23,333.05,,,,,
2017-01-16 22:07:22.953000,L8,394.23,383.46,393.64,397.00,387.42,381.03,336.55,380.27,295.52,395.77,398.08,386.47,362.29,342.80,359.55,357.94,342.29,384.07,366.26,395.77,400.09,405.07
