dates,satname,nzd0150-0000,nzd0150-0001,nzd0150-0002,nzd0150-0003,nzd0150-0004,nzd0150-0005,nzd0150-0006,nzd0150-0007,nzd0150-0008,nzd0150-0009,nzd0150-0010,nzd0150-0011,nzd0150-0015,nzd0150-0016,nzd0150-0017,nzd0150-0026,nzd0150-0027,nzd0150-0012,nzd0150-0013,nzd0150-0014,nzd0150-0018,nzd0150-0019,nzd0150-0023,nzd0150-0024,nzd0150-0025,nzd0150-0020,nzd0150-0021,nzd0150-0022
2003-05-26 21:54:19.958000,L7,,,,,,,31.04,84.50,126.88,146.37,164.70,149.23,,,,,384.40,,,,,,,,,,,
2003-05-26 21:54:43.917000,L7,,,,,,,,,,380.50,376.54,376.47,371.15,367.36,360.31,357.93,373.04,377.47,370.22,374.98,368.04,369.69,372.28,358.39,349.84,362.98,,295.79
2003-07-21 21:42:09.884000,L5,,,,,,,,,,,,307.46,,,,,,306.48,264.19,,,,,,,,,
2003-08-06 21:42:27.230000,L5,349.95,12.85,358.01,361.88,346.06,362.41,20.70,50.51,86.65,144.23,185.44,188.83,348.23,325.60,323.90,307.28,305.74,179.67,162.55,353.10,309.87,320.44,322.29,308.42,303.01,305.57,273.08,277.13
2003-09-07 21:43:00.591000,L5,339.85,338.38,347.71,353.91,359.42,368.00,369.19,358.51,349.42,346.46,344.91,347.12,346.36,340.15,332.67,303.13,301.72,349.62,343.98,348.88,321.99,335.45,324.94,310.89,295.19,319.42,284.25,280.47
2003-10-25 21:43:40.253000,L5,341.54,35.98,333.18,340.05,331.17,350.84,39.73,78.44,107.15,149.97,199.56,211.49,343.64,323.87,319.13,301.73,305.53,196.22,175.39,352.84,306.08,316.53,319.89,311.34,301.36,292.87,268.60,278.84
2004-02-14 21:44:33.705000,L5,328.47,331.73,336.79,339.09,345.91,355.74,370.60,359.61,355.54,364.12,358.94,356.21,331.28,324.03,320.67,297.68,303.14,336.02,333.89,338.40,315.11,330.30,320.35,311.44,294.74,316.83,301.49,297.83
2004-03-01 21:44:38.581000,L5,338.88,332.59,4.58,335.18,341.07,359.65,24.21,53.78,97.49,154.08,181.02,186.56,332.19,323.41,316.38,,,184.92,162.62,342.30,292.85,307.49,323.17,285.63,244.40,300.35,287.03,286.96
2004-04-02 21:44:54.996000,L5,340.01,340.30,338.46,346.22,351.00,366.40,22.38,56.73,95.81,146.23,177.30,155.47,337.23,328.17,323.13,291.58,303.39,173.82,144.54,343.05,307.53,324.84,320.72,315.87,310.21,309.24,294.43,292.87
2004-04-18 21:45:25.586000,L5,333.21,339.56,336.10,341.28,350.73,366.44,36.10,72.64,109.72,154.89,182.76,192.63,336.21,333.24,327.00,296.32,301.61,178.61,157.38,343.09,309.26,321.71,308.10,301.38,289.84,304.44,287.68,272.70
2004-05-04 21:45:52.076000,L5,311.32,42.39,3.78,331.67,344.88,39.04,39.05,85.73,112.58,173.45,186.77,197.98,337.29,328.52,324.90,289.39,294.46,183.13,164.73,343.56,299.53,313.81,296.09,294.91,283.36,294.89,282.21,273.62
2004-05-20 21:46:20.465000,L5,,,,,,,,,,242.97,282.04,323.38,314.60,302.77,299.73,,,324.57,307.99,323.00,,,,,,,,
2004-06-21 21:47:16.748000,L5,327.81,336.56,339.15,336.78,348.12,360.67,367.06,354.95,336.21,,285.51,345.68,338.77,330.75,318.48,,,317.12,320.66,330.97,320.09,342.21,,,,328.43,322.24,
2004-07-23 21:48:09.192000,L5,340.81,346.18,340.67,349.11,354.39,371.29,44.92,86.31,109.38,146.13,184.52,194.64,348.61,342.23,336.89,306.08,311.03,179.60,158.13,355.77,318.49,330.32,319.17,311.90,300.01,317.11,294.02,289.76
2004-07-23 21:48:33.165000,L5,,,,,,,,,,,,,,,,280.39,282.26,,,,,293.92,269.70,270.20,257.84,273.30,258.96,254.67
2004-09-25 21:49:43.196000,L5,364.62,358.10,365.39,358.28,365.40,383.06,19.05,60.38,96.94,132.01,167.68,145.12,363.24,346.23,342.05,317.69,328.90,364.97,360.42,364.46,329.72,336.28,341.01,333.41,323.82,326.81,297.45,303.29
2005-01-15 21:51:45.464000,L5,23.79,,,,,,15.89,46.55,62.64,117.15,138.76,157.75,385.42,382.84,,359.64,356.03,370.18,369.37,386.99,,,383.07,366.14,356.02,,,
2005-02-16 21:52:13.954000,L5,315.45,315.68,325.71,329.76,336.60,351.33,345.97,51.30,95.11,155.57,187.14,158.50,334.95,332.91,333.46,285.28,291.67,164.15,128.55,335.23,291.82,312.93,292.31,283.89,261.89,287.82,273.34,275.06
2005-03-04 21:52:28.245000,L5,337.18,342.26,334.10,345.07,354.28,371.43,31.09,66.21,101.26,141.48,164.30,152.20,339.90,340.11,335.50,296.52,300.14,157.66,152.83,344.95,322.80,326.95,312.72,301.69,299.22,314.31,289.16,285.82
2005-03-20 21:52:38.190000,L5,333.83,335.18,351.20,347.83,364.35,372.71,32.30,59.45,90.26,142.65,168.17,163.89,355.75,343.65,340.87,298.97,313.97,151.94,152.34,357.94,315.51,333.29,320.56,303.84,293.93,308.83,294.37,289.63
2005-04-21 21:52:46.920000,L5,343.04,353.66,345.53,354.41,353.55,369.93,21.13,60.78,97.12,140.47,159.50,154.18,347.59,344.44,328.30,303.14,311.70,158.16,144.38,349.71,332.15,333.38,327.01,308.75,298.70,314.54,308.84,300.41
2005-05-23 21:53:00.685000,L5,330.40,329.31,333.50,338.25,341.46,360.88,358.36,354.27,336.12,284.94,,,351.55,331.27,334.11,300.29,309.04,,,307.86,331.02,326.21,317.71,303.10,295.31,315.93,294.38,292.40
2005-06-08 21:53:09.034000,L5,,,,,,,,,,257.10,283.42,313.93,320.82,311.32,310.96,,,326.94,315.91,329.40,,,,,,,,
2005-10-30 21:53:39.558000,L5,362.00,346.09,343.13,348.01,349.72,368.53,361.30,371.33,375.58,373.08,368.47,367.19,344.43,306.82,295.12,,,368.31,359.08,343.18,324.82,353.20,,,,343.81,,
2005-11-15 21:54:02.336000,L5,88.56,319.33,321.79,329.34,342.31,360.46,38.59,72.18,115.87,159.37,190.68,206.79,334.32,323.41,320.39,301.42,303.91,176.63,147.02,336.72,317.58,334.81,329.80,322.37,291.56,317.01,302.62,299.09
2006-02-19 21:56:15.936000,L5,316.95,314.11,315.30,325.46,330.76,347.04,47.46,81.93,120.26,169.11,195.26,201.88,320.63,311.68,314.49,285.12,294.34,186.52,159.35,324.00,264.50,302.17,290.67,285.54,268.60,284.92,278.47,277.97
2006-04-08 21:57:12.628000,L5,349.53,349.13,352.57,354.53,353.56,376.54,27.36,59.59,97.79,140.39,168.21,173.08,344.78,334.86,329.70,306.30,311.50,166.79,153.62,348.10,323.89,329.12,324.42,309.68,302.45,320.99,302.95,289.68
2006-07-13 21:58:38.362000,L5,301.64,309.51,310.71,316.07,319.41,344.28,63.29,92.74,176.73,195.89,226.54,243.11,317.73,307.18,307.32,281.63,286.13,192.36,175.90,322.57,,,261.68,273.76,264.96,,,
2007-09-18 21:58:42.182000,L5,329.96,333.20,339.43,339.99,347.89,374.07,372.04,367.67,358.23,346.24,,,328.91,302.37,319.95,289.35,292.60,270.98,310.55,334.92,317.17,323.94,312.74,296.82,286.07,309.24,281.03,278.00
2008-12-25 21:50:10.387000,L5,361.03,358.55,359.33,362.04,361.95,373.26,27.54,51.93,97.53,142.90,178.94,184.20,337.40,326.18,323.98,302.75,303.59,180.44,156.49,341.93,316.47,323.00,326.94,312.25,298.18,309.12,299.30,299.10
2009-12-12 21:56:13.982000,L5,367.07,366.11,365.28,365.35,372.21,380.41,21.99,57.63,100.04,145.88,180.18,194.75,347.46,336.12,338.62,307.69,313.44,180.62,153.18,353.67,326.28,332.24,322.67,312.62,302.42,319.47,296.93,296.48
2010-01-13 21:56:25.416000,L5,323.31,328.58,333.51,334.48,339.16,346.64,46.72,75.07,118.58,172.06,202.43,216.67,316.59,308.01,308.57,,,192.73,171.67,321.28,,,,,,,,
2010-10-28 21:55:27.339000,L5,398.98,393.65,391.69,394.04,393.32,401.30,23.04,53.14,94.66,137.31,170.67,191.91,369.27,366.97,362.30,333.87,337.25,169.31,370.59,375.68,359.37,360.53,357.32,340.39,329.04,348.35,328.55,337.15
2010-12-31 21:55:32.560000,L5,347.55,352.97,355.90,358.64,362.12,374.31,32.10,49.14,70.71,141.92,169.43,186.25,341.15,331.08,325.83,290.70,294.85,175.31,152.01,347.54,315.41,320.95,319.57,297.67,287.13,304.78,286.73,289.64
2011-02-17 21:55:37.006000,L5,364.06,367.72,373.17,371.78,374.62,381.13,377.82,368.04,358.11,353.72,350.75,349.56,349.24,344.36,337.84,306.29,309.22,349.94,352.24,354.55,329.84,332.18,337.46,323.34,316.33,319.50,293.29,301.10
2013-05-29 22:07:41.466000,L8,347.74,364.76,346.54,343.33,366.06,379.26,23.93,43.18,97.46,142.81,186.61,189.48,341.78,328.52,341.91,317.28,340.59,174.46,99.72,359.40,337.27,347.30,351.25,334.19,313.46,337.09,327.60,341.66
2013-06-30 22:07:36.163000,L8,301.54,108.26,295.95,297.16,307.94,317.81,319.31,297.90,171.72,173.16,253.91,250.87,,,,,,196.06,178.94,,,,,,,,,
2013-06-30 22:08:00.117000,L8,299.01,290.10,293.88,294.94,303.39,314.38,315.86,294.12,307.87,297.58,291.91,,,,,,,,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,,,,,,,,,,297.81,278.96,296.87,304.59,307.35,338.48,322.96,343.83,311.30,308.79,316.70,315.29,314.32,303.62,290.87,282.51,292.95,273.85,270.25
2013-09-02 22:07:40.639000,L8,338.52,337.79,336.22,331.92,336.56,342.54,26.71,64.79,105.83,147.22,200.78,202.49,300.77,298.27,290.81,290.62,305.03,159.05,106.81,302.56,297.22,299.35,303.81,289.34,282.50,288.90,261.95,264.59
2013-09-02 22:08:04.598000,L8,339.19,338.50,337.05,332.96,337.43,343.35,332.60,326.96,320.15,313.60,306.42,306.46,301.20,298.81,292.01,290.97,305.10,308.28,302.49,302.84,297.68,299.86,304.16,289.69,282.67,289.50,262.96,264.85
2013-10-20 22:07:26.886000,L8,95.46,336.23,331.19,328.83,331.30,11.34,329.15,320.24,315.68,305.43,303.65,299.74,291.88,289.76,287.18,286.93,305.10,301.14,299.72,298.70,293.81,295.74,300.79,287.58,281.96,274.52,261.53,259.05
2013-11-05 22:07:22.900000,L8,332.27,336.89,331.83,329.73,336.20,345.92,37.07,72.24,122.30,162.18,210.24,207.11,296.84,294.24,286.91,287.98,310.97,173.10,149.10,300.99,295.12,296.93,300.17,289.74,284.23,279.96,259.20,263.31
2013-11-05 22:07:46.855000,L8,332.55,337.25,3.58,330.07,336.46,346.18,37.11,72.10,122.14,162.07,210.66,207.64,297.11,294.98,286.64,287.58,310.59,173.26,149.33,301.02,295.10,296.78,300.01,289.51,284.08,279.98,259.24,263.14
2013-11-21 22:07:13.797000,L8,327.40,332.03,328.38,326.63,333.02,337.77,40.20,73.40,120.04,163.95,207.93,208.74,297.45,297.01,288.33,285.59,309.55,162.23,302.30,300.16,293.52,292.94,296.71,289.85,284.24,274.14,268.89,263.25
2013-11-21 22:07:37.752000,L8,327.46,332.51,328.33,326.76,332.83,337.32,39.35,71.78,119.55,162.87,209.11,212.56,296.24,295.19,286.73,283.23,305.03,165.33,301.07,299.27,291.70,291.36,294.14,286.55,278.18,272.07,266.60,261.47
2013-12-07 22:07:14.870000,L8,319.72,17.69,5.88,317.99,324.82,333.40,40.68,73.70,121.43,164.45,213.97,213.08,292.83,293.32,282.89,,,174.64,151.63,298.00,302.91,299.87,,,,273.45,262.48,278.87
2014-01-24 22:06:45.554000,L8,320.97,331.32,328.65,325.46,326.50,333.95,328.05,321.15,315.07,309.87,305.16,301.65,299.13,297.00,288.88,293.28,309.85,304.80,304.72,304.73,291.43,296.82,293.02,288.24,277.03,292.03,265.69,264.08
2014-01-24 22:07:09.509000,L8,322.40,333.11,330.08,327.99,327.64,335.09,329.21,322.69,316.31,311.89,306.01,302.41,300.11,297.68,291.22,292.96,309.59,305.54,305.70,306.44,292.31,297.80,293.93,287.75,277.07,294.12,267.08,264.37
2014-02-09 22:06:33.299000,L8,326.16,329.45,330.08,329.07,331.94,337.65,26.49,61.70,97.30,143.00,175.28,171.84,302.64,303.77,287.15,289.27,304.90,107.38,88.08,305.13,292.21,295.52,294.27,288.21,276.72,291.77,262.08,264.84
2014-02-09 22:06:57.254000,L8,322.34,326.51,327.83,326.31,329.44,334.38,27.61,62.42,99.69,144.67,190.42,184.10,299.54,298.82,283.27,284.92,301.73,118.19,93.01,302.66,288.74,292.24,290.34,283.92,273.78,279.16,257.61,262.24
2014-02-25 22:06:20.497000,L8,326.50,329.76,328.74,326.83,329.07,336.07,25.52,60.73,97.83,143.07,177.93,182.64,300.09,297.95,286.42,288.42,303.11,129.54,93.54,302.91,288.27,290.60,291.74,284.95,275.65,277.20,263.32,263.42
2014-02-25 22:06:44.447000,L8,289.24,285.14,291.05,293.77,298.32,312.76,45.64,288.94,294.44,292.26,289.75,282.31,254.12,252.31,,,,283.43,285.60,275.52,,,,,,,,
2014-03-29 22:05:52.007000,L8,334.75,336.28,334.72,334.84,337.32,386.33,379.61,375.18,368.75,355.86,308.54,311.58,338.13,339.96,306.14,336.68,341.06,310.85,313.59,313.22,299.97,344.75,365.21,348.37,337.46,333.62,327.14,346.40
2014-03-29 22:06:15.961000,L8,334.86,336.39,334.77,334.86,337.34,386.40,379.61,351.91,368.83,355.94,308.58,311.77,338.07,340.07,306.27,336.59,340.79,311.11,313.64,313.20,300.02,345.04,304.17,293.75,284.19,333.98,327.12,275.64
2014-04-30 22:05:22.578000,L8,337.65,340.37,336.70,333.51,332.70,343.70,34.50,71.66,123.81,156.88,200.95,206.78,307.86,305.47,289.93,298.06,313.71,170.45,102.87,313.26,295.26,298.88,299.28,290.92,281.72,288.40,271.06,266.15
2014-04-30 22:05:46.536000,L8,335.87,15.84,335.91,332.79,332.06,343.02,34.65,72.12,124.45,157.30,202.29,207.20,306.97,304.93,288.51,297.53,312.94,170.78,103.51,312.57,294.82,298.37,298.74,290.64,281.49,287.60,269.91,265.73
2014-05-16 22:05:09.831000,L8,329.41,335.59,332.54,327.56,329.31,340.80,35.14,76.72,125.97,160.02,211.16,210.65,301.96,301.59,288.91,294.40,309.17,175.88,149.88,309.58,291.79,294.47,295.50,287.90,279.67,284.38,258.23,265.45
2014-06-17 22:05:20.950000,L8,164.68,165.09,15.71,,6.24,,,,317.16,311.66,301.97,304.65,,,,,,303.09,,,,,,,,,,
2014-06-17 22:05:44.904000,L8,165.06,164.69,15.25,,6.05,,,,316.48,311.11,301.72,303.93,,,,,,302.16,,,,,,,,,,
2014-08-20 22:05:42.763000,L8,356.01,,,,,409.41,23.18,59.30,98.01,142.81,170.41,159.60,362.27,337.84,361.36,,,341.29,355.29,355.43,,,,,,,,
2014-08-20 22:06:06.726000,L8,355.88,,,,,408.89,23.02,59.31,97.90,142.65,170.03,159.51,362.17,337.59,360.51,,,340.79,355.12,355.22,,,,,,,,
2014-10-07 22:05:49.968000,L8,347.82,345.05,343.78,338.58,339.94,351.93,31.70,65.96,108.24,155.16,201.30,201.64,309.47,325.11,308.21,,,171.65,134.37,307.66,301.58,298.36,300.84,,,299.18,266.76,264.35
2014-11-08 22:05:52.173000,L8,344.70,345.70,341.66,335.72,336.41,343.03,326.71,328.00,316.39,310.31,302.87,303.30,302.37,301.50,299.41,292.17,310.02,306.59,308.79,302.71,297.68,296.72,304.50,291.68,283.39,289.69,260.21,271.46
2014-11-08 22:06:16.124000,L8,346.27,347.70,343.85,337.26,337.85,344.31,329.61,330.37,317.49,311.31,303.42,305.00,303.01,302.65,301.09,292.31,309.80,307.51,309.90,303.41,298.16,297.39,304.66,291.60,283.43,290.67,261.19,271.77
2015-02-28 22:05:24.487000,L8,374.55,411.54,,,399.74,401.04,13.37,55.40,90.60,134.82,155.64,156.17,352.16,347.35,344.27,334.71,343.64,368.01,366.62,370.16,340.93,345.19,353.54,343.49,336.16,335.48,283.83,338.36
2015-02-28 22:05:48.437000,L8,338.97,338.90,338.70,336.12,337.29,342.99,24.03,60.87,98.04,144.57,191.12,176.10,304.26,301.46,291.46,292.27,308.02,114.22,90.93,309.26,295.52,296.97,296.93,289.96,276.92,288.57,264.62,267.41
2015-07-06 22:05:06.214000,L8,,,,,,,,,,,,,294.61,289.12,285.82,,,,,298.44,,,,,,,,
2015-07-06 22:05:30.173000,L8,,,,,,,,,,,,,293.53,285.82,284.56,,,,,297.53,,,,,,,,
2015-07-22 22:05:13.606000,L8,340.69,341.25,339.74,336.21,337.56,2.84,336.42,325.62,319.92,314.74,307.06,307.05,305.01,302.02,294.03,296.95,310.17,306.31,305.46,310.92,294.03,297.34,302.89,289.91,282.65,293.63,255.64,268.54
2015-07-22 22:05:37.569000,L8,86.27,20.42,6.86,315.93,322.31,24.02,326.69,312.43,312.73,305.85,297.78,291.47,290.85,287.58,264.47,283.18,286.71,297.30,282.04,296.87,,,,,,,,
2015-08-07 22:05:16.273000,L8,304.95,297.53,301.82,305.30,318.02,324.51,321.31,306.37,183.71,182.17,254.27,249.87,,,,,,194.85,180.94,291.96,,,,,,,,
2015-08-07 22:05:40.232000,L8,304.43,296.77,301.22,304.37,317.65,324.02,320.30,305.91,183.02,181.98,253.16,249.06,,,,,,193.80,180.44,291.77,,,,,,,,
2015-08-23 22:05:24.610000,L8,340.78,343.57,339.88,336.28,336.45,344.32,31.01,63.68,98.86,146.28,205.02,202.37,300.83,300.33,291.09,292.63,308.25,113.36,86.22,308.11,294.61,297.29,303.65,286.11,281.97,287.31,257.52,267.12
2015-08-23 22:05:48.569000,L8,341.66,344.11,340.51,336.93,337.30,345.31,30.56,62.75,98.52,145.88,204.16,201.64,301.27,300.91,291.74,293.15,309.48,111.67,85.46,308.56,295.48,297.88,304.31,286.85,282.34,288.67,258.35,268.14
2015-10-26 22:05:43.801000,L8,349.99,350.35,347.49,383.49,373.89,385.26,29.72,63.41,97.53,149.30,194.15,189.06,306.66,,380.90,288.76,305.41,163.70,125.92,339.55,364.98,303.52,296.74,287.61,281.50,283.80,249.51,262.46
2015-10-26 22:06:07.756000,L8,349.51,349.85,346.93,344.54,372.05,383.54,29.81,63.06,97.92,149.38,194.52,191.33,305.79,,380.08,287.35,303.91,163.99,126.53,338.81,364.51,302.94,293.75,286.04,279.99,282.27,248.51,261.47
2015-12-13 22:05:45.605000,L8,43.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:05:45.209000,L8,341.51,341.26,340.10,339.20,340.86,353.28,371.12,323.01,301.43,299.76,,,335.52,304.14,302.59,342.62,343.86,,,345.01,295.80,293.09,,294.11,286.21,313.93,291.86,264.06
2015-12-29 22:06:09.164000,L8,341.42,341.44,340.15,339.13,340.28,351.92,371.15,322.74,301.22,298.39,,,310.56,303.44,301.31,339.46,341.73,,,314.54,293.97,290.89,,292.21,284.97,264.62,284.83,262.77
2016-03-02 22:05:31.567000,L8,342.33,341.07,340.06,336.57,337.86,343.29,30.35,65.70,103.93,148.83,177.03,164.87,303.06,301.64,291.88,297.23,317.26,106.30,82.49,312.88,298.70,301.17,302.62,288.33,281.19,291.88,275.28,277.36
2016-03-02 22:05:55.525000,L8,342.78,341.68,340.32,336.90,338.25,343.66,30.15,65.94,104.03,148.41,176.17,165.22,303.05,301.62,292.17,296.66,316.55,106.84,83.40,313.21,298.14,301.04,301.93,288.33,280.52,291.51,274.67,276.91
2016-04-19 22:05:11.034000,L8,348.77,348.50,347.23,345.70,344.50,382.31,371.22,363.46,360.17,334.60,133.42,300.58,342.03,322.04,311.90,302.33,322.16,271.99,360.11,340.72,313.40,322.44,306.95,294.82,289.00,302.29,288.97,300.46
2016-04-19 22:05:34.992000,L8,348.00,347.82,346.61,344.80,343.79,378.80,369.90,359.82,324.34,317.49,309.09,298.53,339.72,319.34,310.15,301.87,321.17,,354.05,337.52,312.19,321.30,306.49,294.33,288.61,301.69,287.52,297.87
2016-05-21 22:05:14.459000,L8,357.15,361.75,360.75,307.56,,,,,,,,,371.22,353.99,310.05,309.16,321.59,,,,314.15,318.94,306.78,299.55,293.82,301.12,289.46,285.28
2016-05-21 22:05:38.418000,L8,357.71,362.35,361.99,310.31,,,333.66,322.54,324.10,,,,372.34,354.26,310.86,309.85,321.98,,,,314.88,319.70,307.25,300.17,294.14,301.49,289.84,286.02
2016-07-24 22:06:01.938000,L8,,292.02,304.20,309.67,323.41,333.02,326.46,309.53,313.02,307.43,298.35,,,,,,,,,,,,,,,,,
2016-09-10 22:05:51.530000,L8,346.09,347.17,345.13,342.61,344.20,348.43,28.64,60.60,101.17,149.29,204.95,181.97,303.11,304.61,291.82,295.17,311.57,131.25,89.80,310.74,300.30,302.14,304.53,291.99,285.53,289.19,271.57,268.47
2016-09-10 22:06:15.488000,L8,345.94,347.01,344.89,342.35,344.06,348.14,28.47,60.57,100.75,149.07,204.93,182.08,302.78,304.45,291.56,295.14,311.96,131.45,89.39,310.60,300.23,302.00,304.22,291.92,285.67,289.08,271.33,268.33
