dates,satname,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078,nzd0211-0047,nzd0211-0048,nzd0211-0060,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0032,nzd0211-0061,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036
2015-07-08 21:53:09.931000,L8,356.73,364.13,355.36,345.49,339.43,338.44,346.94,349.06,352.72,356.54,355.45,354.36,357.06,353.85,355.51,362.21,360.33,361.92,357.70,356.50,351.18,350.16,326.52,314.57,315.81,240.72,241.66,245.10,246.60,253.23,250.85,289.20,,306.43,291.76,315.28,345.08,359.12,361.48,364.85,357.37,356.15,366.65,372.59,372.80,374.46,377.83,381.59,383.70,390.28,346.14,345.03,337.02,339.49,334.24,328.74,342.96,338.37,337.81,329.14,319.81,359.41,360.10,388.04,381.00,371.18,371.68,362.30,366.31,357.94,251.83,385.78,368.89,370.72,368.09,,,,
2015-08-25 21:53:27.637000,L8,342.00,351.63,345.91,341.67,338.31,336.21,343.22,346.08,348.92,350.25,350.40,351.28,354.53,352.11,355.45,,,375.27,359.78,357.94,352.31,352.09,328.28,,,274.72,241.79,260.15,252.12,250.14,257.70,303.98,,,284.01,301.76,346.41,352.23,386.30,355.90,354.98,355.74,371.44,366.89,369.71,376.96,372.97,375.19,379.40,382.35,344.08,338.30,333.03,335.09,340.22,321.78,334.93,337.02,331.91,328.11,317.02,357.77,359.48,385.91,376.56,367.88,364.79,395.26,394.69,385.69,249.87,381.14,364.44,365.18,392.97,248.56,,,
2015-10-12 21:53:41.053000,L8,329.53,338.63,332.37,327.98,324.47,324.11,331.24,331.64,334.59,336.57,337.42,338.71,341.53,339.41,339.96,344.24,344.50,348.38,346.49,343.82,337.72,333.81,308.27,265.01,246.40,226.78,229.46,234.91,235.91,239.07,249.76,287.77,,,,,,,,,,,378.55,373.25,371.26,374.22,364.19,363.86,370.31,377.93,335.51,329.69,340.95,325.21,319.29,324.44,332.98,334.17,313.69,319.28,306.64,,,408.97,390.95,385.31,363.04,374.37,355.48,368.87,,372.46,,356.38,357.50,,,,
2015-11-13 21:53:46.761000,L8,334.78,351.97,351.76,343.91,331.53,331.24,333.12,333.41,339.69,338.92,342.90,342.71,348.62,344.86,,,,,367.20,356.74,339.98,336.59,315.42,297.32,254.86,231.65,233.37,234.32,237.50,246.84,245.68,294.85,,,299.49,309.13,322.06,332.81,343.40,344.95,346.12,347.05,351.81,355.41,358.49,362.85,362.60,362.79,366.84,372.05,331.73,326.53,320.09,321.94,317.65,313.46,314.36,318.62,311.06,316.67,304.58,347.23,350.14,375.11,366.28,358.16,356.45,349.24,350.33,346.76,240.38,371.77,352.36,354.01,353.52,,,,
2016-01-16 21:53:45.577000,L8,337.39,344.79,338.26,332.41,331.36,331.20,335.95,335.82,340.49,342.17,342.59,340.43,343.01,341.78,343.19,346.84,346.64,348.81,347.90,347.19,342.43,339.10,316.03,286.79,301.98,295.89,297.26,296.31,264.69,254.91,263.20,300.46,315.97,312.94,303.38,371.42,371.44,366.95,344.04,350.63,367.66,356.29,358.63,361.67,376.41,382.08,378.31,378.96,380.36,382.51,354.40,347.34,343.92,344.18,335.56,345.48,337.70,333.59,326.42,321.64,311.40,347.39,352.48,379.42,369.02,366.80,373.49,377.52,368.37,364.96,282.65,378.45,355.94,356.27,357.81,251.32,,,
2016-02-01 21:53:43.370000,L8,337.31,346.25,340.07,332.72,331.35,330.73,338.62,337.67,342.57,343.80,345.24,342.70,348.15,344.00,347.04,350.17,347.05,350.92,348.69,347.82,343.49,340.59,317.58,288.59,297.90,230.98,233.85,238.60,242.10,249.84,253.25,302.48,282.89,295.16,301.53,305.41,324.34,337.93,345.28,348.03,346.16,353.19,364.72,372.27,363.86,378.90,373.43,370.27,371.16,377.93,348.58,354.69,346.36,334.22,333.76,322.51,323.20,328.03,322.34,325.48,314.84,349.94,353.91,383.07,372.86,380.43,361.50,359.53,357.97,351.07,245.15,379.10,355.82,360.45,357.27,,,,
2016-03-04 21:53:33.647000,L8,340.73,351.50,342.76,335.98,335.16,334.69,341.45,341.00,345.63,347.55,347.84,345.12,347.31,346.64,346.51,351.89,352.30,356.42,353.26,351.27,345.10,343.74,322.31,299.02,308.12,296.95,298.02,298.08,275.19,264.32,261.83,307.79,289.00,313.04,300.62,311.26,330.37,342.79,354.68,354.26,350.37,350.79,362.59,364.51,366.93,367.95,370.65,372.59,372.80,378.19,344.96,341.83,338.72,337.26,339.90,328.96,323.93,330.96,327.88,324.42,317.63,351.21,355.25,380.35,374.96,366.57,364.35,358.91,358.31,358.95,274.07,381.69,358.88,359.38,359.69,268.19,250.34,,
2016-03-20 21:53:27.214000,L8,345.73,322.25,333.09,,,,,,346.29,347.96,348.09,347.93,350.54,349.87,351.40,356.01,355.70,354.33,351.64,353.59,350.45,343.96,330.61,304.66,305.28,234.62,237.77,263.69,253.71,252.58,260.37,310.93,288.99,313.89,298.08,287.74,313.10,312.76,296.97,316.00,315.93,278.13,357.97,363.49,366.75,396.30,370.23,371.09,373.57,377.75,340.60,339.76,335.07,339.89,326.08,322.44,348.17,331.59,338.07,325.10,313.97,,,382.78,372.02,367.47,363.71,356.66,355.90,349.11,264.53,380.24,341.01,343.30,357.15,268.06,261.68,,
2016-04-05 21:53:18.618000,L8,322.21,329.08,324.27,310.95,307.36,313.80,325.16,322.22,329.30,330.05,328.66,325.53,331.66,331.87,331.01,336.65,334.32,333.60,336.64,335.19,328.16,323.18,297.18,,,,,,,,,,,,,278.61,307.48,321.80,333.19,338.32,334.57,335.79,328.21,278.62,338.37,334.08,314.34,342.81,320.56,293.29,312.47,320.14,318.47,310.33,313.79,304.93,308.93,315.36,305.03,309.61,297.66,337.16,334.89,348.30,,,,324.19,324.55,329.51,,359.82,343.30,344.12,332.77,,,,
2016-04-21 21:53:12.322000,L8,336.98,345.15,339.10,332.98,330.89,332.52,337.98,338.05,342.80,342.68,344.98,343.02,344.57,343.24,343.97,348.65,348.42,351.15,349.72,348.99,343.47,341.92,316.66,284.54,305.28,232.05,234.97,252.87,245.88,251.02,257.71,316.01,282.67,312.17,303.38,313.16,330.33,340.52,355.63,352.91,,,364.05,370.04,284.33,,,,,354.17,357.64,348.37,345.53,348.63,346.20,335.91,329.62,333.73,336.06,,,,,396.40,371.43,359.36,357.93,361.35,356.99,360.43,258.36,376.80,,323.65,364.26,256.19,,,
2016-07-26 21:53:40.722000,L8,349.89,356.20,349.93,344.53,342.49,341.77,348.12,351.62,351.61,353.42,354.49,354.57,355.50,354.41,354.28,363.83,358.42,362.58,360.86,,354.56,352.81,333.22,317.27,323.56,269.85,274.32,316.15,286.27,264.68,258.27,342.52,,,,303.10,347.99,369.73,366.47,369.74,371.95,363.06,370.44,369.94,371.94,378.33,393.49,377.97,383.56,387.34,361.37,349.35,341.44,343.69,344.37,341.46,341.26,342.28,348.46,329.40,323.98,377.63,377.76,399.07,384.85,371.20,381.29,371.87,383.73,362.43,323.20,395.07,381.45,366.45,369.62,291.44,274.60,,
2016-08-11 21:53:42.478000,L8,340.42,350.06,343.06,336.43,334.53,336.09,342.54,344.36,345.99,343.12,346.49,345.09,341.01,343.76,346.42,353.75,354.30,356.60,359.64,356.04,347.58,347.47,319.53,296.54,308.55,252.28,270.58,267.40,256.96,252.71,260.39,314.26,,,286.21,313.30,338.80,350.03,370.95,360.37,355.99,361.76,358.02,385.17,318.66,372.29,399.43,342.31,,,,,,,,,,,,,,382.62,382.02,,,,,,,,284.52,,388.07,366.31,345.38,287.95,268.47,,
2016-08-27 21:53:50.127000,L8,343.95,348.09,340.74,336.04,334.19,334.92,340.54,342.89,344.36,344.00,346.38,342.80,343.95,344.70,345.97,350.11,350.10,352.97,350.64,349.33,345.60,345.31,319.38,309.44,313.69,295.46,299.09,301.73,286.57,264.29,263.51,343.15,,,281.65,296.91,335.60,342.50,349.73,351.87,349.14,350.98,385.23,363.34,363.54,396.80,392.49,396.91,373.59,379.87,351.82,350.27,361.67,339.11,336.85,345.88,358.02,356.70,352.84,327.62,315.45,351.27,377.51,385.06,401.05,362.87,360.58,361.84,367.73,380.88,285.70,378.46,358.16,356.87,360.04,282.94,266.31,,
2016-09-12 21:53:54.163000,L8,347.14,354.21,346.05,339.84,336.18,336.42,342.44,343.32,344.52,344.76,346.16,342.62,345.21,347.68,346.51,352.09,351.40,356.43,350.97,350.59,345.96,343.00,317.94,304.58,310.29,300.80,260.43,266.39,271.94,256.10,246.49,316.15,,,305.59,313.77,334.97,341.54,350.49,351.16,349.36,350.50,357.43,361.96,362.52,369.46,370.26,371.86,373.59,379.37,343.67,341.58,338.97,334.60,338.38,329.36,329.92,331.46,336.40,326.86,319.22,353.52,355.34,381.58,370.89,364.61,362.95,361.44,358.01,353.62,278.72,378.68,359.05,360.48,359.43,285.58,266.92,,
2016-10-14 21:54:00.138000,L8,339.59,354.01,344.61,341.11,337.69,336.22,339.43,341.12,342.78,346.53,347.19,347.41,347.21,349.56,348.97,356.16,354.46,359.19,354.99,354.66,348.18,346.45,320.50,307.57,313.63,256.26,264.35,272.63,271.52,260.07,299.28,,313.80,298.64,301.27,308.79,333.03,345.90,356.77,354.72,370.11,352.58,360.02,363.73,382.67,375.26,382.85,,408.08,409.97,341.75,335.22,332.17,329.21,330.30,362.65,,,,,,361.19,376.70,386.10,376.38,363.75,369.63,363.32,373.51,365.52,,383.29,358.60,360.04,359.58,,,,
2016-10-30 21:54:01.489000,L8,,,,,,,,,,,,,,,,,,,,349.49,346.24,342.89,319.79,299.39,248.72,231.62,230.37,230.60,241.06,243.99,240.00,321.92,,296.45,298.63,308.07,327.20,340.47,367.30,358.53,351.00,356.93,378.36,368.27,378.05,374.91,386.52,395.04,370.84,390.36,354.82,352.46,347.92,341.74,343.37,326.67,325.01,330.54,331.63,322.80,311.28,361.65,357.94,392.52,379.70,370.81,362.28,362.16,362.82,367.70,259.01,378.56,362.52,373.68,356.42,,,,
2016-12-17 21:53:55.739000,L8,,,,,,,,352.18,340.55,341.14,339.03,337.12,342.15,341.44,341.27,346.66,345.58,348.64,347.49,346.30,341.60,337.87,314.26,284.93,302.76,228.36,230.21,248.12,245.80,247.26,275.24,314.73,,298.37,301.14,300.57,315.64,333.54,339.98,,,,,399.16,393.61,392.19,,,366.84,359.55,338.79,340.66,332.56,334.46,324.52,325.63,324.38,324.79,330.73,320.89,309.08,,,375.22,354.01,326.55,,,362.09,340.78,267.55,347.74,,,,274.57,259.11,,
2017-02-03 21:53:41.480000,L8,336.84,348.33,341.59,335.60,334.52,335.40,337.88,338.00,342.39,343.53,344.20,341.79,343.11,344.67,343.27,348.44,346.89,349.92,348.70,348.44,345.07,342.86,320.69,301.40,309.04,232.63,235.94,239.25,244.73,250.29,340.87,342.52,283.49,313.47,308.60,310.20,322.46,365.79,351.03,356.31,354.18,355.48,356.67,369.93,373.33,381.53,376.80,376.20,388.29,387.71,348.03,344.95,351.25,344.37,350.41,353.92,361.25,349.26,347.24,324.18,316.31,351.64,364.26,386.18,381.94,366.90,368.43,371.23,368.68,365.94,256.60,384.05,367.87,368.74,375.22,255.92,,,
2017-04-24 21:53:01.304000,L8,342.40,368.21,340.65,334.05,330.34,331.42,338.21,336.42,338.89,340.91,339.53,342.06,343.71,339.13,340.05,341.46,344.72,346.64,345.84,346.47,341.52,338.28,318.60,261.21,240.09,229.63,234.25,246.41,247.56,241.85,,,,,304.50,306.39,336.94,350.49,360.00,367.71,369.35,386.82,,,323.11,315.42,315.53,328.71,413.22,,,,,,,,,,,,,371.40,,,,,,,,,,,,,,,,,
2017-06-11 21:53:21.571000,L8,324.73,331.26,324.15,317.20,303.72,312.05,322.26,316.36,318.06,325.34,323.72,324.32,329.18,329.00,326.83,331.12,330.62,330.81,330.59,324.01,316.07,313.86,256.42,235.30,,,,,,,,,,,,277.79,309.15,317.96,328.66,331.36,328.60,319.64,330.35,302.09,,,,,350.16,365.09,331.95,330.02,327.71,323.28,,,,,,,,319.86,324.29,363.49,340.09,339.32,338.29,340.93,341.48,337.52,,361.70,341.70,337.28,343.88,,,,
2017-06-27 21:53:26.500000,L8,329.04,330.03,334.65,328.95,311.70,318.37,332.85,338.94,347.22,342.83,312.48,307.01,308.25,327.86,312.73,291.31,,,,,,234.47,327.22,245.79,231.71,,,,233.25,238.36,237.77,315.50,,289.72,292.44,298.29,361.03,358.80,361.81,360.41,358.69,359.21,380.10,372.12,378.14,391.39,388.34,386.97,391.28,397.99,357.89,352.90,352.90,354.89,350.38,349.67,348.14,338.80,346.12,332.29,319.00,365.36,372.74,399.05,382.83,376.87,373.75,369.45,369.39,368.99,,394.19,369.22,377.13,373.84,,,,
2017-07-29 21:53:37.367000,L8,342.15,356.22,347.77,345.52,342.33,341.77,344.00,347.07,347.16,349.01,349.66,350.25,352.12,348.93,350.19,355.69,356.10,360.37,356.06,357.45,350.84,350.01,321.41,275.92,247.47,238.07,239.50,259.53,259.26,255.60,252.81,325.80,282.78,301.69,303.26,314.25,339.11,375.18,366.61,367.57,359.71,366.42,366.45,386.17,373.55,371.36,373.80,375.01,376.33,388.68,360.82,350.59,341.04,349.83,344.79,335.68,337.78,335.13,341.74,328.20,320.29,360.13,358.15,396.98,375.60,372.91,364.69,360.45,369.89,365.49,259.83,382.14,363.77,362.96,362.75,283.85,272.76,,
2017-08-14 21:53:43.292000,L8,309.62,255.30,,,,,,,,,294.44,329.02,331.76,330.92,326.87,336.80,335.63,338.09,339.02,338.65,330.05,325.35,295.28,237.18,,,,,,,,,,,,,310.41,320.19,333.63,345.03,327.98,334.63,336.10,338.21,340.32,355.28,355.85,357.21,341.00,,,,,,,,,,,,,321.48,328.10,,,,,,,,,,342.98,344.17,344.43,,,,
2017-10-01 21:53:54.824000,L8,343.41,353.74,347.15,345.93,342.67,340.11,,,,,,,364.40,348.63,347.54,354.74,355.17,359.87,355.53,353.22,347.74,,320.59,302.69,254.83,235.80,239.99,241.27,246.42,250.60,249.19,346.49,,292.84,289.20,317.49,339.85,366.58,371.91,372.45,363.25,368.99,397.69,384.85,382.01,391.03,375.41,390.33,389.98,389.80,368.78,362.90,361.66,370.63,363.40,354.20,332.35,330.19,341.74,330.23,315.87,376.88,379.58,396.12,392.96,389.76,390.81,377.97,371.82,384.06,,391.22,380.70,387.64,385.99,,,,
2017-12-04 21:53:49.317000,L8,,,,,,,,,,,,,,,,,,,,,,,,,311.81,242.04,241.18,246.84,249.87,254.62,343.55,348.85,383.84,380.76,379.02,369.53,361.19,374.52,367.17,371.37,368.13,366.58,379.08,377.15,374.56,387.59,389.79,387.05,384.79,396.42,365.42,363.35,365.59,363.81,369.41,363.55,342.30,340.23,345.91,340.00,327.58,368.38,372.05,395.48,388.90,381.05,383.82,389.55,380.00,377.44,339.92,397.71,378.87,378.84,370.61,358.54,321.07,363.94,355.18
2017-12-20 21:53:52.460000,L8,332.61,341.89,334.98,331.11,326.31,329.46,336.69,333.05,339.70,342.87,340.56,339.13,341.14,341.15,341.83,346.37,346.19,348.82,347.56,346.19,341.79,338.06,313.30,284.15,256.99,231.77,233.21,240.24,243.17,247.76,252.15,335.08,297.74,291.99,300.09,303.92,319.45,334.23,344.53,355.30,355.36,349.81,350.46,358.07,359.45,367.91,365.67,364.50,371.00,377.90,341.33,339.16,334.14,336.60,327.79,326.51,305.31,,,,,347.49,349.97,374.85,368.83,361.30,358.39,353.97,357.18,349.50,246.47,373.40,353.41,354.34,356.62,247.61,,,
2018-04-11 21:53:01.396000,L8,342.57,353.07,346.12,342.43,341.81,339.81,346.39,348.33,350.75,352.33,348.26,350.13,354.04,347.19,347.05,352.67,355.09,358.93,355.75,354.63,349.91,346.02,323.78,275.52,243.86,237.01,234.79,244.21,248.48,253.99,253.55,333.40,285.35,301.51,307.95,313.83,335.25,343.02,370.19,366.58,351.02,356.99,388.51,383.12,384.89,373.20,389.80,389.64,378.49,385.69,370.06,361.40,350.73,367.22,340.12,359.72,337.50,332.62,341.35,327.14,312.95,384.59,382.87,390.89,386.43,377.09,371.27,364.84,364.35,356.57,258.70,398.51,360.86,363.10,395.77,274.37,266.69,,
2018-05-29 21:52:29.440000,L8,346.41,371.60,358.63,,,,,,,,,,,,,,,,,,,,323.65,267.61,248.67,237.11,239.32,247.66,254.00,254.88,263.10,335.01,292.82,311.16,312.57,383.87,376.46,375.48,376.98,377.42,,384.05,379.44,394.73,392.90,407.64,401.52,398.78,395.05,394.83,373.98,377.99,370.97,360.06,350.47,347.77,348.54,349.80,352.02,330.13,324.16,383.02,386.42,401.46,399.91,396.07,393.83,397.33,393.48,379.22,291.64,398.36,387.92,387.25,389.64,279.92,277.74,,
2018-07-16 21:52:51.323000,L8,,,,,,,,,,,,,,,,,,,,,,338.82,320.92,257.62,245.47,237.33,239.12,244.01,248.99,251.51,256.27,340.25,,375.32,376.23,371.24,368.41,368.36,368.05,374.96,363.84,367.00,377.01,373.88,375.75,383.39,383.81,386.68,390.47,395.82,364.62,357.17,358.09,354.86,351.11,348.95,341.90,336.98,342.78,335.63,331.74,371.70,374.69,391.40,386.32,378.75,376.64,380.90,376.72,373.30,256.28,394.39,376.59,375.31,368.90,268.55,268.27,,
2018-08-17 21:53:07.726000,L8,365.78,,,,,,,,,,,,,,,,,,367.83,358.04,343.12,332.52,318.12,255.19,246.30,235.47,251.45,261.93,261.66,256.24,254.93,322.71,,288.68,293.82,304.51,345.60,351.57,354.85,357.55,354.81,358.45,379.54,371.26,372.88,378.79,375.34,377.81,378.09,390.61,358.32,361.47,356.23,346.68,342.91,340.87,336.86,341.95,344.41,329.89,321.32,365.35,360.81,389.36,379.91,375.44,375.13,369.36,366.97,367.51,286.32,387.90,363.89,366.72,368.41,281.90,,,
2018-10-04 21:53:26.589000,L8,336.18,348.18,342.03,339.57,335.12,337.66,338.78,341.72,343.33,344.11,344.27,348.23,346.53,343.71,344.12,350.53,349.45,354.48,349.93,346.80,317.60,309.34,303.47,246.92,239.84,229.33,229.42,233.07,237.12,246.76,250.82,339.76,289.99,295.42,301.01,308.32,329.55,340.51,358.95,353.84,351.52,368.67,360.30,361.42,362.53,368.21,390.72,372.01,370.26,375.72,350.44,341.53,338.44,351.12,348.36,352.05,326.34,328.88,338.04,325.45,311.17,369.34,355.32,386.28,398.93,379.50,362.75,383.89,365.96,377.43,249.70,405.09,357.64,358.46,355.89,266.09,,,
2018-10-20 21:53:32.714000,L8,338.48,355.41,346.11,343.95,336.71,341.02,340.35,342.54,344.29,345.33,347.15,352.62,350.92,347.61,347.41,352.51,353.55,357.93,350.87,346.55,311.01,299.50,301.72,248.57,234.45,226.52,231.72,239.52,247.91,253.24,257.82,340.95,326.64,294.07,305.93,307.70,332.47,340.69,347.09,349.44,347.25,349.75,357.31,358.92,361.49,365.52,366.58,368.69,371.57,375.56,347.77,343.46,339.34,339.63,332.73,332.06,327.50,327.89,340.56,329.38,315.39,353.22,352.48,379.21,371.01,370.91,362.22,361.68,359.82,353.36,290.98,377.42,357.91,358.70,356.82,279.61,252.78,,
2018-11-05 21:53:36.088000,L8,335.92,348.34,342.04,340.06,335.27,338.96,336.17,340.21,343.25,344.00,345.24,346.34,346.24,343.10,344.34,349.47,349.54,355.47,347.27,355.52,313.35,309.37,301.26,246.42,237.95,227.56,229.55,237.18,241.04,246.98,253.57,339.65,324.51,298.97,301.59,301.97,326.97,337.40,346.35,350.41,346.27,347.39,354.90,362.87,360.97,364.35,364.65,364.13,370.09,383.06,347.13,339.65,336.98,335.97,329.51,326.45,325.54,327.07,337.41,327.90,312.67,349.17,351.06,378.24,365.57,363.32,362.13,360.18,356.78,352.55,270.69,374.37,354.55,355.49,354.83,275.09,,,
2018-12-07 21:53:34.018000,L8,341.21,355.13,347.54,345.79,342.75,343.18,343.35,347.54,347.56,353.74,349.26,351.46,350.43,349.39,349.15,354.91,355.91,357.43,354.38,351.47,315.86,313.21,318.58,257.48,237.69,232.38,238.25,248.49,250.47,254.17,256.41,339.68,327.38,299.52,305.42,306.07,333.94,342.96,353.02,354.63,349.96,352.06,375.98,364.21,366.32,369.59,371.70,372.80,381.96,382.36,350.23,343.95,339.81,340.81,336.07,333.39,330.03,330.57,341.55,327.47,314.89,352.74,357.24,386.91,372.45,369.83,364.62,362.72,362.15,365.79,295.22,380.88,363.61,364.13,374.08,274.77,,,
2019-01-24 21:53:28.041000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.65,262.39,338.22,341.92,335.22,317.69,310.65,315.47,336.65,365.70,356.90,359.03,353.38,354.82,,,,,,,,,,,,,,,,,,,,369.41,334.44,,,,,,,,293.99,,,,,281.72,268.17,295.08,292.05
2019-02-25 21:53:22.406000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.92,372.46,363.95,362.35,353.16,354.61,352.05,345.05,360.95,352.45,328.93,,,,,395.03,386.70,382.29,385.99,375.30,,,,,,,,,
2019-04-14 21:53:08.330000,L8,349.22,359.34,353.31,347.46,345.36,345.95,345.73,350.43,351.99,354.21,353.52,352.02,354.90,351.85,355.03,361.31,358.27,361.58,,343.99,313.52,303.50,321.04,263.22,245.16,237.48,236.66,244.12,244.96,252.68,251.61,344.08,,319.05,296.76,317.09,336.89,345.09,351.31,354.34,350.98,353.46,361.45,363.26,366.36,369.61,369.89,377.51,372.99,379.85,352.72,348.02,345.57,345.23,340.15,336.73,334.70,331.21,341.97,326.87,313.53,355.42,357.67,384.12,375.87,370.43,367.81,367.38,366.82,358.14,258.97,387.80,360.96,363.51,362.55,,,,
2019-05-16 21:53:15.907000,L8,335.83,347.01,341.76,338.44,334.89,335.40,337.72,339.99,342.83,342.41,344.64,343.12,344.80,342.96,344.52,349.57,348.96,350.32,348.27,325.88,301.97,294.05,296.64,242.13,233.70,226.48,233.24,238.04,240.94,245.35,240.44,320.30,,,,,,,,,,,,,,,341.84,356.92,364.13,372.07,342.07,341.59,339.37,338.06,332.02,326.51,323.16,320.27,326.88,315.50,301.86,,,374.51,365.37,360.67,359.08,357.22,357.44,351.22,257.01,373.87,,,,272.03,247.89,,
2019-06-01 21:53:24.564000,L8,355.96,354.38,352.04,356.88,351.53,,,,,,,,,,,,,369.51,359.90,340.47,310.71,306.96,305.02,247.21,245.23,234.57,248.54,262.76,259.70,259.99,263.25,343.67,338.06,317.18,307.84,320.22,367.44,361.68,372.14,366.23,371.08,375.33,,,,403.34,394.86,402.77,401.48,406.42,377.75,362.26,361.85,359.63,360.32,364.35,358.27,340.69,353.64,335.58,331.00,376.11,382.81,413.44,403.16,397.61,386.49,385.62,380.73,380.42,301.10,390.54,382.40,,,291.20,278.13,328.18,301.75
2019-06-17 21:53:30.969000,L8,350.71,360.33,356.93,352.34,347.70,350.23,350.10,,,,,,,,,,364.20,358.46,365.90,349.00,310.80,301.19,305.96,256.96,245.06,236.21,239.42,259.66,257.24,262.43,261.78,343.02,342.49,316.82,304.06,317.44,341.48,349.65,354.56,355.93,352.55,352.93,363.70,365.28,367.51,370.65,372.71,373.57,375.61,381.17,356.87,358.14,348.10,348.76,348.25,339.65,340.82,333.12,342.25,328.49,312.19,357.85,358.35,384.34,383.32,373.67,370.78,366.94,376.22,364.28,275.80,382.25,363.49,365.98,371.83,283.19,278.70,318.13,345.61
2019-08-04 21:53:45.137000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.42,378.52,371.66,377.03,386.58,375.53,372.90,,,,,,,,,,,,,,,,,,
2019-10-07 21:54:03.049000,L8,332.56,344.77,336.20,337.69,343.37,337.81,327.68,327.96,330.84,336.17,338.34,346.80,346.91,345.93,346.58,351.95,357.22,353.83,358.27,328.26,355.87,,,,,,301.98,255.08,242.35,262.87,337.63,326.07,,,,285.19,298.88,319.86,330.18,353.77,348.11,,,,,,,,,,,,,,,,,,,,,354.85,382.19,,,,,,,,334.32,,375.68,,,287.73,263.93,,
2019-11-08 21:54:02.728000,L8,,,,,,,,,,,,,358.53,350.00,351.04,360.41,354.22,347.13,325.73,337.70,,,,,,,,,,,,,,,,,,,,371.53,359.58,359.60,355.62,370.92,363.35,367.87,366.95,366.62,368.82,376.04,374.32,353.01,383.88,,,,,,,,,296.29,358.89,400.64,368.89,375.78,381.81,385.66,384.90,377.43,,371.69,,392.77,359.18,,,,
2019-11-24 21:53:59.608000,L8,342.38,352.58,346.07,345.64,341.30,341.22,339.66,341.92,346.68,346.27,348.50,346.91,345.74,340.62,343.06,346.26,343.36,330.01,334.93,312.80,299.93,299.21,303.07,251.53,240.32,230.80,231.84,237.24,243.39,248.48,256.32,330.68,335.88,303.80,301.95,310.75,329.94,341.22,351.77,370.70,369.35,365.29,372.82,362.24,383.67,378.43,387.65,375.21,370.23,387.17,352.92,346.53,341.73,344.93,339.36,339.70,333.36,332.09,345.59,330.48,313.07,373.98,356.59,394.27,383.80,370.02,375.05,365.78,383.28,359.28,295.05,383.92,379.89,378.71,375.78,284.38,260.57,247.73,317.17
2019-12-26 21:53:55.397000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.67,322.95,308.37,311.00,326.29,342.57,363.64,365.49,364.95,360.88,376.44,378.16,381.56,378.69,388.68,384.96,384.74,393.20,360.78,356.84,350.70,349.66,351.91,348.10,345.44,344.90,352.53,325.52,308.32,362.33,360.53,394.55,386.48,380.93,383.27,369.75,380.54,314.71,315.98,386.97,369.85,372.59,374.12,313.38,280.08,284.91,327.88
2020-01-11 21:53:51.736000,L8,343.98,349.51,346.14,343.23,341.36,343.84,340.82,343.31,345.89,345.90,348.32,344.39,348.13,343.04,346.38,345.82,346.19,345.97,336.40,315.81,300.84,298.60,307.99,256.14,240.62,232.96,231.49,239.86,243.98,250.51,252.70,342.41,330.84,293.39,304.32,309.89,330.97,356.54,360.68,354.55,348.82,352.34,369.71,364.87,376.08,376.13,373.89,374.87,378.79,387.04,356.86,345.03,344.88,344.95,336.60,335.36,337.48,349.05,351.63,329.12,305.97,364.54,355.19,384.29,372.19,368.53,373.66,369.11,365.57,358.15,269.23,376.91,358.78,371.20,358.04,279.99,263.79,257.79,299.83
