dates,satname,nzd0261-0000,nzd0261-0001,nzd0261-0002,nzd0261-0003,nzd0261-0004,nzd0261-0005,nzd0261-0006,nzd0261-0007,nzd0261-0008,nzd0261-0009,nzd0261-0010,nzd0261-0011,nzd0261-0012,nzd0261-0013,nzd0261-0014,nzd0261-0015,nzd0261-0016,nzd0261-0017,nzd0261-0018,nzd0261-0019,nzd0261-0020,nzd0261-0021,nzd0261-0022,nzd0261-0023,nzd0261-0024,nzd0261-0025,nzd0261-0026,nzd0261-0027,nzd0261-0028,nzd0261-0029,nzd0261-0030,nzd0261-0031,nzd0261-0032,nzd0261-0033,nzd0261-0034,nzd0261-0035
2005-10-30 21:54:27.218000,L5,,,,,,,,,,,,,,,276.86,280.20,295.51,276.41,286.06,298.30,287.88,285.11,302.44,294.19,297.91,,,,,,,,,,,
2006-02-03 21:56:42.865000,L5,,,,,,,,,,,,,,,285.07,292.63,310.41,291.64,300.10,279.92,280.39,,,,,,,,,,,,,,,
2010-01-13 21:57:13.219000,L5,,,,,,,,,,,,,,,274.80,288.77,301.04,277.67,290.68,282.79,277.67,,,,,,,,,,,,,,,
2010-01-29 21:57:17.114000,L5,,,,,,,,,,,,,,,276.76,289.17,301.81,276.99,290.66,280.64,275.56,,,,,,,,,,,,,,,
2010-12-31 21:56:20.363000,L5,,,,,,,,,,276.87,278.79,273.11,299.13,299.22,302.29,298.44,312.16,303.89,307.12,294.03,297.52,294.29,312.08,304.19,304.73,297.85,287.20,271.45,297.77,308.18,298.94,,,,,
2011-01-16 21:56:21.862000,L5,,,,,,,,,198.68,269.96,271.27,267.26,295.50,280.43,290.88,291.93,305.06,292.62,301.06,289.27,289.88,,,,,,,,,,,,,,,
2013-05-13 22:08:23.242000,L8,327.31,309.46,291.88,298.77,295.38,275.56,289.36,200.65,261.27,264.33,286.32,272.88,300.36,282.16,323.38,298.83,333.23,,,,,,,,,,,,,,,,,,,
2013-11-21 22:08:01.711000,L8,349.50,338.54,333.60,328.36,321.01,287.00,288.90,228.78,311.81,309.87,310.51,304.42,323.06,334.10,360.04,338.92,334.83,325.69,326.99,330.27,330.49,351.04,339.89,331.61,328.55,340.51,342.07,306.10,394.83,329.12,328.02,309.76,299.62,320.69,308.53,342.64
2014-01-24 22:07:33.459000,L8,341.08,334.27,304.13,320.46,312.38,288.02,288.37,227.14,308.56,313.11,302.54,306.06,320.04,324.92,325.03,333.39,335.29,327.48,332.48,322.82,323.50,320.54,398.45,403.45,,,,,,,380.94,291.37,293.21,318.90,379.78,364.90
2014-02-25 22:07:08.406000,L8,336.92,319.72,370.76,387.72,375.49,356.18,361.85,341.08,298.95,304.81,296.01,298.59,,,365.90,331.93,334.13,325.07,327.19,320.28,377.51,373.36,373.44,365.24,324.73,336.96,393.86,379.39,383.48,386.14,308.52,285.04,281.50,313.27,353.40,357.90
2014-08-20 22:06:30.681000,L8,359.42,330.10,313.63,295.76,300.79,271.10,279.10,,273.44,270.31,288.94,277.17,310.57,322.08,322.49,315.82,332.95,300.41,294.85,304.65,284.49,,293.49,295.63,294.99,309.69,292.10,258.75,387.78,402.48,393.79,,,,,
2014-11-08 22:06:40.082000,L8,338.19,325.42,299.49,330.83,306.43,275.00,269.99,206.21,301.97,304.51,297.54,298.26,325.52,343.41,356.49,317.65,333.47,323.45,317.14,324.79,319.44,309.81,337.36,321.09,318.89,322.99,295.95,281.88,322.19,321.47,312.05,283.17,280.59,293.75,289.78,289.87
2015-01-27 22:06:23.288000,L8,335.72,386.06,385.98,323.23,313.16,287.57,289.32,258.74,308.10,312.54,300.91,309.22,322.47,319.69,325.33,337.29,405.67,391.54,379.10,375.31,,,,359.81,341.92,375.22,335.23,373.87,381.53,374.11,372.19,348.61,365.02,321.40,359.11,376.73
2015-09-24 22:06:25.709000,L8,332.78,322.04,297.48,304.76,304.28,279.26,284.68,188.89,305.42,285.67,291.63,288.75,314.60,309.99,323.49,328.97,394.86,386.97,376.89,357.61,314.25,300.15,330.18,320.15,323.15,322.56,295.96,271.10,315.36,313.53,309.48,285.36,280.23,302.84,276.39,360.95
2015-12-29 22:06:33.122000,L8,341.48,367.65,365.21,366.60,357.61,287.91,293.90,227.44,315.06,312.87,301.47,309.31,323.38,346.00,326.22,336.60,388.91,394.71,357.19,335.16,331.30,318.89,336.15,325.95,336.31,334.03,345.03,316.49,402.78,398.78,387.38,378.40,324.04,319.94,359.79,362.58
2016-01-30 22:06:29.534000,L8,338.92,322.70,302.45,307.45,309.70,286.27,293.44,229.97,305.76,310.74,295.49,298.69,319.96,325.26,325.81,339.30,334.94,328.17,345.66,336.51,341.14,307.37,338.80,325.10,323.54,341.78,386.00,384.02,335.58,319.59,323.68,288.06,290.87,368.54,309.91,334.46
2016-03-18 22:06:13.953000,L8,,,,,,,,,268.85,273.38,281.98,264.23,301.46,295.28,297.33,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:06:45.172000,L8,367.92,340.51,336.16,335.21,329.95,293.60,294.84,337.45,337.76,310.08,305.15,304.30,374.37,373.55,399.62,380.58,383.37,387.59,380.05,388.57,328.97,339.97,392.19,328.07,328.36,418.48,364.39,329.45,345.61,355.23,343.15,370.98,288.50,344.20,351.53,346.28
2017-11-16 22:06:40.336000,L8,,,,,,,,,,,,,,,,,,,,,389.33,381.41,397.82,392.41,392.24,371.25,361.47,357.81,372.76,377.78,379.09,359.97,349.48,345.91,341.56,343.83
2017-12-02 22:06:34.857000,L8,288.62,308.09,283.75,,,,,,270.39,275.71,283.93,269.48,302.58,301.65,304.64,275.73,312.69,304.74,308.14,299.12,299.69,288.53,307.22,299.10,298.77,298.90,,,,,,,,285.76,267.61,273.19
2018-04-25 22:05:38.857000,L8,337.24,320.50,305.67,303.25,308.21,283.93,284.79,200.39,275.14,277.07,294.25,286.01,312.36,302.16,324.33,329.45,336.05,320.96,313.50,306.94,308.79,303.98,326.50,303.99,320.34,338.96,302.28,256.90,285.63,310.79,305.39,285.19,276.23,,262.19,300.47
2018-10-18 22:06:17.672000,L8,381.86,396.91,391.41,318.47,310.44,292.52,295.17,198.82,302.27,307.66,308.67,298.24,322.09,331.41,332.69,335.10,332.68,326.12,323.41,337.25,326.23,314.10,336.19,323.18,322.30,340.91,310.78,272.84,334.44,312.58,319.63,289.47,282.20,322.65,292.99,343.81
2018-11-19 22:06:22.186000,L8,378.60,368.22,339.26,352.34,362.99,290.05,291.97,213.97,303.10,318.26,314.98,310.17,322.31,343.86,338.49,375.10,393.26,383.24,384.91,334.70,335.93,320.39,338.87,324.75,328.50,342.77,304.68,303.41,337.15,319.26,329.35,289.77,296.42,351.91,357.37,326.70
2018-12-21 22:06:18.644000,L8,323.88,313.26,291.13,297.18,294.51,273.68,274.91,,289.67,288.20,291.40,281.05,306.58,319.18,316.68,308.08,326.26,320.21,317.18,324.64,299.05,294.99,314.32,320.32,312.19,311.23,295.01,281.76,299.27,,,,,,,
2019-01-22 22:06:14.214000,L8,358.28,333.34,345.47,334.69,338.50,342.56,330.71,332.53,351.11,351.30,346.90,343.12,353.08,354.87,358.57,337.38,362.73,366.37,357.60,356.41,352.00,344.27,339.94,347.97,361.58,364.26,369.89,380.91,368.42,369.29,328.74,361.24,352.52,351.80,337.30,313.99
2019-02-07 22:06:11.622000,L8,332.47,320.30,297.56,297.52,294.84,276.89,278.27,198.15,282.33,279.34,287.79,288.65,317.41,314.48,320.24,336.60,334.77,348.39,329.33,337.25,349.00,300.23,344.14,325.13,342.45,341.25,298.36,278.12,323.02,300.80,303.74,280.51,279.62,316.82,279.80,299.64
2019-09-19 22:06:44.224000,L8,323.82,313.21,291.32,293.63,294.01,278.95,284.13,193.94,295.36,304.17,296.31,378.62,394.39,382.80,341.90,364.74,366.55,331.37,340.30,329.30,300.65,296.09,311.12,309.25,314.91,338.69,300.32,269.27,311.87,304.16,295.29,281.77,282.64,347.85,280.48,329.01
2019-10-05 22:06:48.280000,L8,,,,,,,,,312.64,308.98,302.56,306.80,335.15,372.97,412.44,305.07,339.01,327.66,338.06,332.66,320.07,305.02,333.89,323.65,320.39,337.01,301.76,279.96,330.14,320.30,307.54,286.62,286.15,314.66,280.55,300.96
2019-10-21 22:06:49.847000,L8,,,,,,,,,,,,,297.11,297.76,300.71,296.46,308.89,,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:48.641000,L8,359.57,324.44,300.59,312.53,307.58,283.56,279.73,206.38,297.60,312.69,301.67,304.44,305.51,319.74,316.48,312.26,336.42,318.38,343.76,328.29,316.80,339.20,345.28,349.47,309.47,340.21,301.74,357.85,337.24,317.05,309.19,325.04,286.24,315.49,285.40,291.89
2019-12-08 22:06:44.689000,L8,,282.24,290.69,308.84,298.26,281.23,272.23,,294.01,298.37,303.67,293.64,312.61,323.07,320.78,313.49,329.06,322.05,338.61,332.05,320.57,309.30,329.10,322.79,318.86,338.78,297.55,316.12,383.53,322.67,314.48,282.85,277.78,340.23,309.28,306.93
2020-02-10 22:06:28.847000,L8,,,,,,,,,,,,259.26,296.42,291.43,305.39,288.17,292.01,280.18,303.49,282.04,279.35,,,,,,,,,,,,,,,
2020-03-29 22:06:09.106000,L8,284.98,306.72,291.86,289.88,287.94,264.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 22:06:45.752000,L8,366.62,357.28,369.66,392.62,,,,,,,,,390.22,402.18,398.50,398.59,389.57,350.08,332.58,395.73,398.78,385.40,392.22,415.95,,,,,,,,,315.12,354.95,357.46,353.51
2021-02-12 22:06:31.303000,L8,346.16,318.77,319.39,298.10,301.13,283.35,285.34,204.23,293.47,289.86,294.27,294.07,318.24,317.41,322.24,326.51,330.79,323.06,321.45,328.52,323.81,296.83,330.65,313.52,318.78,334.14,297.43,281.40,313.20,312.54,310.89,281.81,,306.75,276.20,322.00
2022-01-14 22:06:39.395000,L8,324.25,317.94,298.68,303.11,300.64,279.75,274.88,200.13,294.37,297.10,289.93,294.85,310.66,323.92,320.70,320.00,329.79,395.09,345.49,305.80,323.47,,,,,,,,,,,,,,,
2022-01-22 22:06:42.172000,L9,359.82,372.41,384.93,378.51,357.95,287.74,286.58,254.78,301.93,317.33,311.15,307.44,323.35,388.84,388.31,371.65,392.18,352.95,375.92,332.73,328.04,333.82,333.32,383.46,388.78,394.61,389.40,396.59,334.95,327.77,322.41,377.89,337.16,363.56,342.86,347.26
2022-01-30 22:06:34.320000,L8,328.25,321.60,300.37,305.88,303.76,283.05,277.14,228.54,300.35,295.65,291.41,298.64,317.89,316.73,324.15,328.12,331.69,324.08,320.61,329.10,321.16,304.61,330.39,311.75,318.75,344.24,299.71,290.17,326.57,320.47,304.90,286.19,283.65,314.26,344.06,301.02
2022-02-23 22:06:32.050000,L9,338.21,322.21,301.17,310.34,308.81,287.98,286.29,218.69,301.20,309.85,298.61,299.19,317.17,317.04,326.92,333.98,330.89,331.67,324.72,321.62,417.20,410.53,409.46,377.08,342.21,326.45,313.48,284.05,350.92,322.42,306.48,291.70,287.18,315.52,287.24,315.75
2022-06-15 22:06:03.914000,L9,349.96,328.38,322.04,299.26,295.89,277.22,288.62,203.21,271.99,279.32,288.17,296.27,303.87,311.88,319.42,297.59,307.77,288.46,322.10,290.02,354.90,297.82,303.73,334.40,348.84,325.76,299.86,270.05,300.91,298.47,297.91,340.69,349.10,337.71,331.66,298.52
2022-08-26 22:06:58.286000,L8,297.34,303.69,282.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:06:46.770000,L9,342.28,327.27,301.08,310.76,311.31,290.08,284.55,194.75,305.39,302.02,283.98,264.32,308.16,324.92,326.64,342.02,335.92,322.52,397.91,387.82,401.33,360.86,395.16,319.90,302.25,315.39,299.24,297.25,291.09,297.48,299.99,362.68,358.11,349.98,342.92,331.19
2022-10-21 22:06:53.495000,L9,378.81,340.04,308.84,315.25,313.70,292.14,279.75,210.36,307.56,317.62,304.94,303.01,397.24,392.29,394.37,405.33,395.08,395.25,392.28,398.27,386.86,360.06,389.71,390.14,395.58,378.89,399.98,389.61,405.67,362.77,358.95,298.73,296.43,349.60,334.30,330.56
2023-01-17 22:06:42.340000,L8,,,,,,,,,260.86,270.91,277.69,259.04,299.32,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:06:37.945000,L8,,,,,,,,,,,,,299.77,294.59,301.56,288.88,303.32,,,,,,,,,,,,,,,,,,,
2023-03-22 22:06:16.808000,L8,292.63,299.38,286.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 22:06:04.212000,L8,294.14,301.00,279.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:06:16.894000,L9,338.99,325.11,306.36,308.28,308.63,286.34,282.85,203.87,283.01,285.64,294.38,287.16,310.71,318.16,322.49,317.90,328.49,317.49,312.37,309.53,304.04,302.46,313.32,308.13,314.58,321.07,300.04,278.01,310.66,303.95,304.51,284.63,286.43,281.06,290.85,309.01
2023-05-25 22:05:44.594000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.86,384.19,,,,293.71,367.67,363.97,350.96
2023-06-10 22:05:51.824000,L8,334.59,314.67,294.45,301.95,300.23,280.80,298.77,277.18,294.86,289.29,298.67,300.25,304.22,299.91,321.21,288.24,,,,,,,392.21,399.18,407.88,407.38,,,,,,,,,,
2023-08-29 22:06:26.093000,L8,338.36,319.43,354.19,350.94,345.83,337.07,333.62,328.11,276.97,270.95,290.49,275.10,307.41,302.93,322.45,337.03,335.04,326.95,315.34,313.04,317.43,293.62,331.18,302.75,321.12,399.04,392.39,394.96,383.54,302.62,305.51,280.93,,,267.10,315.84
2023-11-01 22:06:38.922000,L8,335.64,282.18,,290.10,273.22,294.44,313.45,239.38,302.91,302.25,330.19,326.19,354.15,377.36,350.45,340.12,352.42,338.15,339.93,336.08,341.19,319.96,376.27,336.20,317.23,337.29,377.25,325.83,330.68,299.85,,,,,,
2023-11-09 22:06:36.795000,L9,343.96,333.33,302.25,309.96,311.90,291.59,287.95,207.07,305.51,313.07,303.16,302.94,317.79,340.55,327.70,340.61,332.75,330.40,323.72,332.34,328.09,313.67,338.49,330.52,328.36,339.93,313.09,313.35,340.96,335.11,310.60,289.21,289.22,319.30,301.97,366.35
2023-11-25 22:06:44.562000,L9,,381.20,365.07,367.68,352.93,357.97,349.90,,,,,,,,,,,,,,,,,,,417.95,388.21,395.45,392.81,390.33,387.83,384.36,365.72,375.70,357.04,337.46
2024-01-12 22:06:42.879000,L9,333.83,324.70,302.95,314.38,308.28,288.26,277.70,,299.79,304.04,299.94,301.79,320.21,328.66,321.05,335.30,334.73,366.07,315.41,334.65,324.18,310.11,338.56,326.42,318.06,337.13,322.13,292.27,337.07,323.66,309.07,286.20,284.13,316.70,298.76,301.35
2024-02-13 22:06:41.897000,L9,353.26,324.39,303.65,308.72,305.25,286.10,291.53,208.29,296.63,312.52,295.62,297.87,371.40,362.38,360.86,368.62,380.66,399.39,377.24,334.42,362.89,302.70,400.53,390.24,323.59,330.28,305.12,287.75,401.17,389.18,362.48,287.01,288.40,310.58,285.25,303.34
2024-02-29 22:06:35.434000,L9,333.86,316.43,297.34,301.43,296.59,282.66,283.62,192.50,281.53,278.88,291.56,281.12,314.91,309.60,319.85,323.64,332.11,323.71,309.62,317.71,311.86,294.67,332.20,323.46,317.79,328.19,299.01,269.93,315.32,300.89,303.60,281.03,274.55,305.10,275.78,305.56
2024-03-16 22:06:35.486000,L9,287.14,304.08,289.82,285.57,285.68,267.37,,,,,,,295.00,286.10,303.51,295.78,322.77,,,,,,,,,,,,,,,,,,,
2024-03-24 22:06:06.022000,L8,,,,,,,,,,,,,,,,,,,,,,,,296.78,307.76,320.85,290.90,259.65,305.69,301.17,298.78,,273.98,269.09,270.56,291.73
2024-05-03 22:06:01.963000,L9,334.89,307.06,293.56,295.61,300.25,285.05,282.63,200.27,267.34,267.19,285.85,273.94,305.70,292.52,321.45,326.37,331.98,309.41,291.40,,,,294.48,296.24,314.77,335.46,301.98,254.62,,,,,,,,
2024-06-04 22:05:47.886000,L9,331.82,299.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 22:05:30.931000,L9,337.59,321.31,315.50,298.65,299.27,281.29,291.58,206.36,283.49,290.87,287.67,308.83,306.83,338.05,324.34,312.44,338.48,317.62,304.62,317.84,321.24,307.90,325.67,321.00,339.22,362.51,365.73,390.52,307.34,307.16,304.51,318.29,330.95,374.32,277.59,328.42
2024-10-10 22:06:22.341000,L9,333.77,319.13,293.21,298.89,306.65,282.80,279.16,,291.55,291.52,288.76,278.52,312.92,317.71,318.11,318.79,326.40,321.52,313.81,323.22,327.16,302.07,329.69,311.01,313.04,333.12,303.24,267.91,321.51,308.90,305.01,281.09,273.78,303.45,282.27,295.86
2024-11-11 22:06:27.642000,L9,,,,,,,,,,,,,297.67,297.82,301.80,291.39,312.77,283.27,290.84,285.56,283.14,,,,,,,,,,,,,,,
2024-12-05 22:06:33.321000,L8,382.65,363.52,371.29,378.77,383.38,350.04,348.49,275.95,353.68,363.11,382.03,376.38,378.85,385.89,407.89,392.51,394.96,378.61,376.84,337.62,385.61,407.93,378.19,390.32,381.06,362.53,390.28,399.51,362.40,351.86,380.65,349.25,363.32,367.92,338.07,351.58
2025-01-14 22:06:37.191000,L9,350.85,346.29,359.59,364.22,331.30,356.70,344.77,274.16,313.49,319.25,313.39,313.28,322.10,380.79,352.85,350.10,366.72,357.36,360.21,363.50,375.37,349.44,340.67,358.05,349.25,339.81,319.46,397.21,377.66,349.81,315.32,327.28,313.35,347.41,343.61,340.55
2025-02-07 22:06:29.219000,L8,333.08,317.06,300.68,304.21,299.69,283.31,287.67,215.29,299.95,305.56,287.80,279.61,318.13,324.96,320.66,407.33,395.90,396.79,380.07,326.73,333.89,299.81,330.36,338.03,319.09,399.20,372.38,389.44,397.14,389.92,308.48,285.62,290.84,305.02,284.00,300.57
2025-03-19 22:06:18.809000,L9,281.98,301.67,279.37,288.65,282.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:06:00.386000,L8,288.58,302.67,283.58,286.59,285.34,263.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 22:05:51.078000,L8,286.38,299.93,262.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-07 22:05:53.033000,L9,376.93,357.81,365.63,350.17,300.10,280.65,286.40,213.50,261.17,263.39,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:06:21.903000,L8,332.42,314.65,301.25,297.97,300.19,285.63,293.87,221.03,268.75,267.51,283.43,277.48,300.74,283.73,325.70,338.39,336.02,393.52,383.38,373.62,404.52,,404.38,424.26,291.14,341.19,304.50,257.53,,,,,,,,
2025-08-10 22:06:28.221000,L9,311.29,305.57,290.59,293.44,291.05,275.64,,,,,,,,,,,,,,,,,,,380.69,361.12,351.09,,,,,,,,,
2025-08-26 22:06:33.318000,L9,289.21,302.68,280.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 22:06:43.857000,L8,360.56,391.33,404.50,356.81,365.78,367.07,347.11,344.48,,345.19,376.46,379.31,,,409.74,380.02,390.83,,,,,,,,,,,,,,,,,,,
2025-11-14 22:06:48.423000,L9,393.51,372.76,367.27,378.17,356.90,354.99,293.90,266.26,317.09,321.04,319.50,312.65,388.36,390.11,377.01,368.91,364.80,381.99,389.91,394.72,397.68,342.31,373.67,335.02,,391.88,401.04,392.23,403.67,,404.90,326.31,360.43,314.09,301.47,342.77
