dates,nzd0358-0000,nzd0358-0001,nzd0358-0002,nzd0358-0003,nzd0358-0004,nzd0358-0005,nzd0358-0006,nzd0358-0007,nzd0358-0008,nzd0358-0009,nzd0358-0010,nzd0358-0011,nzd0358-0012,nzd0358-0013,nzd0358-0014,nzd0358-0015,nzd0358-0016,nzd0358-0017,nzd0358-0018,nzd0358-0019,nzd0358-0020,nzd0358-0021,nzd0358-0022,nzd0358-0023,nzd0358-0024,nzd0358-0025,nzd0358-0026,nzd0358-0027,nzd0358-0028,nzd0358-0029,nzd0358-0030,nzd0358-0031,nzd0358-0032,nzd0358-0033,nzd0358-0034,nzd0358-0035,nzd0358-0036,nzd0358-0037,nzd0358-0038,nzd0358-0039,nzd0358-0040,nzd0358-0041,nzd0358-0042,nzd0358-0043,nzd0358-0044,nzd0358-0045,nzd0358-0046,nzd0358-0047,nzd0358-0048,nzd0358-0049,nzd0358-0050,nzd0358-0051,nzd0358-0052,nzd0358-0053,nzd0358-0054,nzd0358-0055,nzd0358-0056,nzd0358-0057,nzd0358-0058,nzd0358-0059,nzd0358-0060,nzd0358-0061,nzd0358-0062,nzd0358-0063,nzd0358-0064,nzd0358-0065,nzd0358-0066,nzd0358-0067,nzd0358-0068,nzd0358-0069,nzd0358-0070,nzd0358-0071,nzd0358-0072
2004-02-23 21:40:02+00:00,,195.20333333333335,266.4066666666667,316.19,320.9066666666667,303.71,310.525,,,,331.13,,335.66,,,,,,,,,297.37,294.15999999999997,287.73,218.67,,246.445,286.67,300.36,,,387.36,,,,,347.045,340.82,,,,,,,,291.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:44:58+00:00,,197.71,264.69,311.8,,305.94,,,,,,,,,,,,,,,,,,,221.59,,255.62,,,,,384.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-20 21:45:40+00:00,,199.805,267.96500000000003,313.49,325.34,306.44,315.09,,,,336.75,339.67,341.94,345.76,352.47,348.79,,,,,,297.24,292.32,291.98,224.48000000000002,151.95,256.38,289.06,,,,385.505,,,,,355.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-09 21:47:31+00:00,,191.11,264.4633333333333,312.80333333333334,326.46,306.44,313.78999999999996,,,,335.09000000000003,337.1,343.575,345.595,352.525,345.375,346.81,342.3,,,313.64,299.97,297.855,293.06,224.50666666666666,151.95,260.31,289.06,,,,389.95666666666665,,,,,356.025,341.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:48:14+00:00,,187.34,267.64,319.91499999999996,327.58,310.81,312.49,,,,333.43,334.53,345.21,345.43,352.58,341.96,346.81,342.3,,,313.64,302.7,303.39,294.14,219.07999999999998,,267.425,,,,,386.275,,,,,356.89,341.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-07 21:49:06+00:00,,201.89,273.78499999999997,320.36,324.7,310.28499999999997,311.21,,,,,,,,,,,,,,,296.75,295.55,292.14,215.28,,259.71500000000003,294.24,,,,380.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-08 21:49:16+00:00,,205.02499999999998,262.305,311.645,324.17499999999995,303.82,309.78499999999997,,,,,,,,,343.4,,,,,308.18,297.03499999999997,292.53,290.185,215.435,,239.74,295.37,,,,387.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:52+00:00,,202.65666666666667,264.86,317.58,325.2933333333333,306.2733333333333,312.74333333333334,,,,,,,,,343.4,,,,,308.18,297.03499999999997,292.53,290.185,222.57000000000002,166.36,248.12666666666667,295.37,,,,385.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:55:08+00:00,,207.41,272.05,315.22,,309.85,,,,,,,,,,,,,,,,,,,206.6,,236.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-27 21:55:35+00:00,,208.49,272.44,321.27,323.82,309.845,,,,,,,,,,,,,,,,,,,220.88,,228.32,,,,,376.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-30 21:56:00+00:00,,206.88666666666666,269.26666666666665,321.44666666666666,326.87,311.48,315.69,,,,,,,,,365.35,,,,,,310.26,,,220.88,,228.32,,,,,377.565,,,,,352.4,,,,,,,,,,,,,,,,,,,,,,,,,,,268.87,,,,,,,,,
2011-01-09 21:50:58+00:00,,,230.72,292.67,301.22,274.47,283.94,303.93,310.83,313.17,307.5,310.0,312.98,319.23,322.8,319.89,323.16,316.68,,268.2,,,280.09,269.94,,,,,287.05,,,329.12,396.55,,,261.18,,,,302.4,,274.89,270.01,,,241.3,,,,,,,,,,,,,275.28,177.11,,,,,,,,224.4,215.03,,,,
2011-01-25 21:50:59+00:00,,,230.72,292.67,301.22,274.47,283.94,303.93,310.83,313.17,307.5,310.0,312.98,319.23,322.8,335.16499999999996,323.16,316.68,,268.2,,312.65,293.1,269.94,285.65,,258.24,,287.05,,,329.12,396.55,,,261.18,,,,302.4,,274.89,270.01,,,241.3,,,,,,,,,,,,,275.28,177.11,,,,260.53,,,,224.4,215.03,,,,
2013-07-25 22:03:01+00:00,,,,,,,,,,,,,,,,,,,,,288.14,277.76,,,,,,,,,,357.84,,,,,341.92,327.82,,,,,,,,268.8,,,,,,321.63,,301.0,,,,,,,,,,244.35,,,,,,,,,
2013-10-29 22:02:46+00:00,,,243.15,,,305.89,304.2,,,,,,,,,347.3,337.74,330.61,,291.96,300.26,289.125,,294.05,278.35,181.52,,290.01,308.19,308.66,322.72,355.62,,,,,341.92,330.015,,,,,,,,278.235,,,,,,321.63,,301.0,,,,,,,,,,273.88,325.24,,,,,,,,
2013-11-14 22:02:45+00:00,,,243.155,,,307.695,304.59000000000003,,,,,,,,,347.3,337.405,330.225,,292.79499999999996,305.96999999999997,296.8533333333333,,293.625,279.0,175.94,,285.775,308.19,308.20500000000004,322.72,354.93333333333334,,,,,341.92,330.83,,,,,,,,280.91,,,,,,321.63,,301.0,,,,,,,,,,285.76,325.24,,,,,,,,
2013-11-30 22:02:40+00:00,,,243.155,,,307.09999999999997,303.94666666666666,,,,,,,,,347.3,337.405,329.5333333333333,,292.79499999999996,305.96999999999997,296.8533333333333,280.64,296.4066666666667,279.0,175.94,,285.775,308.19,307.05,322.655,355.1875,,,,,341.92,330.83,,,,,,,,280.7475,,,,,,321.63,,301.0,,,,,,,,,,291.9075,325.44,,,,,,,,
2014-02-02 22:02:05+00:00,,,243.155,,,309.52,304.9625,,,,,,,,,347.3,337.405,329.5333333333333,,293.09,305.8233333333333,306.4,280.64,296.4066666666667,279.0,191.6966666666667,276.76,286.11333333333334,308.19,307.05,322.655,354.30333333333334,,,,,,332.92,,,,,,,,285.4975,,,,,,,,,,,,,,,,,,310.33000000000004,325.44,,,,,,,,
2014-02-18 22:01:51+00:00,,,243.155,,,309.65999999999997,305.408,324.3,,,,,,,,348.015,338.69,329.5333333333333,,293.09,305.8233333333333,306.91,289.24,296.9775,281.84666666666664,201.5275,276.58500000000004,284.67,308.19,307.05,322.655,355.2325,,,,,348.04,333.065,,,,,,,,285.4975,,,,,,,,,,,,,,,,,,310.252,325.44,,,,,,,,
2014-08-13 22:01:06+00:00,,,,,,310.22,307.19,324.3,,,,,,,,348.73,341.26,,,,306.76,281.73,298.945,298.69,281.11,231.02,251.645,273.09,,,,355.7,,,,,348.04,333.5,,,,,,,,260.33,,,,,,,,,,,,,,,,,,275.1,276.82,,322.44,,,,,,
2014-11-01 22:01:14+00:00,,,245.73,322.23,,306.29,303.6,319.44,,,329.46,330.44,333.49,341.74,345.13,343.77,,330.71,,,306.76,271.94500000000005,300.05,,274.03999999999996,,213.005,264.42999999999995,,,,356.145,,,,,,330.15,,,,,,,,260.33,,,,,,,,,,,,,,,,,,239.09500000000003,276.92499999999995,,321.13,,,,,,
2014-11-17 22:01:14+00:00,,,240.73,316.96500000000003,327.23,303.93,302.415,316.76,331.86,338.47,328.07,330.44,333.49,341.74,345.13,343.77,,328.92999999999995,,,302.47,275.7266666666667,298.45500000000004,295.69,272.75333333333333,,207.60666666666665,261.3533333333333,,,,358.58666666666664,,,,,,329.745,,,,,,,,277.02,,,,,,,,,,,,,,,,,,237.39333333333335,273.74666666666667,,321.13,,,,,,
2015-01-04 22:01:05+00:00,,,242.33666666666667,319.09,328.175,303.97333333333336,303.0566666666667,318.5466666666667,331.04,340.20000000000005,328.51,330.82,335.225,341.07,347.03,342.78,341.32,329.47666666666663,,,302.47,275.7266666666667,297.8533333333333,295.69,272.75333333333333,,214.1675,262.09999999999997,,,,356.88,432.79,,,,,330.9433333333333,,,,,,,,277.02,,,,,,,,,,,,,,,,,,235.79250000000002,277.32,,321.13,,,,,,
2015-03-09 22:00:42+00:00,,,243.4275,322.07,329.8833333333334,305.4475,304.1575,320.8625,332.3433333333333,340.20000000000005,330.18,331.50333333333333,337.7266666666667,341.83,349.1433333333334,344.09,343.04999999999995,330.4975,,,308.40999999999997,289.66333333333336,296.755,295.69,271.78999999999996,233.86,218.085,261.1775,,,,364.29249999999996,432.79,,,,352.41,332.03749999999997,,,,,,,,293.71,,,,,,,,,,,,,,,,,,234.49,279.67,,319.82,,,,,,
2015-05-12 22:00:04+00:00,,,242.86499999999998,322.01666666666665,329.8833333333334,305.1666666666667,304.34333333333336,321.33666666666664,332.3433333333333,340.20000000000005,330.42,332.03499999999997,339.845,341.875,351.15000000000003,340.79,343.04999999999995,330.4266666666667,,,306.2866666666667,289.44,296.755,295.69,249.05,225.11,216.92000000000002,257.4275,,,,362.365,432.79,,,,346.96000000000004,331.09999999999997,,,,,,,,293.35,,,,,,,,,,,,,,,,,,233.79500000000002,280.45250000000004,,,,,,,,
2015-05-28 22:00:07+00:00,,,245.24333333333334,327.17499999999995,331.21000000000004,306.965,305.90000000000003,324.96500000000003,332.585,341.93,332.29,332.03499999999997,339.845,341.875,351.15000000000003,340.79,343.04999999999995,332.06500000000005,,267.77,283.73,292.515,297.54999999999995,,216.17,225.11,216.81,255.7325,,,,358.7875,432.79,,,,345.31,329.525,,,,,,,,283.24,,,,,,,,,,314.96,,,,,,,,231.41,279.115,,,,,,,,
2015-06-13 22:00:19+00:00,,,245.24333333333334,327.17499999999995,331.21000000000004,306.965,305.90000000000003,324.96500000000003,332.585,341.93,332.29,332.03499999999997,339.845,341.875,351.15000000000003,340.79,343.04999999999995,332.06500000000005,,267.77,283.73,292.515,297.54999999999995,,216.17,225.11,209.086,255.7325,,,,358.7875,432.79,,,,344.28499999999997,325.536,,,,,,,,279.76666666666665,,,,,,,,322.48,,314.96,,,,,,,,228.48200000000003,271.908,,288.46,238.8,,,,,
2015-06-29 22:00:26+00:00,,,245.24333333333334,327.17499999999995,331.21000000000004,306.965,305.90000000000003,324.96500000000003,332.585,341.93,332.29,332.03499999999997,339.845,341.875,351.15000000000003,340.79,343.04999999999995,332.06500000000005,,267.77,283.73,292.515,297.54999999999995,,216.17,225.11,205.09333333333333,255.7325,,,,358.7875,432.79,,,,343.406,325.536,,,,,,,,277.3825,,,,,,,,322.48,,314.96,,,,,,,,229.08333333333334,274.3766666666667,,288.46,238.8,,,,,
2015-07-15 22:00:36+00:00,,,244.61333333333332,324.365,327.53499999999997,304.815,301.685,319.6,324.58500000000004,330.06,329.64,326.14,337.915,338.755,346.05,338.4733333333333,338.91499999999996,330.02,,267.11,271.53000000000003,276.91,295.25,,224.0233333333333,225.11,197.38,254.635,,,,361.13000000000005,,,,,343.22333333333336,323.194,,,,,,,,276.726,,,,,,,,322.48,,314.96,,,,,,,,228.81500000000003,272.6266666666667,,288.46,238.8,,,,,
2015-08-16 22:00:46+00:00,,,244.61333333333332,324.365,325.93,302.1466666666667,295.8066666666667,314.63,324.58500000000004,330.06,329.64,326.14,332.69666666666666,338.755,346.05,338.4733333333333,338.91499999999996,330.02,,267.44666666666666,263.32800000000003,270.1175,295.25,,231.85999999999999,225.11,194.84428571428572,251.92999999999998,,298.22,,357.945,,,,,343.29857142857145,323.33166666666665,,,,,,,,276.89833333333337,,,,,,326.02,,322.48,,314.96,,,,,,,,229.35,272.57714285714286,,288.46,238.8,,,,,
2015-09-17 22:01:00+00:00,,,242.18666666666664,317.72,322.245,298.48,289.15333333333336,306.58666666666664,314.22,330.06,324.09,319.41,326.5266666666667,334.16,337.85,334.7,332.4,325.32000000000005,,269.2525,247.33,261.71000000000004,294.16333333333336,297.52,236.206,216.36,185.01428571428573,245.776,283.71,298.22,,348.88,,,,,341.78000000000003,320.93399999999997,,,,,,,289.12,276.84857142857146,299.4,,,,334.0,326.095,,324.22,,314.96,,,,,,,,229.44428571428574,268.81142857142856,,288.46,238.8,,,,,
2015-10-19 22:01:05+00:00,,,241.5625,317.72,322.245,298.48,289.15333333333336,306.58666666666664,314.22,330.06,321.78499999999997,318.74,326.3175,332.83500000000004,338.7666666666667,334.3675,332.91333333333336,325.2866666666667,,270.98400000000004,246.01,261.71000000000004,294.16333333333336,297.52,236.42,216.36,184.70375,245.73000000000002,283.71,298.22,,349.454,,,,,341.78000000000003,320.93399999999997,,,,,,,289.12,277.33125,299.4,,,,334.0,326.095,,324.22,,314.96,,,,,,,,231.28625,268.33500000000004,,288.46,238.8,,,,,
2016-02-08 22:01:03+00:00,,,241.08,324.05,327.655,300.2266666666667,291.5233333333333,309.40333333333336,328.08,341.62,323.63,323.735,326.79,335.22,341.5366666666667,335.33666666666664,335.33666666666664,326.9066666666667,,273.56666666666666,236.1933333333333,256.7250000000001,291.99,297.52,249.13,157.64,183.71500000000003,245.53499999999997,283.71,298.22,,349.75,,,,,343.765,326.21500000000003,,,,,,,289.12,278.34,299.4,,,,334.0,326.095,,325.96,,,,,,,,,,237.37,268.66249999999997,,,,,,,,
2016-02-24 22:00:56+00:00,219.56,301.18,242.42249999999999,322.28499999999997,332.145,303.33,298.09666666666664,313.46666666666664,328.77,340.775,325.8066666666667,325.5333333333333,329.6275,335.22,341.5366666666667,335.33666666666664,335.33666666666664,326.9066666666667,,276.2900000000001,239.02999999999997,263.71,291.99,297.52,251.04500000000002,157.64,188.32999999999998,250.825,283.71,,,350.83500000000004,,,,,345.03499999999997,329.305,,,,,,,289.12,278.63,299.4,,,,334.0,326.17,,325.96,,,,,,,,,,238.87250000000003,272.4925,,,,,,,,
2016-04-28 22:00:37+00:00,219.56,301.18,244.92666666666665,325.13666666666666,333.3566666666666,310.53,307.0,322.1766666666667,332.18333333333334,340.775,331.49,328.94,334.29999999999995,338.93,351.07500000000005,344.225,342.35,331.34,,,237.01,238.08,,,254.03666666666663,157.64,198.61333333333332,267.24999999999994,,,,352.9066666666667,,,,,345.4666666666667,329.28333333333336,,,,,,,,312.0,,,,,,,,,,,,,,,,,,239.77333333333334,283.8633333333334,,,,,,,,
2016-06-15 22:00:44+00:00,219.56,301.18,244.92666666666665,325.13666666666666,333.3566666666666,310.53,307.0,322.1766666666667,332.18333333333334,340.775,331.49,328.94,334.29999999999995,338.93,349.91,342.45,341.65000000000003,331.255,,,237.46499999999997,238.08,287.43,,254.64249999999998,157.64,197.39749999999998,266.87249999999995,,,,352.9066666666667,,,,,344.29499999999996,328.365,,,,,,,,300.4,,,,,,,,,,,,,,,,,,237.495,283.8633333333334,,,,,,,,
2016-07-01 22:00:54+00:00,219.56,301.18,244.92666666666665,325.13666666666666,333.3566666666666,310.53,307.0,322.1766666666667,332.18333333333334,340.775,331.49,328.94,334.29999999999995,337.775,349.435,341.03499999999997,340.48,331.0933333333333,,,236.2733333333333,233.86,288.695,,247.32399999999998,157.64,196.724,266.406,,,,351.7875,,,,,343.178,326.836,,,,,,,307.78,293.31666666666666,,,,,,,,,,,,,,,,,,236.006,283.8633333333334,,,,,,,,
2016-11-22 22:01:23+00:00,,,239.94,317.23,327.39,307.97,,,,,,322.5,,338.3,347.21,339.16,338.61,330.97,,,235.90499999999997,229.64,292.83,302.69,239.01999999999998,,196.11,264.34,296.45,,,350.595,,,,,341.9166666666667,324.99666666666667,,,,,,,307.78,283.975,301.48,,,,,,,,,,,,,,,,,234.88000000000002,265.05,,,,,,,,
2017-01-09 22:01:14+00:00,194.96,,239.195,317.23,327.39,312.27,298.35,,,,,320.94,,339.98,346.04,336.525,,,,,246.89,235.24,301.1,302.69,239.945,,201.10500000000002,265.765,296.45,,,349.98,,,,,346.26,328.66,,,,,,,,290.5,301.48,,,,,,,,,,,,,,,,,239.87500000000003,270.14,,,,,,,,
2017-03-30 22:00:38+00:00,194.96,,239.88,317.96000000000004,328.46500000000003,312.27,299.97,318.96,332.01,339.58,334.83,321.82666666666665,336.03,341.9,347.96500000000003,338.47,336.82,331.97,,,246.89,250.12000000000003,301.1,302.69,239.94000000000003,197.51,206.39666666666668,265.03000000000003,296.45,299.74,,349.5533333333333,,,,,344.2,327.435,340.81,,,,,,,290.37,296.225,,,,,,,,,,,,,,,,,241.09000000000003,269.94666666666666,,,,,,,,
2017-04-15 22:00:30+00:00,194.96,,239.4025,318.13000000000005,327.84666666666664,311.01,300.2033333333333,316.24,330.31,338.455,332.64,321.58500000000004,334.485,342.56666666666666,347.1933333333333,339.3375,336.35,331.365,,,246.89,261.68,302.185,302.69,242.7725,197.51,208.39249999999998,263.7275,296.45,299.545,,349.41499999999996,,,,,344.0566666666667,327.7133333333333,340.81,,,,,,,285.78333333333336,296.9566666666667,,,,,329.23,,,,332.35,,,,,,,,241.19500000000002,271.915,,,,,,,,
2017-05-01 22:00:19+00:00,194.96,,239.06799999999998,318.13000000000005,327.84666666666664,310.01599999999996,300.47249999999997,316.24,330.31,338.455,332.64,321.58500000000004,334.485,342.56666666666666,347.1933333333333,339.3375,336.35,331.365,,,242.785,261.68,297.3433333333333,302.69,246.45999999999998,201.17000000000002,209.762,264.106,296.45,299.545,,349.904,,,,,342.1275,325.585,336.12,,,,,,,283.845,296.9566666666667,,,,,329.23,,,,332.35,,,,,,,,240.138,271.21400000000006,,,,,,,,
2017-06-18 22:00:46+00:00,194.96,,238.84999999999997,318.58000000000004,328.075,310.5275,301.442,316.8633333333333,330.31,338.455,332.64,321.28000000000003,334.485,342.15000000000003,347.77,339.97,336.35,331.365,,,241.43666666666664,261.71750000000003,292.92,,242.10399999999998,201.17000000000002,210.054,266.13800000000003,,299.545,,350.952,,,,,340.84499999999997,325.37249999999995,336.12,,,,,,,281.856,294.69500000000005,,,,,325.27,,,,332.35,,,,,,,,236.294,272.45799999999997,,,,,,,,
2017-09-06 22:01:09+00:00,,,242.5025,319.50333333333333,328.075,308.755,302.658,316.8633333333333,330.31,338.455,332.64,324.0266666666667,334.485,342.15000000000003,346.09,342.51,335.93333333333334,330.82,,,242.84,263.95,291.345,300.6,245.538,201.17000000000002,209.68400000000003,264.184,290.6,298.09666666666664,310.04,351.552,,,,,340.84499999999997,326.508,336.12,,,,,,,279.302,294.69500000000005,,,,,326.56,,,,332.35,,,,,,,,237.558,273.248,,,,,,,,
2017-09-22 22:01:13+00:00,,,242.5025,319.50333333333333,328.075,308.755,302.658,316.8633333333333,330.31,338.455,332.64,324.0266666666667,334.485,342.15000000000003,346.09,342.51,335.93333333333334,330.82,,,247.2125,262.004,291.78000000000003,296.82000000000005,245.24,204.86,209.99333333333334,262.235,290.35,298.075,310.375,351.552,,,,,340.84499999999997,326.508,336.12,,,,,,,278.4916666666667,294.69500000000005,,,,,326.56,,,,332.35,,,,,,,,237.99833333333333,274.34833333333336,,,,,,,,
2017-10-24 22:01:21+00:00,,,243.51,321.35,,306.4533333333334,302.6775,318.11,,,,327.62,330.88,338.73,342.73,339.38,334.515,328.73,,,247.612,252.54500000000002,288.9075,296.16333333333336,247.814,208.53500000000003,204.514,260.62199999999996,290.35,296.60499999999996,310.375,352.80999999999995,,,,,340.26,326.845,331.43,,,,,,,277.984,,,,,,325.225,,,,,,,,,,,,237.606,273.826,,,,,,,,
2017-12-11 22:01:12+00:00,,288.12,247.30333333333337,321.35,,306.5366666666667,303.83,318.11,,,327.51,329.77,330.88,338.73,342.73,339.38,334.515,328.73,,,249.84499999999997,252.54500000000002,289.3233333333333,296.16333333333336,244.46499999999997,225.265,202.214,259.3725,290.35,296.60499999999996,310.375,353.1266666666666,,,,,342.2866666666667,329.6525,,,,,,,,277.97249999999997,,,,,,325.225,,,,,,,,,,,,236.996,275.54400000000004,,,,,,,,
