dates,satname,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043,nzd0343-0013
2022-01-15 22:01:17.704000,L9,,,,,,266.03,260.43,282.50,301.34,300.68,308.64,310.79,,305.96,314.24,307.24,298.58,301.59,306.63,299.77,294.26,295.21,302.18,293.39,290.58,288.40,295.89,297.65,299.25,298.66,284.81,276.80,287.29,303.16,298.36,300.32,277.05,280.05,284.99,293.51,296.80,303.63,307.23,289.50
2022-01-31 22:01:19.676000,L9,278.69,276.27,261.88,257.58,254.51,271.25,268.53,289.58,310.60,306.67,311.93,314.99,282.86,308.90,317.49,310.65,301.87,312.14,310.78,305.67,300.57,301.71,312.19,299.11,297.04,299.24,306.41,305.35,303.11,304.76,290.96,283.08,306.38,318.46,311.82,305.26,286.06,292.69,292.87,300.25,306.88,310.01,310.67,293.52
2022-02-16 22:00:50.156000,L9,,,,,,,,,300.64,299.33,306.58,308.43,286.67,301.26,313.80,301.84,294.97,296.86,301.51,294.75,291.91,292.57,300.49,293.27,285.43,285.72,297.17,294.73,296.31,295.73,283.95,276.59,286.05,301.50,301.94,292.93,278.53,279.71,281.20,285.63,291.51,289.31,295.90,285.18
2022-02-16 22:01:14.119000,L9,,,,,,,,,303.76,300.85,307.75,310.44,288.10,302.86,315.16,304.34,296.61,298.23,302.54,295.52,293.48,294.38,302.05,295.39,286.59,287.44,299.68,295.98,298.33,297.62,285.63,278.50,287.66,304.37,303.95,294.43,280.76,282.39,283.11,287.34,299.13,297.96,299.00,285.91
2022-03-04 22:01:04.617000,L9,295.76,309.72,305.34,305.27,268.36,280.39,279.61,295.30,331.61,322.68,321.93,355.82,305.89,317.32,350.07,329.86,319.06,316.02,326.90,310.62,307.88,313.30,331.20,309.43,307.03,314.28,331.52,338.59,323.68,322.83,326.69,310.82,316.01,316.36,318.66,309.84,312.56,328.32,331.83,315.67,313.18,313.86,313.84,293.24
2022-03-12 22:01:00.535000,L8,,,,,,,,,,,,,,,,,,,,255.20,293.35,292.06,304.19,291.18,280.56,277.77,289.75,287.99,292.65,277.80,276.01,266.05,278.59,298.91,297.47,296.50,276.79,281.48,283.66,285.56,289.64,299.75,300.82,
2022-04-29 22:00:25.301000,L8,295.75,277.22,248.83,287.95,253.66,265.40,271.32,284.20,317.27,318.24,315.77,322.67,289.02,314.48,328.30,315.26,305.83,310.77,325.05,306.14,306.33,299.03,306.49,301.08,288.48,292.43,300.95,301.93,305.22,308.43,294.49,289.78,296.61,302.20,305.51,298.23,286.35,290.30,287.32,287.27,293.73,290.82,301.67,281.62
2022-04-29 22:00:49.264000,L8,297.02,308.64,250.52,290.17,255.70,266.53,272.72,287.26,319.36,321.14,317.36,324.66,290.57,317.58,330.88,316.98,307.70,312.75,325.67,307.44,307.91,302.39,308.55,304.46,290.47,294.90,301.84,304.00,306.60,310.20,296.49,291.09,298.19,303.92,306.55,299.64,288.11,292.56,289.57,288.36,299.22,292.77,305.12,284.31
2022-04-30 21:54:36.774000,L9,,,,,,,,,,404.87,366.90,368.77,349.41,325.08,333.93,312.62,365.94,356.09,346.56,336.06,329.50,327.42,333.34,325.91,343.11,314.10,,,,363.65,331.97,328.43,320.44,310.23,332.93,339.42,313.50,336.14,332.02,330.23,331.56,335.08,,339.34
2022-05-07 22:00:20.204000,L9,332.39,316.79,306.54,298.90,302.15,306.49,327.72,351.76,362.71,365.00,357.80,348.32,298.30,343.44,353.64,358.17,348.27,336.28,333.80,326.25,327.45,328.09,339.35,324.70,316.41,308.68,322.26,307.99,315.63,330.99,311.91,304.57,306.89,314.32,318.27,305.57,306.34,299.87,314.91,305.36,301.40,307.75,315.35,292.98
2022-05-23 22:00:09.789000,L9,322.25,310.53,306.72,306.42,311.06,310.03,323.82,318.40,378.23,363.24,357.36,338.80,284.69,327.53,337.74,338.23,314.17,331.54,322.86,315.00,316.54,308.92,323.14,317.23,305.22,305.30,312.49,313.58,316.28,327.20,307.48,301.89,307.49,311.46,318.72,303.57,293.66,300.05,299.81,293.89,297.60,306.37,308.78,335.88
2022-05-23 22:00:33.752000,L9,319.18,305.25,306.04,305.06,310.61,309.21,322.96,305.83,377.96,361.71,358.12,337.04,281.08,326.75,337.86,332.40,315.55,332.80,323.88,315.06,315.94,308.97,322.83,317.00,305.21,305.41,312.22,313.37,315.74,326.88,306.21,301.47,307.02,310.93,316.40,302.94,292.87,300.28,299.10,291.74,297.62,306.55,307.82,295.17
2022-05-24 21:54:48.433000,L8,337.30,313.41,319.82,311.67,314.78,334.68,342.07,360.62,385.33,374.30,367.98,345.24,281.91,335.00,359.48,350.42,332.45,340.62,331.82,319.26,325.83,323.77,339.64,321.37,308.76,318.27,328.01,333.20,322.72,328.00,313.86,306.40,311.70,316.52,315.54,308.23,298.71,309.47,301.56,316.74,313.11,314.96,314.32,301.83
2022-05-31 22:00:38.643000,L8,326.89,314.80,301.02,304.46,306.28,312.97,320.94,331.73,375.78,352.74,337.63,332.42,288.09,341.87,351.12,333.81,321.75,328.22,322.54,321.47,329.00,324.78,322.33,331.13,311.97,313.19,321.65,312.49,318.79,330.33,305.36,298.86,307.58,316.73,314.76,307.35,292.36,297.37,294.63,296.78,302.91,304.42,312.97,338.81
2022-05-31 22:01:02.606000,L8,,,,,,,,,,,,,,,,,,,,,,274.42,283.47,266.16,268.47,265.15,281.88,272.99,272.03,264.40,263.53,271.95,271.96,289.59,294.51,284.57,267.86,277.12,271.98,273.21,274.56,278.15,291.21,
2022-06-09 21:54:59.308000,L8,362.03,344.87,336.12,347.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17 21:54:31.655000,L9,328.83,312.36,310.90,306.04,309.21,316.62,341.03,355.18,362.67,350.70,330.51,329.43,317.11,351.25,350.16,333.62,327.69,320.83,320.55,323.76,340.18,330.13,330.25,331.56,324.35,311.32,322.66,334.30,322.32,322.16,308.83,299.49,309.03,309.70,308.15,305.53,302.40,302.45,303.86,301.84,304.57,306.92,314.22,336.04
2022-06-25 21:55:06.478000,L8,330.71,321.93,312.28,315.42,328.51,333.23,347.97,360.70,373.07,353.54,351.18,352.85,294.65,360.87,370.53,339.55,333.21,327.00,326.47,331.93,329.84,328.29,337.48,346.88,333.50,323.70,337.08,354.14,328.83,338.35,309.63,299.32,313.76,323.36,314.97,306.82,299.89,312.25,314.83,309.54,317.13,324.06,325.98,349.41
2022-07-02 22:00:53.961000,L8,330.01,316.65,300.59,311.17,312.74,324.50,338.96,350.25,368.17,353.86,345.64,341.26,290.59,347.11,354.75,324.64,330.98,325.07,323.13,321.59,327.73,328.75,327.30,333.43,329.93,309.42,322.30,335.70,320.58,333.69,309.43,298.14,301.01,306.56,314.02,305.36,303.10,306.41,303.49,300.73,298.66,305.61,315.44,345.51
2022-07-02 22:01:17.924000,L8,330.08,316.56,299.89,311.77,314.01,324.51,338.48,351.02,368.57,353.99,345.46,342.36,290.09,347.43,354.39,325.32,330.59,325.53,324.48,321.35,327.79,329.35,327.50,334.87,328.91,310.48,322.42,335.22,320.91,333.73,310.61,298.17,300.89,307.82,313.63,304.43,303.82,307.12,304.10,300.48,298.91,306.62,318.00,346.69
2022-07-03 21:54:44.252000,L9,323.34,315.76,308.57,305.31,311.81,325.34,338.62,346.70,367.62,351.28,348.69,349.06,296.40,356.28,350.91,337.91,325.22,322.74,334.58,333.01,327.00,322.99,326.43,330.97,328.36,318.14,324.02,329.34,322.22,332.84,313.14,307.43,305.15,316.19,320.29,307.57,308.23,324.66,313.21,314.02,316.52,309.06,314.80,326.12
2022-08-03 22:01:06.229000,L8,291.77,307.43,262.58,285.41,259.72,268.91,271.11,281.06,320.63,317.37,316.14,316.00,276.44,313.98,322.15,312.78,310.84,310.98,310.70,315.28,313.36,310.63,314.93,305.36,295.65,307.40,307.24,299.31,305.89,308.05,293.42,289.66,298.89,306.89,310.44,297.75,284.79,292.95,292.67,295.86,302.81,296.96,306.02,279.52
2022-08-03 22:01:30.192000,L8,293.96,308.52,264.97,286.78,262.05,270.20,273.46,283.36,324.22,319.42,318.07,317.40,278.21,315.46,323.44,315.40,313.42,314.78,312.71,316.54,314.93,312.04,316.57,308.00,301.37,310.20,308.45,300.93,307.42,309.73,294.41,290.82,300.92,308.85,311.37,298.96,286.25,294.34,294.89,299.63,303.69,297.97,307.43,280.72
2022-08-04 21:54:58.918000,L9,316.81,316.52,306.97,309.87,323.19,334.87,342.44,340.93,365.15,349.78,351.53,346.90,292.62,351.74,343.68,330.63,320.37,320.86,323.56,313.84,318.98,320.49,327.41,326.53,329.30,317.50,326.62,316.02,316.72,330.34,320.70,308.94,314.54,313.71,317.92,304.06,298.77,304.05,305.59,308.28,304.28,307.44,310.31,292.66
2022-08-11 22:00:49.717000,L9,300.15,308.55,266.70,288.41,260.47,265.52,277.29,281.89,326.87,320.89,324.49,321.34,272.86,317.42,324.36,315.88,315.75,307.73,339.76,312.73,310.26,310.82,313.61,306.57,289.14,295.57,314.14,305.27,311.75,309.31,296.15,293.42,299.93,306.70,311.84,299.98,287.77,295.69,297.74,302.25,302.69,307.32,312.94,276.61
2022-08-11 22:01:13.680000,L9,301.27,309.56,286.00,289.03,261.88,266.00,279.08,284.00,328.85,322.64,326.68,322.68,273.32,318.62,325.42,317.41,317.34,309.06,339.88,314.63,311.49,312.37,314.98,308.10,291.09,297.35,314.78,306.30,312.33,309.84,296.24,293.98,300.86,307.40,311.82,300.15,288.51,296.84,299.24,303.64,303.86,307.92,314.07,280.70
2022-09-05 21:55:06.009000,L9,317.35,309.71,293.31,304.39,312.79,308.29,322.90,336.50,358.81,352.97,348.19,332.92,289.26,332.40,349.43,342.33,321.50,312.99,313.57,316.28,315.20,318.23,319.54,323.58,320.64,311.07,324.33,336.04,320.43,329.16,312.93,307.52,310.10,321.37,319.56,307.28,304.95,301.96,311.35,306.07,309.39,305.90,307.68,283.09
2022-09-12 22:00:55.317000,L9,331.79,319.75,299.22,308.86,318.96,327.98,332.80,341.75,365.50,370.43,364.61,354.57,292.75,349.90,355.83,333.50,324.28,316.61,333.68,327.33,329.06,318.40,317.20,328.23,322.69,312.68,329.46,337.90,322.35,332.71,327.47,312.19,316.27,324.64,318.47,314.09,304.22,316.67,306.72,310.66,308.58,316.58,312.03,356.35
2022-09-12 22:01:19.280000,L9,333.12,322.21,304.75,312.99,320.48,331.98,335.34,343.50,366.26,371.46,367.01,357.43,295.69,351.40,357.32,335.10,326.66,318.94,336.26,329.20,330.77,319.94,319.46,331.90,324.56,315.33,332.75,339.35,326.84,334.42,330.90,313.91,317.23,325.83,320.41,316.03,307.85,318.65,308.01,312.64,311.00,317.98,315.07,358.19
2022-10-07 21:55:14.032000,L9,,,,,,,,,,,,,,312.46,319.38,310.34,297.31,306.50,311.88,310.41,306.36,309.83,312.78,294.51,292.22,291.73,302.76,302.16,311.86,310.74,293.51,289.06,308.85,308.54,312.50,306.27,289.88,294.47,292.45,299.29,311.71,306.30,317.70,280.72
2022-10-22 22:01:15.118000,L8,,,,,,,,,308.69,306.84,309.85,310.39,289.10,311.20,320.75,312.42,301.70,319.97,308.54,309.61,299.82,308.81,306.53,292.99,289.44,288.62,294.34,295.08,303.44,299.98,286.16,276.31,285.18,293.70,306.53,301.01,277.70,282.68,286.49,291.46,304.54,303.48,306.41,285.39
2022-10-22 22:01:39.081000,L8,,,,,,,259.09,273.63,311.23,308.63,311.00,311.61,289.76,312.64,322.31,315.47,305.63,321.81,313.87,311.89,300.80,310.34,308.42,294.68,292.44,289.51,295.42,297.14,304.55,302.35,287.04,277.46,286.91,295.06,308.92,303.14,279.81,284.74,289.99,295.63,306.47,305.19,308.98,286.83
2022-10-23 21:55:19.786000,L9,284.92,279.83,268.36,273.33,258.51,265.35,265.76,277.88,317.36,313.75,317.49,314.94,291.11,315.05,323.01,317.29,309.54,314.17,320.14,308.97,305.38,315.60,313.57,295.15,295.32,290.85,298.95,301.17,306.20,304.92,288.50,282.29,317.17,324.35,326.61,313.76,309.53,312.15,297.01,305.22,305.13,308.10,320.54,285.55
2022-10-31 21:55:31.071000,L8,,,,,,,,,299.51,300.04,307.71,307.53,290.97,307.36,316.34,307.04,298.69,294.10,305.17,300.14,296.69,306.09,302.10,275.21,288.37,285.32,293.46,291.41,296.24,295.70,282.61,274.35,283.60,290.07,298.39,292.76,275.27,279.50,281.77,283.05,287.82,286.52,297.34,283.20
2022-11-08 21:55:19.351000,L9,281.71,267.42,262.26,262.30,252.06,264.19,266.27,277.43,316.00,311.73,317.08,314.92,292.61,314.96,322.28,318.63,309.19,319.13,314.73,311.41,306.32,316.93,319.09,297.10,295.96,297.38,304.58,303.56,306.04,306.36,291.04,283.25,299.31,320.71,317.04,317.75,285.58,294.16,293.69,304.69,312.15,314.08,314.23,293.91
2022-11-15 22:01:07.604000,L9,282.81,275.29,263.13,263.75,248.68,265.21,263.67,276.72,311.94,309.59,314.70,313.84,288.13,314.05,321.92,323.02,313.47,308.57,314.35,311.13,311.51,312.33,312.70,295.86,297.66,297.09,301.01,299.96,306.09,305.53,289.88,282.09,299.97,317.69,313.22,308.32,284.60,289.56,299.42,300.16,297.05,298.74,304.94,291.56
2022-11-15 22:01:31.563000,L9,282.04,275.67,263.91,263.26,249.35,264.58,263.77,276.29,311.85,309.45,314.51,313.72,287.87,314.18,321.81,322.58,313.49,308.42,314.48,310.35,311.19,312.00,312.13,295.88,298.45,296.37,300.64,299.99,305.82,305.09,289.47,281.70,299.44,317.31,313.25,308.08,284.07,289.50,300.21,299.56,296.46,298.81,304.83,292.14
2022-11-23 22:01:36.006000,L8,278.85,273.76,258.23,259.09,242.87,263.13,260.81,274.63,308.12,308.18,311.61,310.54,289.83,311.24,320.30,313.47,306.42,321.22,309.01,303.61,298.74,301.21,307.51,294.86,293.82,289.08,298.45,298.35,302.83,301.80,287.94,281.02,296.53,306.33,313.97,304.39,282.61,302.41,294.03,297.70,304.00,307.24,312.89,286.05
2022-12-26 21:55:17.492000,L9,,,,,,,,,,,,,,306.78,315.48,309.20,308.74,307.42,312.00,277.25,279.97,258.93,282.12,,,,,,,287.66,288.68,252.27,252.85,313.74,308.07,285.87,277.19,292.30,308.96,303.10,307.83,301.85,303.75,
2023-02-03 22:01:08.748000,L9,,,,,244.71,266.90,261.21,279.89,310.16,307.31,313.42,312.03,277.65,309.49,317.12,313.23,305.66,312.70,308.44,301.12,297.58,299.44,305.05,292.14,290.34,289.59,297.47,298.50,301.95,301.59,287.89,280.50,291.68,305.64,305.94,298.39,282.67,285.26,291.20,290.65,290.18,298.24,306.43,287.85
2023-02-03 22:01:32.711000,L9,,250.60,255.54,256.03,243.93,267.54,262.23,280.60,310.77,308.38,314.04,312.71,278.38,310.26,318.42,313.83,306.35,313.33,309.51,301.98,298.52,300.42,305.79,292.68,290.76,290.46,298.23,298.98,302.67,302.27,288.67,281.08,292.24,306.20,306.45,299.13,283.29,286.11,292.01,291.53,291.14,298.72,307.40,288.16
2023-02-04 21:55:14.883000,L8,,,,,,267.88,264.65,281.68,309.77,308.63,314.30,313.16,289.76,307.64,318.77,311.97,309.16,311.06,311.80,300.34,296.71,299.02,306.33,295.00,290.15,290.86,298.44,299.52,302.15,303.35,289.65,280.80,292.49,307.24,307.70,298.48,284.49,286.86,290.73,293.67,301.94,303.82,308.57,282.75
2023-02-19 22:01:01.085000,L9,,,,,,262.08,258.76,274.68,305.43,306.11,310.15,310.38,284.55,306.22,316.78,311.07,303.47,311.01,307.03,299.52,297.15,297.35,305.88,290.34,286.20,287.34,295.04,295.87,301.14,300.37,286.94,278.97,290.71,305.12,305.17,297.50,279.70,285.13,287.23,288.59,302.46,290.51,301.91,
2023-02-28 21:55:08.055000,L9,327.68,317.00,307.53,305.89,308.53,313.90,331.00,343.72,353.65,350.22,351.44,344.39,298.54,341.80,343.79,339.28,334.07,345.86,333.43,335.78,337.07,331.74,337.87,338.55,335.46,321.15,336.58,349.57,334.65,351.35,325.66,305.39,318.62,328.44,322.35,317.43,321.12,335.73,332.63,322.49,316.69,316.11,323.89,301.02
2023-03-07 22:01:13.298000,L9,,,,,,264.28,260.24,276.13,304.79,307.76,310.72,311.78,293.28,308.37,318.34,312.76,304.62,310.01,307.28,302.38,298.41,298.83,305.95,293.03,287.79,288.25,294.91,294.83,301.78,301.77,288.29,279.18,289.46,304.62,306.32,300.33,279.86,284.23,286.17,287.25,295.57,308.17,312.89,290.98
2023-03-15 22:00:36.469000,L8,333.95,323.57,299.15,299.16,286.31,299.34,306.67,316.49,347.49,340.64,341.15,333.51,305.78,351.35,349.95,344.77,348.83,337.52,351.15,340.35,331.39,328.14,329.20,339.69,336.50,322.13,333.21,345.26,333.11,333.76,334.78,311.19,308.05,325.66,320.11,315.65,326.63,329.14,332.19,319.31,299.86,306.69,317.17,339.11
2023-03-15 22:01:00.423000,L8,333.41,323.88,297.88,299.23,285.85,298.94,306.87,313.63,347.67,340.09,340.66,334.02,306.07,351.50,350.09,344.61,349.07,337.69,351.30,340.41,331.37,328.45,329.12,339.86,336.46,322.97,333.71,346.04,333.03,334.17,334.74,311.60,308.25,325.73,320.07,316.29,326.64,329.08,332.06,319.54,300.15,307.15,317.74,339.66
2023-03-23 22:00:43.748000,L9,333.95,316.66,311.57,298.40,291.69,301.66,318.00,337.74,360.61,348.46,342.63,344.21,305.52,346.66,351.75,335.78,338.00,342.67,360.39,341.35,324.30,322.48,329.39,336.46,330.96,317.97,334.56,350.13,333.35,342.44,338.95,327.38,316.53,326.55,324.47,306.82,309.28,319.37,326.46,335.90,309.36,304.73,328.32,336.29
2023-04-16 22:00:35.409000,L8,275.82,275.41,255.73,281.40,255.46,266.29,268.16,282.51,314.28,310.60,311.09,316.33,291.48,313.01,322.57,316.25,308.21,316.28,318.64,308.39,305.82,304.87,314.94,304.97,293.85,293.64,305.01,304.56,306.97,306.70,293.84,287.47,297.44,308.27,309.44,301.40,288.18,289.87,293.40,303.11,308.22,309.49,308.66,285.87
2023-04-24 22:00:52.245000,L9,309.90,301.64,292.39,295.40,293.24,298.89,317.92,329.48,342.11,340.54,345.35,335.08,277.63,336.98,334.30,340.97,332.17,330.91,332.32,331.44,324.83,328.92,322.76,325.80,330.70,308.30,323.23,337.66,327.84,318.74,303.58,305.19,302.88,319.70,320.59,314.21,301.71,299.37,306.13,306.05,311.41,314.11,309.78,335.56
2023-05-27 21:54:11.097000,L8,327.85,312.08,291.35,294.00,296.25,308.49,317.42,302.33,355.31,340.40,343.62,328.53,290.51,332.10,335.28,332.80,320.45,325.50,327.72,324.36,318.46,315.49,325.84,315.77,307.09,304.41,313.87,306.85,313.50,316.46,297.01,293.13,300.63,309.50,310.72,306.82,290.30,296.99,301.43,300.50,300.88,304.81,308.96,296.59
2023-06-12 21:54:19.106000,L8,326.27,312.96,302.09,292.76,298.21,304.43,313.74,333.82,354.76,343.37,340.39,337.06,295.71,341.17,342.02,335.45,336.17,334.56,334.44,326.09,329.58,326.91,331.98,341.12,330.20,321.86,332.22,313.49,327.14,332.50,311.63,302.16,314.28,322.76,317.96,310.11,301.51,311.62,302.61,332.65,327.88,315.14,317.34,305.37
2023-07-06 21:54:25.307000,L9,327.31,303.27,292.88,291.75,287.11,297.49,302.38,321.39,343.96,338.23,332.60,332.26,281.65,329.78,336.54,333.50,334.05,338.73,335.34,332.14,330.22,332.87,333.76,340.88,322.82,329.90,328.37,333.43,324.38,339.47,319.07,301.46,317.07,320.56,320.96,309.00,299.12,299.49,323.45,307.12,309.88,322.39,327.39,333.91
2023-07-13 22:00:39.192000,L9,,252.67,251.70,255.57,241.57,258.15,262.17,,,,,,,300.44,313.53,306.16,296.88,298.10,307.96,305.51,302.65,302.98,309.93,304.45,296.89,292.08,300.00,300.14,302.51,301.77,291.30,290.48,299.11,307.24,307.70,301.78,285.14,289.92,289.00,291.97,300.44,300.02,312.73,
2023-07-29 22:00:19.281000,L9,,,,,,,,,,,,,,,,,,,252.38,285.41,277.40,280.43,286.58,267.06,275.67,274.26,284.46,281.15,275.51,273.20,275.84,276.76,280.64,289.69,297.14,289.59,271.53,277.93,275.61,275.96,274.44,278.50,287.55,
2023-07-29 22:00:43.244000,L9,,,,,,,,,,,,,,,,,,,256.94,288.54,281.08,283.48,289.63,268.56,278.45,276.74,288.73,283.12,277.52,279.19,276.58,278.30,282.26,290.69,298.54,290.15,272.63,280.33,277.52,277.70,275.97,281.25,290.32,
2023-07-30 21:54:42.342000,L8,296.58,262.90,285.08,280.76,258.54,269.55,271.33,277.83,332.27,321.57,322.22,322.85,276.26,318.34,331.45,318.26,303.85,302.48,307.21,308.06,305.96,308.50,313.69,305.13,293.20,298.62,307.03,306.44,310.40,312.46,301.28,292.54,301.19,309.48,309.42,301.63,289.21,294.14,294.08,301.05,299.04,304.51,308.15,
2023-08-14 22:00:25.488000,L9,291.92,280.79,273.87,273.78,256.87,251.75,,,,,,,,339.64,340.04,337.64,332.79,321.48,326.43,310.98,324.04,317.68,321.94,316.49,308.74,318.26,335.42,362.79,351.10,359.11,343.84,330.39,328.20,343.95,347.35,329.60,325.97,328.32,327.04,321.16,321.93,328.20,334.73,
2023-08-14 22:00:49.451000,L9,,,,,,,,,,,,,,,,,,,,,,261.68,277.70,265.52,271.10,274.88,289.05,290.61,292.90,293.33,286.42,282.46,287.26,297.18,302.16,294.04,278.25,285.05,283.38,285.47,286.83,293.47,297.65,
2023-08-30 22:00:35.499000,L9,284.82,265.33,264.91,272.36,254.25,256.28,263.92,268.57,,,,,,314.99,325.66,309.28,299.40,296.70,303.23,306.79,301.33,314.85,313.89,298.44,293.83,303.86,306.86,304.30,313.09,310.35,295.50,289.55,302.28,311.13,310.49,303.89,288.28,290.93,291.97,302.58,304.53,303.04,316.06,
2023-08-30 22:00:59.462000,L9,285.27,265.73,266.41,273.05,254.63,256.96,264.62,268.89,,,,,,315.61,327.43,309.80,299.82,297.13,303.66,307.63,303.03,315.02,314.82,298.94,294.80,303.79,307.08,304.81,313.75,310.81,295.98,290.00,302.74,311.47,311.14,304.26,288.82,291.99,292.60,303.10,304.78,303.63,316.34,
2023-08-31 21:54:52.104000,L8,278.21,256.57,253.52,265.06,254.26,256.66,262.61,,,,,,,314.47,322.57,308.12,298.21,294.59,303.03,305.98,301.51,305.16,315.56,299.62,291.50,298.50,306.45,304.24,309.07,307.35,295.47,290.13,298.59,309.03,309.47,301.60,286.68,290.69,291.05,298.35,302.84,300.86,303.60,
2023-09-07 22:00:37.835000,L8,279.22,257.02,259.65,262.21,252.34,257.22,,,,,,,,310.81,319.94,308.99,299.46,296.51,304.86,304.46,301.12,304.22,310.14,301.30,295.60,296.62,305.33,299.94,306.87,306.14,291.98,286.33,294.41,307.14,308.11,299.78,283.34,289.26,289.21,292.90,300.08,301.45,317.76,277.14
2023-09-07 22:01:01.793000,L8,279.56,258.78,260.84,262.87,253.10,258.37,262.56,270.31,,,,,,311.72,320.50,309.58,300.32,297.44,305.35,305.63,301.85,305.40,310.83,303.18,297.05,298.04,305.92,301.21,307.89,307.14,292.58,287.48,296.20,308.34,309.11,300.72,284.34,290.07,290.28,294.36,301.46,302.46,318.70,277.69
2023-09-15 22:00:44.069000,L9,273.79,306.66,253.17,267.31,256.06,262.18,267.28,275.84,315.25,311.65,310.98,325.84,282.37,314.68,322.39,313.13,302.34,301.78,305.52,309.16,307.11,318.63,311.40,297.34,296.76,291.93,307.58,302.81,313.86,312.31,297.04,292.74,301.66,308.97,307.56,300.26,287.53,289.67,290.33,290.66,297.84,300.05,313.98,284.37
2023-09-15 22:01:08.032000,L9,274.34,306.54,254.62,268.05,256.98,262.69,268.76,276.38,315.99,312.37,331.41,326.23,283.42,315.19,322.80,313.77,302.96,302.21,305.99,310.14,308.18,318.82,312.43,298.00,298.42,294.29,309.25,303.94,314.82,313.04,298.41,293.86,302.83,310.02,308.88,301.02,288.53,290.49,291.54,291.70,298.73,301.27,314.17,285.12
2023-09-16 21:54:56.341000,L8,276.93,267.35,262.97,262.75,257.88,260.94,267.29,272.78,313.11,311.33,315.99,315.39,287.32,315.87,323.30,311.18,305.27,301.89,310.83,309.88,309.48,309.39,317.66,305.75,302.99,299.26,307.11,306.04,308.81,310.27,294.27,289.63,298.52,310.50,308.98,300.59,287.07,293.47,295.08,295.76,300.89,301.14,313.84,282.04
2023-10-09 22:00:48.556000,L8,272.46,257.30,252.75,258.95,254.43,260.91,265.72,274.77,316.83,311.44,330.31,330.68,288.81,316.08,324.32,314.55,306.13,309.30,326.53,315.31,322.82,306.90,311.97,307.29,303.15,310.09,329.98,307.51,316.45,326.76,315.61,288.80,307.30,321.96,321.82,305.15,289.44,292.05,292.62,303.60,308.18,316.26,317.47,294.36
2023-10-09 22:01:12.515000,L8,269.31,252.32,251.64,256.79,249.89,259.64,264.67,273.85,315.33,310.29,320.34,316.62,288.54,315.32,323.44,313.73,305.36,308.49,326.37,312.80,309.96,306.13,311.35,306.15,301.99,307.17,308.51,306.52,313.34,314.21,294.73,284.71,301.48,316.69,320.29,304.08,288.54,290.90,292.14,303.39,307.98,315.86,316.67,292.23
2023-10-18 21:55:00.891000,L8,,,,,,,,,,,,,,315.93,324.43,316.32,310.63,308.71,313.11,305.47,304.89,305.71,311.28,295.44,292.64,301.02,303.93,300.37,310.58,309.48,292.12,285.03,298.07,310.62,306.07,300.07,285.64,290.30,290.72,294.46,314.12,313.11,304.16,278.87
2023-11-03 21:55:04.612000,L8,301.93,310.18,307.12,306.57,308.55,313.57,327.77,340.00,355.15,339.43,341.02,330.40,292.48,334.62,340.19,348.36,346.24,338.77,335.24,317.17,327.47,324.78,324.67,329.48,328.46,319.25,331.52,333.85,336.16,337.19,313.72,307.02,307.75,320.30,327.99,321.00,327.66,318.24,323.83,314.18,308.96,302.82,317.26,324.07
2023-11-10 22:00:47.296000,L8,279.27,254.11,249.12,254.69,254.25,259.31,261.38,273.29,311.07,307.78,310.10,311.42,280.97,312.53,320.79,315.92,311.88,330.56,307.65,303.71,298.52,301.96,307.48,293.40,294.56,290.53,297.54,297.63,304.36,304.07,288.46,279.52,289.96,306.10,302.41,297.02,281.82,284.09,286.61,286.10,314.20,288.74,297.70,286.51
2023-11-10 22:01:11.260000,L8,,,,,,,,,,,,,,311.34,319.68,313.72,308.36,328.77,306.31,302.55,297.55,298.70,305.96,291.67,292.73,289.52,296.44,296.07,303.30,302.55,287.71,278.53,288.60,304.51,301.57,293.77,280.46,282.82,285.47,285.06,313.62,286.96,295.66,281.73
2023-11-11 21:55:03.116000,L9,,,,,,,,,309.07,304.48,309.32,307.10,279.14,311.28,320.70,316.61,309.88,321.15,306.28,301.78,298.11,300.74,306.56,293.88,292.88,289.45,299.13,299.87,301.29,302.27,287.71,280.44,292.49,305.03,302.60,294.97,282.44,286.44,286.75,287.88,289.85,293.65,298.50,290.64
2023-11-26 22:01:17.763000,L8,,,,,,,,,303.01,303.34,307.72,308.08,282.87,308.60,317.67,311.96,308.13,320.45,309.12,299.87,295.75,296.65,303.94,291.17,290.92,287.69,294.80,295.35,301.26,299.55,285.37,278.08,288.42,303.63,299.87,293.78,277.91,281.54,284.74,287.35,301.72,308.20,305.05,289.90
