dates,satname,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043,nzd0343-0013
2015-05-12 21:59:40.983000,L8,301.90,321.32,304.23,304.68,311.68,328.58,325.97,355.70,371.01,355.56,350.30,346.50,281.54,343.14,342.11,339.24,331.71,328.05,332.47,334.84,328.81,324.31,323.87,325.42,316.12,308.77,320.36,328.52,324.06,327.94,304.38,306.54,308.98,316.09,316.13,300.12,292.53,305.04,311.59,301.20,296.02,299.69,310.52,338.62
2015-05-12 22:00:04.946000,L8,,,,,,264.56,260.19,280.42,310.68,311.75,309.08,314.57,275.84,306.83,321.02,302.99,305.80,320.27,322.92,300.78,301.27,301.33,308.75,298.65,285.91,296.79,308.69,304.15,302.04,298.53,298.42,296.07,303.29,309.22,310.85,298.09,284.74,288.84,286.80,288.81,287.99,293.46,302.93,280.12
2015-05-28 21:59:43.617000,L8,334.91,325.37,323.42,319.32,333.39,333.04,353.08,384.47,385.30,373.17,357.96,358.34,292.99,351.92,344.49,333.09,324.72,334.98,332.59,332.55,348.12,330.43,332.48,335.04,332.41,326.44,336.34,352.56,342.67,350.72,339.05,309.62,314.67,320.46,330.01,313.32,309.03,310.66,310.12,311.84,305.26,309.40,308.06,352.38
2015-05-28 22:00:07.580000,L8,,,,,,259.84,257.30,278.15,307.48,310.44,306.92,311.30,,305.43,318.64,291.30,295.29,293.31,306.49,302.92,302.58,299.86,308.66,294.43,286.33,291.22,306.87,298.61,293.36,284.12,295.12,293.99,299.37,302.25,306.23,297.25,283.80,287.91,287.08,284.96,288.28,299.82,301.66,
2015-06-06 21:54:04.546000,L8,318.38,319.01,309.21,308.37,328.00,342.47,339.92,354.07,367.63,361.26,348.64,351.77,293.51,346.09,343.82,333.46,332.91,319.78,315.90,324.07,328.93,322.89,321.27,328.89,317.32,312.07,322.25,325.93,326.09,328.47,319.71,310.15,304.22,314.85,312.78,303.50,296.76,299.79,303.57,306.82,304.26,301.58,301.84,346.39
2015-06-13 21:59:55.847000,L8,344.29,327.97,324.23,325.25,337.22,336.77,344.37,371.25,387.31,371.20,361.54,355.22,359.91,363.20,353.50,349.48,346.82,335.33,339.14,340.22,342.38,336.39,338.19,345.09,337.72,324.12,337.03,353.14,348.39,352.85,336.08,323.34,323.02,330.73,319.62,311.30,308.42,316.81,313.09,307.70,320.07,319.93,315.94,359.72
2015-06-13 22:00:19.815000,L8,332.93,322.97,319.39,320.97,332.02,334.02,341.97,367.94,384.75,369.22,360.11,353.19,321.94,360.82,351.75,346.27,342.13,333.10,337.64,336.80,337.29,333.43,335.31,341.62,334.89,320.29,333.02,342.42,343.99,350.34,313.07,300.01,317.79,325.99,317.38,308.69,306.91,313.40,310.85,305.27,315.43,317.56,313.89,355.59
2015-06-29 22:00:02.432000,L8,329.85,325.23,319.29,323.21,335.28,342.38,356.52,356.06,378.15,370.01,358.78,352.90,285.08,343.26,343.33,324.93,321.51,323.30,331.15,330.44,322.58,320.55,329.58,335.62,339.29,326.28,341.10,330.67,335.49,338.57,321.00,304.87,315.03,322.47,318.04,307.43,301.83,305.42,313.10,308.88,309.60,317.02,315.97,349.91
2015-06-29 22:00:26.396000,L8,330.39,325.89,320.46,328.33,337.73,342.91,356.96,357.86,379.09,370.23,359.13,353.66,354.40,343.62,343.63,325.87,322.16,324.08,332.37,331.75,323.40,321.78,330.63,338.58,340.47,327.00,341.89,332.47,338.70,339.29,321.54,323.33,315.29,322.78,318.45,307.83,302.50,307.96,313.48,309.28,310.68,317.46,316.61,350.27
2015-07-31 22:00:40.324000,L8,349.13,332.14,327.83,336.06,336.67,354.31,360.08,380.03,389.90,382.58,368.10,360.20,359.55,364.82,356.80,344.03,336.12,331.99,340.75,328.98,320.71,321.80,339.25,343.32,343.51,328.16,351.64,350.21,342.57,348.98,330.51,323.12,324.18,331.85,328.84,313.68,317.32,313.77,315.57,313.10,299.45,309.69,312.12,359.08
2015-08-16 22:00:22.731000,L8,296.03,313.43,303.45,300.56,303.36,308.75,285.91,290.73,363.75,326.91,321.25,334.91,,340.55,347.42,330.69,326.23,322.28,321.01,308.99,308.67,302.34,318.78,315.52,302.99,308.93,325.60,309.13,322.73,325.91,308.74,300.55,314.54,321.10,314.10,305.05,304.71,307.99,303.93,295.93,296.36,297.71,304.53,354.11
2015-08-16 22:00:46.699000,L8,339.23,316.28,310.45,306.29,313.96,343.50,345.17,316.39,373.22,339.37,365.79,345.20,,342.43,349.23,333.41,327.74,325.83,324.40,312.14,310.67,305.42,322.02,323.14,309.11,314.32,330.21,335.83,325.78,327.80,316.13,306.76,317.53,325.84,316.32,307.39,306.53,311.00,306.67,297.70,298.55,299.48,306.82,356.01
2015-08-25 21:54:39.518000,L8,304.47,289.13,311.93,304.98,305.53,318.47,334.05,301.44,360.54,342.46,362.85,346.45,291.24,344.28,348.56,341.65,329.45,321.21,320.70,320.92,322.40,327.32,324.67,322.44,308.58,314.48,327.00,317.00,328.63,327.79,316.58,317.64,322.87,324.53,323.66,316.99,310.00,314.92,314.59,302.53,304.46,311.75,316.45,308.90
2015-09-17 22:01:00.336000,L8,345.07,322.79,311.59,319.79,312.65,330.70,311.30,300.08,372.99,373.79,362.58,347.43,358.83,352.49,339.85,332.63,320.69,312.72,322.63,318.67,307.34,306.94,319.61,317.99,314.89,307.95,333.04,341.50,331.71,328.37,313.16,300.33,306.25,318.13,318.36,310.84,298.73,311.40,311.65,301.90,299.86,298.22,304.15,353.60
2015-12-06 22:00:46.946000,L8,272.98,275.26,250.49,267.01,262.30,270.63,264.74,284.20,319.80,310.67,312.07,315.93,,311.80,318.70,316.12,303.91,312.95,315.69,314.34,307.93,314.25,316.70,292.79,292.83,293.68,305.98,299.57,303.99,308.39,289.49,283.23,305.94,320.44,319.10,310.61,278.07,282.13,294.96,297.60,296.34,304.74,303.64,306.99
2015-12-06 22:01:10.909000,L8,332.58,310.71,302.69,292.44,326.91,342.93,364.13,369.90,393.95,385.25,373.70,369.43,305.65,355.75,343.77,330.16,323.62,327.43,330.56,324.81,320.55,320.64,328.00,330.13,328.19,317.84,337.59,350.00,327.76,341.01,326.00,317.01,320.64,331.78,328.48,319.35,314.86,316.93,303.04,306.11,303.79,309.93,309.05,344.87
2016-02-08 22:01:03.169000,L8,,,,,,,,,,,,,,305.40,313.64,305.55,294.94,298.57,307.38,297.23,294.49,295.30,304.54,291.90,288.49,290.27,303.59,297.77,299.80,298.47,289.64,281.43,289.61,304.32,300.79,290.02,277.44,278.12,281.69,289.53,313.00,285.11,314.66,310.07
2016-02-24 22:00:32.934000,L8,,,,,,,,,,,,,,304.88,316.47,305.87,292.22,295.54,303.08,296.16,292.20,291.05,305.24,292.40,286.90,286.69,311.32,294.38,298.50,296.49,289.55,281.36,287.28,297.54,302.97,288.23,276.14,277.44,277.48,282.19,302.80,304.06,306.45,310.10
2016-02-24 22:00:56.902000,L8,,,,,,,,,,,,,,304.46,316.20,305.25,291.36,294.70,302.32,296.09,292.04,290.62,304.88,291.34,285.45,286.86,308.51,293.04,298.52,295.55,289.47,281.30,286.96,296.69,302.04,288.73,275.36,277.37,277.12,278.79,302.80,303.70,306.06,308.36
2016-03-27 22:00:21.157000,L8,295.07,315.40,319.63,314.77,326.96,310.82,336.95,293.43,345.33,325.73,366.53,363.86,302.60,339.88,330.28,320.04,313.52,308.95,320.62,320.81,314.38,314.49,319.84,328.14,300.93,306.57,319.58,325.46,335.91,331.00,308.03,309.77,299.97,316.80,320.30,301.91,291.58,309.33,306.93,296.89,298.50,294.48,298.93,318.96
2016-03-27 22:00:45.116000,L8,296.00,316.42,321.02,314.97,328.23,325.96,339.32,294.26,346.43,327.66,366.89,365.28,304.36,323.73,331.91,320.31,314.80,311.37,322.26,321.80,315.47,315.95,320.91,327.89,303.84,308.01,321.04,326.29,338.40,332.63,311.24,310.94,301.81,317.85,321.34,302.76,293.73,309.83,309.01,298.04,299.74,295.54,299.55,320.33
2016-04-28 22:00:13.508000,L8,288.49,301.15,296.02,290.56,263.88,271.26,300.40,291.21,343.44,318.24,313.42,329.52,274.63,314.77,322.40,312.66,304.21,303.44,327.29,309.16,311.69,312.15,312.03,305.79,291.26,296.18,320.54,302.90,307.30,328.42,301.88,297.88,300.21,308.80,310.29,298.94,285.67,289.01,284.03,284.08,287.04,294.42,297.71,316.98
2016-04-28 22:00:37.466000,L8,289.06,304.63,297.14,291.19,265.36,271.79,303.08,292.24,345.42,320.18,315.00,331.09,275.65,316.50,323.13,313.71,309.07,307.01,327.84,310.68,312.38,312.41,312.84,316.17,292.75,296.85,321.32,303.68,308.27,328.76,302.49,298.40,301.65,309.28,310.96,299.37,286.46,289.48,285.56,285.73,287.75,295.40,298.66,318.67
2016-05-07 21:54:27.379000,L8,306.99,315.33,304.07,299.51,303.04,311.34,322.86,304.38,358.28,335.40,334.65,338.30,282.97,340.18,334.78,328.04,321.85,322.80,326.56,322.92,317.13,317.20,324.65,333.79,295.60,314.15,317.55,310.87,312.18,311.67,304.88,298.39,302.24,311.02,310.53,299.03,290.17,292.22,291.97,287.98,311.55,302.48,311.34,328.90
2016-05-23 21:54:29.497000,L8,346.85,344.66,338.37,326.76,350.89,360.25,360.11,370.51,379.20,368.91,359.08,364.90,347.76,351.54,360.65,343.27,324.79,341.57,328.28,318.15,321.17,326.86,324.87,324.72,315.19,306.87,316.15,330.07,336.30,341.43,327.27,309.96,315.01,322.70,318.58,307.50,305.41,311.20,303.18,303.28,308.19,308.06,311.60,349.61
2016-06-08 21:54:33.646000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.88,259.94,253.30,259.35,285.07,291.96,273.23,260.83,266.05,264.89,260.63,268.62,,,
2016-06-15 22:00:21.016000,L8,329.04,321.63,327.11,304.63,323.54,360.35,361.16,385.01,393.71,378.24,380.57,368.11,361.46,357.63,366.67,354.55,348.98,331.09,332.60,325.03,331.16,337.36,336.03,336.20,330.75,316.22,336.71,348.88,345.60,334.37,308.70,300.88,307.03,322.60,318.17,304.22,297.07,302.72,294.87,307.15,301.13,310.68,315.60,363.29
2016-06-15 22:00:44.975000,L8,298.44,313.28,297.23,295.22,283.61,269.90,281.06,290.86,353.65,332.16,314.67,338.64,278.34,339.80,328.90,318.16,309.87,316.95,324.59,316.27,316.71,316.71,323.84,326.55,296.77,307.26,315.21,307.69,306.29,307.07,302.66,295.19,297.73,308.03,311.78,298.98,287.96,291.51,286.63,283.95,288.80,301.75,308.47,307.80
2016-06-24 21:54:39.639000,L8,,,,,,,,,,,,,,,,,,,,,,,259.41,261.88,261.16,256.80,267.38,266.97,268.04,261.53,265.62,262.16,270.97,295.78,300.15,290.45,276.19,280.18,276.16,275.48,281.53,284.24,292.25,
2016-07-01 22:00:30.433000,L8,,309.87,290.97,292.90,254.43,266.56,274.63,285.68,341.78,321.04,310.86,330.20,,307.39,323.95,312.06,307.48,309.82,312.82,308.16,299.94,299.93,309.68,327.39,291.43,301.94,313.95,305.09,303.03,303.50,301.36,292.85,295.64,304.78,305.11,297.43,285.24,288.58,284.44,282.21,287.85,292.07,305.66,302.18
2016-07-01 22:00:54.396000,L8,,309.35,252.13,291.57,253.75,265.14,273.93,283.49,337.41,319.54,310.23,328.27,,307.79,323.47,311.89,307.69,310.05,312.55,307.65,299.59,300.18,309.89,325.74,293.59,301.40,312.65,304.01,301.29,302.17,300.12,292.08,295.59,304.11,304.93,296.61,284.84,288.50,284.10,282.40,287.12,291.27,305.86,302.19
2016-07-26 21:54:52.598000,L8,,,,,,,,,,,,,,298.89,308.06,295.55,290.34,296.23,303.19,296.39,296.74,296.74,302.02,300.29,276.53,290.45,304.92,290.72,297.49,285.00,295.14,292.50,301.05,303.22,302.21,296.26,285.01,286.50,282.00,281.61,285.99,287.36,292.88,286.52
2016-08-18 22:00:44.970000,L8,,,,,,,,,,,,,,290.45,302.05,272.10,287.96,289.52,296.32,275.81,282.35,283.85,295.15,275.83,281.93,284.89,295.36,293.97,294.45,294.35,290.13,288.34,295.84,305.10,307.19,302.08,285.25,288.62,291.06,291.30,295.42,302.37,306.89,
2016-08-27 21:55:02.012000,L8,301.36,288.07,332.21,326.07,327.18,329.05,347.16,362.05,384.75,371.57,379.11,373.43,359.44,369.26,367.93,350.18,331.61,322.68,317.01,321.99,330.63,325.18,320.11,333.24,328.77,316.21,336.29,346.98,324.81,340.40,325.71,312.66,315.17,322.82,320.88,309.19,306.63,319.30,322.39,314.72,305.20,309.98,315.12,366.07
2016-09-12 21:55:06.035000,L8,,,,,,265.80,258.46,280.03,309.91,307.26,308.35,306.66,,304.40,315.18,303.57,297.44,298.76,302.94,300.49,298.83,298.95,305.53,290.61,284.47,288.97,304.29,293.48,301.45,288.94,289.82,289.97,290.87,302.99,304.38,299.19,279.05,284.19,283.85,284.34,295.04,289.67,315.37,283.54
2016-10-30 21:55:13.361000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,350.46,343.01,299.24,306.66,319.03,284.22,311.71,333.95,300.61,302.27,306.19,332.88,,,313.10,308.35,326.23,
2016-11-15 21:55:12.541000,L8,,,,,,,,,,,,,,302.58,309.17,296.93,293.38,294.32,303.90,298.59,294.82,295.68,299.65,279.49,284.88,289.77,295.64,290.58,296.25,292.65,283.34,279.41,286.93,296.77,298.96,295.13,273.63,278.36,281.69,284.73,302.65,300.54,312.96,
2016-11-22 22:00:59.693000,L8,,,,,,,,,,,,,,296.67,304.62,291.85,288.18,291.01,308.77,292.70,289.05,289.35,296.93,276.08,279.70,286.22,291.27,287.34,292.30,288.06,281.51,276.59,283.44,294.35,293.24,291.00,268.37,275.35,276.03,278.19,285.67,289.18,291.57,
2016-11-22 22:01:23.648000,L8,,245.82,244.11,251.98,241.05,268.22,259.94,280.29,311.60,304.09,310.49,307.63,283.96,302.94,311.06,299.88,293.29,297.14,311.80,295.85,295.07,294.37,301.21,286.16,283.76,292.92,301.20,292.28,298.38,296.55,286.56,280.11,287.74,310.07,297.88,309.10,272.60,278.39,278.63,294.00,291.64,293.02,295.23,293.07
2017-01-09 22:00:50.195000,L8,276.87,273.36,260.40,272.56,260.72,271.06,273.14,283.89,325.96,309.89,312.42,315.11,,309.37,316.36,310.25,316.65,307.92,325.88,311.20,307.14,309.32,309.69,293.37,291.02,303.97,321.34,298.98,301.60,319.09,291.34,283.58,307.19,316.30,301.96,318.44,278.55,314.46,302.27,302.52,299.97,303.60,306.36,313.43
2017-01-09 22:01:14.158000,L8,,,,,,,,,,,,,,303.82,311.38,301.52,297.68,302.27,311.00,295.56,289.41,292.41,299.60,286.16,286.32,293.02,305.37,293.51,297.30,297.56,286.10,279.89,287.94,306.22,296.34,290.09,273.53,277.46,284.03,297.76,296.29,301.91,297.09,304.57
2017-01-25 22:00:44.753000,L8,273.54,277.88,259.56,278.22,265.87,271.69,282.27,289.76,331.04,314.53,315.79,320.25,276.20,313.05,318.90,313.67,308.40,325.41,327.91,316.52,299.03,314.26,319.85,296.05,300.65,309.89,324.25,305.11,306.88,307.56,323.73,317.67,313.16,321.04,328.90,321.50,318.07,318.10,310.02,307.74,308.98,306.26,313.89,313.22
2017-01-25 22:01:08.707000,L8,273.36,277.38,255.07,278.28,265.41,271.51,277.57,290.24,331.02,314.04,315.84,320.06,275.23,313.10,318.94,313.41,307.24,324.83,328.14,310.92,299.17,311.26,319.50,295.60,293.18,310.01,324.62,304.21,307.94,308.47,293.05,318.64,313.77,321.29,329.46,322.29,318.59,319.52,311.75,308.12,309.28,306.79,314.24,312.78
2017-02-10 22:00:36.499000,L8,,,,,240.50,268.01,259.66,279.84,307.92,307.23,308.74,311.95,,306.89,312.91,304.23,296.84,301.41,325.44,307.79,298.08,299.83,318.48,292.31,289.11,312.26,319.67,295.03,301.08,299.05,288.09,281.58,289.41,320.80,300.18,294.82,274.97,278.42,281.38,295.40,306.10,307.73,313.49,310.01
2017-02-10 22:01:00.454000,L8,,254.49,246.41,271.79,252.58,269.76,261.82,281.87,311.34,308.65,310.20,313.54,,308.46,314.55,306.43,298.38,306.34,325.99,309.78,299.90,304.46,321.82,293.59,289.61,314.27,321.58,296.34,302.29,300.74,289.64,282.79,290.52,321.98,302.54,305.47,276.65,279.62,283.31,302.06,307.36,309.35,314.66,311.25
2017-03-30 22:00:14.213000,L8,,,,,,266.58,261.05,279.43,315.89,309.34,310.83,319.91,,307.18,317.16,308.22,304.23,300.77,306.36,298.29,294.97,295.45,304.77,296.67,285.28,298.09,307.45,296.48,307.99,299.87,292.51,291.60,298.65,313.88,309.87,298.56,283.25,286.64,284.98,292.43,286.71,285.78,298.07,306.21
2017-03-30 22:00:38.167000,L8,,,,,,267.31,263.44,280.80,317.92,310.64,312.43,321.60,,309.00,319.09,310.54,306.18,302.71,308.53,299.87,296.56,298.14,306.21,298.07,287.35,299.46,308.49,298.47,308.46,303.29,293.54,293.01,300.14,314.53,310.69,299.26,284.06,287.72,286.74,294.92,287.90,287.00,299.55,310.08
2017-04-15 22:00:06.096000,L8,294.54,300.72,288.67,289.70,268.34,298.35,306.64,295.85,345.80,322.10,343.71,353.29,299.25,324.95,339.66,322.87,308.65,312.24,311.11,324.80,324.56,329.13,317.98,323.83,311.86,307.98,321.53,327.52,326.99,315.11,304.61,295.69,303.42,309.30,308.81,304.43,295.34,294.28,305.76,289.21,289.90,297.02,300.30,319.22
2017-04-15 22:00:30.050000,L8,347.56,325.22,295.05,292.88,281.45,304.52,338.32,302.42,370.33,328.02,366.62,355.08,303.71,339.83,342.11,326.06,311.03,314.21,313.57,327.11,326.16,330.51,319.62,325.17,313.95,309.16,322.89,329.74,329.17,318.34,306.92,297.81,306.07,311.49,311.39,306.15,297.67,296.45,307.61,290.69,292.87,298.95,304.07,326.60
2017-05-01 21:59:55.729000,L8,329.33,316.38,306.92,304.03,317.44,328.88,331.56,306.83,363.53,351.91,354.30,361.14,290.37,331.61,341.23,322.61,310.95,312.97,317.08,321.10,314.71,306.78,312.23,313.01,304.20,299.54,314.38,321.65,305.88,318.88,313.18,301.69,298.96,301.34,306.94,294.16,293.11,296.92,294.28,287.88,287.15,290.72,299.99,345.33
2017-05-01 22:00:19.697000,L8,330.35,318.00,311.10,305.11,318.01,330.09,333.22,330.75,364.95,352.69,356.45,362.29,292.27,333.55,342.14,324.35,312.33,314.32,318.60,323.29,317.34,308.64,314.01,316.18,305.65,300.58,315.17,324.73,307.20,319.92,314.14,304.29,299.79,302.30,307.95,295.50,295.79,298.00,295.92,289.61,289.77,292.75,303.76,346.36
2017-06-11 21:54:33.448000,L8,331.50,346.34,333.94,328.48,340.91,350.09,357.70,374.49,379.95,384.52,367.51,362.05,354.66,354.61,353.51,344.89,339.70,338.96,335.74,328.15,327.26,324.99,333.70,327.93,328.16,314.24,320.25,322.41,323.22,331.96,315.01,308.58,315.72,322.53,317.43,309.51,300.69,309.33,299.53,303.56,306.60,308.08,316.31,350.83
2017-06-18 22:00:46.718000,L8,333.96,324.34,303.89,306.96,308.85,341.61,347.98,366.74,386.06,370.19,365.70,363.02,288.96,351.43,351.85,337.92,327.82,321.19,326.16,317.71,321.22,318.84,329.36,327.99,319.86,303.94,321.84,317.17,322.60,316.15,306.52,298.01,306.64,315.69,314.67,308.04,299.40,300.48,302.14,293.27,294.91,305.90,305.41,356.40
2017-07-04 22:00:26.578000,L8,354.26,329.67,326.76,321.27,331.29,330.56,349.36,361.47,382.73,378.55,379.30,367.69,357.04,345.35,342.23,328.76,330.41,336.09,328.31,326.43,331.23,335.01,339.68,333.28,326.18,318.48,327.23,317.09,322.68,331.03,317.39,306.03,305.96,312.57,315.38,302.31,295.73,317.01,320.24,323.00,316.06,311.45,324.41,353.77
2017-07-04 22:00:50.541000,L8,353.74,328.82,327.02,323.71,331.23,330.10,348.80,361.25,382.68,378.33,378.94,367.45,358.63,345.21,342.13,329.86,330.65,337.38,329.66,329.67,331.83,335.83,339.69,335.77,326.40,318.63,327.11,317.15,322.51,330.35,316.23,305.54,306.24,312.59,315.28,303.01,295.71,316.81,319.48,322.78,316.56,312.29,324.97,353.61
2017-09-06 22:01:09.877000,L8,310.78,318.86,307.00,318.12,319.20,335.58,344.88,323.58,375.21,352.66,365.88,369.52,319.89,351.66,368.45,342.34,338.06,338.38,332.77,331.45,330.10,336.58,331.05,333.82,327.04,321.65,333.20,348.15,336.13,331.29,315.94,311.21,317.67,322.76,324.34,310.23,308.62,310.50,321.21,316.39,309.11,316.61,320.72,324.09
2017-09-22 22:00:49.855000,L8,,,333.23,323.73,323.41,333.72,339.75,360.49,382.82,361.48,358.60,357.26,348.54,361.35,344.61,338.78,334.54,331.42,338.27,335.92,332.77,322.14,327.51,338.62,326.98,318.79,329.55,337.30,324.39,337.54,325.65,311.11,316.48,321.96,329.17,315.35,308.15,315.16,315.16,308.30,306.26,309.76,316.26,359.18
2017-09-22 22:01:13.818000,L8,,,338.96,324.55,325.52,334.63,340.87,360.89,384.87,362.30,358.83,358.50,349.01,362.28,346.26,339.71,334.75,331.94,338.55,336.16,333.81,322.69,327.75,339.30,327.84,319.12,329.38,338.07,324.94,338.47,327.14,311.77,317.23,322.32,329.46,316.71,308.00,315.34,315.59,309.20,306.35,310.17,317.23,360.55
2017-10-01 21:55:06.697000,L8,332.63,327.64,315.19,318.45,328.29,329.20,313.94,300.54,347.38,335.98,367.56,363.82,308.85,351.74,359.91,351.98,339.61,336.39,332.08,336.13,330.05,321.95,337.54,339.23,330.02,323.06,334.47,346.31,326.61,330.46,318.66,314.87,317.03,323.05,333.42,312.25,309.23,314.33,321.64,322.65,308.14,308.73,315.57,324.52
2017-10-24 22:01:21.408000,L8,288.48,278.43,267.19,282.80,268.07,281.59,286.64,292.74,331.13,320.27,319.65,325.29,306.30,320.30,332.20,323.84,326.94,309.35,331.98,311.77,323.50,315.69,317.98,306.06,310.16,302.69,317.86,335.20,325.95,322.06,308.91,303.26,307.58,319.30,317.20,308.08,304.35,304.31,301.96,300.09,297.40,299.61,310.09,317.23
2017-12-11 22:00:48.493000,L8,,,,,250.75,268.08,264.09,280.62,311.24,308.10,309.20,313.45,,309.31,316.80,306.69,297.55,299.01,305.73,299.55,295.07,298.49,302.90,293.76,298.40,291.62,302.88,299.09,301.06,299.47,287.43,282.34,293.59,311.55,310.20,297.47,278.06,283.93,301.75,309.67,304.65,305.37,312.54,294.51
2017-12-11 22:01:12.448000,L8,,,,,246.85,269.52,265.54,282.75,312.82,309.47,310.88,314.43,,311.03,318.24,307.74,298.58,300.30,306.64,300.78,296.38,299.56,304.41,294.98,297.96,293.46,304.34,300.17,302.45,300.74,288.97,283.78,295.24,314.32,312.19,299.16,279.65,285.28,287.65,310.91,306.11,306.69,313.31,295.46
2017-12-20 21:55:04.332000,L8,,,,,,,,,,,,,,301.03,312.14,295.21,292.11,293.69,304.92,295.93,289.17,290.84,299.51,289.16,288.80,296.78,300.88,294.26,296.55,296.41,284.78,277.38,286.39,296.74,296.90,304.68,270.66,275.78,283.41,300.30,295.46,293.11,288.40,287.29
2018-01-12 22:00:43.434000,L8,,,,,,,,,,,,,,273.30,290.97,267.92,281.60,283.87,290.20,285.40,296.35,299.55,313.86,284.91,301.56,295.25,313.42,307.90,318.42,250.71,271.17,304.01,295.00,325.70,337.36,307.79,283.06,284.99,307.53,297.88,294.38,304.16,312.92,
2018-03-17 22:00:35.960000,L8,,,,,,,,,305.27,302.99,307.88,317.17,286.87,308.16,316.47,307.45,296.80,299.78,303.71,300.49,294.80,295.45,304.60,295.03,287.03,300.54,314.88,296.78,304.06,301.18,293.09,284.68,309.31,314.22,308.59,305.23,281.42,284.31,286.60,291.65,309.23,303.10,311.44,298.91
2018-04-18 21:59:55.573000,L8,,,,,,,,,,,,,,,,,,240.81,291.35,284.63,280.69,274.93,279.69,264.62,266.22,270.31,280.68,276.21,272.20,268.61,271.05,271.50,274.89,287.69,295.95,289.31,266.04,272.23,272.30,271.76,272.51,277.51,284.70,
2018-04-18 22:00:19.528000,L8,,,,,,267.34,262.38,283.48,308.97,308.71,305.63,315.03,286.12,306.30,317.10,306.14,296.41,298.08,304.84,300.79,298.57,296.94,307.52,296.08,288.04,305.37,310.00,302.08,301.81,303.34,294.77,292.22,298.23,307.01,312.88,301.13,283.21,288.83,290.12,287.99,300.88,294.33,303.76,291.65
2018-05-20 21:59:59.627000,L8,,259.09,258.11,280.74,239.65,267.41,262.32,283.16,309.62,308.06,306.18,314.76,281.55,308.96,319.19,307.58,297.76,301.17,310.72,305.83,302.28,306.02,310.50,296.33,288.57,296.90,301.26,297.00,300.31,299.48,293.15,290.19,293.53,301.89,301.55,292.81,283.78,285.62,285.45,286.68,285.35,288.21,296.36,273.09
2018-06-14 21:53:45.680000,L8,364.47,344.73,341.98,336.29,309.79,342.94,346.07,355.76,374.07,361.77,358.99,355.17,354.86,356.87,359.75,352.09,342.61,329.32,337.03,339.98,333.02,326.56,341.34,339.19,331.72,316.75,333.68,346.29,331.86,341.44,310.38,303.17,310.10,319.69,320.67,309.65,306.67,308.85,315.26,317.42,317.70,315.96,316.23,340.50
2018-06-21 22:00:01.138000,L8,,254.72,268.84,278.10,315.32,277.81,299.12,298.58,337.29,348.35,352.18,343.00,294.91,337.33,340.06,327.37,327.91,324.05,328.45,320.08,314.77,319.38,321.45,314.71,307.08,307.84,319.11,312.09,301.69,312.37,306.11,329.37,307.81,316.54,319.17,308.95,293.82,302.28,321.21,310.74,301.12,302.26,303.94,300.72
2018-07-16 21:54:03.204000,L8,302.31,317.51,310.55,305.16,308.48,317.02,325.64,298.72,366.29,366.38,310.76,359.05,273.69,351.63,349.28,331.30,317.72,321.94,320.42,318.35,316.61,309.62,320.99,317.25,312.63,302.73,314.33,317.27,315.89,317.38,306.20,301.49,300.16,315.87,319.31,304.03,296.11,295.79,297.26,297.38,294.74,297.41,304.60,288.36
2018-08-01 21:54:10.706000,L8,328.82,322.62,315.67,314.62,318.85,324.51,339.11,360.01,381.99,362.38,362.47,358.27,294.55,343.55,347.24,340.19,331.31,327.40,330.85,332.30,326.82,325.53,328.38,330.89,322.46,310.62,324.38,325.49,322.53,317.41,313.04,319.36,316.47,321.20,319.91,314.49,304.55,315.61,313.89,300.92,298.86,301.67,308.20,309.64
2018-08-08 22:00:01.706000,L8,,,,,,266.84,267.14,282.98,309.38,309.31,308.98,315.97,282.53,314.39,324.43,319.18,312.09,307.82,325.14,304.14,305.93,312.52,320.40,311.14,301.40,303.91,310.70,300.87,304.61,295.75,294.71,290.62,304.19,361.61,312.29,324.08,300.52,330.29,314.73,314.68,313.32,314.78,318.79,289.71
2018-08-08 22:00:25.669000,L8,,,,,,266.68,267.10,282.77,309.23,309.43,309.11,315.81,282.42,314.52,341.68,318.85,312.53,308.23,325.46,304.29,305.96,312.59,320.46,311.04,301.52,304.06,310.68,300.87,304.58,295.79,294.52,290.57,303.94,361.86,312.15,323.84,300.85,330.37,314.90,314.71,313.32,314.83,318.98,290.00
