dates,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0013,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043
2019-01-31 22:00:25+00:00,294.0,271.69499999999994,256.375,267.465,254.555,273.525,267.635,290.24666666666667,315.95000000000005,320.28,319.28,326.88000000000005,304.62666666666667,300.2725,319.07666666666665,320.645,312.20000000000005,304.025,304.07,309.585,313.3066666666667,310.83,311.59666666666664,316.47666666666663,306.84999999999997,301.5566666666667,293.345,302.755,311.49,305.345,303.2,291.36,288.97,292.05,303.945,302.845,295.85,280.26,284.375,288.91999999999996,291.515,291.04,,
2019-02-16 22:00:47+00:00,293.4325,275.0533333333333,256.5566666666667,266.65,257.20666666666665,272.99333333333334,267.56,288.8,315.6333333333334,317.94,318.48249999999996,324.6175,304.62666666666667,300.588,317.5275,320.74333333333334,311.7866666666667,303.3066666666667,303.68333333333334,309.5733333333333,310.9325,307.875,308.36,313.79999999999995,305.16999999999996,299.4775,293.7366666666667,302.97333333333336,309.57,305.85,303.90000000000003,291.33,287.4225,291.68,304.08666666666664,302.99333333333334,296.48333333333335,280.46999999999997,284.31333333333333,288.5566666666667,291.33666666666664,291.37,,298.37
2019-03-04 22:00:42+00:00,289.18,275.0533333333333,256.5566666666667,266.65,257.20666666666665,272.99333333333334,267.56,285.81333333333333,315.6333333333334,311.71,316.21999999999997,317.03333333333336,321.41333333333336,307.464,315.8425,325.71999999999997,311.7866666666667,303.3066666666667,303.68333333333334,309.5733333333333,303.81666666666666,300.51,300.05,307.8066666666666,299.53666666666663,294.2633333333334,293.7366666666667,302.97333333333336,307.60499999999996,305.85,303.90000000000003,291.33,283.36,291.68,304.08666666666664,302.99333333333334,296.48333333333335,280.46999999999997,284.31333333333333,288.5566666666667,291.33666666666664,291.37,,298.37
2019-05-07 22:00:32+00:00,291.07000000000005,284.87999999999994,257.665,271.585,263.28499999999997,281.39,267.68000000000006,287.40000000000003,320.00666666666666,315.68333333333334,324.6033333333333,318.06,304.54999999999995,310.8233333333333,317.5875,327.1166666666666,316.09,310.96333333333337,305.84,313.10999999999996,306.08666666666664,302.21666666666664,303.2,309.7266666666667,302.99666666666667,295.65000000000003,296.7033333333334,303.40000000000003,304.8866666666667,308.8833333333334,304.77500000000003,291.525,283.505,291.59,305.03499999999997,302.925,296.62,280.6,288.21999999999997,291.08,291.135,291.37,,298.37
2019-05-23 22:00:42+00:00,291.07000000000005,284.87999999999994,257.665,271.585,263.28499999999997,292.34499999999997,267.68000000000006,287.40000000000003,320.00666666666666,315.68333333333334,324.6033333333333,318.06,304.54999999999995,310.8233333333333,317.5875,327.1166666666666,316.09,310.96333333333337,312.935,313.10999999999996,313.01,302.21666666666664,303.2,309.7266666666667,302.99666666666667,295.65000000000003,296.7033333333334,303.40000000000003,304.8866666666667,308.8833333333334,304.77500000000003,291.525,283.505,291.59,305.03499999999997,302.925,296.62,280.6,288.21999999999997,291.08,291.135,291.37,,298.37
2019-06-08 22:00:50+00:00,299.34333333333336,284.87999999999994,257.665,271.585,263.28499999999997,298.544,267.68000000000006,290.5,329.945,315.68333333333334,324.6033333333333,318.06,304.54999999999995,308.51750000000004,321.412,330.155,319.6925,314.485,315.22400000000005,317.78,314.816,306.59,307.455,314.3675,308.5475,300.1425,296.7033333333334,303.40000000000003,304.8866666666667,308.8833333333334,305.71,291.525,283.505,291.59,305.03499999999997,302.925,296.62,280.6,288.21999999999997,291.08,291.135,291.37,,298.37
2019-07-10 22:00:59+00:00,305.23,284.87999999999994,257.665,271.585,263.28499999999997,301.09999999999997,267.68000000000006,293.32000000000005,329.945,315.68333333333334,324.6033333333333,318.06,293.59666666666664,311.64,321.412,330.155,319.6925,316.76599999999996,315.22400000000005,317.78,314.816,309.264,310.952,317.242,312.482,300.1425,296.7033333333334,303.40000000000003,304.8866666666667,308.8833333333334,305.71,291.525,283.505,291.59,305.03499999999997,302.925,296.62,280.6,288.21999999999997,291.08,291.135,291.37,,298.37
2019-07-26 22:01:04+00:00,305.10600000000005,284.87999999999994,262.8566666666667,280.44666666666666,264.78999999999996,297.03428571428566,272.09333333333336,293.32000000000005,329.945,320.5025,323.8025,318.06,293.59666666666664,309.52333333333337,321.2366666666667,330.155,319.6925,316.76599999999996,315.22400000000005,317.78,314.816,310.7683333333333,310.952,319.72833333333335,312.482,300.1425,296.7033333333334,303.40000000000003,304.8866666666667,308.8833333333334,305.71,291.525,283.505,291.59,305.03499999999997,302.925,296.62,280.6,288.21999999999997,291.08,291.135,291.37,,298.37
2019-08-04 21:54:57+00:00,308.78000000000003,281.77,265.08000000000004,281.59499999999997,278.52666666666664,300.85166666666663,274.165,295.54,333.86999999999995,323.46000000000004,326.1666666666667,317.83,293.59666666666664,308.1316666666667,322.93600000000004,333.61999999999995,322.6133333333333,320.08,318.868,320.52,317.2025,314.41166666666663,313.46500000000003,324.10166666666663,318.22799999999995,301.58666666666664,298.375,303.41,306.13,309.84000000000003,306.44,291.27,282.78,290.94,304.37,303.29,297.75,280.89,289.93,292.08500000000004,290.98,291.7,,298.37
2019-08-11 22:01:10+00:00,308.78000000000003,281.77,265.08000000000004,281.59499999999997,278.52666666666664,300.85166666666663,274.165,295.54,333.86999999999995,323.46000000000004,326.1666666666667,317.83,293.59666666666664,308.1316666666667,322.93600000000004,333.61999999999995,322.6133333333333,320.08,318.868,320.52,317.2025,314.41166666666663,315.86800000000005,325.38,318.22799999999995,301.58666666666664,298.375,303.41,306.13,309.84000000000003,306.44,291.27,282.78,290.94,304.37,303.29,297.75,280.89,289.93,292.08500000000004,290.98,291.7,,298.37
2019-08-27 22:01:14+00:00,312.3025,,288.76500000000004,298.62,281.1133333333333,301.43,283.135,298.17,340.35999999999996,330.7266666666667,327.7133333333333,333.46,293.72249999999997,307.36,324.74,339.4433333333333,328.44,326.1499999999999,322.8575,324.1766666666667,320.0975,317.49199999999996,320.594,328.77714285714285,320.21999999999997,306.59,305.63,,313.07,317.4,307.58,,,,,,,295.43,297.12,296.34,,,,
2019-10-07 21:55:14+00:00,305.822,274.45,277.1066666666667,283.97333333333336,276.6475,297.3128571428571,280.5466666666667,295.934,334.9975,326.645,325.5425,325.4,284.0575,302.19,323.034,333.78333333333336,324.3233333333333,323.2975,318.754,324.1766666666667,319.762,316.2783333333333,319.27500000000003,326.8225,317.00499999999994,303.9725,302.52,304.59,309.34999999999997,313.66,306.865,293.26,285.64,292.89,306.88,308.83,303.27,289.125,294.90000000000003,296.34,294.08,,,
2019-10-30 22:01:02+00:00,305.822,274.45,277.1066666666667,283.97333333333336,276.6475,297.3128571428571,280.5466666666667,295.934,334.9975,326.645,325.5425,325.4,294.38,302.19,323.034,333.78333333333336,324.3233333333333,323.2975,319.9066666666667,323.2375,319.762,316.2783333333333,318.35714285714283,327.15333333333336,318.8357142857143,303.9725,302.52,304.59,309.34999999999997,313.66,306.865,293.26,285.64,292.89,306.88,308.83,303.27,289.125,294.90000000000003,296.34,294.08,,,
2020-04-23 22:00:11+00:00,289.55,246.54,242.08,246.79,227.65,265.94,262.91,279.33,302.53,308.42,311.09,312.4,302.57000000000005,285.58,308.98,317.71,307.5,298.5,312.79,313.435,301.66,292.89,305.115,317.13,315.34000000000003,287.96,288.71,303.78,296.14,303.04,292.13,291.28,285.9,290.47,301.9,,295.24,280.01,285.02,281.25,282.17,284.28,287.89,297.06
2020-05-09 22:00:02+00:00,289.55,246.54,242.08,246.79,227.65,265.94,262.91,294.645,302.53,308.42,311.09,312.4,269.47,285.58,308.98,317.71,307.5,298.5,307.8,313.28,308.04,302.055,304.145,311.86,311.635,297.95,288.71,303.78,307.905,311.65,292.13,291.28,285.9,290.47,301.9,,295.24,280.01,285.02,281.25,282.17,284.28,287.89,297.06
2020-06-03 21:54:24+00:00,289.55,246.54,242.08,246.79,227.65,265.94,262.91,294.645,302.53,308.42,311.09,312.4,284.45000000000005,296.63,308.98,317.71,307.5,298.5,307.8,313.28,308.04,302.055,310.3966666666667,311.86,311.635,297.95,288.71,303.78,307.905,311.65,292.13,291.28,285.9,290.47,301.9,,295.24,280.01,285.02,292.28999999999996,282.17,284.28,287.89,297.06
2020-06-10 22:00:39+00:00,299.255,246.54,242.08,246.79,227.65,265.94,262.91,294.645,302.53,308.42,311.09,312.4,289.6266666666667,296.63,308.98,317.71,307.5,298.5,307.8,313.28,308.04,313.1033333333333,311.345,319.2733333333333,315.97333333333336,297.95,288.71,303.78,307.905,311.65,292.13,291.28,285.9,290.47,301.9,,295.24,280.01,285.02,295.5733333333333,288.24,284.28,287.89,297.06
2020-08-29 22:00:47+00:00,299.255,248.05999999999995,247.06500000000005,251.005,231.5,268.555,265.405,291.0,305.9,309.5,312.89,312.64,289.855,285.81666666666666,311.545,319.735,310.28999999999996,300.475,307.19,311.3966666666667,306.51,309.8175,308.762,316.32,311.3275,297.08666666666664,289.82,302.275,304.28333333333336,309.32,297.38,290.985,285.61,291.365,302.875,,295.24,281.81,286.995,294.03999999999996,287.91333333333336,287.355,291.145,301.735
2020-09-07 21:55:04+00:00,299.06,248.05999999999995,247.06500000000005,251.005,244.59,273.03000000000003,273.56333333333333,292.5225,314.2133333333333,317.1066666666666,316.2966666666667,318.78666666666663,293.16,289.82,314.4666666666667,323.57666666666665,316.15000000000003,305.0933333333333,315.265,317.1225,312.9875,309.196,308.8433333333333,317.37199999999996,311.694,299.0725,289.82,306.28666666666663,304.28333333333336,312.0025,304.9066666666667,290.985,285.61,291.365,302.875,,295.24,286.0466666666667,286.995,294.03999999999996,290.175,287.355,291.145,301.735
2020-09-14 22:01:17+00:00,294.8125,248.92666666666662,248.17000000000004,253.29666666666665,243.525,272.64,272.61,290.92999999999995,314.2125,316.145,316.0675,317.9225,293.68666666666667,289.596,314.48,323.32,315.835,305.2125,313.672,316.058,311.546,308.0466666666667,307.83714285714285,316.24333333333334,309.9766666666667,297.924,291.0566666666667,305.1425,302.95500000000004,311.148,305.0725,291.28666666666663,285.07666666666665,291.43333333333334,302.9166666666667,,297.13,284.7725,287.35999999999996,293.056,289.898,288.92333333333335,292.82,303.1766666666667
2020-09-30 22:01:21+00:00,294.382,251.51249999999996,250.46500000000003,261.685,247.95999999999998,272.902,274.144,290.785,315.92199999999997,316.916,316.634,318.806,295.11428571428576,290.125,315.20799999999997,324.164,316.95,307.95,313.672,317.32166666666666,311.24833333333333,309.09999999999997,308.15375,316.82571428571424,308.8228571428572,297.7733333333333,291.0566666666667,306.53,303.682,311.675,306.924,292.92499999999995,285.07666666666665,291.43333333333334,302.9166666666667,,297.13,284.572,288.5725,292.8566666666666,290.29333333333335,288.92333333333335,292.82,303.1766666666667
2021-01-04 22:01:18+00:00,291.1333333333334,253.16999999999996,253.26000000000002,266.65000000000003,253.0375,274.6425,276.9525,288.855,319.27,319.03999999999996,318.02000000000004,320.4075,299.23,286.8725,316.765,325.7775,319.3125,310.3125,317.5866666666667,319.34250000000003,312.85249999999996,312.576,304.9625,314.98999999999995,303.46000000000004,297.68499999999995,292.23,307.2175,300.86666666666673,311.68750000000006,310.62249999999995,293.4733333333333,284.665,291.91499999999996,303.425,,299.02,285.7125,289.75666666666666,290.13999999999993,291.32,291.245,295.285,306.235
2021-02-21 22:00:41+00:00,292.1275,264.0225,260.1625,271.31,256.26,275.07,275.77799999999996,289.4,319.098,318.428,317.718,320.27000000000004,292.236,289.27799999999996,316.584,325.394,318.262,309.444,314.0625,319.34250000000003,311.268,310.92833333333334,304.508,314.212,304.506,297.69999999999993,292.6766666666667,306.102,302.01,311.184,310.3059999999999,293.4125,284.0133333333333,291.67,306.68666666666667,302.22,298.095,285.65999999999997,289.275,290.46999999999997,291.28000000000003,290.1766666666667,295.285,306.235
2021-03-25 22:00:51+00:00,294.36333333333334,284.10999999999996,264.7533333333334,283.2633333333333,266.31666666666666,274.68333333333334,273.65666666666664,290.90000000000003,317.81,316.93666666666667,317.54333333333335,320.1166666666667,277.98999999999995,296.2,316.51,325.09999999999997,317.2066666666667,310.1133333333334,306.21500000000003,317.78499999999997,306.83,314.995,304.73333333333335,314.8666666666666,303.9533333333333,296.56666666666666,294.645,305.84666666666664,304.3433333333333,310.62000000000006,310.16,294.94666666666666,282.905,291.53999999999996,309.9,304.56500000000005,298.065,285.54,289.28000000000003,290.95,290.93333333333334,289.90999999999997,293.3,302.12
2021-07-08 21:54:46+00:00,295.21500000000003,296.53,268.4550000000001,281.46999999999997,267.0133333333333,275.04999999999995,270.345,291.32,315.33500000000004,326.99333333333334,327.12666666666667,319.005,275.34,298.2033333333333,315.70500000000004,323.88,315.105,311.78333333333336,306.21500000000003,311.93,305.365,305.00333333333333,304.99333333333334,316.87333333333333,307.2233333333333,297.40333333333336,294.645,302.73,306.78333333333336,311.8533333333333,308.07500000000005,293.5,282.905,294.90333333333336,309.9,304.56500000000005,298.065,286.42499999999995,287.815,290.49499999999995,291.98333333333335,289.90999999999997,293.3,302.12
2021-08-25 21:55:03+00:00,279.735,271.21999999999997,251.00500000000005,264.155,255.57333333333335,270.97,267.11,285.11,311.445,332.5,325.21,315.69500000000005,282.44,294.6233333333334,313.435,321.7,311.5,309.8233333333333,306.075,308.16499999999996,304.57,304.5233333333333,303.38999999999993,315.73333333333335,304.50666666666666,295.6333333333334,293.595,303.025,303.31333333333333,311.1033333333333,305.025,291.36,282.44500000000005,294.82666666666665,304.22,307.81500000000005,299.32,284.625,287.45000000000005,289.27,291.18,290.66499999999996,293.115,302.425
2021-09-01 22:00:53+00:00,286.3933333333333,271.21999999999997,262.60666666666674,273.2366666666666,257.6025,272.34666666666664,271.08666666666664,286.54,316.14,328.2133333333333,323.0,330.94,282.44,294.6233333333334,322.1433333333334,321.7,313.53333333333336,315.76,313.66,308.16499999999996,306.2733333333333,312.2375,309.00249999999994,317.695,304.9275,296.0425,296.61,305.76,304.7725,311.37,308.17,293.82666666666665,285.6566666666667,296.04499999999996,304.22,307.81500000000005,299.32,288.50666666666666,290.42333333333335,291.8333333333333,293.29,292.43333333333334,293.115,302.425
2021-09-10 21:55:08+00:00,290.6425,271.21999999999997,262.60666666666674,273.2366666666666,260.338,272.34666666666664,271.08666666666664,286.54,316.14,328.2133333333333,323.0,336.555,282.44,294.6233333333334,322.1433333333334,330.3333333333333,318.155,319.204,316.9,314.2,311.4075,315.32,312.368,320.32,308.668,298.902,296.61,305.76,304.7725,311.37,308.17,293.82666666666665,285.6566666666667,298.56,304.22,307.81500000000005,299.32,293.05,290.42333333333335,296.59,294.64,295.8625,296.3433333333333,302.99
2021-11-18 22:00:34+00:00,288.945,262.41499999999996,265.02000000000004,269.5333333333333,260.10400000000004,272.61000000000007,271.5566666666667,285.51666666666665,319.42,328.88,323.4,336.6975,292.4066666666667,293.68,322.29,330.18,318.18,320.12800000000004,316.4625,315.3999999999999,311.615,315.638,312.908,320.102,308.656,299.646,295.98,305.46333333333337,305.31,310.94000000000005,309.81,293.31,285.3,298.56800000000004,302.87,306.19000000000005,299.68,291.8175,290.07666666666665,297.3275,295.634,297.22333333333336,297.865,303.425
2021-12-22 22:01:21+00:00,288.945,262.41499999999996,265.02000000000004,269.5333333333333,266.25500000000005,272.61000000000007,271.5566666666667,294.5275,326.99,332.7525,326.62,336.52000000000004,299.1675,299.7475,322.29,330.18,318.18,320.12800000000004,316.4625,315.3999999999999,311.615,315.638,312.908,321.465,311.90833333333336,302.7416666666666,295.98,305.46333333333337,305.31,310.94000000000005,309.81,293.31,285.3,298.56800000000004,302.87,306.19000000000005,299.68,291.8175,290.07666666666665,297.3275,295.634,297.22333333333336,297.865,303.425
2021-12-30 22:01:20+00:00,288.812,269.53,266.96250000000003,268.35,266.09000000000003,273.08000000000004,270.96000000000004,293.918,325.47799999999995,328.73199999999997,324.97166666666664,333.045,298.468,299.31399999999996,320.1075,328.3225,317.4,317.6933333333333,314.51,313.47999999999996,310.086,313.52,311.06666666666666,319.8828571428571,310.01714285714286,302.0571428571429,295.26,304.01750000000004,304.376,309.55600000000004,308.52,292.315,283.77,297.1333333333333,302.77666666666664,304.73,298.315,289.596,288.43,295.854,294.24,296.0775,296.75,302.67333333333335
2022-01-07 22:00:53+00:00,288.812,279.2775,266.96250000000003,273.17600000000004,266.53714285714284,278.996,274.836,294.2183333333333,326.24333333333334,323.08,320.45666666666665,331.7557142857143,299.15250000000003,300.54200000000003,319.82800000000003,330.63,318.2733333333333,316.1133333333333,316.44,315.618,310.47166666666664,313.3666666666667,313.22999999999996,318.9114285714286,309.4714285714286,303.8171428571428,295.26,305.91200000000003,301.99249999999995,308.524,308.52,292.284,288.18600000000004,296.515,306.5575,306.13750000000005,298.315,288.735,288.10600000000005,295.854,295.71666666666664,296.11199999999997,297.34000000000003,304.01750000000004
2022-01-08 21:55:07+00:00,288.1816666666667,278.956,265.572,269.88,266.17875,277.94,274.22333333333336,293.65000000000003,324.8385714285714,321.66333333333336,320.0071428571428,330.25375,299.384,301.48333333333335,319.56,333.70666666666665,321.08,316.90714285714284,317.9028571428571,317.22666666666663,312.7214285714286,315.5371428571429,313.22999999999996,319.76625,312.32375,306.69124999999997,295.26,308.85333333333335,301.99249999999995,308.524,308.52,292.284,288.18600000000004,296.515,306.5575,306.13750000000005,298.315,291.2642857142857,291.605,295.854,297.0,296.75,298.134,304.87800000000004
2022-01-15 22:01:17+00:00,288.2642857142857,279.62833333333333,264.91333333333336,268.37,265.9533333333333,277.33714285714285,273.75,293.17375,323.6725,320.32571428571424,319.585,328.9211111111111,294.2583333333333,301.29,319.0028571428571,332.0757142857143,320.26625,315.65375,316.68874999999997,316.5385714285714,311.9,313.77375,311.73857142857145,318.49111111111114,311.09555555555556,305.8544444444444,294.754,307.6457142857143,302.256,308.0966666666667,307.75,291.77833333333336,286.97499999999997,295.69714285714286,305.946,305.228,298.28333333333336,289.96,290.61,294.81166666666667,296.35249999999996,296.1542857142857,297.98333333333335,304.26
2022-01-31 22:01:19+00:00,288.79125,281.0642857142857,266.39428571428573,268.595,266.078,277.3575,273.88625,293.2811111111111,323.44888888888886,319.53,319.3611111111111,327.875,293.3742857142857,301.56375,318.64,331.07875,319.9577777777778,314.7422222222222,316.3222222222222,315.9225,311.4688888888889,312.7277777777778,311.04875,318.079,310.3,305.425,295.1016666666667,307.08500000000004,303.09666666666664,307.92285714285714,307.74333333333334,291.73,286.63,295.61375,306.95666666666665,305.61333333333334,298.28333333333336,289.4088888888889,290.54125,294.6042857142857,296.02888888888884,296.47375,298.12,304.4614285714286
2022-02-16 22:00:50+00:00,289.5955555555555,282.71125,267.23375000000004,268.47333333333336,266.00545454545454,276.8611111111111,273.43555555555554,292.873,322.773,318.61333333333334,318.927,327.00454545454545,293.31,300.8811111111111,318.1744444444445,330.1488888888889,319.15700000000004,313.894,315.281,315.21,310.603,311.629,310.2122222222222,317.3172727272727,309.84272727272725,304.6190909090909,294.7457142857143,306.61555555555555,303.07,307.56375,307.43571428571425,291.595,286.22625,295.12666666666667,306.6528571428571,305.40857142857146,298.28333333333336,288.913,290.1866666666667,294.17375,295.571,296.01444444444445,297.64625,303.97
2022-04-29 22:00:49+00:00,289.85166666666663,287.9614285714286,267.6816666666667,267.7428571428572,269.5325,278.29,273.8957142857143,295.02125,323.94625,318.485,320.26750000000004,321.14,295.38375,302.47125000000005,316.09857142857146,329.1771428571429,321.45250000000004,311.67875000000004,313.45,315.1742857142857,309.4571428571429,307.42999999999995,307.06,316.05125,311.00777777777773,306.63444444444445,293.822,306.99875000000003,305.665,306.90333333333336,306.92999999999995,290.8416666666667,285.99,292.81166666666667,307.4533333333333,304.8566666666667,297.58500000000004,287.91,289.74428571428575,291.312,295.80625,295.41,297.5733333333333,304.1516666666667
2022-05-23 22:00:09+00:00,290.11599999999993,289.4766666666667,268.56200000000007,267.9433333333334,270.4757142857143,278.9866666666666,274.375,295.92625000000004,324.21000000000004,318.7214285714286,320.4742857142857,321.46571428571434,291.48875000000004,302.185,318.2042857142857,331.54714285714283,322.97124999999994,312.37,314.49333333333334,315.115,310.98,308.1014285714286,308.08,316.715,313.0022222222222,307.7311111111111,296.406,308.59000000000003,307.83,306.95200000000006,305.655,290.56600000000003,286.782,292.986,308.16599999999994,305.096,297.58500000000004,289.68875,291.43,291.02,295.86749999999995,295.3128571428571,297.5733333333333,304.1516666666667
2022-05-31 22:00:38+00:00,290.11599999999993,289.4766666666667,268.56200000000007,267.9433333333334,270.4757142857143,278.9866666666666,274.375,295.92625000000004,324.21000000000004,318.7214285714286,320.4742857142857,321.46571428571434,292.4555555555556,302.185,318.2042857142857,331.54714285714283,322.97124999999994,314.26444444444445,314.49333333333334,315.115,310.98,308.1014285714286,308.08,318.14666666666665,313.0022222222222,308.901,296.406,308.59000000000003,307.83,306.95200000000006,305.655,290.56600000000003,286.782,292.986,308.16599999999994,305.096,297.58500000000004,289.68875,291.43,291.02,295.86749999999995,295.3128571428571,297.5733333333333,304.1516666666667
2022-06-25 21:55:06+00:00,290.11599999999993,289.4766666666667,268.56200000000007,267.9433333333334,266.05333333333334,278.9866666666666,274.375,292.26428571428573,319.96166666666664,314.44666666666666,317.30333333333334,319.075,290.20444444444445,299.9328571428572,318.2042857142857,331.54714285714283,322.97124999999994,314.26444444444445,314.49333333333334,315.115,310.98,311.125,310.7314285714286,316.88,311.10625000000005,308.767,296.406,308.59000000000003,309.0628571428571,306.95200000000006,305.655,290.56600000000003,286.782,292.986,308.16599999999994,305.096,297.58500000000004,289.68875,291.43,291.02,295.86749999999995,295.3128571428571,297.5733333333333,304.1516666666667
2022-07-02 22:01:17+00:00,290.57499999999993,290.62,267.50500000000005,268.572,266.244,279.88599999999997,275.416,292.39500000000004,320.06800000000004,314.80600000000004,317.418,319.75600000000003,289.52125,300.32500000000005,318.9783333333333,333.0133333333333,325.47375,315.3575,316.052,316.594,313.78000000000003,315.11749999999995,312.21,319.54125,312.8828571428572,309.9688888888889,297.2325,309.86285714285714,310.4666666666667,307.68500000000006,305.98999999999995,290.87500000000006,288.6825,293.7425,309.55999999999995,305.9175,298.22,290.9714285714286,292.7533333333334,291.3733333333333,297.0957142857142,295.9557142857143,298.184,304.74800000000005
2022-07-03 21:54:44+00:00,290.57499999999993,290.62,267.50500000000005,268.572,266.244,279.88599999999997,275.416,292.39500000000004,320.06800000000004,314.80600000000004,317.418,319.75600000000003,290.2077777777778,300.92285714285714,318.9783333333333,333.0133333333333,325.47375,315.3575,317.0883333333333,316.594,313.78000000000003,316.72777777777776,313.6671428571429,320.2266666666667,314.65375,310.179,297.2325,309.86285714285714,310.4666666666667,307.68500000000006,305.98999999999995,290.87500000000006,288.6825,293.7425,309.55999999999995,305.9175,298.22,292.05375,292.7533333333334,291.3733333333333,297.0957142857142,295.9557142857143,298.184,304.74800000000005
2022-08-04 21:54:58+00:00,307.735,294.24,273.11,267.5,265.28,272.89,269.83,298.8833333333334,316.69,332.825,315.02,336.28,293.15714285714284,297.24666666666667,322.5899999999999,336.6133333333333,329.192,319.35800000000006,317.89000000000004,317.555,315.3475,321.925,317.456,324.08666666666664,321.22400000000005,310.6171428571429,299.68,309.4766666666667,313.0475,313.5,305.59,290.65,283.4,291.23,304.83,304.18,,297.316,292.95500000000004,299.87,295.14333333333326,294.7366666666667,294.33,300.53
2022-09-05 21:55:06+00:00,319.44,,,,,,,308.8633333333333,,354.37,,343.37,292.7114285714286,296.65333333333336,330.73,343.565,333.5025,322.63250000000005,323.88,325.6,319.5266666666667,325.962,320.94,326.964,325.21250000000003,313.2657142857143,306.75,312.78499999999997,316.4266666666667,321.95,,,,,,,,300.5325,298.56,308.58,296.9899999999999,295.93500000000006,,
2022-10-07 21:55:14+00:00,305.04499999999996,276.73,249.91,269.22,239.8,262.65,273.18,301.97,317.7,335.21000000000004,317.23,334.45666666666665,292.87375,295.325,323.665,336.95666666666665,329.606,317.61800000000005,313.59999999999997,317.675,317.125,322.1566666666667,318.488,324.7283333333333,320.08000000000004,311.39,300.33500000000004,309.45666666666665,313.605,317.005,310.84,294.41,286.68,295.01,307.53,,,298.25200000000007,295.975,301.38,296.41,295.6,,
2022-10-23 21:55:19+00:00,297.78666666666663,268.4,250.44500000000005,263.035,240.245,262.21,268.06,296.712,315.525,327.0133333333333,315.69,328.90999999999997,293.47999999999996,294.35,320.60333333333335,333.1625,326.6016666666667,314.7683333333334,309.645,313.4666666666667,314.354,318.45142857142855,315.15833333333336,322.25714285714287,314.095,309.44,296.08666666666664,305.87,310.274,312.12333333333333,305.36,290.515,282.28999999999996,291.21500000000003,302.585,304.74,293.87,295.23,291.8066666666667,296.8833333333333,293.7375,294.0525,292.85,302.0
2022-11-08 21:55:19+00:00,296.24,272.58666666666664,255.52000000000007,265.31666666666666,249.38,265.16333333333336,270.11333333333334,294.535,317.75333333333333,324.755,317.56,326.93600000000004,293.25888888888886,295.72166666666664,320.3225,331.858,324.07166666666666,313.45666666666665,311.018,313.14,314.26500000000004,316.8875,314.95285714285717,321.4575,310.7866666666667,308.6644444444444,295.885,304.5425,308.08399999999995,311.2575,306.7133333333333,291.2766666666667,283.1166666666666,292.0733333333333,302.06666666666666,306.265,296.365,292.8566666666667,291.3825,295.925,292.7025,294.134,292.85,302.0
2022-11-23 22:01:36+00:00,294.754,275.06499999999994,257.34000000000003,265.8375,253.48,266.3975,269.52,291.9733333333333,317.2925,322.662,317.3675,324.82666666666665,297.3855555555555,296.57166666666666,316.725,328.842,322.1583333333333,312.2033333333333,310.99666666666667,312.258,312.33500000000004,315.89875,314.17,320.405,307.49333333333334,307.5477777777778,292.19,300.6225,304.986,310.46,306.575,291.1725,283.1525,292.2475,302.2,305.88000000000005,296.53000000000003,290.43333333333334,288.51,294.988,291.52750000000003,293.985,292.85,304.2
2023-02-03 22:01:32+00:00,288.25,275.03799999999995,257.37800000000004,265.134,254.68599999999998,267.462,269.182,287.1666666666667,317.014,314.196,317.43,318.37,294.37833333333333,294.9433333333333,316.41999999999996,324.086,316.358,305.69399999999996,306.188,309.274,307.566,301.678,305.726,310.91400000000004,296.38,300.7183333333333,292.09000000000003,300.27,302.07,307.73,306.464,291.058,282.842,292.246,302.744,306.0525,297.0075,284.02,287.788,291.594,291.68,292.5225,293.3,303.6933333333333
2023-02-28 21:55:08+00:00,290.83666666666664,275.03799999999995,257.37800000000004,265.134,258.435,270.6983333333333,273.16,288.9957142857143,317.014,316.5033333333334,317.43,318.37,294.37833333333333,294.9433333333333,316.41999999999996,326.26,319.8283333333333,309.88166666666666,306.188,309.274,309.88166666666666,305.40333333333336,307.83500000000004,313.7633333333333,299.53833333333336,301.5357142857143,293.995,300.27,303.91333333333336,310.3016666666667,308.58666666666664,291.058,284.52666666666664,292.246,302.744,306.0525,297.0075,286.08166666666665,289.36,293.0733333333333,291.68,292.5225,293.3,303.6933333333333
